Local time in Gauhati,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
15.03.2020 20:00,23.0,754.9,759.0,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,19.0,
15.03.2020 19:30,24.0,754.1,758.2,74,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,19.0,
15.03.2020 19:00,24.0,754.1,758.2,74,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,19.0,
15.03.2020 18:30,25.0,754.1,758.2,69,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,19.0,
15.03.2020 18:00,26.0,753.6,757.7,65,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,19.0,
15.03.2020 17:30,27.0,753.7,757.7,62,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,3.5,19.0,
15.03.2020 17:00,27.0,753.7,757.7,62,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,3.5,19.0,
15.03.2020 16:30,28.0,753.7,757.7,58,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,3.5,19.0,
15.03.2020 16:00,28.0,753.7,757.7,58,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,3.5,19.0,
15.03.2020 15:30,28.0,753.7,757.7,62,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
15.03.2020 15:01,27.0,753.7,757.7,66,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
15.03.2020 15:00,27.0,753.7,757.7,66,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.5,20.0,
15.03.2020 14:30,27.0,754.2,758.2,66,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,20.0,
15.03.2020 14:00,27.0,755.0,759.0,62,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,19.0,
15.03.2020 13:30,27.0,755.0,759.0,66,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,20.0,
15.03.2020 13:00,27.0,755.6,759.7,66,Wind blowing from the west-northwest,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,20.0,
15.03.2020 12:30,27.0,756.4,760.5,66,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,20.0,
15.03.2020 12:00,26.0,756.4,760.5,70,Wind blowing from the north-northwest,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,20.0,
15.03.2020 11:30,27.0,756.4,760.5,70,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,21.0,
15.03.2020 11:00,26.0,757.1,761.2,70,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,20.0,
15.03.2020 10:30,26.0,757.1,761.2,70,Wind blowing from the north-west,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,20.0,
15.03.2020 10:00,25.0,757.1,761.2,79,Wind blowing from the north,2,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,21.0,
15.03.2020 09:30,25.0,757.1,761.2,79,Wind blowing from the north,3,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,21.0,
15.03.2020 09:00,24.0,757.9,762.0,78,Wind blowing from the north-northwest,3,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,20.0,
15.03.2020 08:30,24.0,757.1,761.2,78,Wind blowing from the west-northwest,4,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,20.0,
15.03.2020 08:00,23.0,756.4,760.5,83,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,20.0,
15.03.2020 07:30,22.0,756.4,760.5,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,20.0,
15.03.2020 07:00,21.0,756.4,760.5,88,Wind blowing from the west-southwest,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,19.0,
15.03.2020 06:30,21.0,756.4,760.5,88,Wind blowing from the south-southeast,2,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,19.0,
15.03.2020 06:00,21.0,755.6,759.7,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,19.0,
15.03.2020 05:30,21.0,755.6,759.7,88,Wind blowing from the north-northwest,4,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,19.0,
15.03.2020 05:00,21.0,755.6,759.7,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,19.0,
15.03.2020 04:00,21.0,755.6,759.7,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,19.0,
15.03.2020 03:00,21.0,755.6,759.7,88,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,19.0,
15.03.2020 02:30,21.0,755.6,759.7,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,19.0,
15.03.2020 02:00,21.0,755.6,759.7,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,18.0,
15.03.2020 01:30,21.0,755.6,759.7,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,18.0,
15.03.2020 01:00,21.0,755.6,759.7,83,Wind blowing from the south,3,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,18.0,
15.03.2020 00:30,21.0,755.6,759.7,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,18.0,
15.03.2020 00:00,21.0,755.6,759.7,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,18.0,
14.03.2020 23:30,22.0,756.4,760.5,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,18.0,
14.03.2020 23:00,22.0,756.4,760.5,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,18.0,
14.03.2020 22:30,22.0,756.4,760.5,78,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
14.03.2020 22:00,23.0,757.1,761.2,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
14.03.2020 21:30,23.0,757.9,762.0,74,Wind blowing from the south,1,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
14.03.2020 21:00,23.0,757.9,762.0,74,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
14.03.2020 20:30,24.0,757.9,762.0,69,Wind blowing from the west-southwest,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
14.03.2020 20:00,24.0,757.9,762.0,69,Wind blowing from the west-southwest,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
14.03.2020 19:30,25.0,757.9,762.0,69,Wind blowing from the west-southwest,5,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,19.0,
14.03.2020 19:00,25.0,757.1,761.2,69,Wind blowing from the west-southwest,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,19.0,
14.03.2020 18:30,26.0,756.4,760.5,65,Wind blowing from the west,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,19.0,
14.03.2020 18:00,26.0,755.6,759.7,70,Wind blowing from the west,6,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,20.0,
14.03.2020 17:30,27.0,755.6,759.7,66,Wind blowing from the west,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,20.0,
14.03.2020 17:00,27.0,755.0,759.0,66,Wind blowing from the west,6,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,20.0,
14.03.2020 16:30,28.0,755.0,759.0,62,Wind blowing from the west,5,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,20.0,
14.03.2020 16:00,29.0,754.2,758.2,62,Wind blowing from the west,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,21.0,
14.03.2020 15:30,30.0,754.2,758.2,52,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,19.0,
14.03.2020 15:00,31.0,754.2,758.2,46,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
14.03.2020 14:30,30.0,755.0,759.0,49,Wind blowing from the west,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
14.03.2020 14:00,30.0,755.0,759.0,52,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,19.0,
14.03.2020 13:30,31.0,755.0,759.0,49,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,19.0,
14.03.2020 13:00,30.0,755.7,759.7,52,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
14.03.2020 12:30,30.0,756.5,760.5,52,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
14.03.2020 12:00,30.0,756.5,760.5,55,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,20.0,
14.03.2020 11:30,30.0,756.5,760.5,55,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,20.0,
14.03.2020 11:00,29.0,757.2,761.2,58,Wind blowing from the north-northwest,4,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,20.0,
14.03.2020 10:30,29.0,757.2,761.2,62,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,21.0,
14.03.2020 10:00,29.0,757.2,761.2,62,Wind blowing from the north,5,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,21.0,
14.03.2020 09:30,28.0,757.2,761.2,66,Wind blowing from the north-northeast,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,21.0,
14.03.2020 09:00,27.0,757.1,761.2,74,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,22.0,
14.03.2020 08:30,26.0,757.1,761.2,79,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,22.0,
14.03.2020 08:00,24.0,757.1,761.2,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,21.0,
14.03.2020 07:30,23.0,757.1,761.2,89,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,21.0,
14.03.2020 07:00,22.0,757.1,761.2,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,20.0,
14.03.2020 06:30,22.0,757.1,761.2,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,20.0,
14.03.2020 06:00,22.0,756.4,760.5,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,20.0,
14.03.2020 05:30,22.0,756.4,760.5,88,Wind blowing from the south-southeast,2,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,20.0,
14.03.2020 05:00,22.0,755.6,759.7,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,20.0,
14.03.2020 04:30,21.0,755.6,759.7,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,19.0,
14.03.2020 04:00,22.0,754.9,759.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,19.0,
14.03.2020 03:30,22.0,754.9,759.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,19.0,
14.03.2020 03:00,22.0,754.9,759.0,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,20.0,
14.03.2020 02:30,22.0,755.6,759.7,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,20.0,
14.03.2020 02:00,22.0,755.6,759.7,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
14.03.2020 01:30,22.0,756.4,760.5,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,20.0,
14.03.2020 01:00,22.0,757.1,761.2,88,Calm  no wind,0,,Light rain,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,20.0,
14.03.2020 00:30,23.0,757.9,762.0,83,Calm  no wind,0,,Light rain,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,20.0,
14.03.2020 00:00,22.0,757.9,762.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
13.03.2020 23:30,22.0,757.9,762.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
13.03.2020 23:00,22.0,757.9,762.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
13.03.2020 22:30,23.0,757.1,761.2,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
13.03.2020 22:00,23.0,757.1,761.2,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
13.03.2020 21:30,24.0,757.1,761.2,74,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
13.03.2020 21:00,24.0,757.1,761.2,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
13.03.2020 20:30,25.0,757.1,761.2,69,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,19.0,
13.03.2020 20:00,25.0,756.4,760.5,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
13.03.2020 19:30,25.0,756.4,760.5,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
13.03.2020 19:00,26.0,756.4,760.5,65,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,19.0,
13.03.2020 18:30,26.0,755.6,759.7,65,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,19.0,
13.03.2020 18:00,27.0,755.6,759.7,62,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,19.0,
13.03.2020 17:30,28.0,755.7,759.7,55,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,18.0,
13.03.2020 17:00,29.0,755.0,759.0,51,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,18.0,
13.03.2020 16:30,30.0,755.0,759.0,49,Wind blowing from the north-northeast,3,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,5.0,18.0,
13.03.2020 16:00,30.0,755.0,759.0,49,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
13.03.2020 15:30,31.0,755.7,759.7,46,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
13.03.2020 15:00,31.0,755.7,759.7,46,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
13.03.2020 14:30,31.0,755.7,759.7,46,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
13.03.2020 14:00,31.0,755.7,759.7,46,Wind blowing from the north,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
13.03.2020 13:31,31.0,756.5,760.5,46,Wind blowing from the north-west,4,,Haze,,Few clouds (10-30%) 600 m,3.0,18.0,
13.03.2020 13:00,31.0,756.5,760.5,49,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m,3.0,19.0,
13.03.2020 12:30,30.0,757.2,761.2,52,Wind blowing from the north,5,,Haze,,Few clouds (10-30%) 600 m,3.0,19.0,
13.03.2020 12:00,30.0,757.2,761.2,55,Wind blowing from the north-east,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,20.0,
13.03.2020 11:30,29.0,758.0,762.0,58,Wind blowing from the north-northeast,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,20.0,
13.03.2020 11:00,28.0,758.7,762.8,62,Wind blowing from the north-northeast,3,,Haze,,Few clouds (10-30%) 600 m,3.0,20.0,
13.03.2020 10:30,28.0,758.7,762.8,62,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m,3.0,20.0,
13.03.2020 09:30,26.0,759.4,763.5,70,Wind blowing from the north-east,4,,Haze,,Few clouds (10-30%) 600 m,3.0,20.0,
13.03.2020 09:00,25.0,758.7,762.8,74,Wind blowing from the north-northeast,4,,Mist,,Few clouds (10-30%) 600 m,3.0,20.0,
13.03.2020 08:30,24.0,758.7,762.8,78,Wind blowing from the north-northeast,4,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,20.0,
13.03.2020 08:00,23.0,758.7,762.8,83,Wind blowing from the north-northeast,3,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,20.0,
13.03.2020 07:30,22.0,757.9,762.0,83,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.0,19.0,
13.03.2020 07:00,21.0,757.9,762.0,88,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.0,19.0,
13.03.2020 06:30,20.0,757.8,762.0,88,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.0,18.0,
13.03.2020 06:00,20.0,757.0,761.2,88,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.0,18.0,
13.03.2020 05:30,20.0,757.0,761.2,88,Wind blowing from the north,2,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.0,18.0,
13.03.2020 04:30,20.0,756.3,760.5,88,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
13.03.2020 04:00,20.0,756.3,760.5,88,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
13.03.2020 03:30,20.0,756.3,760.5,88,Wind blowing from the north,3,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
13.03.2020 03:00,20.0,756.3,760.5,88,Wind blowing from the north,2,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
13.03.2020 02:30,21.0,756.4,760.5,83,Wind blowing from the north,2,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
13.03.2020 02:00,21.0,756.4,760.5,83,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
13.03.2020 01:30,21.0,757.1,761.2,83,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
13.03.2020 00:30,23.0,757.1,761.2,74,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
12.03.2020 23:00,24.0,757.1,761.2,69,Wind blowing from the north-northeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
12.03.2020 22:30,24.0,757.1,761.2,69,Wind blowing from the east-northeast,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
12.03.2020 22:00,24.0,757.9,762.0,69,Wind blowing from the north-northeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
12.03.2020 21:30,24.0,757.9,762.0,69,Wind blowing from the north-northeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
12.03.2020 21:00,25.0,757.1,761.2,65,Wind blowing from the north-east,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
12.03.2020 20:30,25.0,757.1,761.2,69,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,19.0,
12.03.2020 20:00,25.0,757.1,761.2,69,Wind blowing from the north-northeast,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,19.0,
12.03.2020 19:30,26.0,756.4,760.5,61,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,18.0,
12.03.2020 19:00,26.0,755.6,759.7,61,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,18.0,
12.03.2020 18:30,27.0,755.6,759.7,58,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,18.0,
12.03.2020 18:00,27.0,755.6,759.7,58,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
12.03.2020 17:30,28.0,755.0,759.0,51,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
12.03.2020 17:00,29.0,755.0,759.0,45,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 600 m,4.0,16.0,
12.03.2020 16:30,30.0,755.0,759.0,43,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m,4.0,16.0,
12.03.2020 16:00,31.0,755.0,759.0,43,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
12.03.2020 15:30,30.0,755.0,759.0,46,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
12.03.2020 15:00,31.0,755.0,759.0,43,Wind blowing from the north-northwest,4,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
12.03.2020 14:30,31.0,755.0,759.0,43,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
12.03.2020 14:00,30.0,755.0,759.0,49,Wind blowing from the north-northwest,4,,Haze,,Few clouds (10-30%) 600 m,4.0,18.0,
