Local time in Dhaka (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
17.03.2020 05:00,23.0,759.8,760.5,74,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 3000 m,3.5,18.0,
17.03.2020 04:30,23.0,759.0,759.7,74,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 3000 m,3.5,18.0,
17.03.2020 04:00,23.0,759.0,759.7,69,Wind blowing from the north-northwest,2,,Haze,,No Significant Clouds,3.5,17.0,
17.03.2020 03:30,23.0,759.0,759.7,69,Wind blowing from the north,3,,Haze,,No Significant Clouds,3.5,17.0,
17.03.2020 03:00,23.0,759.0,759.7,69,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
17.03.2020 02:30,23.0,759.0,759.7,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.5,17.0,
17.03.2020 02:00,23.0,759.0,759.7,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.5,17.0,
17.03.2020 01:30,24.0,759.0,759.7,65,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 3000 m,3.5,17.0,
17.03.2020 01:00,24.0,759.0,759.7,65,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.5,17.0,
17.03.2020 00:00,24.0,759.8,760.5,61,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 3000 m,3.5,16.0,
16.03.2020 23:00,25.0,759.8,760.5,57,Wind blowing from the west-northwest,2,,Haze,,Few clouds (10-30%) 3000 m,3.5,16.0,
16.03.2020 22:30,25.0,759.8,760.5,57,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 3000 m,3.5,16.0,
16.03.2020 22:00,26.0,759.8,760.5,54,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 3000 m,3.5,16.0,
16.03.2020 21:30,26.0,759.8,760.5,54,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 3000 m,3.5,16.0,
16.03.2020 21:00,27.0,759.8,760.5,51,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 3000 m,3.5,16.0,
16.03.2020 20:30,27.0,759.8,760.5,48,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.5,15.0,
16.03.2020 20:00,27.0,759.0,759.7,45,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.5,14.0,
16.03.2020 19:30,27.0,759.0,759.7,42,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,3.5,13.0,
16.03.2020 19:00,28.0,759.0,759.7,40,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,3.5,13.0,
16.03.2020 18:30,29.0,758.3,759.0,35,Wind blowing from the north-west,3,,Haze,,No Significant Clouds,3.5,12.0,
16.03.2020 18:00,30.0,758.3,759.0,33,Wind blowing from the north-west,3,,Haze,,No Significant Clouds,4.0,12.0,
16.03.2020 17:30,31.0,758.3,759.0,31,Wind blowing from the north-west,3,,Haze,,No Significant Clouds,4.0,12.0,
16.03.2020 17:00,31.0,758.3,759.0,29,Wind blowing from the north-northwest,4,,Haze,,No Significant Clouds,4.0,11.0,
16.03.2020 16:30,32.0,758.3,759.0,29,Wind blowing from the north-west,4,,Haze,,No Significant Clouds,4.0,12.0,
16.03.2020 16:00,32.0,758.3,759.0,29,Wind blowing from the north-west,5,,Haze,,No Significant Clouds,4.0,12.0,
16.03.2020 15:30,33.0,758.3,759.0,36,Wind blowing from the north-west,4,,Haze,,No Significant Clouds,4.0,16.0,
16.03.2020 15:00,33.0,758.3,759.0,36,Wind blowing from the north-west,4,,Haze,,No Significant Clouds,4.0,16.0,
16.03.2020 14:30,33.0,758.3,759.0,36,Wind blowing from the north-northwest,3,,Haze,,No Significant Clouds,4.0,16.0,
16.03.2020 14:00,33.0,759.0,759.7,36,Wind blowing from the north-west,4,,Haze,,No Significant Clouds,4.0,16.0,
16.03.2020 13:30,33.0,759.0,759.7,38,Wind blowing from the west-northwest,4,,Haze,,No Significant Clouds,4.0,17.0,
16.03.2020 13:00,33.0,759.8,760.5,38,Wind blowing from the north-west,4,,Haze,,No Significant Clouds,4.0,17.0,
16.03.2020 12:30,32.0,759.8,760.5,38,Wind blowing from the north-west,4,,Haze,,No Significant Clouds,4.0,16.0,
16.03.2020 12:00,32.0,760.5,761.2,38,Wind blowing from the west-northwest,4,,Haze,,No Significant Clouds,4.0,16.0,
16.03.2020 11:30,31.0,760.5,761.2,43,Wind blowing from the north-west,4,,Haze,,No Significant Clouds,4.0,17.0,
16.03.2020 11:00,31.0,760.5,761.2,46,Wind blowing from the north-northwest,4,,Haze,,No Significant Clouds,4.0,18.0,
16.03.2020 10:30,30.0,760.5,761.2,52,Wind blowing from the north-northwest,4,,Haze,,No Significant Clouds,4.0,19.0,
16.03.2020 10:00,28.0,760.5,761.2,58,Wind blowing from the north-northwest,4,,Haze,,No Significant Clouds,3.5,19.0,
16.03.2020 09:30,27.0,760.5,761.2,62,Wind blowing from the north,3,,Haze,,No Significant Clouds,3.5,19.0,
16.03.2020 09:00,25.0,760.5,761.2,69,Wind blowing from the north,2,,Haze,,No Significant Clouds,3.5,19.0,
16.03.2020 08:30,24.0,760.5,761.2,74,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.5,19.0,
16.03.2020 08:00,23.0,760.5,761.2,74,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 3600 m,3.5,18.0,
16.03.2020 07:30,22.0,759.8,760.5,78,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3600 m,3.2,18.0,
16.03.2020 07:00,22.0,759.8,760.5,78,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3600 m,3.2,18.0,
16.03.2020 06:30,22.0,759.0,759.7,78,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3600 m,3.2,18.0,
16.03.2020 06:00,22.0,759.0,759.7,78,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3600 m,3.2,18.0,
16.03.2020 05:30,22.0,758.3,759.0,78,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3600 m,3.2,18.0,
16.03.2020 05:00,22.0,758.3,759.0,78,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 3600 m,3.2,18.0,
16.03.2020 04:30,22.0,758.3,759.0,78,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 3600 m,3.2,18.0,
16.03.2020 04:00,22.0,758.3,759.0,78,Wind blowing from the north-west,4,,Haze,,Scattered clouds (40-50%) 3600 m,3.2,18.0,
16.03.2020 03:30,22.0,757.5,758.2,78,Wind blowing from the north-northwest,3,,Haze,,Scattered clouds (40-50%) 3600 m,3.2,18.0,
16.03.2020 03:00,22.0,758.3,759.0,78,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,18.0,
16.03.2020 02:30,22.0,758.3,759.0,78,Wind blowing from the west-northwest,3,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,18.0,
16.03.2020 02:00,22.0,758.3,759.0,78,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 3600 m,3.5,18.0,
16.03.2020 01:30,22.0,759.0,759.7,73,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 3600 m,3.5,17.0,
16.03.2020 01:00,22.0,759.0,759.7,73,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,17.0,
16.03.2020 00:30,22.0,759.0,759.7,73,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,17.0,
16.03.2020 00:00,23.0,759.0,759.7,74,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,18.0,
15.03.2020 23:30,23.0,759.0,759.7,69,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,3.5,17.0,
15.03.2020 23:00,23.0,759.0,759.7,69,Wind blowing from the west,2,,Haze,,No Significant Clouds,3.5,17.0,
15.03.2020 22:30,24.0,759.0,759.7,65,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
15.03.2020 22:00,24.0,759.0,759.7,65,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
15.03.2020 21:30,25.0,759.0,759.7,61,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
15.03.2020 21:00,25.0,759.0,759.7,61,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
15.03.2020 20:30,25.0,759.0,759.7,61,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
15.03.2020 20:00,25.0,758.3,759.0,61,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,3.5,17.0,
15.03.2020 19:30,25.0,758.3,759.0,61,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.5,17.0,
15.03.2020 19:00,26.0,758.3,759.0,58,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.5,17.0,
15.03.2020 18:30,27.0,758.3,759.0,54,Wind blowing from the north-west,4,,Haze,,No Significant Clouds,3.5,17.0,
15.03.2020 18:00,28.0,757.5,758.2,51,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 450 m,4.0,17.0,
15.03.2020 17:30,29.0,757.5,758.2,48,Wind blowing from the north-west,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,17.0,
15.03.2020 17:00,30.0,757.5,758.2,46,Wind blowing from the north-northwest,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,17.0,
15.03.2020 16:30,31.0,757.5,758.2,40,Wind blowing from the north-northwest,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,16.0,
15.03.2020 16:00,31.0,757.5,758.2,38,Wind blowing from the north-west,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,15.0,
15.03.2020 15:30,32.0,757.5,758.2,38,Wind blowing from the north-west,6,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,16.0,
15.03.2020 15:00,33.0,757.5,758.2,36,Wind blowing from the north-west,6,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,16.0,
15.03.2020 14:30,33.0,758.3,759.0,36,Wind blowing from the north,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,16.0,
15.03.2020 14:00,33.0,758.3,759.0,67,Wind blowing from the north-northeast,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,26.0,
15.03.2020 13:30,33.0,759.0,759.7,38,Wind blowing from the north-northwest,6,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,17.0,
15.03.2020 13:00,33.0,759.0,759.7,41,Wind blowing from the north-northwest,6,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
15.03.2020 12:30,32.0,759.0,759.7,41,Wind blowing from the west-northwest,5,,Haze,,Few clouds (10-30%) 3000 m,4.0,17.0,
15.03.2020 12:00,32.0,759.8,760.5,43,Wind blowing from the north,5,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,18.0,
15.03.2020 11:30,31.0,759.8,760.5,49,Wind blowing from the north-northeast,4,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,19.0,
15.03.2020 11:00,29.0,760.5,761.2,55,Wind blowing from the north-northwest,5,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,19.0,
15.03.2020 10:30,28.0,760.5,761.2,58,Wind blowing from the north-northwest,5,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,19.0,
15.03.2020 10:00,27.0,761.3,762.0,62,Wind blowing from the north-northwest,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,19.0,
15.03.2020 09:30,26.0,760.5,761.2,65,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,19.0,
15.03.2020 09:00,25.0,760.5,761.2,69,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,19.0,
15.03.2020 08:30,24.0,760.5,761.2,74,Wind blowing from the west-northwest,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,19.0,
15.03.2020 08:00,23.0,759.8,760.5,74,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,18.0,
15.03.2020 07:30,22.0,759.8,760.5,78,Wind blowing from the north-west,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,18.0,
15.03.2020 07:00,22.0,759.8,760.5,78,Wind blowing from the west-northwest,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,18.0,
15.03.2020 06:30,21.0,759.0,759.7,83,Wind blowing from the north-west,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,18.0,
15.03.2020 06:00,21.0,759.0,759.7,83,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,18.0,
15.03.2020 05:30,21.0,758.3,759.0,83,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,18.0,
15.03.2020 05:00,21.0,758.3,759.0,78,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
15.03.2020 04:30,22.0,758.3,759.0,73,Wind blowing from the north-west,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
15.03.2020 04:00,22.0,758.3,759.0,73,Wind blowing from the north-northwest,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
15.03.2020 03:30,22.0,758.3,759.0,73,Wind blowing from the west-northwest,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
15.03.2020 03:00,22.0,758.3,759.0,73,Wind blowing from the north-west,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
15.03.2020 02:30,22.0,758.3,759.0,73,Wind blowing from the west-northwest,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
15.03.2020 02:00,22.0,758.3,759.0,73,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
15.03.2020 01:30,22.0,758.3,759.0,69,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,16.0,
15.03.2020 01:00,22.0,759.0,759.7,69,Wind blowing from the west-northwest,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,16.0,
15.03.2020 00:30,23.0,759.0,759.7,69,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
15.03.2020 00:00,23.0,759.0,759.7,69,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
14.03.2020 23:30,23.0,759.8,760.5,69,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
14.03.2020 23:00,23.0,759.8,760.5,69,Wind blowing from the north-northwest,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
14.03.2020 22:30,24.0,760.5,761.2,65,Wind blowing from the north-west,5,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
14.03.2020 22:00,24.0,760.5,761.2,65,Wind blowing from the north-northwest,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
14.03.2020 21:30,24.0,760.5,761.2,65,Wind blowing from the north-northwest,5,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
14.03.2020 21:00,24.0,760.5,761.2,65,Wind blowing from the north-northwest,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
14.03.2020 20:30,24.0,759.8,760.5,61,Wind blowing from the north-west,4,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,16.0,
14.03.2020 20:00,24.0,759.8,760.5,61,Wind blowing from the north-northwest,6,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,16.0,
14.03.2020 19:30,24.0,759.8,760.5,61,Wind blowing from the north-northwest,8,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,16.0,
14.03.2020 19:00,25.0,759.0,759.7,61,Wind blowing from the north-west,7,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,17.0,
14.03.2020 18:30,26.0,759.0,759.7,61,Wind blowing from the west-northwest,6,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,18.0,
14.03.2020 18:00,27.0,758.3,759.0,54,Wind blowing from the north-west,7,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,17.0,
14.03.2020 17:30,28.0,758.3,759.0,55,Wind blowing from the north-west,6,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,18.0,
14.03.2020 17:00,29.0,757.5,758.2,51,Wind blowing from the north-northwest,6,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,18.0,
14.03.2020 16:30,30.0,757.5,758.2,52,Wind blowing from the north-west,6,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,19.0,
14.03.2020 16:00,31.0,757.5,758.2,49,Wind blowing from the north-west,8,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,19.0,
14.03.2020 15:30,32.0,757.5,758.2,46,Wind blowing from the north-west,7,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,19.0,
14.03.2020 15:00,33.0,757.5,758.2,44,Wind blowing from the north-west,5,,Haze,,Scattered clouds (40-50%) 3600 m,4.0,19.0,
14.03.2020 14:30,32.0,757.5,758.2,46,Wind blowing from the north-northwest,5,,Haze,,Scattered clouds (40-50%) 3600 m,4.0,19.0,
14.03.2020 14:00,32.0,757.5,758.2,43,Wind blowing from the north,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
14.03.2020 13:30,31.0,758.3,759.0,46,Wind blowing from the north-northwest,5,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,18.0,
14.03.2020 13:00,31.0,759.0,759.7,49,Wind blowing from the north-northwest,5,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,19.0,
14.03.2020 12:30,31.0,759.0,759.7,52,Wind blowing from the north-northwest,5,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,20.0,
14.03.2020 12:00,30.0,759.8,760.5,52,Wind blowing from the north-northwest,4,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,19.0,
14.03.2020 11:30,30.0,759.8,760.5,52,Wind blowing from the north-west,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,19.0,
14.03.2020 11:00,29.0,760.5,761.2,55,Wind blowing from the north-west,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,19.0,
14.03.2020 10:30,29.0,760.5,761.2,55,Wind blowing from the north-west,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,19.0,
14.03.2020 10:00,29.0,760.5,761.2,55,Wind blowing from the west-northwest,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,19.0,
14.03.2020 09:30,29.0,760.5,761.2,55,Wind blowing from the north-west,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,19.0,
14.03.2020 09:00,28.0,760.5,761.2,58,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,19.0,
14.03.2020 08:30,27.0,759.8,760.5,62,Wind blowing from the north-west,2,,Haze,,Scattered clouds (40-50%) 3600 m,3.2,19.0,
14.03.2020 08:00,26.0,759.8,760.5,65,Wind blowing from the north,4,,Haze,,Scattered clouds (40-50%) 3000 m,2.8,19.0,
14.03.2020 07:30,26.0,759.8,760.5,65,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 3000 m,2.5,19.0,
14.03.2020 07:00,25.0,759.8,760.5,69,Wind blowing from the north-northwest,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,19.0,
14.03.2020 06:30,24.0,759.0,759.7,69,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.2,18.0,
14.03.2020 06:00,24.0,759.0,759.7,69,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.2,18.0,
14.03.2020 05:30,25.0,759.0,759.7,65,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 3000 m,3.5,18.0,
14.03.2020 05:00,25.0,758.3,759.0,65,Wind blowing from the north,5,,Haze,,No Significant Clouds,3.5,18.0,
14.03.2020 04:30,25.0,758.3,759.0,65,Wind blowing from the north,5,,Haze,,No Significant Clouds,3.5,18.0,
14.03.2020 04:00,25.0,758.3,759.0,65,Wind blowing from the north-northwest,4,,Haze,,No Significant Clouds,3.5,18.0,
14.03.2020 03:30,26.0,758.3,759.0,65,Wind blowing from the north,5,,Haze,,No Significant Clouds,3.5,19.0,
14.03.2020 03:00,26.0,758.3,759.0,65,Wind blowing from the north,10,,Haze,,No Significant Clouds,3.5,19.0,
14.03.2020 02:30,26.0,759.0,759.7,61,Wind blowing from the north-northwest,5,,Haze,,No Significant Clouds,3.5,18.0,
14.03.2020 02:00,26.0,759.0,759.7,61,Wind blowing from the north,4,,Haze,,No Significant Clouds,3.5,18.0,
14.03.2020 01:30,26.0,759.8,760.5,61,Wind blowing from the north-northwest,4,,Haze,,No Significant Clouds,3.5,18.0,
14.03.2020 01:00,26.0,759.8,760.5,61,Wind blowing from the north-northwest,5,,Haze,,No Significant Clouds,3.5,18.0,
14.03.2020 00:30,27.0,760.5,761.2,62,Wind blowing from the north,4,,Haze,,No Significant Clouds,3.5,19.0,
14.03.2020 00:00,27.0,760.5,761.2,62,Wind blowing from the north-northwest,5,,Haze,,No Significant Clouds,3.5,19.0,
13.03.2020 23:30,27.0,760.5,761.2,62,Wind blowing from the north-northwest,3,,Haze,,No Significant Clouds,3.5,19.0,
13.03.2020 23:00,27.0,760.5,761.2,62,Wind blowing from the north-northwest,3,,Haze,,No Significant Clouds,3.5,19.0,
13.03.2020 22:30,27.0,760.5,761.2,62,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.5,19.0,
13.03.2020 22:00,27.0,760.5,761.2,62,Wind blowing from the north-west,3,,Haze,,No Significant Clouds,3.5,19.0,
13.03.2020 21:30,28.0,759.8,760.5,58,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.5,19.0,
13.03.2020 21:00,28.0,759.8,760.5,58,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.5,19.0,
13.03.2020 20:30,28.0,759.8,760.5,55,Wind blowing from the north,2,,Haze,,No Significant Clouds,3.5,18.0,
13.03.2020 20:00,28.0,759.8,760.5,55,Wind blowing from the north-northeast,2,,Haze,,No Significant Clouds,3.5,18.0,
13.03.2020 19:30,28.0,759.0,759.7,55,Wind blowing from the north,3,,Haze,,No Significant Clouds,3.5,18.0,
13.03.2020 19:00,28.0,759.0,759.7,55,Wind blowing from the north,2,,Haze,,No Significant Clouds,3.5,18.0,
13.03.2020 18:30,29.0,758.3,759.0,51,Wind blowing from the north-northeast,3,,Haze,,No Significant Clouds,3.5,18.0,
13.03.2020 18:00,30.0,758.3,759.0,52,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.5,19.0,
13.03.2020 17:30,32.0,758.3,759.0,49,Wind blowing from the north-northeast,2,,Haze,,No Significant Clouds,3.5,20.0,
13.03.2020 17:00,32.0,758.3,759.0,49,Wind blowing from the north-northeast,2,,Haze,,No Significant Clouds,3.5,20.0,
13.03.2020 16:30,33.0,758.3,759.0,52,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 3600 m,3.5,22.0,
13.03.2020 16:00,33.0,758.3,759.0,52,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 3600 m,3.5,22.0,
13.03.2020 15:30,33.0,758.3,759.0,52,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 3600 m,3.5,22.0,
13.03.2020 15:00,34.0,758.3,759.0,49,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 3600 m,3.5,22.0,
13.03.2020 14:30,34.0,759.0,759.7,49,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 3600 m,3.5,22.0,
13.03.2020 14:00,33.0,759.8,760.5,49,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 3600 m,3.5,21.0,
13.03.2020 13:30,33.0,759.8,760.5,52,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 3600 m,3.5,22.0,
13.03.2020 13:00,33.0,760.5,761.2,56,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 3600 m,3.5,23.0,
13.03.2020 12:30,33.0,760.5,761.2,56,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 3600 m,3.5,23.0,
13.03.2020 12:00,32.0,761.3,762.0,59,Wind blowing from the north-northeast,2,,Haze,,Few clouds (10-30%) 3600 m,3.5,23.0,
13.03.2020 11:30,32.0,761.3,762.0,59,Wind blowing from the north-northeast,2,,Haze,,No Significant Clouds,3.5,23.0,
13.03.2020 11:00,31.0,761.3,762.0,62,Wind blowing from the north-northwest,2,,Haze,,No Significant Clouds,3.5,23.0,
13.03.2020 10:30,31.0,761.3,762.0,62,Wind blowing from the north-northeast,2,,Haze,,No Significant Clouds,3.2,23.0,
13.03.2020 10:00,30.0,761.3,762.0,66,Wind blowing from the east,3,,Haze,,No Significant Clouds,3.2,23.0,
13.03.2020 09:30,29.0,761.3,762.0,66,Wind blowing from the east-southeast,2,,Haze,,No Significant Clouds,3.1,22.0,
13.03.2020 09:00,28.0,761.3,762.0,70,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.1,22.0,
13.03.2020 08:30,27.0,760.5,761.2,70,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.0,21.0,
13.03.2020 08:00,25.0,760.5,761.2,74,Wind blowing from the east,2,,Mist,,No Significant Clouds,2.8,20.0,
13.03.2020 07:30,23.0,759.8,760.5,83,Wind blowing from the east-southeast,2,,Mist,,No Significant Clouds,2.5,20.0,
13.03.2020 07:00,23.0,759.8,760.5,83,Wind blowing from the east-northeast,3,,Mist,,No Significant Clouds,2.3,20.0,
13.03.2020 06:30,23.0,759.8,760.5,83,Wind blowing from the east-northeast,2,,Mist,,No Significant Clouds,2.5,20.0,
13.03.2020 06:00,23.0,759.8,760.5,78,Calm  no wind,0,,Mist,,No Significant Clouds,2.8,19.0,
13.03.2020 05:00,23.0,759.0,759.7,78,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,19.0,
13.03.2020 04:30,23.0,759.0,759.7,78,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,19.0,
13.03.2020 04:00,23.0,759.0,759.7,78,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,19.0,
13.03.2020 03:30,24.0,759.0,759.7,78,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,20.0,
13.03.2020 03:00,24.0,759.0,759.7,78,Wind blowing from the west-southwest,2,,Haze,,No Significant Clouds,3.2,20.0,
13.03.2020 02:30,24.0,759.0,759.7,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,19.0,
13.03.2020 02:00,24.0,759.0,759.7,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,19.0,
