Local time in Yingkou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 14:00,-0.2,773.8,774.3,-1.2,48,Wind blowing from the west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,0.7,,,,,,5.0,-10.1,No precipitation,12,,,,
25.01.2020 11:00,-2.0,775.0,775.5,,41,Wind blowing from the north-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-1.5,,,,,,4.6,-13.5,No precipitation,6,,,,
25.01.2020 08:00,-9.9,774.9,775.3,-0.4,68,Wind blowing from the south-east,0,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-1.5,,,2500 or more  or no clouds.,,,3.1,-14.7,No precipitation,12,,,,
25.01.2020 05:00,-11.2,775.3,775.8,,73,Wind blowing from the north-northeast,1,,5,,Mist. ,,,-11.2,-1.5,,,,,,3.0,-15.2,No precipitation,6,,,,
25.01.2020 02:00,-9.0,776.1,776.5,-0.7,49,Wind blowing from the east,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-1.5,,,2500 or more  or no clouds.,,,7.0,-17.8,No precipitation,12,,,,
24.01.2020 23:00,-8.8,776.8,777.3,,51,Wind blowing from the north-east,1,,,, ,,,-9.0,-1.5,,,,,,7.0,-17.1,No precipitation,6,,,,
24.01.2020 20:00,-6.7,776.9,777.4,-0.4,39,Wind blowing from the east-northeast,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-1.5,,,,,,9.0,-18.4,No precipitation,12,,,,
24.01.2020 17:00,-3.9,777.3,777.7,,30,Wind blowing from the north-east,3,,10,no clouds, ,,,-9.0,-1.4,,,,,,21.0,-18.9,No precipitation,6,,,,
24.01.2020 14:00,-2.0,778.4,778.9,-1.5,22,Wind blowing from the east-northeast,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,1.6,,,,,,30.0,-20.9,No precipitation,12,,,,
24.01.2020 11:00,-4.3,779.9,780.4,,27,Wind blowing from the east-northeast,6,,9,no clouds, ,,,-9.0,2.2,,,,,,30.0,-20.5,No precipitation,6,,,,
24.01.2020 08:00,-7.9,779.8,780.2,0.7,45,Wind blowing from the east-northeast,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,2.2,,,,,,22.0,-17.8,No precipitation,12,,,,
24.01.2020 05:00,-8.8,779.1,779.5,,73,Wind blowing from the north-east,3,,9,, ,,,-8.9,2.2,,,,,,9.0,-12.9,No precipitation,6,,,,
24.01.2020 02:00,-8.4,777.7,778.1,1.3,73,Wind blowing from the north-east,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,2.2,,,2500 or more  or no clouds.,,,12.0,-12.4,No precipitation,12,,,,
23.01.2020 23:00,-5.5,776.4,776.8,,57,Wind blowing from the east-northeast,4,,,, ,,,-5.5,2.2,,,,,,23.0,-12.7,No precipitation,6,,,,
23.01.2020 20:00,-4.5,776.2,776.6,2.5,57,Wind blowing from the north-east,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,2.2,,,,,,22.0,-11.9,No precipitation,12,,,,
23.01.2020 17:00,-1.3,773.7,774.1,,41,Wind blowing from the north-east,4,,13,no clouds, ,,,-1.3,2.2,,,,,,26.0,-12.9,No precipitation,6,,,,
23.01.2020 14:00,1.5,771.8,772.3,0.2,34,Wind blowing from the north-northeast,8,,13,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,2.5,,,,,,30.0,-12.7,No precipitation,12,,,,
23.01.2020 11:00,1.6,771.6,772.0,,67,Wind blowing from the north-northeast,6,,10,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,3.5,,,,,,2.4,-3.9,No precipitation,6,,,,
23.01.2020 08:00,0.6,769.7,770.2,1.7,94,Wind blowing from the west-southwest,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,1500-2000,,,1.7,-0.3,No precipitation,12,,,,
23.01.2020 05:00,0.7,768.0,768.4,,95,Wind blowing from the south-southwest,3,,5,,Mist. ,,,-1.3,,,,,,,3.8,0.0,No precipitation,6,,,,
23.01.2020 02:00,0.0,768.1,768.5,0.6,92,Wind blowing from the south-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.3,,,2500 or more  or no clouds.,,,2.4,-1.1,No precipitation,12,,,,
22.01.2020 23:00,-0.7,767.5,768.0,,87,Wind blowing from the north-west,1,,,,Mist. ,,,-1.3,4.3,,,,,,3.0,-2.6,No precipitation,6,,,,
22.01.2020 20:00,-0.6,767.7,768.1,0.5,82,Wind blowing from the north-east,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,4.3,,,1500-2000,,,3.6,-3.3,No precipitation,12,,,,
22.01.2020 17:00,-0.1,767.2,767.7,,79,Wind blowing from the east-northeast,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,4.3,,,1500-2000,,,4.3,-3.3,No precipitation,6,,,,
22.01.2020 14:00,2.5,767.1,767.5,-0.7,76,Wind blowing from the north-northeast,2,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,,,,1500-2000,,,4.8,-1.3,No precipitation,12,,,,
22.01.2020 11:00,3.2,767.8,768.3,,80,Wind blowing from the north,2,,10,100%., ,,,1.8,,,,1500-2000,,,13.0,0.1,No precipitation,6,,,,
22.01.2020 08:00,2.6,767.5,768.0,0.7,82,Wind blowing from the south-southwest,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.9,,,2500 or more  or no clouds.,,,13.0,-0.2,No precipitation,12,,,,
22.01.2020 05:00,2.5,766.8,767.2,,79,Wind blowing from the south-southwest,4,,,, ,,,,3.9,,,,,,14.0,-0.8,No precipitation,6,,,,
22.01.2020 02:00,2.7,767.5,768.0,0.0,73,Wind blowing from the south-southwest,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.9,,,2500 or more  or no clouds.,,,20.0,-1.8,No precipitation,12,,,,
21.01.2020 23:00,2.6,767.5,768.0,,66,Wind blowing from the south-southwest,5,,,, ,,,,3.9,,,,,,20.0,-3.1,No precipitation,6,,,,
21.01.2020 20:00,2.0,767.9,768.4,0.1,62,Wind blowing from the south-southwest,5,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.9,,,1500-2000,,,27.0,-4.7,No precipitation,12,,,,
21.01.2020 17:00,1.9,767.8,768.2,,51,Wind blowing from the south,5,,12,no clouds, ,,,-7.8,3.9,,,,,,30.0,-7.2,No precipitation,6,,,,
21.01.2020 14:00,3.5,768.1,768.6,-1.9,38,Wind blowing from the south-southwest,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.9,,,,,,30.0,-9.5,No precipitation,12,,,,
21.01.2020 11:00,2.8,770.0,770.5,,25,Wind blowing from the south,5,,11,no clouds, ,,,-7.8,2.8,,,,,,30.0,-15.3,No precipitation,6,,,,
21.01.2020 08:00,-2.7,770.5,770.9,0.1,37,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,1.0,,,,,,30.0,-15.4,No precipitation,12,,,,
21.01.2020 05:00,-7.1,770.4,770.8,,58,Wind blowing from the south-southeast,2,,4,, ,,,-9.6,1.0,,,,,,26.0,-14.0,No precipitation,6,,,,
21.01.2020 02:00,-6.8,771.7,772.1,0.4,65,Wind blowing from the south-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,1.0,,,2500 or more  or no clouds.,,,15.0,-12.3,No precipitation,12,,,,
20.01.2020 23:00,-5.7,771.3,771.7,,57,Wind blowing from the south-southeast,2,,,, ,,,-9.6,1.0,,,,,,17.0,-12.9,No precipitation,6,,,,
20.01.2020 20:00,-5.8,770.8,771.2,,51,Wind blowing from the north,0,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,1.0,,,,,,23.0,-14.3,No precipitation,12,,,,
20.01.2020 17:00,-2.1,769.6,770.0,,41,Wind blowing from the north,2,,10,no clouds, ,,,-9.6,1.0,,,,,,30.0,-13.6,No precipitation,6,,,,
20.01.2020 14:00,0.8,768.7,769.1,-0.1,29,Wind blowing from the north-northwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,0.9,,,,,,30.0,-15.2,No precipitation,12,,,,
20.01.2020 11:00,-0.2,768.8,769.3,,33,Wind blowing from the north-west,5,,10,no clouds, ,,,-9.6,0.6,,,,,,30.0,-14.5,No precipitation,6,,,,
20.01.2020 08:00,-7.3,767.5,767.9,1.9,83,Wind blowing from the north-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,,,,,,,15.0,-9.8,No precipitation,12,,,,
20.01.2020 05:00,-8.8,765.6,766.0,,86,Wind blowing from the north,2,,8,, ,,,-8.8,0.6,,,,,,13.0,-10.7,No precipitation,6,,,,
20.01.2020 02:00,-5.8,764.4,764.8,-0.3,55,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,0.6,,,2500 or more  or no clouds.,,,29.0,-13.6,No precipitation,12,,,,
19.01.2020 23:00,-5.7,764.7,765.1,,62,Wind blowing from the south-east,2,,,, ,,,-7.5,0.6,,,,,,11.0,-12.0,No precipitation,6,,,,
19.01.2020 20:00,-6.6,765.1,765.6,0.9,67,Wind blowing from the south,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,0.6,,,,,,30.0,-11.7,No precipitation,12,,,,
19.01.2020 17:00,-2.7,764.2,764.7,,40,Wind blowing from the south,1,,,40%., ,,,-7.5,0.6,,,1500-2000,,,30.0,-14.7,No precipitation,6,,,,
19.01.2020 14:00,0.4,763.8,764.2,-1.3,32,Wind blowing from the north,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,0.4,,,,,,30.0,-14.4,No precipitation,12,,,,
19.01.2020 11:00,-0.6,765.1,765.6,,38,Wind blowing from the north-northeast,4,,9,50%., ,,,-7.5,-0.1,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,6,,,,
19.01.2020 08:00,-5.1,764.5,765.0,1.8,82,Wind blowing from the north-northeast,3,,9,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-0.1,,,,,,5.0,-7.7,No precipitation,12,,,,
19.01.2020 05:00,-4.7,762.7,763.1,,79,Wind blowing from the north,2,,9,,Mist. ,,,,-0.1,,,,,,5.0,-7.8,No precipitation,6,,,,
19.01.2020 02:00,-1.1,762.1,762.5,-0.4,90,Wind blowing from the south,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.1,,,2500 or more  or no clouds.,,,1.9,-2.5,No precipitation,12,,,,
18.01.2020 23:00,-0.5,762.5,763.0,,91,Wind blowing from the south-southwest,4,,,,Mist. ,,,,-0.1,,,,,,2.5,-1.8,No precipitation,6,,,,
18.01.2020 20:00,-0.2,763.3,763.7,-0.2,82,Wind blowing from the south-southwest,4,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-0.1,,,,,,2.1,-2.9,No precipitation,12,,,,
18.01.2020 17:00,-1.1,763.5,763.9,,63,Wind blowing from the south,3,,5,no clouds, ,,,-12.3,-0.4,,,,,,10.0,-7.4,No precipitation,6,,,,
18.01.2020 14:00,-2.0,765.5,766.0,-1.7,53,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-0.4,,,,,,10.0,-10.5,No precipitation,12,,,,
18.01.2020 11:00,-1.6,767.2,767.7,,36,Wind blowing from the south-east,2,,3,no clouds, ,,,-12.3,-1.3,,,,,,9.0,-14.7,No precipitation,6,,,,
18.01.2020 08:00,-10.8,768.3,768.7,0.2,80,Wind blowing from the south-east,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-1.3,,,,,,4.2,-13.6,No precipitation,12,,,,
18.01.2020 05:00,-10.8,768.1,768.6,,76,Wind blowing from the south-east,1,,3,,Mist. ,,,-12.5,-1.3,,,,,,4.5,-14.2,No precipitation,6,,,,
18.01.2020 02:00,-10.9,769.0,769.5,-0.6,81,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.3,,,2500 or more  or no clouds.,,,3.3,-13.5,No precipitation,12,,,,
17.01.2020 23:00,-9.3,769.6,770.0,,77,Wind blowing from the north-northeast,1,,,,Mist. ,,,-12.5,-1.3,,,,,,4.5,-12.7,No precipitation,6,,,,
17.01.2020 20:00,-6.1,769.4,769.9,0.2,52,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.3,,,,,,8.0,-14.4,No precipitation,12,,,,
17.01.2020 17:00,-3.9,769.2,769.6,,47,Wind blowing from the north-east,2,,5,no clouds, ,,,-12.5,-1.3,,,,,,20.0,-13.6,No precipitation,6,,,,
17.01.2020 14:00,-1.5,769.5,769.9,-1.8,37,Wind blowing from the north-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.5,,,,,,17.0,-14.3,No precipitation,12,,,,
17.01.2020 11:00,-4.5,771.3,771.7,,49,Wind blowing from the east-northeast,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-3.8,,,,,,6.0,-13.6,No precipitation,6,,,,
17.01.2020 08:00,-11.8,771.4,771.9,0.2,83,Wind blowing from the east-northeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-3.8,,,,,,5.0,-14.2,No precipitation,12,,,,
17.01.2020 05:00,-11.0,771.2,771.7,,74,Wind blowing from the north-northeast,2,,4,,Mist. ,,,-11.1,-3.8,,,,,,5.0,-14.7,No precipitation,6,,,,
17.01.2020 02:00,-8.9,772.3,772.7,-0.5,56,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-3.8,,,2500 or more  or no clouds.,,,11.0,-16.1,No precipitation,12,,,,
16.01.2020 23:00,-9.6,772.8,773.2,,59,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,11.0,-16.1,,,,,,
16.01.2020 20:00,-9.2,772.8,773.2,-0.2,62,Wind blowing from the north-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-3.8,,,,,,14.0,-15.3,No precipitation,12,,,,
16.01.2020 17:00,-6.2,773.0,773.5,,44,Wind blowing from the east-northeast,2,,,no clouds, ,,,,,,,,,,21.0,-16.7,,,,,,
16.01.2020 14:00,-4.1,773.0,773.5,-1.4,37,Wind blowing from the east-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-2.1,,,,,,30.0,-16.6,No precipitation,12,,,,
16.01.2020 11:00,-5.6,774.4,774.9,,43,Wind blowing from the east-northeast,4,,8,no clouds, ,,,-11.8,-1.5,,,,,,26.0,-16.2,No precipitation,6,,,,
16.01.2020 08:00,-9.5,774.4,774.8,0.9,59,Wind blowing from the east-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,,,,,,,11.0,-16.2,No precipitation,12,,,,
16.01.2020 05:00,-9.2,773.5,773.9,,81,Wind blowing from the east-northeast,4,,6,,Mist. ,,,-13.9,-1.5,,,,,,4.7,-11.9,No precipitation,6,,,,
16.01.2020 02:00,-10.8,773.3,773.8,0.2,90,Wind blowing from the north-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-1.5,,,2500 or more  or no clouds.,,,4.0,-12.1,No precipitation,12,,,,
15.01.2020 23:00,-9.6,773.1,773.5,,86,Wind blowing from the north-east,1,,,,Mist. ,,,-13.9,-1.5,,,,,,3.9,-11.5,No precipitation,6,,,,
15.01.2020 20:00,-8.3,772.4,772.9,0.3,80,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-1.5,,,,,,10.0,-11.1,No precipitation,12,,,,
15.01.2020 17:00,-4.6,772.1,772.6,,58,Wind blowing from the south,0,,4,no clouds, ,,,-13.9,-1.5,,,,,,22.0,-11.8,No precipitation,6,,,,
15.01.2020 14:00,-2.6,771.7,772.2,-1.2,50,Wind blowing from the west,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-1.5,,,,,,18.0,-11.8,No precipitation,12,,,,
15.01.2020 11:00,-4.5,772.9,773.4,,41,Wind blowing from the south-southeast,2,,3,no clouds, ,,,-13.9,-4.5,,,,,,15.0,-15.8,No precipitation,6,,,,
15.01.2020 08:00,-11.8,773.1,773.5,0.2,77,Wind blowing from the south-east,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-5.6,,,,,,4.4,-15.0,No precipitation,12,,,,
15.01.2020 05:00,-13.4,772.9,773.3,,81,Wind blowing from the east-southeast,1,,5,,Mist. ,,,-14.4,-5.6,,,,,,5.0,-16.0,No precipitation,6,,,,
15.01.2020 02:00,-12.9,773.4,773.8,0.2,81,Wind blowing from the north-northeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.6,,,2500 or more  or no clouds.,,,6.0,-15.5,No precipitation,12,,,,
14.01.2020 23:00,-11.0,773.2,773.6,,63,Wind blowing from the east-northeast,1,,,, ,,,-14.4,-5.6,,,,,,10.0,-16.8,No precipitation,6,,,,
14.01.2020 20:00,-9.9,772.9,773.4,0.3,60,Wind blowing from the north-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.6,,,,,,15.0,-16.2,No precipitation,12,,,,
14.01.2020 17:00,-7.8,772.6,773.1,,46,Wind blowing from the north-east,2,,7,no clouds, ,,,-14.4,-5.6,,,,,,30.0,-17.4,No precipitation,6,,,,
14.01.2020 14:00,-6.0,772.2,772.6,-1.2,43,Wind blowing from the north-northeast,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-2.7,,,,,,30.0,-16.6,No precipitation,12,,,,
14.01.2020 11:00,-8.7,773.4,773.8,,51,Wind blowing from the north-northeast,4,,6,no clouds, ,,,-14.4,-2.6,,,,,,26.0,-17.2,No precipitation,6,,,,
14.01.2020 08:00,-13.7,773.3,773.8,1.0,72,Wind blowing from the north-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-2.6,,,,,,9.0,-17.7,No precipitation,12,,,,
14.01.2020 05:00,-13.2,772.3,772.7,,70,Wind blowing from the north-east,3,,9,, ,,,-13.2,-2.6,,,,,,12.0,-17.5,No precipitation,6,,,,
14.01.2020 02:00,-12.4,772.1,772.6,0.6,67,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-2.6,,,2500 or more  or no clouds.,,,18.0,-17.3,No precipitation,12,,,,
13.01.2020 23:00,-10.4,771.5,772.0,,56,Wind blowing from the north-east,3,,,, ,,,-12.3,-2.6,,,,,,24.0,-17.5,No precipitation,6,,,,
13.01.2020 20:00,-8.7,770.8,771.3,1.5,51,Wind blowing from the north-east,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-2.6,,,,,,22.0,-17.0,No precipitation,12,,,,
13.01.2020 17:00,-5.5,769.3,769.7,,39,Wind blowing from the east-northeast,5,,7,no clouds, ,,,-12.3,-2.6,,,,,,30.0,-17.3,No precipitation,6,,,,
13.01.2020 14:00,-2.8,768.3,768.7,-0.7,33,Wind blowing from the north-east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-2.6,,,,,,30.0,-16.8,No precipitation,12,,,,
13.01.2020 11:00,-3.8,769.0,769.5,,39,Wind blowing from the north-northeast,2,,4,no clouds, ,,,-12.3,-3.8,,,,,,30.0,-16.0,No precipitation,6,,,,
13.01.2020 08:00,-10.7,768.3,768.7,0.9,81,Wind blowing from the south-east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,,,,,,,9.0,-13.3,No precipitation,12,,,,
13.01.2020 05:00,-10.9,767.4,767.8,,76,Wind blowing from the south-southeast,3,,3,, ,,,-11.3,-5.4,,,,,,12.0,-14.3,No precipitation,6,,,,
13.01.2020 02:00,-11.0,767.2,767.7,-0.6,73,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-5.4,,,2500 or more  or no clouds.,,,20.0,-14.9,No precipitation,12,,,,
12.01.2020 23:00,-10.6,767.8,768.2,,63,Wind blowing from the south-southeast,2,,,, ,,,-11.3,-5.4,,,,,,17.0,-16.3,No precipitation,6,,,,
12.01.2020 20:00,-9.5,767.8,768.3,0.4,54,Wind blowing from the east-southeast,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-5.4,,,,,,27.0,-17.1,No precipitation,12,,,,
12.01.2020 17:00,-8.0,767.4,767.8,,48,Wind blowing from the north-east,2,,10,no clouds, ,,,-11.2,-5.4,,,,,,30.0,-17.3,No precipitation,6,,,,
12.01.2020 14:00,-5.7,767.3,767.8,-1.7,43,Wind blowing from the north,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-4.1,,,,,,30.0,-16.3,No precipitation,12,,,,
12.01.2020 11:00,-7.8,769.0,769.5,,50,Wind blowing from the north,5,,,60%., ,,,,,,,1500-2000,,,30.0,-16.4,,,,,,
12.01.2020 08:00,-10.6,769.0,769.5,0.4,64,Wind blowing from the north-east,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-3.8,,,1500-2000,,,19.0,-16.1,No precipitation,12,,,,
12.01.2020 05:00,-11.1,768.6,769.0,,77,Calm  no wind,0,,,, ,,,-11.2,-3.8,,,,,,11.0,-14.3,No precipitation,6,,,,
12.01.2020 02:00,-10.2,768.9,769.3,-0.2,69,Wind blowing from the north-east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-3.8,,,2500 or more  or no clouds.,,,15.0,-14.8,No precipitation,12,,,,
11.01.2020 23:00,-8.7,769.1,769.6,,62,Wind blowing from the north-east,3,,,, ,,,-9.4,-3.8,,,,,,21.0,-14.7,No precipitation,6,,,,
11.01.2020 20:00,-7.2,769.6,770.0,0.3,61,Wind blowing from the north-east,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-3.8,,,2500 or more  or no clouds.,,,24.0,-13.6,No precipitation,12,,,,
