Local time in Hailun,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 02:00,-19.3,752.7,775.0,1.9,55,Wind blowing from the west-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-12.2,,,2500 or more  or no clouds.,,,30.0,-26.1,No precipitation,12,,,,
23.01.2020 23:00,-17.5,750.8,773.1,,53,Wind blowing from the west-northwest,3,,,, ,,,-22.7,-12.2,,,,,,30.0,-24.8,No precipitation,6,,,,
23.01.2020 20:00,-16.2,749.3,771.7,2.0,55,Wind blowing from the west-northwest,4,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-12.2,,,2500 or more  or no clouds.,,,18.0,-23.2,No precipitation,12,,,,
23.01.2020 17:00,-13.6,747.3,769.5,,56,Wind blowing from the west,4,,9,60%., ,,,-22.7,-12.2,,,2500 or more  or no clouds.,,,25.0,-20.5,No precipitation,6,,,,
23.01.2020 14:00,-12.2,745.1,767.2,0.1,62,Wind blowing from the west,5,,9,60%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-12.2,,,2500 or more  or no clouds.,,,5.0,-18.0,No precipitation,12,,,,
23.01.2020 11:00,-15.6,745.0,767.3,,71,Wind blowing from the west-southwest,3,,4,60%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-14.9,,,2500 or more  or no clouds.,,,2.7,-19.7,No precipitation,6,,,,
23.01.2020 08:00,-18.0,745.3,767.7,0.3,80,Wind blowing from the south,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-14.9,,,2500 or more  or no clouds.,,,2.4,-20.6,No precipitation,12,,,,
23.01.2020 05:00,-18.8,745.0,767.4,,82,Wind blowing from the east-southeast,2,,3,,Mist. ,,,-23.1,-14.9,,,,,,1.9,-21.2,No precipitation,6,,,,
23.01.2020 02:00,-20.0,747.1,769.3,,82,Wind blowing from the south-southeast,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-14.9,,,2500 or more  or no clouds.,,,1.6,-22.3,No precipitation,12,,,,
22.01.2020 23:00,-22.6,747.5,770.0,,81,Wind blowing from the south-east,1,,,,Mist. ,,,-23.1,-14.9,,,,,,1.7,-25.0,No precipitation,6,,,,
22.01.2020 20:00,-21.9,748.7,771.4,0.7,82,Wind blowing from the south,1,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-12.4,,,2500 or more  or no clouds.,,,1.1,-24.1,No precipitation,12,,,,
22.01.2020 17:00,-20.1,748.0,770.6,,74,Wind blowing from the south-southeast,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-10.0,,,2500 or more  or no clouds.,,,1.9,-23.5,No precipitation,6,,,,
22.01.2020 14:00,-15.1,747.1,769.3,,63,Wind blowing from the south-southwest,1,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-10.0,,,2500 or more  or no clouds.,,,3.0,-20.7,No precipitation,12,,,,
22.01.2020 11:00,-17.4,747.5,769.7,,75,Wind blowing from the west,3,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-10.0,,,2500 or more  or no clouds.,,,2.3,-20.8,No precipitation,6,,,,
22.01.2020 08:00,-21.8,746.8,769.1,1.4,81,Wind blowing from the west,2,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-10.0,,,2500 or more  or no clouds.,,,1.4,-24.2,No precipitation,12,,,,
22.01.2020 05:00,-21.1,745.4,767.5,,83,Wind blowing from the west-northwest,2,,6,,Mist. ,,,-23.4,-10.0,,,,,,2.1,-23.2,No precipitation,6,,,,
22.01.2020 02:00,-19.5,744.9,766.9,,84,Wind blowing from the west,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-10.0,,,2500 or more  or no clouds.,,,2.4,-21.5,No precipitation,12,,,,
21.01.2020 23:00,-15.5,742.7,764.7,,84,Wind blowing from the west-northwest,4,,9,,Mist. ,,,-25.3,-10.0,,,,,,3.9,-17.6,No precipitation,6,,,,
21.01.2020 20:00,-13.7,742.1,764.2,0.1,75,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-10.0,,,2500 or more  or no clouds.,,,6.0,-17.2,Trace of precipitation,12,,,,
21.01.2020 17:00,-10.2,742.0,764.0,,75,Wind blowing from the south-southeast,4,,9,70 – 80%., ,,,-25.3,-10.2,,,2500 or more  or no clouds.,,,8.0,-13.9,No precipitation,6,,,,
21.01.2020 14:00,-12.3,742.7,765.0,,85,Wind blowing from the south-southeast,6,,9,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-25.3,-12.3,,,2500 or more  or no clouds.,,,5.0,-14.4,Trace of precipitation,12,,,,
21.01.2020 11:00,-15.6,745.3,767.8,,84,Wind blowing from the south-southeast,5,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-25.3,-15.4,,,,,,2.5,-17.7,Trace of precipitation,6,,,,
21.01.2020 08:00,-18.9,746.5,769.1,-0.3,82,Wind blowing from the south-southeast,3,,6,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-15.4,,,2500 or more  or no clouds.,,,0.5,-21.2,No precipitation,12,,,,
21.01.2020 05:00,-23.4,746.8,769.4,,81,Wind blowing from the south-southeast,4,,5,,Intermittent fall of snowflakes  heavy at time of observation. ,,,-25.3,-15.4,,,,,,0.1,-25.7,No precipitation,6,,,,
21.01.2020 02:00,-24.9,746.8,769.4,0.3,78,Wind blowing from the south-southeast,3,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-15.4,,,2500 or more  or no clouds.,,,0.5,-27.6,No precipitation,12,,,,
20.01.2020 23:00,-24.0,746.5,769.1,,79,Wind blowing from the south-southeast,2,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-24.9,-15.4,,,,,,0.3,-26.6,No precipitation,6,,,,
20.01.2020 20:00,-23.2,745.8,768.6,,79,Wind blowing from the south-southeast,2,,2,60%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-15.4,,,2500 or more  or no clouds.,,,0.4,-25.8,No precipitation,12,,,,
20.01.2020 17:00,-20.1,744.8,767.5,,81,Wind blowing from the south,1,,2,50%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-15.2,,,2500 or more  or no clouds.,,,0.5,-22.5,No precipitation,6,,,,
20.01.2020 14:00,-16.1,743.5,766.0,0.0,82,Wind blowing from the south-west,1,,2,40%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-12.5,,,2500 or more  or no clouds.,,,0.9,-18.5,No precipitation,12,,,,
20.01.2020 11:00,-18.6,743.5,765.9,,82,Wind blowing from the north-northwest,1,,2,90  or more  but not 100%,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-12.5,,,,,,0.6,-21.0,No precipitation,6,,,,
20.01.2020 08:00,-23.8,742.9,765.3,0.9,79,Wind blowing from the south,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-12.5,,,2500 or more  or no clouds.,,,0.7,-26.4,No precipitation,12,,,,
20.01.2020 05:00,-24.2,742.0,764.3,,82,Wind blowing from the south-east,0,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-24.9,-12.5,,,,,,less than 0.1,-26.4,No precipitation,6,,,,
20.01.2020 02:00,-23.8,741.9,764.1,0.3,80,Wind blowing from the north,0,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-12.5,,,2500 or more  or no clouds.,,,0.8,-26.3,No precipitation,12,,,,
19.01.2020 23:00,-21.3,741.6,763.8,,82,Wind blowing from the west-northwest,1,,,,Mist. ,,,-21.7,-12.5,,,,,,0.7,-23.6,No precipitation,6,,,,
19.01.2020 20:00,-16.9,741.7,763.9,0.4,83,Wind blowing from the north,1,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-12.5,,,2500 or more  or no clouds.,,,1.2,-19.1,No precipitation,12,,,,
19.01.2020 17:00,-15.2,741.3,763.3,,83,Wind blowing from the west-northwest,1,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-12.5,,,2500 or more  or no clouds.,,,1.1,-17.4,No precipitation,6,,,,
19.01.2020 14:00,-12.8,740.7,762.6,-0.6,84,Wind blowing from the north,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-12.8,,,2500 or more  or no clouds.,,,4.2,-14.9,No precipitation,12,,,,
19.01.2020 11:00,-15.1,741.3,763.3,,84,Wind blowing from the north-northwest,2,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-14.7,,,2500 or more  or no clouds.,,,1.4,-17.2,No precipitation,6,,,,
19.01.2020 08:00,-20.4,741.5,763.8,0.4,81,Wind blowing from the north-northeast,0,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.7,-16.0,,,2500 or more  or no clouds.,,,1.2,-22.8,No precipitation,12,,,,
19.01.2020 05:00,-18.4,741.1,763.3,,82,Wind blowing from the north-northeast,1,,3,,Mist. ,,,,-16.0,,,,,,1.2,-20.7,No precipitation,6,,,,
19.01.2020 02:00,-18.1,741.9,764.1,-0.7,83,Wind blowing from the east-southeast,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-16.0,,,2500 or more  or no clouds.,,,2.1,-20.3,No precipitation,12,,,,
18.01.2020 23:00,-16.0,742.6,764.8,,84,Wind blowing from the east-southeast,2,,,,Mist. ,,,-27.1,-16.0,,,,,,1.2,-18.1,No precipitation,6,,,,
18.01.2020 20:00,-18.4,743.5,766.0,-0.3,82,Wind blowing from the east-southeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-17.1,,,2500 or more  or no clouds.,,,0.7,-20.7,Trace of precipitation,12,,,,
18.01.2020 17:00,-18.0,743.8,766.3,,83,Wind blowing from the east-southeast,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-18.0,,,2500 or more  or no clouds.,,,0.8,-20.2,No precipitation,6,,,,
18.01.2020 14:00,-18.2,744.4,766.9,-1.2,82,Wind blowing from the south-southeast,3,,4,70 – 80%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-18.2,,,2500 or more  or no clouds.,,,1.0,-20.5,Trace of precipitation,12,,,,
18.01.2020 11:00,-21.0,745.6,768.4,,80,Wind blowing from the south-east,2,,,40%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-19.0,,,2500 or more  or no clouds.,,,0.9,-23.5,No precipitation,6,,,,
18.01.2020 08:00,-24.6,746.2,769.2,-0.1,78,Wind blowing from the south-southeast,2,,3,40%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,,,,2500 or more  or no clouds.,,,0.7,-27.3,Trace of precipitation,12,,,,
18.01.2020 05:00,-25.1,746.3,769.1,,78,Wind blowing from the south-southeast,1,,2,,Haze. ,,,-27.9,-19.0,,,,,,less than 0.1,-27.8,No precipitation,6,,,,
18.01.2020 02:00,-25.5,747.2,769.9,-0.2,77,Wind blowing from the south-southeast,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-19.0,,,2500 or more  or no clouds.,,,0.3,-28.3,No precipitation,12,,,,
17.01.2020 23:00,-26.7,747.4,770.3,,76,Wind blowing from the south-southeast,1,,,,Haze. ,,,-27.9,-19.0,,,,,,less than 0.1,-29.7,No precipitation,6,,,,
17.01.2020 20:00,-25.7,747.9,771.0,-0.2,77,Wind blowing from the east-southeast,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-19.0,,,2500 or more  or no clouds.,,,0.6,-28.5,No precipitation,12,,,,
17.01.2020 17:00,-21.8,748.1,771.1,,79,Wind blowing from the south-southeast,1,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-19.0,,,2500 or more  or no clouds.,,,0.6,-24.5,No precipitation,6,,,,
17.01.2020 14:00,-19.0,748.2,771.0,-1.0,81,Wind blowing from the south-southeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-19.0,,,2500 or more  or no clouds.,,,0.9,-21.4,No precipitation,12,,,,
17.01.2020 11:00,-22.2,749.2,772.2,,80,Wind blowing from the south-east,3,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-21.1,,,2500 or more  or no clouds.,,,0.8,-24.8,No precipitation,6,,,,
17.01.2020 08:00,-26.7,749.7,772.9,0.2,76,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,,,,2500 or more  or no clouds.,,,0.7,-29.7,No precipitation,12,,,,
17.01.2020 05:00,-27.0,749.5,772.6,,76,Wind blowing from the south-east,3,,5,,Haze. ,,,-27.9,-21.1,,,,,,0.5,-29.9,No precipitation,6,,,,
17.01.2020 02:00,-26.6,750.2,773.2,0.0,76,Wind blowing from the south-southeast,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-21.1,,,2500 or more  or no clouds.,,,0.4,-29.6,No precipitation,12,,,,
16.01.2020 23:00,-27.1,750.2,773.3,,76,Wind blowing from the south-southeast,2,,3,,Haze. ,,,-27.6,-21.1,,,,,,0.4,-30.0,No precipitation,6,,,,
16.01.2020 20:00,-26.7,750.2,773.5,0.2,76,Wind blowing from the south-southeast,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-21.1,,,2500 or more  or no clouds.,,,0.4,-29.7,Trace of precipitation,12,,,,
16.01.2020 17:00,-24.6,750.0,773.1,,77,Wind blowing from the south-southeast,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-21.1,,,2500 or more  or no clouds.,,,0.4,-27.5,Trace of precipitation,6,,,,
16.01.2020 14:00,-21.4,749.5,772.4,-0.3,80,Wind blowing from the south,2,,2,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-18.7,,,2500 or more  or no clouds.,,,0.5,-23.9,Trace of precipitation,12,,,,
16.01.2020 11:00,-23.3,749.8,772.6,,79,Wind blowing from the north-northwest,1,,2,100%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-18.6,,,2500 or more  or no clouds.,,,0.5,-25.9,No precipitation,6,,,,
16.01.2020 08:00,-27.1,749.5,772.5,0.6,76,Wind blowing from the north,0,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-18.6,,,2500 or more  or no clouds.,,,0.4,-30.0,No precipitation,12,,,,
16.01.2020 05:00,-26.0,748.9,771.8,,77,Wind blowing from the west-northwest,1,,3,,Haze. ,,,-27.5,-18.6,,,,,,less than 0.1,-28.8,No precipitation,6,,,,
16.01.2020 02:00,-26.4,748.9,771.7,-0.6,76,Wind blowing from the east,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-18.6,,,2500 or more  or no clouds.,,,0.5,-29.4,No precipitation,12,,,,
15.01.2020 23:00,-23.3,749.5,772.3,,79,Wind blowing from the south-southeast,1,,3,,Haze. ,,,-26.1,-18.6,,,,,,0.7,-25.9,No precipitation,6,,,,
15.01.2020 20:00,-23.1,750.1,773.0,0.1,79,Wind blowing from the east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-18.6,,,2500 or more  or no clouds.,,,0.8,-25.7,Trace of precipitation,12,,,,
15.01.2020 17:00,-21.2,750.0,772.9,,80,Wind blowing from the south-east,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-18.6,,,2500 or more  or no clouds.,,,1.0,-23.7,No precipitation,6,,,,
15.01.2020 14:00,-18.7,750.1,772.9,-0.9,82,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-18.6,,,2500 or more  or no clouds.,,,1.0,-21.1,Trace of precipitation,12,,,,
15.01.2020 11:00,-21.0,751.0,773.8,,80,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-19.9,,,,,,0.6,-23.5,Trace of precipitation,6,,,,
15.01.2020 08:00,-23.9,751.2,774.2,0.2,79,Wind blowing from the south-southeast,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,,,,2500 or more  or no clouds.,,,0.3,-26.5,Trace of precipitation,12,,,,
15.01.2020 05:00,-24.9,751.0,773.9,,79,Wind blowing from the south-east,2,,4,,Snow not falling as shower(s). ,,,-28.1,-19.9,,,,,,0.5,-27.5,No precipitation,6,,,,
15.01.2020 02:00,-25.1,751.7,774.6,0.3,77,Wind blowing from the south-southeast,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,-19.9,,,2500 or more  or no clouds.,,,0.5,-28.0,No precipitation,12,,,,
14.01.2020 23:00,-24.8,751.4,774.4,,78,Wind blowing from the south-southeast,3,,4,,Haze. ,,,-28.1,-19.9,,,,,,0.6,-27.5,No precipitation,6,,,,
14.01.2020 20:00,-24.2,751.6,774.7,0.6,78,Wind blowing from the south-southeast,2,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,-19.9,,,2500 or more  or no clouds.,,,0.6,-26.9,Trace of precipitation,12,,,,
14.01.2020 17:00,-22.3,751.0,774.1,,80,Wind blowing from the south-southeast,2,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,-19.9,,,2500 or more  or no clouds.,,,0.7,-24.8,No precipitation,6,,,,
14.01.2020 14:00,-19.9,750.7,773.6,-0.3,80,Wind blowing from the south-southeast,3,,4,20–30%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,-16.4,,,2500 or more  or no clouds.,,,0.9,-22.5,Trace of precipitation,12,,,,
14.01.2020 11:00,-22.3,751.0,773.9,,80,Wind blowing from the south-east,2,,3,70 – 80%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,-16.3,,,2500 or more  or no clouds.,,,0.7,-24.8,Trace of precipitation,6,,,,
14.01.2020 08:00,-26.6,751.0,774.1,0.9,78,Wind blowing from the south-east,2,,2,70 – 80%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,,,,2500 or more  or no clouds.,,,0.3,-29.3,Trace of precipitation,12,,,,
14.01.2020 05:00,-28.0,750.1,773.1,,78,Wind blowing from the south-east,1,,2,,Haze. ,,,-28.1,-16.3,,,,,,less than 0.1,-30.6,No precipitation,6,,,,
14.01.2020 02:00,-27.1,749.6,772.3,0.6,77,Wind blowing from the east-northeast,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-16.3,,,2500 or more  or no clouds.,,,0.8,-29.9,No precipitation,12,,,,
13.01.2020 23:00,-24.4,749.0,771.7,,80,Wind blowing from the south-southeast,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-25.2,-16.3,,,,,,less than 0.1,-26.9,No precipitation,6,,,,
13.01.2020 20:00,-25.2,748.3,771.1,1.1,78,Wind blowing from the south-east,1,,3,20–30%.,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-16.3,,,2500 or more  or no clouds.,,,0.6,-27.9,No precipitation,12,,,,
13.01.2020 17:00,-21.1,747.2,769.8,,81,Wind blowing from the west-northwest,1,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-16.3,,,2500 or more  or no clouds.,,,1.0,-23.5,No precipitation,6,,,,
13.01.2020 14:00,-16.4,745.9,768.4,0.5,82,Wind blowing from the south-southeast,1,,3,60%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-16.3,,,2500 or more  or no clouds.,,,1.3,-18.8,Trace of precipitation,12,,,,
13.01.2020 11:00,-18.5,745.4,767.9,,81,Wind blowing from the north-west,1,,2,70 – 80%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-18.3,,,2500 or more  or no clouds.,,,0.7,-21.0,Trace of precipitation,6,,,,
13.01.2020 08:00,-22.7,744.9,767.5,1.3,79,Wind blowing from the east,1,,2,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-20.5,,,2500 or more  or no clouds.,,,0.6,-25.3,No precipitation,12,,,,
13.01.2020 05:00,-20.8,743.6,766.2,,80,Wind blowing from the east,1,,3,,Intermittent fall of snowflakes  moderate at time of observation. ,,,-27.3,-20.5,,,,,,0.7,-23.3,No precipitation,6,,,,
13.01.2020 02:00,-23.3,743.0,765.6,0.1,79,Wind blowing from the south-southeast,2,,4,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-21.3,,,2500 or more  or no clouds.,,,0.6,-25.9,No precipitation,12,,,,
12.01.2020 23:00,-22.1,742.9,765.6,,80,Wind blowing from the south-east,1,,4,,Haze. ,,,-27.6,-21.3,,,,,,0.8,-24.6,No precipitation,6,,,,
12.01.2020 20:00,-21.8,742.9,765.7,0.1,80,Wind blowing from the south,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-20.2,,,2500 or more  or no clouds.,,,0.6,-24.3,Trace of precipitation,12,,,,
12.01.2020 17:00,-23.6,742.8,765.6,,78,Wind blowing from the south-southeast,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-15.9,,,2500 or more  or no clouds.,,,0.7,-26.4,No precipitation,6,,,,
12.01.2020 14:00,-21.5,742.9,765.7,-1.3,80,Wind blowing from the south-southeast,2,,4,70 – 80%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-13.8,,,2500 or more  or no clouds.,,,0.8,-24.0,Trace of precipitation,12,,,,
12.01.2020 11:00,-23.6,744.2,766.9,,79,Wind blowing from the south-east,2,,4,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,,,,2500 or more  or no clouds.,,,0.6,-26.2,Trace of precipitation,6,,,,
12.01.2020 08:00,-25.7,745.1,767.8,0.0,79,Wind blowing from the south-southeast,3,,4,100%.,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-13.8,,,2500 or more  or no clouds.,,,0.6,-28.3,No precipitation,12,,,,
12.01.2020 05:00,-26.4,745.1,767.7,,80,Wind blowing from the south-east,2,,4,,Snow not falling as shower(s). ,,,-27.6,-13.8,,,,,,0.6,-28.8,No precipitation,6,,,,
