Local time in Chengde (weather station 54423),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.01.2020 11:00,-4.9,737.1,778.0,,53,Wind blowing from the east-southeast,1,,2,no clouds, ,,,-13.0,3.0,,,,,,11.0,-13.2,No precipitation,6,,,,
26.01.2020 08:00,-12.6,737.2,778.4,0.6,84,Wind blowing from the south-west,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,3.0,,,,,,5.0,-14.7,No precipitation,12,,,,
26.01.2020 05:00,-11.7,736.6,777.3,,83,Wind blowing from the east-northeast,1,,2,,Mist. ,,,-13.0,3.0,,,,,,5.0,-14.1,No precipitation,6,,,,
26.01.2020 02:00,-10.1,736.6,777.2,,80,Wind blowing from the north-northeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,3.0,,,2500 or more  or no clouds.,,,4.2,-12.9,No precipitation,12,,,,
25.01.2020 23:00,-7.5,736.5,777.5,,72,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-13.0,3.0,,,,,,4.1,-11.7,No precipitation,6,,,,
25.01.2020 20:00,-4.3,735.4,776.6,,59,Wind blowing from the south,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,3.0,,,,,,4.8,-11.1,No precipitation,12,,,,
25.01.2020 17:00,1.6,734.2,774.7,,36,Wind blowing from the west-southwest,1,,3,no clouds, ,,,-13.0,3.0,,,,,,7.0,-11.9,No precipitation,6,,,,
25.01.2020 14:00,0.4,735.0,775.6,-1.9,36,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.0,,,,,,6.0,-12.9,No precipitation,12,,,,
25.01.2020 11:00,-6.4,736.9,778.0,,55,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.0,,,,,,3.9,-14.0,No precipitation,6,,,,
25.01.2020 08:00,-12.9,736.6,778.0,0.0,81,Wind blowing from the north,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.0,,,,,,2.5,-15.5,No precipitation,12,,,,
25.01.2020 05:00,-12.0,736.6,777.5,,78,Wind blowing from the north,1,,3,,Mist. ,,,-12.7,1.0,,,,,,2.8,-15.1,No precipitation,6,,,,
25.01.2020 02:00,-10.6,737.1,777.8,-0.1,73,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,1.0,,,2500 or more  or no clouds.,,,3.5,-14.5,No precipitation,12,,,,
24.01.2020 23:00,-8.4,737.2,778.3,,68,Wind blowing from the east,1,,3,, ,,,-12.7,1.0,,,,,,7.0,-13.4,No precipitation,6,,,,
24.01.2020 20:00,-4.9,736.9,778.3,0.3,57,Wind blowing from the east-southeast,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,1.0,,,2500 or more  or no clouds.,,,8.0,-12.1,No precipitation,12,,,,
24.01.2020 17:00,-1.2,736.6,777.4,,39,Wind blowing from the south-southeast,2,,3,no clouds, ,,,-12.7,2.4,,,,,,11.0,-13.4,No precipitation,6,,,,
24.01.2020 14:00,0.7,737.6,778.3,-2.4,32,Wind blowing from the east-southeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,5.4,,,,,,12.0,-14.1,No precipitation,12,,,,
24.01.2020 11:00,-6.3,740.0,781.0,,42,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,18.0,-17.1,,,,,,
24.01.2020 08:00,-12.5,740.0,781.3,0.7,64,Wind blowing from the north-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,5.4,,,,,,14.0,-17.9,No precipitation,12,,,,
24.01.2020 05:00,-11.6,739.3,780.1,,62,Wind blowing from the east-northeast,1,,,, ,,,-12.2,5.4,,,,,,13.0,-17.4,No precipitation,6,,,,
24.01.2020 02:00,-9.2,738.4,778.7,1.4,61,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,5.4,,,2500 or more  or no clouds.,,,9.0,-15.5,No precipitation,12,,,,
23.01.2020 23:00,-5.8,737.0,777.7,,55,Wind blowing from the south-southeast,1,,6,, ,,,-12.2,5.4,,,,,,11.0,-13.4,No precipitation,6,,,,
23.01.2020 20:00,-2.5,735.7,776.6,1.8,43,Wind blowing from the south-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,5.4,,,,,,11.0,-13.4,No precipitation,12,,,,
23.01.2020 17:00,2.3,733.9,774.4,,22,Wind blowing from the north-west,3,,6,no clouds, ,,,-12.2,5.4,,,,,,30.0,-17.2,No precipitation,6,,,,
23.01.2020 14:00,4.6,732.6,772.6,-1.1,25,Wind blowing from the north-northwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,4.7,,,,,,12.0,-13.7,No precipitation,12,,,,
23.01.2020 11:00,-3.7,733.7,774.3,,54,Wind blowing from the north-east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,2.7,,,,,,5.0,-11.7,No precipitation,6,,,,
23.01.2020 08:00,-11.9,732.7,773.7,2.1,83,Wind blowing from the north,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,2.7,,,,,,4.6,-14.2,No precipitation,12,,,,
23.01.2020 05:00,-10.9,730.6,771.0,,81,Wind blowing from the east,0,,3,,Mist. ,,,-12.6,2.7,,,,,,4.8,-13.5,No precipitation,6,,,,
23.01.2020 02:00,-9.3,730.2,770.4,1.0,78,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,2.7,,,2500 or more  or no clouds.,,,4.5,-12.4,No precipitation,12,,,,
22.01.2020 23:00,-6.8,729.2,769.7,,71,Wind blowing from the north-west,1,,3,,Mist. ,,,-12.6,2.7,,,,,,5.0,-11.3,No precipitation,6,,,,
22.01.2020 20:00,-4.1,728.5,769.2,0.9,60,Wind blowing from the east-southeast,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,2.7,,,,,,5.0,-10.7,No precipitation,12,,,,
22.01.2020 17:00,1.3,727.6,767.8,,36,Wind blowing from the west-southwest,1,,3,no clouds, ,,,-12.6,2.7,,,,,,7.0,-12.1,No precipitation,6,,,,
22.01.2020 14:00,1.5,728.0,768.1,-1.7,36,Wind blowing from the east-southeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,2.2,,,,,,10.0,-12.0,No precipitation,12,,,,
22.01.2020 11:00,-5.9,729.7,770.3,,54,Wind blowing from the east,1,,2,no clouds, ,,,-12.6,2.2,,,,,,9.0,-13.7,No precipitation,6,,,,
22.01.2020 08:00,-12.6,729.6,770.4,0.8,79,Wind blowing from the north,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,2.2,,,,,,6.0,-15.5,No precipitation,12,,,,
22.01.2020 05:00,-11.8,728.8,769.3,,78,Wind blowing from the north,1,,2,, ,,,-14.6,2.2,,,,,,7.0,-14.9,No precipitation,6,,,,
22.01.2020 02:00,-10.1,729.4,769.6,0.0,75,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,2.2,,,2500 or more  or no clouds.,,,6.0,-13.8,No precipitation,12,,,,
21.01.2020 23:00,-7.7,729.4,770.2,,67,Wind blowing from the east,0,,3,,Mist. ,,,-14.6,2.2,,,,,,6.0,-12.8,No precipitation,6,,,,
21.01.2020 20:00,-4.0,729.1,770.0,1.2,52,Wind blowing from the south-east,0,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,2.2,,,2500 or more  or no clouds.,,,6.0,-12.6,No precipitation,12,,,,
21.01.2020 17:00,0.0,727.9,768.4,,34,Wind blowing from the south-southwest,2,,3,60%., ,,,-14.6,2.2,,,2500 or more  or no clouds.,,,16.0,-14.0,No precipitation,6,,,,
21.01.2020 14:00,0.9,728.6,768.9,-2.2,28,Wind blowing from the east-southeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,1.1,,,2500 or more  or no clouds.,,,20.0,-15.6,No precipitation,12,,,,
21.01.2020 11:00,-7.5,730.8,771.7,,47,Wind blowing from the north-northeast,1,,3,no clouds, ,,,-14.6,1.1,,,,,,16.0,-17.1,No precipitation,6,,,,
21.01.2020 08:00,-14.4,731.0,772.3,0.1,70,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,1.1,,,,,,13.0,-18.8,No precipitation,12,,,,
21.01.2020 05:00,-13.6,730.9,771.6,,66,Wind blowing from the north,1,,3,, ,,,-13.6,1.1,,,,,,17.0,-18.6,No precipitation,6,,,,
21.01.2020 02:00,-11.7,731.4,772.0,-0.1,60,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.1,,,2500 or more  or no clouds.,,,12.0,-17.9,No precipitation,12,,,,
20.01.2020 23:00,-9.6,731.5,772.1,,58,Wind blowing from the north-east,1,,8,, ,,,-11.9,1.1,,,,,,8.0,-16.5,No precipitation,6,,,,
20.01.2020 20:00,-6.3,731.2,772.2,,45,Wind blowing from the east-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.1,,,,,,7.0,-16.3,No precipitation,12,,,,
20.01.2020 17:00,-0.7,730.4,770.5,,23,Wind blowing from the west,1,,8,no clouds, ,,,-11.9,1.1,,,,,,30.0,-19.3,No precipitation,6,,,,
20.01.2020 14:00,-0.4,731.1,771.3,-1.3,26,Wind blowing from the north-northwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.6,,,,,,30.0,-17.6,No precipitation,12,,,,
20.01.2020 11:00,-2.8,732.4,772.7,,32,Wind blowing from the east-southeast,1,,7,no clouds, ,,,-11.9,1.6,,,,,,19.0,-17.2,No precipitation,6,,,,
20.01.2020 08:00,-11.4,731.1,771.8,1.8,66,Wind blowing from the east-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.6,,,,,,15.0,-16.5,No precipitation,12,,,,
20.01.2020 05:00,-6.8,729.3,769.3,,46,Wind blowing from the north-west,1,,8,, ,,,-8.2,1.6,,,,,,30.0,-16.7,No precipitation,6,,,,
20.01.2020 02:00,-6.7,728.5,768.4,0.4,45,Wind blowing from the north-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,1.6,,,2500 or more  or no clouds.,,,23.0,-16.7,No precipitation,12,,,,
19.01.2020 23:00,-4.8,728.1,768.1,,41,Wind blowing from the north,2,,9,, ,,,-8.7,1.6,,,,,,13.0,-16.3,No precipitation,6,,,,
19.01.2020 20:00,-3.4,726.8,767.1,1.4,34,Wind blowing from the east-northeast,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,1.6,,,,,,15.0,-17.0,No precipitation,12,,,,
19.01.2020 17:00,0.0,725.4,765.1,,25,Wind blowing from the west,2,,9,no clouds, ,,,-8.7,1.6,,,,,,20.0,-17.7,No precipitation,6,,,,
19.01.2020 14:00,1.1,725.0,764.6,-2.5,23,Wind blowing from the west-northwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,1.1,,,,,,23.0,-17.7,No precipitation,12,,,,
19.01.2020 11:00,-2.2,727.5,767.7,,28,Wind blowing from the west-northwest,2,,,40%., ,,,,,,,2500 or more  or no clouds.,,,18.0,-18.3,,,,,,
19.01.2020 08:00,-8.2,727.5,768.1,1.0,50,Wind blowing from the south,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-1.7,,,2500 or more  or no clouds.,,,15.0,-16.8,No precipitation,12,,,,
19.01.2020 05:00,-5.4,726.5,766.5,,37,Wind blowing from the north-west,4,,9,, ,,,-13.6,-1.7,,,,,,23.0,-17.8,No precipitation,6,,,,
19.01.2020 02:00,-5.6,726.9,766.9,0.1,46,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-1.7,,,2500 or more  or no clouds.,,,15.0,-15.6,No precipitation,12,,,,
18.01.2020 23:00,-8.2,726.8,767.4,,73,Calm  no wind,0,,,,Mist. ,,,-13.6,-1.7,,,,,,4.7,-12.2,No precipitation,6,,,,
18.01.2020 20:00,-6.6,726.1,766.9,0.6,66,Wind blowing from the north,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-1.7,,,1000-1500,,,6.0,-11.9,No precipitation,12,,,,
18.01.2020 17:00,-2.4,725.5,766.0,,47,Wind blowing from the south-west,1,,3,60%., ,,,-13.6,-1.6,,,2500 or more  or no clouds.,,,12.0,-12.2,No precipitation,6,,,,
18.01.2020 14:00,-3.3,726.4,766.8,-2.8,47,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,0.1,,,2500 or more  or no clouds.,,,12.0,-13.0,No precipitation,12,,,,
18.01.2020 11:00,-7.1,729.2,769.9,,57,Wind blowing from the east,1,,2,70 – 80%., ,,,-13.6,0.1,,,2500 or more  or no clouds.,,,12.0,-14.2,No precipitation,6,,,,
18.01.2020 08:00,-13.3,729.5,770.6,-0.2,80,Wind blowing from the west-northwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,0.1,,,,,,10.0,-16.0,No precipitation,12,,,,
18.01.2020 05:00,-12.1,729.7,770.2,,79,Wind blowing from the north-northeast,1,,,, ,,,-14.3,0.1,,,,,,10.0,-15.1,No precipitation,6,,,,
18.01.2020 02:00,-10.6,730.6,771.2,-0.6,70,Wind blowing from the south-east,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,0.1,,,2500 or more  or no clouds.,,,8.0,-15.0,No precipitation,12,,,,
17.01.2020 23:00,-8.8,731.2,772.0,,64,Wind blowing from the east-northeast,0,,3,,Mist. ,,,-14.3,0.1,,,,,,7.0,-14.4,No precipitation,6,,,,
17.01.2020 20:00,-6.9,730.4,771.7,1.0,58,Wind blowing from the east-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,0.1,,,,,,6.0,-13.8,No precipitation,12,,,,
17.01.2020 17:00,-1.5,729.4,770.0,,33,Wind blowing from the west-southwest,1,,3,60%., ,,,-14.3,0.1,,,2500 or more  or no clouds.,,,15.0,-15.7,No precipitation,6,,,,
17.01.2020 14:00,-2.4,729.7,770.3,-2.4,34,Wind blowing from the east-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-1.7,,,2500 or more  or no clouds.,,,13.0,-16.1,No precipitation,12,,,,
17.01.2020 11:00,-7.8,732.1,773.2,,49,Wind blowing from the north-northwest,1,,2,70 – 80%., ,,,-14.3,-1.7,,,2500 or more  or no clouds.,,,12.0,-16.7,No precipitation,6,,,,
17.01.2020 08:00,-14.2,732.2,773.6,0.3,76,Wind blowing from the west-northwest,0,,2,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-1.7,,,2500 or more  or no clouds.,,,6.0,-17.5,No precipitation,12,,,,
17.01.2020 05:00,-12.0,731.9,772.8,,68,Wind blowing from the north,1,,2,, ,,,-15.7,-1.7,,,,,,10.0,-16.7,No precipitation,6,,,,
17.01.2020 02:00,-11.2,732.9,773.7,-0.1,67,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-1.7,,,2500 or more  or no clouds.,,,9.0,-16.1,No precipitation,12,,,,
16.01.2020 23:00,-9.6,733.0,774.1,,64,Wind blowing from the north,1,,3,, ,,,-15.7,-1.7,,,,,,8.0,-15.3,No precipitation,6,,,,
16.01.2020 20:00,-7.8,733.0,774.5,0.3,57,Wind blowing from the east,0,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-1.7,,,2500 or more  or no clouds.,,,8.0,-15.0,No precipitation,12,,,,
16.01.2020 17:00,-3.6,732.7,773.8,,34,Wind blowing from the north,1,,3,20–30%., ,,,-15.7,-1.7,,,2500 or more  or no clouds.,,,19.0,-17.2,No precipitation,6,,,,
16.01.2020 14:00,-2.4,733.2,774.1,-2.6,31,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-1.1,,,,,,19.0,-17.2,No precipitation,12,,,,
16.01.2020 11:00,-8.1,735.8,777.1,,46,Wind blowing from the north-east,1,,2,no clouds, ,,,-15.7,-1.1,,,,,,14.0,-17.9,No precipitation,6,,,,
16.01.2020 08:00,-15.4,735.7,777.4,0.9,78,Wind blowing from the west,0,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-1.1,,,2500 or more  or no clouds.,,,8.0,-18.4,No precipitation,12,,,,
16.01.2020 05:00,-14.1,734.8,775.9,,78,Wind blowing from the north-northeast,1,,,, ,,,-17.4,-1.1,,,,,,8.0,-17.2,No precipitation,6,,,,
16.01.2020 02:00,-12.3,734.8,775.9,0.4,71,Wind blowing from the north-east,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-1.1,,,2500 or more  or no clouds.,,,9.0,-16.5,No precipitation,12,,,,
15.01.2020 23:00,-9.8,734.4,775.7,,66,Wind blowing from the north-northwest,0,,3,, ,,,-17.4,-1.1,,,,,,7.0,-15.0,No precipitation,6,,,,
15.01.2020 20:00,-8.1,733.0,774.7,0.9,58,Wind blowing from the north-east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-1.1,,,,,,6.0,-14.9,No precipitation,12,,,,
15.01.2020 17:00,-2.8,732.1,773.3,,36,Wind blowing from the east-northeast,1,,3,no clouds, ,,,-17.4,-1.1,,,,,,13.0,-15.8,No precipitation,6,,,,
15.01.2020 14:00,-3.4,732.0,773.0,-2.0,34,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-3.1,,,,,,15.0,-17.0,No precipitation,12,,,,
15.01.2020 11:00,-9.7,734.0,775.6,,50,Wind blowing from the east-southeast,1,,3,no clouds, ,,,-17.4,-3.5,,,,,,12.0,-18.2,No precipitation,6,,,,
15.01.2020 08:00,-17.3,734.2,776.2,0.7,76,Wind blowing from the north-east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-3.5,,,,,,6.0,-20.5,No precipitation,12,,,,
15.01.2020 05:00,-16.2,733.5,775.0,,74,Wind blowing from the north,1,,2,, ,,,-18.1,-3.5,,,,,,11.0,-19.8,No precipitation,6,,,,
15.01.2020 02:00,-14.6,733.9,775.1,0.6,69,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-3.5,,,2500 or more  or no clouds.,,,10.0,-19.0,No precipitation,12,,,,
14.01.2020 23:00,-12.6,733.3,774.7,,67,Wind blowing from the north-northeast,1,,4,, ,,,-18.1,-3.5,,,,,,8.0,-17.5,No precipitation,6,,,,
14.01.2020 20:00,-10.0,732.7,774.5,0.8,56,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-3.5,,,,,,10.0,-17.1,No precipitation,12,,,,
14.01.2020 17:00,-5.5,731.9,773.3,,35,Wind blowing from the south-southwest,1,,4,no clouds, ,,,-18.1,-3.5,,,,,,30.0,-18.5,No precipitation,6,,,,
14.01.2020 14:00,-4.3,732.2,773.4,-2.0,31,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-3.5,,,,,,23.0,-18.9,No precipitation,12,,,,
14.01.2020 11:00,-9.9,734.2,775.6,,45,Wind blowing from the east,2,,3,no clouds, ,,,-18.1,-3.5,,,,,,17.0,-19.6,No precipitation,6,,,,
14.01.2020 08:00,-17.6,734.1,775.9,0.7,75,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-3.5,,,,,,12.0,-21.0,No precipitation,12,,,,
14.01.2020 05:00,-16.5,733.4,774.9,,72,Wind blowing from the north-northeast,1,,6,, ,,,-16.5,-3.5,,,,,,15.0,-20.4,No precipitation,6,,,,
14.01.2020 02:00,-14.8,733.2,774.4,0.5,67,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-3.5,,,2500 or more  or no clouds.,,,14.0,-19.7,No precipitation,12,,,,
13.01.2020 23:00,-11.7,732.7,774.0,,60,Wind blowing from the west-northwest,0,,7,, ,,,-16.5,-3.5,,,,,,14.0,-17.9,No precipitation,6,,,,
13.01.2020 20:00,-8.1,731.5,773.0,1.7,40,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-3.5,,,,,,30.0,-19.3,No precipitation,12,,,,
13.01.2020 17:00,-5.3,729.8,770.9,,31,Wind blowing from the north,1,,7,no clouds, ,,,-16.5,-3.5,,,,,,30.0,-19.8,No precipitation,6,,,,
13.01.2020 14:00,-4.6,729.6,770.3,-1.6,30,Wind blowing from the east-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-2.5,,,,,,29.0,-19.6,No precipitation,12,,,,
13.01.2020 11:00,-8.3,731.2,772.2,,38,Wind blowing from the north,1,,9,no clouds, ,,,-16.5,-2.5,,,,,,21.0,-20.1,No precipitation,6,,,,
13.01.2020 08:00,-16.0,730.7,772.1,1.0,72,Wind blowing from the north-northeast,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-2.5,,,,,,14.0,-20.0,No precipitation,12,,,,
13.01.2020 05:00,-14.8,729.7,770.7,,64,Wind blowing from the north-northeast,1,,10,, ,,,-14.8,-2.5,,,,,,30.0,-20.1,No precipitation,6,,,,
13.01.2020 02:00,-11.0,729.5,770.1,-0.2,48,Wind blowing from the north-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-2.5,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
12.01.2020 23:00,-9.4,729.7,770.6,,46,Wind blowing from the west-northwest,3,,10,, ,,,-13.7,-2.5,,,,,,30.0,-18.9,No precipitation,6,,,,
12.01.2020 20:00,-7.2,729.4,770.6,1.3,37,Wind blowing from the west-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-2.5,,,,,,30.0,-19.4,No precipitation,12,,,,
12.01.2020 17:00,-4.0,728.1,768.8,,30,Wind blowing from the west-northwest,2,,7,no clouds, ,,,-13.7,-2.5,,,,,,30.0,-19.0,No precipitation,6,,,,
