Local time in Shanwei,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 11:00,21.5,764.0,765.6,,93,Wind blowing from the east,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,,,,,,,7.0,20.3,No precipitation,6,,,,
24.01.2020 08:00,20.4,763.1,764.7,1.5,97,Wind blowing from the east,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,,,,1500-2000,,,6.0,19.9,Trace of precipitation,12,,,,
24.01.2020 05:00,20.8,761.6,763.2,,95,Wind blowing from the east,2,,8,, ,,,20.1,,,,,,,12.0,19.9,No precipitation,6,,,,
24.01.2020 02:00,21.3,762.3,763.9,,93,Wind blowing from the north-northeast,0,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,26.0,,,2500 or more  or no clouds.,,,13.0,20.2,No precipitation,12,,,,
23.01.2020 20:00,21.6,761.6,763.2,1.3,91,Wind blowing from the north-east,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.0,,,1500-2000,,,30.0,20.0,No precipitation,12,,,,
23.01.2020 17:00,21.8,760.3,761.9,,87,Wind blowing from the east-southeast,5,,7,20–30%., ,,,19.3,26.0,,,600-1000,,,28.0,19.5,No precipitation,6,,,,
23.01.2020 14:00,25.9,760.8,762.4,-2.2,65,Wind blowing from the east-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.0,,,600-1000,,,30.0,18.8,No precipitation,12,,,,
23.01.2020 11:00,23.9,763.0,764.5,,75,Wind blowing from the east-southeast,2,,4,70 – 80%., ,,,19.3,24.5,,,600-1000,,,14.0,19.2,No precipitation,6,,,,
23.01.2020 08:00,20.9,762.4,763.9,1.3,85,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,2500 or more  or no clouds.,,,10.0,18.2,No precipitation,12,,,,
23.01.2020 05:00,20.2,761.1,762.7,,93,Wind blowing from the east-northeast,1,,5,, ,,,17.3,24.5,,,,,,8.0,19.0,No precipitation,6,,,,
23.01.2020 02:00,20.1,761.9,763.5,,87,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,24.5,,,2500 or more  or no clouds.,,,9.0,17.8,No precipitation,12,,,,
22.01.2020 23:00,19.5,762.5,764.1,,87,Wind blowing from the north-east,1,,5,, ,,,16.5,24.5,,,,,,11.0,17.2,No precipitation,6,,,,
22.01.2020 20:00,20.4,762.3,763.9,0.8,78,Wind blowing from the east,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,24.5,,,600-1000,,,11.0,16.4,Trace of precipitation,12,,,,
22.01.2020 17:00,22.5,761.5,763.1,,71,Wind blowing from the south-west,1,,5,70 – 80%., ,,,16.2,24.5,,,600-1000,,,19.0,16.9,No precipitation,6,,,,
22.01.2020 14:00,23.5,762.3,763.9,,70,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.7,,,2500 or more  or no clouds.,,,27.0,17.7,No precipitation,12,,,,
22.01.2020 11:00,21.0,764.6,766.2,,71,Wind blowing from the east-northeast,2,,5,100%., ,,,16.0,21.2,,,1500-2000,,,23.0,15.5,No precipitation,6,,,,
22.01.2020 08:00,18.0,764.2,765.7,0.9,75,Wind blowing from the south-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,,,,1500-2000,,,14.0,13.5,No precipitation,12,,,,
22.01.2020 05:00,17.3,763.3,764.8,,73,Wind blowing from the east-southeast,0,,5,, ,,,14.9,20.1,,,,,,16.0,12.4,No precipitation,6,,,,
22.01.2020 02:00,17.0,764.9,766.5,,76,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,20.1,,,2500 or more  or no clouds.,,,13.0,12.7,No precipitation,12,,,,
21.01.2020 23:00,16.7,765.3,766.9,,80,Wind blowing from the east,2,,6,, ,,,14.5,20.1,,,,,,12.0,13.2,No precipitation,6,,,,
21.01.2020 20:00,17.1,765.4,766.9,0.3,78,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,20.1,,,2500 or more  or no clouds.,,,16.0,13.2,No precipitation,12,,,,
21.01.2020 17:00,18.2,765.1,766.7,,73,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%, ,,,14.5,20.1,,,,,,15.0,13.2,No precipitation,6,,,,
21.01.2020 14:00,19.0,765.4,766.9,,66,Wind blowing from the north-east,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,20.3,,,600-1000,,,19.0,12.5,No precipitation,12,,,,
21.01.2020 11:00,16.1,768.1,769.7,,78,Wind blowing from the east,3,,6,100%., ,,,14.5,,,,1500-2000,,,14.0,12.2,No precipitation,6,,,,
21.01.2020 08:00,15.4,767.2,768.7,1.9,86,Wind blowing from the east-northeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,,,1500-2000,,,10.0,13.0,No precipitation,12,,,,
21.01.2020 05:00,14.9,765.3,766.9,,94,Wind blowing from the north-east,1,,6,,Mist. ,,,13.6,20.3,,,,,,6.0,13.9,No precipitation,6,,,,
21.01.2020 02:00,15.1,765.5,767.1,-0.5,92,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,20.3,,,2500 or more  or no clouds.,,,7.0,13.8,No precipitation,12,,,,
20.01.2020 23:00,15.5,766.0,767.5,,89,Wind blowing from the north-east,1,,7,, ,,,13.2,20.3,,,,,,13.0,13.7,No precipitation,6,,,,
20.01.2020 20:00,17.0,765.4,767.0,,85,Wind blowing from the east-southeast,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,20.3,,,600-1000,,,18.0,14.4,No precipitation,12,,,,
20.01.2020 17:00,18.0,764.2,765.8,,75,Wind blowing from the east-southeast,4,,7,, ,,,13.2,20.3,,,,,,24.0,13.5,No precipitation,6,,,,
20.01.2020 14:00,19.7,764.3,765.9,-2.6,58,Wind blowing from the east-southeast,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,20.7,,,2500 or more  or no clouds.,,,30.0,11.2,No precipitation,12,,,,
20.01.2020 11:00,17.4,766.9,768.5,,61,Wind blowing from the east,2,,4,90  or more  but not 100%, ,,,13.2,20.7,,,,,,30.0,9.8,No precipitation,6,,,,
20.01.2020 08:00,13.8,766.0,767.6,1.4,68,Wind blowing from the east-northeast,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,1500-2000,,,30.0,8.0,No precipitation,12,,,,
20.01.2020 05:00,14.0,764.6,766.2,,66,Wind blowing from the east-northeast,1,,5,, ,,,13.2,20.7,,,,,,30.0,7.7,No precipitation,6,,,,
20.01.2020 02:00,13.3,765.1,766.7,-0.3,73,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,20.7,,,2500 or more  or no clouds.,,,30.0,8.5,No precipitation,12,,,,
19.01.2020 23:00,14.2,765.4,767.0,,71,Wind blowing from the east-northeast,2,,5,, ,,,14.2,20.7,,,,,,30.0,9.0,No precipitation,6,,,,
19.01.2020 20:00,15.4,765.0,766.6,1.4,69,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,20.7,,,2500 or more  or no clouds.,,,30.0,9.7,No precipitation,12,,,,
19.01.2020 17:00,18.9,763.6,765.2,,58,Wind blowing from the east-northeast,2,,6,, ,,,15.1,20.7,,,,,,30.0,10.4,No precipitation,6,,,,
19.01.2020 14:00,19.6,763.5,765.1,-2.7,58,Wind blowing from the north-east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,19.7,,,2500 or more  or no clouds.,,,27.0,11.1,No precipitation,12,,,,
19.01.2020 11:00,15.8,766.2,767.8,,70,Wind blowing from the north-northeast,2,,6,100%., ,,,15.1,,,,1500-2000,,,19.0,10.3,No precipitation,6,,,,
19.01.2020 08:00,15.5,765.3,766.9,1.4,81,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,19.1,,,1500-2000,,,23.0,12.2,No precipitation,12,,,,
19.01.2020 05:00,15.3,763.9,765.4,,81,Wind blowing from the east,2,,7,, ,,,13.6,19.1,,,,,,27.0,12.0,No precipitation,6,,,,
19.01.2020 02:00,16.0,764.2,765.7,0.0,79,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,19.1,,,2500 or more  or no clouds.,,,30.0,12.3,No precipitation,12,,,,
18.01.2020 23:00,16.7,764.2,765.7,,77,Wind blowing from the east,3,,7,, ,,,13.6,19.1,,,,,,30.0,12.6,No precipitation,6,,,,
18.01.2020 20:00,16.8,763.7,765.3,1.1,77,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,19.1,,,1500-2000,,,30.0,12.7,No precipitation,12,,,,
18.01.2020 17:00,17.4,762.6,764.2,,74,Wind blowing from the east-southeast,4,,7,70 – 80%., ,,,13.6,19.1,,,1500-2000,,,30.0,12.7,No precipitation,6,,,,
18.01.2020 14:00,18.3,762.7,764.2,-2.1,66,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,18.3,,,1500-2000,,,30.0,11.8,No precipitation,12,,,,
18.01.2020 11:00,15.8,764.8,766.4,,65,Wind blowing from the east-northeast,2,,5,, ,,,13.6,18.0,,,,,,30.0,9.2,No precipitation,6,,,,
18.01.2020 08:00,14.0,764.8,766.4,1.2,64,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,18.0,,,1500-2000,,,30.0,7.3,No precipitation,12,,,,
18.01.2020 05:00,14.1,763.6,765.2,,60,Wind blowing from the east-northeast,2,,5,, ,,,14.0,18.0,,,,,,30.0,6.4,No precipitation,6,,,,
18.01.2020 02:00,15.2,764.2,765.7,-0.2,58,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,18.0,,,2500 or more  or no clouds.,,,30.0,7.0,No precipitation,12,,,,
17.01.2020 23:00,16.2,764.4,766.0,,55,Wind blowing from the east-northeast,2,,6,, ,,,14.0,18.0,,,,,,30.0,7.1,No precipitation,6,,,,
17.01.2020 20:00,17.2,763.9,765.5,1.0,52,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,18.4,,,1500-2000,,,30.0,7.2,No precipitation,12,,,,
17.01.2020 17:00,17.7,762.9,764.5,,53,Wind blowing from the north-east,2,,8,100%., ,,,14.0,21.2,,,1500-2000,,,30.0,8.0,No precipitation,6,,,,
17.01.2020 14:00,16.7,763.2,764.8,-1.9,55,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,22.3,,,1500-2000,,,30.0,7.6,No precipitation,12,,,,
17.01.2020 11:00,14.6,765.1,766.6,,61,Wind blowing from the east-northeast,2,,8,100%., ,,,14.0,22.3,,,1500-2000,,,30.0,7.1,No precipitation,6,,,,
17.01.2020 08:00,14.2,764.5,766.0,1.6,64,Wind blowing from the north-east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,22.3,,,1500-2000,,,30.0,7.4,No precipitation,12,,,,
17.01.2020 05:00,15.6,762.9,764.5,,68,Wind blowing from the north-east,3,,8,, ,,,15.6,22.3,,,,,,30.0,9.7,No precipitation,6,,,,
17.01.2020 02:00,17.4,762.8,764.4,0.0,68,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,22.3,,,2500 or more  or no clouds.,,,26.0,11.4,No precipitation,12,,,,
16.01.2020 23:00,17.4,762.8,764.4,,88,Wind blowing from the east-northeast,2,,6,, ,,,16.0,22.3,,,,,,12.0,15.3,No precipitation,6,,,,
16.01.2020 20:00,18.4,762.0,763.6,1.1,85,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,22.3,,,,,,16.0,15.8,No precipitation,12,,,,
16.01.2020 17:00,21.2,760.9,762.4,,67,Wind blowing from the east-southeast,2,,,no clouds, ,,,16.0,22.3,,,,,,25.0,14.8,No precipitation,6,,,,
16.01.2020 14:00,20.6,761.2,762.8,-2.3,68,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,22.1,,,2500 or more  or no clouds.,,,17.0,14.4,No precipitation,12,,,,
16.01.2020 11:00,18.0,763.5,765.1,,80,Wind blowing from the east,2,,6,, ,,,16.0,,,,,,,10.0,14.5,No precipitation,6,,,,
16.01.2020 08:00,16.4,763.1,764.7,0.6,86,Wind blowing from the north-northeast,1,,10,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,,,,,,,6.0,14.0,No precipitation,12,,,,
16.01.2020 05:00,16.4,762.5,764.1,,84,Wind blowing from the north-east,2,,10,,Mist. ,,,15.8,22.1,,,,,,6.0,13.6,No precipitation,6,,,,
16.01.2020 02:00,16.8,762.7,764.3,-0.2,83,Wind blowing from the east,2,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,22.1,,,2500 or more  or no clouds.,,,7.0,13.9,No precipitation,12,,,,
15.01.2020 23:00,17.3,762.9,764.5,,80,Wind blowing from the east,2,,10,,Rain (not freezing) not falling as shower(s). ,,,15.8,22.1,,,,,,8.0,13.8,No precipitation,6,,,,
15.01.2020 20:00,17.7,762.2,763.8,0.9,80,Wind blowing from the east,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,22.1,,,2500 or more  or no clouds.,,,8.0,14.2,No precipitation,12,,,,
15.01.2020 17:00,18.8,761.3,762.9,,74,Wind blowing from the east-southeast,4,,8,, ,,,15.8,22.1,,,,,,13.0,14.0,No precipitation,6,,,,
15.01.2020 14:00,21.6,761.5,763.0,-2.7,61,Wind blowing from the east-southeast,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,23.7,,,2500 or more  or no clouds.,,,20.0,13.7,No precipitation,12,,,,
15.01.2020 11:00,20.1,764.2,765.7,,62,Wind blowing from the east,3,,7,no clouds, ,,,15.8,23.7,,,,,,19.0,12.6,No precipitation,6,,,,
15.01.2020 08:00,16.1,764.6,766.2,1.0,76,Wind blowing from the east-northeast,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,,,600-1000,,,17.0,11.8,No precipitation,12,,,,
15.01.2020 05:00,16.2,763.6,765.1,,76,Wind blowing from the east-northeast,3,,8,, ,,,13.8,23.7,,,,,,18.0,11.9,No precipitation,6,,,,
15.01.2020 02:00,16.4,763.5,765.1,0.0,78,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,23.7,,,2500 or more  or no clouds.,,,21.0,12.5,No precipitation,12,,,,
14.01.2020 23:00,16.5,763.5,765.1,,80,Wind blowing from the east-northeast,2,,8,, ,,,13.8,23.7,,,,,,15.0,13.0,No precipitation,6,,,,
14.01.2020 20:00,17.6,762.7,764.2,0.9,82,Wind blowing from the east-southeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,23.7,,,,,,14.0,14.4,No precipitation,12,,,,
14.01.2020 17:00,20.1,761.8,763.3,,65,Wind blowing from the east-southeast,3,,,no clouds, ,,,13.8,23.7,,,,,,19.0,13.3,No precipitation,6,,,,
14.01.2020 14:00,22.7,761.9,763.5,-2.3,42,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,22.9,,,,,,30.0,9.1,No precipitation,12,,,,
14.01.2020 11:00,18.6,764.2,765.7,,63,Wind blowing from the east,3,,6,no clouds, ,,,13.8,20.3,,,,,,15.0,11.4,No precipitation,6,,,,
14.01.2020 08:00,14.4,764.5,766.1,0.8,85,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,20.3,,,,,,9.0,11.9,No precipitation,12,,,,
14.01.2020 05:00,14.9,763.7,765.3,,82,Wind blowing from the east-northeast,1,,8,, ,,,14.1,20.3,,,,,,13.0,11.8,No precipitation,6,,,,
14.01.2020 02:00,14.5,763.9,765.4,0.1,85,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,20.3,,,2500 or more  or no clouds.,,,14.0,12.0,No precipitation,12,,,,
13.01.2020 23:00,16.2,763.8,765.4,,77,Wind blowing from the east-northeast,2,,8,, ,,,14.1,20.3,,,,,,21.0,12.1,No precipitation,6,,,,
13.01.2020 20:00,17.1,762.5,764.1,1.4,73,Wind blowing from the east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,20.3,,,1500-2000,,,24.0,12.2,No precipitation,12,,,,
13.01.2020 17:00,17.5,761.1,762.7,,72,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%, ,,,14.1,20.3,,,,,,25.0,12.4,No precipitation,6,,,,
13.01.2020 14:00,19.7,760.7,762.3,-3.2,61,Wind blowing from the east,3,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,19.9,,,600-1000,,,23.0,11.9,0.5,12,,,,
13.01.2020 11:00,16.7,763.9,765.4,,69,Wind blowing from the east,3,,7,100%., ,,,14.1,17.9,,,1500-2000,,,22.0,10.9,No precipitation,6,,,,
13.01.2020 08:00,14.2,763.3,764.8,0.9,78,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,17.9,,,1500-2000,,,20.0,10.4,0.5,12,,,,
13.01.2020 05:00,14.4,762.4,763.9,,78,Wind blowing from the east,2,,6,, ,,,12.7,17.9,,,,,,24.0,10.6,0.5,6,,,,
13.01.2020 02:00,15.5,762.4,763.9,0.0,82,Wind blowing from the east-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,17.9,,,2500 or more  or no clouds.,,,15.0,12.4,No precipitation,12,,,,
12.01.2020 23:00,15.8,762.4,763.9,,78,Wind blowing from the east-northeast,2,,8,, ,,,12.7,17.9,,,,,,19.0,11.9,No precipitation,6,,,,
12.01.2020 20:00,16.8,761.8,763.3,1.1,60,Wind blowing from the east-northeast,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,19.2,,,1500-2000,,,30.0,9.0,No precipitation,12,,,,
12.01.2020 17:00,17.5,760.7,762.3,,54,Wind blowing from the east,2,,9,100%., ,,,12.7,19.8,,,1500-2000,,,30.0,8.1,No precipitation,6,,,,
12.01.2020 14:00,16.2,761.2,762.7,-2.1,54,Wind blowing from the north-east,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,21.1,,,1500-2000,,,30.0,6.8,No precipitation,12,,,,
12.01.2020 11:00,14.1,763.3,764.9,,57,Wind blowing from the north-east,3,,9,, ,,,12.7,21.1,,,,,,30.0,5.7,No precipitation,6,,,,
12.01.2020 08:00,12.9,762.6,764.2,1.3,62,Wind blowing from the north-east,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,21.1,,,2500 or more  or no clouds.,,,30.0,5.8,No precipitation,12,,,,
12.01.2020 05:00,13.3,761.3,762.9,,65,Wind blowing from the east-northeast,3,,9,, ,,,13.3,21.1,,,,,,30.0,6.8,No precipitation,6,,,,
12.01.2020 02:00,15.1,761.0,762.6,0.0,67,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,21.1,,,2500 or more  or no clouds.,,,19.0,9.0,No precipitation,12,,,,
11.01.2020 23:00,16.6,761.0,762.6,,65,Wind blowing from the east,3,,9,, ,,,15.9,21.1,,,,,,12.0,10.0,No precipitation,6,,,,
11.01.2020 20:00,19.2,759.9,761.5,0.8,94,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,21.1,,,2500 or more  or no clouds.,,,7.0,18.2,No precipitation,12,,,,
11.01.2020 17:00,19.5,759.1,760.6,,87,Wind blowing from the south-west,3,,6,20–30%., ,,,15.9,21.1,,,2500 or more  or no clouds.,,,12.0,17.2,No precipitation,6,,,,
11.01.2020 14:00,20.4,759.1,760.6,-2.5,76,Wind blowing from the south-southwest,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,22.1,,,2500 or more  or no clouds.,,,9.0,16.0,No precipitation,12,,,,
11.01.2020 11:00,17.7,761.6,763.2,,88,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,,,,1500-2000,,,4.4,15.6,No precipitation,6,,,,
11.01.2020 08:00,16.0,761.1,762.7,0.5,97,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,,,,1500-2000,,,3.9,15.5,No precipitation,12,,,,
11.01.2020 05:00,16.0,760.6,762.1,,97,Wind blowing from the east-northeast,1,,6,,Mist. ,,,15.8,23.1,,,,,,4.3,15.5,No precipitation,6,,,,
11.01.2020 02:00,16.3,760.7,762.3,-0.2,96,Wind blowing from the east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,23.1,,,2500 or more  or no clouds.,,,4.2,15.6,No precipitation,12,,,,
10.01.2020 23:00,17.1,760.9,762.4,,94,Wind blowing from the east-northeast,1,,6,, ,,,15.3,23.1,,,,,,7.0,16.1,No precipitation,6,,,,
10.01.2020 20:00,18.5,760.5,762.1,0.8,87,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,23.1,,,,,,11.0,16.3,No precipitation,12,,,,
10.01.2020 17:00,20.7,759.7,761.2,,75,Wind blowing from the east-southeast,2,,,no clouds, ,,,15.3,23.1,,,,,,15.0,16.1,No precipitation,6,,,,
10.01.2020 14:00,20.4,760.4,762.0,-2.3,72,Wind blowing from the south-west,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,23.1,,,2000-2500,,,11.0,15.1,No precipitation,12,,,,
10.01.2020 11:00,20.1,762.7,764.2,,66,Wind blowing from the east,3,,6,70 – 80%., ,,,15.3,21.0,,,2000-2500,,,12.0,13.5,No precipitation,6,,,,
