Local time in Qinzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 14:00,24.1,756.8,761.2,-2.3,77,Wind blowing from the south-southeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.6,,,600-1000,,,30.0,19.8,No precipitation,12,,,,
24.01.2020 11:00,23.2,759.1,763.6,,88,Wind blowing from the south-east,4,,,70 – 80%., ,,,20.4,26.6,,,600-1000,,,16.0,21.1,No precipitation,6,,,,
24.01.2020 08:00,20.8,758.3,762.7,1.3,100,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,,,,600-1000,,,5.0,20.8,No precipitation,12,,,,
24.01.2020 05:00,20.8,757.0,761.5,,99,Wind blowing from the south-southeast,1,,6,,Mist. ,,,19.5,26.6,,,,,,4.5,20.6,No precipitation,6,,,,
24.01.2020 02:00,20.9,757.7,762.1,-0.2,99,Wind blowing from the east-southeast,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.6,,,2500 or more  or no clouds.,,,6.0,20.7,No precipitation,12,,,,
23.01.2020 23:00,20.6,757.9,762.3,,99,Wind blowing from the south-east,1,,9,,Mist. ,,,19.0,26.6,,,,,,5.0,20.4,No precipitation,6,,,,
23.01.2020 20:00,21.4,756.7,761.2,0.9,95,Wind blowing from the west-southwest,2,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,26.6,,,600-1000,,,5.0,20.6,No precipitation,12,,,,
23.01.2020 17:00,23.2,755.8,760.2,,87,Wind blowing from the south,3,,,90  or more  but not 100%, ,,,19.0,26.6,,,600-1000,,,7.0,20.9,No precipitation,6,,,,
23.01.2020 14:00,24.6,756.6,761.0,-2.5,79,Wind blowing from the south-west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,26.1,,,600-1000,,,13.0,20.7,No precipitation,12,,,,
23.01.2020 11:00,21.8,759.1,763.6,,95,Wind blowing from the south,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,25.1,,,600-1000,,,5.0,21.0,No precipitation,6,,,,
23.01.2020 08:00,19.8,758.2,762.6,1.3,99,Wind blowing from the north,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,,,,600-1000,,,4.4,19.6,No precipitation,12,,,,
23.01.2020 05:00,19.5,756.9,761.3,,99,Wind blowing from the south-east,2,,8,,Mist. ,,,19.0,25.1,,,,,,3.4,19.3,No precipitation,6,,,,
23.01.2020 02:00,19.2,758.1,762.5,-0.1,99,Wind blowing from the south-southwest,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,25.1,,,2500 or more  or no clouds.,,,3.4,19.0,No precipitation,12,,,,
22.01.2020 23:00,19.2,758.2,762.7,,99,Wind blowing from the south-southwest,3,,9,,Mist. ,,,18.9,25.1,,,,,,4.1,19.0,No precipitation,6,,,,
22.01.2020 20:00,20.8,757.6,762.1,0.8,95,Wind blowing from the south-west,2,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,25.1,,,1500-2000,,,5.0,20.0,No precipitation,12,,,,
22.01.2020 17:00,22.3,756.8,761.2,,84,Wind blowing from the south-southeast,5,,9,90  or more  but not 100%, ,,,18.9,25.1,,,600-1000,,,19.0,19.5,No precipitation,6,,,,
22.01.2020 14:00,23.5,758.1,762.5,-2.2,79,Wind blowing from the south-southeast,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,24.4,,,600-1000,,,14.0,19.6,No precipitation,12,,,,
22.01.2020 11:00,21.4,760.3,764.8,,96,Wind blowing from the east-southeast,1,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,21.4,,,600-1000,,,6.0,20.7,No precipitation,6,,,,
22.01.2020 08:00,19.0,759.4,763.9,,99,Wind blowing from the south-east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.6,,,600-1000,,,5.0,18.8,No precipitation,6,,,,
22.01.2020 05:00,19.1,758.6,763.1,,99,Wind blowing from the south-east,2,,,,Mist. ,,,,20.6,,,,,,5.0,18.9,No precipitation,6,,,,
22.01.2020 02:00,19.2,759.8,764.3,-0.6,99,Wind blowing from the south-southeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,20.6,,,2500 or more  or no clouds.,,,5.0,19.0,No precipitation,12,,,,
21.01.2020 23:00,19.1,760.4,764.9,,98,Wind blowing from the south-southeast,2,,7,,Mist. ,,,11.9,20.6,,,,,,4.3,18.8,No precipitation,6,,,,
21.01.2020 20:00,20.0,759.7,764.2,0.6,95,Wind blowing from the south-southeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,20.6,,,600-1000,,,7.0,19.2,0.1,12,,,,
21.01.2020 17:00,20.5,759.1,763.6,,94,Wind blowing from the south,3,,6,100%., ,,,11.5,20.6,,,1500-2000,,,9.0,19.5,No precipitation,6,,,,
21.01.2020 14:00,16.1,760.3,764.8,-2.1,99,Wind blowing from the east-southeast,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,16.1,,,1500-2000,,,3.1,15.9,0.1,12,,,,
21.01.2020 11:00,14.1,762.4,766.9,,99,Wind blowing from the north,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,14.1,,,1500-2000,,,1.2,13.9,0.1,6,,,,
21.01.2020 08:00,12.7,761.2,765.8,0.8,99,Wind blowing from the north-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,12.7,,,1500-2000,,,1.6,12.5,Trace of precipitation,12,,,,
21.01.2020 05:00,12.3,760.4,765.0,,99,Wind blowing from the north-northwest,2,,5,,Mist. ,,,,12.5,,,,,,1.9,12.1,No precipitation,6,,,,
21.01.2020 02:00,12.2,761.2,765.7,-0.6,99,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.2,,,2500 or more  or no clouds.,,,2.6,12.0,No precipitation,12,,,,
20.01.2020 23:00,11.9,761.8,766.4,,99,Wind blowing from the north,1,,6,,Mist. ,,,10.0,12.2,,,,,,2.7,11.7,No precipitation,6,,,,
20.01.2020 20:00,11.8,761.1,765.7,0.8,99,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,12.2,,,1500-2000,,,3.0,11.6,0.6,12,,,,
20.01.2020 17:00,11.8,760.3,765.0,,99,Wind blowing from the north,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,12.5,,,1500-2000,,,3.8,11.6,0.6,6,,,,
20.01.2020 14:00,11.7,761.3,766.0,-2.1,99,Wind blowing from the north,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,12.7,,,1000-1500,,,4.9,11.5,0.8,12,,,,
20.01.2020 11:00,11.0,763.4,768.1,,99,Wind blowing from the north,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,12.7,,,1000-1500,,,3.6,10.8,No precipitation,6,,,,
20.01.2020 08:00,10.3,762.1,766.8,1.2,99,Wind blowing from the north,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,12.7,,,1000-1500,,,2.6,10.1,0.2,12,,,,
20.01.2020 05:00,10.1,760.9,765.5,,99,Calm  no wind,0,,,,Mist. ,,,9.7,12.7,,,,,,2.3,9.9,0.2,6,,,,
20.01.2020 02:00,11.1,761.7,766.3,-0.4,89,Wind blowing from the north-northwest,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,12.7,,,2500 or more  or no clouds.,,,5.0,9.4,No precipitation,12,,,,
19.01.2020 23:00,12.1,762.1,766.7,,70,Wind blowing from the north,3,,12,, ,,,9.3,12.7,,,,,,9.0,6.8,No precipitation,6,,,,
19.01.2020 20:00,12.2,762.1,766.8,0.7,71,Wind blowing from the north,3,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,12.7,,,1500-2000,,,9.0,7.1,Trace of precipitation,12,,,,
19.01.2020 17:00,12.5,761.4,766.0,,69,Calm  no wind,0,,,100%., ,,,9.3,12.7,,,1500-2000,,,12.0,7.0,No precipitation,6,,,,
19.01.2020 14:00,12.3,762.1,766.7,-2.3,69,Wind blowing from the north,5,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,12.3,,,1500-2000,,,14.0,6.8,Trace of precipitation,12,,,,
19.01.2020 11:00,11.1,764.4,769.0,,81,Wind blowing from the north,6,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,11.1,,,1500-2000,,,13.0,8.0,No precipitation,6,,,,
19.01.2020 08:00,10.0,763.3,767.9,,88,Wind blowing from the north-northwest,6,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.0,,,1500-2000,,,16.0,8.1,No precipitation,6,,,,
19.01.2020 05:00,9.7,761.6,766.3,,91,Wind blowing from the north,6,,11,, ,,,,9.9,,,,,,13.0,8.3,0.1,6,,,,
19.01.2020 02:00,9.4,761.5,766.2,0.3,99,Wind blowing from the north,5,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.9,,,2500 or more  or no clouds.,,,4.8,9.3,0.2,12,,,,
18.01.2020 23:00,9.7,761.2,765.9,,99,Wind blowing from the north,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.4,10.5,,,,,,3.8,9.6,0.1,6,,,,
18.01.2020 20:00,9.7,760.0,764.6,1.2,99,Wind blowing from the north,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,11.0,,,1500-2000,,,3.8,9.6,0.7,12,,,,
18.01.2020 17:00,9.9,758.8,763.4,,99,Wind blowing from the north,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,11.6,,,1500-2000,,,5.0,9.8,No precipitation,6,,,,
18.01.2020 14:00,9.6,759.8,764.5,-2.1,99,Wind blowing from the north-northwest,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,1000-1500,,,4.3,9.5,2.0,12,,,,
18.01.2020 11:00,9.2,761.9,766.6,,99,Wind blowing from the north,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,12.0,,,1000-1500,,,5.0,9.1,2.0,6,,,,
18.01.2020 08:00,8.5,761.3,766.0,0.8,99,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,12.0,,,1000-1500,,,3.7,8.4,1.0,12,,,,
18.01.2020 05:00,8.6,760.5,765.1,,99,Wind blowing from the north,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.5,12.0,,,,,,2.8,8.5,0.4,6,,,,
18.01.2020 02:00,9.0,761.2,765.8,-0.6,99,Wind blowing from the north,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,12.0,,,2500 or more  or no clouds.,,,3.9,8.9,No precipitation,12,,,,
17.01.2020 23:00,10.4,761.8,766.5,,83,Wind blowing from the north,3,,10,, ,,,10.3,12.0,,,,,,8.0,7.6,No precipitation,6,,,,
17.01.2020 20:00,11.0,761.1,765.7,0.7,75,Wind blowing from the north,4,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,12.0,,,1500-2000,,,13.0,6.7,No precipitation,12,,,,
17.01.2020 17:00,11.5,760.4,765.1,,72,Wind blowing from the north,4,,12,100%., ,,,10.3,12.8,,,1500-2000,,,20.0,6.6,No precipitation,6,,,,
17.01.2020 14:00,11.6,761.2,765.9,,70,Wind blowing from the north,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,1500-2000,,,30.0,6.3,No precipitation,12,,,,
17.01.2020 11:00,10.7,763.5,768.1,,72,Wind blowing from the north,6,,12,90  or more  but not 100%, ,,,10.3,,,,1500-2000,,,30.0,5.9,No precipitation,6,,,,
17.01.2020 08:00,10.5,762.4,767.0,1.2,72,Wind blowing from the north,5,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,1500-2000,,,30.0,5.7,No precipitation,12,,,,
17.01.2020 05:00,10.4,761.2,765.8,,73,Wind blowing from the north,6,,13,, ,,,10.4,,,,,,,30.0,5.8,No precipitation,6,,,,
17.01.2020 02:00,10.9,761.7,766.3,0.2,73,Wind blowing from the north,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,19.7,,,2500 or more  or no clouds.,,,30.0,6.3,No precipitation,12,,,,
16.01.2020 23:00,11.2,761.5,766.1,,76,Wind blowing from the north,7,,13,, ,,,11.2,19.7,,,,,,30.0,7.1,No precipitation,6,,,,
16.01.2020 20:00,11.7,760.5,765.1,1.4,79,Wind blowing from the north,6,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,19.7,,,1500-2000,,,30.0,8.2,No precipitation,12,,,,
16.01.2020 17:00,12.8,759.1,763.7,,83,Wind blowing from the north,5,,10,100%., ,,,12.8,20.5,,,1500-2000,,,30.0,10.0,No precipitation,6,,,,
16.01.2020 14:00,14.6,759.0,763.5,-0.8,88,Wind blowing from the north,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,20.5,,,600-1000,,,17.0,12.6,No precipitation,12,,,,
16.01.2020 11:00,18.4,759.8,764.3,,93,Wind blowing from the north-northeast,5,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,6.0,17.2,No precipitation,6,,,,
16.01.2020 08:00,18.0,758.3,762.8,1.2,99,Wind blowing from the north-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.5,,,2500 or more  or no clouds.,,,2.6,17.8,No precipitation,12,,,,
16.01.2020 05:00,18.2,757.1,761.6,,99,Wind blowing from the north-east,2,,5,,Rain (not freezing) not falling as shower(s). ,,,,20.5,,,,,,2.0,18.0,No precipitation,6,,,,
16.01.2020 02:00,18.3,757.2,761.7,0.0,99,Wind blowing from the east-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.5,,,2500 or more  or no clouds.,,,3.0,18.1,No precipitation,12,,,,
15.01.2020 23:00,18.9,757.2,761.7,,99,Wind blowing from the south-southeast,2,,5,,Mist. ,,,12.3,20.5,,,,,,4.7,18.7,No precipitation,6,,,,
15.01.2020 20:00,19.1,756.3,760.8,0.5,99,Wind blowing from the south-west,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,20.5,,,1500-2000,,,7.0,18.9,3.0,12,,,,
15.01.2020 17:00,20.3,755.8,760.3,,100,Wind blowing from the south-southwest,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,20.3,,,1500-2000,,,6.0,20.3,0.7,6,,,,
15.01.2020 14:00,17.3,756.7,761.2,,99,Wind blowing from the south-west,1,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,17.3,,,600-1000,,,2.1,17.1,6.0,12,,,,
15.01.2020 11:00,14.9,759.0,763.6,,99,Wind blowing from the north,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,14.9,,,300-600,,,2.3,14.7,6.0,6,,,,
15.01.2020 08:00,14.0,758.3,762.9,0.9,99,Wind blowing from the north-northeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,16.0,,,300-600,,,2.3,13.8,4.0,12,,,,
15.01.2020 05:00,12.8,757.4,762.0,,99,Wind blowing from the north-northeast,3,,6,,Rain (not freezing) not falling as shower(s). ,,,12.1,,,,,,,3.2,12.6,0.1,6,,,,
15.01.2020 02:00,12.7,757.9,762.4,,99,Wind blowing from the north-northeast,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,,,,2500 or more  or no clouds.,,,6.0,12.5,0.6,12,,,,
14.01.2020 23:00,12.5,758.3,762.9,,99,Wind blowing from the north-northeast,3,,8,,Mist. ,,,12.1,17.3,,,,,,6.0,12.3,No precipitation,6,,,,
14.01.2020 20:00,12.2,758.0,762.6,0.4,99,Wind blowing from the north-northwest,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,17.3,,,1500-2000,,,8.0,12.0,3.0,12,,,,
14.01.2020 17:00,12.4,757.6,762.2,,99,Calm  no wind,0,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,18.8,,,1000-1500,,,8.0,12.2,3.0,6,,,,
14.01.2020 14:00,13.7,757.7,762.2,-2.0,99,Wind blowing from the north-northeast,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,19.2,,,300-600,,,1.5,13.5,2.0,12,,,,
14.01.2020 11:00,14.7,759.7,764.3,,93,Wind blowing from the north-northeast,5,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,19.2,,,1000-1500,,,3.6,13.6,No precipitation,6,,,,
14.01.2020 08:00,16.0,758.5,763.0,1.0,99,Wind blowing from the north-east,3,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,19.2,,,1500-2000,,,3.3,15.8,0.1,12,,,,
14.01.2020 05:00,16.6,757.5,762.0,,99,Wind blowing from the north-northeast,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.5,19.2,,,,,,2.6,16.4,0.1,6,,,,
14.01.2020 02:00,17.3,757.9,762.4,-0.3,94,Wind blowing from the north,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,19.2,,,2500 or more  or no clouds.,,,5.0,16.3,No precipitation,12,,,,
13.01.2020 23:00,16.8,758.2,762.7,,93,Wind blowing from the north-west,1,,4,,Mist. ,,,13.3,19.2,,,,,,6.0,15.7,No precipitation,6,,,,
13.01.2020 20:00,16.9,756.6,761.1,0.5,94,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,19.2,,,1500-2000,,,7.0,15.9,No precipitation,12,,,,
13.01.2020 17:00,18.8,756.1,760.6,,78,Wind blowing from the west,1,,4,100%., ,,,13.1,19.2,,,1500-2000,,,8.0,14.9,No precipitation,6,,,,
13.01.2020 14:00,18.7,757.3,761.8,-2.4,73,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,18.7,,,1500-2000,,,9.0,13.8,No precipitation,12,,,,
13.01.2020 11:00,15.0,759.7,764.2,,81,Wind blowing from the north-east,2,,4,100%., ,,,,15.1,,,1500-2000,,,10.0,11.8,No precipitation,6,,,,
13.01.2020 08:00,13.7,759.1,763.6,0.8,84,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.8,,,1500-2000,,,8.0,11.0,No precipitation,12,,,,
13.01.2020 05:00,13.6,758.3,762.9,,80,Wind blowing from the north,1,,4,, ,,,,13.7,,,,,,9.0,10.2,No precipitation,6,,,,
13.01.2020 02:00,13.5,758.6,763.2,-0.6,79,Wind blowing from the north-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.6,,,2500 or more  or no clouds.,,,13.0,9.9,No precipitation,12,,,,
12.01.2020 23:00,13.4,759.2,763.8,,80,Wind blowing from the north,1,,9,, ,,,8.3,13.6,,,,,,13.0,10.0,No precipitation,6,,,,
12.01.2020 20:00,13.2,758.5,763.2,0.8,77,Wind blowing from the north-northeast,1,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.6,,,1500-2000,,,24.0,9.3,3.0,12,,,,
12.01.2020 17:00,13.5,757.7,762.3,,74,Wind blowing from the north-east,2,,11,100%., ,,,8.3,13.6,,,1500-2000,,,30.0,9.0,No precipitation,6,,,,
12.01.2020 14:00,13.2,759.3,763.9,-2.4,71,Wind blowing from the north,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.2,,,1500-2000,,,30.0,8.1,7.0,12,,,,
12.01.2020 11:00,10.3,761.7,766.3,,80,Wind blowing from the north,5,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.4,,,1500-2000,,,30.0,7.0,7.0,6,,,,
12.01.2020 08:00,8.5,761.4,766.0,1.5,98,Wind blowing from the north,5,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,,,,1000-1500,,,13.0,8.2,4.0,12,,,,
12.01.2020 05:00,10.5,759.9,764.5,,72,Wind blowing from the north,6,,13,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.2,,,,,,,30.0,5.7,No precipitation,6,,,,
12.01.2020 02:00,11.3,760.4,765.1,0.2,67,Wind blowing from the north,6,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,2500 or more  or no clouds.,,,30.0,5.4,0.2,12,,,,
11.01.2020 23:00,11.3,760.2,764.8,,69,Wind blowing from the north,7,,12,, ,,,10.2,,,,,,,30.0,5.8,0.1,6,,,,
11.01.2020 20:00,10.7,759.7,764.3,,76,Wind blowing from the north,6,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,21.2,,,1000-1500,,,30.0,6.6,2.0,12,,,,
11.01.2020 17:00,11.2,759.0,763.5,,85,Wind blowing from the north,6,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,23.4,,,600-1000,,,30.0,8.8,1.0,6,,,,
11.01.2020 14:00,11.0,758.9,763.4,-0.5,95,Wind blowing from the north,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,25.2,,,300-600,,,24.0,10.2,2.0,12,,,,
11.01.2020 11:00,13.4,759.4,763.9,,99,Wind blowing from the north-east,6,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,25.4,,,1000-1500,,,3.7,13.2,0.4,6,,,,
11.01.2020 08:00,20.0,757.1,761.5,0.9,99,Wind blowing from the north-east,3,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,1500-2000,,,4.4,19.8,Trace of precipitation,12,,,,
11.01.2020 05:00,20.5,756.2,760.6,,99,Wind blowing from the east,3,,7,,Mist. ,,,20.0,25.4,,,,,,5.0,20.3,No precipitation,6,,,,
11.01.2020 02:00,20.7,756.3,760.7,-0.1,99,Wind blowing from the south-southeast,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,25.4,,,2500 or more  or no clouds.,,,7.0,20.5,No precipitation,12,,,,
10.01.2020 23:00,20.6,756.4,760.9,,99,Wind blowing from the south-southeast,1,,9,,Mist. ,,,20.0,25.4,,,,,,5.0,20.4,No precipitation,6,,,,
