Local time in Keshan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,-19.4,747.4,777.4,,57,Wind blowing from the south-southwest,2,,7,no clouds, ,,,-22.7,-14.4,,,,,,24.0,-25.8,No precipitation,6,,,,
24.01.2020 14:00,-16.4,747.3,777.1,-0.7,44,Wind blowing from the west,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-12.0,,,,,,29.0,-25.8,No precipitation,12,,,,
24.01.2020 11:00,-20.1,748.0,777.8,,54,Wind blowing from the south-west,4,,9,no clouds, ,,,-22.7,,,,,,,20.0,-27.0,No precipitation,6,,,,
24.01.2020 08:00,-22.1,747.9,777.9,1.2,55,Wind blowing from the west-southwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-12.0,,,,,,18.0,-28.7,No precipitation,12,,,,
24.01.2020 05:00,-21.9,746.7,776.4,,52,Wind blowing from the west,3,,10,, ,,,-22.2,-12.0,,,,,,30.0,-29.1,No precipitation,6,,,,
24.01.2020 02:00,-19.9,745.9,775.3,,48,Wind blowing from the west-northwest,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-12.0,,,2500 or more  or no clouds.,,,30.0,-28.1,No precipitation,12,,,,
23.01.2020 20:00,-18.0,742.6,772.2,2.6,50,Wind blowing from the west-southwest,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-12.0,,,,,,30.0,-25.9,No precipitation,12,,,,
23.01.2020 17:00,-14.5,740.0,769.3,,51,Wind blowing from the west-southwest,5,,,no clouds, ,,,-20.4,-12.0,,,,,,30.0,-22.4,No precipitation,6,,,,
23.01.2020 14:00,-12.0,737.8,766.8,0.2,54,Wind blowing from the west,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-12.0,,,,,,28.0,-19.6,0.2,12,,,,
23.01.2020 11:00,-16.4,737.6,766.9,,66,Wind blowing from the south-west,4,,6,100%., ,,,-20.4,-15.0,,,2500 or more  or no clouds.,,,8.0,-21.3,0.1,6,,,,
23.01.2020 08:00,-18.6,737.9,767.4,0.2,77,Wind blowing from the south-southeast,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,-21.6,0.2,12,,,,
23.01.2020 05:00,-18.1,737.7,767.1,,73,Wind blowing from the south-southeast,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,,,,,,,,6.0,-21.8,0.1,6,,,,
23.01.2020 02:00,-18.6,739.4,768.7,,71,Wind blowing from the south,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-15.0,,,2500 or more  or no clouds.,,,9.0,-22.6,No precipitation,12,,,,
22.01.2020 20:00,-19.0,741.0,771.0,0.3,70,Wind blowing from the south,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-15.0,,,2500 or more  or no clouds.,,,9.0,-23.1,No precipitation,12,,,,
22.01.2020 17:00,-18.4,740.7,770.5,,65,Wind blowing from the south-west,2,,6,100%., ,,,-25.6,-13.9,,,2500 or more  or no clouds.,,,8.0,-23.4,No precipitation,6,,,,
22.01.2020 14:00,-15.3,740.0,769.5,,60,Wind blowing from the west,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-13.9,,,2500 or more  or no clouds.,,,16.0,-21.3,No precipitation,12,,,,
22.01.2020 11:00,-19.1,740.2,769.8,,76,Wind blowing from the west,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-13.9,,,2500 or more  or no clouds.,,,5.0,-22.3,No precipitation,6,,,,
22.01.2020 08:00,-25.5,739.7,769.5,1.3,76,Wind blowing from the west-southwest,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-13.9,,,2500 or more  or no clouds.,,,2.9,-28.5,No precipitation,12,,,,
22.01.2020 05:00,-22.3,738.4,767.8,,77,Wind blowing from the west-northwest,2,,5,,Haze. ,,,-24.2,-13.9,,,,,,4.0,-25.2,No precipitation,6,,,,
22.01.2020 02:00,-21.3,738.0,767.4,,78,Wind blowing from the west-northwest,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-13.9,,,2500 or more  or no clouds.,,,4.1,-24.1,No precipitation,12,,,,
21.01.2020 20:00,-16.5,735.4,764.8,0.6,83,Wind blowing from the north-northwest,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-13.9,,,2500 or more  or no clouds.,,,4.4,-18.8,No precipitation,12,,,,
21.01.2020 17:00,-13.9,734.8,763.9,,77,Wind blowing from the south-east,4,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-13.9,,,2500 or more  or no clouds.,,,7.0,-17.1,No precipitation,6,,,,
21.01.2020 14:00,-15.1,734.8,764.1,-2.6,80,Wind blowing from the east-southeast,4,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-15.1,,,2500 or more  or no clouds.,,,6.0,-17.8,No precipitation,12,,,,
21.01.2020 11:00,-19.9,737.4,767.0,,79,Wind blowing from the east-southeast,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-16.1,,,2500 or more  or no clouds.,,,3.1,-22.7,No precipitation,6,,,,
21.01.2020 08:00,-23.4,738.4,768.4,0.0,76,Wind blowing from the east-southeast,3,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,,,,2500 or more  or no clouds.,,,4.0,-26.4,No precipitation,12,,,,
21.01.2020 05:00,-21.3,738.4,768.0,,81,Wind blowing from the south-east,3,,4,,Mist. ,,,-25.5,-16.1,,,,,,2.3,-23.7,No precipitation,6,,,,
21.01.2020 02:00,-21.9,738.7,768.2,,79,Wind blowing from the south-southeast,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-16.1,,,2500 or more  or no clouds.,,,3.1,-24.6,No precipitation,12,,,,
20.01.2020 20:00,-21.3,738.4,768.3,0.8,77,Wind blowing from the south-southwest,3,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-16.1,,,2500 or more  or no clouds.,,,4.0,-24.3,No precipitation,12,,,,
20.01.2020 17:00,-19.4,737.6,767.4,,70,Wind blowing from the south-west,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-16.1,,,2500 or more  or no clouds.,,,4.8,-23.5,No precipitation,6,,,,
20.01.2020 14:00,-16.4,736.3,765.7,-0.1,66,Wind blowing from the south-southwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-12.3,,,2500 or more  or no clouds.,,,7.0,-21.4,No precipitation,12,,,,
20.01.2020 11:00,-18.5,736.4,766.0,,75,Wind blowing from the north-northwest,1,,3,100%., ,,,-25.5,-12.2,,,2500 or more  or no clouds.,,,8.0,-21.8,No precipitation,6,,,,
20.01.2020 08:00,-23.3,735.8,765.4,0.9,76,Wind blowing from the east-northeast,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-12.2,,,2500 or more  or no clouds.,,,5.0,-26.3,No precipitation,12,,,,
20.01.2020 05:00,-23.4,734.9,764.5,,76,Wind blowing from the north,2,,4,,Haze. ,,,-23.4,-12.2,,,,,,6.0,-26.4,No precipitation,6,,,,
20.01.2020 02:00,-22.0,735.0,764.2,,78,Wind blowing from the north,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-12.2,,,2500 or more  or no clouds.,,,5.0,-24.8,No precipitation,12,,,,
19.01.2020 20:00,-19.2,734.9,764.3,0.3,78,Wind blowing from the north,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-12.2,,,2500 or more  or no clouds.,,,4.3,-22.1,0.2,12,,,,
19.01.2020 17:00,-17.8,734.6,763.9,,72,Wind blowing from the north,3,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-12.2,,,2500 or more  or no clouds.,,,6.0,-21.6,0.1,6,,,,
19.01.2020 14:00,-12.4,734.2,763.2,-0.6,62,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-12.2,,,2500 or more  or no clouds.,,,7.0,-18.2,0.2,12,,,,
19.01.2020 11:00,-15.7,734.8,764.0,,71,Wind blowing from the north-northwest,1,,3,100%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-14.9,,,2500 or more  or no clouds.,,,4.3,-19.8,0.1,6,,,,
19.01.2020 08:00,-20.3,735.1,764.5,0.6,82,Wind blowing from the north-northeast,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,2.6,-22.6,0.1,12,,,,
19.01.2020 05:00,-20.3,734.5,763.9,,79,Wind blowing from the north-east,2,,5,,Snow not falling as shower(s). ,,,,,,,,,,3.2,-23.0,0.1,6,,,,
19.01.2020 02:00,-20.0,735.1,764.3,,77,Wind blowing from the north-east,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-14.9,,,2500 or more  or no clouds.,,,3.6,-23.0,0.1,12,,,,
18.01.2020 20:00,-19.5,736.0,765.7,-0.2,75,Wind blowing from the east-southeast,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-14.9,,,2500 or more  or no clouds.,,,3.7,-22.8,No precipitation,12,,,,
18.01.2020 17:00,-19.0,736.2,765.9,,73,Wind blowing from the east-southeast,4,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-14.9,,,2500 or more  or no clouds.,,,3.9,-22.6,No precipitation,6,,,,
18.01.2020 14:00,-15.5,736.7,766.3,-1.1,66,Wind blowing from the east-southeast,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-14.9,,,2500 or more  or no clouds.,,,3.8,-20.4,No precipitation,12,,,,
18.01.2020 11:00,-18.9,737.8,767.5,,76,Wind blowing from the east-southeast,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-18.1,,,2500 or more  or no clouds.,,,2.9,-22.1,No precipitation,6,,,,
18.01.2020 08:00,-22.9,738.4,768.4,-0.2,78,Wind blowing from the south-east,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,,,,2500 or more  or no clouds.,,,2.9,-25.7,No precipitation,12,,,,
18.01.2020 05:00,-24.3,738.6,768.5,,75,Wind blowing from the east-southeast,2,,4,,Haze. ,,,-25.8,-18.1,,,,,,2.6,-27.5,No precipitation,6,,,,
18.01.2020 02:00,-24.7,739.5,769.3,,75,Wind blowing from the east-southeast,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-18.1,,,2500 or more  or no clouds.,,,2.5,-27.9,No precipitation,12,,,,
17.01.2020 20:00,-23.0,740.7,770.9,-0.1,76,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-18.1,,,,,,2.4,-26.1,No precipitation,12,,,,
17.01.2020 17:00,-20.5,740.8,770.8,,73,Wind blowing from the south-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-18.1,,,,,,2.4,-24.1,No precipitation,6,,,,
17.01.2020 14:00,-18.4,740.8,770.5,,64,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-17.1,,,,,,5.0,-23.5,No precipitation,12,,,,
17.01.2020 11:00,-22.2,741.5,771.4,,73,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-17.1,,,,,,5.0,-25.7,No precipitation,6,,,,
17.01.2020 08:00,-25.8,741.8,772.0,0.2,75,Wind blowing from the south-east,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-17.1,,,2500 or more  or no clouds.,,,5.0,-28.9,No precipitation,12,,,,
17.01.2020 05:00,-24.2,741.6,771.6,,76,Wind blowing from the south-east,1,,4,, ,,,-25.5,-17.1,,,,,,7.0,-27.2,No precipitation,6,,,,
17.01.2020 02:00,-22.5,742.1,771.9,,77,Wind blowing from the south-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-17.1,,,2500 or more  or no clouds.,,,9.0,-25.4,No precipitation,12,,,,
16.01.2020 20:00,-20.8,742.5,772.6,0.0,73,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-17.1,,,,,,12.0,-24.4,No precipitation,12,,,,
16.01.2020 17:00,-20.1,742.5,772.5,,66,Wind blowing from the south-west,3,,4,no clouds, ,,,-25.8,-17.1,,,,,,13.0,-24.8,No precipitation,6,,,,
16.01.2020 14:00,-17.3,741.9,771.7,-0.5,64,Wind blowing from the west-northwest,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-17.3,,,,,,22.0,-22.5,No precipitation,12,,,,
16.01.2020 11:00,-21.5,742.4,772.6,,72,Wind blowing from the south-west,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-19.1,,,2500 or more  or no clouds.,,,4.7,-25.2,No precipitation,6,,,,
16.01.2020 08:00,-24.1,742.2,772.3,0.4,76,Wind blowing from the west-northwest,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,,,,2500 or more  or no clouds.,,,4.3,-27.1,No precipitation,12,,,,
16.01.2020 05:00,-23.7,741.8,771.9,,79,Wind blowing from the north-west,1,,4,,Haze. ,,,-25.8,-19.1,,,,,,1.9,-26.3,No precipitation,6,,,,
16.01.2020 02:00,-24.8,742.0,772.0,,78,Wind blowing from the north,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-19.1,,,2500 or more  or no clouds.,,,1.6,-27.5,No precipitation,12,,,,
15.01.2020 20:00,-22.7,742.9,773.2,0.3,75,Wind blowing from the south-east,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-19.1,,,2500 or more  or no clouds.,,,2.4,-25.9,No precipitation,12,,,,
15.01.2020 17:00,-21.3,742.6,772.7,,75,Wind blowing from the east-southeast,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-17.9,,,2500 or more  or no clouds.,,,2.9,-24.6,No precipitation,6,,,,
15.01.2020 14:00,-19.4,742.6,772.5,,74,Wind blowing from the east,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-15.5,,,2500 or more  or no clouds.,,,3.1,-22.9,No precipitation,12,,,,
15.01.2020 11:00,-21.9,743.2,773.2,,75,Wind blowing from the east-southeast,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,,,,2500 or more  or no clouds.,,,2.5,-25.1,No precipitation,6,,,,
15.01.2020 08:00,-25.3,743.4,773.5,0.2,75,Wind blowing from the east-southeast,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-14.8,,,2500 or more  or no clouds.,,,3.0,-28.4,No precipitation,12,,,,
15.01.2020 05:00,-23.4,743.2,773.1,,79,Wind blowing from the south-southeast,2,,4,,Haze. ,,,-24.0,-14.8,,,,,,3.4,-26.0,No precipitation,6,,,,
15.01.2020 02:00,-22.9,743.8,773.5,,78,Wind blowing from the south-east,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-14.8,,,2500 or more  or no clouds.,,,3.7,-25.7,No precipitation,12,,,,
14.01.2020 20:00,-19.3,743.7,773.5,,78,Wind blowing from the south-southeast,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-14.8,,,2500 or more  or no clouds.,,,4.9,-22.2,No precipitation,12,,,,
14.01.2020 17:00,-18.1,743.3,773.0,,70,Wind blowing from the south-southeast,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-14.8,,,2500 or more  or no clouds.,,,6.0,-22.2,No precipitation,6,,,,
14.01.2020 14:00,-15.5,743.0,772.5,-0.3,64,Wind blowing from the south,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-13.1,,,2500 or more  or no clouds.,,,9.0,-20.9,No precipitation,12,,,,
14.01.2020 11:00,-19.0,743.3,772.9,,79,Wind blowing from the south-southwest,3,,3,100%., ,,,-21.8,,,,2500 or more  or no clouds.,,,9.0,-21.7,No precipitation,6,,,,
14.01.2020 08:00,-20.8,743.1,772.8,0.5,81,Wind blowing from the south-southwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-13.1,,,2500 or more  or no clouds.,,,8.0,-23.2,No precipitation,12,,,,
14.01.2020 05:00,-20.4,742.6,772.1,,80,Wind blowing from the south-west,3,,5,, ,,,-21.5,-13.1,,,,,,14.0,-23.0,No precipitation,6,,,,
14.01.2020 02:00,-18.9,742.3,771.7,,78,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-13.1,,,2500 or more  or no clouds.,,,20.0,-21.8,No precipitation,12,,,,
13.01.2020 20:00,-17.6,741.4,770.9,1.2,69,Wind blowing from the west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-13.1,,,2500 or more  or no clouds.,,,21.0,-21.9,No precipitation,12,,,,
13.01.2020 17:00,-15.8,740.2,769.6,,62,Wind blowing from the west-northwest,3,,5,100%., ,,,-20.2,-13.1,,,2500 or more  or no clouds.,,,24.0,-21.4,No precipitation,6,,,,
13.01.2020 14:00,-13.3,739.0,768.2,0.4,58,Wind blowing from the west-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-13.1,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
13.01.2020 11:00,-14.7,738.6,767.8,,63,Wind blowing from the north-northwest,2,,4,100%., ,,,-20.2,-14.7,,,2500 or more  or no clouds.,,,19.0,-20.2,No precipitation,6,,,,
13.01.2020 08:00,-19.6,737.8,767.2,1.5,77,Wind blowing from the north-west,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-16.4,,,2500 or more  or no clouds.,,,13.0,-22.6,No precipitation,12,,,,
13.01.2020 05:00,-18.7,736.3,765.5,,80,Wind blowing from the west-northwest,2,,3,, ,,,-21.2,-16.4,,,,,,13.0,-21.3,No precipitation,6,,,,
13.01.2020 02:00,-18.3,735.8,765.0,,78,Wind blowing from the west-southwest,3,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-16.4,,,2500 or more  or no clouds.,,,9.0,-21.2,No precipitation,12,,,,
12.01.2020 20:00,-17.2,735.5,764.8,0.1,71,Wind blowing from the south-west,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-16.4,,,2500 or more  or no clouds.,,,15.0,-21.2,No precipitation,12,,,,
12.01.2020 17:00,-17.2,735.4,764.7,,69,Wind blowing from the south-southwest,2,,4,100%., ,,,-21.2,-15.5,,,2500 or more  or no clouds.,,,13.0,-21.5,No precipitation,6,,,,
12.01.2020 14:00,-16.5,735.4,764.5,-1.2,64,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-12.8,,,,,,16.0,-21.7,No precipitation,12,,,,
12.01.2020 11:00,-18.3,736.6,765.9,,72,Wind blowing from the south-west,3,,4,no clouds, ,,,-21.2,,,,,,,15.0,-22.1,No precipitation,6,,,,
12.01.2020 08:00,-20.6,737.5,767.0,-0.1,76,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-12.8,,,,,,23.0,-23.7,No precipitation,12,,,,
12.01.2020 05:00,-19.6,737.6,766.9,,74,Wind blowing from the west-northwest,2,,5,, ,,,-20.4,-12.8,,,,,,26.0,-23.1,No precipitation,6,,,,
12.01.2020 02:00,-18.4,738.9,768.0,,75,Wind blowing from the north-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-12.8,,,2500 or more  or no clouds.,,,22.0,-21.7,No precipitation,12,,,,
11.01.2020 20:00,-17.2,739.8,769.1,,73,Wind blowing from the west-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-12.8,,,,,,20.0,-21.0,0.1,12,,,,
11.01.2020 17:00,-15.5,739.3,768.5,,68,Wind blowing from the west,2,,7,no clouds, ,,,-21.9,-12.8,,,,,,15.0,-20.1,No precipitation,6,,,,
11.01.2020 14:00,-12.8,738.7,767.8,-0.1,65,Wind blowing from the north-west,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-12.8,,,,,,22.0,-18.0,0.1,12,,,,
11.01.2020 11:00,-13.7,738.8,768.1,,76,Wind blowing from the north-west,4,,6,no clouds, ,,,-21.9,-13.7,,,,,,21.0,-17.0,0.1,6,,,,
11.01.2020 08:00,-17.2,738.2,767.7,0.7,79,Wind blowing from the north-west,3,,4,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-15.8,,,2500 or more  or no clouds.,,,7.0,-20.0,No precipitation,12,,,,
11.01.2020 05:00,-18.3,737.5,766.9,,80,Wind blowing from the north-west,3,,4,,Snow not falling as shower(s). ,,,-21.9,-15.8,,,,,,7.0,-21.0,No precipitation,6,,,,
11.01.2020 02:00,-18.2,737.4,766.6,,80,Wind blowing from the north-west,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-15.8,,,2500 or more  or no clouds.,,,5.0,-20.9,No precipitation,12,,,,
10.01.2020 20:00,-21.1,737.2,766.9,0.3,78,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-15.8,,,2500 or more  or no clouds.,,,2.0,-23.9,No precipitation,12,,,,
