Local time in Kuandian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.02.2020 08:00,1.4,744.1,768.6,0.9,83,Wind blowing from the south,0,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,4.9,-1.2,No precipitation,12,,,,
24.02.2020 05:00,1.0,743.2,767.6,,85,Wind blowing from the south,0,,8,, ,,,,4.6,,,,,,12.0,-1.2,No precipitation,6,,,,
24.02.2020 02:00,1.4,743.0,767.4,,80,Wind blowing from the south-east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.6,,,2500 or more  or no clouds.,,,19.0,-1.8,No precipitation,12,,,,
23.02.2020 20:00,1.4,743.4,768.4,0.8,68,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,4.6,,,,,,26.0,-3.9,No precipitation,12,,,,
23.02.2020 17:00,2.5,742.6,767.8,,56,Wind blowing from the south-west,4,,10,no clouds, ,,,-14.1,4.6,,,,,,28.0,-5.6,No precipitation,6,,,,
23.02.2020 14:00,3.6,743.2,768.2,-2.7,53,Wind blowing from the south-west,4,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,3.7,,,1000-1500,,,22.0,-5.1,No precipitation,12,,,,
23.02.2020 11:00,0.1,745.9,771.0,,57,Wind blowing from the east,1,,2,90  or more  but not 100%, ,,,-14.1,0.8,,,1000-1500,,,14.0,-7.4,No precipitation,6,,,,
23.02.2020 08:00,-10.0,747.1,772.6,0.3,89,Wind blowing from the west-northwest,1,,1,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-1.2,,,,,,2.1,-11.5,No precipitation,12,,,,
23.02.2020 05:00,-13.1,746.8,772.3,,88,Wind blowing from the west-northwest,1,,3,,Mist. ,,,-13.7,-1.2,,,,,,4.8,-14.7,No precipitation,6,,,,
23.02.2020 02:00,-11.9,747.6,773.0,,88,Wind blowing from the west-northwest,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-0.8,,,2500 or more  or no clouds.,,,3.7,-13.5,No precipitation,12,,,,
22.02.2020 20:00,-7.6,746.7,772.0,1.6,83,Wind blowing from the east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.2,,,,,,7.0,-10.0,No precipitation,12,,,,
22.02.2020 17:00,-2.7,745.1,770.1,,60,Wind blowing from the north-west,3,,9,no clouds, ,,,-5.5,0.4,,,,,,10.0,-9.4,No precipitation,6,,,,
22.02.2020 14:00,-1.6,743.9,768.7,0.1,58,Wind blowing from the north-northwest,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,2.2,,,600-1000,,,25.0,-8.8,No precipitation,12,,,,
22.02.2020 11:00,-2.6,743.8,768.6,,62,Wind blowing from the north-west,4,,7,60%., ,,,-5.5,3.7,,,600-1000,,,25.0,-8.9,3.0,6,,,,
22.02.2020 08:00,-4.6,743.2,768.0,1.6,82,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,3.7,,,,,,5.0,-7.2,0.3,12,,,,
22.02.2020 05:00,-2.8,741.6,766.3,,87,Calm  no wind,0,,,,Mist. ,,,-2.8,3.7,,,,,,7.0,-4.7,No precipitation,6,,,,
22.02.2020 02:00,-0.9,741.4,765.9,,95,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,3.7,,,2500 or more  or no clouds.,,,1.9,-1.6,13.0,12,,,,
21.02.2020 20:00,0.1,742.3,766.9,0.0,94,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-3.3,3.7,,,1000-1500,,,0.3,-0.7,15.0,12,,,,
21.02.2020 17:00,0.4,742.3,766.9,,94,Wind blowing from the south-southeast,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-3.3,3.7,,,1000-1500,,,1.3,-0.5,9.0,6,,,,
21.02.2020 14:00,2.2,743.4,768.0,-2.2,89,Wind blowing from the south,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,5.2,,,1000-1500,,,6.0,0.6,3.0,12,,,,
21.02.2020 11:00,3.3,745.6,770.3,,79,Wind blowing from the south,3,,6,100%., ,,,-3.3,5.2,,,1000-1500,,,10.0,0.0,No precipitation,6,,,,
21.02.2020 08:00,1.0,748.2,773.0,-0.3,87,Wind blowing from the east,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.2,,,1000-1500,,,3.8,-0.9,No precipitation,12,,,,
21.02.2020 05:00,0.2,748.5,773.2,,86,Wind blowing from the west-northwest,1,,2,,Mist. ,,,,5.2,,,,,,5.0,-1.9,No precipitation,6,,,,
21.02.2020 02:00,-1.0,749.7,774.4,,88,Wind blowing from the south,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.2,,,2500 or more  or no clouds.,,,3.4,-2.7,No precipitation,12,,,,
20.02.2020 20:00,-1.3,750.4,775.9,0.3,83,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,5.2,,,1000-1500,,,1.7,-3.8,No precipitation,12,,,,
20.02.2020 17:00,2.7,750.1,775.4,,60,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,,,,,1000-1500,,,4.1,-4.3,,,,,,
20.02.2020 14:00,4.2,750.1,775.3,-1.1,52,Wind blowing from the north,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,4.8,,,2500 or more  or no clouds.,,,14.0,-5.0,No precipitation,12,,,,
20.02.2020 11:00,-0.2,751.2,776.5,,68,Wind blowing from the west-northwest,2,,3,no clouds, ,,,-13.5,4.5,,,,,,6.0,-5.4,No precipitation,6,,,,
20.02.2020 08:00,-11.2,750.9,776.5,1.1,88,Wind blowing from the west-southwest,1,,1,no clouds,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,4.5,,,,,,0.9,-12.8,No precipitation,12,,,,
20.02.2020 05:00,-12.6,749.8,775.1,,90,Wind blowing from the south-west,0,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-16.1,4.5,,,,,,less than 0.1,-13.9,No precipitation,6,,,,
20.02.2020 02:00,-11.1,749.4,774.7,,88,Wind blowing from the west,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,4.5,,,2500 or more  or no clouds.,,,2.3,-12.7,No precipitation,12,,,,
19.02.2020 20:00,-5.3,748.2,773.8,0.9,85,Wind blowing from the south,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,4.5,,,,,,2.6,-7.4,No precipitation,12,,,,
19.02.2020 17:00,1.1,747.3,772.7,,60,Wind blowing from the north-east,1,,,no clouds, ,,,-16.1,4.5,,,,,,12.0,-5.8,No precipitation,6,,,,
19.02.2020 14:00,0.9,747.1,772.5,-1.2,61,Wind blowing from the west-northwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,0.9,,,,,,15.0,-5.8,No precipitation,12,,,,
19.02.2020 11:00,-2.1,748.3,773.8,,67,Wind blowing from the west,1,,,60%., ,,,,,,,1000-1500,,,6.0,-7.4,,,,,,
19.02.2020 08:00,-11.8,748.3,774.2,0.9,87,Wind blowing from the south-southwest,1,,1,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-1.4,,,1000-1500,,,2.2,-13.5,No precipitation,12,,,,
19.02.2020 05:00,-15.5,747.4,773.1,,86,Wind blowing from the south-west,1,,2,,Mist. ,,,-21.6,-1.4,,,,,,4.0,-17.4,No precipitation,6,,,,
19.02.2020 02:00,-13.5,747.3,772.9,,85,Wind blowing from the west-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-1.4,,,2500 or more  or no clouds.,,,4.2,-15.5,No precipitation,12,,,,
18.02.2020 20:00,-10.2,746.3,772.4,0.9,80,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-1.4,,,,,,2.5,-13.0,No precipitation,12,,,,
18.02.2020 17:00,-2.4,745.4,771.2,,47,Wind blowing from the north-northwest,1,,4,no clouds, ,,,-21.6,-1.4,,,,,,8.0,-12.4,No precipitation,6,,,,
18.02.2020 14:00,-3.1,745.2,770.9,-1.3,43,Wind blowing from the west-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-3.1,,,,,,24.0,-13.9,No precipitation,12,,,,
18.02.2020 11:00,-5.0,746.5,772.3,,38,Wind blowing from the west-southwest,1,,3,no clouds, ,,,-21.6,-5.0,,,,,,10.0,-17.1,No precipitation,6,,,,
18.02.2020 08:00,-17.5,747.2,773.3,1.1,79,Wind blowing from the west,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-5.9,,,,,,2.4,-20.3,No precipitation,12,,,,
18.02.2020 05:00,-20.6,746.1,772.2,,81,Wind blowing from the west,1,,8,,Haze. ,,,-21.3,-5.9,,,,,,4.4,-23.0,No precipitation,6,,,,
18.02.2020 02:00,-19.0,745.5,771.4,,76,Wind blowing from the west-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-5.9,,,2500 or more  or no clouds.,,,8.0,-22.2,No precipitation,12,,,,
17.02.2020 20:00,-10.3,743.9,769.8,1.9,47,Wind blowing from the north,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-5.9,,,,,,20.0,-19.5,No precipitation,12,,,,
17.02.2020 17:00,-8.5,742.0,767.7,,41,Wind blowing from the north-northwest,5,,10,no clouds, ,,,-14.9,-5.9,,,,,,21.0,-19.4,No precipitation,6,,,,
17.02.2020 14:00,-6.0,740.2,765.7,-0.4,35,Wind blowing from the north,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-4.8,,,,,,30.0,-19.0,No precipitation,12,,,,
17.02.2020 11:00,-8.5,740.6,766.0,,38,Wind blowing from the north-east,4,,10,no clouds, ,,,-14.9,-4.2,,,,,,30.0,-20.3,No precipitation,6,,,,
17.02.2020 08:00,-14.8,740.7,766.3,0.5,57,Wind blowing from the west-northwest,3,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-4.2,,,2500 or more  or no clouds.,,,10.0,-21.4,No precipitation,12,,,,
17.02.2020 05:00,-14.1,740.2,765.7,,59,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,30.0,-20.4,,,,,,
17.02.2020 02:00,-12.8,740.2,765.6,,59,Wind blowing from the north-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-4.2,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
16.02.2020 20:00,-8.7,739.7,765.0,1.5,51,Wind blowing from the north,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-1.6,,,1000-1500,,,27.0,-17.2,0.2,12,,,,
16.02.2020 17:00,-6.8,738.2,763.3,,56,Wind blowing from the north-northeast,4,,11,90  or more  but not 100%, ,,,-7.5,,,,1000-1500,,,6.0,-14.1,No precipitation,6,,,,
16.02.2020 14:00,-5.0,735.6,760.4,0.6,53,Wind blowing from the north-northeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,,,,1000-1500,,,13.0,-13.1,1.0,12,,,,
16.02.2020 11:00,-5.6,735.0,759.7,,64,Wind blowing from the north,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.5,,,,1000-1500,,,13.0,-11.5,0.7,6,,,,
16.02.2020 08:00,-7.5,734.6,759.4,0.4,83,Wind blowing from the north-northwest,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.5,0.6,,,1000-1500,,,2.0,-10.0,5.0,12,,,,
16.02.2020 05:00,-6.5,734.2,758.8,,80,Wind blowing from the north-west,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,0.6,,,,,,7.0,-9.5,2.0,6,,,,
16.02.2020 02:00,-5.2,735.1,759.7,,84,Wind blowing from the north,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,1.3,,,2500 or more  or no clouds.,,,4.8,-7.5,12.0,12,,,,
15.02.2020 20:00,-1.6,737.5,762.1,-0.6,92,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-1.6,2.9,,,2500 or more  or no clouds.,,,4.5,-2.7,22.0,12,,,,
15.02.2020 17:00,-0.6,738.1,762.6,,92,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-0.6,,,,2500 or more  or no clouds.,,,2.2,-1.7,12.0,6,,,,
15.02.2020 14:00,0.3,739.3,763.7,-2.1,91,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-0.6,,,,2500 or more  or no clouds.,,,0.4,-1.0,20.0,12,,,,
15.02.2020 11:00,0.0,741.4,765.9,,92,Wind blowing from the south-east,1,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-0.6,,,,2500 or more  or no clouds.,,,1.4,-1.1,12.0,6,,,,
15.02.2020 08:00,-0.3,741.9,766.3,-0.1,92,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,6.5,,,2500 or more  or no clouds.,,,1.4,-1.4,6.0,12,,,,
15.02.2020 05:00,0.2,742.0,766.4,,90,Wind blowing from the south-east,1,,,,Mist. ,,,0.1,6.5,,,,,,3.9,-1.2,2.0,6,,,,
15.02.2020 02:00,1.3,743.8,768.1,,84,Wind blowing from the south,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,6.5,,,2500 or more  or no clouds.,,,6.0,-1.1,0.1,12,,,,
14.02.2020 20:00,2.7,743.9,768.4,0.7,74,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,6.5,,,1000-1500,,,10.0,-1.6,No precipitation,12,,,,
14.02.2020 17:00,4.4,743.2,767.6,,74,Wind blowing from the east,1,,,100%., ,,,1.2,6.5,,,1000-1500,,,11.0,0.2,No precipitation,6,,,,
14.02.2020 14:00,6.4,742.5,766.7,-0.6,72,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,6.4,,,1000-1500,,,16.0,1.7,0.1,12,,,,
14.02.2020 11:00,4.9,743.1,767.4,,88,Wind blowing from the west,1,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,4.9,,,1000-1500,,,7.0,3.1,No precipitation,6,,,,
14.02.2020 08:00,1.7,743.0,767.5,0.6,96,Wind blowing from the west-southwest,1,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Drizzle.,Fog or ice fog or thick haze.,,3.1,,,1000-1500,,,0.1,1.1,0.3,12,,,,
14.02.2020 05:00,1.4,742.4,766.8,,96,Calm  no wind,0,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,,3.1,,,,,,0.1,0.8,0.3,6,,,,
14.02.2020 02:00,1.8,742.9,767.2,,95,Calm  no wind,0,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.1,,,2500 or more  or no clouds.,,,0.1,1.1,0.8,12,,,,
13.02.2020 20:00,2.3,741.7,766.2,1.2,95,Wind blowing from the west-southwest,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,3.1,,,1000-1500,,,0.9,1.6,0.6,12,,,,
13.02.2020 17:00,3.0,740.5,765.1,,94,Wind blowing from the north-northeast,1,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,6.7,,,,,,0.3,2.1,0.3,6,,,,
13.02.2020 14:00,3.0,739.3,763.9,-0.6,94,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,8.1,,,1000-1500,,,2.2,2.1,No precipitation,12,,,,
13.02.2020 11:00,1.8,739.9,764.5,,95,Wind blowing from the west-northwest,1,,2,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,8.1,,,1000-1500,,,0.6,1.1,No precipitation,6,,,,
13.02.2020 08:00,-1.5,739.4,763.9,1.2,93,Wind blowing from the west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,8.1,,,1000-1500,,,2.2,-2.5,No precipitation,12,,,,
13.02.2020 05:00,-4.5,738.2,762.6,,92,Wind blowing from the west,1,,4,,Mist. ,,,-5.0,8.1,,,,,,4.1,-5.6,No precipitation,6,,,,
13.02.2020 02:00,-4.1,738.1,762.4,,91,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,8.1,,,2500 or more  or no clouds.,,,2.5,-5.3,No precipitation,12,,,,
12.02.2020 20:00,0.2,738.0,762.3,0.5,85,Wind blowing from the east,0,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,8.1,,,1000-1500,,,4.6,-2.0,No precipitation,12,,,,
12.02.2020 17:00,6.6,737.5,761.6,,64,Wind blowing from the north-northwest,2,,4,100%., ,,,-0.1,8.1,,,1000-1500,,,7.0,0.3,No precipitation,6,,,,
12.02.2020 14:00,7.9,738.1,762.2,,63,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,7.9,,,1000-1500,,,13.0,1.3,No precipitation,12,,,,
12.02.2020 11:00,6.1,740.2,764.5,,76,Wind blowing from the north-west,2,,4,100%., ,,,-0.1,6.4,,,1000-1500,,,6.0,2.2,No precipitation,6,,,,
12.02.2020 08:00,2.5,741.1,765.6,-0.3,92,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.9,,,1000-1500,,,1.0,1.3,No precipitation,12,,,,
12.02.2020 05:00,1.3,741.4,765.7,,87,Wind blowing from the east-northeast,1,,6,,Mist. ,,,,4.9,,,,,,2.5,-0.6,No precipitation,6,,,,
12.02.2020 02:00,0.9,742.6,767.0,,88,Wind blowing from the east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,4.9,,,2500 or more  or no clouds.,,,2.6,-0.9,No precipitation,12,,,,
11.02.2020 20:00,0.1,744.0,768.9,0.2,87,Wind blowing from the east,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,4.9,,,1000-1500,,,2.3,-1.8,No precipitation,12,,,,
11.02.2020 17:00,4.3,743.8,768.7,,72,Wind blowing from the west-northwest,3,,5,100%., ,,,-8.3,4.9,,,1000-1500,,,3.6,-0.3,No precipitation,6,,,,
11.02.2020 14:00,3.6,744.4,769.1,-1.3,55,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,6.9,,,1000-1500,,,10.0,-4.6,No precipitation,12,,,,
11.02.2020 11:00,0.5,745.7,770.6,,72,Wind blowing from the north-northwest,1,,2,100%., ,,,-8.3,6.9,,,1000-1500,,,1.4,-4.1,No precipitation,6,,,,
11.02.2020 08:00,-5.9,745.8,770.9,0.5,88,Wind blowing from the west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,,,,1000-1500,,,2.1,-7.6,No precipitation,12,,,,
11.02.2020 05:00,-7.7,745.3,770.1,,86,Wind blowing from the north-east,0,,,,Mist. ,,,-12.2,6.9,,,,,,4.1,-9.6,No precipitation,6,,,,
11.02.2020 02:00,-6.3,745.7,770.5,,85,Wind blowing from the south-west,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,6.9,,,2500 or more  or no clouds.,,,3.6,-8.4,No precipitation,12,,,,
10.02.2020 20:00,-3.1,744.1,769.4,1.2,75,Wind blowing from the north-northwest,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,6.9,,,,,,3.8,-6.9,No precipitation,12,,,,
10.02.2020 17:00,4.0,742.9,767.9,,44,Wind blowing from the south,1,,3,no clouds, ,,,-12.2,6.9,,,,,,13.0,-7.4,No precipitation,6,,,,
10.02.2020 14:00,5.4,742.8,767.6,-1.1,40,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,6.1,,,,,,17.0,-7.1,No precipitation,12,,,,
10.02.2020 11:00,1.5,743.9,768.9,,57,Wind blowing from the south-southwest,1,,3,70 – 80%., ,,,-12.2,1.6,,,2500 or more  or no clouds.,,,7.0,-6.3,No precipitation,6,,,,
10.02.2020 08:00,-9.7,743.3,768.7,1.3,86,Wind blowing from the east-southeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,0.7,,,,,,2.0,-11.6,No precipitation,12,,,,
10.02.2020 05:00,-11.4,742.0,767.2,,85,Wind blowing from the south,0,,3,,Mist. ,,,-15.4,0.7,,,,,,3.5,-13.4,No precipitation,6,,,,
10.02.2020 02:00,-10.3,742.0,767.1,,85,Wind blowing from the west-northwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,0.7,,,2500 or more  or no clouds.,,,2.9,-12.3,No precipitation,12,,,,
09.02.2020 20:00,-6.5,741.7,767.2,0.5,77,Wind blowing from the south-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,0.7,,,,,,3.7,-9.9,No precipitation,12,,,,
09.02.2020 17:00,-1.3,741.2,766.5,,57,Wind blowing from the west-southwest,2,,8,40%., ,,,-15.4,0.7,,,2500 or more  or no clouds.,,,8.0,-8.9,No precipitation,6,,,,
09.02.2020 14:00,0.3,741.4,766.6,-1.9,42,Wind blowing from the south-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,0.3,,,,,,16.0,-11.1,No precipitation,12,,,,
09.02.2020 11:00,-2.0,743.3,768.6,,38,Wind blowing from the west,2,,4,90  or more  but not 100%, ,,,-15.4,-0.1,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,6,,,,
09.02.2020 08:00,-12.4,744.7,770.4,-0.9,80,Wind blowing from the south,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-0.1,,,,,,4.6,-15.1,No precipitation,12,,,,
