Local time in Jingdezhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 08:00,7.6,763.2,769.0,0.2,98,Wind blowing from the north-east,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,10.2,,,2500 or more  or no clouds.,,,3.5,7.3,13.0,12,,,,
25.01.2020 05:00,7.8,763.0,768.9,,97,Wind blowing from the east-northeast,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.8,10.2,,,,,,6.0,7.4,6.0,6,,,,
25.01.2020 02:00,7.9,762.6,768.4,-1.4,98,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.2,,,2500 or more  or no clouds.,,,6.0,7.6,7.0,12,,,,
24.01.2020 23:00,8.4,764.0,769.9,,98,Wind blowing from the north-northeast,1,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,,,8.4,10.2,,,,,,3.8,8.1,4.0,6,,,,
24.01.2020 20:00,8.9,763.9,769.7,0.9,97,Wind blowing from the north-northeast,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,10.2,,,2500 or more  or no clouds.,,,2.6,8.5,10.0,12,,,,
24.01.2020 17:00,9.7,763.0,768.8,,96,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,10.2,,,300-600,,,9.0,9.1,5.0,6,,,,
24.01.2020 14:00,9.9,762.5,768.4,-1.5,95,Wind blowing from the north-northeast,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,10.2,,,300-600,,,16.0,9.1,8.0,12,,,,
24.01.2020 11:00,9.8,764.0,769.9,,97,Wind blowing from the east-northeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,9.9,,,,,,4.9,9.3,3.0,6,,,,
24.01.2020 08:00,9.2,764.1,769.9,2.5,95,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,9.9,,,1000-1500,,,14.0,8.4,6.0,12,,,,
24.01.2020 05:00,8.9,761.6,767.5,,97,Wind blowing from the north-east,1,,5,, ,,,8.9,9.9,,,,,,14.0,8.5,2.0,6,,,,
24.01.2020 02:00,9.0,761.7,767.5,,98,Wind blowing from the east-northeast,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,9.9,,,2500 or more  or no clouds.,,,13.0,8.7,21.0,12,,,,
23.01.2020 20:00,9.5,761.4,767.2,1.5,98,Wind blowing from the north,0,,5,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,9.9,,,2500 or more  or no clouds.,,,5.0,9.2,41.0,12,,,,
23.01.2020 17:00,9.7,759.9,765.7,,98,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,9.9,,,,,,10.0,9.4,23.0,6,,,,
23.01.2020 14:00,9.6,759.7,765.4,-1.5,98,Wind blowing from the north,0,,6,,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,10.0,,,2500 or more  or no clouds.,,,2.7,9.3,38.0,12,,,,
23.01.2020 11:00,9.6,761.2,766.9,,98,Wind blowing from the east,0,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,8.8,10.1,,,300-600,,,4.2,9.3,19.0,6,,,,
23.01.2020 08:00,9.2,760.9,766.6,1.5,98,Wind blowing from the north-west,0,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,10.1,,,2500 or more  or no clouds.,,,1.7,8.9,28.0,12,,,,
23.01.2020 05:00,8.9,759.4,765.2,,99,Wind blowing from the north,1,,6,,Mist. ,,,8.2,10.1,,,,,,3.1,8.8,12.0,6,,,,
23.01.2020 02:00,9.0,760.5,766.3,,98,Wind blowing from the south,1,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,10.1,,,2500 or more  or no clouds.,,,3.0,8.7,23.0,12,,,,
22.01.2020 23:00,9.7,760.1,765.9,,99,Wind blowing from the west,1,,5,,Rain  not freezing  intermittent  moderate at time of observation. ,,,,10.1,,,,,,2.6,9.6,9.0,6,,,,
22.01.2020 20:00,9.7,759.7,765.4,0.6,98,Wind blowing from the north,0,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,10.1,,,100-200,,,3.6,9.4,14.0,12,,,,
22.01.2020 17:00,9.9,759.1,764.9,,98,Wind blowing from the south-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,10.1,,,100-200,,,5.0,9.6,10.0,6,,,,
22.01.2020 14:00,9.8,758.7,764.5,,97,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,10.1,,,100-200,,,5.0,9.3,11.0,12,,,,
22.01.2020 11:00,10.0,759.2,765.0,,98,Wind blowing from the north,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.0,,,300-600,,,3.2,9.7,7.0,6,,,,
22.01.2020 08:00,9.0,758.9,764.7,0.1,98,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.2,,,100-200,,,1.0,8.7,7.0,12,,,,
22.01.2020 05:00,8.2,758.8,764.6,,96,Wind blowing from the east,2,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,,,6.4,9.2,,,,,,4.1,7.6,3.0,6,,,,
22.01.2020 02:00,7.8,759.7,765.5,,95,Wind blowing from the east-northeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.2,,,2500 or more  or no clouds.,,,2.4,7.1,2.0,12,,,,
21.01.2020 23:00,8.4,760.6,766.5,,84,Wind blowing from the north-northeast,1,,4,, ,,,6.4,9.2,,,,,,8.0,5.9,No precipitation,6,,,,
21.01.2020 20:00,8.4,760.7,766.6,0.6,85,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.6,,,2500 or more  or no clouds.,,,9.0,6.0,Trace of precipitation,12,,,,
21.01.2020 17:00,8.8,760.1,766.0,,84,Wind blowing from the north-east,1,,5,100%., ,,,6.4,11.5,,,2500 or more  or no clouds.,,,8.0,6.2,No precipitation,6,,,,
21.01.2020 14:00,8.8,760.5,766.3,,83,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,600-1000,,,8.0,6.1,1.0,12,,,,
21.01.2020 11:00,7.3,763.0,768.8,,89,Wind blowing from the north-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,,,,5.0,5.6,1.0,6,,,,
21.01.2020 08:00,6.4,762.9,768.7,0.6,90,Wind blowing from the east-northeast,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.1,,,2500 or more  or no clouds.,,,5.0,4.9,1.0,12,,,,
21.01.2020 05:00,7.6,762.3,768.1,,72,Wind blowing from the east-northeast,1,,5,, ,,,0.6,14.1,,,,,,11.0,2.9,No precipitation,6,,,,
21.01.2020 02:00,7.7,763.6,769.3,-0.6,73,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.1,,,2500 or more  or no clouds.,,,11.0,3.2,No precipitation,12,,,,
20.01.2020 23:00,8.2,764.2,770.0,,73,Wind blowing from the north-northeast,1,,3,, ,,,0.6,14.1,,,,,,10.0,3.5,No precipitation,6,,,,
20.01.2020 20:00,9.6,763.6,769.6,,66,Wind blowing from the north-east,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.1,,,,,,8.0,3.6,No precipitation,12,,,,
20.01.2020 17:00,11.5,763.3,769.1,,47,Wind blowing from the north-northeast,1,,3,, ,,,0.6,14.1,,,,,,9.0,0.6,No precipitation,6,,,,
20.01.2020 14:00,13.1,763.3,769.1,-2.4,42,Wind blowing from the north,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,13.2,,,2500 or more  or no clouds.,,,10.0,0.5,No precipitation,12,,,,
20.01.2020 11:00,8.0,765.7,771.6,,71,Wind blowing from the north,1,,2,50%., ,,,0.6,11.8,,,2500 or more  or no clouds.,,,8.0,3.1,No precipitation,6,,,,
20.01.2020 08:00,1.2,764.8,770.7,0.9,97,Wind blowing from the north,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,11.8,,,,,,4.9,0.8,No precipitation,12,,,,
20.01.2020 05:00,1.9,763.9,769.9,,95,Wind blowing from the north-east,1,,4,,Mist. ,,,1.9,11.8,,,,,,4.8,1.2,No precipitation,6,,,,
20.01.2020 02:00,3.1,764.1,769.9,-0.1,94,Wind blowing from the east,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,11.8,,,2500 or more  or no clouds.,,,5.0,2.2,No precipitation,12,,,,
19.01.2020 23:00,4.1,764.2,770.2,,89,Calm  no wind,0,,,,Mist. ,,,4.0,11.8,,,,,,5.0,2.5,No precipitation,6,,,,
19.01.2020 20:00,6.1,763.8,769.7,0.9,79,Wind blowing from the south-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,11.8,,,,,,6.0,2.6,No precipitation,12,,,,
19.01.2020 17:00,9.8,762.9,768.7,,55,Wind blowing from the south-west,2,,4,20–30%., ,,,4.0,11.8,,,1000-1500,,,8.0,1.2,No precipitation,6,,,,
19.01.2020 14:00,11.0,763.0,768.9,-2.2,52,Wind blowing from the south-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,11.2,,,1000-1500,,,8.0,1.5,No precipitation,12,,,,
19.01.2020 11:00,8.5,765.2,771.1,,64,Wind blowing from the south,2,,4,20–30%., ,,,4.0,10.6,,,1000-1500,,,8.0,2.1,No precipitation,6,,,,
19.01.2020 08:00,4.5,764.6,770.5,1.3,89,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,10.6,,,,,,7.0,2.8,No precipitation,12,,,,
19.01.2020 05:00,5.5,763.3,769.1,,85,Wind blowing from the south-southwest,1,,3,, ,,,3.9,10.6,,,,,,9.0,3.2,No precipitation,6,,,,
19.01.2020 02:00,5.8,763.5,769.3,-0.1,84,Wind blowing from the west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.6,,,2500 or more  or no clouds.,,,8.0,3.3,No precipitation,12,,,,
18.01.2020 23:00,6.5,763.6,769.6,,81,Wind blowing from the west,1,,4,, ,,,3.9,10.6,,,,,,12.0,3.5,No precipitation,6,,,,
18.01.2020 20:00,7.2,762.6,768.5,0.6,80,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.6,,,1000-1500,,,14.0,4.0,No precipitation,12,,,,
18.01.2020 17:00,8.3,762.0,767.8,,64,Calm  no wind,0,,,100%., ,,,3.9,10.6,,,1000-1500,,,18.0,1.9,No precipitation,6,,,,
18.01.2020 14:00,10.2,762.1,767.9,-2.5,55,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.6,,,2500 or more  or no clouds.,,,16.0,1.6,No precipitation,12,,,,
18.01.2020 11:00,6.0,764.6,770.5,,80,Wind blowing from the east-northeast,1,,3,100%., ,,,3.9,6.6,,,2500 or more  or no clouds.,,,15.0,2.8,No precipitation,6,,,,
18.01.2020 08:00,4.1,764.3,770.2,0.7,89,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,6.6,,,2500 or more  or no clouds.,,,14.0,2.5,No precipitation,12,,,,
18.01.2020 05:00,4.1,763.6,769.6,,87,Wind blowing from the east-northeast,1,,3,, ,,,3.2,6.6,,,,,,14.0,2.1,No precipitation,6,,,,
18.01.2020 02:00,4.4,764.5,770.5,-0.8,90,Wind blowing from the north-northwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,6.6,,,2500 or more  or no clouds.,,,11.0,2.9,No precipitation,12,,,,
17.01.2020 23:00,5.0,765.3,771.2,,88,Wind blowing from the west-northwest,1,,2,, ,,,3.2,6.6,,,,,,13.0,3.2,No precipitation,6,,,,
17.01.2020 20:00,5.7,765.0,770.9,0.5,84,Wind blowing from the south-west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,6.6,,,2500 or more  or no clouds.,,,12.0,3.2,No precipitation,12,,,,
17.01.2020 17:00,6.1,764.5,770.4,,82,Wind blowing from the south-southwest,1,,2,, ,,,3.2,6.6,,,,,,16.0,3.3,No precipitation,6,,,,
17.01.2020 14:00,6.3,764.2,770.2,-2.3,79,Wind blowing from the east,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,6.4,,,2500 or more  or no clouds.,,,19.0,2.9,No precipitation,12,,,,
17.01.2020 11:00,5.0,766.5,772.4,,85,Wind blowing from the east,1,,3,100%., ,,,3.2,5.0,,,1000-1500,,,16.0,2.7,No precipitation,6,,,,
17.01.2020 08:00,3.4,766.1,772.1,1.3,90,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,4.2,,,2500 or more  or no clouds.,,,13.0,1.9,No precipitation,12,,,,
17.01.2020 05:00,3.2,764.8,770.7,,93,Wind blowing from the west-southwest,1,,3,, ,,,3.2,4.5,,,,,,15.0,2.2,No precipitation,6,,,,
17.01.2020 02:00,3.2,765.6,771.6,0.0,95,Wind blowing from the west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,5.6,,,2500 or more  or no clouds.,,,9.0,2.5,No precipitation,12,,,,
16.01.2020 23:00,3.5,765.6,771.6,,94,Wind blowing from the west,1,,4,,Mist. ,,,3.5,,,,,,,5.0,2.6,No precipitation,6,,,,
16.01.2020 20:00,3.8,764.9,770.8,1.0,90,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,2500 or more  or no clouds.,,,11.0,2.3,0.7,12,,,,
16.01.2020 17:00,4.1,763.9,769.8,,91,Wind blowing from the west,1,,4,, ,,,3.7,,,,,,,11.0,2.8,No precipitation,6,,,,
16.01.2020 14:00,4.2,762.9,768.8,-1.1,96,Wind blowing from the west-southwest,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.1,,,100-200,,,5.0,3.6,6.0,12,,,,
16.01.2020 11:00,4.1,764.0,769.9,,96,Wind blowing from the west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.1,,,,,,7.0,3.5,3.0,6,,,,
16.01.2020 08:00,3.9,763.1,769.0,1.3,97,Wind blowing from the west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.1,,,2500 or more  or no clouds.,,,8.0,3.5,10.0,12,,,,
16.01.2020 05:00,4.5,761.8,767.7,,97,Wind blowing from the west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.4,6.1,,,,,,10.0,4.1,7.0,6,,,,
16.01.2020 02:00,5.6,761.7,767.6,-0.1,98,Wind blowing from the west-southwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,2500 or more  or no clouds.,,,6.0,5.3,12.0,12,,,,
15.01.2020 23:00,5.9,761.8,767.7,,98,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,,,,,,,,3.8,5.6,5.0,6,,,,
15.01.2020 20:00,6.0,761.2,767.2,0.9,98,Wind blowing from the north,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,2500 or more  or no clouds.,,,1.7,5.7,17.0,12,,,,
15.01.2020 17:00,6.0,760.3,766.2,,98,Wind blowing from the north-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,100-200,,,2.1,5.7,8.0,6,,,,
15.01.2020 14:00,5.9,760.0,765.9,-1.9,97,Wind blowing from the north-northeast,1,,5,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Rain.,5.2,,,,100-200,,,1.8,5.5,12.0,12,,,,
15.01.2020 11:00,5.7,761.9,767.8,,97,Wind blowing from the north,1,,5,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Rain.,5.2,,,,100-200,,,1.0,5.3,7.0,6,,,,
15.01.2020 08:00,5.3,761.8,767.6,0.6,96,Wind blowing from the east-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,2500 or more  or no clouds.,,,1.5,4.7,2.0,12,,,,
15.01.2020 05:00,5.9,761.2,767.1,,87,Wind blowing from the north-east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.9,12.8,,,,,,4.3,3.9,No precipitation,6,,,,
15.01.2020 02:00,7.0,762.9,768.7,-0.1,71,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,12.8,,,2500 or more  or no clouds.,,,7.0,2.1,No precipitation,12,,,,
14.01.2020 23:00,7.2,763.0,768.8,,72,Wind blowing from the north-northeast,1,,5,, ,,,6.4,12.8,,,,,,8.0,2.5,No precipitation,6,,,,
14.01.2020 20:00,8.1,763.3,769.2,0.0,71,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,12.8,,,2500 or more  or no clouds.,,,11.0,3.2,No precipitation,12,,,,
14.01.2020 17:00,10.9,763.3,769.2,,61,Wind blowing from the north-northeast,0,,5,90  or more  but not 100%, ,,,6.4,12.8,,,,,,13.0,3.7,No precipitation,6,,,,
14.01.2020 14:00,12.4,763.3,769.2,-1.5,54,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,12.7,,,2500 or more  or no clouds.,,,11.0,3.4,No precipitation,12,,,,
14.01.2020 11:00,9.9,764.8,770.6,,62,Wind blowing from the east-northeast,2,,5,, ,,,6.4,10.9,,,,,,10.0,3.0,No precipitation,6,,,,
14.01.2020 08:00,6.7,764.2,770.1,0.7,81,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,2500 or more  or no clouds.,,,10.0,3.7,No precipitation,12,,,,
14.01.2020 05:00,7.0,763.5,769.3,,77,Wind blowing from the north-northeast,1,,3,, ,,,5.1,10.9,,,,,,14.0,3.2,No precipitation,6,,,,
14.01.2020 02:00,7.2,762.6,768.4,-0.6,79,Wind blowing from the north-northeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,10.9,,,2500 or more  or no clouds.,,,17.0,3.8,No precipitation,12,,,,
13.01.2020 23:00,7.6,763.2,769.0,,80,Wind blowing from the west,1,,4,, ,,,4.2,10.9,,,,,,15.0,4.4,No precipitation,6,,,,
13.01.2020 20:00,8.2,761.6,767.5,0.7,79,Wind blowing from the south-west,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,10.9,,,1000-1500,,,10.0,4.8,No precipitation,12,,,,
13.01.2020 17:00,9.0,760.9,766.7,,72,Wind blowing from the north-west,1,,4,100%., ,,,4.2,10.9,,,1000-1500,,,16.0,4.2,No precipitation,6,,,,
13.01.2020 14:00,10.5,760.2,766.0,-1.9,64,Wind blowing from the north-northeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,10.9,,,2500 or more  or no clouds.,,,13.0,4.0,No precipitation,12,,,,
13.01.2020 11:00,7.7,762.1,768.0,,76,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,4.2,10.4,,,,,,16.0,3.6,No precipitation,6,,,,
13.01.2020 08:00,5.4,761.8,767.7,0.1,89,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,10.4,,,2500 or more  or no clouds.,,,16.0,3.7,No precipitation,12,,,,
13.01.2020 05:00,5.2,761.7,767.5,,93,Wind blowing from the east,1,,3,, ,,,3.8,10.4,,,,,,15.0,4.2,No precipitation,6,,,,
13.01.2020 02:00,4.6,761.1,766.9,-1.3,95,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,10.4,,,2500 or more  or no clouds.,,,14.0,3.9,No precipitation,12,,,,
12.01.2020 23:00,6.3,762.4,768.3,,89,Wind blowing from the east,1,,3,, ,,,3.8,10.4,,,,,,13.0,4.6,No precipitation,6,,,,
12.01.2020 20:00,7.1,762.5,768.4,0.9,84,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,10.4,,,2500 or more  or no clouds.,,,15.0,4.6,No precipitation,12,,,,
12.01.2020 17:00,8.3,761.6,767.5,,65,Wind blowing from the west-southwest,0,,3,100%., ,,,3.8,10.4,,,1000-1500,,,12.0,2.1,No precipitation,6,,,,
12.01.2020 14:00,8.9,761.5,767.4,-2.7,65,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,9.1,,,2500 or more  or no clouds.,,,13.0,2.5,No precipitation,12,,,,
12.01.2020 11:00,6.3,764.2,770.2,,80,Wind blowing from the north,1,,4,, ,,,3.8,6.6,,,,,,15.0,3.1,No precipitation,6,,,,
12.01.2020 08:00,4.5,763.6,769.6,0.6,96,Wind blowing from the west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,6.6,,,1000-1500,,,7.0,3.9,No precipitation,12,,,,
12.01.2020 05:00,4.6,763.0,768.9,,94,Wind blowing from the west,1,,5,, ,,,4.6,6.6,,,,,,8.0,3.7,No precipitation,6,,,,
12.01.2020 02:00,5.2,763.6,769.6,0.1,90,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,6.6,,,2500 or more  or no clouds.,,,11.0,3.7,No precipitation,12,,,,
11.01.2020 23:00,5.3,763.5,769.4,,89,Wind blowing from the west-southwest,2,,5,, ,,,5.3,6.6,,,,,,11.0,3.6,No precipitation,6,,,,
11.01.2020 20:00,5.4,762.7,768.7,0.9,91,Wind blowing from the west-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,6.6,,,1000-1500,,,11.0,4.1,Trace of precipitation,12,,,,
