Local time in Zhaotong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 20:00,1.4,605.5,768.3,1.4,82,Wind blowing from the north-northeast,3,,10,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,1.3,5.7,,,300-600,,,17.0,-1.3,0.2,12,,,,
24.01.2020 17:00,2.9,604.1,766.1,,76,Wind blowing from the north,4,,9,100%.,Rain and snow or ice pellets not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,1.8,8.3,,,300-600,,,30.0,-0.9,0.2,6,,,,
24.01.2020 14:00,5.0,604.6,766.0,-1.5,66,Wind blowing from the north,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,,,,2500 or more  or no clouds.,,,30.0,-1.0,No precipitation,12,,,,
24.01.2020 11:00,4.5,606.1,767.9,,71,Wind blowing from the north,2,,5,100%., ,,,1.8,,,,300-600,,,30.0,-0.3,No precipitation,6,,,,
24.01.2020 08:00,2.6,605.0,767.2,1.1,80,Wind blowing from the north,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,30.0,-0.5,No precipitation,12,,,,
24.01.2020 05:00,2.3,603.9,764.2,,81,Wind blowing from the north,1,,11,, ,,,-0.9,16.0,,,,,,16.0,-0.6,No precipitation,6,,,,
24.01.2020 02:00,2.7,604.3,762.5,,80,Wind blowing from the north,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,16.0,,,2500 or more  or no clouds.,,,13.0,-0.4,No precipitation,12,,,,
23.01.2020 20:00,2.8,603.0,765.7,2.7,79,Wind blowing from the north,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,16.0,,,,,,11.0,-0.5,No precipitation,12,,,,
23.01.2020 17:00,8.1,600.3,760.3,,53,Wind blowing from the north-northeast,4,,10,20–30%., ,,,-0.9,17.7,,,1000-1500,,,19.0,-0.9,No precipitation,6,,,,
23.01.2020 14:00,14.8,600.3,757.6,-3.0,20,Wind blowing from the south-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,18.3,,,,,,26.0,-7.9,No precipitation,12,,,,
23.01.2020 11:00,5.4,603.3,763.9,,61,Wind blowing from the north-northwest,1,,5,no clouds, ,,,-0.9,,,,,,,14.0,-1.7,No precipitation,6,,,,
23.01.2020 08:00,-0.6,602.7,762.1,0.6,89,Wind blowing from the north,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,18.3,,,,,,14.0,-2.2,No precipitation,12,,,,
23.01.2020 05:00,0.2,602.1,759.6,,86,Wind blowing from the north,1,,11,, ,,,0.2,18.3,,,,,,14.0,-1.9,No precipitation,6,,,,
23.01.2020 02:00,1.9,602.6,759.8,,78,Wind blowing from the north-northeast,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,18.3,,,2500 or more  or no clouds.,,,24.0,-1.5,No precipitation,12,,,,
22.01.2020 20:00,12.9,601.0,756.6,1.1,32,Wind blowing from the west-northwest,3,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,18.3,,,1000-1500,,,30.0,-3.4,No precipitation,12,,,,
22.01.2020 17:00,17.6,599.9,753.5,,18,Wind blowing from the south-west,6,,13,20–30%., ,,,10.2,18.3,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,-7.0,No precipitation,6,,,,
22.01.2020 14:00,17.4,600.4,754.0,-2.6,20,Wind blowing from the south-west,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,17.7,,,1000-1500,,,30.0,-5.8,No precipitation,12,,,,
22.01.2020 11:00,14.0,603.0,757.8,,27,Wind blowing from the south-southwest,4,,,no clouds, ,,,10.2,17.4,,,,,,30.0,-4.7,No precipitation,6,,,,
22.01.2020 08:00,10.3,602.4,758.0,0.3,38,Wind blowing from the south-west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,17.4,,,,,,30.0,-3.4,No precipitation,12,,,,
22.01.2020 05:00,11.2,602.1,756.7,,36,Wind blowing from the south-west,4,,13,, ,,,4.7,17.4,,,,,,30.0,-3.3,No precipitation,6,,,,
22.01.2020 02:00,12.2,602.5,757.0,,35,Wind blowing from the south-west,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,17.4,,,2500 or more  or no clouds.,,,30.0,-2.8,No precipitation,12,,,,
21.01.2020 20:00,14.1,601.4,758.0,0.9,29,Wind blowing from the south-west,4,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,17.4,,,1000-1500,,,30.0,-3.7,No precipitation,12,,,,
21.01.2020 17:00,16.2,600.5,756.2,,25,Wind blowing from the south-west,6,,13,no clouds, ,,,4.5,17.4,,,,,,30.0,-3.8,No precipitation,6,,,,
21.01.2020 14:00,16.2,601.0,757.3,,24,Wind blowing from the south-west,5,,12,10%  or less  but not 0, ,,,4.5,17.0,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,-4.4,No precipitation,6,,,,
21.01.2020 11:00,13.2,603.7,761.1,,33,Wind blowing from the south-west,5,,,no clouds, ,,,4.5,17.0,,,,,,29.0,-2.7,No precipitation,6,,,,
21.01.2020 08:00,6.1,602.8,759.8,1.3,51,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,17.0,,,,,,25.0,-3.3,No precipitation,12,,,,
21.01.2020 05:00,6.2,601.5,757.3,,51,Wind blowing from the north-northeast,1,,11,, ,,,0.9,17.0,,,,,,30.0,-3.2,No precipitation,6,,,,
21.01.2020 02:00,4.7,602.0,758.8,,57,Wind blowing from the north-east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,17.0,,,2500 or more  or no clouds.,,,16.0,-3.3,No precipitation,12,,,,
20.01.2020 20:00,14.1,600.9,759.0,0.9,25,Wind blowing from the south-southwest,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,17.0,,,,,,30.0,-5.6,No precipitation,12,,,,
20.01.2020 17:00,16.6,600.0,757.0,,21,Wind blowing from the south-southwest,5,,13,no clouds, ,,,0.5,17.0,,,,,,30.0,-5.8,No precipitation,6,,,,
20.01.2020 14:00,15.3,600.7,758.3,-3.6,25,Wind blowing from the south-southwest,5,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,15.3,,,1500-2000,,,24.0,-4.6,No precipitation,12,,,,
20.01.2020 11:00,4.6,604.3,766.3,,65,Wind blowing from the south-southeast,1,,4,20–30%., ,,,0.5,10.0,,,300-600,,,10.0,-1.4,No precipitation,6,,,,
20.01.2020 08:00,1.0,604.2,767.1,0.8,84,Wind blowing from the north-northeast,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,2500 or more  or no clouds.,,,19.0,-1.4,No precipitation,12,,,,
20.01.2020 05:00,1.0,603.4,763.8,,87,Wind blowing from the north,1,,5,, ,,,0.1,10.0,,,,,,16.0,-0.9,No precipitation,6,,,,
20.01.2020 02:00,1.1,604.0,765.1,,82,Wind blowing from the north-northeast,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,10.0,,,2500 or more  or no clouds.,,,27.0,-1.6,No precipitation,12,,,,
19.01.2020 20:00,1.5,602.8,765.7,1.4,82,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,10.0,,,2500 or more  or no clouds.,,,18.0,-1.2,No precipitation,12,,,,
19.01.2020 17:00,8.8,601.4,761.5,,54,Wind blowing from the north-east,2,,5,no clouds, ,,,0.1,10.0,,,,,,18.0,-0.2,No precipitation,6,,,,
19.01.2020 14:00,7.2,603.6,764.7,-3.2,54,Wind blowing from the south-southeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,7.2,,,1000-1500,,,23.0,-1.5,No precipitation,12,,,,
19.01.2020 11:00,1.7,606.8,770.5,,72,Wind blowing from the south-southwest,1,,6,100%., ,,,0.1,,,,300-600,,,20.0,-2.8,No precipitation,6,,,,
19.01.2020 08:00,0.1,606.3,770.2,0.3,79,Wind blowing from the north,0,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,300-600,,,30.0,-3.1,No precipitation,12,,,,
19.01.2020 05:00,0.3,606.0,769.1,,79,Wind blowing from the north-northeast,1,,9,, ,,,0.2,5.2,,,,,,30.0,-2.9,No precipitation,6,,,,
19.01.2020 02:00,0.4,606.7,769.5,,77,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.2,,,2500 or more  or no clouds.,,,30.0,-3.2,No precipitation,12,,,,
18.01.2020 20:00,1.2,604.7,767.7,2.3,78,Wind blowing from the north,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,5.2,,,300-600,,,28.0,-2.2,No precipitation,12,,,,
18.01.2020 17:00,3.0,602.4,764.4,,73,Wind blowing from the north,4,,8,70 – 80%., ,,,0.9,5.5,,,600-1000,,,27.0,-1.4,No precipitation,6,,,,
18.01.2020 14:00,4.8,602.5,763.9,-1.4,66,Wind blowing from the north,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,7.6,,,1000-1500,,,28.0,-1.0,No precipitation,12,,,,
18.01.2020 11:00,2.6,603.9,766.3,,76,Wind blowing from the north-northeast,2,,6,100%., ,,,0.9,,,,300-600,,,17.0,-1.2,No precipitation,6,,,,
18.01.2020 08:00,1.5,602.5,764.8,0.2,82,Wind blowing from the north,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,300-600,,,24.0,-1.2,No precipitation,12,,,,
18.01.2020 05:00,1.1,602.3,763.3,,82,Wind blowing from the north-northeast,1,,6,, ,,,0.9,7.6,,,,,,25.0,-1.6,No precipitation,6,,,,
18.01.2020 02:00,0.9,603.9,765.1,,83,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,7.6,,,2500 or more  or no clouds.,,,30.0,-1.7,No precipitation,12,,,,
17.01.2020 20:00,1.4,603.6,766.2,1.5,85,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,7.6,,,300-600,,,30.0,-0.8,No precipitation,12,,,,
17.01.2020 17:00,5.6,602.1,762.9,,71,Wind blowing from the north-east,3,,6,20–30%., ,,,1.6,7.6,,,1000-1500,,,23.0,0.6,No precipitation,6,,,,
17.01.2020 14:00,6.5,603.0,763.7,,65,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,6.6,,,300-600,,,19.0,0.4,No precipitation,12,,,,
17.01.2020 11:00,3.0,605.5,767.7,,78,Wind blowing from the north,1,,3,100%., ,,,1.6,,,,300-600,,,20.0,-0.5,No precipitation,6,,,,
17.01.2020 08:00,1.9,604.9,767.7,0.4,83,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,300-600,,,30.0,-0.8,No precipitation,12,,,,
17.01.2020 05:00,2.0,604.5,765.9,,84,Wind blowing from the north,1,,5,, ,,,1.1,5.9,,,,,,30.0,-0.4,No precipitation,6,,,,
17.01.2020 02:00,2.1,605.5,767.4,,85,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,5.9,,,2500 or more  or no clouds.,,,16.0,-0.2,No precipitation,12,,,,
16.01.2020 20:00,1.7,604.7,767.6,1.0,81,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,5.9,,,,,,17.0,-1.2,No precipitation,12,,,,
16.01.2020 17:00,5.8,603.7,765.1,,60,Wind blowing from the north-northeast,1,,4,100%., ,,,1.1,7.8,,,600-1000,,,19.0,-1.4,No precipitation,6,,,,
16.01.2020 14:00,4.7,604.4,766.1,-2.1,60,Wind blowing from the east-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,,,,300-600,,,21.0,-2.4,No precipitation,12,,,,
16.01.2020 11:00,2.7,606.5,769.6,,68,Wind blowing from the north-northeast,1,,7,100%., ,,,1.1,,,,300-600,,,26.0,-2.6,No precipitation,6,,,,
16.01.2020 08:00,1.3,605.6,768.8,0.9,77,Wind blowing from the north,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,30.0,-2.3,No precipitation,12,,,,
16.01.2020 05:00,1.3,604.7,765.6,,77,Wind blowing from the north,1,,9,, ,,,-1.7,10.2,,,,,,19.0,-2.3,No precipitation,6,,,,
16.01.2020 02:00,1.6,605.1,765.4,,74,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,10.2,,,2500 or more  or no clouds.,,,30.0,-2.5,No precipitation,12,,,,
15.01.2020 20:00,1.6,601.7,764.3,2.9,84,Wind blowing from the north,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,10.2,,,1500-2000,,,30.0,-0.8,No precipitation,12,,,,
15.01.2020 17:00,7.9,598.8,758.9,,57,Wind blowing from the north-east,3,,6,no clouds, ,,,-1.7,10.2,,,,,,22.0,-0.1,No precipitation,6,,,,
15.01.2020 14:00,9.5,598.7,758.2,-2.5,55,Wind blowing from the east,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.7,,,1000-1500,,,18.0,0.7,No precipitation,12,,,,
15.01.2020 11:00,3.0,601.2,763.0,,77,Wind blowing from the south-east,1,,3,90  or more  but not 100%, ,,,-1.7,,,,,,,11.0,-0.6,No precipitation,6,,,,
15.01.2020 08:00,-0.3,600.5,762.5,0.8,92,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,300-600,,,13.0,-1.4,No precipitation,12,,,,
15.01.2020 05:00,-1.2,599.7,760.0,,93,Wind blowing from the west,1,,7,, ,,,-1.5,12.7,,,,,,22.0,-2.2,No precipitation,6,,,,
15.01.2020 02:00,-0.7,600.0,760.3,,91,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,12.7,,,2500 or more  or no clouds.,,,15.0,-2.0,No precipitation,12,,,,
14.01.2020 20:00,2.5,599.4,760.6,1.7,81,Wind blowing from the north-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.7,,,,,,25.0,-0.4,No precipitation,12,,,,
14.01.2020 17:00,8.1,597.7,756.5,,63,Wind blowing from the north-northeast,3,,7,no clouds, ,,,1.4,12.7,,,,,,10.0,1.5,No precipitation,6,,,,
14.01.2020 14:00,8.0,599.4,758.7,-3.5,64,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,,,,13.0,1.6,Trace of precipitation,12,,,,
14.01.2020 11:00,2.4,602.9,764.8,,90,Wind blowing from the north,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,300-600,,,5.0,0.9,Trace of precipitation,6,,,,
14.01.2020 08:00,1.4,603.6,765.4,0.1,94,Wind blowing from the north,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,2500 or more  or no clouds.,,,6.0,0.5,No precipitation,12,,,,
14.01.2020 05:00,1.9,603.5,762.6,,83,Wind blowing from the north,1,,9,, ,,,-1.3,,,,,,,30.0,-0.7,No precipitation,6,,,,
14.01.2020 02:00,2.0,603.6,760.8,,87,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,20.1,,,2500 or more  or no clouds.,,,26.0,0.1,No precipitation,12,,,,
13.01.2020 20:00,4.0,601.2,763.1,2.7,78,Wind blowing from the north-northeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,20.1,,,,,,17.0,0.5,No precipitation,12,,,,
13.01.2020 17:00,12.0,598.5,756.6,,48,Wind blowing from the north-northeast,2,,7,no clouds, ,,,-1.3,20.1,,,,,,12.0,1.3,No precipitation,6,,,,
13.01.2020 14:00,18.4,598.8,754.4,-2.4,21,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,18.4,,,,,,30.0,-4.3,No precipitation,12,,,,
13.01.2020 11:00,10.2,601.2,758.8,,38,Wind blowing from the south-west,1,,3,no clouds, ,,,-1.3,18.2,,,,,,12.0,-3.5,No precipitation,6,,,,
13.01.2020 08:00,-1.0,600.5,759.7,0.0,87,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,18.2,,,,,,10.0,-2.9,No precipitation,12,,,,
13.01.2020 05:00,0.7,600.5,757.6,,89,Calm  no wind,0,,,, ,,,-1.8,18.2,,,,,,10.0,-0.9,No precipitation,6,,,,
13.01.2020 02:00,2.9,601.3,759.1,,77,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,18.2,,,2500 or more  or no clouds.,,,16.0,-0.7,No precipitation,12,,,,
12.01.2020 20:00,12.1,601.3,760.9,1.0,20,Wind blowing from the south,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,18.2,,,,,,30.0,-10.2,No precipitation,12,,,,
12.01.2020 17:00,17.1,600.3,757.8,,16,Wind blowing from the south-west,3,,7,no clouds, ,,,-1.8,18.2,,,,,,30.0,-8.9,No precipitation,6,,,,
12.01.2020 14:00,13.6,601.9,760.7,-3.3,35,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,13.6,,,,,,20.0,-1.6,No precipitation,12,,,,
12.01.2020 11:00,6.0,605.2,766.8,,64,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-1.8,9.4,,,,,,10.0,-0.3,No precipitation,6,,,,
12.01.2020 08:00,-1.7,604.2,766.9,0.3,92,Wind blowing from the north-west,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,9.4,,,,,,7.0,-2.8,No precipitation,12,,,,
12.01.2020 05:00,-0.9,603.9,764.9,,90,Wind blowing from the north-northwest,1,,3,, ,,,-0.9,9.4,,,,,,13.0,-2.3,No precipitation,6,,,,
12.01.2020 02:00,0.0,604.2,766.0,,85,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,9.4,,,2500 or more  or no clouds.,,,8.0,-2.2,No precipitation,12,,,,
11.01.2020 20:00,4.7,603.9,765.7,,65,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,9.4,,,,,,14.0,-1.3,No precipitation,12,,,,
11.01.2020 17:00,9.2,603.6,763.8,,46,Wind blowing from the south-southwest,1,,7,no clouds, ,,,0.9,16.8,,,,,,29.0,-1.8,No precipitation,6,,,,
11.01.2020 14:00,6.2,605.0,766.5,-2.5,54,Wind blowing from the west-southwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,2500 or more  or no clouds.,,,30.0,-2.4,No precipitation,12,,,,
11.01.2020 11:00,2.4,607.5,770.8,,71,Wind blowing from the south-southeast,1,,9,100%., ,,,0.9,,,,300-600,,,23.0,-2.3,No precipitation,6,,,,
11.01.2020 08:00,0.9,606.4,769.3,1.3,73,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,300-600,,,30.0,-3.4,No precipitation,12,,,,
11.01.2020 05:00,1.2,605.1,763.3,,73,Wind blowing from the north,3,,10,, ,,,1.1,17.8,,,,,,30.0,-3.1,No precipitation,6,,,,
11.01.2020 02:00,1.4,604.2,762.0,,81,Wind blowing from the north,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,17.8,,,2500 or more  or no clouds.,,,30.0,-1.5,No precipitation,12,,,,
10.01.2020 20:00,3.8,601.2,761.9,2.1,77,Wind blowing from the north-northeast,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,17.8,,,,,,25.0,0.0,No precipitation,12,,,,
10.01.2020 17:00,16.8,599.1,753.7,,26,Wind blowing from the south-southwest,4,,12,10%  or less  but not 0, ,,,2.9,19.0,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,-2.8,No precipitation,6,,,,
10.01.2020 14:00,17.3,599.7,753.1,-2.0,27,Wind blowing from the south-west,5,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,19.5,,,1000-1500,,,30.0,-1.9,No precipitation,12,,,,
10.01.2020 11:00,11.3,601.7,756.7,,54,Wind blowing from the north,1,,11,no clouds, ,,,2.9,19.5,,,,,,13.0,2.3,No precipitation,6,,,,
10.01.2020 08:00,3.2,601.3,758.3,1.1,79,Wind blowing from the north,1,,12,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,19.5,,,,,,28.0,-0.1,Trace of precipitation,12,,,,
10.01.2020 05:00,7.7,600.2,754.6,,72,Wind blowing from the north,1,,13,, ,,,7.7,19.5,,,,,,30.0,3.0,No precipitation,6,,,,
10.01.2020 02:00,11.9,600.6,754.0,,58,Wind blowing from the south-southwest,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,19.5,,,2500 or more  or no clouds.,,,30.0,3.7,No precipitation,12,,,,
09.01.2020 20:00,15.7,600.0,754.2,0.3,34,Wind blowing from the south-west,2,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,19.5,,,1000-1500,,,30.0,-0.1,No precipitation,12,,,,
09.01.2020 17:00,18.9,599.7,752.5,,25,Wind blowing from the south-southwest,5,,12,10%  or less  but not 0, ,,,11.2,19.5,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,-1.5,No precipitation,6,,,,
09.01.2020 14:00,18.4,600.0,752.8,-2.9,25,Wind blowing from the south-southwest,5,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,18.5,,,1000-1500,,,30.0,-2.0,No precipitation,12,,,,
