Local time in Ya'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.02.2020 02:00,9.8,708.2,763.4,,90,Wind blowing from the north,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,13.9,,,2500 or more  or no clouds.,,,1.9,8.2,0.2,12,,,,
23.02.2020 20:00,10.2,708.9,764.6,0.6,89,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,13.9,,,300-600,,,2.1,8.5,0.2,12,,,,
23.02.2020 17:00,13.2,708.3,763.6,,65,Wind blowing from the east,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,13.9,,,2500 or more  or no clouds.,,,7.0,6.8,No precipitation,6,,,,
23.02.2020 14:00,13.6,710.4,765.8,,67,Wind blowing from the north-east,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,13.7,,,2500 or more  or no clouds.,,,8.0,7.6,No precipitation,12,,,,
23.02.2020 11:00,10.6,713.7,769.6,,79,Wind blowing from the south-southeast,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,12.9,,,2500 or more  or no clouds.,,,6.0,7.1,No precipitation,6,,,,
23.02.2020 08:00,8.8,713.8,769.8,-0.3,90,Wind blowing from the north,0,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,12.9,,,2500 or more  or no clouds.,,,4.3,7.3,Trace of precipitation,12,,,,
23.02.2020 05:00,9.2,714.1,770.0,,87,Wind blowing from the west-northwest,0,,2,,Mist. ,,,9.1,12.9,,,,,,4.8,7.2,No precipitation,6,,,,
23.02.2020 02:00,9.4,715.9,771.7,,85,Wind blowing from the south-southwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,12.9,,,2500 or more  or no clouds.,,,5.0,7.0,No precipitation,12,,,,
22.02.2020 20:00,10.8,716.3,772.5,,74,Wind blowing from the north,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,12.9,,,2500 or more  or no clouds.,,,8.0,6.4,No precipitation,12,,,,
22.02.2020 17:00,12.1,714.9,770.8,,67,Wind blowing from the east,1,,2,100%., ,,,9.2,13.4,,,2500 or more  or no clouds.,,,12.0,6.2,No precipitation,6,,,,
22.02.2020 14:00,12.8,715.7,771.6,-2.3,62,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,16.0,,,2500 or more  or no clouds.,,,13.0,5.7,No precipitation,12,,,,
22.02.2020 11:00,11.3,718.0,774.1,,72,Wind blowing from the south-west,1,,2,100%., ,,,9.2,,,,2500 or more  or no clouds.,,,13.0,6.4,No precipitation,6,,,,
22.02.2020 08:00,9.2,717.5,773.7,,81,Wind blowing from the south,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,16.1,,,2500 or more  or no clouds.,,,13.0,6.1,No precipitation,12,,,,
22.02.2020 05:00,9.3,717.2,773.2,,80,Wind blowing from the south-southwest,1,,3,, ,,,5.3,16.1,,,,,,14.0,6.0,No precipitation,6,,,,
22.02.2020 02:00,9.6,718.3,774.1,,80,Wind blowing from the south-southeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,16.1,,,2500 or more  or no clouds.,,,12.0,6.3,No precipitation,12,,,,
21.02.2020 20:00,11.5,717.3,773.8,1.3,63,Wind blowing from the east,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,16.1,,,2500 or more  or no clouds.,,,15.0,4.7,No precipitation,12,,,,
21.02.2020 17:00,13.3,716.0,772.2,,53,Wind blowing from the east,1,,4,100%., ,,,5.3,16.1,,,2500 or more  or no clouds.,,,19.0,3.9,No precipitation,6,,,,
21.02.2020 14:00,16.1,717.1,773.0,,52,Wind blowing from the east,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,16.1,,,2500 or more  or no clouds.,,,23.0,6.3,No precipitation,12,,,,
21.02.2020 11:00,11.4,719.8,776.2,,70,Wind blowing from the east,2,,3,20–30%., ,,,5.3,11.6,,,600-1000,,,27.0,6.1,No precipitation,6,,,,
21.02.2020 08:00,5.5,718.9,775.9,1.4,94,Wind blowing from the south-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,9.2,,,2500 or more  or no clouds.,,,10.0,4.6,No precipitation,12,,,,
21.02.2020 05:00,6.5,717.5,774.2,,92,Wind blowing from the east,1,,4,, ,,,6.5,9.2,,,,,,11.0,5.3,No precipitation,6,,,,
21.02.2020 02:00,7.5,718.5,775.3,,91,Wind blowing from the north-northwest,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.4,,,2500 or more  or no clouds.,,,9.0,6.1,No precipitation,12,,,,
20.02.2020 20:00,8.6,716.3,772.9,,82,Wind blowing from the south-east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,2500 or more  or no clouds.,,,14.0,5.7,0.9,12,,,,
20.02.2020 17:00,9.2,714.2,770.5,,81,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,2500 or more  or no clouds.,,,8.0,6.1,0.5,6,,,,
20.02.2020 14:00,7.8,714.8,771.1,-0.6,94,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.3,,,,300-600,,,2.3,6.9,0.9,12,,,,
20.02.2020 11:00,7.4,715.4,771.7,,94,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.3,,,,300-600,,,1.0,6.5,0.4,6,,,,
20.02.2020 08:00,7.3,713.1,769.1,1.5,93,Wind blowing from the east-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,16.0,,,300-600,,,1.9,6.2,No precipitation,12,,,,
20.02.2020 05:00,8.5,711.6,767.0,,76,Wind blowing from the east-northeast,1,,5,, ,,,3.6,16.0,,,,,,8.0,4.5,No precipitation,6,,,,
20.02.2020 02:00,9.4,712.0,767.4,,71,Wind blowing from the north-east,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,16.0,,,2500 or more  or no clouds.,,,9.0,4.4,No precipitation,12,,,,
19.02.2020 20:00,11.4,710.7,766.9,1.3,59,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,16.0,,,2500 or more  or no clouds.,,,13.0,3.7,No precipitation,12,,,,
19.02.2020 17:00,15.4,709.4,765.1,,49,Wind blowing from the east,2,,6,40%., ,,,3.5,16.0,,,600-1000,,,19.0,4.8,No precipitation,6,,,,
19.02.2020 14:00,14.6,711.3,767.0,,52,Wind blowing from the north-east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,14.6,,,600-1000,,,30.0,4.9,No precipitation,12,,,,
19.02.2020 11:00,9.4,714.2,770.7,,68,Wind blowing from the south-east,1,,6,20–30%., ,,,3.5,10.8,,,600-1000,,,30.0,3.8,No precipitation,6,,,,
19.02.2020 08:00,3.8,714.1,771.1,0.0,89,Wind blowing from the south,2,,5,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,10.8,,,600-1000,,,22.0,2.2,0.2,12,,,,
19.02.2020 05:00,3.7,714.1,770.7,,93,Wind blowing from the south,1,,4,, ,,,3.5,10.8,,,,,,12.0,2.7,No precipitation,6,,,,
19.02.2020 02:00,5.7,714.6,771.0,,82,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,10.8,,,2500 or more  or no clouds.,,,27.0,2.9,0.6,12,,,,
18.02.2020 20:00,6.8,714.1,771.1,1.6,82,Wind blowing from the west-southwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,10.8,,,300-600,,,11.0,3.9,0.4,12,,,,
18.02.2020 17:00,9.9,712.5,768.9,,49,Wind blowing from the north-east,0,,,100%., ,,,3.6,10.9,,,2500 or more  or no clouds.,,,29.0,-0.3,No precipitation,6,,,,
18.02.2020 14:00,10.4,713.8,770.2,,54,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,11.6,,,2500 or more  or no clouds.,,,30.0,1.5,No precipitation,12,,,,
18.02.2020 11:00,7.6,716.4,773.2,,71,Wind blowing from the south,1,,4,100%., ,,,3.6,11.6,,,2500 or more  or no clouds.,,,30.0,2.7,No precipitation,6,,,,
18.02.2020 08:00,4.4,715.7,772.6,0.1,81,Wind blowing from the east-northeast,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,11.6,,,2500 or more  or no clouds.,,,30.0,1.4,No precipitation,12,,,,
18.02.2020 05:00,4.6,715.6,772.1,,76,Wind blowing from the west,1,,4,, ,,,4.3,11.6,,,,,,30.0,0.7,No precipitation,6,,,,
18.02.2020 02:00,5.2,717.4,774.1,,76,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.6,,,2500 or more  or no clouds.,,,29.0,1.3,No precipitation,12,,,,
17.02.2020 20:00,8.5,717.7,774.5,,58,Wind blowing from the south-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,11.6,,,2500 or more  or no clouds.,,,25.0,0.7,No precipitation,12,,,,
17.02.2020 17:00,11.0,716.6,773.0,,47,Wind blowing from the east,1,,4,100%., ,,,6.1,11.6,,,2500 or more  or no clouds.,,,30.0,0.1,No precipitation,6,,,,
17.02.2020 14:00,10.1,718.1,774.8,-2.0,58,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.2,,,2500 or more  or no clouds.,,,30.0,2.2,No precipitation,12,,,,
17.02.2020 11:00,7.6,720.1,777.1,,67,Wind blowing from the west-southwest,2,,4,100%., ,,,5.2,,,,2500 or more  or no clouds.,,,30.0,1.9,No precipitation,6,,,,
17.02.2020 08:00,6.6,719.3,776.4,0.8,71,Wind blowing from the west-southwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,29.0,1.7,No precipitation,12,,,,
17.02.2020 05:00,6.8,718.5,775.2,,68,Wind blowing from the south-southwest,1,,4,, ,,,1.5,10.2,,,,,,29.0,1.3,No precipitation,6,,,,
17.02.2020 02:00,6.5,719.5,776.4,,69,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,10.2,,,2500 or more  or no clouds.,,,26.0,1.2,No precipitation,12,,,,
16.02.2020 20:00,7.3,716.8,774.2,,70,Wind blowing from the south-west,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,10.2,,,2500 or more  or no clouds.,,,21.0,2.2,No precipitation,12,,,,
16.02.2020 17:00,9.5,714.7,771.5,,48,Wind blowing from the east,1,,6,100%., ,,,1.0,10.2,,,2500 or more  or no clouds.,,,29.0,-1.0,No precipitation,6,,,,
16.02.2020 14:00,8.7,715.8,772.8,-2.8,56,Wind blowing from the west-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,9.0,,,2500 or more  or no clouds.,,,30.0,0.4,No precipitation,12,,,,
16.02.2020 11:00,5.2,718.6,776.3,,69,Wind blowing from the west-southwest,2,,8,100%., ,,,1.0,7.4,,,2500 or more  or no clouds.,,,27.0,0.0,No precipitation,6,,,,
16.02.2020 08:00,1.6,719.0,777.1,-0.2,85,Wind blowing from the south,2,,8,60%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,1.0,,,,2500 or more  or no clouds.,,,20.0,-0.6,1.0,12,,,,
16.02.2020 05:00,2.4,719.2,776.8,,81,Wind blowing from the west-southwest,2,,8,, ,,,1.0,7.5,,,,,,25.0,-0.5,No precipitation,6,,,,
16.02.2020 02:00,2.6,720.7,778.3,,82,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.5,,,2500 or more  or no clouds.,,,24.0,-0.2,2.0,12,,,,
15.02.2020 20:00,1.7,720.1,777.8,,84,Wind blowing from the north,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,10.3,,,2500 or more  or no clouds.,,,1.2,-0.7,0.9,12,,,,
15.02.2020 17:00,6.3,716.6,773.5,,44,Wind blowing from the east,1,,4,100%., ,,,6.3,,,,2500 or more  or no clouds.,,,20.0,-5.1,No precipitation,6,,,,
15.02.2020 14:00,7.3,716.4,773.0,-0.7,46,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,,,,2000-2500,,,16.0,-3.8,0.9,12,,,,
15.02.2020 11:00,6.6,717.1,773.8,,86,Wind blowing from the north-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,11.5,,,300-600,,,11.0,4.4,0.7,6,,,,
15.02.2020 08:00,7.2,714.4,770.7,3.0,80,Wind blowing from the north,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,11.5,,,2000-2500,,,14.0,4.0,0.8,12,,,,
15.02.2020 05:00,7.5,711.4,767.5,,81,Wind blowing from the north,1,,3,, ,,,7.4,12.5,,,,,,15.0,4.5,0.2,6,,,,
15.02.2020 02:00,8.5,711.4,767.2,,91,Wind blowing from the east,0,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,13.0,,,2500 or more  or no clouds.,,,8.0,7.1,3.0,12,,,,
14.02.2020 20:00,9.7,708.3,763.8,2.9,91,Wind blowing from the west-southwest,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,600-1000,,,4.7,8.3,2.0,12,,,,
14.02.2020 17:00,10.0,705.4,760.4,,94,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.0,,,,300-600,,,2.8,9.1,2.0,6,,,,
14.02.2020 14:00,11.2,704.2,759.1,-1.3,93,Wind blowing from the east,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,,,,2500 or more  or no clouds.,,,1.4,10.1,0.9,12,,,,
14.02.2020 11:00,11.4,705.5,760.3,,90,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.0,,,,300-600,,,2.8,9.8,0.6,6,,,,
14.02.2020 08:00,11.0,704.1,758.7,1.1,93,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,10.4,19.5,,,300-600,,,2.2,9.9,0.6,12,,,,
14.02.2020 05:00,12.5,703.0,757.3,,86,Wind blowing from the west-northwest,0,,3,,Mist. ,,,10.4,19.5,,,,,,3.6,10.2,No precipitation,6,,,,
14.02.2020 02:00,13.0,703.4,757.4,,83,Wind blowing from the south,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.5,,,2500 or more  or no clouds.,,,3.9,10.2,No precipitation,12,,,,
13.02.2020 20:00,15.0,703.2,757.8,1.7,69,Wind blowing from the south-east,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.5,,,2500 or more  or no clouds.,,,5.0,9.4,No precipitation,12,,,,
13.02.2020 17:00,16.7,701.5,755.8,,60,Wind blowing from the east,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.5,,,2000-2500,,,6.0,8.9,No precipitation,6,,,,
13.02.2020 14:00,18.6,702.3,756.4,-3.6,57,Wind blowing from the east,2,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,18.9,,,600-1000,,,6.0,9.9,No precipitation,12,,,,
13.02.2020 11:00,13.4,705.9,760.7,,74,Wind blowing from the east,1,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,17.3,,,600-1000,,,4.8,8.9,No precipitation,6,,,,
13.02.2020 08:00,10.4,705.9,760.9,0.5,90,Wind blowing from the west-southwest,1,,1,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,17.3,,,2500 or more  or no clouds.,,,4.0,8.8,No precipitation,12,,,,
13.02.2020 05:00,10.8,705.4,760.2,,88,Wind blowing from the south-east,1,,2,,Mist. ,,,7.3,17.3,,,,,,4.4,8.9,No precipitation,6,,,,
13.02.2020 02:00,11.4,706.6,761.3,,85,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,17.3,,,2500 or more  or no clouds.,,,4.5,9.0,No precipitation,12,,,,
12.02.2020 20:00,13.1,706.9,762.2,1.5,73,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,17.3,,,2500 or more  or no clouds.,,,5.0,8.4,No precipitation,12,,,,
12.02.2020 17:00,15.2,705.4,760.4,,64,Wind blowing from the east-northeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,17.3,,,2500 or more  or no clouds.,,,6.0,8.4,No precipitation,6,,,,
12.02.2020 14:00,15.3,706.5,761.5,,67,Wind blowing from the east,1,,2,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,18.1,,,600-1000,,,6.0,9.2,No precipitation,12,,,,
12.02.2020 11:00,11.2,709.4,765.0,,80,Wind blowing from the east,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,,,,6.0,7.9,No precipitation,6,,,,
12.02.2020 08:00,7.8,709.2,764.8,0.5,94,Wind blowing from the west-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,18.1,,,2500 or more  or no clouds.,,,4.2,6.9,No precipitation,12,,,,
12.02.2020 05:00,8.5,708.7,763.9,,89,Wind blowing from the south,1,,3,,Mist. ,,,8.1,18.1,,,,,,5.0,6.8,No precipitation,6,,,,
12.02.2020 02:00,9.3,710.0,765.0,,88,Wind blowing from the south,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.1,,,,,,5.0,7.4,No precipitation,6,,,,
11.02.2020 20:00,12.6,709.3,764.8,1.8,70,Wind blowing from the east,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.1,,,2500 or more  or no clouds.,,,7.0,7.3,No precipitation,12,,,,
11.02.2020 17:00,16.1,707.5,762.4,,57,Wind blowing from the east,1,,4,90  or more  but not 100%, ,,,8.1,18.1,,,,,,12.0,7.6,No precipitation,6,,,,
11.02.2020 14:00,17.8,707.8,762.5,,51,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,17.8,,,600-1000,,,14.0,7.5,No precipitation,12,,,,
11.02.2020 11:00,13.2,710.2,765.4,,66,Wind blowing from the east-southeast,1,,4,40%., ,,,8.1,17.4,,,600-1000,,,11.0,7.0,No precipitation,6,,,,
11.02.2020 08:00,8.1,709.5,765.1,0.5,86,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,17.4,,,2500 or more  or no clouds.,,,7.0,5.9,No precipitation,12,,,,
11.02.2020 05:00,9.8,709.0,764.2,,80,Wind blowing from the south-southwest,1,,3,, ,,,7.7,17.4,,,,,,9.0,6.5,No precipitation,6,,,,
11.02.2020 02:00,9.9,710.3,765.4,,82,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,17.4,,,2500 or more  or no clouds.,,,8.0,7.0,No precipitation,12,,,,
10.02.2020 20:00,12.3,709.0,764.5,1.5,64,Wind blowing from the east-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,17.4,,,2500 or more  or no clouds.,,,13.0,5.7,No precipitation,12,,,,
10.02.2020 17:00,14.8,707.5,762.7,,47,Wind blowing from the east,1,,4,90  or more  but not 100%, ,,,7.7,17.4,,,,,,22.0,3.6,No precipitation,6,,,,
10.02.2020 14:00,16.8,708.2,763.3,-3.4,47,Wind blowing from the east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,16.8,,,600-1000,,,27.0,5.4,No precipitation,12,,,,
10.02.2020 11:00,12.7,711.6,767.2,,60,Wind blowing from the south-east,1,,4,20–30%., ,,,7.7,14.6,,,600-1000,,,30.0,5.1,No precipitation,6,,,,
10.02.2020 08:00,8.6,711.4,767.3,-0.4,72,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,14.6,,,2500 or more  or no clouds.,,,30.0,3.8,No precipitation,12,,,,
10.02.2020 05:00,7.7,711.8,767.5,,86,Wind blowing from the west-southwest,0,,2,, ,,,7.3,14.6,,,,,,21.0,5.5,No precipitation,6,,,,
10.02.2020 02:00,8.1,713.2,768.8,,87,Wind blowing from the north,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,14.6,,,2500 or more  or no clouds.,,,14.0,6.1,No precipitation,12,,,,
09.02.2020 20:00,10.3,713.6,769.8,0.3,75,Wind blowing from the south-east,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,14.6,,,2500 or more  or no clouds.,,,16.0,6.1,No precipitation,12,,,,
09.02.2020 17:00,13.3,713.3,769.1,,56,Wind blowing from the east-northeast,1,,7,100%., ,,,7.3,14.6,,,2500 or more  or no clouds.,,,30.0,4.7,No precipitation,6,,,,
09.02.2020 14:00,14.4,715.3,771.2,-3.4,48,Wind blowing from the south-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,14.5,,,2500 or more  or no clouds.,,,30.0,3.5,No precipitation,12,,,,
09.02.2020 11:00,10.8,718.7,775.3,,65,Wind blowing from the south-west,2,,7,90  or more  but not 100%, ,,,7.3,10.8,,,,,,30.0,4.5,No precipitation,6,,,,
09.02.2020 08:00,7.4,718.3,775.1,,81,Wind blowing from the south-southwest,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,2000-2500,,,23.0,4.4,0.2,12,,,,
09.02.2020 05:00,8.0,718.4,775.0,,80,Wind blowing from the south-southwest,2,,5,, ,,,7.3,10.5,,,,,,18.0,4.8,No precipitation,6,,,,
