Local time in Liuzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.02.2020 20:00,17.7,741.9,769.3,0.6,71,Wind blowing from the north,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,22.5,,,2500 or more  or no clouds.,,,13.0,12.4,No precipitation,12,,,,
22.02.2020 17:00,20.9,741.3,768.6,,59,Wind blowing from the north-east,2,,7,no clouds, ,,,11.4,22.5,,,,,,17.0,12.6,No precipitation,6,,,,
22.02.2020 14:00,20.8,742.9,770.3,-2.2,58,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,21.0,,,,,,18.0,12.2,No precipitation,12,,,,
22.02.2020 11:00,15.8,745.1,772.8,,70,Wind blowing from the north,4,,7,no clouds, ,,,11.4,16.7,,,,,,23.0,10.3,No precipitation,6,,,,
22.02.2020 08:00,11.8,744.2,772.0,0.6,84,Wind blowing from the north,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,,,,2500 or more  or no clouds.,,,24.0,9.2,No precipitation,12,,,,
22.02.2020 05:00,11.7,743.6,771.3,,84,Wind blowing from the north-northwest,4,,7,, ,,,11.7,16.7,,,,,,26.0,9.1,No precipitation,6,,,,
22.02.2020 02:00,12.3,744.4,772.0,,82,Wind blowing from the north-northwest,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,16.7,,,2500 or more  or no clouds.,,,25.0,9.3,No precipitation,12,,,,
21.02.2020 20:00,13.5,744.0,771.7,1.0,80,Wind blowing from the north-northwest,5,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,16.7,,,1500-2000,,,22.0,10.1,No precipitation,12,,,,
21.02.2020 17:00,14.6,743.0,770.6,,81,Wind blowing from the north-northwest,4,,7,100%., ,,,13.5,16.7,,,1500-2000,,,19.0,11.4,No precipitation,6,,,,
21.02.2020 14:00,16.3,743.7,771.2,-1.1,81,Wind blowing from the north-northwest,4,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,16.7,,,1500-2000,,,5.0,13.0,No precipitation,12,,,,
21.02.2020 11:00,15.7,744.8,772.3,,82,Wind blowing from the north,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,16.7,,,1500-2000,,,5.0,12.6,No precipitation,6,,,,
21.02.2020 08:00,13.9,742.9,770.4,,87,Wind blowing from the north,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.7,,,1500-2000,,,3.4,11.8,No precipitation,12,,,,
21.02.2020 05:00,13.5,741.5,769.0,,86,Wind blowing from the north-west,3,,5,,Mist. ,,,10.7,16.7,,,,,,4.6,11.2,No precipitation,6,,,,
21.02.2020 02:00,14.2,741.4,768.9,,76,Wind blowing from the north-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.7,,,2500 or more  or no clouds.,,,11.0,10.0,No precipitation,12,,,,
20.02.2020 20:00,15.0,740.4,768.0,0.8,76,Wind blowing from the north-east,3,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.7,,,600-1000,,,8.0,10.8,Trace of precipitation,12,,,,
20.02.2020 17:00,15.9,739.6,767.2,,74,Wind blowing from the north,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.7,,,600-1000,,,14.0,11.3,No precipitation,6,,,,
20.02.2020 14:00,16.1,740.5,768.1,-1.9,74,Wind blowing from the north-west,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.7,,,1500-2000,,,14.0,11.5,0.7,12,,,,
20.02.2020 11:00,12.9,742.4,770.1,,91,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,14.7,,,600-1000,,,5.0,11.5,0.1,6,,,,
20.02.2020 08:00,10.9,741.2,768.9,1.3,95,Wind blowing from the north-east,3,,6,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,10.4,14.7,,,1500-2000,,,3.0,10.1,1.0,12,,,,
20.02.2020 05:00,10.7,739.9,767.6,,97,Wind blowing from the east-northeast,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.4,14.7,,,,,,1.5,10.2,0.9,6,,,,
20.02.2020 02:00,11.2,740.4,768.0,,96,Wind blowing from the north-east,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,11.2,14.7,,,2500 or more  or no clouds.,,,0.2,10.6,0.3,12,,,,
19.02.2020 20:00,13.5,739.6,767.2,0.4,67,Wind blowing from the east-southeast,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,15.4,,,1500-2000,,,5.0,7.5,No precipitation,12,,,,
19.02.2020 17:00,13.8,739.2,766.7,,64,Wind blowing from the east-southeast,3,,5,100%., ,,,11.7,17.3,,,1500-2000,,,8.0,7.1,No precipitation,6,,,,
19.02.2020 14:00,14.6,740.4,767.9,-1.5,53,Wind blowing from the south-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,18.1,,,1500-2000,,,16.0,5.1,No precipitation,12,,,,
19.02.2020 11:00,14.3,741.9,769.4,,50,Wind blowing from the south-southwest,1,,5,100%., ,,,11.7,18.1,,,1500-2000,,,24.0,4.0,No precipitation,6,,,,
19.02.2020 08:00,12.0,740.9,768.4,0.5,50,Wind blowing from the south-east,4,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,18.1,,,1500-2000,,,26.0,1.9,No precipitation,12,,,,
19.02.2020 05:00,12.1,740.4,767.8,,49,Wind blowing from the east-northeast,4,,5,, ,,,8.6,18.1,,,,,,22.0,1.7,No precipitation,6,,,,
19.02.2020 02:00,13.4,740.8,768.2,,43,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,18.1,,,2500 or more  or no clouds.,,,21.0,1.1,No precipitation,12,,,,
18.02.2020 20:00,15.2,740.0,767.7,0.3,32,Wind blowing from the south-southeast,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,18.1,,,2500 or more  or no clouds.,,,30.0,-1.4,No precipitation,12,,,,
18.02.2020 17:00,17.1,739.7,767.2,,27,Wind blowing from the south,1,,,no clouds, ,,,8.6,18.1,,,,,,30.0,-2.0,No precipitation,6,,,,
18.02.2020 14:00,15.9,741.7,769.3,-2.7,29,Wind blowing from the south-west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,16.8,,,,,,30.0,-2.1,No precipitation,12,,,,
18.02.2020 11:00,12.6,744.4,772.2,,36,Wind blowing from the north-northeast,3,,12,no clouds, ,,,8.6,15.9,,,,,,30.0,-2.1,No precipitation,6,,,,
18.02.2020 08:00,8.6,744.1,772.1,0.8,41,Wind blowing from the north-east,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,15.9,,,,,,30.0,-3.9,No precipitation,12,,,,
18.02.2020 05:00,9.5,743.3,771.1,,39,Wind blowing from the north-east,5,,12,, ,,,7.5,15.9,,,,,,30.0,-3.8,No precipitation,6,,,,
18.02.2020 02:00,10.6,744.3,772.1,,38,Wind blowing from the north-east,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,15.9,,,2500 or more  or no clouds.,,,30.0,-3.1,No precipitation,12,,,,
17.02.2020 20:00,12.3,743.2,771.2,0.5,32,Wind blowing from the north-east,5,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,15.9,,,2500 or more  or no clouds.,,,30.0,-3.9,No precipitation,12,,,,
17.02.2020 17:00,15.0,742.7,770.5,,26,Wind blowing from the north-east,3,,10,no clouds, ,,,7.3,15.9,,,,,,30.0,-4.3,No precipitation,6,,,,
17.02.2020 14:00,14.4,744.2,772.2,-2.1,25,Wind blowing from the north,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,14.6,,,,,,30.0,-5.4,No precipitation,12,,,,
17.02.2020 11:00,10.8,746.3,774.4,,41,Wind blowing from the north,5,,11,90  or more  but not 100%, ,,,7.0,12.1,,,1500-2000,,,30.0,-1.9,No precipitation,6,,,,
17.02.2020 08:00,7.7,745.5,773.8,1.2,55,Wind blowing from the north,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,30.0,-0.8,No precipitation,12,,,,
17.02.2020 05:00,7.5,744.3,772.3,,51,Calm  no wind,0,,,, ,,,3.2,12.1,,,,,,30.0,-2.0,No precipitation,6,,,,
17.02.2020 02:00,7.5,743.8,772.0,,53,Wind blowing from the north,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,12.1,,,2500 or more  or no clouds.,,,30.0,-1.5,No precipitation,12,,,,
16.02.2020 20:00,8.6,742.4,770.8,1.1,54,Wind blowing from the north-east,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,12.1,,,,,,30.0,-0.2,No precipitation,12,,,,
16.02.2020 17:00,12.0,741.3,769.4,,53,Wind blowing from the north,2,,13,, ,,,3.2,12.1,,,,,,30.0,2.7,No precipitation,6,,,,
16.02.2020 14:00,9.9,742.5,770.8,-2.7,52,Wind blowing from the north-northwest,4,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,12.2,,,2500 or more  or no clouds.,,,30.0,0.5,0.1,12,,,,
16.02.2020 11:00,7.2,745.2,773.6,,65,Calm  no wind,0,,,20–30%., ,,,3.2,,,,600-1000,,,30.0,0.9,No precipitation,6,,,,
16.02.2020 08:00,3.2,744.7,773.2,1.8,84,Wind blowing from the north-east,6,,15,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,600-1000,,,30.0,0.8,0.8,12,,,,
16.02.2020 05:00,4.1,742.9,771.1,,86,Wind blowing from the north,9,,15,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.1,19.6,,,,,,30.0,2.0,0.6,6,,,,
16.02.2020 02:00,4.4,742.4,770.5,,94,Wind blowing from the north,9,,15,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,19.6,,,2500 or more  or no clouds.,,,15.0,3.5,2.0,12,,,,
15.02.2020 20:00,8.0,739.4,767.0,3.3,91,Wind blowing from the north,5,,18,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,22.3,,,1500-2000,,,30.0,6.6,3.0,12,,,,
15.02.2020 17:00,9.7,736.1,763.5,,87,Wind blowing from the north,8,,18,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,22.4,,,1500-2000,,,30.0,7.6,3.0,6,,,,
15.02.2020 14:00,12.3,733.9,761.0,1.0,94,Wind blowing from the north,9,,18,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,12.3,22.7,,,300-600,,,16.0,11.4,35.0,12,,,,
15.02.2020 11:00,17.9,732.9,759.6,,97,Wind blowing from the east-southeast,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,,,,1500-2000,,,5.0,17.4,No precipitation,6,,,,
15.02.2020 08:00,17.8,731.5,758.1,1.5,96,Wind blowing from the south-east,3,,9,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,17.2,22.7,,,1500-2000,,,12.0,17.2,37.0,12,,,,
15.02.2020 05:00,18.0,730.0,756.6,,93,Wind blowing from the east-southeast,2,,9,,Fog or ice fog. ,,,17.2,22.7,,,,,,22.0,16.9,35.0,6,,,,
15.02.2020 02:00,19.3,730.3,756.8,,96,Wind blowing from the east-northeast,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,22.7,,,2500 or more  or no clouds.,,,0.5,18.6,4.0,12,,,,
14.02.2020 20:00,22.1,729.8,756.3,0.6,86,Wind blowing from the south-east,4,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,22.7,,,600-1000,,,18.0,19.6,Trace of precipitation,12,,,,
14.02.2020 17:00,22.3,729.2,755.7,,86,Wind blowing from the north-east,3,,7,40%., ,,,19.1,22.7,,,600-1000,,,23.0,19.8,No precipitation,6,,,,
14.02.2020 14:00,21.1,730.0,756.5,-1.9,88,Wind blowing from the east-southeast,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,22.1,,,600-1000,,,22.0,19.0,No precipitation,12,,,,
14.02.2020 11:00,20.4,731.9,758.5,,89,Wind blowing from the south,3,,,100%., ,,,19.1,22.1,,,600-1000,,,30.0,18.5,No precipitation,6,,,,
14.02.2020 08:00,19.5,730.9,757.4,1.1,93,Wind blowing from the south,4,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,22.1,,,600-1000,,,13.0,18.3,3.0,12,,,,
14.02.2020 05:00,19.4,729.8,756.3,,93,Wind blowing from the south,5,,,, ,,,17.5,22.1,,,,,,11.0,18.2,0.2,6,,,,
14.02.2020 02:00,19.5,730.9,757.4,,95,Wind blowing from the south,5,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,22.1,,,2500 or more  or no clouds.,,,5.0,18.7,3.0,12,,,,
13.02.2020 20:00,21.4,730.8,757.4,0.4,83,Wind blowing from the south-southeast,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,22.1,,,600-1000,,,26.0,18.4,No precipitation,12,,,,
13.02.2020 17:00,21.7,730.4,757.0,,82,Wind blowing from the south-southeast,3,,9,100%., ,,,16.5,22.1,,,600-1000,,,27.0,18.5,No precipitation,6,,,,
13.02.2020 14:00,21.0,731.6,758.3,-2.6,83,Wind blowing from the south,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,21.0,,,2500 or more  or no clouds.,,,23.0,18.0,No precipitation,12,,,,
13.02.2020 11:00,19.2,734.2,761.0,,86,Wind blowing from the south-southeast,4,,9,100%., ,,,14.7,19.4,,,1500-2000,,,28.0,16.8,No precipitation,6,,,,
13.02.2020 08:00,17.8,733.9,760.9,0.9,93,Wind blowing from the south,5,,8,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.1,,,600-1000,,,7.0,16.7,No precipitation,12,,,,
13.02.2020 05:00,17.8,733.0,759.9,,95,Wind blowing from the south-southeast,5,,7,,Mist. ,,,,18.1,,,,,,2.0,17.0,No precipitation,6,,,,
13.02.2020 02:00,17.0,733.4,760.4,,95,Wind blowing from the east-southeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,18.1,,,2500 or more  or no clouds.,,,0.1,16.2,No precipitation,12,,,,
12.02.2020 20:00,17.4,733.9,760.9,0.2,98,Wind blowing from the south-southeast,3,,5,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,13.4,17.4,,,1500-2000,,,3.1,17.1,3.0,12,,,,
12.02.2020 17:00,16.5,733.7,760.9,,98,Wind blowing from the east-southeast,1,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,13.2,16.5,,,300-600,,,0.2,16.2,3.0,6,,,,
12.02.2020 14:00,15.9,735.0,762.1,-1.7,98,Wind blowing from the south,2,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,13.1,16.3,,,600-1000,,,0.1,15.6,3.0,12,,,,
12.02.2020 11:00,15.3,736.7,764.0,,97,Wind blowing from the north-northeast,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,16.3,,,,,,0.1,14.8,No precipitation,6,,,,
12.02.2020 08:00,14.2,736.6,763.9,0.5,98,Wind blowing from the west,1,,4,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,12.9,14.8,,,1500-2000,,,0.4,13.9,Trace of precipitation,12,,,,
12.02.2020 05:00,13.7,736.1,763.5,,98,Wind blowing from the west-southwest,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,12.5,14.4,,,,,,less than 0.1,13.4,No precipitation,6,,,,
12.02.2020 02:00,14.4,736.8,764.2,,98,Wind blowing from the east,1,,,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,14.4,,,2500 or more  or no clouds.,,,2.5,14.1,0.6,12,,,,
11.02.2020 20:00,13.5,736.3,763.7,0.8,98,Wind blowing from the north-northeast,2,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,11.8,14.1,,,2500 or more  or no clouds.,,,less than 0.1,13.2,3.0,12,,,,
11.02.2020 17:00,13.5,735.5,762.9,,97,Wind blowing from the east-northeast,1,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.8,14.0,,,300-600,,,less than 0.1,13.0,2.0,6,,,,
11.02.2020 14:00,13.8,736.2,763.6,-2.2,95,Wind blowing from the south-southeast,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,14.0,,,300-600,,,2.1,13.0,2.0,12,,,,
11.02.2020 11:00,13.8,738.4,766.0,,88,Wind blowing from the south,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,13.8,,,1500-2000,,,13.0,11.8,No precipitation,6,,,,
11.02.2020 08:00,12.9,737.8,765.3,0.9,90,Wind blowing from the south,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.4,,,1500-2000,,,9.0,11.3,No precipitation,12,,,,
11.02.2020 05:00,12.6,736.9,764.3,,90,Wind blowing from the west-southwest,1,,6,, ,,,,13.4,,,,,,8.0,11.0,No precipitation,6,,,,
11.02.2020 02:00,12.4,738.1,765.7,,88,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.4,,,2500 or more  or no clouds.,,,10.0,10.5,No precipitation,12,,,,
10.02.2020 20:00,12.8,738.4,766.1,0.1,80,Wind blowing from the west-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,13.4,,,1500-2000,,,19.0,9.4,No precipitation,12,,,,
10.02.2020 17:00,13.1,738.3,766.0,,79,Wind blowing from the south-southeast,1,,6,100%., ,,,9.2,13.4,,,1500-2000,,,21.0,9.5,No precipitation,6,,,,
10.02.2020 14:00,13.3,739.3,767.0,-2.2,73,Wind blowing from the south,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,13.4,,,1500-2000,,,20.0,8.6,No precipitation,12,,,,
10.02.2020 11:00,12.3,741.5,769.3,,76,Wind blowing from the south-southeast,1,,6,90  or more  but not 100%, ,,,8.7,12.4,,,1500-2000,,,15.0,8.2,No precipitation,6,,,,
10.02.2020 08:00,9.4,740.7,768.6,0.8,89,Wind blowing from the south-west,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.6,,,1500-2000,,,11.0,7.7,No precipitation,12,,,,
10.02.2020 05:00,9.4,739.9,767.8,,85,Wind blowing from the east-northeast,3,,5,, ,,,6.7,11.6,,,,,,14.0,7.0,No precipitation,6,,,,
10.02.2020 02:00,10.0,741.4,769.3,,80,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.6,,,2500 or more  or no clouds.,,,14.0,6.7,No precipitation,12,,,,
09.02.2020 20:00,10.3,742.5,770.6,0.1,78,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.6,,,1500-2000,,,23.0,6.6,No precipitation,12,,,,
09.02.2020 17:00,11.1,742.4,770.5,,73,Wind blowing from the north-northwest,1,,7,100%., ,,,6.7,11.6,,,1500-2000,,,30.0,6.4,No precipitation,6,,,,
09.02.2020 14:00,10.4,743.5,771.7,-2.3,77,Wind blowing from the north-northwest,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.4,,,1500-2000,,,30.0,6.5,0.1,12,,,,
09.02.2020 11:00,8.7,745.8,774.1,,84,Wind blowing from the north-northwest,4,,10,100%., ,,,6.7,8.8,,,1500-2000,,,30.0,6.2,0.1,6,,,,
09.02.2020 08:00,6.9,744.8,773.2,0.1,95,Wind blowing from the north,4,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,8.4,,,1500-2000,,,30.0,6.2,0.1,12,,,,
09.02.2020 05:00,6.9,744.7,773.1,,94,Wind blowing from the north,5,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.9,8.4,,,,,,16.0,6.0,No precipitation,6,,,,
09.02.2020 02:00,7.5,744.7,773.0,,91,Wind blowing from the north,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,8.4,,,2500 or more  or no clouds.,,,30.0,6.1,1.0,12,,,,
08.02.2020 20:00,7.8,743.5,771.7,1.0,98,Wind blowing from the north,4,,7,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,6.9,9.9,,,1500-2000,,,0.2,7.5,2.0,12,,,,
08.02.2020 17:00,8.0,742.5,770.7,,97,Wind blowing from the north,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.9,,,,300-600,,,0.3,7.6,2.0,6,,,,
08.02.2020 14:00,8.1,742.8,771.0,-1.3,94,Wind blowing from the north-northwest,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.9,,,,300-600,,,13.0,7.2,2.0,12,,,,
08.02.2020 11:00,7.7,744.1,772.3,,97,Wind blowing from the north,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,6.9,,,,600-1000,,,30.0,7.3,1.0,6,,,,
08.02.2020 08:00,7.0,742.7,770.8,1.3,98,Wind blowing from the north,4,,9,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,6.9,11.6,,,1500-2000,,,0.1,6.7,4.0,12,,,,
08.02.2020 05:00,7.3,741.4,769.4,,98,Wind blowing from the north,4,,8,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,7.3,11.6,,,,,,0.1,7.0,3.0,6,,,,
08.02.2020 02:00,7.9,741.7,769.7,,96,Wind blowing from the north-northwest,5,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,7.9,11.6,,,2500 or more  or no clouds.,,,0.2,7.3,2.0,12,,,,
07.02.2020 20:00,9.9,740.6,768.6,1.1,92,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.6,,,1500-2000,,,30.0,8.7,0.1,12,,,,
07.02.2020 17:00,10.8,739.5,767.4,,86,Wind blowing from the north-northwest,2,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.8,,,1500-2000,,,30.0,8.6,0.1,6,,,,
