Local time in Zhumadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 08:00,3.8,764.6,774.7,1.9,92,Wind blowing from the north-northeast,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,5.7,,,600-1000,,,2.7,2.6,2.0,12,,,,
24.01.2020 05:00,4.3,762.7,772.9,,90,Wind blowing from the north-east,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.9,5.7,,,,,,3.3,2.8,0.1,6,,,,
24.01.2020 02:00,4.4,763.0,773.2,,88,Wind blowing from the north,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.7,,,2500 or more  or no clouds.,,,3.4,2.6,No precipitation,12,,,,
23.01.2020 20:00,5.5,761.2,771.4,1.7,85,Wind blowing from the north-northwest,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,5.7,,,2500 or more  or no clouds.,,,4.4,3.2,No precipitation,12,,,,
23.01.2020 17:00,5.3,759.5,769.6,,84,Wind blowing from the north,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,7.1,,,2500 or more  or no clouds.,,,4.2,2.8,No precipitation,6,,,,
23.01.2020 14:00,5.6,759.4,769.5,-1.3,81,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,7.5,,,2500 or more  or no clouds.,,,4.6,2.6,No precipitation,12,,,,
23.01.2020 11:00,3.8,760.7,770.8,,92,Wind blowing from the west,1,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,,,,,,,2.7,2.6,No precipitation,6,,,,
23.01.2020 08:00,2.6,759.6,769.7,1.0,92,Wind blowing from the west-northwest,1,,4,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,0.6,1.4,No precipitation,12,,,,
23.01.2020 05:00,3.2,758.6,768.7,,91,Wind blowing from the north-northwest,1,,4,,Mist. ,,,-1.0,7.5,,,,,,2.6,1.9,No precipitation,6,,,,
23.01.2020 02:00,2.6,758.5,768.5,,92,Wind blowing from the south-east,2,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.5,,,2500 or more  or no clouds.,,,0.2,1.4,No precipitation,12,,,,
22.01.2020 20:00,2.1,758.4,768.6,1.7,83,Wind blowing from the north-east,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.5,,,2500 or more  or no clouds.,,,2.4,-0.6,No precipitation,12,,,,
22.01.2020 17:00,7.1,756.7,766.8,,61,Wind blowing from the east,2,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.5,,,,,,4.6,-0.1,No precipitation,6,,,,
22.01.2020 14:00,6.5,756.7,766.9,,64,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.6,,,2500 or more  or no clouds.,,,4.0,0.0,No precipitation,12,,,,
22.01.2020 11:00,3.2,758.8,768.9,,79,Wind blowing from the north,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.1,,,2500 or more  or no clouds.,,,3.5,-0.1,No precipitation,6,,,,
22.01.2020 08:00,0.0,757.9,768.0,1.5,91,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.1,,,2500 or more  or no clouds.,,,2.3,-1.3,No precipitation,12,,,,
22.01.2020 05:00,-1.0,756.4,766.6,,91,Wind blowing from the west,1,,3,,Mist. ,,,-1.3,4.1,,,,,,2.2,-2.3,No precipitation,6,,,,
22.01.2020 02:00,-0.3,757.4,767.6,,85,Wind blowing from the west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,4.1,,,2500 or more  or no clouds.,,,3.6,-2.5,No precipitation,12,,,,
21.01.2020 20:00,3.4,758.0,768.1,1.3,71,Wind blowing from the west-northwest,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,4.6,,,2500 or more  or no clouds.,,,4.9,-1.5,Trace of precipitation,12,,,,
21.01.2020 17:00,4.0,756.7,766.9,,63,Wind blowing from the west,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,9.2,,,2500 or more  or no clouds.,,,5.0,-2.4,No precipitation,6,,,,
21.01.2020 14:00,3.1,757.1,767.3,-2.0,68,Wind blowing from the north-northwest,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,,,,2500 or more  or no clouds.,,,5.0,-2.4,Trace of precipitation,12,,,,
21.01.2020 11:00,2.8,759.1,769.3,,66,Wind blowing from the north-west,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,,,,2500 or more  or no clouds.,,,5.0,-2.9,No precipitation,6,,,,
21.01.2020 08:00,1.4,758.7,768.8,0.4,70,Wind blowing from the west-northwest,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,,,,2500 or more  or no clouds.,,,6.0,-3.5,No precipitation,12,,,,
21.01.2020 05:00,0.2,758.3,768.4,,75,Wind blowing from the west,2,,3,,Mist. ,,,-1.1,11.0,,,,,,6.0,-3.7,No precipitation,6,,,,
21.01.2020 02:00,-0.6,759.5,769.6,,82,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,11.0,,,2500 or more  or no clouds.,,,7.0,-3.3,No precipitation,12,,,,
20.01.2020 20:00,2.5,759.7,769.9,1.2,66,Wind blowing from the north-west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,11.0,,,2500 or more  or no clouds.,,,7.0,-3.2,No precipitation,12,,,,
20.01.2020 17:00,9.2,758.5,768.5,,34,Wind blowing from the north,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,10.0,-5.8,,,,,,
20.01.2020 14:00,10.7,759.2,769.2,-1.5,26,Wind blowing from the north-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,10.9,,,,,,10.0,-8.0,No precipitation,12,,,,
20.01.2020 11:00,8.4,760.7,770.8,,30,Wind blowing from the north-northwest,3,,7,90  or more  but not 100%, ,,,1.1,10.9,,,,,,11.0,-8.2,No precipitation,6,,,,
20.01.2020 08:00,5.6,759.4,769.5,1.1,52,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,10.9,,,2500 or more  or no clouds.,,,9.0,-3.7,No precipitation,12,,,,
20.01.2020 05:00,5.3,758.3,768.3,,50,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,9.0,-4.5,,,,,,
20.01.2020 02:00,3.0,758.8,768.7,,61,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,10.9,,,2500 or more  or no clouds.,,,9.0,-3.8,No precipitation,12,,,,
19.01.2020 20:00,5.5,758.5,768.5,0.9,52,Wind blowing from the south,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,10.9,,,2500 or more  or no clouds.,,,10.0,-3.8,No precipitation,12,,,,
19.01.2020 17:00,9.2,757.6,767.5,,31,Wind blowing from the north,0,,,90  or more  but not 100%, ,,,,,,,,,,10.0,-7.0,,,,,,
19.01.2020 14:00,10.3,758.3,768.3,-2.4,21,Wind blowing from the north-northwest,4,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,10.4,,,2500 or more  or no clouds.,,,10.0,-11.1,No precipitation,12,,,,
19.01.2020 11:00,7.9,760.7,770.8,,37,Wind blowing from the north-west,4,,8,no clouds, ,,,0.9,8.7,,,,,,9.0,-5.9,No precipitation,6,,,,
19.01.2020 08:00,2.8,760.0,770.1,1.5,56,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,8.7,,,,,,8.0,-5.1,No precipitation,12,,,,
19.01.2020 05:00,2.7,758.5,768.6,,57,Wind blowing from the west,2,,7,, ,,,-1.7,8.7,,,,,,8.0,-5.0,No precipitation,6,,,,
19.01.2020 02:00,4.1,758.5,768.5,,68,Wind blowing from the west,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,8.7,,,2500 or more  or no clouds.,,,6.0,-1.3,No precipitation,12,,,,
18.01.2020 20:00,6.3,759.1,769.2,1.2,59,Wind blowing from the west,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,8.7,,,2500 or more  or no clouds.,,,6.0,-1.1,No precipitation,12,,,,
18.01.2020 17:00,7.2,757.9,768.0,,61,Wind blowing from the south-southeast,3,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,8.7,,,2500 or more  or no clouds.,,,5.0,0.0,No precipitation,6,,,,
18.01.2020 14:00,8.2,758.5,768.7,-2.9,55,Wind blowing from the north-east,2,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,8.3,,,2500 or more  or no clouds.,,,6.0,-0.5,No precipitation,12,,,,
18.01.2020 11:00,3.6,761.4,771.6,,78,Wind blowing from the east,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.6,,,2500 or more  or no clouds.,,,4.7,0.0,No precipitation,6,,,,
18.01.2020 08:00,-1.5,760.4,770.6,0.9,88,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,7.6,,,2500 or more  or no clouds.,,,3.6,-3.2,No precipitation,12,,,,
18.01.2020 05:00,-1.2,759.5,769.6,,82,Wind blowing from the north-northeast,1,,4,,Mist. ,,,-3.9,7.6,,,,,,3.8,-3.9,No precipitation,6,,,,
18.01.2020 02:00,-0.9,760.5,770.6,,90,Wind blowing from the west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.6,,,2500 or more  or no clouds.,,,3.3,-2.3,No precipitation,12,,,,
17.01.2020 20:00,3.3,760.5,770.8,0.7,75,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.6,,,2500 or more  or no clouds.,,,5.0,-0.7,No precipitation,12,,,,
17.01.2020 17:00,6.2,759.8,770.0,,61,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.6,,,,,,6.0,-0.8,No precipitation,6,,,,
17.01.2020 14:00,7.2,760.3,770.5,,52,Wind blowing from the west-northwest,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.2,,,2500 or more  or no clouds.,,,6.0,-2.0,No precipitation,12,,,,
17.01.2020 11:00,3.1,763.0,773.2,,71,Wind blowing from the east-southeast,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,3.1,,,,,,6.0,-1.8,No precipitation,6,,,,
17.01.2020 08:00,-3.7,762.9,773.2,0.9,91,Wind blowing from the north,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,2.2,,,,,,4.6,-5.0,No precipitation,12,,,,
17.01.2020 05:00,-2.9,762.0,772.3,,91,Wind blowing from the south-southwest,0,,3,,Mist. ,,,-2.9,2.2,,,,,,5.0,-4.2,No precipitation,6,,,,
17.01.2020 02:00,-2.3,763.3,773.5,,90,Wind blowing from the west-northwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,2.2,,,2500 or more  or no clouds.,,,5.0,-3.7,No precipitation,12,,,,
16.01.2020 20:00,1.2,763.9,774.1,1.5,76,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,2.2,,,2500 or more  or no clouds.,,,5.0,-2.6,No precipitation,12,,,,
16.01.2020 17:00,1.8,762.4,772.7,,71,Wind blowing from the north,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,2.2,,,,,,6.0,-2.9,No precipitation,6,,,,
16.01.2020 14:00,1.6,762.3,772.6,-1.9,72,Wind blowing from the north,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,1.6,,,2500 or more  or no clouds.,,,6.0,-2.9,No precipitation,12,,,,
16.01.2020 11:00,0.0,764.2,774.6,,76,Wind blowing from the north-northwest,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,0.9,,,2500 or more  or no clouds.,,,5.0,-3.7,No precipitation,6,,,,
16.01.2020 08:00,-1.1,763.6,773.9,1.1,86,Wind blowing from the north-west,2,,6,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,,,,2500 or more  or no clouds.,,,4.2,-3.1,No precipitation,12,,,,
16.01.2020 05:00,-1.3,762.5,772.9,,86,Wind blowing from the north-west,3,,,,Mist. ,,,-1.4,,,,,,,5.0,-3.3,No precipitation,6,,,,
16.01.2020 02:00,-1.3,763.2,773.5,,84,Wind blowing from the north-northwest,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,0.9,,,2500 or more  or no clouds.,,,4.2,-3.7,2.0,12,,,,
15.01.2020 20:00,-0.8,762.4,772.7,1.3,89,Wind blowing from the north-northeast,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,1.1,,,2500 or more  or no clouds.,,,2.5,-2.4,2.0,12,,,,
15.01.2020 17:00,-0.7,761.1,771.4,,90,Wind blowing from the north-northeast,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,,,,2500 or more  or no clouds.,,,2.0,-2.1,2.0,6,,,,
15.01.2020 14:00,0.2,760.3,770.6,,69,Wind blowing from the north-northeast,3,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,4.6,,,2500 or more  or no clouds.,,,4.4,-4.8,Trace of precipitation,12,,,,
15.01.2020 11:00,0.8,762.2,772.5,,63,Wind blowing from the east-northeast,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,4.6,,,2500 or more  or no clouds.,,,5.0,-5.6,No precipitation,6,,,,
15.01.2020 08:00,0.1,761.5,771.8,1.1,67,Wind blowing from the east,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,4.6,,,2500 or more  or no clouds.,,,4.9,-5.3,No precipitation,12,,,,
15.01.2020 05:00,0.1,760.4,770.6,,66,Wind blowing from the south-east,2,,4,,Haze. ,,,-3.2,4.6,,,,,,5.0,-5.5,No precipitation,6,,,,
15.01.2020 02:00,-2.0,761.8,772.0,,80,Wind blowing from the south,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,4.6,,,2500 or more  or no clouds.,,,5.0,-5.1,No precipitation,12,,,,
14.01.2020 20:00,0.8,761.6,772.0,0.1,67,Wind blowing from the south,1,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,4.6,,,2500 or more  or no clouds.,,,7.0,-4.8,No precipitation,12,,,,
14.01.2020 17:00,3.5,761.5,771.7,,51,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,-3.2,4.6,,,,,,8.0,-5.9,No precipitation,6,,,,
14.01.2020 14:00,4.2,761.1,771.3,-2.8,43,Wind blowing from the east,3,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,5.4,,,2500 or more  or no clouds.,,,7.0,-7.3,No precipitation,12,,,,
14.01.2020 11:00,1.2,763.9,774.2,,70,Wind blowing from the east-southeast,2,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,5.4,,,2500 or more  or no clouds.,,,3.9,-3.7,No precipitation,6,,,,
14.01.2020 08:00,-3.2,762.7,773.1,0.4,92,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,5.4,,,2500 or more  or no clouds.,,,1.8,-4.3,No precipitation,12,,,,
14.01.2020 05:00,-2.7,762.3,772.6,,90,Wind blowing from the west-northwest,1,,3,,Mist. ,,,-2.7,5.4,,,,,,2.3,-4.1,No precipitation,6,,,,
14.01.2020 02:00,-1.4,762.4,772.6,,92,Wind blowing from the west-northwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,5.4,,,2500 or more  or no clouds.,,,2.7,-2.5,No precipitation,12,,,,
13.01.2020 20:00,1.5,760.6,770.8,2.1,86,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,5.4,,,2500 or more  or no clouds.,,,3.3,-0.6,No precipitation,12,,,,
13.01.2020 17:00,4.4,758.5,768.7,,68,Wind blowing from the north,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,5.9,,,,,,4.5,-1.0,No precipitation,6,,,,
13.01.2020 14:00,4.7,758.2,768.3,-1.4,72,Wind blowing from the north,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,6.7,,,2500 or more  or no clouds.,,,3.6,0.1,No precipitation,12,,,,
13.01.2020 11:00,2.9,759.6,769.7,,81,Wind blowing from the north-northwest,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,,,,2500 or more  or no clouds.,,,2.6,0.0,No precipitation,6,,,,
13.01.2020 08:00,2.5,758.5,768.7,1.4,89,Wind blowing from the north-west,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.7,,,2500 or more  or no clouds.,,,2.3,0.9,No precipitation,12,,,,
13.01.2020 05:00,3.3,757.1,767.2,,92,Wind blowing from the north-northwest,2,,4,,Mist. ,,,-1.2,6.7,,,,,,1.5,2.1,No precipitation,6,,,,
13.01.2020 02:00,3.1,757.4,767.5,,91,Wind blowing from the north-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,6.7,,,2500 or more  or no clouds.,,,1.8,1.8,No precipitation,12,,,,
12.01.2020 20:00,4.2,758.3,768.5,1.1,84,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,6.7,,,2500 or more  or no clouds.,,,2.7,1.7,No precipitation,12,,,,
12.01.2020 17:00,5.9,757.2,767.3,,72,Wind blowing from the north,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,6.7,,,2500 or more  or no clouds.,,,3.9,1.1,No precipitation,6,,,,
12.01.2020 14:00,6.6,757.2,767.2,-2.5,69,Wind blowing from the north,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.1,,,2500 or more  or no clouds.,,,3.8,1.3,No precipitation,12,,,,
12.01.2020 11:00,2.1,759.7,769.8,,92,Wind blowing from the east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.1,,,,,,2.1,0.9,No precipitation,6,,,,
12.01.2020 08:00,-1.1,759.0,769.2,0.7,91,Wind blowing from the north-northwest,1,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.1,,,2500 or more  or no clouds.,,,1.9,-2.4,No precipitation,12,,,,
12.01.2020 05:00,-1.0,758.3,768.4,,92,Wind blowing from the south-southeast,1,,3,,Mist. ,,,-1.0,7.1,,,,,,1.6,-2.1,No precipitation,6,,,,
12.01.2020 02:00,0.5,759.3,769.4,,92,Wind blowing from the south-southeast,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,7.1,,,2500 or more  or no clouds.,,,2.6,-0.6,No precipitation,12,,,,
11.01.2020 20:00,4.5,759.4,769.6,1.1,76,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,7.1,,,2500 or more  or no clouds.,,,4.7,0.6,No precipitation,12,,,,
11.01.2020 17:00,6.0,758.3,768.4,,62,Wind blowing from the north-east,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,7.1,,,2500 or more  or no clouds.,,,6.0,-0.9,No precipitation,6,,,,
11.01.2020 14:00,6.6,758.0,768.1,-2.3,61,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,6.6,,,2500 or more  or no clouds.,,,7.0,-0.4,No precipitation,12,,,,
11.01.2020 11:00,4.4,760.3,770.5,,68,Wind blowing from the west,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,4.4,,,2500 or more  or no clouds.,,,7.0,-1.0,No precipitation,6,,,,
11.01.2020 08:00,2.0,759.6,769.8,0.2,85,Wind blowing from the north-west,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,2.8,,,2500 or more  or no clouds.,,,5.0,-0.3,Trace of precipitation,12,,,,
11.01.2020 05:00,2.6,759.4,769.5,,74,Wind blowing from the west-southwest,2,,5,,Mist. ,,,1.1,2.8,,,,,,6.0,-1.6,No precipitation,6,,,,
11.01.2020 02:00,2.1,759.8,770.0,,79,Wind blowing from the west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,2.8,,,2500 or more  or no clouds.,,,6.0,-1.2,0.3,12,,,,
10.01.2020 20:00,1.8,759.6,769.8,1.1,86,Wind blowing from the west-northwest,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,1.0,2.8,,,2500 or more  or no clouds.,,,6.0,-0.4,1.0,12,,,,
10.01.2020 17:00,2.8,758.5,768.7,,83,Wind blowing from the north-northwest,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,2.8,,,2500 or more  or no clouds.,,,5.0,0.2,0.7,6,,,,
10.01.2020 14:00,2.5,758.4,768.5,-1.8,90,Wind blowing from the north-west,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.8,2.5,,,2500 or more  or no clouds.,,,3.8,1.0,1.0,12,,,,
