Local time in Benxi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 20:00,-7.8,759.3,777.8,-0.4,42,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-2.3,,,,,,11.0,-18.5,No precipitation,12,,,,
24.01.2020 17:00,-4.6,759.7,778.2,,21,Wind blowing from the north,2,,5,no clouds, ,,,-11.8,-2.3,,,,,,30.0,-23.6,No precipitation,6,,,,
24.01.2020 14:00,-3.0,760.6,779.0,-1.3,24,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,0.7,,,,,,30.0,-20.7,No precipitation,12,,,,
24.01.2020 11:00,-5.4,761.9,780.3,,34,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,28.0,-18.8,,,,,,
24.01.2020 08:00,-10.8,761.9,780.4,0.8,72,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,1.6,,,,,,12.0,-14.9,No precipitation,12,,,,
24.01.2020 05:00,-11.5,761.1,779.5,,80,Wind blowing from the east,2,,,, ,,,-11.5,2.0,,,,,,12.0,-14.3,No precipitation,6,,,,
24.01.2020 02:00,-10.6,759.9,778.2,,79,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,2.2,,,2500 or more  or no clouds.,,,11.0,-13.5,No precipitation,12,,,,
23.01.2020 20:00,-5.6,758.6,776.6,2.2,56,Wind blowing from the north,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,2.2,,,,,,3.3,-13.0,Trace of precipitation,12,,,,
23.01.2020 17:00,-3.5,756.4,774.3,,54,Wind blowing from the north-northwest,2,,7,60%., ,,,-3.5,2.3,,,1000-1500,,,26.0,-11.5,No precipitation,6,,,,
23.01.2020 14:00,-0.1,754.4,772.1,0.4,45,Wind blowing from the north-northwest,3,,7,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-1.1,3.5,,,1000-1500,,,21.0,-10.6,Trace of precipitation,12,,,,
23.01.2020 11:00,-0.7,754.0,771.7,,75,Wind blowing from the west-northwest,3,,7,70 – 80%.,Mist. ,Snow and/or other types of solid precipitation,Rain.,-0.7,4.0,,,2500 or more  or no clouds.,,,4.0,-4.6,No precipitation,6,,,,
23.01.2020 08:00,1.6,752.3,769.9,1.6,81,Wind blowing from the west,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,1000-1500,,,5.0,-1.3,No precipitation,12,,,,
23.01.2020 05:00,1.9,750.7,768.2,,79,Wind blowing from the west,2,,6,, ,,,,,,,,,,8.0,-1.4,No precipitation,6,,,,
23.01.2020 02:00,2.2,750.5,768.0,,76,Wind blowing from the south-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,4.0,,,2500 or more  or no clouds.,,,10.0,-1.6,No precipitation,12,,,,
22.01.2020 20:00,2.0,750.8,768.4,0.1,77,Wind blowing from the south-southwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.0,,,1000-1500,,,9.0,-1.6,No precipitation,12,,,,
22.01.2020 17:00,2.3,750.7,768.3,,75,Wind blowing from the south-west,3,,6,100%., ,,,-0.8,4.0,,,1000-1500,,,10.0,-1.7,No precipitation,6,,,,
22.01.2020 14:00,3.4,750.4,767.9,,69,Wind blowing from the south,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.0,,,1000-1500,,,13.0,-1.9,No precipitation,12,,,,
22.01.2020 11:00,2.4,751.1,768.7,,69,Wind blowing from the south-west,2,,8,70 – 80%., ,,,-0.8,2.4,,,1000-1500,,,13.0,-2.7,No precipitation,6,,,,
22.01.2020 08:00,0.8,751.0,768.7,0.7,74,Wind blowing from the west-southwest,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.5,,,1000-1500,,,14.0,-3.3,No precipitation,12,,,,
22.01.2020 05:00,0.5,750.3,768.0,,72,Wind blowing from the south-west,3,,10,, ,,,,1.5,,,,,,20.0,-4.0,No precipitation,6,,,,
22.01.2020 02:00,0.2,751.1,768.7,,69,Wind blowing from the south-southwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.5,,,2500 or more  or no clouds.,,,24.0,-4.8,No precipitation,12,,,,
21.01.2020 20:00,-0.5,751.6,769.7,0.6,61,Wind blowing from the south-southwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,1.5,,,,,,16.0,-7.1,No precipitation,12,,,,
21.01.2020 17:00,-0.3,751.0,769.1,,45,Wind blowing from the south,4,,11,no clouds, ,,,-13.2,1.5,,,,,,30.0,-10.8,No precipitation,6,,,,
21.01.2020 14:00,1.1,751.2,769.3,-1.6,32,Wind blowing from the south,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,1.1,,,,,,30.0,-13.8,No precipitation,12,,,,
21.01.2020 11:00,-0.6,752.8,771.0,,32,Wind blowing from the south-southwest,4,,8,no clouds, ,,,-13.2,-0.6,,,,,,30.0,-15.3,No precipitation,6,,,,
21.01.2020 08:00,-12.0,754.2,772.6,0.1,74,Wind blowing from the east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-3.3,,,,,,14.0,-15.8,No precipitation,12,,,,
21.01.2020 05:00,-13.1,754.1,772.5,,79,Wind blowing from the east,3,,,, ,,,-14.2,-3.3,,,,,,13.0,-16.0,No precipitation,6,,,,
21.01.2020 02:00,-13.0,754.8,773.2,,80,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-3.3,,,2500 or more  or no clouds.,,,12.0,-15.7,No precipitation,12,,,,
20.01.2020 20:00,-8.4,753.7,772.2,1.5,64,Wind blowing from the east,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-3.3,,,,,,19.0,-14.0,No precipitation,12,,,,
20.01.2020 17:00,-5.6,752.2,770.5,,52,Wind blowing from the north-west,1,,10,no clouds, ,,,-14.2,-3.3,,,,,,30.0,-14.1,No precipitation,6,,,,
20.01.2020 14:00,-3.9,750.8,769.0,0.5,44,Wind blowing from the west-northwest,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-3.3,,,600-1000,,,30.0,-14.6,No precipitation,12,,,,
20.01.2020 11:00,-4.1,750.3,768.5,,42,Wind blowing from the west-northwest,4,,8,20–30%., ,,,-14.2,-3.5,,,600-1000,,,30.0,-15.1,No precipitation,6,,,,
20.01.2020 08:00,-13.8,749.6,768.1,1.7,81,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-3.5,,,,,,8.0,-16.4,No precipitation,12,,,,
20.01.2020 05:00,-13.4,747.9,766.2,,82,Wind blowing from the east,2,,4,, ,,,-13.6,-3.1,,,,,,10.0,-15.8,No precipitation,6,,,,
20.01.2020 02:00,-12.7,747.7,765.9,,80,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-3.1,,,2500 or more  or no clouds.,,,11.0,-15.4,No precipitation,12,,,,
19.01.2020 20:00,-9.0,748.2,766.3,1.1,68,Wind blowing from the east,1,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-2.8,,,1000-1500,,,13.0,-13.8,Trace of precipitation,12,,,,
19.01.2020 17:00,-6.5,747.1,765.1,,50,Wind blowing from the north,1,,7,20–30%., ,,,-6.5,-1.1,,,1000-1500,,,30.0,-15.2,No precipitation,6,,,,
19.01.2020 14:00,-4.1,746.7,764.5,-0.4,53,Wind blowing from the west,3,,7,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,,,,1000-1500,,,28.0,-12.3,0.9,12,,,,
19.01.2020 11:00,-4.2,747.1,765.1,,70,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,,,,1000-1500,,,11.0,-9.0,No precipitation,6,,,,
19.01.2020 08:00,-5.6,746.4,764.3,1.6,73,Wind blowing from the west-northwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.9,,,2500 or more  or no clouds.,,,10.0,-9.8,1.0,12,,,,
19.01.2020 05:00,-3.2,744.8,762.5,,91,Wind blowing from the west-southwest,2,,6,,Snow not falling as shower(s). ,,,,0.9,,,,,,3.0,-4.5,1.0,6,,,,
19.01.2020 02:00,-4.1,744.8,762.5,,90,Wind blowing from the north,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.9,,,2500 or more  or no clouds.,,,2.7,-5.5,0.4,12,,,,
18.01.2020 20:00,-3.6,746.3,764.5,-0.3,57,Wind blowing from the north-northwest,0,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,0.9,,,2500 or more  or no clouds.,,,5.0,-10.9,No precipitation,12,,,,
18.01.2020 17:00,-1.1,746.6,764.7,,44,Wind blowing from the east,1,,,no clouds, ,,,-14.5,0.9,,,,,,10.0,-11.8,No precipitation,6,,,,
18.01.2020 14:00,0.4,748.0,766.0,-2.0,34,Wind blowing from the west-southwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,0.4,,,,,,6.0,-13.6,No precipitation,12,,,,
18.01.2020 11:00,-7.0,750.0,768.2,,60,Wind blowing from the east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-0.8,,,,,,7.0,-13.5,No precipitation,6,,,,
18.01.2020 08:00,-13.7,751.1,769.5,0.1,83,Wind blowing from the east,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-0.8,,,2500 or more  or no clouds.,,,3.8,-16.0,No precipitation,12,,,,
18.01.2020 05:00,-14.2,751.0,769.3,,83,Wind blowing from the east,3,,4,,Mist. ,,,-15.8,-0.8,,,,,,4.1,-16.5,No precipitation,6,,,,
18.01.2020 02:00,-12.6,751.6,769.9,,80,Wind blowing from the east,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-0.8,,,2500 or more  or no clouds.,,,4.5,-15.3,No precipitation,12,,,,
17.01.2020 20:00,-7.3,751.9,770.3,0.3,65,Wind blowing from the east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-0.8,,,,,,6.0,-12.9,No precipitation,12,,,,
17.01.2020 17:00,-4.3,751.6,769.9,,49,Wind blowing from the north-northwest,2,,5,20–30%., ,,,-15.8,-0.8,,,2500 or more  or no clouds.,,,11.0,-13.4,No precipitation,6,,,,
17.01.2020 14:00,-1.8,751.7,770.0,,39,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-1.5,,,,,,10.0,-14.2,No precipitation,12,,,,
17.01.2020 11:00,-8.0,753.7,772.1,,60,Wind blowing from the south-southeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-4.2,,,,,,4.9,-14.4,No precipitation,6,,,,
17.01.2020 08:00,-15.0,753.5,772.1,-0.7,83,Wind blowing from the east,2,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-4.2,,,2500 or more  or no clouds.,,,5.0,-17.2,No precipitation,12,,,,
17.01.2020 05:00,-15.5,754.2,772.8,,83,Wind blowing from the east,3,,4,,Mist. ,,,-16.3,-4.2,,,,,,5.0,-17.7,No precipitation,6,,,,
17.01.2020 02:00,-14.9,755.2,773.6,,82,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-4.2,,,2500 or more  or no clouds.,,,5.0,-17.3,No precipitation,12,,,,
16.01.2020 20:00,-10.5,754.9,773.5,-0.4,68,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-4.2,,,,,,9.0,-15.3,No precipitation,12,,,,
16.01.2020 17:00,-8.0,755.3,773.9,,57,Wind blowing from the north-northwest,2,,4,no clouds, ,,,-16.3,-4.2,,,,,,15.0,-15.2,No precipitation,6,,,,
16.01.2020 14:00,-4.8,755.2,773.6,-1.3,43,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-3.2,,,,,,22.0,-15.7,No precipitation,12,,,,
16.01.2020 11:00,-9.0,756.5,775.0,,66,Wind blowing from the east-northeast,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-3.2,,,,,,3.7,-14.2,No precipitation,6,,,,
16.01.2020 08:00,-16.0,756.2,774.9,0.6,82,Wind blowing from the east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.2,,,,,,5.0,-18.4,No precipitation,12,,,,
16.01.2020 05:00,-15.3,755.6,774.1,,82,Wind blowing from the east,2,,4,,Mist. ,,,-17.5,-3.2,,,,,,6.0,-17.7,No precipitation,6,,,,
16.01.2020 02:00,-13.9,755.9,774.3,,80,Wind blowing from the east,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-3.2,,,2500 or more  or no clouds.,,,4.3,-16.7,No precipitation,12,,,,
15.01.2020 20:00,-9.6,755.1,773.8,0.5,65,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-3.2,,,,,,7.0,-15.1,No precipitation,12,,,,
15.01.2020 17:00,-5.5,754.6,773.2,,48,Wind blowing from the east,1,,4,no clouds, ,,,-17.5,-3.2,,,,,,9.0,-15.0,No precipitation,6,,,,
15.01.2020 14:00,-3.5,754.1,772.6,,38,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-3.5,,,,,,11.0,-15.8,No precipitation,12,,,,
15.01.2020 11:00,-10.0,755.5,774.1,,63,Wind blowing from the east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-6.2,,,,,,5.0,-15.7,No precipitation,6,,,,
15.01.2020 08:00,-16.8,755.7,774.5,0.2,81,Wind blowing from the east,3,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-6.2,,,,,,5.0,-19.3,No precipitation,12,,,,
15.01.2020 05:00,-17.1,755.5,774.2,,82,Wind blowing from the east,2,,4,,Mist. ,,,-18.3,-6.2,,,,,,5.0,-19.4,No precipitation,6,,,,
15.01.2020 02:00,-16.0,755.4,774.0,,80,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-6.2,,,2500 or more  or no clouds.,,,5.0,-18.7,No precipitation,12,,,,
14.01.2020 20:00,-12.0,755.2,774.1,0.5,66,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-6.2,,,,,,9.0,-17.1,No precipitation,12,,,,
14.01.2020 17:00,-9.2,754.7,773.4,,53,Wind blowing from the north-west,2,,4,, ,,,-18.3,-6.2,,,,,,16.0,-17.2,No precipitation,6,,,,
14.01.2020 14:00,-6.5,754.0,772.5,-0.9,46,Wind blowing from the west,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-5.7,,,,,,14.0,-16.2,No precipitation,12,,,,
14.01.2020 11:00,-10.5,754.9,773.5,,62,Wind blowing from the east-southeast,1,,4,no clouds, ,,,-18.3,-5.3,,,,,,8.0,-16.4,No precipitation,6,,,,
14.01.2020 08:00,-17.6,754.9,773.8,0.8,80,Wind blowing from the east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-5.3,,,,,,6.0,-20.2,No precipitation,12,,,,
14.01.2020 05:00,-17.6,754.1,772.8,,82,Wind blowing from the east,3,,,, ,,,,,,,,,,7.0,-19.9,,,,,,
14.01.2020 02:00,-16.4,754.1,772.6,,81,Wind blowing from the east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-5.3,,,2500 or more  or no clouds.,,,6.0,-19.0,No precipitation,12,,,,
13.01.2020 20:00,-11.6,753.1,771.8,1.5,64,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-5.3,,,,,,14.0,-17.2,No precipitation,12,,,,
13.01.2020 17:00,-8.8,751.6,770.2,,49,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-17.7,-5.3,,,,,,26.0,-17.6,No precipitation,6,,,,
13.01.2020 14:00,-5.7,750.9,769.3,-0.4,41,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-5.3,,,,,,30.0,-17.1,No precipitation,12,,,,
13.01.2020 11:00,-9.6,751.3,769.9,,62,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-7.0,,,,,,5.0,-15.5,No precipitation,6,,,,
13.01.2020 08:00,-17.1,750.7,769.3,1.1,80,Wind blowing from the east,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-7.0,,,2500 or more  or no clouds.,,,6.0,-19.7,No precipitation,12,,,,
13.01.2020 05:00,-17.5,749.6,768.2,,82,Wind blowing from the east,2,,4,, ,,,-17.5,-7.0,,,,,,8.0,-19.8,No precipitation,6,,,,
13.01.2020 02:00,-16.6,749.7,768.1,,83,Wind blowing from the east,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-7.0,,,2500 or more  or no clouds.,,,7.0,-18.9,No precipitation,12,,,,
12.01.2020 20:00,-12.6,750.1,768.7,0.6,72,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-7.0,,,,,,14.0,-16.6,No precipitation,12,,,,
12.01.2020 17:00,-10.7,749.5,768.1,,62,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-16.0,-7.0,,,,,,22.0,-16.6,No precipitation,6,,,,
12.01.2020 14:00,-7.2,749.0,767.4,-1.4,53,Wind blowing from the west-northwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-5.6,,,600-1000,,,12.0,-15.2,No precipitation,12,,,,
12.01.2020 11:00,-9.5,750.4,768.7,,66,Wind blowing from the east-southeast,2,,3,no clouds, ,,,-16.0,-5.2,,,,,,8.0,-14.8,No precipitation,6,,,,
12.01.2020 08:00,-15.9,750.8,769.4,0.7,83,Wind blowing from the east,2,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-5.2,,,2500 or more  or no clouds.,,,7.0,-18.1,No precipitation,12,,,,
12.01.2020 05:00,-15.2,750.1,768.6,,84,Wind blowing from the east,2,,4,, ,,,-15.3,-5.2,,,,,,8.0,-17.3,No precipitation,6,,,,
12.01.2020 02:00,-13.8,750.7,769.0,,81,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-5.2,,,2500 or more  or no clouds.,,,8.0,-16.4,No precipitation,12,,,,
11.01.2020 20:00,-10.3,751.6,770.1,0.0,68,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-5.2,,,,,,13.0,-15.2,No precipitation,12,,,,
11.01.2020 17:00,-7.9,751.6,769.9,,59,Wind blowing from the north-northwest,3,,5,no clouds, ,,,-13.5,-3.9,,,,,,23.0,-14.5,No precipitation,6,,,,
11.01.2020 14:00,-5.7,750.9,769.2,-1.6,49,Wind blowing from the north-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-2.6,,,,,,30.0,-14.7,No precipitation,12,,,,
11.01.2020 11:00,-7.4,752.5,770.8,,57,Wind blowing from the north-northwest,1,,3,no clouds, ,,,-13.5,-2.6,,,,,,17.0,-14.5,No precipitation,6,,,,
11.01.2020 08:00,-13.0,752.5,770.8,0.8,84,Wind blowing from the east,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-2.6,,,,,,6.0,-15.1,No precipitation,12,,,,
11.01.2020 05:00,-12.1,751.7,769.9,,85,Calm  no wind,0,,,,Mist. ,,,-12.8,-2.6,,,,,,6.0,-14.1,No precipitation,6,,,,
11.01.2020 02:00,-11.5,751.3,769.6,,88,Wind blowing from the east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.6,,,2500 or more  or no clouds.,,,5.0,-13.1,No precipitation,12,,,,
10.01.2020 20:00,-6.2,750.7,769.0,0.9,82,Wind blowing from the north-northeast,0,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.6,,,1000-1500,,,6.0,-8.8,No precipitation,12,,,,
10.01.2020 17:00,-4.0,749.8,768.1,,75,Wind blowing from the west-northwest,1,,5,20–30%., ,,,-12.8,-2.6,,,1000-1500,,,9.0,-7.8,No precipitation,6,,,,
10.01.2020 14:00,-3.0,749.4,767.5,-1.6,71,Wind blowing from the west,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.4,,,1000-1500,,,10.0,-7.5,No precipitation,12,,,,
10.01.2020 11:00,-6.9,751.0,769.3,,75,Wind blowing from the east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.4,,,,,,5.0,-10.7,No precipitation,6,,,,
10.01.2020 08:00,-12.2,751.7,770.1,0.1,90,Wind blowing from the east,3,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.4,,,,,,6.0,-13.5,No precipitation,12,,,,
10.01.2020 05:00,-12.6,751.6,769.9,,90,Wind blowing from the east,3,,,,Mist. ,,,-12.7,-2.4,,,,,,3.5,-13.9,No precipitation,6,,,,
10.01.2020 02:00,-12.1,752.6,770.8,,86,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-2.4,,,2500 or more  or no clouds.,,,9.0,-14.0,No precipitation,12,,,,
