Local time in Shenyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 08:00,-1.4,765.6,770.5,2.2,87,Wind blowing from the west,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,0.2,,,2500 or more  or no clouds.,,,1.8,-3.3,No precipitation,12,,,,
23.01.2020 05:00,-1.6,763.4,768.4,,89,Wind blowing from the south-west,3,,5,,Mist. ,,,,0.2,,,,,,1.9,-3.2,No precipitation,6,,,,
23.01.2020 02:00,-0.5,763.0,767.9,0.3,91,Wind blowing from the south-west,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.2,,,2500 or more  or no clouds.,,,1.7,-1.8,0.2,12,,,,
22.01.2020 23:00,-1.3,762.7,767.6,,91,Wind blowing from the south-southeast,1,,,,Mist. ,,,,0.2,,,,,,1.6,-2.6,0.2,6,,,,
22.01.2020 20:00,-1.4,763.3,768.3,-0.1,91,Wind blowing from the east,1,,4,100%.,Mist. ,Snow and/or other types of solid precipitation,Rain.,,0.2,,,1000-1500,,,1.9,-2.7,0.2,12,,,,
22.01.2020 17:00,-0.8,763.4,768.4,,85,Wind blowing from the south-southeast,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,0.2,,,1000-1500,,,1.4,-3.0,No precipitation,6,,,,
22.01.2020 14:00,0.0,763.3,768.3,-0.6,74,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,2.5,,,,,,3.1,-4.1,No precipitation,12,,,,
22.01.2020 11:00,-1.2,763.9,768.9,,88,Wind blowing from the south,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,2.5,,,,,,1.8,-2.9,No precipitation,6,,,,
22.01.2020 08:00,-1.9,763.3,768.4,1.1,94,Wind blowing from the west-southwest,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,2.5,,,,,,5.0,-2.7,No precipitation,12,,,,
22.01.2020 05:00,-7.9,762.2,767.2,,91,Calm  no wind,0,,,,Mist. ,,,-16.3,2.5,,,,,,7.0,-9.1,No precipitation,6,,,,
22.01.2020 02:00,-7.6,763.0,768.0,-0.3,87,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,2.5,,,2500 or more  or no clouds.,,,12.0,-9.4,No precipitation,12,,,,
21.01.2020 23:00,-4.7,763.3,768.2,,74,Calm  no wind,0,,,, ,,,,2.5,,,,,,12.0,-8.6,No precipitation,6,,,,
21.01.2020 20:00,-4.2,763.4,768.5,0.7,60,Wind blowing from the south,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,2.5,,,,,,10.0,-10.8,No precipitation,12,,,,
21.01.2020 17:00,0.1,762.7,767.8,,43,Wind blowing from the south-southwest,3,,9,, ,,,-16.9,2.5,,,,,,26.0,-11.0,No precipitation,6,,,,
21.01.2020 14:00,2.5,762.6,767.6,-1.9,35,Wind blowing from the south-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,2.5,,,,,,27.0,-11.4,No precipitation,12,,,,
21.01.2020 11:00,0.3,764.5,769.6,,31,Wind blowing from the south-southwest,4,,8,no clouds, ,,,-16.9,0.5,,,,,,28.0,-14.9,No precipitation,6,,,,
21.01.2020 08:00,-14.2,766.0,771.1,-0.3,76,Wind blowing from the north-east,2,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,,,,2500 or more  or no clouds.,,,4.0,-17.5,No precipitation,12,,,,
21.01.2020 05:00,-16.1,766.3,771.5,,81,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-18.3,-3.2,,,,,,5.0,-18.6,No precipitation,6,,,,
21.01.2020 02:00,-16.3,767.4,772.6,0.7,84,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-3.2,,,2500 or more  or no clouds.,,,7.0,-18.4,No precipitation,12,,,,
20.01.2020 23:00,-15.6,766.7,771.9,,81,Wind blowing from the north-east,1,,,,Mist. ,,,-18.3,-3.2,,,,,,6.0,-18.1,No precipitation,6,,,,
20.01.2020 20:00,-13.0,766.3,771.6,,73,Wind blowing from the north,0,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-3.2,,,,,,3.2,-16.8,No precipitation,12,,,,
20.01.2020 17:00,-5.8,765.1,770.2,,47,Wind blowing from the north,1,,9,no clouds, ,,,-18.3,-3.2,,,,,,30.0,-15.3,No precipitation,6,,,,
20.01.2020 14:00,-3.5,763.8,768.9,0.6,41,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-3.3,,,,,,30.0,-14.9,No precipitation,12,,,,
20.01.2020 11:00,-4.5,763.2,768.3,,42,Wind blowing from the west,3,,7,no clouds, ,,,-18.3,-3.9,,,,,,15.0,-15.5,No precipitation,6,,,,
20.01.2020 08:00,-16.5,762.3,767.5,2.0,84,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,,,,,,,1.7,-18.6,No precipitation,12,,,,
20.01.2020 05:00,-17.0,760.3,765.4,,84,Wind blowing from the south,1,,3,,Mist. ,,,-17.0,-3.9,,,,,,3.2,-19.1,No precipitation,6,,,,
20.01.2020 02:00,-15.3,760.3,765.4,-0.3,82,Wind blowing from the north-east,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.3,,,2500 or more  or no clouds.,,,7.0,-17.7,No precipitation,12,,,,
19.01.2020 23:00,-15.6,760.6,765.7,,83,Calm  no wind,0,,,,Mist. ,,,-15.6,-3.3,,,,,,4.4,-17.8,No precipitation,6,,,,
19.01.2020 20:00,-12.9,760.8,765.9,0.8,77,Wind blowing from the west-southwest,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-3.3,,,,,,5.0,-16.2,No precipitation,12,,,,
19.01.2020 17:00,-6.2,760.0,765.1,,51,Wind blowing from the west,2,,6,20–30%., ,,,-6.7,-3.3,,,2500 or more  or no clouds.,,,29.0,-14.7,No precipitation,6,,,,
19.01.2020 14:00,-4.1,759.3,764.2,-0.6,45,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-1.2,,,,,,19.0,-14.3,0.2,12,,,,
19.01.2020 11:00,-4.4,759.9,764.9,,54,Wind blowing from the west-northwest,2,,6,40%., ,,,-7.1,-1.2,,,2500 or more  or no clouds.,,,16.0,-12.5,No precipitation,6,,,,
19.01.2020 08:00,-6.3,759.1,764.2,1.9,70,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.2,,,2500 or more  or no clouds.,,,8.0,-11.0,1.0,12,,,,
19.01.2020 05:00,-4.3,757.2,762.1,,88,Wind blowing from the west,2,,3,,Mist. ,,,,-1.2,,,,,,1.6,-6.0,1.0,6,,,,
19.01.2020 02:00,-3.4,757.3,762.2,-0.6,94,Wind blowing from the west-southwest,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.2,,,2500 or more  or no clouds.,,,1.3,-4.2,1.0,12,,,,
18.01.2020 23:00,-5.6,757.9,763.0,,73,Wind blowing from the east-northeast,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-1.2,,,,,,1.4,-9.7,No precipitation,6,,,,
18.01.2020 20:00,-6.3,758.9,764.0,-0.4,65,Wind blowing from the south-east,0,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-1.2,,,600-1000,,,2.1,-11.8,No precipitation,12,,,,
18.01.2020 17:00,-3.8,759.3,764.4,,50,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-1.2,,,600-1000,,,5.0,-12.7,No precipitation,6,,,,
18.01.2020 14:00,-1.7,761.0,766.1,-1.8,40,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-1.7,,,2500 or more  or no clouds.,,,7.0,-13.8,No precipitation,12,,,,
18.01.2020 11:00,-7.4,762.8,767.9,,61,Wind blowing from the north,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-2.7,,,,,,1.9,-13.8,No precipitation,6,,,,
18.01.2020 08:00,-15.6,763.9,769.0,0.2,84,Wind blowing from the east-northeast,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-2.7,,,,,,1.6,-17.7,No precipitation,12,,,,
18.01.2020 05:00,-18.6,763.7,768.9,,82,Calm  no wind,0,,,,Mist. ,,,-18.6,-2.7,,,,,,2.4,-20.9,No precipitation,6,,,,
18.01.2020 02:00,-17.1,764.5,769.7,-0.4,84,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-2.7,,,2500 or more  or no clouds.,,,2.0,-19.2,No precipitation,12,,,,
17.01.2020 23:00,-14.4,764.9,770.1,,80,Calm  no wind,0,,,,Mist. ,,,-18.6,-2.7,,,,,,2.2,-17.1,No precipitation,6,,,,
17.01.2020 20:00,-10.8,764.8,769.9,0.0,69,Wind blowing from the south-east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-2.7,,,,,,3.4,-15.5,No precipitation,12,,,,
17.01.2020 17:00,-6.4,764.8,769.9,,55,Wind blowing from the east-southeast,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-2.7,,,,,,3.6,-14.0,No precipitation,6,,,,
17.01.2020 14:00,-3.8,765.1,770.2,-1.8,45,Wind blowing from the east-northeast,2,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-3.6,,,2500 or more  or no clouds.,,,6.0,-14.0,No precipitation,12,,,,
17.01.2020 11:00,-9.3,766.9,772.0,,61,Wind blowing from the north-east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-5.4,,,,,,5.0,-15.6,No precipitation,6,,,,
17.01.2020 08:00,-16.4,766.9,772.2,-0.4,83,Wind blowing from the east-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,,,,,,,1.5,-18.6,No precipitation,12,,,,
17.01.2020 05:00,-17.1,767.3,772.6,,83,Wind blowing from the east-northeast,2,,3,,Mist. ,,,-19.8,-5.4,,,,,,1.9,-19.3,No precipitation,6,,,,
17.01.2020 02:00,-18.4,768.3,773.5,-0.2,83,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-5.4,,,2500 or more  or no clouds.,,,2.5,-20.6,No precipitation,12,,,,
16.01.2020 23:00,-16.6,768.5,773.8,,80,Calm  no wind,0,,,,Mist. ,,,-19.8,-5.4,,,,,,2.4,-19.2,No precipitation,6,,,,
16.01.2020 20:00,-14.1,768.1,773.4,-0.6,75,Wind blowing from the north-east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-5.4,,,,,,3.8,-17.6,No precipitation,12,,,,
16.01.2020 17:00,-9.5,768.7,773.9,,59,Wind blowing from the south-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-5.4,,,,,,6.0,-16.2,No precipitation,6,,,,
16.01.2020 14:00,-5.8,768.5,773.7,-1.3,46,Wind blowing from the south-southeast,2,,3,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-4.2,,,,,,7.0,-15.6,No precipitation,12,,,,
16.01.2020 11:00,-9.4,769.8,775.0,,58,Wind blowing from the south-east,2,,3,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-4.2,,,,,,3.3,-16.3,No precipitation,6,,,,
16.01.2020 08:00,-18.3,769.7,775.0,1.0,84,Wind blowing from the south-east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,,,,,,,0.8,-20.3,No precipitation,12,,,,
16.01.2020 05:00,-19.1,768.7,774.0,,82,Wind blowing from the east-northeast,1,,2,,Mist. ,,,-20.9,-4.2,,,,,,2.1,-21.4,No precipitation,6,,,,
16.01.2020 02:00,-18.0,768.7,773.9,0.6,83,Wind blowing from the south-east,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.2,,,2500 or more  or no clouds.,,,2.0,-20.2,No precipitation,12,,,,
15.01.2020 23:00,-16.3,768.1,773.4,,81,Wind blowing from the south-east,0,,,,Mist. ,,,-20.9,-4.2,,,,,,2.1,-18.8,No precipitation,6,,,,
15.01.2020 20:00,-13.8,767.9,773.2,0.1,73,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.2,,,,,,2.3,-17.6,No precipitation,12,,,,
15.01.2020 17:00,-8.2,767.8,773.0,,52,Wind blowing from the east,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.2,,,,,,3.7,-16.3,No precipitation,6,,,,
15.01.2020 14:00,-5.8,767.4,772.6,-1.3,48,Wind blowing from the east-southeast,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-5.3,,,,,,4.7,-15.1,No precipitation,12,,,,
15.01.2020 11:00,-10.9,768.7,773.9,,62,Wind blowing from the south-east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-6.4,,,,,,2.7,-16.9,No precipitation,6,,,,
15.01.2020 08:00,-18.8,768.8,774.1,0.1,82,Wind blowing from the east-northeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-6.4,,,,,,2.0,-21.1,No precipitation,12,,,,
15.01.2020 05:00,-20.4,768.7,773.9,,81,Calm  no wind,0,,,,Mist. ,,,-20.5,-6.4,,,,,,2.9,-22.8,No precipitation,6,,,,
15.01.2020 02:00,-19.5,768.7,773.9,0.1,83,Wind blowing from the south-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.4,,,2500 or more  or no clouds.,,,2.6,-21.7,No precipitation,12,,,,
14.01.2020 23:00,-17.3,768.6,773.8,,82,Wind blowing from the south-southwest,0,,,,Mist. ,,,-19.6,-6.4,,,,,,2.1,-19.6,No precipitation,6,,,,
14.01.2020 20:00,-14.7,768.4,773.7,0.5,73,Wind blowing from the south-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.4,,,,,,2.3,-18.5,No precipitation,12,,,,
14.01.2020 17:00,-9.9,767.9,773.2,,54,Wind blowing from the north-northeast,2,,4,no clouds, ,,,-19.6,-6.4,,,,,,8.0,-17.5,No precipitation,6,,,,
14.01.2020 14:00,-6.6,767.5,772.6,-1.2,40,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-5.3,,,,,,12.0,-18.0,No precipitation,12,,,,
14.01.2020 11:00,-11.6,768.7,773.9,,58,Wind blowing from the west-northwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-5.3,,,,,,4.0,-18.2,No precipitation,6,,,,
14.01.2020 08:00,-18.0,768.6,773.8,0.9,82,Wind blowing from the north-east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-5.3,,,,,,2.8,-20.3,No precipitation,12,,,,
14.01.2020 05:00,-18.7,767.7,772.9,,82,Wind blowing from the east,1,,4,,Mist. ,,,-20.7,-5.3,,,,,,4.5,-21.0,No precipitation,6,,,,
14.01.2020 02:00,-19.2,767.5,772.7,0.2,80,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-5.3,,,2500 or more  or no clouds.,,,3.0,-21.8,No precipitation,12,,,,
13.01.2020 23:00,-17.2,767.3,772.6,,80,Wind blowing from the east,1,,,,Mist. ,,,-20.7,-5.3,,,,,,3.3,-19.8,No precipitation,6,,,,
13.01.2020 20:00,-13.5,766.4,771.7,1.3,62,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-5.3,,,,,,7.0,-19.2,No precipitation,12,,,,
13.01.2020 17:00,-9.4,765.1,770.3,,46,Wind blowing from the north,3,,5,no clouds, ,,,-20.7,-5.3,,,,,,25.0,-18.9,No precipitation,6,,,,
13.01.2020 14:00,-6.9,764.2,769.4,-0.3,48,Wind blowing from the east-southeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-6.6,,,,,,9.0,-16.3,No precipitation,12,,,,
13.01.2020 11:00,-9.5,764.5,769.6,,57,Wind blowing from the south-east,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-8.0,,,600-1000,,,4.0,-16.6,No precipitation,6,,,,
13.01.2020 08:00,-19.1,763.5,768.7,1.0,82,Wind blowing from the north,0,,,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,,,,2500 or more  or no clouds.,,,2.6,-21.4,No precipitation,12,,,,
13.01.2020 05:00,-20.4,762.5,767.8,,81,Calm  no wind,0,,,,Mist. ,,,-20.6,-8.0,,,,,,5.0,-22.8,No precipitation,6,,,,
13.01.2020 02:00,-19.9,762.6,767.8,-0.1,82,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-8.0,,,2500 or more  or no clouds.,,,5.0,-22.2,No precipitation,12,,,,
12.01.2020 23:00,-18.5,762.7,767.9,,82,Wind blowing from the south-east,0,,,,Mist. ,,,-19.4,-8.0,,,,,,3.6,-20.8,No precipitation,6,,,,
12.01.2020 20:00,-16.0,763.0,768.2,0.3,75,Wind blowing from the north,0,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-8.0,,,,,,2.9,-19.4,No precipitation,12,,,,
12.01.2020 17:00,-11.0,762.7,767.9,,55,Wind blowing from the north-northwest,1,,5,no clouds, ,,,-19.4,-8.0,,,,,,20.0,-18.3,No precipitation,6,,,,
12.01.2020 14:00,-8.4,762.4,767.6,-1.5,48,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-6.4,,,,,,10.0,-17.5,No precipitation,12,,,,
12.01.2020 11:00,-11.0,763.9,769.0,,67,Wind blowing from the east-southeast,2,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-5.8,,,,,,3.0,-15.9,No precipitation,6,,,,
12.01.2020 08:00,-18.6,764.1,769.3,0.7,84,Wind blowing from the south-east,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-5.8,,,2500 or more  or no clouds.,,,1.9,-20.6,No precipitation,12,,,,
12.01.2020 05:00,-18.5,763.4,768.6,,84,Wind blowing from the east-southeast,0,,5,,Mist. ,,,-18.6,-5.8,,,,,,3.8,-20.5,No precipitation,6,,,,
12.01.2020 02:00,-17.1,763.9,769.1,-0.6,82,Wind blowing from the east-southeast,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-5.8,,,2500 or more  or no clouds.,,,3.5,-19.4,No precipitation,12,,,,
11.01.2020 23:00,-14.1,764.5,769.7,,74,Wind blowing from the south-southeast,1,,,,Haze. ,,,-17.4,-5.8,,,,,,4.4,-17.7,No precipitation,6,,,,
11.01.2020 20:00,-9.6,764.8,770.0,-0.2,60,Wind blowing from the north-northeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-5.8,,,2500 or more  or no clouds.,,,9.0,-15.9,No precipitation,12,,,,
11.01.2020 17:00,-8.4,765.0,770.1,,53,Wind blowing from the north,2,,4,70 – 80%., ,,,-17.4,-4.4,,,1500-2000,,,21.0,-16.3,No precipitation,6,,,,
11.01.2020 14:00,-6.3,764.2,769.3,-1.6,51,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-2.1,,,1500-2000,,,17.0,-15.0,No precipitation,12,,,,
11.01.2020 11:00,-7.0,765.8,771.0,,48,Wind blowing from the west-southwest,1,,6,no clouds, ,,,-17.4,-1.9,,,,,,11.0,-16.2,No precipitation,6,,,,
11.01.2020 08:00,-16.3,765.5,770.7,0.8,84,Wind blowing from the south,0,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-1.9,,,,,,1.8,-18.4,No precipitation,12,,,,
11.01.2020 05:00,-10.7,764.7,769.8,,59,Wind blowing from the west-northwest,1,,6,, ,,,-15.4,-1.9,,,,,,26.0,-17.2,No precipitation,6,,,,
11.01.2020 02:00,-13.2,764.5,769.6,0.7,76,Wind blowing from the north,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-1.9,,,2500 or more  or no clouds.,,,3.4,-16.5,No precipitation,12,,,,
10.01.2020 23:00,-13.5,763.8,769.0,,84,Calm  no wind,0,,,,Mist. ,,,-16.4,-1.9,,,,,,1.7,-15.6,No precipitation,6,,,,
10.01.2020 20:00,-11.4,763.6,768.7,0.8,79,Wind blowing from the south-east,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-1.9,,,,,,1.4,-14.3,No precipitation,12,,,,
10.01.2020 17:00,-4.4,762.8,767.9,,54,Wind blowing from the west,1,,5,no clouds, ,,,-16.4,-1.9,,,,,,9.0,-12.5,No precipitation,6,,,,
10.01.2020 14:00,-2.4,762.2,767.3,-1.6,61,Wind blowing from the west-southwest,3,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-1.9,,,2500 or more  or no clouds.,,,4.9,-8.9,No precipitation,12,,,,
10.01.2020 11:00,-8.2,763.8,769.0,,80,Wind blowing from the south-east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-2.8,,,,,,1.5,-11.0,No precipitation,6,,,,
10.01.2020 08:00,-14.5,764.5,769.6,0.1,86,Wind blowing from the east-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,,,,,,,1.6,-16.3,No precipitation,12,,,,
10.01.2020 05:00,-13.9,764.4,769.5,,87,Wind blowing from the north-east,2,,,,Mist. ,,,-16.4,-2.8,,,,,,2.9,-15.6,No precipitation,6,,,,
10.01.2020 02:00,-15.9,765.4,770.5,0.2,85,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-2.8,,,2500 or more  or no clouds.,,,2.2,-17.8,No precipitation,12,,,,
