Local time in Qingdao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 05:00,4.0,761.4,768.6,,89,Wind blowing from the north-northwest,2,,4,,Mist. ,,,3.6,8.9,,,,,,5.0,2.4,No precipitation,6,,,,
23.01.2020 02:00,3.8,762.0,769.2,,93,Wind blowing from the north-northwest,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,8.9,,,2500 or more  or no clouds.,,,4.0,2.8,No precipitation,12,,,,
22.01.2020 23:00,5.4,761.6,768.8,,86,Wind blowing from the east,1,,,, ,,,5.4,8.9,,,,,,16.0,3.2,No precipitation,6,,,,
22.01.2020 20:00,6.2,760.9,768.1,0.6,76,Wind blowing from the north-east,0,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.9,,,2500 or more  or no clouds.,,,16.0,2.3,No precipitation,12,,,,
22.01.2020 17:00,6.6,760.3,767.5,,79,Wind blowing from the south-east,2,,8,100%., ,,,5.4,8.9,,,2500 or more  or no clouds.,,,24.0,3.2,No precipitation,6,,,,
22.01.2020 14:00,8.4,760.1,767.3,,64,Wind blowing from the south-southeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.9,,,2500 or more  or no clouds.,,,28.0,2.0,No precipitation,12,,,,
22.01.2020 11:00,8.0,761.3,768.5,,75,Wind blowing from the south-east,4,,9,90  or more  but not 100%, ,,,5.4,8.6,,,,,,29.0,3.7,No precipitation,6,,,,
22.01.2020 08:00,5.7,760.9,768.1,0.3,84,Wind blowing from the east,3,,9,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,8.0,,,2500 or more  or no clouds.,,,17.0,3.2,Trace of precipitation,12,,,,
22.01.2020 05:00,5.8,760.6,767.8,,80,Wind blowing from the east-southeast,2,,9,, ,,,,8.0,,,,,,17.0,2.6,No precipitation,6,,,,
22.01.2020 02:00,5.9,761.5,768.7,,81,Wind blowing from the east-southeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.0,,,2500 or more  or no clouds.,,,14.0,2.9,No precipitation,12,,,,
21.01.2020 23:00,6.4,762.4,769.6,,76,Wind blowing from the south-southeast,4,,,,Rain (not freezing) not falling as shower(s). ,,,,8.0,,,,,,13.0,2.5,No precipitation,6,,,,
21.01.2020 20:00,6.7,762.7,770.0,0.0,73,Wind blowing from the south-southeast,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,8.0,,,2500 or more  or no clouds.,,,22.0,2.2,No precipitation,12,,,,
21.01.2020 17:00,6.8,762.7,770.0,,68,Wind blowing from the south,2,,,100%., ,,,1.3,8.0,,,2500 or more  or no clouds.,,,17.0,1.3,No precipitation,6,,,,
21.01.2020 14:00,7.3,762.7,769.9,,58,Wind blowing from the south,4,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,8.0,,,2500 or more  or no clouds.,,,17.0,-0.4,No precipitation,12,,,,
21.01.2020 11:00,7.2,764.9,772.2,,56,Wind blowing from the south-southeast,4,,9,no clouds, ,,,1.3,7.4,,,,,,13.0,-1.2,No precipitation,6,,,,
21.01.2020 08:00,4.3,764.6,772.0,0.4,70,Wind blowing from the east-southeast,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,5.5,,,,,,28.0,-0.7,No precipitation,12,,,,
21.01.2020 05:00,2.9,764.2,771.5,,67,Wind blowing from the east-southeast,4,,7,, ,,,0.4,5.5,,,,,,30.0,-2.6,No precipitation,6,,,,
21.01.2020 02:00,2.2,765.3,772.6,-0.2,65,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.5,,,2500 or more  or no clouds.,,,30.0,-3.7,No precipitation,12,,,,
20.01.2020 23:00,1.5,765.5,772.9,,67,Wind blowing from the south-west,0,,,, ,,,0.4,5.5,,,,,,16.0,-4.0,No precipitation,6,,,,
20.01.2020 20:00,2.6,764.7,772.0,,52,Wind blowing from the north,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.5,,,,,,28.0,-6.3,No precipitation,12,,,,
20.01.2020 17:00,4.5,763.5,770.8,,46,Wind blowing from the north-west,2,,8,no clouds, ,,,0.4,5.5,,,,,,13.0,-6.1,No precipitation,6,,,,
20.01.2020 14:00,5.2,762.8,770.1,-0.9,45,Wind blowing from the north-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.5,,,,,,11.0,-5.8,No precipitation,12,,,,
20.01.2020 11:00,2.8,763.7,771.1,,54,Wind blowing from the north-northwest,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,4.9,,,,,,4.1,-5.6,No precipitation,6,,,,
20.01.2020 08:00,0.5,762.7,770.1,1.8,79,Wind blowing from the north-west,3,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,4.9,,,,,,2.5,-2.7,No precipitation,12,,,,
20.01.2020 05:00,1.5,760.9,768.2,,77,Wind blowing from the north-northwest,3,,6,,Mist. ,,,1.0,4.9,,,,,,4.2,-2.1,No precipitation,6,,,,
20.01.2020 02:00,2.1,760.9,768.2,0.3,51,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,4.9,,,2500 or more  or no clouds.,,,9.0,-7.2,No precipitation,12,,,,
19.01.2020 23:00,2.1,760.6,767.9,,48,Wind blowing from the north,1,,,, ,,,,,,,,,,9.0,-8.0,,,,,,
19.01.2020 20:00,2.6,760.6,767.9,1.2,46,Wind blowing from the east-southeast,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,4.9,,,,,,9.0,-8.1,No precipitation,12,,,,
19.01.2020 17:00,3.8,759.4,766.6,,45,Wind blowing from the north-northwest,3,,8,no clouds, ,,,1.0,4.9,,,,,,10.0,-7.3,No precipitation,6,,,,
19.01.2020 14:00,4.2,759.1,766.4,-1.9,43,Wind blowing from the north-northwest,5,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,4.3,,,,,,4.9,-7.3,No precipitation,12,,,,
19.01.2020 11:00,1.8,761.0,768.4,,76,Wind blowing from the north-west,4,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,3.1,,,,,,1.5,-2.0,No precipitation,6,,,,
19.01.2020 08:00,1.4,760.7,768.1,1.1,83,Wind blowing from the north-west,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.1,,,2500 or more  or no clouds.,,,1.5,-1.2,No precipitation,12,,,,
19.01.2020 05:00,1.9,759.6,766.9,,78,Wind blowing from the north-west,2,,6,,Mist. ,,,,3.1,,,,,,2.0,-1.5,No precipitation,6,,,,
19.01.2020 02:00,3.0,759.7,766.9,-0.4,66,Wind blowing from the west-northwest,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.1,,,2500 or more  or no clouds.,,,3.0,-2.9,No precipitation,12,,,,
18.01.2020 23:00,2.4,760.1,767.5,,79,Wind blowing from the west,1,,,,Mist. ,,,-3.1,2.8,,,,,,1.8,-1.0,No precipitation,6,,,,
18.01.2020 20:00,2.6,759.9,767.2,-0.1,79,Wind blowing from the south-southwest,1,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,2.6,,,2500 or more  or no clouds.,,,1.6,-0.8,No precipitation,12,,,,
18.01.2020 17:00,1.6,760.0,767.4,,71,Wind blowing from the south,1,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,1.9,,,2500 or more  or no clouds.,,,1.7,-3.1,No precipitation,6,,,,
18.01.2020 14:00,1.2,761.4,768.7,-1.3,76,Wind blowing from the north-northwest,3,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,2.8,,,2500 or more  or no clouds.,,,1.6,-2.6,No precipitation,12,,,,
18.01.2020 11:00,-0.5,762.7,770.2,,84,Wind blowing from the north-northwest,4,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,2.8,,,2500 or more  or no clouds.,,,1.8,-2.9,No precipitation,6,,,,
18.01.2020 08:00,-1.4,763.0,770.4,0.2,87,Wind blowing from the north-northwest,4,,10,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,2.8,,,2500 or more  or no clouds.,,,1.5,-3.3,No precipitation,12,,,,
18.01.2020 05:00,-2.9,762.8,770.2,,92,Wind blowing from the north,5,,9,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-2.9,2.8,,,,,,0.2,-4.0,No precipitation,6,,,,
18.01.2020 02:00,0.0,762.9,770.2,-0.4,67,Wind blowing from the north-northwest,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,2.8,,,2500 or more  or no clouds.,,,2.2,-5.4,No precipitation,12,,,,
17.01.2020 23:00,0.5,763.3,770.6,,62,Wind blowing from the north-northwest,4,,,,Haze. ,,,-0.6,2.8,,,,,,2.8,-6.1,No precipitation,6,,,,
17.01.2020 20:00,1.1,763.3,770.8,1.0,69,Wind blowing from the north-northwest,4,,9,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,2.8,,,2500 or more  or no clouds.,,,2.4,-4.1,No precipitation,12,,,,
17.01.2020 17:00,1.9,762.3,769.6,,62,Wind blowing from the north-northwest,3,,9,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,2.8,,,2500 or more  or no clouds.,,,5.0,-4.8,No precipitation,6,,,,
17.01.2020 14:00,2.4,762.5,769.9,-2.0,59,Wind blowing from the north-northwest,5,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,2.7,,,,,,4.7,-4.8,No precipitation,12,,,,
17.01.2020 11:00,1.1,764.5,771.8,,68,Wind blowing from the north-west,5,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,2.2,,,,,,4.0,-4.3,No precipitation,6,,,,
17.01.2020 08:00,-0.6,764.1,771.5,0.6,85,Wind blowing from the north-northwest,4,,8,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,2.2,,,2500 or more  or no clouds.,,,1.9,-2.8,No precipitation,12,,,,
17.01.2020 05:00,-0.2,763.5,770.8,,81,Wind blowing from the north,4,,8,,Mist. ,,,-0.4,2.2,,,,,,2.5,-3.1,No precipitation,6,,,,
17.01.2020 02:00,0.5,764.8,772.1,-0.3,81,Wind blowing from the north-northwest,4,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,2.2,,,2500 or more  or no clouds.,,,2.0,-2.5,No precipitation,12,,,,
16.01.2020 23:00,0.5,765.1,772.5,,79,Wind blowing from the north-northwest,5,,,,Mist. ,,,-0.4,2.2,,,,,,2.1,-2.7,No precipitation,6,,,,
16.01.2020 20:00,0.9,764.8,772.3,0.1,72,Wind blowing from the north-northwest,4,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,2.2,,,2500 or more  or no clouds.,,,4.2,-3.6,No precipitation,12,,,,
16.01.2020 17:00,1.6,764.7,772.0,,64,Wind blowing from the north-northwest,4,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,2.2,,,2500 or more  or no clouds.,,,5.0,-4.5,No precipitation,6,,,,
16.01.2020 14:00,1.4,764.8,772.2,-1.5,60,Wind blowing from the north-northwest,5,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,2.0,,,2500 or more  or no clouds.,,,6.0,-5.5,No precipitation,12,,,,
16.01.2020 11:00,0.7,766.3,773.7,,66,Wind blowing from the north-northwest,4,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,2.0,,,2500 or more  or no clouds.,,,4.7,-4.9,No precipitation,6,,,,
16.01.2020 08:00,-0.2,765.7,773.2,0.6,50,Wind blowing from the north-northwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,2.0,,,2500 or more  or no clouds.,,,11.0,-9.4,No precipitation,12,,,,
16.01.2020 05:00,0.1,765.1,772.5,,55,Wind blowing from the north-east,2,,5,, ,,,-2.7,2.0,,,,,,10.0,-7.9,No precipitation,6,,,,
16.01.2020 02:00,-0.4,765.7,773.2,-0.4,61,Wind blowing from the north-northeast,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,2.0,,,2500 or more  or no clouds.,,,7.0,-7.0,No precipitation,12,,,,
15.01.2020 23:00,0.2,766.1,773.5,,63,Wind blowing from the north,2,,,, ,,,,2.0,,,,,,7.0,-6.2,No precipitation,6,,,,
15.01.2020 20:00,0.6,765.9,773.3,0.8,59,Wind blowing from the north-northwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,2.0,,,2500 or more  or no clouds.,,,11.0,-6.5,No precipitation,12,,,,
15.01.2020 17:00,1.3,765.1,772.5,,52,Wind blowing from the north-northwest,3,,,90  or more  but not 100%, ,,,,,,,,,,12.0,-7.5,,,,,,
15.01.2020 14:00,1.3,765.1,772.5,-1.5,48,Wind blowing from the north-west,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,1.7,,,2500 or more  or no clouds.,,,15.0,-8.5,No precipitation,12,,,,
15.01.2020 11:00,0.5,766.6,774.1,,53,Wind blowing from the north-northwest,3,,5,90  or more  but not 100%, ,,,-2.7,1.5,,,,,,12.0,-8.0,No precipitation,6,,,,
15.01.2020 08:00,-1.8,766.4,773.8,0.1,54,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,1.5,,,,,,24.0,-9.9,No precipitation,12,,,,
15.01.2020 05:00,-2.7,766.3,773.8,,63,Wind blowing from the north-northeast,2,,9,, ,,,-2.7,1.5,,,,,,16.0,-8.8,No precipitation,6,,,,
15.01.2020 02:00,-2.1,766.5,773.9,0.2,60,Wind blowing from the north-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,1.5,,,2500 or more  or no clouds.,,,16.0,-9.0,No precipitation,12,,,,
14.01.2020 23:00,-1.9,766.3,773.7,,62,Wind blowing from the north-northeast,2,,,, ,,,-2.5,1.5,,,,,,15.0,-8.2,No precipitation,6,,,,
14.01.2020 20:00,-0.7,765.7,773.1,1.4,57,Wind blowing from the north-northeast,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,1.5,,,,,,19.0,-8.2,No precipitation,12,,,,
14.01.2020 17:00,0.4,764.3,771.7,,53,Wind blowing from the north,6,,,no clouds, ,,,,,,,,,,20.0,-8.1,,,,,,
14.01.2020 14:00,1.2,764.3,771.7,-0.8,47,Wind blowing from the north-northwest,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,2.0,,,,,,24.0,-8.9,No precipitation,12,,,,
14.01.2020 11:00,-0.3,765.1,772.5,,58,Wind blowing from the north,4,,13,10%  or less  but not 0, ,,,-2.5,2.2,,,2500 or more  or no clouds.,,,15.0,-7.6,No precipitation,6,,,,
14.01.2020 08:00,-2.5,764.4,771.8,1.1,80,Wind blowing from the north,5,,13,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,2.2,,,2500 or more  or no clouds.,,,10.0,-5.5,Trace of precipitation,12,,,,
14.01.2020 05:00,-2.2,763.3,770.8,,67,Wind blowing from the north-northwest,7,,13,, ,,,-2.2,2.2,,,,,,21.0,-7.5,No precipitation,6,,,,
14.01.2020 02:00,-1.1,763.2,770.5,-0.1,72,Wind blowing from the north-northwest,7,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,2.2,,,2500 or more  or no clouds.,,,11.0,-5.5,No precipitation,12,,,,
13.01.2020 23:00,-0.6,763.3,770.6,,74,Wind blowing from the north-northwest,4,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-0.8,2.2,,,,,,4.9,-4.8,No precipitation,6,,,,
13.01.2020 20:00,1.0,762.3,769.6,1.1,62,Wind blowing from the north-northwest,4,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.2,,,2500 or more  or no clouds.,,,5.0,-5.5,No precipitation,12,,,,
13.01.2020 17:00,1.6,761.2,768.5,,60,Wind blowing from the north-northeast,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.2,,,2500 or more  or no clouds.,,,5.0,-5.5,No precipitation,6,,,,
13.01.2020 14:00,1.7,761.2,768.5,-1.4,58,Wind blowing from the north-northwest,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.2,,,2500 or more  or no clouds.,,,6.0,-5.7,No precipitation,12,,,,
13.01.2020 11:00,1.5,762.6,769.9,,57,Wind blowing from the north-northwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.1,,,,,,6.0,-6.1,No precipitation,6,,,,
13.01.2020 08:00,-0.6,762.1,769.5,1.0,66,Wind blowing from the north-northeast,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,,,,,,,6.0,-6.2,No precipitation,12,,,,
13.01.2020 05:00,-0.7,761.1,768.4,,66,Wind blowing from the north-northeast,2,,8,, ,,,-1.6,2.1,,,,,,9.0,-6.3,No precipitation,6,,,,
13.01.2020 02:00,-0.5,761.7,769.0,-0.1,66,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,2.1,,,2500 or more  or no clouds.,,,8.0,-6.1,No precipitation,12,,,,
12.01.2020 23:00,-0.5,761.8,769.2,,69,Wind blowing from the north-northeast,2,,,,Mist. ,,,-1.6,2.1,,,,,,7.0,-5.5,No precipitation,6,,,,
12.01.2020 20:00,0.0,761.6,769.0,1.0,73,Wind blowing from the north,4,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,2.1,,,2500 or more  or no clouds.,,,8.0,-4.4,No precipitation,12,,,,
12.01.2020 17:00,0.9,760.6,768.0,,70,Wind blowing from the north-west,4,,10,50%., ,,,-1.6,2.7,,,2500 or more  or no clouds.,,,12.0,-4.1,No precipitation,6,,,,
12.01.2020 14:00,1.8,760.3,767.6,-1.3,63,Wind blowing from the north-northwest,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,2.8,,,2500 or more  or no clouds.,,,15.0,-4.5,No precipitation,12,,,,
12.01.2020 11:00,0.5,761.6,769.0,,66,Wind blowing from the north-northwest,5,,13,20–30%., ,,,-1.6,3.0,,,2500 or more  or no clouds.,,,12.0,-5.1,No precipitation,6,,,,
12.01.2020 08:00,-1.6,761.5,768.8,0.8,79,Wind blowing from the north,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,3.0,,,,,,13.0,-4.8,No precipitation,12,,,,
12.01.2020 05:00,-1.6,760.7,768.1,,74,Wind blowing from the north-northwest,6,,13,, ,,,-1.6,3.0,,,,,,21.0,-5.6,No precipitation,6,,,,
12.01.2020 02:00,-1.3,760.8,768.1,-0.5,75,Wind blowing from the north-northwest,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,3.0,,,2500 or more  or no clouds.,,,20.0,-5.2,No precipitation,12,,,,
11.01.2020 23:00,-0.8,761.3,768.7,,71,Wind blowing from the north,6,,,, ,,,-0.8,3.0,,,,,,18.0,-5.4,No precipitation,6,,,,
11.01.2020 20:00,1.8,761.0,768.4,0.9,70,Wind blowing from the north-northwest,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,3.4,,,2500 or more  or no clouds.,,,8.0,-3.1,No precipitation,12,,,,
11.01.2020 17:00,2.7,760.1,767.5,,71,Wind blowing from the north-northwest,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.2,,,2500 or more  or no clouds.,,,3.5,-2.0,No precipitation,6,,,,
11.01.2020 14:00,2.7,759.9,767.2,-1.8,69,Wind blowing from the north-northwest,5,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.9,,,2500 or more  or no clouds.,,,3.2,-2.4,No precipitation,12,,,,
11.01.2020 11:00,1.1,761.7,769.0,,79,Wind blowing from the north-west,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.9,,,2500 or more  or no clouds.,,,1.5,-2.1,No precipitation,6,,,,
11.01.2020 08:00,-0.8,761.5,768.9,0.6,85,Wind blowing from the north-northwest,4,,8,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.9,,,2500 or more  or no clouds.,,,1.2,-3.0,No precipitation,12,,,,
11.01.2020 05:00,0.3,760.9,768.2,,84,Wind blowing from the north-northwest,4,,8,,Mist. ,,,0.1,4.9,,,,,,1.7,-2.2,No precipitation,6,,,,
11.01.2020 02:00,1.2,761.5,768.8,0.0,76,Wind blowing from the north-northwest,4,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,4.9,,,2500 or more  or no clouds.,,,2.7,-2.6,No precipitation,12,,,,
10.01.2020 23:00,2.3,761.5,768.8,,65,Wind blowing from the north-northwest,4,,,,Haze. ,,,0.1,4.9,,,,,,5.0,-3.6,No precipitation,6,,,,
10.01.2020 20:00,3.5,761.6,769.0,0.8,57,Wind blowing from the north-northwest,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,4.9,,,2500 or more  or no clouds.,,,7.0,-4.4,No precipitation,12,,,,
10.01.2020 17:00,4.2,760.8,768.1,,49,Wind blowing from the north-west,2,,6,90  or more  but not 100%, ,,,0.1,4.9,,,2500 or more  or no clouds.,,,10.0,-5.8,No precipitation,6,,,,
10.01.2020 14:00,4.6,761.1,768.4,-1.9,34,Wind blowing from the north,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,4.7,,,2500 or more  or no clouds.,,,22.0,-9.9,No precipitation,12,,,,
10.01.2020 11:00,3.4,763.0,770.3,,51,Wind blowing from the north,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,3.4,,,,,,7.0,-5.8,No precipitation,6,,,,
10.01.2020 08:00,0.7,762.4,769.8,-0.4,60,Wind blowing from the north-northeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.9,,,2500 or more  or no clouds.,,,8.0,-6.2,No precipitation,12,,,,
