Local time in Anqing,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 02:00,5.8,765.2,771.1,,94,Wind blowing from the north-northeast,5,,15,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,7.1,,,2500 or more  or no clouds.,,,2.6,4.9,3.0,12,,,,
24.01.2020 23:00,6.0,766.4,772.3,,96,Wind blowing from the north-east,4,,15,,Mist. ,,,6.0,7.6,,,,,,1.7,5.4,1.0,6,,,,
24.01.2020 20:00,6.4,766.2,772.1,1.2,96,Wind blowing from the north-northeast,6,,15,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.2,,,,100-200,,,2.8,5.8,3.0,12,,,,
24.01.2020 17:00,6.6,765.0,770.9,,97,Wind blowing from the north-northeast,6,,15,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.4,,,,100-200,,,3.4,6.2,2.0,6,,,,
24.01.2020 14:00,6.6,764.7,770.6,-1.3,96,Wind blowing from the north,7,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,7.8,,,100-200,,,3.6,6.0,1.0,12,,,,
24.01.2020 11:00,6.6,766.0,772.0,,94,Wind blowing from the north-northeast,8,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,7.8,,,200-300,,,5.0,5.7,0.3,6,,,,
24.01.2020 08:00,6.6,765.7,771.7,2.1,94,Wind blowing from the north,7,,13,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.8,,,200-300,,,5.0,5.7,4.0,12,,,,
24.01.2020 05:00,6.7,763.6,769.6,,95,Wind blowing from the north-northeast,7,,13,,Rain (not freezing) not falling as shower(s). ,,,5.8,7.8,,,,,,3.7,6.0,1.0,6,,,,
24.01.2020 02:00,7.1,763.9,769.8,0.6,96,Wind blowing from the north-northeast,6,,13,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.8,,,2500 or more  or no clouds.,,,4.2,6.5,7.0,12,,,,
23.01.2020 23:00,7.6,763.3,769.2,,96,Wind blowing from the north-east,5,,13,,Rain (not freezing) not falling as shower(s). ,,,5.7,7.8,,,,,,4.3,7.0,6.0,6,,,,
23.01.2020 20:00,7.6,763.0,769.0,1.5,98,Wind blowing from the north-northeast,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,7.6,,,100-200,,,3.6,7.3,4.0,12,,,,
23.01.2020 17:00,7.3,761.5,767.4,,99,Wind blowing from the north-northeast,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,7.3,,,100-200,,,3.4,7.2,1.0,6,,,,
23.01.2020 14:00,7.2,760.9,766.9,-2.2,99,Wind blowing from the north-east,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,7.2,,,50-100,,,2.3,7.1,1.0,12,,,,
23.01.2020 11:00,6.5,763.1,769.0,,98,Wind blowing from the north-northeast,4,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,6.6,,,50-100,,,1.7,6.2,No precipitation,6,,,,
23.01.2020 08:00,6.0,762.3,768.2,1.2,98,Wind blowing from the north-northeast,5,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,6.1,,,50-100,,,1.3,5.7,0.2,12,,,,
23.01.2020 05:00,5.9,761.1,767.0,,97,Wind blowing from the north-east,5,,10,,Mist. ,,,5.3,6.1,,,,,,2.0,5.5,0.1,6,,,,
23.01.2020 02:00,6.0,762.3,768.2,0.4,97,Wind blowing from the north,3,,10,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.1,,,2500 or more  or no clouds.,,,1.8,5.6,0.3,12,,,,
22.01.2020 23:00,5.8,761.9,767.8,,97,Wind blowing from the north,3,,10,,Mist. ,,,,6.1,,,,,,1.8,5.4,0.2,6,,,,
22.01.2020 20:00,5.7,761.8,767.7,,98,Wind blowing from the north-northeast,5,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,6.1,,,100-200,,,2.2,5.4,11.0,12,,,,
22.01.2020 17:00,5.8,760.6,766.6,,98,Wind blowing from the north-northeast,5,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,6.1,,,50-100,,,1.9,5.5,3.0,6,,,,
22.01.2020 14:00,5.9,759.7,765.7,,97,Wind blowing from the north-northeast,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,5.9,,,100-200,,,2.2,5.5,20.0,12,,,,
22.01.2020 11:00,5.6,760.7,766.6,,98,Wind blowing from the north-northeast,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,,5.8,,,100-200,,,1.5,5.3,14.0,6,,,,
22.01.2020 08:00,5.4,760.2,766.1,0.6,97,Wind blowing from the north-northeast,5,,9,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,,5.8,,,100-200,,,1.7,5.0,19.0,12,,,,
22.01.2020 05:00,5.6,759.6,765.5,,99,Wind blowing from the east-northeast,3,,7,,Rain (not freezing) not falling as shower(s). ,,,,5.8,,,,,,3.1,5.5,10.0,6,,,,
22.01.2020 02:00,5.1,760.3,766.3,-1.1,99,Wind blowing from the north-northeast,1,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.1,,,2500 or more  or no clouds.,,,0.6,5.0,12.0,12,,,,
21.01.2020 23:00,5.1,761.4,767.3,,99,Wind blowing from the north-west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,,5.1,,,,,,0.5,5.0,4.0,6,,,,
21.01.2020 20:00,4.9,761.3,767.2,0.3,98,Wind blowing from the east-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,7.1,,,100-200,,,1.6,4.6,6.0,12,,,,
21.01.2020 17:00,5.1,761.0,766.9,,98,Wind blowing from the east-southeast,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,1.9,,,,100-200,,,1.1,4.8,4.0,6,,,,
21.01.2020 14:00,4.4,761.4,767.3,,97,Wind blowing from the west-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,,,,1000-1500,,,1.5,4.0,4.0,12,,,,
21.01.2020 11:00,4.0,763.6,769.6,,93,Wind blowing from the west-northwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,,,,1000-1500,,,2.3,3.0,2.0,6,,,,
21.01.2020 08:00,3.0,762.8,768.7,0.1,86,Wind blowing from the west-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,11.8,,,2000-2500,,,4.5,0.9,No precipitation,12,,,,
21.01.2020 05:00,2.3,762.7,768.6,,85,Wind blowing from the south-west,2,,3,,Mist. ,,,0.3,11.8,,,,,,4.7,0.0,No precipitation,6,,,,
21.01.2020 02:00,3.2,763.6,769.5,,82,Wind blowing from the west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,11.8,,,2500 or more  or no clouds.,,,4.5,0.4,No precipitation,12,,,,
20.01.2020 23:00,4.8,764.6,770.5,,75,Wind blowing from the north-northeast,0,,5,,Mist. ,,,0.3,11.8,,,,,,6.0,0.6,No precipitation,6,,,,
20.01.2020 20:00,7.1,764.2,770.2,0.6,63,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,11.8,,,,,,8.0,0.5,No precipitation,12,,,,
20.01.2020 17:00,10.6,763.6,769.5,,47,Wind blowing from the east,1,,,no clouds, ,,,0.3,11.8,,,,,,9.0,-0.2,No precipitation,6,,,,
20.01.2020 14:00,11.2,763.3,769.2,-1.8,49,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,11.4,,,,,,8.0,0.9,No precipitation,12,,,,
20.01.2020 11:00,8.6,765.1,771.1,,68,Wind blowing from the south-east,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,10.3,,,,,,4.5,3.0,No precipitation,6,,,,
20.01.2020 08:00,1.3,764.6,770.6,1.3,97,Wind blowing from the south-southwest,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,10.3,,,,,,1.5,0.9,No precipitation,12,,,,
20.01.2020 05:00,2.7,763.3,769.3,,95,Wind blowing from the east-northeast,1,,6,,Mist. ,,,0.1,10.3,,,,,,2.1,2.0,No precipitation,6,,,,
20.01.2020 02:00,3.9,763.5,769.4,,88,Wind blowing from the north-northeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,10.3,,,2500 or more  or no clouds.,,,3.1,2.1,No precipitation,12,,,,
19.01.2020 23:00,5.2,763.4,769.3,,78,Wind blowing from the east-northeast,1,,8,,Mist. ,,,0.1,10.3,,,,,,4.7,1.7,No precipitation,6,,,,
19.01.2020 20:00,5.0,763.3,769.3,0.9,75,Wind blowing from the east,2,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,10.3,,,,,,5.0,0.9,No precipitation,12,,,,
19.01.2020 17:00,8.9,762.4,768.3,,56,Wind blowing from the south,3,,8,no clouds, ,,,0.1,10.3,,,,,,8.0,0.4,No precipitation,6,,,,
19.01.2020 14:00,9.5,762.5,768.4,,55,Wind blowing from the south,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,9.9,,,1000-1500,,,8.0,0.7,No precipitation,12,,,,
19.01.2020 11:00,7.3,764.9,770.8,,67,Wind blowing from the east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,7.4,,,,,,6.0,1.6,No precipitation,6,,,,
19.01.2020 08:00,0.5,764.3,770.3,1.0,94,Wind blowing from the north-northeast,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,5.6,,,,,,3.2,-0.4,No precipitation,12,,,,
19.01.2020 05:00,1.0,763.3,769.3,,88,Wind blowing from the north-east,1,,5,,Mist. ,,,1.0,5.6,,,,,,4.8,-0.8,No precipitation,6,,,,
19.01.2020 02:00,3.2,763.5,769.5,,82,Wind blowing from the south-east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,5.6,,,2500 or more  or no clouds.,,,5.0,0.3,No precipitation,12,,,,
18.01.2020 23:00,3.7,763.9,769.9,,74,Wind blowing from the north-northwest,1,,6,,Mist. ,,,1.4,5.6,,,,,,5.0,-0.5,No precipitation,6,,,,
18.01.2020 20:00,4.0,763.3,769.3,0.6,74,Wind blowing from the east-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,5.6,,,2500 or more  or no clouds.,,,7.0,-0.2,No precipitation,12,,,,
18.01.2020 17:00,4.5,762.7,768.7,,66,Wind blowing from the north,2,,6,100%., ,,,1.4,5.6,,,600-1000,,,8.0,-1.3,No precipitation,6,,,,
18.01.2020 14:00,5.4,763.3,769.3,-2.1,62,Wind blowing from the north-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,5.4,,,600-1000,,,9.0,-1.3,No precipitation,12,,,,
18.01.2020 11:00,4.8,765.4,771.4,,71,Wind blowing from the north-northeast,3,,6,100%., ,,,1.4,4.9,,,600-1000,,,10.0,0.0,No precipitation,6,,,,
18.01.2020 08:00,2.8,765.2,771.2,0.9,90,Wind blowing from the north,4,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,4.9,,,1000-1500,,,5.0,1.3,No precipitation,12,,,,
18.01.2020 05:00,2.3,764.3,770.3,,96,Wind blowing from the east,1,,,,Mist. ,,,1.4,4.9,,,,,,3.4,1.7,No precipitation,6,,,,
18.01.2020 02:00,3.0,765.3,771.3,-0.6,91,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,4.9,,,2500 or more  or no clouds.,,,5.0,1.7,No precipitation,12,,,,
17.01.2020 23:00,3.3,765.9,771.9,,88,Wind blowing from the north-northwest,1,,5,,Mist. ,,,2.1,4.9,,,,,,6.0,1.5,No precipitation,6,,,,
17.01.2020 20:00,3.9,765.4,771.4,0.2,80,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,4.9,,,600-1000,,,10.0,0.8,No precipitation,12,,,,
17.01.2020 17:00,3.9,765.2,771.2,,83,Wind blowing from the north-northeast,2,,6,100%., ,,,1.8,4.9,,,600-1000,,,9.0,1.3,No precipitation,6,,,,
17.01.2020 14:00,4.5,765.0,771.0,,78,Wind blowing from the north-northeast,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,4.9,,,300-600,,,16.0,1.0,No precipitation,12,,,,
17.01.2020 11:00,3.7,767.2,773.2,,86,Wind blowing from the north-east,3,,6,100%., ,,,1.8,3.7,,,300-600,,,10.0,1.6,No precipitation,6,,,,
17.01.2020 08:00,2.4,766.6,772.6,1.0,93,Wind blowing from the north-east,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,2.7,,,200-300,,,7.0,1.4,No precipitation,12,,,,
17.01.2020 05:00,2.2,765.6,771.6,,93,Wind blowing from the north-northeast,3,,7,, ,,,,2.7,,,,,,8.0,1.2,No precipitation,6,,,,
17.01.2020 02:00,2.3,766.5,772.5,,94,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,2.7,,,2500 or more  or no clouds.,,,11.0,1.4,0.2,12,,,,
16.01.2020 23:00,2.1,766.4,772.4,,94,Wind blowing from the north,2,,9,, ,,,0.7,2.7,,,,,,15.0,1.2,0.2,6,,,,
16.01.2020 20:00,1.8,766.0,772.0,1.1,96,Wind blowing from the north-northeast,2,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,2.7,,,100-200,,,8.0,1.2,0.2,12,,,,
16.01.2020 17:00,2.3,764.9,770.9,,90,Wind blowing from the north-northeast,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,2.7,,,300-600,,,14.0,0.8,No precipitation,6,,,,
16.01.2020 14:00,2.6,764.3,770.3,-1.3,89,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,2.7,,,300-600,,,14.0,1.0,2.0,12,,,,
16.01.2020 11:00,2.2,765.6,771.6,,91,Calm  no wind,0,,,100%., ,,,0.7,2.2,,,200-300,,,11.0,0.9,0.4,6,,,,
16.01.2020 08:00,1.4,764.7,770.7,1.3,95,Wind blowing from the north-northeast,4,,13,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,0.7,2.2,,,200-300,,,10.0,0.7,3.0,12,,,,
16.01.2020 05:00,0.8,763.4,769.4,,96,Wind blowing from the north-northeast,4,,13,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Drizzle.,0.7,2.2,,,,,,4.4,0.2,2.0,6,,,,
16.01.2020 02:00,1.3,763.6,769.6,,96,Wind blowing from the north-northeast,5,,13,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,2.3,,,2500 or more  or no clouds.,,,6.0,0.7,5.0,12,,,,
15.01.2020 23:00,1.6,763.5,769.5,,96,Wind blowing from the north-northeast,5,,13,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.3,2.9,,,,,,6.0,1.0,2.0,6,,,,
15.01.2020 20:00,1.4,762.8,768.8,0.8,96,Wind blowing from the north-northeast,7,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.3,,,,200-300,,,4.6,0.8,10.0,12,,,,
15.01.2020 17:00,1.6,762.0,768.0,,95,Wind blowing from the north-northeast,6,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.3,,,,200-300,,,2.9,0.9,6.0,6,,,,
15.01.2020 14:00,2.1,761.5,767.5,,95,Wind blowing from the north-northeast,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,100-200,,,2.1,1.4,7.0,12,,,,
15.01.2020 11:00,1.6,763.7,769.7,,95,Wind blowing from the north,4,,11,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,100-200,,,1.9,0.9,3.0,6,,,,
15.01.2020 08:00,1.4,763.6,769.6,0.6,92,Wind blowing from the north,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,7.0,,,300-600,,,2.5,0.2,0.5,12,,,,
15.01.2020 05:00,1.9,763.0,769.0,,83,Wind blowing from the north-northeast,4,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,7.0,,,,,,3.4,-0.8,No precipitation,6,,,,
15.01.2020 02:00,2.2,764.6,770.6,,78,Wind blowing from the north,4,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,7.0,,,2500 or more  or no clouds.,,,4.0,-1.2,No precipitation,12,,,,
14.01.2020 23:00,3.0,765.1,771.1,,68,Wind blowing from the north-northeast,6,,13,,Haze. ,,,3.0,7.0,,,,,,6.0,-2.3,No precipitation,6,,,,
14.01.2020 20:00,3.8,765.1,771.1,-0.1,53,Wind blowing from the east-northeast,2,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,7.0,,,2500 or more  or no clouds.,,,7.0,-4.9,No precipitation,12,,,,
14.01.2020 17:00,5.4,765.2,771.2,,55,Wind blowing from the north-northeast,4,,13,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,7.5,,,2500 or more  or no clouds.,,,6.0,-2.9,No precipitation,6,,,,
14.01.2020 14:00,6.5,764.8,770.7,-1.8,50,Wind blowing from the north-east,6,,13,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,9.0,,,2500 or more  or no clouds.,,,6.0,-3.2,No precipitation,12,,,,
14.01.2020 11:00,4.9,766.6,772.6,,69,Wind blowing from the north-northeast,7,,13,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,,,,2500 or more  or no clouds.,,,3.8,-0.3,No precipitation,6,,,,
14.01.2020 08:00,4.0,765.5,771.4,0.7,78,Wind blowing from the north-northeast,6,,13,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,9.0,,,2500 or more  or no clouds.,,,3.9,0.5,No precipitation,12,,,,
14.01.2020 05:00,4.1,764.8,770.7,,80,Wind blowing from the north-northeast,4,,9,,Mist. ,,,2.6,9.0,,,,,,4.2,1.0,No precipitation,6,,,,
14.01.2020 02:00,3.7,763.6,769.6,,85,Wind blowing from the north-northeast,4,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,9.0,,,2500 or more  or no clouds.,,,3.7,1.4,No precipitation,12,,,,
13.01.2020 23:00,5.4,764.3,770.2,,74,Wind blowing from the north,3,,9,,Mist. ,,,0.6,9.0,,,,,,5.0,1.1,No precipitation,6,,,,
13.01.2020 20:00,6.3,762.7,768.6,1.4,73,Wind blowing from the north-northeast,2,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.0,,,2500 or more  or no clouds.,,,6.0,1.8,No precipitation,12,,,,
13.01.2020 17:00,7.6,761.3,767.2,,60,Wind blowing from the north-northeast,4,,8,100%., ,,,0.6,9.0,,,1500-2000,,,11.0,0.3,No precipitation,6,,,,
13.01.2020 14:00,8.7,761.2,767.1,,56,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,8.8,,,1000-1500,,,12.0,0.4,No precipitation,12,,,,
13.01.2020 11:00,6.4,762.6,768.5,,68,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,8.3,,,1000-1500,,,6.0,0.9,No precipitation,6,,,,
13.01.2020 08:00,3.0,762.1,768.1,0.0,92,Wind blowing from the west-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,,,,1000-1500,,,3.1,1.8,No precipitation,12,,,,
13.01.2020 05:00,2.9,762.1,768.1,,91,Wind blowing from the north-west,2,,4,,Mist. ,,,0.0,8.3,,,,,,2.7,1.6,No precipitation,6,,,,
13.01.2020 02:00,0.8,761.7,767.6,-1.3,95,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,8.3,,,2500 or more  or no clouds.,,,2.7,0.1,No precipitation,12,,,,
12.01.2020 23:00,2.6,763.0,768.9,,86,Wind blowing from the west-southwest,1,,4,,Mist. ,,,0.0,8.3,,,,,,5.0,0.5,No precipitation,6,,,,
12.01.2020 20:00,3.5,763.0,769.0,0.7,78,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,8.3,,,,,,8.0,0.0,No precipitation,12,,,,
12.01.2020 17:00,6.7,762.3,768.3,,58,Wind blowing from the north-northeast,0,,4,50%., ,,,0.0,8.3,,,1000-1500,,,12.0,-1.0,No precipitation,6,,,,
12.01.2020 14:00,7.4,762.1,768.0,-2.1,58,Wind blowing from the west-southwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,8.3,,,1000-1500,,,11.0,-0.3,No precipitation,12,,,,
12.01.2020 11:00,6.1,764.2,770.2,,66,Calm  no wind,0,,,60%., ,,,0.0,6.6,,,600-1000,,,9.0,0.2,0.1,6,,,,
12.01.2020 08:00,0.2,763.9,769.9,0.6,98,Wind blowing from the west-northwest,1,,4,no clouds,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,4.5,,,,,,2.3,-0.1,Trace of precipitation,12,,,,
12.01.2020 05:00,0.8,763.3,769.3,,97,Wind blowing from the south-east,1,,,,Mist. ,,,0.4,4.5,,,,,,2.4,0.4,No precipitation,6,,,,
12.01.2020 02:00,3.0,763.9,769.9,0.0,92,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,4.5,,,2500 or more  or no clouds.,,,7.0,1.8,No precipitation,12,,,,
11.01.2020 23:00,3.5,763.9,769.9,,91,Wind blowing from the north,3,,7,,Rain (not freezing) not falling as shower(s). ,,,3.5,4.5,,,,,,8.0,2.2,No precipitation,6,,,,
11.01.2020 20:00,4.1,763.3,769.3,0.9,88,Wind blowing from the north-northeast,2,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,4.5,,,300-600,,,14.0,2.3,0.1,12,,,,
11.01.2020 17:00,4.3,762.4,768.4,,89,Wind blowing from the north-northeast,3,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,4.5,,,300-600,,,12.0,2.6,No precipitation,6,,,,
11.01.2020 14:00,4.4,761.5,767.4,-1.6,89,Wind blowing from the east-northeast,2,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,4.5,,,200-300,,,10.0,2.7,0.2,12,,,,
