Local time in Dalian (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 11:00,1.5,766.5,775.4,,57,Calm  no wind,0,,,no clouds, ,,,-3.2,1.5,,,,,,10.0,-6.3,No precipitation,6,,,,
25.01.2020 08:00,-2.8,766.2,775.2,-0.5,62,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,,,,,,,20.0,-9.1,No precipitation,12,,,,
25.01.2020 05:00,-3.0,766.7,775.7,,61,Calm  no wind,0,,,, ,,,-4.4,1.2,,,,,,13.0,-9.5,No precipitation,6,,,,
25.01.2020 02:00,-3.0,767.4,776.4,-0.2,54,Wind blowing from the north,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,1.2,,,2500 or more  or no clouds.,,,19.0,-11.0,No precipitation,12,,,,
24.01.2020 23:00,-2.9,767.6,776.6,,54,Wind blowing from the north-northwest,5,,,, ,,,-4.4,1.2,,,,,,11.0,-11.1,No precipitation,6,,,,
24.01.2020 20:00,-2.3,768.1,777.1,0.5,37,Wind blowing from the north,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,1.2,,,,,,22.0,-15.0,No precipitation,12,,,,
24.01.2020 17:00,-0.3,767.6,776.6,,29,Calm  no wind,0,,,no clouds, ,,,-4.4,1.5,,,,,,30.0,-16.2,No precipitation,6,,,,
24.01.2020 14:00,0.6,768.7,777.7,-1.6,25,Wind blowing from the north,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.2,,,,,,30.0,-17.2,No precipitation,12,,,,
24.01.2020 11:00,-0.3,770.3,779.3,,31,Calm  no wind,0,,,no clouds, ,,,-4.4,4.2,,,,,,28.0,-15.4,No precipitation,6,,,,
24.01.2020 08:00,-4.2,769.7,778.7,1.0,50,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,,,,,,,20.0,-13.3,No precipitation,12,,,,
24.01.2020 05:00,-3.0,768.7,777.7,,39,Calm  no wind,0,,,, ,,,-3.1,4.9,,,,,,28.0,-15.0,No precipitation,6,,,,
24.01.2020 02:00,-2.3,768.1,777.1,1.8,34,Wind blowing from the north,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,4.9,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
23.01.2020 23:00,-1.6,766.3,775.2,,33,Wind blowing from the north,3,,,, ,,,-1.7,4.9,,,,,,27.0,-15.8,No precipitation,6,,,,
23.01.2020 20:00,-0.7,765.3,774.1,2.0,42,Wind blowing from the north-northeast,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,4.9,,,,,,23.0,-12.0,No precipitation,12,,,,
23.01.2020 17:00,1.5,763.3,772.1,,69,Wind blowing from the north,3,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,5.0,,,200-300,,,3.5,-3.6,No precipitation,6,,,,
23.01.2020 14:00,1.8,762.1,770.8,0.1,80,Wind blowing from the north,4,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,6.7,,,200-300,,,1.6,-1.3,No precipitation,12,,,,
23.01.2020 11:00,4.2,762.0,770.8,,77,Wind blowing from the north,3,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.7,,,600-1000,,,2.0,0.4,No precipitation,6,,,,
23.01.2020 08:00,2.2,761.1,769.9,1.1,91,Wind blowing from the north-west,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,,,,,,,4.4,0.9,No precipitation,12,,,,
23.01.2020 05:00,3.5,760.0,768.7,,87,Wind blowing from the west,1,,5,, ,,,3.1,6.7,,,,,,8.0,1.5,No precipitation,6,,,,
23.01.2020 02:00,3.6,760.3,769.0,,90,Wind blowing from the south-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,6.7,,,2500 or more  or no clouds.,,,7.0,2.1,No precipitation,12,,,,
22.01.2020 23:00,3.4,759.8,768.5,,92,Wind blowing from the south,1,,,,Mist. ,,,3.1,6.7,,,,,,5.0,2.2,No precipitation,6,,,,
22.01.2020 20:00,3.6,759.9,768.6,0.4,86,Wind blowing from the south-southwest,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,6.7,,,2500 or more  or no clouds.,,,8.0,1.5,No precipitation,12,,,,
22.01.2020 17:00,5.1,759.5,768.2,,78,Wind blowing from the south-west,1,,9,, ,,,3.3,6.7,,,,,,14.0,1.6,No precipitation,6,,,,
22.01.2020 14:00,6.1,759.1,767.8,,72,Wind blowing from the south-west,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,6.7,,,1000-1500,,,28.0,1.4,No precipitation,12,,,,
22.01.2020 11:00,5.5,759.2,767.9,,76,Wind blowing from the south-southwest,3,,9,90  or more  but not 100%, ,,,3.3,5.8,,,2500 or more  or no clouds.,,,30.0,1.6,No precipitation,6,,,,
22.01.2020 08:00,3.7,760.0,768.7,0.5,85,Wind blowing from the south-southwest,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.1,,,2500 or more  or no clouds.,,,22.0,1.3,No precipitation,12,,,,
22.01.2020 05:00,4.3,759.5,768.2,,80,Wind blowing from the south-west,1,,9,, ,,,,5.1,,,,,,23.0,1.2,No precipitation,6,,,,
22.01.2020 02:00,4.5,760.3,769.0,,79,Wind blowing from the south-southwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.1,,,2500 or more  or no clouds.,,,24.0,1.2,No precipitation,12,,,,
21.01.2020 23:00,4.9,760.6,769.3,,72,Wind blowing from the south-west,4,,,, ,,,,5.1,,,,,,25.0,0.3,No precipitation,6,,,,
21.01.2020 20:00,4.7,761.0,769.8,0.0,65,Wind blowing from the south-west,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,4.7,,,2500 or more  or no clouds.,,,19.0,-1.3,No precipitation,12,,,,
21.01.2020 17:00,3.4,761.0,769.9,,61,Wind blowing from the south-southwest,3,,,90  or more  but not 100%, ,,,-2.7,4.3,,,2500 or more  or no clouds.,,,29.0,-3.6,No precipitation,6,,,,
21.01.2020 14:00,4.0,761.5,770.3,,48,Wind blowing from the south-southwest,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,4.3,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,12,,,,
21.01.2020 11:00,3.4,763.2,772.0,,43,Wind blowing from the south-southwest,5,,9,90  or more  but not 100%, ,,,-2.7,4.0,,,2500 or more  or no clouds.,,,30.0,-8.0,No precipitation,6,,,,
21.01.2020 08:00,0.9,763.1,772.0,0.0,38,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,2.0,,,,,,30.0,-11.8,No precipitation,12,,,,
21.01.2020 05:00,-1.3,763.1,772.0,,40,Wind blowing from the south-southeast,2,,7,, ,,,-2.7,2.0,,,,,,30.0,-13.2,No precipitation,6,,,,
21.01.2020 02:00,-2.6,763.9,772.9,0.2,52,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,2.0,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
20.01.2020 23:00,-1.8,763.7,772.6,,52,Wind blowing from the south,1,,,, ,,,-1.8,2.0,,,,,,30.0,-10.4,No precipitation,6,,,,
20.01.2020 20:00,-0.8,763.2,772.1,,43,Wind blowing from the north,0,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,2.0,,,,,,30.0,-11.8,No precipitation,12,,,,
20.01.2020 17:00,0.5,761.5,770.4,,30,Calm  no wind,0,,,no clouds, ,,,-0.8,2.0,,,,,,30.0,-15.1,No precipitation,6,,,,
20.01.2020 14:00,1.4,760.6,769.3,-0.3,26,Wind blowing from the north,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.8,,,,,,30.0,-16.0,No precipitation,12,,,,
20.01.2020 11:00,1.4,760.9,769.8,,32,Wind blowing from the north,4,,12,no clouds, ,,,-0.8,2.9,,,,,,30.0,-13.5,No precipitation,6,,,,
20.01.2020 08:00,-0.7,759.7,768.5,2.3,44,Wind blowing from the north,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.9,,,,,,30.0,-11.7,No precipitation,12,,,,
20.01.2020 05:00,0.8,757.4,766.2,,65,Wind blowing from the north-northwest,2,,6,, ,,,-0.8,2.9,,,,,,9.0,-5.2,No precipitation,6,,,,
20.01.2020 02:00,1.2,757.0,765.8,-0.1,57,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.9,,,2500 or more  or no clouds.,,,12.0,-6.4,No precipitation,12,,,,
19.01.2020 23:00,0.0,757.1,765.9,,61,Wind blowing from the west,1,,,, ,,,-0.8,2.9,,,,,,14.0,-6.8,No precipitation,6,,,,
19.01.2020 20:00,-0.3,757.0,765.8,0.9,50,Wind blowing from the west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.9,,,,,,25.0,-9.7,No precipitation,12,,,,
19.01.2020 17:00,1.0,756.1,764.8,,40,Wind blowing from the west-northwest,1,,9,no clouds, ,,,-0.8,2.9,,,,,,30.0,-11.1,No precipitation,6,,,,
19.01.2020 14:00,2.4,755.5,764.3,-1.2,30,Wind blowing from the north-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,3.2,,,,,,25.0,-13.4,No precipitation,12,,,,
19.01.2020 11:00,2.2,756.7,765.5,,33,Wind blowing from the north,3,,9,no clouds, ,,,-0.8,3.8,,,,,,30.0,-12.4,No precipitation,6,,,,
19.01.2020 08:00,-0.3,756.4,765.2,1.3,69,Wind blowing from the north-northwest,2,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,5.0,-5.3,No precipitation,12,,,,
19.01.2020 05:00,-0.4,755.1,763.9,,79,Wind blowing from the north-northwest,3,,9,,Mist. ,,,,,,,,,,2.9,-3.6,No precipitation,6,,,,
19.01.2020 02:00,0.7,755.5,764.2,-0.6,75,Wind blowing from the west,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,3.8,,,2500 or more  or no clouds.,,,2.9,-3.2,No precipitation,12,,,,
18.01.2020 23:00,0.9,756.1,764.8,,78,Wind blowing from the west-southwest,3,,,,Mist. ,,,-4.3,3.8,,,,,,3.3,-2.5,No precipitation,6,,,,
18.01.2020 20:00,-0.1,756.8,765.7,-0.2,80,Wind blowing from the south-west,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,3.8,,,2500 or more  or no clouds.,,,3.7,-3.1,No precipitation,12,,,,
18.01.2020 17:00,0.3,757.0,765.8,,73,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,3.8,,,2500 or more  or no clouds.,,,4.0,-4.1,No precipitation,6,,,,
18.01.2020 14:00,2.9,757.9,766.7,-1.4,56,Wind blowing from the west,2,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,3.8,,,2500 or more  or no clouds.,,,3.4,-5.2,No precipitation,12,,,,
18.01.2020 11:00,2.6,759.3,768.1,,59,Wind blowing from the west,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,2.6,,,2500 or more  or no clouds.,,,5.0,-4.6,No precipitation,6,,,,
18.01.2020 08:00,-3.9,759.7,768.6,0.0,71,Wind blowing from the north,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,0.0,,,2500 or more  or no clouds.,,,10.0,-8.4,No precipitation,12,,,,
18.01.2020 05:00,-3.9,759.7,768.7,,68,Wind blowing from the north-northwest,2,,5,, ,,,-5.3,0.0,,,,,,12.0,-9.1,No precipitation,6,,,,
18.01.2020 02:00,-3.5,760.2,769.1,-0.7,74,Wind blowing from the north,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,0.0,,,2500 or more  or no clouds.,,,9.0,-7.6,No precipitation,12,,,,
17.01.2020 23:00,-2.6,760.9,769.9,,78,Wind blowing from the north-northwest,2,,,,Mist. ,,,-5.3,0.0,,,,,,7.0,-5.9,No precipitation,6,,,,
17.01.2020 20:00,-2.3,760.9,769.9,0.4,67,Wind blowing from the north,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,0.0,,,2500 or more  or no clouds.,,,10.0,-7.6,No precipitation,12,,,,
17.01.2020 17:00,-1.6,760.5,769.4,,68,Wind blowing from the north,3,,11,90  or more  but not 100%, ,,,-5.3,0.0,,,2500 or more  or no clouds.,,,11.0,-6.9,No precipitation,6,,,,
17.01.2020 14:00,-0.6,760.6,769.6,-1.7,57,Wind blowing from the north,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,0.4,,,2500 or more  or no clouds.,,,9.0,-8.1,No precipitation,12,,,,
17.01.2020 11:00,-1.3,762.3,771.3,,43,Wind blowing from the north,2,,10,90  or more  but not 100%, ,,,-5.3,0.9,,,2500 or more  or no clouds.,,,23.0,-12.3,No precipitation,6,,,,
17.01.2020 08:00,-4.6,762.1,771.1,0.3,49,Wind blowing from the north,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,,,,2500 or more  or no clouds.,,,28.0,-13.9,No precipitation,12,,,,
17.01.2020 05:00,-5.2,761.8,770.8,,47,Wind blowing from the north,3,,10,, ,,,-5.2,0.9,,,,,,30.0,-14.8,No precipitation,6,,,,
17.01.2020 02:00,-4.6,763.0,771.9,0.0,46,Wind blowing from the north,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,0.9,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
16.01.2020 23:00,-4.7,763.0,772.0,,46,Wind blowing from the north,4,,,, ,,,-5.0,0.9,,,,,,28.0,-14.6,No precipitation,6,,,,
16.01.2020 20:00,-4.4,763.2,772.2,-0.2,49,Wind blowing from the north,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,0.9,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
16.01.2020 17:00,-2.6,763.4,772.3,,40,Wind blowing from the north-northwest,3,,7,90  or more  but not 100%, ,,,-3.8,0.9,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,6,,,,
16.01.2020 14:00,0.4,763.6,772.5,-1.2,31,Wind blowing from the north,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,0.9,,,2500 or more  or no clouds.,,,12.0,-14.8,No precipitation,12,,,,
16.01.2020 11:00,-1.3,764.8,773.8,,48,Calm  no wind,0,,,40%., ,,,-3.8,1.1,,,2500 or more  or no clouds.,,,11.0,-10.9,No precipitation,6,,,,
16.01.2020 08:00,-3.8,764.5,773.5,1.1,63,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,1.1,,,,,,9.0,-9.8,No precipitation,12,,,,
16.01.2020 05:00,-1.5,763.4,772.3,,69,Wind blowing from the north,3,,5,, ,,,,1.1,,,,,,9.0,-6.6,No precipitation,6,,,,
16.01.2020 02:00,-1.9,764.2,773.2,-0.2,67,Wind blowing from the west-northwest,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,1.1,,,2500 or more  or no clouds.,,,14.0,-7.2,No precipitation,12,,,,
15.01.2020 23:00,-2.4,764.4,773.3,,65,Wind blowing from the south-west,1,,,, ,,,,1.1,,,,,,15.0,-8.1,No precipitation,6,,,,
15.01.2020 20:00,-1.7,763.9,772.9,0.3,61,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,1.1,,,,,,20.0,-8.4,No precipitation,12,,,,
15.01.2020 17:00,-0.8,763.6,772.6,,51,Wind blowing from the north-west,2,,6,90  or more  but not 100%, ,,,-7.0,1.1,,,1000-1500,,,23.0,-9.7,No precipitation,6,,,,
15.01.2020 14:00,0.3,763.0,772.0,-1.4,61,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,1.1,,,1000-1500,,,21.0,-6.5,No precipitation,12,,,,
15.01.2020 11:00,-0.9,764.4,773.4,,59,Wind blowing from the east-northeast,2,,,20–30%., ,,,,,,,1000-1500,,,17.0,-8.1,,,,,,
15.01.2020 08:00,-5.9,764.4,773.5,0.2,69,Wind blowing from the north,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,20.0,-10.7,No precipitation,12,,,,
15.01.2020 05:00,-6.2,764.2,773.2,,70,Wind blowing from the north-northeast,3,,8,, ,,,-8.4,-3.5,,,,,,21.0,-10.8,No precipitation,6,,,,
15.01.2020 02:00,-6.3,764.7,773.8,0.7,63,Wind blowing from the north,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-3.5,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,12,,,,
14.01.2020 23:00,-6.8,764.0,773.1,,50,Wind blowing from the north,3,,,, ,,,-8.4,-3.5,,,,,,30.0,-15.5,No precipitation,6,,,,
14.01.2020 20:00,-6.0,763.8,772.9,0.4,45,Wind blowing from the north,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-2.8,,,,,,30.0,-16.0,No precipitation,12,,,,
14.01.2020 17:00,-4.9,763.4,772.5,,53,Wind blowing from the north,4,,12,no clouds, ,,,-8.4,-1.0,,,,,,30.0,-13.2,No precipitation,6,,,,
14.01.2020 14:00,-3.6,762.6,771.6,-1.0,41,Wind blowing from the north,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,0.8,,,,,,18.0,-15.2,No precipitation,12,,,,
14.01.2020 11:00,-5.8,763.6,772.6,,33,Calm  no wind,0,,,no clouds, ,,,-8.4,0.8,,,,,,30.0,-19.5,No precipitation,6,,,,
14.01.2020 08:00,-8.3,763.3,772.4,1.2,48,Wind blowing from the north,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,0.8,,,,,,30.0,-17.4,No precipitation,12,,,,
14.01.2020 05:00,-7.5,762.1,771.1,,54,Wind blowing from the north,5,,11,, ,,,-7.5,0.8,,,,,,30.0,-15.4,No precipitation,6,,,,
14.01.2020 02:00,-5.2,761.9,770.8,0.4,33,Wind blowing from the north,6,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,0.8,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
13.01.2020 23:00,-3.9,761.5,770.4,,33,Wind blowing from the north-northeast,4,,,, ,,,-6.7,0.8,,,,,,29.0,-17.8,No precipitation,6,,,,
13.01.2020 20:00,-2.8,760.6,769.6,1.2,43,Wind blowing from the north,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,0.8,,,1000-1500,,,23.0,-13.9,Trace of precipitation,12,,,,
13.01.2020 17:00,-1.0,759.4,768.3,,76,Wind blowing from the east,2,,,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,0.8,,,1000-1500,,,11.0,-4.7,No precipitation,6,,,,
13.01.2020 14:00,0.5,758.6,767.5,-1.1,62,Wind blowing from the north,1,,4,90  or more  but not 100%,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,-6.7,0.5,,,1000-1500,,,12.0,-6.1,Trace of precipitation,12,,,,
13.01.2020 11:00,-0.1,759.7,768.7,,61,Wind blowing from the north,2,,4,100%., ,,,-6.7,0.5,,,1000-1500,,,15.0,-6.9,No precipitation,6,,,,
13.01.2020 08:00,-4.4,759.3,768.3,0.2,75,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-3.3,,,,,,17.0,-8.2,No precipitation,12,,,,
13.01.2020 05:00,-6.0,759.1,768.1,,68,Wind blowing from the south,1,,8,, ,,,-6.7,-3.3,,,,,,29.0,-11.1,No precipitation,6,,,,
13.01.2020 02:00,-6.4,759.2,768.2,-0.2,63,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-3.3,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
12.01.2020 23:00,-6.2,759.4,768.4,,53,Wind blowing from the north,2,,,, ,,,-6.3,-3.3,,,,,,30.0,-14.4,No precipitation,6,,,,
12.01.2020 20:00,-5.8,759.7,768.7,1.1,42,Wind blowing from the north,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,-3.3,,,,,,30.0,-16.7,No precipitation,12,,,,
12.01.2020 17:00,-4.9,758.6,767.6,,47,Wind blowing from the north-northeast,3,,15,20–30%., ,,,-5.6,-3.3,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,6,,,,
12.01.2020 14:00,-4.0,758.2,767.2,-1.2,46,Wind blowing from the north,5,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,-3.1,,,,,,24.0,-13.9,No precipitation,12,,,,
12.01.2020 11:00,-4.1,759.4,768.4,,59,Wind blowing from the north,5,,15,no clouds, ,,,-5.6,-2.3,,,,,,17.0,-11.1,No precipitation,6,,,,
12.01.2020 08:00,-5.4,759.4,768.4,0.8,61,Wind blowing from the north,5,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,,,,600-1000,,,28.0,-11.9,No precipitation,12,,,,
12.01.2020 05:00,-5.3,758.6,767.6,,55,Wind blowing from the north,6,,13,, ,,,-5.5,-2.3,,,,,,30.0,-13.1,No precipitation,6,,,,
12.01.2020 02:00,-5.5,759.1,768.1,-0.5,55,Wind blowing from the north,6,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
11.01.2020 23:00,-4.7,759.6,768.6,,51,Wind blowing from the north,4,,,, ,,,-5.3,,,,,,,30.0,-13.5,No precipitation,6,,,,
