Local time in Arxan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 11:00,-18.9,679.3,774.4,,64,Wind blowing from the north-northwest,4,,10,, ,,,-27.0,-10.5,,,,,,30.0,-24.0,No precipitation,6,,,,
23.01.2020 08:00,-26.8,678.4,774.8,2.1,72,Wind blowing from the west,1,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.3,-10.5,,,600-1000,,,26.0,-30.3,0.9,12,,,,
23.01.2020 05:00,-19.8,676.3,771.0,,78,Wind blowing from the north,4,,10,,Snow not falling as shower(s). ,,,,-10.5,,,,,,19.0,-22.7,0.5,6,,,,
23.01.2020 02:00,-15.4,674.6,769.2,1.5,74,Wind blowing from the west-northwest,5,,10,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.5,,,2500 or more  or no clouds.,,,7.0,-19.1,0.9,12,,,,
22.01.2020 23:00,-11.7,673.1,767.5,,72,Wind blowing from the west-southwest,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-10.5,,,,,,3.2,-15.7,0.4,6,,,,
22.01.2020 20:00,-10.9,673.2,769.7,-0.7,54,Wind blowing from the south,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.3,-10.5,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
22.01.2020 17:00,-10.6,673.9,770.2,,43,Wind blowing from the south,2,,5,90  or more  but not 100%, ,,,-31.3,-10.6,,,600-1000,,,30.0,-20.8,No precipitation,6,,,,
22.01.2020 14:00,-15.9,674.5,771.7,,58,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.3,-13.2,,,600-1000,,,30.0,-22.3,No precipitation,12,,,,
22.01.2020 11:00,-19.5,676.5,774.5,,70,Calm  no wind,0,,,no clouds, ,,,-31.3,,,,,,,30.0,-23.6,No precipitation,6,,,,
22.01.2020 08:00,-31.2,677.2,777.4,0.3,70,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.2,,,,,,,30.0,-34.9,No precipitation,12,,,,
22.01.2020 05:00,-30.0,676.9,775.3,,71,Wind blowing from the south-southwest,1,,2,, ,,,-30.0,,,,,,,30.0,-33.6,No precipitation,6,,,,
22.01.2020 02:00,-28.5,677.5,774.7,0.5,71,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-9.8,,,2500 or more  or no clouds.,,,30.0,-32.1,No precipitation,12,,,,
21.01.2020 23:00,-27.4,677.0,773.2,,72,Wind blowing from the south-southeast,1,,,, ,,,-27.6,-9.8,,,,,,30.0,-30.9,No precipitation,6,,,,
21.01.2020 20:00,-25.1,675.6,771.7,1.6,74,Wind blowing from the south-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-9.8,,,,,,30.0,-28.4,Trace of precipitation,12,,,,
21.01.2020 17:00,-18.3,674.0,769.0,,72,Wind blowing from the west,1,,9,no clouds, ,,,-27.6,-9.8,,,,,,30.0,-22.1,No precipitation,6,,,,
21.01.2020 14:00,-13.2,672.1,767.9,,63,Wind blowing from the west-northwest,4,,9,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-9.8,,,600-1000,,,22.0,-18.9,No precipitation,12,,,,
21.01.2020 11:00,-10.1,671.0,766.2,,58,Wind blowing from the south-east,2,,8,50%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-9.8,,,600-1000,,,29.0,-16.8,No precipitation,6,,,,
21.01.2020 08:00,-13.4,670.7,766.0,0.1,61,Wind blowing from the south-east,3,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-13.0,,,600-1000,,,30.0,-19.3,No precipitation,12,,,,
21.01.2020 05:00,-15.0,670.6,765.7,,71,Wind blowing from the south-southeast,2,,4,, ,,,-27.6,-13.6,,,,,,30.0,-19.1,No precipitation,6,,,,
21.01.2020 02:00,-26.2,672.5,768.7,,75,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-13.6,,,2500 or more  or no clouds.,,,30.0,-29.3,No precipitation,12,,,,
20.01.2020 23:00,-26.8,673.6,770.9,,73,Wind blowing from the south-southeast,0,,,, ,,,-26.8,-13.6,,,,,,30.0,-30.2,No precipitation,6,,,,
20.01.2020 20:00,-24.5,674.7,773.0,0.0,74,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-13.6,,,,,,30.0,-27.8,0.1,12,,,,
20.01.2020 17:00,-21.3,674.7,771.9,,73,Wind blowing from the south-east,1,,4,no clouds, ,,,-25.0,-13.6,,,,,,19.0,-24.9,No precipitation,6,,,,
20.01.2020 14:00,-14.8,674.5,770.6,-0.5,63,Wind blowing from the west-northwest,2,,4,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-13.6,,,600-1000,,,30.0,-20.3,0.4,12,,,,
20.01.2020 11:00,-18.5,675.0,771.1,,73,Calm  no wind,0,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-14.2,,,600-1000,,,9.0,-22.1,0.2,6,,,,
20.01.2020 08:00,-25.0,674.5,772.0,1.7,73,Wind blowing from the west,0,,2,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-14.2,,,600-1000,,,15.0,-28.4,0.6,12,,,,
20.01.2020 05:00,-22.9,672.8,769.0,,75,Wind blowing from the south-west,1,,1,,Intermittent fall of snowflakes  slight at time of observation. ,,,-24.0,-14.2,,,,,,18.0,-26.1,0.2,6,,,,
20.01.2020 02:00,-23.8,672.0,767.8,0.6,76,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-14.2,,,2500 or more  or no clouds.,,,24.0,-26.8,0.3,12,,,,
19.01.2020 23:00,-19.9,671.4,766.8,,79,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-24.4,-14.2,,,,,,3.7,-22.7,0.3,6,,,,
19.01.2020 20:00,-21.1,671.4,768.1,0.5,76,Wind blowing from the north,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-14.2,,,600-1000,,,17.0,-24.2,No precipitation,12,,,,
19.01.2020 17:00,-17.9,670.9,766.4,,73,Wind blowing from the north,1,,4,90  or more  but not 100%, ,,,-24.4,-14.2,,,600-1000,,,30.0,-21.6,No precipitation,6,,,,
19.01.2020 14:00,-15.5,670.9,766.1,-1.4,65,Wind blowing from the north,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-14.0,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
19.01.2020 11:00,-17.7,672.3,768.6,,71,Wind blowing from the north,1,,2,60%., ,,,-24.4,-14.0,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,6,,,,
19.01.2020 08:00,-23.2,672.0,768.6,-0.4,72,Wind blowing from the north,1,,2,20–30%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-14.0,,,2500 or more  or no clouds.,,,30.0,-26.8,0.2,12,,,,
19.01.2020 05:00,-20.6,672.4,767.7,,77,Wind blowing from the west-northwest,1,,2,,Intermittent fall of snowflakes  slight at time of observation. ,,,-24.4,-14.0,,,,,,8.0,-23.6,0.1,6,,,,
19.01.2020 02:00,-21.6,672.4,767.6,0.4,78,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-14.0,,,2500 or more  or no clouds.,,,4.7,-24.5,0.4,12,,,,
18.01.2020 23:00,-23.7,672.0,768.3,,76,Wind blowing from the south,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-24.4,-14.0,,,,,,29.0,-26.7,0.1,6,,,,
18.01.2020 20:00,-20.1,671.5,767.9,0.9,77,Wind blowing from the west,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-14.0,,,600-1000,,,17.0,-23.1,2.0,12,,,,
18.01.2020 17:00,-15.8,670.6,766.0,,81,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-14.0,,,600-1000,,,30.0,-18.3,1.0,6,,,,
18.01.2020 14:00,-14.6,670.8,765.7,-1.7,74,Wind blowing from the north-northwest,2,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-13.6,,,2500 or more  or no clouds.,,,2.4,-18.2,1.0,12,,,,
18.01.2020 11:00,-18.0,672.5,769.0,,76,Wind blowing from the north,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-13.6,,,600-1000,,,2.8,-21.3,0.5,6,,,,
18.01.2020 08:00,-22.6,673.4,770.8,-1.0,76,Wind blowing from the north,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.9,,,,600-1000,,,9.0,-25.7,Trace of precipitation,12,,,,
18.01.2020 05:00,-22.4,674.4,771.2,,75,Calm  no wind,0,,,, ,,,-29.1,-13.6,,,,,,30.0,-25.6,No precipitation,6,,,,
18.01.2020 02:00,-21.0,675.3,770.8,-1.0,75,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.1,-13.6,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
17.01.2020 23:00,-24.3,676.3,773.7,,76,Wind blowing from the south,1,,,, ,,,-29.1,-13.6,,,,,,30.0,-27.3,No precipitation,6,,,,
17.01.2020 20:00,-23.2,676.9,776.1,-0.4,74,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.1,-13.6,,,,,,30.0,-26.5,No precipitation,12,,,,
17.01.2020 17:00,-20.2,677.3,775.8,,69,Wind blowing from the south-southwest,1,,4,no clouds, ,,,-29.1,-13.6,,,,,,30.0,-24.4,No precipitation,6,,,,
17.01.2020 14:00,-14.6,677.1,774.1,-1.5,54,Wind blowing from the north,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.1,-14.5,,,,,,30.0,-21.9,No precipitation,12,,,,
17.01.2020 11:00,-20.1,678.6,776.8,,66,Wind blowing from the west,0,,2,no clouds, ,,,-29.1,-14.5,,,,,,30.0,-24.8,No precipitation,6,,,,
17.01.2020 08:00,-28.9,678.8,778.4,0.3,72,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.1,,,,,,,28.0,-32.4,No precipitation,12,,,,
17.01.2020 05:00,-28.5,678.5,777.2,,72,Wind blowing from the south-southeast,0,,2,, ,,,-28.6,-14.5,,,,,,30.0,-32.0,No precipitation,6,,,,
17.01.2020 02:00,-27.0,679.2,776.5,,73,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-14.5,,,2500 or more  or no clouds.,,,30.0,-30.4,No precipitation,12,,,,
16.01.2020 23:00,-26.0,679.8,777.8,,74,Wind blowing from the south-southwest,1,,,, ,,,-27.5,-14.5,,,,,,30.0,-29.3,No precipitation,6,,,,
16.01.2020 20:00,-23.8,679.4,778.1,-0.4,75,Wind blowing from the south,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-14.5,,,2500 or more  or no clouds.,,,30.0,-27.0,No precipitation,12,,,,
16.01.2020 17:00,-20.3,679.8,778.3,,72,Wind blowing from the west-northwest,1,,4,20–30%., ,,,-27.5,-14.5,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,6,,,,
16.01.2020 14:00,-14.7,679.7,777.0,-1.4,56,Wind blowing from the north,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-14.5,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
16.01.2020 11:00,-18.5,681.1,778.5,,63,Wind blowing from the north-west,1,,3,20–30%., ,,,-27.5,-18.2,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,6,,,,
16.01.2020 08:00,-24.4,681.1,779.8,0.0,72,Wind blowing from the south,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.5,-18.2,,,2500 or more  or no clouds.,,,24.0,-28.0,Trace of precipitation,12,,,,
16.01.2020 05:00,-27.0,681.1,780.2,,72,Wind blowing from the north-west,1,,4,, ,,,-27.5,-18.2,,,,,,30.0,-30.5,No precipitation,6,,,,
16.01.2020 02:00,-26.4,681.4,779.8,,72,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-18.2,,,2500 or more  or no clouds.,,,30.0,-29.9,No precipitation,12,,,,
15.01.2020 23:00,-22.5,681.2,779.0,,75,Wind blowing from the south,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-26.4,-18.2,,,,,,19.0,-25.7,No precipitation,6,,,,
15.01.2020 20:00,-23.0,681.4,779.8,0.8,75,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-18.2,,,2500 or more  or no clouds.,,,30.0,-26.2,Trace of precipitation,12,,,,
15.01.2020 17:00,-22.1,680.6,778.7,,72,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%, ,,,-26.5,-18.2,,,2500 or more  or no clouds.,,,26.0,-25.8,No precipitation,6,,,,
15.01.2020 14:00,-19.0,679.1,776.5,,64,Wind blowing from the north,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-13.3,,,2500 or more  or no clouds.,,,17.0,-24.1,No precipitation,12,,,,
15.01.2020 11:00,-19.9,679.2,777.1,,71,Wind blowing from the north-northwest,3,,4,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-13.3,,,2500 or more  or no clouds.,,,14.0,-23.8,No precipitation,6,,,,
15.01.2020 08:00,-22.2,678.6,777.1,0.4,75,Wind blowing from the north,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,13.0,-25.4,Trace of precipitation,12,,,,
15.01.2020 05:00,-22.4,678.2,775.9,,75,Wind blowing from the north-west,1,,2,,Intermittent fall of snowflakes  slight at time of observation. ,,,,,,,,,,7.0,-25.6,No precipitation,6,,,,
15.01.2020 02:00,-23.2,678.4,775.0,0.1,76,Wind blowing from the north,0,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.2,-13.3,,,2500 or more  or no clouds.,,,16.0,-26.3,No precipitation,12,,,,
14.01.2020 23:00,-24.6,678.3,776.5,,76,Wind blowing from the south-east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-32.2,-13.3,,,,,,20.0,-27.6,No precipitation,6,,,,
14.01.2020 20:00,-25.5,678.3,778.9,0.5,74,Wind blowing from the west-southwest,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.2,-13.3,,,,,,30.0,-28.8,No precipitation,12,,,,
14.01.2020 17:00,-21.7,677.8,777.4,,71,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-32.2,-13.3,,,,,,30.0,-25.5,No precipitation,6,,,,
14.01.2020 14:00,-15.6,677.4,775.3,,53,Wind blowing from the north,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.2,-15.6,,,,,,30.0,-23.0,No precipitation,12,,,,
14.01.2020 11:00,-21.7,678.5,777.6,,67,Calm  no wind,0,,,no clouds, ,,,-32.2,-18.3,,,,,,30.0,-26.2,No precipitation,6,,,,
14.01.2020 08:00,-32.1,679.1,780.1,-0.1,70,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.2,,,,,,,30.0,-35.7,No precipitation,12,,,,
14.01.2020 05:00,-31.4,679.2,779.4,,70,Calm  no wind,0,,,, ,,,-31.5,-18.3,,,,,,30.0,-35.1,No precipitation,6,,,,
14.01.2020 02:00,-30.4,679.6,778.6,,71,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.7,-18.3,,,2500 or more  or no clouds.,,,30.0,-34.0,No precipitation,12,,,,
13.01.2020 23:00,-29.0,679.3,778.1,,71,Calm  no wind,0,,,, ,,,-29.0,-18.3,,,,,,30.0,-32.6,No precipitation,6,,,,
13.01.2020 20:00,-27.0,679.3,778.9,0.9,73,Wind blowing from the south,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-18.3,,,,,,30.0,-30.4,No precipitation,12,,,,
13.01.2020 17:00,-23.9,678.4,777.3,,70,Calm  no wind,0,,,no clouds, ,,,-25.8,-18.3,,,,,,30.0,-27.8,No precipitation,6,,,,
13.01.2020 14:00,-18.7,676.9,773.8,,60,Wind blowing from the north-northwest,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-18.3,,,2500 or more  or no clouds.,,,30.0,-24.5,No precipitation,12,,,,
13.01.2020 11:00,-20.0,677.1,774.1,,60,Wind blowing from the north,1,,2,no clouds, ,,,-25.8,-18.8,,,,,,30.0,-25.8,No precipitation,6,,,,
13.01.2020 08:00,-25.5,676.6,775.0,1.4,73,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-18.8,,,600-1000,,,30.0,-28.9,Trace of precipitation,12,,,,
13.01.2020 05:00,-25.5,675.2,773.4,,72,Wind blowing from the south-east,1,,3,, ,,,-25.8,-18.8,,,,,,27.0,-29.1,No precipitation,6,,,,
13.01.2020 02:00,-22.2,674.8,771.5,0.0,75,Wind blowing from the north-northeast,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-18.8,,,2500 or more  or no clouds.,,,11.0,-25.4,No precipitation,12,,,,
12.01.2020 23:00,-21.5,674.8,771.4,,73,Wind blowing from the south,1,,,,Snow not falling as shower(s). ,,,-25.8,-18.8,,,,,,25.0,-25.0,No precipitation,6,,,,
12.01.2020 20:00,-23.7,675.4,773.0,0.4,72,Wind blowing from the south,1,,6,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-18.8,,,2500 or more  or no clouds.,,,23.0,-27.3,Trace of precipitation,12,,,,
12.01.2020 17:00,-23.2,675.0,772.2,,73,Wind blowing from the north-west,1,,6,90  or more  but not 100%, ,,,-23.2,-18.8,,,2500 or more  or no clouds.,,,30.0,-26.7,No precipitation,6,,,,
12.01.2020 14:00,-19.2,674.5,770.8,,69,Wind blowing from the north-northwest,3,,6,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-17.5,,,2500 or more  or no clouds.,,,30.0,-23.5,Trace of precipitation,12,,,,
12.01.2020 11:00,-19.6,676.1,772.7,,68,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-16.5,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,6,,,,
12.01.2020 08:00,-22.2,676.7,774.0,0.0,78,Wind blowing from the west,0,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,,,,600-1000,,,19.0,-25.0,No precipitation,12,,,,
12.01.2020 05:00,-20.8,676.7,773.6,,80,Wind blowing from the north,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,,,,,,,,23.0,-23.3,No precipitation,6,,,,
12.01.2020 02:00,-20.8,677.8,774.3,-0.3,76,Wind blowing from the north-northwest,1,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-16.5,,,2500 or more  or no clouds.,,,11.0,-23.9,No precipitation,12,,,,
11.01.2020 23:00,-20.7,678.1,774.7,,76,Wind blowing from the north-northwest,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-22.7,-16.5,,,,,,25.0,-23.8,No precipitation,6,,,,
11.01.2020 20:00,-21.1,678.6,775.6,0.4,75,Wind blowing from the north-west,1,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-16.5,,,600-1000,,,16.0,-24.4,Trace of precipitation,12,,,,
11.01.2020 17:00,-20.7,678.2,774.9,,77,Wind blowing from the north,3,,7,90  or more  but not 100%, ,,,-21.1,-16.5,,,600-1000,,,30.0,-23.7,No precipitation,6,,,,
11.01.2020 14:00,-17.8,677.8,773.5,,68,Wind blowing from the north-northwest,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-16.5,,,2500 or more  or no clouds.,,,28.0,-22.4,No precipitation,12,,,,
11.01.2020 11:00,-17.7,678.7,774.5,,72,Wind blowing from the north-northwest,2,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-19.2,-16.5,,,600-1000,,,7.0,-21.5,No precipitation,6,,,,
11.01.2020 08:00,-19.1,678.4,774.7,0.8,78,Wind blowing from the north,1,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-16.5,,,600-1000,,,12.0,-22.0,0.1,12,,,,
11.01.2020 05:00,-18.4,677.6,773.7,,78,Wind blowing from the north-northwest,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,-20.4,-16.5,,,,,,12.0,-21.3,0.1,6,,,,
11.01.2020 02:00,-16.6,677.5,773.2,0.2,75,Wind blowing from the north-west,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-16.5,,,2500 or more  or no clouds.,,,24.0,-20.0,0.1,12,,,,
10.01.2020 23:00,-16.5,677.3,773.0,,76,Wind blowing from the north-northwest,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-21.9,-16.5,,,,,,18.0,-19.7,No precipitation,6,,,,
10.01.2020 20:00,-17.6,677.3,773.6,0.7,76,Wind blowing from the north-northwest,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-23.7,-17.5,,,600-1000,,,12.0,-20.8,Trace of precipitation,12,,,,
10.01.2020 17:00,-18.2,676.6,772.9,,74,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-23.7,-17.2,,,600-1000,,,8.0,-21.7,No precipitation,6,,,,
10.01.2020 14:00,-18.2,676.0,771.8,-0.4,71,Wind blowing from the north-northwest,3,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,,,,600-1000,,,6.0,-22.2,Trace of precipitation,12,,,,
