Local time in Hong Kong (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 20:00,19.7,760.8,761.4,0.8,89,Wind blowing from the east-northeast,2,,,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,24.8,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altostratus opacus or Nimbostratus.,,8.0,17.9,4.0,12,,,,
25.01.2020 17:00,21.5,760.0,760.7,-0.8,74,Wind blowing from the east,5,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,16.0,16.6,,,,,,
25.01.2020 14:00,23.1,760.8,761.4,-1.9,64,Wind blowing from the east,9,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,25.0,15.8,No precipitation,6,,,,
25.01.2020 11:00,21.9,762.7,763.3,-0.3,74,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,19.0,17.0,,,,,,
25.01.2020 08:00,20.2,763.0,763.6,0.5,81,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,19.6,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,19.0,16.8,No precipitation,12,,,,
25.01.2020 05:00,19.8,762.5,763.2,-0.1,87,Wind blowing from the east-southeast,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,200-300,Altocumulus translucidus at a single level.,,22.0,17.5,,,,,,
25.01.2020 02:00,19.9,762.6,763.3,-1.0,88,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,200-300,Altocumulus translucidus at a single level.,,17.0,17.9,No precipitation,6,,,,
24.01.2020 23:00,21.4,763.6,764.3,0.6,84,Wind blowing from the east-northeast,5,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,200-300,Altocumulus translucidus at a single level.,,11.0,18.6,,,,,,
24.01.2020 20:00,21.8,763.0,763.6,1.3,84,Wind blowing from the east,4,,,90  or more  but not 100%, ,,,,26.6,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,Cirrus spissatus  in patches or entangled sheaves  which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.,10.0,18.9,No precipitation,12,,,,
24.01.2020 17:00,23.6,761.7,762.4,-0.5,75,Wind blowing from the east,7,,,60%., ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrus spissatus  in patches or entangled sheaves  which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.,14.0,18.8,,,,,,
24.01.2020 14:00,25.3,762.2,762.9,-1.9,68,variable wind direction,2,,,90  or more  but not 100%, ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,20–30%.,600-1000,Altocumulus translucidus at a single level.,Cirrus spissatus  in patches or entangled sheaves  which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.,11.0,19.0,No precipitation,6,,,,
24.01.2020 11:00,24.1,764.1,764.7,0.5,73,Wind blowing from the east,6,,,70 – 80%., ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,300-600,Altocumulus translucidus at a single level.,Cirrocumulus alone  or Cirrocumulus accompanied by Cirrus or Cirrostratus or both  but Cirrocumulus is predominant.,19.0,19.0,,,,,,
24.01.2020 08:00,22.3,763.6,764.3,1.4,83,Wind blowing from the north-east,4,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,21.2,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,9.0,19.2,Trace of precipitation,12,,,,
24.01.2020 05:00,21.3,762.2,762.8,-0.5,87,Wind blowing from the east,4,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,9.0,19.1,,,,,,
24.01.2020 02:00,21.7,762.7,763.4,0.1,86,Wind blowing from the east,5,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,No Altocumulus  Altostratus or Nimbostratus.,No Cirrus  Cirrocumulus or Cirrostratus.,13.0,19.2,No precipitation,6,,,,
23.01.2020 23:00,22.0,762.6,763.3,0.7,79,Wind blowing from the east-southeast,3,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,No Altocumulus  Altostratus or Nimbostratus.,No Cirrus  Cirrocumulus or Cirrostratus.,16.0,18.2,,,,,,
23.01.2020 20:00,22.1,761.9,762.6,1.1,82,Wind blowing from the east-northeast,4,,,10%  or less  but not 0, ,,,,26.5,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,12.0,18.9,No precipitation,12,,,,
23.01.2020 17:00,25.0,760.8,761.5,-0.9,64,Wind blowing from the west-southwest,4,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,18.0,17.7,,,,,,
23.01.2020 14:00,24.2,761.7,762.4,-1.9,72,Wind blowing from the west,4,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,9.0,18.9,No precipitation,6,,,,
23.01.2020 11:00,24.8,763.6,764.2,0.6,68,Wind blowing from the north-east,4,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,No Altocumulus  Altostratus or Nimbostratus.,No Cirrus  Cirrocumulus or Cirrostratus.,12.0,18.5,,,,,,
23.01.2020 08:00,20.7,763.0,763.7,1.1,89,Wind blowing from the north-east,3,,,10%  or less  but not 0, ,,,20.3,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,6.0,18.9,No precipitation,12,,,,
23.01.2020 05:00,21.4,761.9,762.6,-0.8,85,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,6.0,18.7,,,,,,
23.01.2020 02:00,21.2,762.7,763.4,-0.6,84,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,7.0,18.4,No precipitation,6,,,,
22.01.2020 23:00,21.6,763.3,763.9,0.3,81,Wind blowing from the east-southeast,4,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,10.0,18.1,,,,,,
22.01.2020 20:00,22.2,763.0,763.6,0.7,74,Wind blowing from the north-east,3,,,70 – 80%., ,,,,25.6,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,7.0,17.4,No precipitation,12,,,,
22.01.2020 17:00,22.7,762.3,763.0,-0.7,71,Wind blowing from the west,4,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,9.0,17.2,,,,,,
22.01.2020 14:00,23.6,763.0,763.7,-2.4,67,Wind blowing from the west,4,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,8.0,17.2,No precipitation,6,,,,
22.01.2020 11:00,21.5,765.4,766.1,0.7,75,Wind blowing from the north,2,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,7.0,16.8,,,,,,
22.01.2020 08:00,18.9,764.7,765.4,0.6,82,Wind blowing from the east-northeast,3,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,18.6,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,6.0,15.8,Trace of precipitation,12,,,,
22.01.2020 05:00,19.0,764.1,764.8,-0.1,84,Wind blowing from the east-northeast,3,,,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,7.0,16.2,,,,,,
22.01.2020 02:00,19.5,764.2,764.9,-0.9,77,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,8.0,15.4,No precipitation,6,,,,
21.01.2020 23:00,19.5,765.1,765.7,-0.4,76,Wind blowing from the east-northeast,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,10.0,15.2,,,,,,
21.01.2020 20:00,18.8,765.5,766.2,0.1,77,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,22.9,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,Cirrus spissatus  in patches or entangled sheaves  which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.,10.0,14.6,No precipitation,12,,,,
21.01.2020 17:00,20.4,765.4,766.1,-0.4,66,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus spissatus  in patches or entangled sheaves  which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.,13.0,13.8,,,,,,
21.01.2020 14:00,21.4,765.8,766.5,-2.1,60,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,Cirrocumulus alone  or Cirrocumulus accompanied by Cirrus or Cirrostratus or both  but Cirrocumulus is predominant.,13.0,13.4,No precipitation,6,,,,
21.01.2020 11:00,20.5,767.9,768.6,0.7,66,Wind blowing from the east,8,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,12.0,13.9,,,,,,
21.01.2020 08:00,18.2,767.2,767.8,1.5,78,Wind blowing from the east,4,,,70 – 80%., ,,,17.0,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,10.0,14.3,No precipitation,12,,,,
21.01.2020 05:00,17.6,765.7,766.3,-0.2,81,Wind blowing from the east,5,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,Cirrus spissatus  in patches or entangled sheaves  which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.,11.0,14.2,,,,,,
21.01.2020 02:00,17.4,765.9,766.6,-0.7,79,Wind blowing from the east,5,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus spissatus  in patches or entangled sheaves  which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.,9.0,13.6,No precipitation,6,,,,
20.01.2020 23:00,18.4,766.6,767.2,0.4,73,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,Altocumulus translucidus at a single level.,Cirrus spissatus  in patches or entangled sheaves  which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.,9.0,13.5,,,,,,
20.01.2020 20:00,18.6,766.2,766.9,1.0,69,Wind blowing from the north,2,,,90  or more  but not 100%, ,,,,20.2,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,Cirrus spissatus  in patches or entangled sheaves  which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.,11.0,12.8,No precipitation,12,,,,
20.01.2020 17:00,18.5,765.2,765.9,-0.2,67,Wind blowing from the west,2,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus spissatus  in patches or entangled sheaves  which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.,11.0,12.2,,,,,,
20.01.2020 14:00,19.3,765.4,766.1,-2.0,59,Wind blowing from the west-northwest,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,12.0,11.1,No precipitation,6,,,,
20.01.2020 11:00,17.8,767.4,768.1,0.7,64,Wind blowing from the north,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,13.0,10.8,,,,,,
20.01.2020 08:00,16.1,766.7,767.4,1.1,68,Wind blowing from the east-northeast,3,,,100%., ,,,15.3,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,16.0,10.1,No precipitation,12,,,,
20.01.2020 05:00,15.6,765.6,766.3,-0.1,67,Wind blowing from the north,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,15.0,9.5,,,,,,
20.01.2020 02:00,15.8,765.7,766.5,-0.9,69,Wind blowing from the north-east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,12.0,10.0,No precipitation,6,,,,
19.01.2020 23:00,16.3,766.6,767.2,0.3,70,Wind blowing from the north-northwest,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,9.0,10.7,,,,,,
19.01.2020 20:00,16.0,766.3,767.0,1.1,71,Wind blowing from the north-northwest,4,,,70 – 80%., ,,,,19.0,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,9.0,10.6,No precipitation,12,,,,
19.01.2020 17:00,16.2,765.2,765.9,0.1,72,Wind blowing from the north-northwest,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,7.0,11.2,,,,,,
19.01.2020 14:00,16.9,765.1,765.8,-1.7,68,Wind blowing from the north-west,7,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,6.0,11.0,No precipitation,6,,,,
19.01.2020 11:00,17.5,766.8,767.5,1.0,68,Wind blowing from the north,4,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altostratus opacus or Nimbostratus.,,11.0,11.5,,,,,,
19.01.2020 08:00,17.7,765.8,766.5,1.6,73,Wind blowing from the north-northeast,4,,,100%., ,,,17.7,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altostratus opacus or Nimbostratus.,,13.0,12.7,No precipitation,12,,,,
19.01.2020 05:00,18.5,764.2,765.0,-0.4,74,Wind blowing from the north-east,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,20.0,13.7,,,,,,
19.01.2020 02:00,19.0,764.6,765.3,0.1,74,Wind blowing from the north-east,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,21.0,14.3,No precipitation,6,,,,
18.01.2020 23:00,18.7,764.5,765.2,0.6,75,Wind blowing from the east-northeast,4,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,21.0,14.2,,,,,,
18.01.2020 20:00,18.7,763.9,764.5,0.9,74,Wind blowing from the east,4,,,20–30%., ,,,,21.1,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,14.0,14.0,No precipitation,12,,,,
18.01.2020 17:00,19.9,763.0,763.6,-0.2,66,Wind blowing from the north,2,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,12.0,13.3,,,,,,
18.01.2020 14:00,20.4,763.2,763.9,-2.2,52,Wind blowing from the west-northwest,4,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,13.0,10.3,No precipitation,6,,,,
18.01.2020 11:00,18.3,765.4,766.1,0.2,54,Wind blowing from the north-east,2,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,21.0,8.9,,,,,,
18.01.2020 08:00,16.4,765.2,765.9,0.8,59,Wind blowing from the east-northeast,2,,,100%., ,,,16.0,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,,35.0,8.2,No precipitation,12,,,,
18.01.2020 05:00,16.5,764.4,765.1,-0.3,61,Wind blowing from the north-northwest,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,40.0,8.9,,,,,,
18.01.2020 02:00,17.2,764.7,765.4,-0.5,53,Wind blowing from the north-east,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,Altocumulus translucidus at a single level.,,35.0,7.6,No precipitation,6,,,,
17.01.2020 23:00,18.2,765.2,765.9,0.4,51,Wind blowing from the north-east,2,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,30.0,7.7,,,,,,
17.01.2020 20:00,18.6,764.8,765.4,1.0,52,Wind blowing from the north,4,,,90  or more  but not 100%, ,,,,19.4,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,30.0,8.5,No precipitation,12,,,,
17.01.2020 17:00,19.0,763.8,764.5,-0.4,54,Wind blowing from the north-west,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,25.0,9.5,,,,,,
17.01.2020 14:00,17.8,764.2,764.9,-2.1,57,Wind blowing from the north-west,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,20.0,9.1,No precipitation,6,,,,
17.01.2020 11:00,17.2,766.3,767.0,0.7,60,Wind blowing from the north-northwest,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,18.0,9.3,,,,,,
17.01.2020 08:00,15.8,765.6,766.3,1.4,73,Wind blowing from the north-northwest,5,,,90  or more  but not 100%, ,,,15.5,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,14.0,10.9,Trace of precipitation,12,,,,
17.01.2020 05:00,16.2,764.2,764.8,0.1,83,Wind blowing from the north-west,9,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,12.0,13.3,,,,,,
17.01.2020 02:00,17.5,764.1,764.8,0.6,81,Wind blowing from the north-west,9,,,90  or more  but not 100%,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,10.0,14.1,Trace of precipitation,6,,,,
16.01.2020 23:00,20.2,763.5,764.2,0.9,82,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,7.0,17.0,,,,,,
16.01.2020 20:00,21.3,762.6,763.3,1.0,76,Wind blowing from the east,3,,,10%  or less  but not 0, ,,,,24.6,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,8.0,16.9,No precipitation,12,,,,
16.01.2020 17:00,22.6,761.6,762.3,-0.1,69,Wind blowing from the south-west,3,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,9.0,16.5,,,,,,
16.01.2020 14:00,22.8,761.7,762.4,-1.6,68,Wind blowing from the west,3,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,7.0,16.5,No precipitation,6,,,,
16.01.2020 11:00,22.3,763.3,763.9,0.4,70,Wind blowing from the east-northeast,7,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,300-600,No Altocumulus  Altostratus or Nimbostratus.,No Cirrus  Cirrocumulus or Cirrostratus.,10.0,16.6,,,,,,
16.01.2020 08:00,19.2,762.9,763.6,0.4,81,Wind blowing from the east,8,,,10%  or less  but not 0, ,,,18.6,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,300-600,No Altocumulus  Altostratus or Nimbostratus.,No Cirrus  Cirrocumulus or Cirrostratus.,7.0,15.8,No precipitation,12,,,,
16.01.2020 05:00,18.9,762.5,763.2,-0.1,82,Wind blowing from the east,8,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,6.0,15.8,,,,,,
16.01.2020 02:00,19.5,762.6,763.3,0.2,81,Wind blowing from the east,8,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,5.0,16.1,No precipitation,6,,,,
15.01.2020 23:00,20.1,762.4,763.1,0.6,83,Wind blowing from the east,11,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,5.0,17.1,,,,,,
15.01.2020 20:00,20.6,761.8,762.5,0.6,78,Wind blowing from the east,7,,,70 – 80%., ,,,,24.1,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,8.0,16.6,No precipitation,12,,,,
15.01.2020 17:00,21.6,761.2,761.8,-0.5,69,Wind blowing from the east,8,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,10.0,15.6,,,,,,
15.01.2020 14:00,23.7,761.7,762.4,-2.8,58,Wind blowing from the east,8,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,12.0,15.0,No precipitation,6,,,,
15.01.2020 11:00,21.7,764.5,765.1,-0.1,63,Wind blowing from the east,8,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,11.0,14.2,,,,,,
15.01.2020 08:00,18.8,764.6,765.3,0.9,74,Wind blowing from the east,5,,,20–30%., ,,,18.1,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,10.0,14.0,No precipitation,12,,,,
15.01.2020 05:00,18.7,763.7,764.4,0.3,73,Wind blowing from the east,8,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,13.0,13.8,,,,,,
