Local time in Leting,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 17:00,2.1,773.0,774.0,,56,Wind blowing from the east,3,,11,no clouds, ,,,-5.3,8.0,,,,,,11.0,-5.8,No precipitation,6,,,,
23.01.2020 14:00,4.7,770.6,771.5,0.1,52,Wind blowing from the east,4,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,8.0,,,,,,4.4,-4.3,No precipitation,12,,,,
23.01.2020 11:00,3.1,770.5,771.4,,69,Wind blowing from the north,2,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,7.3,,,2500 or more  or no clouds.,,,2.2,-2.2,No precipitation,6,,,,
23.01.2020 08:00,-4.9,769.3,770.3,1.5,95,Wind blowing from the west,1,,3,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,7.3,,,2500 or more  or no clouds.,,,1.3,-5.6,No precipitation,12,,,,
23.01.2020 05:00,-4.2,767.8,768.7,,95,Wind blowing from the west-northwest,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-4.2,7.3,,,,,,less than 0.1,-4.9,No precipitation,6,,,,
23.01.2020 02:00,-0.5,767.8,768.7,,95,Wind blowing from the west-southwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,7.3,,,2500 or more  or no clouds.,,,0.8,-1.2,No precipitation,12,,,,
22.01.2020 23:00,-0.1,767.5,768.4,,93,Wind blowing from the south-west,1,,5,,Mist. ,,,-2.3,7.3,,,,,,1.3,-1.1,No precipitation,6,,,,
22.01.2020 20:00,1.4,766.9,767.8,0.5,83,Wind blowing from the west,1,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,7.3,,,2500 or more  or no clouds.,,,1.7,-1.2,No precipitation,12,,,,
22.01.2020 17:00,4.3,766.4,767.3,,70,Wind blowing from the south-west,2,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,7.3,,,2500 or more  or no clouds.,,,2.9,-0.7,No precipitation,6,,,,
22.01.2020 14:00,7.1,766.2,767.1,,58,Wind blowing from the south-west,2,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,7.1,,,2500 or more  or no clouds.,,,3.9,-0.8,No precipitation,12,,,,
22.01.2020 11:00,4.8,767.5,768.4,,62,Wind blowing from the west,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.8,,,1500-2000,,,4.3,-1.9,No precipitation,6,,,,
22.01.2020 08:00,-1.4,766.7,767.6,0.5,94,Wind blowing from the north-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,5.8,,,1500-2000,,,2.9,-2.2,No precipitation,12,,,,
22.01.2020 05:00,-1.3,766.2,767.1,,91,Calm  no wind,0,,,,Mist. ,,,-5.3,5.8,,,,,,4.2,-2.6,No precipitation,6,,,,
22.01.2020 02:00,1.3,767.4,768.3,,79,Wind blowing from the north-east,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.8,,,2500 or more  or no clouds.,,,6.0,-1.9,No precipitation,12,,,,
21.01.2020 23:00,1.1,767.7,768.6,,87,Wind blowing from the west,1,,6,,Mist. ,,,-5.3,5.8,,,,,,4.9,-0.8,No precipitation,6,,,,
21.01.2020 20:00,1.6,767.9,768.9,0.5,80,Wind blowing from the south-southwest,1,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.8,,,1500-2000,,,6.0,-1.6,No precipitation,12,,,,
21.01.2020 17:00,3.1,767.4,768.3,,66,Wind blowing from the south-southwest,2,,6,100%., ,,,-5.3,5.8,,,1500-2000,,,10.0,-2.8,No precipitation,6,,,,
21.01.2020 14:00,5.0,767.8,768.7,,50,Wind blowing from the south-west,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.8,,,1500-2000,,,19.0,-4.8,No precipitation,12,,,,
21.01.2020 11:00,4.0,769.8,770.7,,56,Wind blowing from the south-west,2,,4,no clouds, ,,,-5.3,5.6,,,,,,22.0,-4.0,No precipitation,6,,,,
21.01.2020 08:00,-5.2,770.0,771.0,0.0,88,Wind blowing from the north-east,0,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,,,,2500 or more  or no clouds.,,,4.5,-6.9,No precipitation,12,,,,
21.01.2020 05:00,-2.6,770.0,770.9,,86,Wind blowing from the south-west,1,,3,, ,,,-3.8,5.6,,,,,,26.0,-4.6,No precipitation,6,,,,
21.01.2020 02:00,-3.5,771.0,771.9,-0.2,86,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,5.6,,,2500 or more  or no clouds.,,,22.0,-5.5,No precipitation,12,,,,
20.01.2020 23:00,-1.7,771.2,772.1,,46,Wind blowing from the south-southwest,1,,8,, ,,,-4.1,5.6,,,,,,12.0,-11.8,No precipitation,6,,,,
20.01.2020 20:00,-1.7,770.7,771.7,,28,Wind blowing from the south-west,1,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,5.6,,,,,,6.0,-17.8,No precipitation,12,,,,
20.01.2020 17:00,2.9,769.5,770.4,,14,Wind blowing from the north-west,2,,8,no clouds, ,,,-4.1,5.6,,,,,,30.0,-22.0,No precipitation,6,,,,
20.01.2020 14:00,5.1,769.3,770.2,-1.6,9,Wind blowing from the north-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.0,,,,,,30.0,-25.2,No precipitation,12,,,,
20.01.2020 11:00,3.4,770.9,771.8,,19,Wind blowing from the west-northwest,3,,7,no clouds, ,,,-4.1,6.0,,,,,,30.0,-18.1,No precipitation,6,,,,
20.01.2020 08:00,-3.0,769.6,770.6,2.1,41,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,,,,,,,10.0,-14.4,No precipitation,12,,,,
20.01.2020 05:00,-2.1,767.5,768.4,,43,Wind blowing from the north-northwest,2,,5,, ,,,-5.9,6.0,,,,,,11.0,-13.0,No precipitation,6,,,,
20.01.2020 02:00,-3.0,766.2,767.1,0.7,52,Wind blowing from the west-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,6.0,,,2500 or more  or no clouds.,,,10.0,-11.5,No precipitation,12,,,,
19.01.2020 23:00,-1.4,765.5,766.4,,59,Wind blowing from the west,1,,9,, ,,,-6.0,6.0,,,,,,10.0,-8.4,No precipitation,6,,,,
19.01.2020 20:00,-0.4,765.0,765.9,1.1,51,Wind blowing from the west-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,6.0,,,,,,8.0,-9.3,No precipitation,12,,,,
19.01.2020 17:00,2.6,763.9,764.8,,34,Wind blowing from the west,2,,9,no clouds, ,,,-6.0,6.0,,,,,,13.0,-11.7,No precipitation,6,,,,
19.01.2020 14:00,5.7,763.4,764.3,-2.3,14,Wind blowing from the west-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,5.9,,,,,,23.0,-19.7,No precipitation,12,,,,
19.01.2020 11:00,2.9,765.7,766.6,,28,Wind blowing from the north-northwest,3,,6,no clouds, ,,,-6.0,2.9,,,,,,17.0,-13.8,No precipitation,6,,,,
19.01.2020 08:00,-4.1,766.0,766.9,1.2,59,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,,,,,,,8.0,-11.1,No precipitation,12,,,,
19.01.2020 05:00,-5.7,764.8,765.7,,85,Wind blowing from the west,2,,7,,Mist. ,,,-6.0,2.7,,,,,,2.2,-7.8,No precipitation,6,,,,
19.01.2020 02:00,-5.1,765.0,765.9,-0.1,95,Wind blowing from the west,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,2.7,,,2500 or more  or no clouds.,,,1.3,-5.8,No precipitation,12,,,,
18.01.2020 23:00,-3.8,765.1,766.0,,95,Wind blowing from the west,4,,7,,Mist. ,,,-5.6,2.7,,,,,,1.3,-4.5,No precipitation,6,,,,
18.01.2020 20:00,-2.8,764.9,765.9,0.4,92,Wind blowing from the west,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,2.7,,,,,,1.7,-3.9,No precipitation,12,,,,
18.01.2020 17:00,-0.5,764.5,765.4,,74,Wind blowing from the west,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,2.7,,,2500 or more  or no clouds.,,,2.1,-4.6,No precipitation,6,,,,
18.01.2020 14:00,2.1,765.3,766.2,-3.1,56,Wind blowing from the west,2,,6,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,3.5,,,2500 or more  or no clouds.,,,2.1,-5.8,No precipitation,12,,,,
18.01.2020 11:00,-3.9,768.4,769.3,,95,Wind blowing from the west,3,,6,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-5.6,,,,2500 or more  or no clouds.,,,0.7,-4.6,No precipitation,6,,,,
18.01.2020 08:00,-4.9,768.3,769.3,0.3,95,Wind blowing from the west,2,,5,90  or more  but not 100%,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,3.5,,,2500 or more  or no clouds.,,,0.3,-5.6,No precipitation,12,,,,
18.01.2020 05:00,-5.0,768.0,769.0,,85,Wind blowing from the west,3,,4,,Mist. ,,,-5.3,3.5,,,,,,1.3,-7.1,No precipitation,6,,,,
18.01.2020 02:00,-4.0,768.7,769.6,-0.6,71,Wind blowing from the west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,3.5,,,2500 or more  or no clouds.,,,3.2,-8.5,No precipitation,12,,,,
17.01.2020 23:00,-3.5,769.3,770.2,,79,Calm  no wind,0,,,,Mist. ,,,-3.7,3.5,,,,,,2.6,-6.6,No precipitation,6,,,,
17.01.2020 20:00,-1.5,769.2,770.2,0.9,67,Wind blowing from the west-southwest,1,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,3.5,,,2500 or more  or no clouds.,,,3.8,-7.0,No precipitation,12,,,,
17.01.2020 17:00,1.5,768.3,769.2,,49,Wind blowing from the west,1,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,3.5,,,2500 or more  or no clouds.,,,4.9,-8.1,No precipitation,6,,,,
17.01.2020 14:00,3.1,768.4,769.3,-2.4,40,Wind blowing from the west,2,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,3.4,,,2500 or more  or no clouds.,,,4.0,-9.2,No precipitation,12,,,,
17.01.2020 11:00,1.6,770.8,771.8,,61,Wind blowing from the west-southwest,1,,3,50%., ,,,-3.7,1.9,,,2500 or more  or no clouds.,,,7.0,-5.1,No precipitation,6,,,,
17.01.2020 08:00,-2.9,770.7,771.7,0.2,67,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,,,,2500 or more  or no clouds.,,,4.6,-8.2,No precipitation,12,,,,
17.01.2020 05:00,-2.6,770.5,771.5,,65,Wind blowing from the east,0,,4,, ,,,-5.1,1.9,,,,,,16.0,-8.3,No precipitation,6,,,,
17.01.2020 02:00,-3.6,771.7,772.6,-0.5,70,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,1.9,,,2500 or more  or no clouds.,,,9.0,-8.3,No precipitation,12,,,,
16.01.2020 23:00,-2.8,772.2,773.2,,68,Wind blowing from the east-northeast,1,,6,,Haze. ,,,-5.3,1.9,,,,,,6.0,-7.9,No precipitation,6,,,,
16.01.2020 20:00,-2.1,772.6,773.5,0.3,63,Wind blowing from the east-southeast,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,1.9,,,2500 or more  or no clouds.,,,13.0,-8.2,No precipitation,12,,,,
16.01.2020 17:00,-0.7,772.3,773.3,,55,Wind blowing from the east-southeast,2,,8,70 – 80%., ,,,-5.3,1.9,,,2500 or more  or no clouds.,,,20.0,-8.8,No precipitation,6,,,,
16.01.2020 14:00,1.2,772.5,773.5,-1.5,44,Wind blowing from the east-southeast,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,3.0,,,2500 or more  or no clouds.,,,23.0,-9.7,No precipitation,12,,,,
16.01.2020 11:00,1.1,774.0,775.0,,45,Wind blowing from the east,4,,8,60%., ,,,-5.3,3.0,,,2500 or more  or no clouds.,,,16.0,-9.5,No precipitation,6,,,,
16.01.2020 08:00,-4.4,773.5,774.4,1.5,84,Wind blowing from the east-northeast,3,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,,,,2500 or more  or no clouds.,,,4.9,-6.8,No precipitation,12,,,,
16.01.2020 05:00,-5.1,772.0,773.0,,73,Wind blowing from the east-northeast,2,,,,Haze. ,,,-9.4,3.0,,,,,,5.0,-9.2,No precipitation,6,,,,
16.01.2020 02:00,-4.1,772.8,773.8,0.1,60,Wind blowing from the west-northwest,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,3.0,,,2500 or more  or no clouds.,,,4.4,-10.7,No precipitation,12,,,,
15.01.2020 23:00,-3.2,772.7,773.7,,64,Wind blowing from the west,2,,8,,Haze. ,,,-9.4,3.0,,,,,,4.5,-9.2,No precipitation,6,,,,
15.01.2020 20:00,-2.2,771.9,772.9,0.9,60,Wind blowing from the west,2,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,3.0,,,,,,4.9,-8.9,No precipitation,12,,,,
15.01.2020 17:00,0.3,771.0,772.0,,34,Wind blowing from the west,2,,8,40%., ,,,-9.4,3.0,,,2500 or more  or no clouds.,,,18.0,-13.7,No precipitation,6,,,,
15.01.2020 14:00,2.7,771.1,772.0,-1.7,28,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,2.9,,,,,,19.0,-14.0,No precipitation,12,,,,
15.01.2020 11:00,-0.5,772.8,773.8,,51,Wind blowing from the west,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.3,,,,,,6.0,-9.4,No precipitation,6,,,,
15.01.2020 08:00,-8.5,772.3,773.3,0.1,87,Wind blowing from the west-southwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.3,,,,,,5.0,-10.3,No precipitation,12,,,,
15.01.2020 05:00,-9.2,772.2,773.2,,85,Wind blowing from the west,1,,5,, ,,,-9.2,1.3,,,,,,7.0,-11.3,No precipitation,6,,,,
15.01.2020 02:00,-6.2,772.8,773.8,0.2,77,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,1.3,,,2500 or more  or no clouds.,,,9.0,-9.7,No precipitation,12,,,,
14.01.2020 23:00,-5.0,772.6,773.5,,77,Wind blowing from the north-east,1,,6,, ,,,-6.9,1.3,,,,,,7.0,-8.4,No precipitation,6,,,,
14.01.2020 20:00,-3.5,772.2,773.2,0.5,71,Wind blowing from the east-southeast,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,1.3,,,2500 or more  or no clouds.,,,10.0,-8.0,No precipitation,12,,,,
14.01.2020 17:00,-2.1,771.7,772.7,,57,Wind blowing from the east-southeast,2,,,20–30%., ,,,-6.9,1.3,,,2500 or more  or no clouds.,,,19.0,-9.5,No precipitation,6,,,,
14.01.2020 14:00,1.1,771.6,772.6,-1.2,39,Wind blowing from the east-southeast,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,1.5,,,1000-1500,,,23.0,-11.3,No precipitation,12,,,,
14.01.2020 11:00,-1.0,772.8,773.8,,49,Wind blowing from the east,3,,6,no clouds, ,,,-6.9,1.5,,,,,,20.0,-10.6,No precipitation,6,,,,
14.01.2020 08:00,-6.9,772.3,773.2,0.9,67,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,1.5,,,,,,14.0,-12.0,No precipitation,12,,,,
14.01.2020 05:00,-6.0,771.4,772.3,,58,Wind blowing from the east-northeast,3,,6,, ,,,-7.4,1.5,,,,,,26.0,-13.1,No precipitation,6,,,,
14.01.2020 02:00,-5.3,771.2,772.2,0.4,58,Wind blowing from the east-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,1.5,,,2500 or more  or no clouds.,,,24.0,-12.3,No precipitation,12,,,,
13.01.2020 23:00,-4.2,770.8,771.7,,53,Wind blowing from the east-northeast,2,,5,, ,,,-7.4,1.5,,,,,,14.0,-12.4,No precipitation,6,,,,
13.01.2020 20:00,-2.9,769.8,770.8,1.6,48,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,1.5,,,,,,18.0,-12.4,No precipitation,12,,,,
13.01.2020 17:00,-1.3,768.2,769.2,,37,Wind blowing from the east,2,,,no clouds, ,,,-7.4,1.5,,,,,,30.0,-14.1,No precipitation,6,,,,
13.01.2020 14:00,0.6,767.5,768.4,-1.2,36,Wind blowing from the west,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,1.2,,,2500 or more  or no clouds.,,,23.0,-12.8,No precipitation,12,,,,
13.01.2020 11:00,-2.1,768.7,769.6,,33,Wind blowing from the north-northwest,2,,5,no clouds, ,,,-7.4,2.6,,,,,,27.0,-16.2,No precipitation,6,,,,
13.01.2020 08:00,-6.8,767.8,768.8,0.7,48,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,2.6,,,,,,20.0,-16.2,No precipitation,12,,,,
13.01.2020 05:00,-5.6,767.1,768.1,,61,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,14.0,-12.1,,,,,,
13.01.2020 02:00,-5.8,767.1,768.1,-0.3,93,Wind blowing from the north-west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,2.6,,,2500 or more  or no clouds.,,,6.0,-6.7,No precipitation,12,,,,
12.01.2020 23:00,-5.2,767.4,768.4,,89,Wind blowing from the west,1,,7,,Mist. ,,,-5.6,2.6,,,,,,5.0,-6.7,No precipitation,6,,,,
12.01.2020 20:00,-2.4,767.7,768.7,0.8,80,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.6,,,,,,12.0,-5.4,No precipitation,12,,,,
12.01.2020 17:00,-1.3,766.9,767.8,,66,Wind blowing from the east,3,,7,no clouds, ,,,-4.4,2.6,,,,,,21.0,-7.0,No precipitation,6,,,,
12.01.2020 14:00,0.9,766.7,767.6,-2.1,51,Wind blowing from the east-southeast,3,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.6,,,2500 or more  or no clouds.,,,27.0,-8.1,No precipitation,12,,,,
12.01.2020 11:00,0.4,768.8,769.7,,49,Wind blowing from the east,2,,,no clouds, ,,,-4.4,1.1,,,,,,16.0,-9.3,No precipitation,6,,,,
12.01.2020 08:00,-4.2,768.5,769.5,0.6,63,Wind blowing from the east-northeast,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,1.1,,,2500 or more  or no clouds.,,,12.0,-10.2,No precipitation,12,,,,
12.01.2020 05:00,-3.9,767.9,768.9,,70,Wind blowing from the east-northeast,2,,3,, ,,,-4.4,1.1,,,,,,13.0,-8.7,No precipitation,6,,,,
12.01.2020 02:00,-2.9,768.6,769.5,-0.6,48,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,1.1,,,2500 or more  or no clouds.,,,11.0,-12.4,No precipitation,12,,,,
11.01.2020 23:00,-1.9,769.2,770.1,,51,Wind blowing from the west,2,,,, ,,,,,,,,,,13.0,-10.7,,,,,,
11.01.2020 20:00,-1.1,769.2,770.2,0.7,49,Wind blowing from the west-southwest,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,1.1,,,1500-2000,,,10.0,-10.7,No precipitation,12,,,,
11.01.2020 17:00,0.0,768.5,769.5,,29,Wind blowing from the east-northeast,2,,6,60%., ,,,-4.4,2.6,,,2500 or more  or no clouds.,,,19.0,-15.9,No precipitation,6,,,,
11.01.2020 14:00,0.7,768.8,769.7,-1.3,30,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,5.5,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
11.01.2020 11:00,0.0,770.1,771.0,,35,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%, ,,,-4.4,5.6,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,6,,,,
11.01.2020 08:00,-3.9,769.9,770.9,0.9,47,Wind blowing from the north-northeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,5.6,,,2500 or more  or no clouds.,,,24.0,-13.8,No precipitation,12,,,,
11.01.2020 05:00,-3.6,769.0,769.9,,54,Wind blowing from the east-northeast,2,,5,, ,,,-3.7,5.6,,,,,,18.0,-11.6,No precipitation,6,,,,
11.01.2020 02:00,-1.5,768.6,769.5,0.5,37,Wind blowing from the north-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.6,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
10.01.2020 23:00,-0.6,768.1,769.0,,46,Wind blowing from the north-west,2,,6,, ,,,-2.3,5.6,,,,,,16.0,-10.8,No precipitation,6,,,,
10.01.2020 20:00,-0.4,767.1,768.0,0.6,51,Wind blowing from the west-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.6,,,,,,12.0,-9.3,No precipitation,12,,,,
10.01.2020 17:00,2.7,766.5,767.4,,41,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,10.0,-9.5,,,,,,
10.01.2020 14:00,5.3,766.5,767.4,-1.8,33,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.9,,,,,,12.0,-9.7,No precipitation,12,,,,
10.01.2020 11:00,3.0,768.3,769.2,,49,Wind blowing from the west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,6.0,,,,,,5.0,-6.7,No precipitation,6,,,,
