Local time in Tonghua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 05:00,-12.4,756.2,778.3,,60,Wind blowing from the north,4,,9,, ,,,-12.4,5.1,,,,,,30.0,-18.7,No precipitation,6,,,,
24.01.2020 02:00,-9.0,755.5,777.4,,47,Wind blowing from the north-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,5.1,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
23.01.2020 20:00,-1.2,752.2,774.0,3.0,48,Wind blowing from the north,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.1,,,1000-1500,,,13.0,-11.0,No precipitation,12,,,,
23.01.2020 17:00,1.0,749.2,770.8,,72,Wind blowing from the north-west,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.1,,,1000-1500,,,4.5,-3.6,No precipitation,6,,,,
23.01.2020 14:00,3.4,748.0,769.5,-0.7,66,Wind blowing from the east-southeast,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.2,,,1000-1500,,,10.0,-2.5,No precipitation,12,,,,
23.01.2020 11:00,1.4,748.7,770.2,,73,Wind blowing from the south,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,1.4,,,1000-1500,,,5.0,-3.0,No precipitation,6,,,,
23.01.2020 08:00,-3.1,748.7,770.4,0.7,99,Wind blowing from the north,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.9,,,2500 or more  or no clouds.,,,2.5,-3.3,No precipitation,12,,,,
23.01.2020 05:00,-3.7,748.0,769.6,,99,Calm  no wind,0,,,,Mist. ,,,,,,,,,,3.3,-3.9,No precipitation,6,,,,
23.01.2020 02:00,-3.6,748.2,769.9,,99,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.9,,,2500 or more  or no clouds.,,,2.6,-3.8,No precipitation,12,,,,
22.01.2020 20:00,-3.6,748.9,770.8,-0.1,99,Wind blowing from the south-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-2.9,,,2500 or more  or no clouds.,,,1.9,-3.8,0.8,12,,,,
22.01.2020 17:00,-3.4,749.0,770.9,,95,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-2.9,,,2500 or more  or no clouds.,,,2.9,-4.1,0.1,6,,,,
22.01.2020 14:00,-3.1,748.0,769.9,,88,Wind blowing from the south-west,0,,1,100%.,Mist. ,Snow and/or other types of solid precipitation,Rain.,-11.8,-1.8,,,2500 or more  or no clouds.,,,3.2,-4.9,0.8,12,,,,
22.01.2020 11:00,-5.5,749.3,771.4,,87,Wind blowing from the south-southwest,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-1.8,,,2500 or more  or no clouds.,,,3.8,-7.4,0.7,6,,,,
22.01.2020 08:00,-7.6,749.6,771.8,0.4,85,Wind blowing from the south,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,3.6,-9.7,Trace of precipitation,12,,,,
22.01.2020 05:00,-8.3,749.2,771.2,,78,Wind blowing from the south,0,,3,, ,,,,,,,,,,9.0,-11.5,No precipitation,6,,,,
22.01.2020 02:00,-9.1,750.1,772.1,,78,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-1.8,,,2500 or more  or no clouds.,,,11.0,-12.3,No precipitation,12,,,,
21.01.2020 20:00,-10.1,750.7,773.3,0.9,76,Wind blowing from the north-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-1.8,,,,,,10.0,-13.6,No precipitation,12,,,,
21.01.2020 17:00,-7.0,749.8,772.2,,62,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-1.8,,,,,,3.2,-13.2,No precipitation,6,,,,
21.01.2020 14:00,-2.7,749.9,772.1,-2.3,42,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-2.7,,,,,,19.0,-14.1,No precipitation,12,,,,
21.01.2020 11:00,-9.2,752.2,774.7,,67,Wind blowing from the south-east,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-2.8,,,,,,5.0,-14.3,No precipitation,6,,,,
21.01.2020 08:00,-17.0,754.0,776.7,1.3,87,Wind blowing from the north-east,1,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-2.8,,,,,,3.9,-18.7,No precipitation,12,,,,
21.01.2020 05:00,-16.7,752.7,775.1,,87,Wind blowing from the north-northeast,2,,7,, ,,,-17.5,-2.8,,,,,,30.0,-18.4,No precipitation,6,,,,
21.01.2020 02:00,-15.0,751.9,774.2,,87,Wind blowing from the east-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-2.8,,,2500 or more  or no clouds.,,,16.0,-16.7,No precipitation,12,,,,
20.01.2020 20:00,-10.0,749.5,771.9,2.2,67,Wind blowing from the north-east,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-2.8,,,1000-1500,,,18.0,-15.1,No precipitation,12,,,,
20.01.2020 17:00,-5.0,747.3,769.4,,43,Wind blowing from the west,3,,9,70 – 80%., ,,,-15.2,-2.8,,,1000-1500,,,30.0,-15.9,No precipitation,6,,,,
20.01.2020 14:00,-3.2,744.9,766.8,-0.1,45,Wind blowing from the north-west,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-2.0,,,2500 or more  or no clouds.,,,29.0,-13.6,No precipitation,12,,,,
20.01.2020 11:00,-6.7,745.0,766.8,,63,Wind blowing from the south-southwest,1,,7,60%., ,,,-15.2,-1.5,,,2500 or more  or no clouds.,,,8.0,-12.7,No precipitation,6,,,,
20.01.2020 08:00,-13.8,745.1,767.2,0.7,85,Wind blowing from the north,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-1.5,,,2500 or more  or no clouds.,,,12.0,-15.8,No precipitation,12,,,,
20.01.2020 05:00,-13.4,744.4,766.5,,87,Wind blowing from the north,3,,6,, ,,,-13.5,-1.5,,,,,,22.0,-15.1,No precipitation,6,,,,
20.01.2020 02:00,-10.4,743.8,765.7,,86,Wind blowing from the north-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.5,,,2500 or more  or no clouds.,,,15.0,-12.3,0.3,12,,,,
19.01.2020 20:00,-5.7,742.6,764.5,0.7,95,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-1.5,,,1000-1500,,,5.0,-6.4,0.4,12,,,,
19.01.2020 17:00,-4.6,741.9,763.7,,93,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-1.5,,,2500 or more  or no clouds.,,,2.0,-5.6,0.2,6,,,,
19.01.2020 14:00,-2.3,740.9,762.6,-1.0,79,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-1.0,,,2500 or more  or no clouds.,,,2.6,-5.5,2.0,12,,,,
19.01.2020 11:00,-4.3,741.9,763.7,,74,Wind blowing from the south-southwest,0,,2,40%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-1.0,,,2500 or more  or no clouds.,,,6.0,-8.3,0.7,6,,,,
19.01.2020 08:00,-8.7,742.0,764.0,0.5,95,Wind blowing from the north,0,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,2.1,-9.4,1.0,12,,,,
19.01.2020 05:00,-9.1,741.5,763.4,,92,Wind blowing from the east-northeast,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-1.0,,,,,,3.0,-10.2,0.8,6,,,,
19.01.2020 02:00,-9.6,742.6,764.3,,87,Wind blowing from the south-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-1.0,,,2500 or more  or no clouds.,,,5.0,-11.4,No precipitation,12,,,,
18.01.2020 20:00,-9.6,744.3,766.6,0.0,77,Wind blowing from the north,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-1.0,,,2500 or more  or no clouds.,,,6.0,-12.9,No precipitation,12,,,,
18.01.2020 17:00,-6.5,744.3,766.5,,64,Wind blowing from the north-east,0,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-1.0,,,2500 or more  or no clouds.,,,5.0,-12.3,No precipitation,6,,,,
18.01.2020 14:00,-2.2,744.5,766.5,-2.5,41,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-1.8,,,,,,17.0,-13.9,No precipitation,12,,,,
18.01.2020 11:00,-7.5,747.0,769.2,,62,Wind blowing from the south-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-2.8,,,,,,6.0,-13.6,No precipitation,6,,,,
18.01.2020 08:00,-16.0,748.0,770.5,0.5,90,Wind blowing from the east-northeast,1,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-2.8,,,2500 or more  or no clouds.,,,3.5,-17.3,No precipitation,12,,,,
18.01.2020 05:00,-15.4,747.5,769.9,,88,Wind blowing from the north-east,1,,4,, ,,,-19.1,-2.8,,,,,,23.0,-17.0,No precipitation,6,,,,
18.01.2020 02:00,-14.2,748.0,770.2,,88,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-2.8,,,2500 or more  or no clouds.,,,17.0,-15.8,No precipitation,12,,,,
17.01.2020 20:00,-10.5,748.1,770.8,0.1,72,Wind blowing from the north-northeast,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-2.8,,,2500 or more  or no clouds.,,,8.0,-14.6,No precipitation,12,,,,
17.01.2020 17:00,-7.3,748.0,770.5,,61,Wind blowing from the north,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-2.8,,,,,,2.8,-13.7,No precipitation,6,,,,
17.01.2020 14:00,-4.3,747.7,770.0,,44,Wind blowing from the west-northwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-3.2,,,2500 or more  or no clouds.,,,18.0,-14.9,No precipitation,12,,,,
17.01.2020 11:00,-8.4,749.9,772.4,,59,Wind blowing from the south-east,1,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-3.5,,,2500 or more  or no clouds.,,,7.0,-15.1,No precipitation,6,,,,
17.01.2020 08:00,-18.2,751.0,773.9,0.2,87,Wind blowing from the north-west,1,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,,,,2500 or more  or no clouds.,,,2.9,-19.9,No precipitation,12,,,,
17.01.2020 05:00,-18.2,750.8,773.5,,87,Wind blowing from the north-northeast,1,,4,, ,,,-20.0,-3.5,,,,,,13.0,-19.9,No precipitation,6,,,,
17.01.2020 02:00,-16.6,751.1,773.5,,86,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-3.5,,,2500 or more  or no clouds.,,,14.0,-18.4,No precipitation,12,,,,
16.01.2020 20:00,-13.4,751.0,773.9,0.6,78,Wind blowing from the north,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-3.5,,,,,,9.0,-16.5,No precipitation,12,,,,
16.01.2020 17:00,-9.7,750.4,773.1,,67,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-3.5,,,,,,4.1,-14.8,No precipitation,6,,,,
16.01.2020 14:00,-5.1,750.1,772.6,-2.0,47,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-4.7,,,,,,10.0,-14.8,No precipitation,12,,,,
16.01.2020 11:00,-10.0,752.1,774.7,,65,Wind blowing from the south,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-4.9,,,,,,6.0,-15.4,No precipitation,6,,,,
16.01.2020 08:00,-19.0,752.8,775.7,0.5,86,Wind blowing from the north,0,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-4.9,,,2500 or more  or no clouds.,,,3.7,-20.8,No precipitation,12,,,,
16.01.2020 05:00,-19.4,752.3,775.1,,85,Wind blowing from the north-northwest,1,,4,, ,,,-20.7,-4.9,,,,,,8.0,-21.3,No precipitation,6,,,,
16.01.2020 02:00,-18.1,752.6,775.2,,86,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-4.9,,,2500 or more  or no clouds.,,,10.0,-19.9,No precipitation,12,,,,
15.01.2020 20:00,-14.0,751.8,774.7,1.0,84,Wind blowing from the north,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-4.9,,,,,,4.3,-16.2,No precipitation,12,,,,
15.01.2020 17:00,-11.1,750.8,773.6,,68,Wind blowing from the north-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-4.9,,,,,,4.8,-15.9,No precipitation,6,,,,
15.01.2020 14:00,-6.8,750.4,772.9,,51,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-5.5,,,,,,11.0,-15.4,No precipitation,12,,,,
15.01.2020 11:00,-11.0,751.8,774.4,,67,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-5.5,,,,,,6.0,-16.0,No precipitation,6,,,,
15.01.2020 08:00,-19.1,752.2,775.1,0.5,87,Wind blowing from the north,1,,4,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-5.5,,,2500 or more  or no clouds.,,,2.6,-20.8,No precipitation,12,,,,
15.01.2020 05:00,-19.9,751.7,774.6,,85,Wind blowing from the north-northeast,1,,4,, ,,,-20.5,-5.5,,,,,,14.0,-21.8,No precipitation,6,,,,
15.01.2020 02:00,-18.1,751.5,774.0,,85,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-5.5,,,2500 or more  or no clouds.,,,20.0,-20.0,No precipitation,12,,,,
14.01.2020 20:00,-14.4,750.7,773.6,0.9,83,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-5.5,,,,,,5.0,-16.7,No precipitation,12,,,,
14.01.2020 17:00,-11.4,749.8,772.6,,69,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-5.5,,,,,,3.9,-16.0,No precipitation,6,,,,
14.01.2020 14:00,-6.1,748.9,771.4,-1.3,46,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-5.7,,,,,,22.0,-16.0,No precipitation,12,,,,
14.01.2020 11:00,-11.5,750.2,772.9,,67,Wind blowing from the west,1,,5,no clouds, ,,,-20.5,-6.4,,,,,,8.0,-16.5,No precipitation,6,,,,
14.01.2020 08:00,-19.4,750.8,773.7,0.7,86,Wind blowing from the north-northeast,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-6.4,,,,,,5.0,-21.2,No precipitation,12,,,,
14.01.2020 05:00,-19.6,750.1,772.9,,83,Wind blowing from the north,3,,5,, ,,,-20.2,-6.4,,,,,,30.0,-21.8,No precipitation,6,,,,
14.01.2020 02:00,-18.2,749.8,772.3,,85,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-6.4,,,2500 or more  or no clouds.,,,7.0,-20.1,No precipitation,12,,,,
13.01.2020 20:00,-13.5,748.6,771.4,1.2,76,Wind blowing from the north-east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-6.4,,,1000-1500,,,17.0,-16.9,No precipitation,12,,,,
13.01.2020 17:00,-12.3,747.4,770.1,,71,Calm  no wind,0,,,20–30%., ,,,-20.2,-6.4,,,1000-1500,,,9.0,-16.6,No precipitation,6,,,,
13.01.2020 14:00,-7.2,746.5,768.8,-0.4,53,Wind blowing from the south,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-3.7,,,2500 or more  or no clouds.,,,28.0,-15.3,No precipitation,12,,,,
13.01.2020 11:00,-10.0,746.9,769.3,,68,Wind blowing from the south,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,12.0,-14.9,,,,,,
13.01.2020 08:00,-18.7,746.9,769.6,1.6,87,Wind blowing from the north,1,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-3.6,,,2500 or more  or no clouds.,,,6.0,-20.4,No precipitation,12,,,,
13.01.2020 05:00,-19.0,745.3,767.8,,87,Wind blowing from the north,1,,4,, ,,,-19.1,-3.6,,,,,,9.0,-20.7,No precipitation,6,,,,
13.01.2020 02:00,-17.1,745.0,767.2,,87,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-3.6,,,2500 or more  or no clouds.,,,16.0,-18.8,No precipitation,12,,,,
12.01.2020 20:00,-12.2,743.8,766.3,0.7,87,Wind blowing from the south,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.6,,,,,,6.0,-14.0,No precipitation,12,,,,
12.01.2020 17:00,-9.4,743.1,765.4,,73,Wind blowing from the east-northeast,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.6,,,2500 or more  or no clouds.,,,4.2,-13.4,No precipitation,6,,,,
12.01.2020 14:00,-4.2,742.8,764.8,-1.8,49,Wind blowing from the south,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.6,,,2500 or more  or no clouds.,,,19.0,-13.5,No precipitation,12,,,,
12.01.2020 11:00,-7.6,744.6,766.7,,68,Calm  no wind,0,,,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-4.2,,,2500 or more  or no clouds.,,,7.0,-12.6,No precipitation,6,,,,
12.01.2020 08:00,-15.2,745.3,767.8,0.8,93,Wind blowing from the north,0,,3,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-4.2,,,2500 or more  or no clouds.,,,1.9,-16.1,No precipitation,12,,,,
12.01.2020 05:00,-15.6,744.5,766.9,,91,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-16.1,-4.2,,,,,,6.0,-16.8,No precipitation,6,,,,
12.01.2020 02:00,-13.3,745.0,767.1,,92,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-4.2,,,2500 or more  or no clouds.,,,6.0,-14.4,No precipitation,12,,,,
11.01.2020 20:00,-10.6,746.1,768.5,0.3,89,Wind blowing from the north,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-4.2,,,2500 or more  or no clouds.,,,4.7,-12.1,No precipitation,12,,,,
11.01.2020 17:00,-8.9,745.8,768.1,,81,Wind blowing from the north-east,1,,,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-4.2,,,1000-1500,,,3.5,-11.6,No precipitation,6,,,,
11.01.2020 14:00,-4.4,745.6,767.7,-2.0,59,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-3.0,,,,,,8.0,-11.3,No precipitation,12,,,,
11.01.2020 11:00,-9.7,747.6,769.9,,86,Wind blowing from the south-southeast,1,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-3.0,,,1000-1500,,,5.0,-11.6,No precipitation,6,,,,
11.01.2020 08:00,-14.8,747.6,770.1,0.8,89,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,,,,300-600,,,6.0,-16.2,No precipitation,12,,,,
11.01.2020 05:00,-15.7,746.8,769.1,,90,Calm  no wind,0,,,,Mist. ,,,-16.8,-3.0,,,,,,7.0,-17.0,No precipitation,6,,,,
11.01.2020 02:00,-15.1,746.8,769.0,,91,Wind blowing from the north-northeast,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.0,,,2500 or more  or no clouds.,,,5.0,-16.3,No precipitation,12,,,,
10.01.2020 20:00,-11.6,746.3,768.8,0.3,91,Wind blowing from the north-east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.0,,,,,,5.0,-12.8,No precipitation,12,,,,
10.01.2020 17:00,-8.2,746.0,768.4,,81,Wind blowing from the north-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.0,,,,,,4.1,-10.9,No precipitation,6,,,,
10.01.2020 14:00,-4.2,745.9,768.1,-1.8,58,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-2.3,,,,,,9.0,-11.4,No precipitation,12,,,,
10.01.2020 11:00,-8.2,747.7,770.0,,74,Wind blowing from the south-southeast,1,,5,no clouds, ,,,-16.8,-1.9,,,,,,7.0,-12.1,No precipitation,6,,,,
