Local time in Macheng,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,6.6,763.5,770.5,,91,Wind blowing from the north,4,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.8,,,2500 or more  or no clouds.,,,12.0,5.2,0.2,6,,,,
24.01.2020 14:00,7.6,763.3,770.3,-1.6,83,Wind blowing from the north,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,2500 or more  or no clouds.,,,14.0,4.9,0.1,12,,,,
24.01.2020 11:00,7.9,764.9,772.0,,79,Wind blowing from the north,4,,9,100%., ,,,6.7,,,,2500 or more  or no clouds.,,,20.0,4.5,No precipitation,6,,,,
24.01.2020 08:00,7.0,763.9,771.0,,89,Wind blowing from the north,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,9.0,5.3,2.0,12,,,,
24.01.2020 05:00,6.9,762.3,769.3,,93,Wind blowing from the north,4,,,, ,,,,,,,,,,11.0,5.8,,,,,,
24.01.2020 02:00,7.0,762.5,769.5,,100,Wind blowing from the north-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.9,,,2500 or more  or no clouds.,,,5.0,7.0,2.0,12,,,,
23.01.2020 20:00,7.9,761.7,768.7,1.6,96,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.9,,,2500 or more  or no clouds.,,,3.1,7.3,0.2,12,,,,
23.01.2020 17:00,9.8,760.1,767.1,,77,Wind blowing from the north,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.9,,,2500 or more  or no clouds.,,,6.0,6.0,No precipitation,6,,,,
23.01.2020 14:00,10.2,759.9,766.9,-1.9,75,Wind blowing from the north,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.2,,,2500 or more  or no clouds.,,,4.3,6.0,No precipitation,12,,,,
23.01.2020 11:00,7.3,761.8,768.9,,91,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,7.3,,,,,,2.4,5.9,No precipitation,6,,,,
23.01.2020 08:00,4.4,761.1,768.1,1.1,100,Wind blowing from the north,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,6.3,,,2500 or more  or no clouds.,,,1.0,4.4,No precipitation,12,,,,
23.01.2020 05:00,4.3,760.0,767.0,,100,Wind blowing from the north,1,,4,,Mist. ,,,4.3,6.3,,,,,,1.4,4.3,No precipitation,6,,,,
23.01.2020 02:00,4.9,760.9,767.9,,100,Wind blowing from the north-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.3,,,2500 or more  or no clouds.,,,1.6,4.9,No precipitation,12,,,,
22.01.2020 20:00,5.6,760.0,767.0,0.6,100,Wind blowing from the north,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.3,,,2500 or more  or no clouds.,,,2.5,5.6,5.0,12,,,,
22.01.2020 17:00,5.8,759.4,766.4,,100,Wind blowing from the north-northwest,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.6,,,2500 or more  or no clouds.,,,2.2,5.8,1.0,6,,,,
22.01.2020 14:00,5.5,759.1,766.1,,100,Wind blowing from the north-northwest,2,,5,100%.,Drizzle  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,4.4,7.0,,,2500 or more  or no clouds.,,,0.6,5.5,9.0,12,,,,
22.01.2020 11:00,5.2,759.8,766.9,,100,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.4,7.0,,,2500 or more  or no clouds.,,,0.9,5.2,8.0,6,,,,
22.01.2020 08:00,4.4,758.8,765.8,0.8,100,Wind blowing from the north,2,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,7.0,,,2500 or more  or no clouds.,,,1.0,4.4,3.0,12,,,,
22.01.2020 05:00,4.9,758.0,765.1,,92,Wind blowing from the north,2,,4,,Mist. ,,,1.8,7.0,,,,,,3.3,3.7,No precipitation,6,,,,
22.01.2020 02:00,5.3,759.1,766.2,,100,Wind blowing from the north,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.0,,,2500 or more  or no clouds.,,,2.5,5.3,No precipitation,12,,,,
21.01.2020 20:00,6.3,760.1,767.2,0.9,100,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.3,,,2500 or more  or no clouds.,,,2.0,6.3,0.7,12,,,,
21.01.2020 17:00,6.6,759.2,766.3,,95,Wind blowing from the east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,12.8,,,2500 or more  or no clouds.,,,2.7,5.9,No precipitation,6,,,,
21.01.2020 14:00,6.3,759.7,766.8,,98,Wind blowing from the north,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,14.2,,,2500 or more  or no clouds.,,,2.7,6.0,0.7,12,,,,
21.01.2020 11:00,5.4,761.8,768.8,,100,Wind blowing from the north-east,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,,,,2.3,5.4,0.7,6,,,,
21.01.2020 08:00,3.5,761.0,768.1,0.6,83,Wind blowing from the north-northeast,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,14.2,,,2500 or more  or no clouds.,,,5.0,0.9,Trace of precipitation,12,,,,
21.01.2020 05:00,1.8,760.4,767.4,,86,Wind blowing from the north-northeast,1,,4,,Mist. ,,,-1.2,14.2,,,,,,5.0,-0.4,No precipitation,6,,,,
21.01.2020 02:00,1.7,761.9,768.9,,80,Wind blowing from the north-east,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,14.2,,,2500 or more  or no clouds.,,,4.7,-1.4,No precipitation,12,,,,
20.01.2020 20:00,8.2,762.1,769.3,0.7,45,Wind blowing from the east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,14.2,,,,,,5.0,-3.0,No precipitation,12,,,,
20.01.2020 17:00,12.8,761.4,768.4,,25,Wind blowing from the south-west,1,,,no clouds, ,,,,,,,,,,15.0,-6.7,,,,,,
20.01.2020 14:00,13.2,761.8,768.8,-2.2,30,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,13.2,,,,,,9.0,-4.0,No precipitation,12,,,,
20.01.2020 11:00,8.2,764.0,771.1,,64,Wind blowing from the south-southwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,10.0,,,,,,3.3,1.8,No precipitation,6,,,,
20.01.2020 08:00,-1.1,763.0,770.2,1.0,100,Wind blowing from the north,2,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,10.0,,,2500 or more  or no clouds.,,,1.1,-1.1,No precipitation,12,,,,
20.01.2020 05:00,-0.5,762.0,769.1,,100,Wind blowing from the north-east,2,,,,Mist. ,,,-0.5,10.0,,,,,,1.5,-0.5,No precipitation,6,,,,
20.01.2020 02:00,1.0,762.8,769.9,,93,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,10.0,,,2500 or more  or no clouds.,,,2.1,0.0,No precipitation,12,,,,
19.01.2020 20:00,5.9,762.2,769.3,0.7,59,Wind blowing from the south,1,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,10.0,,,2500 or more  or no clouds.,,,4.2,-1.5,No precipitation,12,,,,
19.01.2020 17:00,9.0,761.5,768.5,,50,Wind blowing from the south-southwest,2,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,10.0,,,2500 or more  or no clouds.,,,6.0,-0.9,No precipitation,6,,,,
19.01.2020 14:00,8.1,762.1,769.1,-2.4,69,Wind blowing from the south-southwest,2,,4,no clouds,Haze. ,Rain.,Fog or ice fog or thick haze.,-0.3,9.0,,,,,,2.9,2.6,No precipitation,12,,,,
19.01.2020 11:00,2.1,764.5,771.7,,100,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,-0.3,,,,,,,0.1,2.1,No precipitation,6,,,,
19.01.2020 08:00,-0.1,763.9,771.0,1.2,100,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.0,,,2500 or more  or no clouds.,,,0.9,-0.1,No precipitation,12,,,,
19.01.2020 05:00,1.4,762.7,769.8,,99,Wind blowing from the south-southeast,2,,4,,Mist. ,,,-2.3,9.0,,,,,,2.4,1.3,No precipitation,6,,,,
19.01.2020 02:00,2.8,762.7,769.7,,86,Wind blowing from the south-east,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,9.0,,,2500 or more  or no clouds.,,,4.0,0.7,No precipitation,12,,,,
18.01.2020 20:00,5.3,762.7,769.8,1.5,73,Wind blowing from the south-west,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,9.0,,,2500 or more  or no clouds.,,,5.0,0.7,Trace of precipitation,12,,,,
18.01.2020 17:00,7.4,761.2,768.3,,56,Wind blowing from the south-southwest,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,9.0,,,2500 or more  or no clouds.,,,5.0,-1.0,Trace of precipitation,6,,,,
18.01.2020 14:00,8.3,761.5,768.6,-2.9,50,Wind blowing from the south-east,2,,4,no clouds,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.9,,,,,,5.0,-1.5,Trace of precipitation,12,,,,
18.01.2020 11:00,4.9,764.4,771.5,,77,Wind blowing from the west,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,4.9,,,,,,5.0,1.2,No precipitation,6,,,,
18.01.2020 08:00,-1.6,763.8,771.0,0.8,100,Wind blowing from the north-northeast,2,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,4.0,,,2500 or more  or no clouds.,,,3.0,-1.6,No precipitation,12,,,,
18.01.2020 05:00,-2.0,763.0,770.2,,100,Calm  no wind,0,,,,Mist. ,,,-2.0,4.0,,,,,,2.1,-2.0,No precipitation,6,,,,
18.01.2020 02:00,-0.4,764.5,771.7,,99,Wind blowing from the east-northeast,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,4.0,,,2500 or more  or no clouds.,,,3.1,-0.5,No precipitation,12,,,,
17.01.2020 20:00,2.2,764.6,771.8,0.5,76,Wind blowing from the south-southwest,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,4.0,,,2500 or more  or no clouds.,,,6.0,-1.6,No precipitation,12,,,,
17.01.2020 17:00,3.7,764.1,771.2,,68,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-1.7,,,,,,
17.01.2020 14:00,3.8,764.3,771.4,-2.2,68,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,4.0,,,2500 or more  or no clouds.,,,11.0,-1.6,No precipitation,12,,,,
17.01.2020 11:00,3.2,766.5,773.7,,72,Wind blowing from the north,2,,4,100%., ,,,1.2,3.2,,,2500 or more  or no clouds.,,,9.0,-1.4,No precipitation,6,,,,
17.01.2020 08:00,1.5,766.0,773.2,0.9,94,Wind blowing from the north,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,,,,2500 or more  or no clouds.,,,2.4,0.6,No precipitation,12,,,,
17.01.2020 05:00,1.5,765.1,772.3,,91,Wind blowing from the north,2,,6,,Mist. ,,,1.1,,,,,,,3.4,0.2,No precipitation,6,,,,
17.01.2020 02:00,1.5,765.9,773.1,,90,Wind blowing from the north-northwest,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,2.9,,,2500 or more  or no clouds.,,,4.5,0.0,No precipitation,12,,,,
16.01.2020 20:00,1.8,765.7,772.9,1.2,89,Wind blowing from the north,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,2.9,,,2500 or more  or no clouds.,,,3.3,0.2,No precipitation,12,,,,
16.01.2020 17:00,1.8,764.5,771.7,,89,Wind blowing from the north-west,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,2.9,,,2500 or more  or no clouds.,,,2.5,0.2,No precipitation,6,,,,
16.01.2020 14:00,2.8,763.8,771.0,-1.8,79,Wind blowing from the north,4,,10,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,2.9,,,2500 or more  or no clouds.,,,3.9,-0.5,No precipitation,12,,,,
16.01.2020 11:00,1.7,765.6,772.8,,86,Wind blowing from the north-northwest,4,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,2.6,,,2500 or more  or no clouds.,,,3.7,-0.5,No precipitation,6,,,,
16.01.2020 08:00,1.2,764.2,771.4,0.9,85,Wind blowing from the north,3,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,2.6,,,2500 or more  or no clouds.,,,5.0,-1.0,No precipitation,12,,,,
16.01.2020 05:00,1.2,763.3,770.4,,82,Calm  no wind,0,,,, ,,,,,,,,,,13.0,-1.5,,,,,,
16.01.2020 02:00,1.2,763.6,770.8,,85,Wind blowing from the north,6,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,3.2,,,2500 or more  or no clouds.,,,4.5,-1.0,0.6,12,,,,
15.01.2020 20:00,1.2,762.4,769.5,1.7,100,Wind blowing from the north-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.8,4.0,,,2500 or more  or no clouds.,,,1.9,1.2,2.0,12,,,,
15.01.2020 17:00,2.5,760.7,767.8,,91,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.8,,,,2500 or more  or no clouds.,,,2.5,1.2,0.4,6,,,,
15.01.2020 14:00,2.3,760.4,767.5,,94,Wind blowing from the north,4,,7,,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,2.4,1.4,1.0,12,,,,
15.01.2020 11:00,1.7,762.7,769.9,,100,Wind blowing from the north,2,,6,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,0.8,,,,2500 or more  or no clouds.,,,1.0,1.7,1.0,6,,,,
15.01.2020 08:00,2.6,762.1,769.2,1.2,70,Wind blowing from the north-northwest,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,,,,2500 or more  or no clouds.,,,3.1,-2.3,No precipitation,12,,,,
15.01.2020 05:00,3.1,760.9,767.9,,65,Wind blowing from the north-northwest,2,,7,,Haze. ,,,2.3,10.4,,,,,,4.1,-3.0,No precipitation,6,,,,
15.01.2020 02:00,3.0,762.4,769.4,,66,Wind blowing from the north,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.4,,,2500 or more  or no clouds.,,,3.8,-2.9,No precipitation,12,,,,
14.01.2020 20:00,4.0,762.6,769.7,0.2,58,Wind blowing from the north,3,,8,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.4,,,2500 or more  or no clouds.,,,4.5,-3.7,No precipitation,12,,,,
14.01.2020 17:00,8.8,762.4,769.4,,43,Wind blowing from the north,2,,8,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.4,,,2500 or more  or no clouds.,,,5.0,-3.1,No precipitation,6,,,,
14.01.2020 14:00,10.3,762.6,769.6,-2.3,37,Wind blowing from the south-southeast,1,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.3,,,2500 or more  or no clouds.,,,6.0,-3.7,No precipitation,12,,,,
14.01.2020 11:00,6.7,764.9,772.0,,60,Wind blowing from the north,4,,8,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,9.7,,,2500 or more  or no clouds.,,,3.1,-0.7,No precipitation,6,,,,
14.01.2020 08:00,2.6,764.5,771.7,0.5,88,Wind blowing from the north,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,9.7,,,2500 or more  or no clouds.,,,1.7,0.8,No precipitation,12,,,,
14.01.2020 05:00,2.8,764.0,771.1,,90,Wind blowing from the north,2,,7,,Mist. ,,,1.0,9.7,,,,,,1.5,1.3,No precipitation,6,,,,
14.01.2020 02:00,3.5,763.7,770.8,,92,Wind blowing from the north-west,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,9.7,,,2500 or more  or no clouds.,,,1.7,2.3,No precipitation,12,,,,
13.01.2020 20:00,6.0,761.5,768.7,1.5,73,Wind blowing from the north,4,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,9.7,,,2500 or more  or no clouds.,,,4.7,1.5,No precipitation,12,,,,
13.01.2020 17:00,7.9,760.0,767.1,,64,Wind blowing from the north-northwest,3,,6,100%., ,,,1.0,9.7,,,2500 or more  or no clouds.,,,8.0,1.5,No precipitation,6,,,,
13.01.2020 14:00,9.1,759.8,766.9,,54,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,9.3,,,2500 or more  or no clouds.,,,9.0,0.3,No precipitation,12,,,,
13.01.2020 11:00,7.5,761.6,768.7,,62,Wind blowing from the north,2,,5,20–30%., ,,,1.0,8.6,,,2500 or more  or no clouds.,,,7.0,0.7,No precipitation,6,,,,
13.01.2020 08:00,1.2,761.3,768.4,1.6,100,Wind blowing from the east-northeast,1,,5,70 – 80%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,2500 or more  or no clouds.,,,0.9,1.2,No precipitation,12,,,,
13.01.2020 05:00,1.8,759.7,766.8,,100,Wind blowing from the north-northeast,1,,6,,Mist. ,,,-2.2,8.6,,,,,,0.7,1.8,No precipitation,6,,,,
13.01.2020 02:00,2.8,760.8,767.8,,100,Wind blowing from the east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,8.6,,,2500 or more  or no clouds.,,,1.3,2.8,No precipitation,12,,,,
12.01.2020 20:00,2.8,761.5,768.7,1.3,100,Wind blowing from the south-southwest,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,8.6,,,,,,1.3,2.8,No precipitation,12,,,,
12.01.2020 17:00,7.9,760.2,767.3,,59,Wind blowing from the south,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,8.6,,,,,,6.0,0.4,No precipitation,6,,,,
12.01.2020 14:00,7.5,760.6,767.8,-2.7,66,Wind blowing from the south-west,2,,4,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,7.9,,,,,,5.0,1.4,No precipitation,12,,,,
12.01.2020 11:00,1.7,763.3,770.5,,100,Wind blowing from the east-southeast,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,5.3,,,,,,0.1,1.7,No precipitation,6,,,,
12.01.2020 08:00,-1.7,763.3,770.5,1.4,100,Wind blowing from the east,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,5.3,,,2500 or more  or no clouds.,,,0.1,-1.7,No precipitation,12,,,,
12.01.2020 05:00,-2.1,761.9,769.1,,100,Wind blowing from the east-southeast,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-2.1,5.3,,,,,,less than 0.1,-2.1,No precipitation,6,,,,
12.01.2020 02:00,-0.8,763.2,770.3,,100,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,5.3,,,2500 or more  or no clouds.,,,1.5,-0.8,No precipitation,12,,,,
11.01.2020 20:00,2.5,762.7,769.9,0.9,93,Wind blowing from the north,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,5.3,,,2500 or more  or no clouds.,,,5.0,1.5,Trace of precipitation,12,,,,
11.01.2020 17:00,4.7,761.8,768.9,,82,Wind blowing from the north-northwest,3,,5,100%., ,,,2.9,5.3,,,2500 or more  or no clouds.,,,9.0,1.9,No precipitation,6,,,,
11.01.2020 14:00,4.8,761.1,768.2,,85,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.8,,,2500 or more  or no clouds.,,,10.0,2.5,No precipitation,12,,,,
11.01.2020 11:00,4.4,763.0,770.2,,88,Wind blowing from the north-northwest,3,,5,100%., ,,,1.9,4.5,,,2500 or more  or no clouds.,,,12.0,2.6,No precipitation,6,,,,
11.01.2020 08:00,3.3,761.8,768.9,0.3,98,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.3,,,2500 or more  or no clouds.,,,10.0,3.0,Trace of precipitation,12,,,,
11.01.2020 05:00,3.2,761.5,768.6,,98,Wind blowing from the north,2,,5,,Mist. ,,,,3.2,,,,,,7.0,2.9,No precipitation,6,,,,
11.01.2020 02:00,2.9,761.5,768.7,,97,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,3.2,,,2500 or more  or no clouds.,,,10.0,2.5,0.2,12,,,,
10.01.2020 20:00,3.0,761.0,768.1,0.7,100,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,3.2,,,2500 or more  or no clouds.,,,8.0,3.0,2.0,12,,,,
10.01.2020 17:00,3.2,760.3,767.4,,100,Wind blowing from the north,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,3.2,,,2500 or more  or no clouds.,,,2.8,3.2,1.0,6,,,,
10.01.2020 14:00,2.3,759.9,767.0,-1.8,100,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,2.9,,,2500 or more  or no clouds.,,,3.1,2.3,5.0,12,,,,
10.01.2020 11:00,2.0,761.7,768.8,,100,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,2.9,,,2500 or more  or no clouds.,,,2.4,2.0,4.0,6,,,,
