Local time in Yuanling,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 05:00,6.2,755.0,769.2,,94,Wind blowing from the east-northeast,2,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,,,5.9,7.2,,,,,,2.2,5.3,7.0,6,,,,
24.01.2020 02:00,6.2,755.2,769.4,,93,Wind blowing from the north,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,7.2,,,2500 or more  or no clouds.,,,2.8,5.2,6.0,12,,,,
23.01.2020 20:00,5.9,754.9,769.2,2.2,92,Wind blowing from the east-northeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,7.8,,,300-600,,,2.9,4.7,6.0,12,,,,
23.01.2020 17:00,7.1,752.7,766.9,,81,Wind blowing from the north-east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.1,,,2500 or more  or no clouds.,,,4.9,4.1,2.0,6,,,,
23.01.2020 14:00,7.0,752.3,766.4,-2.1,89,Wind blowing from the north-northeast,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,,,,300-600,,,4.1,5.3,17.0,12,,,,
23.01.2020 11:00,6.9,754.4,768.6,,91,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.3,,,,300-600,,,3.3,5.5,10.0,6,,,,
23.01.2020 08:00,6.5,753.5,767.7,1.0,95,Wind blowing from the north,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.9,,,300-600,,,3.3,5.8,36.0,12,,,,
23.01.2020 05:00,6.6,752.5,766.6,,92,Wind blowing from the north,2,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,,,6.6,8.9,,,,,,4.0,5.4,25.0,6,,,,
23.01.2020 02:00,6.8,752.2,766.3,,96,Wind blowing from the north-northeast,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,8.9,,,2500 or more  or no clouds.,,,3.2,6.2,23.0,12,,,,
22.01.2020 20:00,7.7,752.8,766.9,1.6,85,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,8.9,,,300-600,,,5.0,5.3,1.0,12,,,,
22.01.2020 17:00,8.1,751.2,765.3,,85,Wind blowing from the east-northeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.2,,,300-600,,,6.0,5.7,0.8,6,,,,
22.01.2020 14:00,8.8,751.3,765.3,-2.0,82,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.2,,,2500 or more  or no clouds.,,,7.0,5.9,2.0,12,,,,
22.01.2020 11:00,8.4,753.3,767.4,,87,Wind blowing from the north-northeast,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.2,,,300-600,,,6.0,6.4,1.0,6,,,,
22.01.2020 08:00,7.8,751.6,765.7,,90,Wind blowing from the north-east,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,9.2,,,300-600,,,6.0,6.3,1.0,6,,,,
22.01.2020 05:00,7.5,750.7,764.8,,96,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.0,9.2,,,,,,2.7,6.9,1.0,6,,,,
22.01.2020 02:00,8.1,750.9,764.9,,90,Wind blowing from the north,2,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,9.2,,,2500 or more  or no clouds.,,,3.0,6.6,2.0,12,,,,
21.01.2020 20:00,8.4,751.5,765.6,0.9,91,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,11.8,,,300-600,,,2.6,7.0,0.4,12,,,,
21.01.2020 17:00,9.2,750.6,764.6,,80,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,600-1000,,,4.5,5.8,No precipitation,6,,,,
21.01.2020 14:00,8.6,751.4,765.4,-2.7,80,Wind blowing from the south,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,600-1000,,,3.6,5.3,0.1,12,,,,
21.01.2020 11:00,7.7,754.1,768.1,,89,Wind blowing from the south-east,0,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,300-600,,,3.1,6.0,0.1,6,,,,
21.01.2020 08:00,7.0,753.4,767.5,0.9,91,Wind blowing from the north-northeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,13.7,,,300-600,,,2.5,5.6,0.1,12,,,,
21.01.2020 05:00,7.7,752.5,766.4,,82,Wind blowing from the north,0,,6,,Rain (not freezing) not falling as shower(s). ,,,6.0,13.7,,,,,,3.4,4.8,No precipitation,6,,,,
21.01.2020 02:00,8.9,753.5,767.5,,69,Wind blowing from the north-northeast,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,13.7,,,2500 or more  or no clouds.,,,4.0,3.5,No precipitation,12,,,,
20.01.2020 20:00,11.8,753.1,767.1,1.2,47,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,13.7,,,2500 or more  or no clouds.,,,7.0,0.9,No precipitation,12,,,,
20.01.2020 17:00,13.4,751.9,765.8,,44,Wind blowing from the east-northeast,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,13.7,,,,,,6.0,1.4,,,,,,
20.01.2020 14:00,12.5,752.9,766.9,-2.9,46,Wind blowing from the south,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,14.1,,,2500 or more  or no clouds.,,,6.0,1.2,No precipitation,12,,,,
20.01.2020 11:00,9.1,755.8,770.0,,61,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,14.1,,,,,,6.0,2.0,No precipitation,6,,,,
20.01.2020 08:00,6.3,755.2,769.3,1.4,75,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,,,,2500 or more  or no clouds.,,,6.0,2.2,No precipitation,12,,,,
20.01.2020 05:00,6.0,753.8,767.8,,78,Wind blowing from the north,1,,2,,Mist. ,,,3.0,14.1,,,,,,7.0,2.5,No precipitation,6,,,,
20.01.2020 02:00,6.0,754.9,769.0,,76,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,14.1,,,2500 or more  or no clouds.,,,7.0,2.1,No precipitation,12,,,,
19.01.2020 20:00,7.8,754.6,768.8,1.2,69,Wind blowing from the east,0,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,14.1,,,2500 or more  or no clouds.,,,6.0,2.5,No precipitation,12,,,,
19.01.2020 17:00,13.3,753.4,767.5,,37,Wind blowing from the east-northeast,0,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,14.1,,,2500 or more  or no clouds.,,,6.0,-1.1,,,,,,
19.01.2020 14:00,12.7,755.2,769.3,-3.3,41,Wind blowing from the north-northwest,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.9,,,2500 or more  or no clouds.,,,5.0,-0.2,No precipitation,12,,,,
19.01.2020 11:00,8.3,758.5,772.7,,65,Wind blowing from the east-southeast,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,8.3,,,2500 or more  or no clouds.,,,3.7,2.1,No precipitation,6,,,,
19.01.2020 08:00,3.0,757.5,771.8,,96,Wind blowing from the north-east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,6.9,,,,,,2.4,2.4,No precipitation,6,,,,
19.01.2020 05:00,4.5,756.5,770.8,,85,Calm  no wind,0,,,,Mist. ,,,3.9,6.9,,,,,,3.4,2.2,No precipitation,6,,,,
19.01.2020 02:00,5.3,757.1,771.4,,80,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,6.9,,,2500 or more  or no clouds.,,,3.6,2.0,No precipitation,12,,,,
18.01.2020 20:00,6.2,756.1,770.4,1.8,65,Wind blowing from the north-east,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,6.9,,,2500 or more  or no clouds.,,,4.1,0.1,No precipitation,12,,,,
18.01.2020 17:00,6.8,754.3,768.5,,61,Wind blowing from the north-northeast,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,7.1,,,2500 or more  or no clouds.,,,4.4,-0.2,No precipitation,6,,,,
18.01.2020 14:00,6.7,754.6,768.8,-1.9,64,Wind blowing from the east-northeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,7.3,,,2500 or more  or no clouds.,,,4.4,0.2,No precipitation,12,,,,
18.01.2020 11:00,5.9,756.5,770.8,,70,Wind blowing from the north-east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,7.3,,,2500 or more  or no clouds.,,,4.5,0.7,No precipitation,6,,,,
18.01.2020 08:00,4.4,755.4,769.6,0.7,76,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,7.3,,,2500 or more  or no clouds.,,,4.3,0.5,No precipitation,12,,,,
18.01.2020 05:00,3.9,754.7,769.0,,86,Wind blowing from the north-east,1,,,,Mist. ,,,3.1,7.3,,,,,,4.4,1.8,No precipitation,6,,,,
18.01.2020 02:00,3.3,756.1,770.3,,94,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,7.3,,,2500 or more  or no clouds.,,,3.5,2.4,No precipitation,12,,,,
17.01.2020 20:00,6.4,756.7,771.0,0.7,68,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,7.3,,,2500 or more  or no clouds.,,,5.0,0.9,No precipitation,12,,,,
17.01.2020 17:00,7.1,756.0,770.3,,62,Wind blowing from the north-east,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,7.3,,,2500 or more  or no clouds.,,,5.0,0.3,No precipitation,6,,,,
17.01.2020 14:00,7.3,756.7,771.0,,59,Wind blowing from the north,0,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,7.3,,,2500 or more  or no clouds.,,,5.0,-0.2,No precipitation,12,,,,
17.01.2020 11:00,5.3,759.2,773.6,,66,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,5.3,,,,,,4.7,-0.7,No precipitation,6,,,,
17.01.2020 08:00,3.3,758.5,772.9,0.1,82,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,5.1,,,2500 or more  or no clouds.,,,4.6,0.4,No precipitation,12,,,,
17.01.2020 05:00,3.3,758.4,772.8,,82,Wind blowing from the north-east,1,,4,,Mist. ,,,2.2,5.1,,,,,,5.0,0.5,No precipitation,6,,,,
17.01.2020 02:00,3.2,759.1,773.5,,78,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,5.1,,,2500 or more  or no clouds.,,,5.0,-0.3,No precipitation,12,,,,
16.01.2020 20:00,4.2,758.3,772.7,1.1,68,Wind blowing from the north-east,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,5.1,,,2500 or more  or no clouds.,,,5.0,-1.2,No precipitation,12,,,,
16.01.2020 17:00,4.8,757.2,771.6,,65,Wind blowing from the north-east,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,5.1,,,2500 or more  or no clouds.,,,6.0,-1.4,No precipitation,6,,,,
16.01.2020 14:00,4.9,757.6,772.0,-1.8,65,Wind blowing from the north-northeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,5.1,,,2500 or more  or no clouds.,,,6.0,-1.3,No precipitation,12,,,,
16.01.2020 11:00,3.7,759.4,773.8,,66,Wind blowing from the north-east,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,4.3,,,,,,5.0,-2.1,,,,,,
16.01.2020 08:00,2.4,758.6,773.1,1.5,74,Wind blowing from the north-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,4.3,,,300-600,,,4.8,-1.8,1.0,12,,,,
16.01.2020 05:00,2.4,757.1,771.5,,80,Wind blowing from the east-northeast,2,,5,,Mist. ,,,2.4,4.3,,,,,,4.8,-0.7,0.9,6,,,,
16.01.2020 02:00,2.5,757.0,771.4,,85,Wind blowing from the north-east,2,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,4.3,,,2500 or more  or no clouds.,,,6.0,0.2,3.0,12,,,,
15.01.2020 20:00,3.6,754.8,769.1,2.1,87,Wind blowing from the north-northeast,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,,,,600-1000,,,7.0,1.6,4.0,12,,,,
15.01.2020 17:00,3.8,752.7,767.0,,87,Wind blowing from the north-east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,600-1000,,,4.2,1.8,3.0,6,,,,
15.01.2020 14:00,4.2,752.4,766.6,-2.0,85,Wind blowing from the north-east,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,600-1000,,,8.0,1.9,2.0,12,,,,
15.01.2020 11:00,4.1,754.4,768.7,,91,Wind blowing from the east-northeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,600-1000,,,4.3,2.8,No precipitation,6,,,,
15.01.2020 08:00,3.7,753.4,767.6,0.7,89,Wind blowing from the north-east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.6,,,2500 or more  or no clouds.,,,3.8,2.1,6.0,12,,,,
15.01.2020 05:00,3.8,752.7,766.9,,90,Wind blowing from the north-east,2,,6,,Mist. ,,,3.8,7.6,,,,,,3.0,2.3,4.0,6,,,,
15.01.2020 02:00,3.9,753.5,767.8,,90,Wind blowing from the north-northeast,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.6,,,2500 or more  or no clouds.,,,2.7,2.4,5.0,12,,,,
14.01.2020 20:00,6.0,753.7,767.9,-0.2,71,Wind blowing from the north-northeast,3,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.6,,,600-1000,,,4.1,1.1,0.1,12,,,,
14.01.2020 17:00,7.0,753.9,768.1,,69,Wind blowing from the east-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,8.3,,,600-1000,,,4.1,1.7,No precipitation,6,,,,
14.01.2020 14:00,7.5,754.7,768.9,-2.6,66,Wind blowing from the east-northeast,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,8.8,,,2500 or more  or no clouds.,,,4.7,1.4,No precipitation,12,,,,
14.01.2020 11:00,7.2,757.3,771.5,,69,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,8.8,,,600-1000,,,4.1,1.9,No precipitation,6,,,,
14.01.2020 08:00,6.2,756.5,770.8,1.0,71,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,4.4,1.3,No precipitation,12,,,,
14.01.2020 05:00,6.6,755.5,769.6,,67,Wind blowing from the north-northeast,2,,6,,Mist. ,,,,8.8,,,,,,5.0,0.9,No precipitation,6,,,,
14.01.2020 02:00,7.0,755.8,770.0,,62,Wind blowing from the north-east,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.8,,,2500 or more  or no clouds.,,,6.0,0.2,No precipitation,12,,,,
13.01.2020 20:00,7.0,754.1,768.4,2.0,72,Wind blowing from the north-northeast,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,8.8,,,600-1000,,,5.0,2.3,No precipitation,12,,,,
13.01.2020 17:00,8.3,752.1,766.3,,63,Wind blowing from the east,1,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,10.8,,,600-1000,,,7.0,1.5,No precipitation,6,,,,
13.01.2020 14:00,8.7,751.6,765.8,-2.1,58,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,11.5,,,600-1000,,,8.0,0.7,No precipitation,12,,,,
13.01.2020 11:00,4.9,753.7,768.0,,96,Wind blowing from the south-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,,,,2500 or more  or no clouds.,,,3.7,4.3,No precipitation,6,,,,
13.01.2020 08:00,2.6,752.7,766.9,0.3,99,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,11.5,,,600-1000,,,1.6,2.5,No precipitation,12,,,,
13.01.2020 05:00,2.7,752.4,766.6,,100,Wind blowing from the east-northeast,1,,2,,Fog or ice fog. ,,,2.4,11.5,,,,,,0.9,2.7,No precipitation,6,,,,
13.01.2020 02:00,2.6,752.9,767.1,,97,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,11.5,,,2500 or more  or no clouds.,,,4.3,2.2,No precipitation,12,,,,
12.01.2020 20:00,6.1,752.7,766.9,1.5,81,Wind blowing from the west-northwest,0,,5,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,11.5,,,2500 or more  or no clouds.,,,6.0,3.1,No precipitation,12,,,,
12.01.2020 17:00,10.8,751.2,765.2,,51,Wind blowing from the south-west,1,,,50%., ,,,,,,,2500 or more  or no clouds.,,,9.0,1.1,,,,,,
12.01.2020 14:00,10.8,752.0,766.0,-3.9,49,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,11.1,,,2500 or more  or no clouds.,,,9.0,0.5,No precipitation,12,,,,
12.01.2020 11:00,7.2,755.9,770.2,,85,Wind blowing from the south-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,7.8,,,600-1000,,,4.7,4.9,No precipitation,6,,,,
12.01.2020 08:00,5.5,755.4,769.6,0.2,95,Wind blowing from the west-northwest,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,4.7,4.8,No precipitation,12,,,,
12.01.2020 05:00,5.4,755.2,769.4,,96,Calm  no wind,0,,,,Mist. ,,,3.4,7.8,,,,,,4.7,4.8,No precipitation,6,,,,
12.01.2020 02:00,5.7,755.5,769.6,,94,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,7.8,,,2500 or more  or no clouds.,,,5.0,4.8,No precipitation,12,,,,
11.01.2020 20:00,5.3,755.6,769.9,,91,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,7.8,,,2500 or more  or no clouds.,,,4.6,4.0,No precipitation,12,,,,
11.01.2020 17:00,7.7,754.9,769.1,,68,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,7.8,,,2500 or more  or no clouds.,,,7.0,2.2,No precipitation,6,,,,
11.01.2020 14:00,7.4,755.2,769.4,-2.6,66,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,7.4,,,2500 or more  or no clouds.,,,6.0,1.5,0.1,12,,,,
11.01.2020 11:00,6.0,757.8,772.1,,74,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,6.1,,,2500 or more  or no clouds.,,,7.0,1.7,,,,,,
11.01.2020 08:00,3.5,756.9,771.3,0.7,92,Wind blowing from the north,0,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,4.4,,,2500 or more  or no clouds.,,,5.0,2.3,4.0,12,,,,
11.01.2020 05:00,3.4,756.2,770.6,,87,Calm  no wind,0,,,,Mist. ,,,2.8,4.4,,,,,,7.0,1.4,1.0,6,,,,
11.01.2020 02:00,3.3,755.6,769.9,,91,Wind blowing from the east,0,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,4.4,,,2500 or more  or no clouds.,,,6.0,2.0,4.0,12,,,,
10.01.2020 20:00,3.9,754.6,768.9,1.3,84,Wind blowing from the north-east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,4.5,,,2500 or more  or no clouds.,,,5.0,1.4,2.0,12,,,,
10.01.2020 17:00,4.1,753.3,767.6,,80,Wind blowing from the east-northeast,2,,6,100%., ,,,2.8,4.8,,,2500 or more  or no clouds.,,,8.0,1.0,0.1,6,,,,
10.01.2020 14:00,4.3,753.3,767.6,-1.9,79,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,4.9,,,2500 or more  or no clouds.,,,14.0,1.0,2.0,12,,,,
10.01.2020 11:00,3.3,755.2,769.6,,87,Wind blowing from the north-east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.8,,,,300-600,,,8.0,1.3,2.0,6,,,,
10.01.2020 08:00,2.9,754.0,768.4,0.7,88,Wind blowing from the east-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,4.9,,,300-600,,,7.0,1.1,0.3,12,,,,
10.01.2020 05:00,3.1,753.3,767.6,,88,Wind blowing from the north-northeast,2,,7,,Rain (not freezing) not falling as shower(s). ,,,3.0,4.9,,,,,,9.0,1.3,0.3,6,,,,
