Local time in Zhangwu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 08:00,-16.5,767.5,775.7,-0.3,78,Wind blowing from the south,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,,,,,,,2.6,-19.4,No precipitation,12,,,,
25.01.2020 05:00,-18.3,767.8,775.9,,78,Calm  no wind,0,,,,Mist. ,,,-18.8,-6.0,,,,,,7.0,-21.2,No precipitation,6,,,,
25.01.2020 02:00,-16.7,768.7,776.8,-0.6,71,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-6.0,,,2500 or more  or no clouds.,,,9.0,-20.7,No precipitation,12,,,,
24.01.2020 23:00,-15.4,769.3,777.5,,70,Calm  no wind,0,,,, ,,,-17.8,-6.0,,,,,,10.0,-19.6,No precipitation,6,,,,
24.01.2020 20:00,-13.5,769.9,778.1,-0.8,64,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-6.0,,,,,,8.0,-19.0,No precipitation,12,,,,
24.01.2020 17:00,-8.5,770.7,778.8,,49,Wind blowing from the south-east,2,,4,no clouds, ,,,-17.8,-4.0,,,,,,18.0,-17.5,No precipitation,6,,,,
24.01.2020 14:00,-6.5,771.4,779.5,-1.6,34,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-1.6,,,,,,30.0,-19.8,No precipitation,12,,,,
24.01.2020 11:00,-9.3,773.0,781.1,,40,Wind blowing from the north-east,2,,,no clouds, ,,,-17.8,-1.6,,,,,,30.0,-20.4,No precipitation,6,,,,
24.01.2020 08:00,-16.4,773.1,781.3,1.0,69,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-1.6,,,,,,12.0,-20.8,No precipitation,12,,,,
24.01.2020 05:00,-12.6,772.1,780.1,,54,Wind blowing from the north-northwest,2,,3,, ,,,-17.2,-1.6,,,,,,30.0,-20.0,No precipitation,6,,,,
24.01.2020 02:00,-15.8,771.2,779.2,1.2,78,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-1.6,,,2500 or more  or no clouds.,,,16.0,-18.8,No precipitation,12,,,,
23.01.2020 23:00,-12.3,770.0,778.0,,74,Wind blowing from the north-west,1,,,, ,,,-14.5,-1.6,,,,,,14.0,-16.0,No precipitation,6,,,,
23.01.2020 20:00,-10.7,769.4,777.5,2.0,59,Wind blowing from the north-northwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-1.6,,,,,,14.0,-17.2,No precipitation,12,,,,
23.01.2020 17:00,-3.9,767.4,775.4,,47,Wind blowing from the north-west,1,,9,no clouds, ,,,-14.5,-1.6,,,,,,19.0,-13.6,No precipitation,6,,,,
23.01.2020 14:00,-2.2,765.7,773.7,0.8,41,Wind blowing from the north-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-1.9,,,,,,30.0,-13.7,No precipitation,12,,,,
23.01.2020 11:00,-4.1,764.9,772.9,,50,Wind blowing from the north-west,3,,7,no clouds, ,,,-14.5,-1.9,,,,,,30.0,-13.2,No precipitation,6,,,,
23.01.2020 08:00,-10.1,763.1,771.1,2.2,70,Wind blowing from the west-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-1.9,,,,,,18.0,-14.5,No precipitation,12,,,,
23.01.2020 05:00,-13.8,760.9,768.8,,81,Wind blowing from the north-northwest,1,,3,, ,,,-14.5,-1.9,,,,,,12.0,-16.4,No precipitation,6,,,,
23.01.2020 02:00,-12.3,760.0,767.8,,85,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-1.2,,,2500 or more  or no clouds.,,,11.0,-14.3,No precipitation,12,,,,
22.01.2020 23:00,-9.0,760.1,768.0,,78,Wind blowing from the north-northwest,1,,,, ,,,-10.3,-0.9,,,,,,12.0,-12.1,No precipitation,6,,,,
22.01.2020 20:00,-7.5,760.6,768.6,-0.2,72,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-0.6,,,,,,17.0,-11.8,No precipitation,12,,,,
22.01.2020 17:00,-5.0,760.8,768.7,,64,Wind blowing from the east-northeast,2,,5,no clouds, ,,,-9.6,0.6,,,,,,30.0,-10.9,No precipitation,6,,,,
22.01.2020 14:00,-2.5,760.6,768.3,,44,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,2.2,,,,,,30.0,-13.1,No precipitation,12,,,,
22.01.2020 11:00,-5.0,761.5,769.3,,51,Wind blowing from the north-northeast,3,,6,no clouds, ,,,-9.6,2.2,,,,,,30.0,-13.6,No precipitation,6,,,,
22.01.2020 08:00,-9.5,761.2,769.0,1.5,77,Wind blowing from the north-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,2.2,,,,,,17.0,-12.9,No precipitation,12,,,,
22.01.2020 05:00,-7.6,759.7,767.5,,91,Wind blowing from the north-west,2,,12,, ,,,-13.5,2.2,,,,,,6.0,-8.8,No precipitation,6,,,,
22.01.2020 02:00,-1.2,759.4,767.1,,90,Wind blowing from the west-southwest,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.2,,,2500 or more  or no clouds.,,,9.0,-2.6,No precipitation,12,,,,
21.01.2020 23:00,-1.8,759.2,766.9,,79,Wind blowing from the south,3,,,, ,,,,2.2,,,,,,22.0,-5.0,No precipitation,6,,,,
21.01.2020 20:00,-0.7,759.1,766.9,0.9,79,Wind blowing from the south-southwest,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.2,,,,,,30.0,-3.9,No precipitation,12,,,,
21.01.2020 17:00,0.6,758.2,766.0,,63,Wind blowing from the south-southwest,6,,14,no clouds, ,,,-17.3,2.2,,,,,,30.0,-5.8,No precipitation,6,,,,
21.01.2020 14:00,2.1,757.6,765.5,,55,Wind blowing from the south-southwest,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,2.2,,,,,,26.0,-6.0,No precipitation,12,,,,
21.01.2020 11:00,-1.4,759.6,767.5,,58,Wind blowing from the south-southwest,6,,,no clouds, ,,,-17.3,-1.4,,,,,,26.0,-8.6,No precipitation,6,,,,
21.01.2020 08:00,-10.1,760.9,768.9,-0.9,64,Wind blowing from the south-southeast,3,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-3.8,,,2500 or more  or no clouds.,,,15.0,-15.6,No precipitation,12,,,,
21.01.2020 05:00,-13.5,761.8,769.7,,76,Wind blowing from the south-southeast,2,,3,, ,,,-17.8,-3.8,,,,,,22.0,-16.8,No precipitation,6,,,,
21.01.2020 02:00,-16.2,763.2,771.2,0.3,81,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-3.8,,,2500 or more  or no clouds.,,,14.0,-18.8,No precipitation,12,,,,
20.01.2020 23:00,-12.2,762.9,770.8,,74,Wind blowing from the south-southeast,2,,,, ,,,-18.9,-3.8,,,,,,10.0,-16.0,No precipitation,6,,,,
20.01.2020 20:00,-9.4,762.8,770.9,,64,Wind blowing from the south,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-3.8,,,,,,7.0,-15.1,No precipitation,12,,,,
20.01.2020 17:00,-6.1,761.9,769.9,,52,Wind blowing from the west,1,,10,no clouds, ,,,-18.9,-3.8,,,,,,18.0,-14.4,No precipitation,6,,,,
20.01.2020 14:00,-4.4,760.6,768.7,0.4,44,Wind blowing from the west-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-4.2,,,,,,30.0,-14.8,No precipitation,12,,,,
20.01.2020 11:00,-5.5,760.2,768.1,,46,Wind blowing from the west-northwest,4,,7,no clouds, ,,,-18.9,-5.4,,,,,,30.0,-15.3,No precipitation,6,,,,
20.01.2020 08:00,-16.7,758.9,767.0,1.8,75,Wind blowing from the north-east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-5.5,,,,,,5.0,-20.1,No precipitation,12,,,,
20.01.2020 05:00,-10.3,757.1,765.1,,65,Wind blowing from the west,3,,4,, ,,,-18.9,-5.5,,,,,,23.0,-15.6,No precipitation,6,,,,
20.01.2020 02:00,-17.7,757.3,765.4,0.0,82,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-4.6,,,2500 or more  or no clouds.,,,7.0,-20.0,No precipitation,12,,,,
19.01.2020 23:00,-13.7,757.3,765.3,,81,Wind blowing from the south,2,,,,Mist. ,,,-15.7,-4.3,,,,,,6.0,-16.3,No precipitation,6,,,,
19.01.2020 20:00,-12.8,757.6,765.7,0.6,68,Wind blowing from the south-east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-4.3,,,,,,6.0,-17.5,No precipitation,12,,,,
19.01.2020 17:00,-8.5,757.0,764.9,,56,Wind blowing from the east,1,,7,20–30%., ,,,-10.5,-4.3,,,2500 or more  or no clouds.,,,25.0,-15.7,No precipitation,6,,,,
19.01.2020 14:00,-5.9,756.7,764.5,-0.6,49,Wind blowing from the west-northwest,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-4.3,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
19.01.2020 11:00,-8.0,757.3,765.2,,51,Wind blowing from the west-northwest,3,,7,90  or more  but not 100%, ,,,-10.5,-4.3,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,6,,,,
19.01.2020 08:00,-10.4,756.4,764.3,1.4,68,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.3,,,,,,25.0,-15.2,No precipitation,12,,,,
19.01.2020 05:00,-8.4,755.0,762.9,,69,Wind blowing from the west-northwest,2,,6,, ,,,,-4.3,,,,,,30.0,-13.1,No precipitation,6,,,,
19.01.2020 02:00,-4.6,753.9,761.6,-0.6,66,Wind blowing from the west,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.3,,,2500 or more  or no clouds.,,,14.0,-10.0,No precipitation,12,,,,
18.01.2020 23:00,-6.7,754.5,762.4,,78,Wind blowing from the south-east,1,,,,Mist. ,,,,-4.8,,,,,,6.0,-9.9,No precipitation,6,,,,
18.01.2020 20:00,-6.2,755.5,763.6,-0.4,71,Wind blowing from the south-southwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-4.8,,,1000-1500,,,3.9,-10.6,No precipitation,12,,,,
18.01.2020 17:00,-6.4,755.9,763.9,,70,Wind blowing from the east-southeast,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-4.8,,,1000-1500,,,4.5,-11.0,No precipitation,6,,,,
18.01.2020 14:00,-5.3,757.1,765.1,-2.2,59,Wind blowing from the south,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-4.8,,,2500 or more  or no clouds.,,,7.0,-12.1,No precipitation,12,,,,
18.01.2020 11:00,-9.0,759.3,767.3,,67,Wind blowing from the south,3,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-4.8,,,,,,4.7,-14.0,No precipitation,6,,,,
18.01.2020 08:00,-20.2,760.6,768.8,0.1,78,Wind blowing from the north-northeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-4.8,,,,,,3.6,-23.0,No precipitation,12,,,,
18.01.2020 05:00,-20.0,760.5,768.6,,80,Calm  no wind,0,,,,Mist. ,,,-21.3,-4.8,,,,,,5.0,-22.6,No precipitation,6,,,,
18.01.2020 02:00,-18.5,761.5,769.5,-0.3,81,Wind blowing from the east-northeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-4.8,,,2500 or more  or no clouds.,,,4.5,-21.0,No precipitation,12,,,,
17.01.2020 23:00,-15.9,761.8,769.9,,83,Calm  no wind,0,,,,Mist. ,,,-21.3,-4.8,,,,,,3.9,-18.1,No precipitation,6,,,,
17.01.2020 20:00,-13.3,762.2,770.4,-0.1,73,Wind blowing from the north,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-4.8,,,,,,3.8,-17.1,No precipitation,12,,,,
17.01.2020 17:00,-7.7,762.3,770.4,,55,Wind blowing from the south-southwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,7.0,-15.2,,,,,,
17.01.2020 14:00,-5.0,762.3,770.3,-1.7,45,Wind blowing from the south-east,1,,2,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-5.0,,,2500 or more  or no clouds.,,,19.0,-15.1,No precipitation,12,,,,
17.01.2020 11:00,-10.9,764.0,772.2,,63,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-6.2,,,,,,5.0,-16.6,No precipitation,6,,,,
17.01.2020 08:00,-18.4,764.5,772.6,0.3,81,Wind blowing from the west-northwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-6.2,,,,,,4.2,-20.9,No precipitation,12,,,,
17.01.2020 05:00,-20.0,764.2,772.4,,80,Calm  no wind,0,,,,Mist. ,,,-21.0,-6.2,,,,,,5.0,-22.6,No precipitation,6,,,,
17.01.2020 02:00,-18.9,765.2,773.3,-0.5,83,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-6.2,,,2500 or more  or no clouds.,,,5.0,-21.1,No precipitation,12,,,,
16.01.2020 23:00,-17.6,765.7,773.8,,81,Calm  no wind,0,,,, ,,,-18.5,-6.2,,,,,,8.0,-20.1,No precipitation,6,,,,
16.01.2020 20:00,-13.5,765.5,773.7,-0.1,65,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-6.2,,,,,,12.0,-18.7,No precipitation,12,,,,
16.01.2020 17:00,-10.2,765.6,773.7,,57,Wind blowing from the south-east,2,,5,no clouds, ,,,-17.5,-6.2,,,,,,15.0,-17.1,No precipitation,6,,,,
16.01.2020 14:00,-6.6,765.7,773.7,-1.4,41,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-6.2,,,,,,30.0,-17.7,No precipitation,12,,,,
16.01.2020 11:00,-10.7,767.1,775.3,,53,Wind blowing from the north-west,3,,6,no clouds, ,,,-17.5,-7.2,,,,,,30.0,-18.4,No precipitation,6,,,,
16.01.2020 08:00,-15.8,767.0,775.3,0.9,67,Wind blowing from the west-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,23.0,-20.5,No precipitation,12,,,,
16.01.2020 05:00,-15.3,766.1,774.2,,68,Wind blowing from the north-west,2,,,, ,,,,,,,,,,30.0,-20.0,,,,,,
16.01.2020 02:00,-14.3,766.1,774.1,0.8,68,Wind blowing from the north-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-7.2,,,2500 or more  or no clouds.,,,20.0,-18.9,No precipitation,12,,,,
15.01.2020 23:00,-15.8,765.3,773.5,,84,Wind blowing from the west-northwest,1,,,,Mist. ,,,-23.6,-7.2,,,,,,3.8,-17.9,No precipitation,6,,,,
15.01.2020 20:00,-15.3,765.0,773.2,0.6,81,Wind blowing from the north-northeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-7.2,,,,,,3.7,-17.8,No precipitation,12,,,,
15.01.2020 17:00,-9.7,764.4,772.6,,66,Wind blowing from the south-southeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-7.2,,,,,,4.8,-15.0,No precipitation,6,,,,
15.01.2020 14:00,-7.2,764.5,772.6,-1.2,55,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-7.2,,,,,,18.0,-14.9,No precipitation,12,,,,
15.01.2020 11:00,-11.7,765.7,773.9,,67,Wind blowing from the south,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-8.8,,,,,,5.0,-16.6,No precipitation,6,,,,
15.01.2020 08:00,-21.1,765.7,774.1,0.3,79,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-8.8,,,,,,4.5,-23.8,No precipitation,12,,,,
15.01.2020 05:00,-22.4,765.4,773.6,,78,Wind blowing from the north,1,,2,,Mist. ,,,-22.9,-8.8,,,,,,7.0,-25.2,No precipitation,6,,,,
15.01.2020 02:00,-21.8,765.8,774.0,0.1,79,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-8.8,,,2500 or more  or no clouds.,,,7.0,-24.5,No precipitation,12,,,,
14.01.2020 23:00,-19.5,765.7,774.0,,80,Wind blowing from the north-northeast,1,,,, ,,,-22.9,-8.8,,,,,,8.0,-22.1,No precipitation,6,,,,
14.01.2020 20:00,-16.0,765.7,773.9,0.4,75,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-8.8,,,,,,9.0,-19.4,No precipitation,12,,,,
14.01.2020 17:00,-11.9,765.3,773.5,,59,Wind blowing from the east-northeast,1,,3,no clouds, ,,,-22.9,-8.8,,,,,,30.0,-18.3,No precipitation,6,,,,
14.01.2020 14:00,-9.3,765.1,773.2,-1.2,53,Wind blowing from the north-east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-7.6,,,,,,27.0,-17.3,No precipitation,12,,,,
14.01.2020 11:00,-12.6,766.3,774.4,,58,Wind blowing from the north,1,,3,no clouds, ,,,-22.9,-7.6,,,,,,12.0,-19.2,No precipitation,6,,,,
14.01.2020 08:00,-19.4,765.9,774.1,0.7,77,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-7.6,,,,,,6.0,-22.4,No precipitation,12,,,,
14.01.2020 05:00,-18.8,765.2,773.4,,74,Wind blowing from the north-northwest,2,,4,, ,,,-20.2,-7.6,,,,,,30.0,-22.3,No precipitation,6,,,,
14.01.2020 02:00,-17.6,765.3,773.4,0.6,75,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-7.6,,,2500 or more  or no clouds.,,,29.0,-21.0,No precipitation,12,,,,
13.01.2020 23:00,-15.4,764.7,772.8,,68,Wind blowing from the north-northwest,1,,,, ,,,-21.6,-7.6,,,,,,29.0,-20.0,No precipitation,6,,,,
13.01.2020 20:00,-12.6,763.9,772.1,1.2,57,Wind blowing from the north-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-7.6,,,,,,23.0,-19.4,No precipitation,12,,,,
13.01.2020 17:00,-9.7,762.7,770.8,,48,Wind blowing from the north-west,2,,7,no clouds, ,,,-21.6,-7.6,,,,,,29.0,-18.7,No precipitation,6,,,,
13.01.2020 14:00,-7.8,761.7,769.8,0.2,42,Wind blowing from the north-west,4,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-7.7,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
13.01.2020 11:00,-9.9,761.5,769.6,,49,Wind blowing from the north-northwest,2,,5,20–30%., ,,,-21.6,-8.7,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,6,,,,
13.01.2020 08:00,-15.6,760.4,768.5,1.0,66,Wind blowing from the north-west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-8.7,,,2500 or more  or no clouds.,,,20.0,-20.5,No precipitation,12,,,,
13.01.2020 05:00,-20.2,759.4,767.5,,81,Calm  no wind,0,,,, ,,,-21.6,-8.7,,,,,,9.0,-22.6,No precipitation,6,,,,
13.01.2020 02:00,-19.8,759.1,767.2,-0.2,79,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-8.7,,,2500 or more  or no clouds.,,,12.0,-22.5,No precipitation,12,,,,
12.01.2020 23:00,-12.3,759.3,767.3,,59,Wind blowing from the south-west,3,,,, ,,,-16.6,-8.7,,,,,,30.0,-18.7,No precipitation,6,,,,
12.01.2020 20:00,-13.8,759.6,767.7,-0.1,67,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-8.7,,,,,,8.0,-18.6,No precipitation,12,,,,
12.01.2020 17:00,-11.1,759.7,767.8,,53,Wind blowing from the north,1,,7,no clouds, ,,,-16.6,-7.4,,,,,,11.0,-18.8,No precipitation,6,,,,
12.01.2020 14:00,-9.1,759.8,767.8,-1.5,45,Wind blowing from the west-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-5.5,,,,,,30.0,-18.9,No precipitation,12,,,,
12.01.2020 11:00,-11.9,761.3,769.3,,54,Wind blowing from the north-west,4,,7,no clouds, ,,,-16.6,-5.5,,,,,,30.0,-19.5,No precipitation,6,,,,
12.01.2020 08:00,-16.5,761.6,769.7,0.5,66,Wind blowing from the north-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-5.5,,,,,,15.0,-21.4,No precipitation,12,,,,
12.01.2020 05:00,-15.8,761.1,769.1,,67,Wind blowing from the west-northwest,4,,7,, ,,,-16.6,-5.5,,,,,,30.0,-20.5,No precipitation,6,,,,
12.01.2020 02:00,-15.2,761.5,769.5,-0.5,77,Wind blowing from the west-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-5.5,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
11.01.2020 23:00,-12.7,762.0,770.0,,75,Wind blowing from the north-west,1,,,, ,,,-15.4,-5.5,,,,,,14.0,-16.2,No precipitation,6,,,,
11.01.2020 20:00,-12.9,762.4,770.5,0.0,77,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-5.5,,,2500 or more  or no clouds.,,,8.0,-16.1,No precipitation,12,,,,
