Local time in Changde,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 08:00,5.3,753.9,768.0,1.2,99,Wind blowing from the north,3,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,7.6,,,200-300,,,0.3,5.2,19.0,12,,,,
23.01.2020 05:00,5.7,752.7,766.7,,98,Wind blowing from the east,2,,10,,Rain  not freezing  intermittent  moderate at time of observation. ,,,5.6,7.6,,,,,,0.4,5.4,11.0,6,,,,
23.01.2020 02:00,6.1,754.2,768.2,0.2,98,Wind blowing from the south-west,2,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,7.6,,,2500 or more  or no clouds.,,,0.9,5.8,6.0,12,,,,
22.01.2020 23:00,6.3,754.0,768.1,,98,Wind blowing from the north-northwest,2,,5,,Mist. ,,,5.9,7.6,,,,,,0.9,6.0,1.0,6,,,,
22.01.2020 20:00,6.4,753.4,767.4,,95,Wind blowing from the north,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,7.6,,,300-600,,,0.9,5.7,0.7,12,,,,
22.01.2020 17:00,7.3,752.2,766.3,,87,Wind blowing from the north-east,1,,10,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,8.4,,,300-600,,,3.5,5.3,No precipitation,6,,,,
22.01.2020 14:00,7.1,752.2,766.2,,90,Wind blowing from the north-northeast,0,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,300-600,,,2.8,5.6,7.0,12,,,,
22.01.2020 11:00,5.9,753.9,767.9,,99,Wind blowing from the north,3,,10,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,5.9,,,,300-600,,,1.3,5.8,3.0,6,,,,
22.01.2020 08:00,6.4,752.4,766.4,1.2,99,Wind blowing from the north-northwest,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,9.5,,,300-600,,,2.0,6.3,8.0,12,,,,
22.01.2020 05:00,6.5,751.2,765.1,,98,Wind blowing from the north,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.5,9.5,,,,,,1.3,6.2,3.0,6,,,,
22.01.2020 02:00,6.9,751.9,765.9,-0.9,96,Wind blowing from the east-northeast,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.5,,,2500 or more  or no clouds.,,,1.7,6.3,2.0,12,,,,
21.01.2020 23:00,7.1,752.8,766.9,,95,Wind blowing from the east-northeast,1,,5,,Mist. ,,,6.5,9.5,,,,,,1.5,6.4,2.0,6,,,,
21.01.2020 20:00,7.6,752.2,766.2,0.9,92,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.8,,,300-600,,,1.7,6.4,0.4,12,,,,
21.01.2020 17:00,8.4,751.3,765.2,,81,Wind blowing from the east,3,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,10.9,,,1500-2000,,,4.1,5.3,No precipitation,6,,,,
21.01.2020 14:00,9.5,751.9,765.8,-2.2,69,Wind blowing from the east-southeast,0,,5,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,12.9,,,1500-2000,,,5.0,4.1,0.6,12,,,,
21.01.2020 11:00,7.9,754.1,768.1,,92,Wind blowing from the south-east,0,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,12.9,,,1500-2000,,,1.9,6.7,0.6,6,,,,
21.01.2020 08:00,7.3,753.4,767.4,0.6,78,Calm  no wind,0,,,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,12.9,,,1500-2000,,,4.7,3.7,0.5,12,,,,
21.01.2020 05:00,7.1,752.8,766.8,,82,Wind blowing from the north-northwest,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.0,12.9,,,,,,3.1,4.2,No precipitation,6,,,,
21.01.2020 02:00,9.1,754.1,768.0,,61,Wind blowing from the east-northeast,2,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,12.9,,,2500 or more  or no clouds.,,,5.0,1.8,No precipitation,12,,,,
20.01.2020 23:00,9.0,754.9,768.9,,61,Wind blowing from the east,3,,8,,Haze. ,,,,12.9,,,,,,5.0,1.7,No precipitation,6,,,,
20.01.2020 20:00,9.6,754.7,768.7,1.1,59,Wind blowing from the east-northeast,3,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,12.9,,,2500 or more  or no clouds.,,,6.0,2.0,No precipitation,12,,,,
20.01.2020 17:00,10.9,753.6,767.6,,54,Wind blowing from the east,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,8.0,2.0,,,,,,
20.01.2020 14:00,11.9,754.1,768.1,-2.3,54,Wind blowing from the east-southeast,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,13.3,,,2500 or more  or no clouds.,,,6.0,2.9,No precipitation,12,,,,
20.01.2020 11:00,10.4,756.4,770.5,,59,Wind blowing from the east-southeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,13.3,,,,,,5.0,2.7,No precipitation,6,,,,
20.01.2020 08:00,4.2,755.5,769.7,1.4,81,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,2500 or more  or no clouds.,,,5.0,1.2,No precipitation,12,,,,
20.01.2020 05:00,4.1,754.1,768.1,,78,Wind blowing from the east-southeast,4,,5,,Haze. ,,,3.4,13.3,,,,,,5.0,0.6,No precipitation,6,,,,
20.01.2020 02:00,6.7,754.9,768.9,,61,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,13.3,,,2500 or more  or no clouds.,,,8.0,-0.3,No precipitation,12,,,,
19.01.2020 23:00,6.8,755.5,769.5,,64,Wind blowing from the south-southeast,3,,5,, ,,,3.1,13.3,,,,,,7.0,0.3,No precipitation,6,,,,
19.01.2020 20:00,6.5,755.4,769.6,0.8,60,Wind blowing from the east,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,13.3,,,2500 or more  or no clouds.,,,10.0,-0.7,No precipitation,12,,,,
19.01.2020 17:00,11.0,754.6,768.7,,41,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,12.0,-1.7,,,,,,
19.01.2020 14:00,12.6,755.6,769.6,,43,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,12.9,,,,,,7.0,0.4,No precipitation,12,,,,
19.01.2020 11:00,7.8,758.2,772.3,,71,Wind blowing from the west,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,7.8,,,2500 or more  or no clouds.,,,4.4,2.9,No precipitation,6,,,,
19.01.2020 08:00,3.9,757.1,771.4,1.0,89,Wind blowing from the west,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,,,,2500 or more  or no clouds.,,,3.0,2.3,No precipitation,12,,,,
19.01.2020 05:00,3.5,756.1,770.4,,91,Wind blowing from the west,2,,4,,Mist. ,,,2.9,5.9,,,,,,2.6,2.2,No precipitation,6,,,,
19.01.2020 02:00,3.5,757.0,771.3,,91,Wind blowing from the west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,5.9,,,2500 or more  or no clouds.,,,2.1,2.2,No precipitation,12,,,,
18.01.2020 23:00,3.7,757.4,771.7,,87,Wind blowing from the west-northwest,2,,4,,Mist. ,,,2.8,5.9,,,,,,2.8,1.7,No precipitation,6,,,,
18.01.2020 20:00,4.0,756.7,771.0,1.8,83,Wind blowing from the north-northwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,5.9,,,2500 or more  or no clouds.,,,3.3,1.4,No precipitation,12,,,,
18.01.2020 17:00,4.8,754.9,769.2,,76,Wind blowing from the north,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,5.9,,,2000-2500,,,4.0,0.9,No precipitation,6,,,,
18.01.2020 14:00,5.3,755.2,769.4,-1.9,73,Wind blowing from the north,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,7.5,,,2000-2500,,,4.4,0.7,No precipitation,12,,,,
18.01.2020 11:00,4.6,757.1,771.4,,71,Wind blowing from the east-northeast,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,7.5,,,2500 or more  or no clouds.,,,5.0,-0.2,No precipitation,6,,,,
18.01.2020 08:00,3.0,756.1,770.3,0.6,93,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,2500 or more  or no clouds.,,,3.1,2.0,No precipitation,12,,,,
18.01.2020 05:00,3.0,755.5,769.8,,90,Wind blowing from the east,1,,4,,Mist. ,,,0.8,7.5,,,,,,3.7,1.5,No precipitation,6,,,,
18.01.2020 02:00,3.9,756.4,770.5,-0.9,82,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,7.5,,,2500 or more  or no clouds.,,,4.0,1.1,No precipitation,12,,,,
17.01.2020 23:00,4.1,757.3,771.4,,79,Wind blowing from the east,1,,4,,Mist. ,,,0.8,7.5,,,,,,3.9,0.8,No precipitation,6,,,,
17.01.2020 20:00,4.3,757.2,771.5,0.5,79,Wind blowing from the east-southeast,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,7.5,,,2500 or more  or no clouds.,,,4.8,1.0,No precipitation,12,,,,
17.01.2020 17:00,5.2,756.7,771.1,,71,Wind blowing from the east-southeast,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,7.5,,,2500 or more  or no clouds.,,,6.0,0.4,No precipitation,6,,,,
17.01.2020 14:00,7.3,756.9,771.1,,63,Wind blowing from the south-east,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,7.4,,,2500 or more  or no clouds.,,,5.0,0.7,No precipitation,12,,,,
17.01.2020 11:00,5.7,759.7,773.9,,69,Wind blowing from the east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,5.7,,,2500 or more  or no clouds.,,,5.0,0.3,No precipitation,6,,,,
17.01.2020 08:00,1.5,759.0,773.4,0.4,81,Wind blowing from the south-east,1,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,5.6,,,2500 or more  or no clouds.,,,6.0,-1.4,No precipitation,12,,,,
17.01.2020 05:00,1.0,758.6,772.9,,87,Wind blowing from the east,1,,,,Mist. ,,,0.3,5.6,,,,,,4.4,-0.9,No precipitation,6,,,,
17.01.2020 02:00,2.1,759.4,773.7,,79,Wind blowing from the east,3,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,5.6,,,2500 or more  or no clouds.,,,5.0,-1.2,No precipitation,12,,,,
16.01.2020 23:00,3.1,759.8,774.1,,76,Wind blowing from the east,2,,7,,Haze. ,,,0.3,5.6,,,,,,4.7,-0.7,No precipitation,6,,,,
16.01.2020 20:00,3.1,758.7,773.1,1.1,80,Wind blowing from the east,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,5.6,,,2500 or more  or no clouds.,,,5.0,0.0,No precipitation,12,,,,
16.01.2020 17:00,4.4,757.6,772.0,,64,Wind blowing from the east,0,,,100%., ,,,,,,,2500 or more  or no clouds.,,,11.0,-1.8,,,,,,
16.01.2020 14:00,5.3,757.8,772.1,-1.8,61,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,5.5,,,2500 or more  or no clouds.,,,8.0,-1.6,0.3,12,,,,
16.01.2020 11:00,3.4,759.6,774.0,,74,Wind blowing from the north-northwest,3,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,3.4,,,1500-2000,,,4.6,-0.8,No precipitation,6,,,,
16.01.2020 08:00,0.5,759.1,773.5,1.5,94,Wind blowing from the north-west,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,2.7,,,1500-2000,,,1.9,-0.4,3.0,12,,,,
16.01.2020 05:00,0.3,757.6,772.0,,93,Wind blowing from the north,3,,8,,Rain and snow or ice pellets not falling as shower(s). ,,,0.3,2.7,,,,,,2.5,-0.7,1.0,6,,,,
16.01.2020 02:00,0.6,757.6,772.0,,95,Wind blowing from the north,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,3.5,,,2500 or more  or no clouds.,,,0.8,-0.1,5.0,12,,,,
15.01.2020 23:00,0.8,757.1,771.5,,95,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,0.7,4.8,,,,,,1.8,0.1,4.0,6,,,,
15.01.2020 20:00,1.4,755.8,770.2,2.1,94,Wind blowing from the north,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,1000-1500,,,2.2,0.5,5.0,12,,,,
15.01.2020 17:00,2.1,753.7,768.0,,95,Wind blowing from the north-east,3,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,,,,1000-1500,,,2.8,1.4,3.0,6,,,,
15.01.2020 14:00,2.5,753.4,767.6,,97,Wind blowing from the north,1,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,2.4,,,,300-600,,,1.4,2.1,7.0,12,,,,
15.01.2020 11:00,2.6,755.2,769.5,,97,Wind blowing from the north-northeast,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,2.4,7.9,,,300-600,,,1.1,2.2,1.0,6,,,,
15.01.2020 08:00,2.4,754.0,768.2,0.6,96,Wind blowing from the north,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,7.9,,,300-600,,,0.4,1.8,4.0,12,,,,
15.01.2020 05:00,2.7,753.4,767.5,,96,Wind blowing from the north,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.7,7.9,,,,,,0.9,2.1,4.0,6,,,,
15.01.2020 02:00,3.5,754.0,768.1,,90,Wind blowing from the north,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,7.9,,,2500 or more  or no clouds.,,,1.7,2.0,0.6,12,,,,
14.01.2020 23:00,4.7,755.5,769.6,,74,Wind blowing from the north-northwest,2,,7,,Haze. ,,,4.7,7.9,,,,,,3.4,0.5,No precipitation,6,,,,
14.01.2020 20:00,5.2,755.1,769.3,0.3,66,Wind blowing from the north-east,2,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,7.9,,,2000-2500,,,4.2,-0.8,No precipitation,12,,,,
14.01.2020 17:00,6.3,754.8,768.9,,61,Wind blowing from the east-northeast,1,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,7.9,,,2000-2500,,,4.6,-0.7,No precipitation,6,,,,
14.01.2020 14:00,6.8,755.8,769.9,-2.4,60,Wind blowing from the east,2,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,9.7,,,2000-2500,,,5.0,-0.6,No precipitation,12,,,,
14.01.2020 11:00,6.9,758.2,772.3,,70,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,,,,2500 or more  or no clouds.,,,3.9,1.8,No precipitation,6,,,,
14.01.2020 08:00,5.1,757.6,771.7,1.2,82,Wind blowing from the north-east,2,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,,,,2500 or more  or no clouds.,,,3.4,2.3,No precipitation,12,,,,
14.01.2020 05:00,5.3,756.4,770.5,,81,Wind blowing from the north,3,,9,,Mist. ,,,2.8,,,,,,,4.0,2.3,No precipitation,6,,,,
14.01.2020 02:00,5.4,756.6,770.6,,76,Wind blowing from the north,3,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,11.1,,,2500 or more  or no clouds.,,,5.0,1.5,No precipitation,12,,,,
13.01.2020 23:00,6.4,756.3,770.4,,69,Wind blowing from the north-east,4,,9,,Haze. ,,,2.8,11.1,,,,,,6.0,1.1,No precipitation,6,,,,
13.01.2020 20:00,6.8,754.9,769.0,1.8,65,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,11.1,,,2500 or more  or no clouds.,,,13.0,0.7,No precipitation,12,,,,
13.01.2020 17:00,7.2,753.1,767.2,,66,Wind blowing from the east-southeast,1,,,100%., ,,,2.8,11.1,,,2500 or more  or no clouds.,,,16.0,1.1,No precipitation,6,,,,
13.01.2020 14:00,9.7,752.6,766.6,,53,Wind blowing from the east-southeast,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,12.4,,,2500 or more  or no clouds.,,,15.0,0.6,No precipitation,12,,,,
13.01.2020 11:00,7.3,754.9,769.0,,72,Wind blowing from the east,2,,6,100%., ,,,2.8,12.4,,,2500 or more  or no clouds.,,,8.0,2.6,No precipitation,6,,,,
13.01.2020 08:00,3.1,752.9,767.1,-0.2,92,Wind blowing from the east,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,2500 or more  or no clouds.,,,5.0,1.9,No precipitation,12,,,,
13.01.2020 05:00,3.9,753.1,767.2,,86,Wind blowing from the north-west,2,,,, ,,,,,,,,,,5.0,1.8,,,,,,
13.01.2020 02:00,4.6,753.4,767.5,0.3,81,Wind blowing from the north-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.4,,,2500 or more  or no clouds.,,,8.0,1.5,No precipitation,12,,,,
12.01.2020 23:00,3.9,753.1,767.2,,87,Wind blowing from the east-southeast,3,,8,,Mist. ,,,2.8,12.4,,,,,,5.0,1.9,No precipitation,6,,,,
12.01.2020 20:00,6.1,753.3,767.5,1.4,79,Wind blowing from the east,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,12.4,,,2500 or more  or no clouds.,,,10.0,2.6,No precipitation,12,,,,
12.01.2020 17:00,10.0,751.9,766.0,,60,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,22.0,2.4,,,,,,
12.01.2020 14:00,10.7,752.1,766.1,-3.4,53,Wind blowing from the south-west,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.7,,,2500 or more  or no clouds.,,,25.0,1.3,No precipitation,12,,,,
12.01.2020 11:00,8.6,755.5,769.6,,64,Wind blowing from the south-west,3,,6,, ,,,2.8,8.8,,,,,,13.0,2.2,No precipitation,6,,,,
12.01.2020 08:00,3.4,755.5,769.7,0.3,94,Wind blowing from the west,2,,5,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,,,,2500 or more  or no clouds.,,,3.6,2.5,No precipitation,12,,,,
12.01.2020 05:00,4.0,755.2,769.3,,88,Wind blowing from the south-west,1,,5,,Mist. ,,,1.6,8.8,,,,,,5.0,2.2,No precipitation,6,,,,
12.01.2020 02:00,3.0,756.0,770.2,-0.4,94,Wind blowing from the east-southeast,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,8.8,,,2500 or more  or no clouds.,,,4.0,2.1,No precipitation,12,,,,
11.01.2020 23:00,3.5,756.4,770.7,,93,Wind blowing from the east-southeast,3,,5,,Mist. ,,,1.5,8.8,,,,,,4.8,2.5,No precipitation,6,,,,
11.01.2020 20:00,5.2,755.8,770.1,0.7,82,Wind blowing from the east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,8.8,,,2500 or more  or no clouds.,,,8.0,2.4,No precipitation,12,,,,
11.01.2020 17:00,7.9,755.1,769.3,,66,Calm  no wind,0,,,90  or more  but not 100%, ,,,1.5,8.8,,,2500 or more  or no clouds.,,,13.0,1.9,No precipitation,6,,,,
11.01.2020 14:00,8.4,755.0,769.2,-2.4,62,Wind blowing from the west-northwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,8.7,,,2500 or more  or no clouds.,,,11.0,1.5,0.5,12,,,,
11.01.2020 11:00,5.2,757.4,771.7,,97,Wind blowing from the north-west,2,,7,60%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,5.2,,,2500 or more  or no clouds.,,,5.0,4.8,No precipitation,6,,,,
11.01.2020 08:00,1.8,756.6,770.9,1.0,99,Wind blowing from the west,3,,7,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,2.6,,,200-300,,,0.2,1.7,2.0,12,,,,
11.01.2020 05:00,1.6,755.6,769.9,,98,Wind blowing from the north-northwest,2,,7,,Rain and snow or ice pellets not falling as shower(s). ,,,1.4,2.6,,,,,,0.9,1.3,1.0,6,,,,
11.01.2020 02:00,1.6,755.6,769.9,-0.2,97,Wind blowing from the north-northwest,3,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,2.6,,,2500 or more  or no clouds.,,,0.4,1.2,1.0,12,,,,
10.01.2020 23:00,2.1,755.8,770.1,,94,Wind blowing from the north-northwest,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.4,2.6,,,,,,1.1,1.2,0.6,6,,,,
10.01.2020 20:00,2.4,755.2,769.5,1.2,91,Wind blowing from the north-northwest,1,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,2.6,,,1000-1500,,,4.3,1.1,5.0,12,,,,
10.01.2020 17:00,2.5,754.0,768.4,,94,Wind blowing from the east-northeast,0,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,2.6,,,1000-1500,,,2.9,1.6,0.6,6,,,,
10.01.2020 14:00,2.5,753.7,767.9,,99,Wind blowing from the north,3,,8,100%.,Mist. ,Rain.,Drizzle.,1.4,2.5,,,300-600,,,2.5,2.4,14.0,12,,,,
10.01.2020 11:00,2.1,755.7,770.0,,99,Wind blowing from the north-northwest,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.4,2.5,,,200-300,,,0.4,2.0,8.0,6,,,,
10.01.2020 08:00,1.5,754.5,768.8,0.8,99,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,2.5,,,200-300,,,0.9,1.4,13.0,12,,,,
10.01.2020 05:00,1.5,753.7,768.1,,98,Wind blowing from the north,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.5,2.5,,,,,,0.6,1.2,9.0,6,,,,
10.01.2020 02:00,1.9,754.7,769.0,-0.7,98,Wind blowing from the north-northwest,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,1.9,2.5,,,2500 or more  or no clouds.,,,0.4,1.6,4.0,12,,,,
