Local time in Xining,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 14:00,-1.7,571.4,773.4,-1.8,56,Wind blowing from the south,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,0.1,,,2500 or more  or no clouds.,,,7.0,-9.5,0.1,12,,,,
24.01.2020 11:00,-7.1,573.2,777.4,,85,Wind blowing from the west,3,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,2.8,-9.2,,,,,,
24.01.2020 08:00,-9.0,572.3,776.2,0.6,91,Wind blowing from the west-southwest,1,,13,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,0.1,,,2500 or more  or no clouds.,,,5.0,-10.2,0.6,12,,,,
24.01.2020 05:00,-7.8,571.7,773.5,,89,Wind blowing from the east-northeast,1,,,,Mist. ,,,-9.6,0.1,,,,,,5.0,-9.3,0.6,6,,,,
24.01.2020 02:00,-6.8,571.7,773.4,0.4,91,Wind blowing from the east,1,,13,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,0.1,,,2500 or more  or no clouds.,,,1.6,-8.0,0.5,12,,,,
23.01.2020 23:00,-5.0,571.3,774.3,,63,Wind blowing from the south-east,4,,,, ,,,,,,,,,,12.0,-11.1,,,,,,
23.01.2020 20:00,-3.2,569.5,772.3,1.9,49,Wind blowing from the south-east,8,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,0.3,,,2500 or more  or no clouds.,,,11.0,-12.4,No precipitation,12,,,,
23.01.2020 17:00,0.1,567.6,767.2,,36,Wind blowing from the south-southeast,2,,6,70 – 80%., ,,,-9.6,4.6,,,2500 or more  or no clouds.,,,12.0,-13.2,No precipitation,6,,,,
23.01.2020 14:00,-0.8,568.2,767.8,-1.5,40,Wind blowing from the east-southeast,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,5.3,,,2500 or more  or no clouds.,,,9.0,-12.7,No precipitation,12,,,,
23.01.2020 11:00,-5.8,569.7,771.4,,56,Wind blowing from the north-east,3,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,,,,,,,5.0,-13.2,No precipitation,6,,,,
23.01.2020 08:00,-8.8,568.8,769.9,0.6,69,Wind blowing from the north-northeast,1,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,5.3,,,2500 or more  or no clouds.,,,7.0,-13.6,No precipitation,12,,,,
23.01.2020 05:00,-6.4,568.2,766.4,,58,Wind blowing from the south-southeast,3,,12,, ,,,-11.7,5.3,,,,,,9.0,-13.3,No precipitation,6,,,,
23.01.2020 02:00,-4.9,568.3,767.0,0.7,57,Wind blowing from the south,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,5.3,,,2500 or more  or no clouds.,,,8.0,-12.3,No precipitation,12,,,,
22.01.2020 23:00,-3.4,567.6,768.3,,49,Wind blowing from the south-east,5,,,, ,,,,,,,,,,8.0,-12.6,,,,,,
22.01.2020 20:00,0.3,566.2,767.5,1.1,22,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,5.3,,,,,,21.0,-18.9,No precipitation,12,,,,
22.01.2020 17:00,4.2,565.1,763.6,,16,Wind blowing from the east,2,,4,no clouds, ,,,-11.7,5.3,,,,,,21.0,-19.4,No precipitation,6,,,,
22.01.2020 14:00,1.7,565.8,764.3,-1.8,26,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,4.7,,,,,,9.0,-15.8,No precipitation,12,,,,
22.01.2020 11:00,-5.4,567.6,768.4,,46,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,6.0,-15.2,,,,,,
22.01.2020 08:00,-11.6,567.0,768.7,0.4,74,Wind blowing from the east-northeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,4.7,,,600-1000,,,4.3,-15.3,No precipitation,12,,,,
22.01.2020 05:00,-9.7,566.6,765.7,,66,Wind blowing from the north-northeast,2,,7,,Haze. ,,,-11.6,4.7,,,,,,7.0,-15.0,No precipitation,6,,,,
22.01.2020 02:00,-6.5,566.7,765.7,0.1,58,Wind blowing from the north,0,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,4.7,,,2500 or more  or no clouds.,,,6.0,-13.4,No precipitation,12,,,,
21.01.2020 23:00,-3.2,566.6,767.3,,36,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,11.0,-16.2,,,,,,
21.01.2020 20:00,-0.1,565.5,766.6,1.4,20,Wind blowing from the north,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,4.7,,,600-1000,,,26.0,-20.4,No precipitation,12,,,,
21.01.2020 17:00,3.9,564.1,762.7,,21,Wind blowing from the east-northeast,2,,6,40%., ,,,-11.6,4.0,,,2500 or more  or no clouds.,,,20.0,-16.4,No precipitation,6,,,,
21.01.2020 14:00,1.4,564.6,763.3,-2.0,31,Wind blowing from the east-northeast,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.6,,,600-1000,,,8.0,-13.9,No precipitation,12,,,,
21.01.2020 11:00,-6.3,566.6,768.2,,58,Wind blowing from the east-northeast,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,3.6,-13.2,,,,,,
21.01.2020 08:00,-11.2,565.8,768.3,0.6,82,Wind blowing from the north,0,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-0.2,,,600-1000,,,2.6,-13.7,No precipitation,12,,,,
21.01.2020 05:00,-10.4,565.2,766.2,,77,Wind blowing from the north-east,1,,7,,Haze. ,,,-10.5,-0.2,,,,,,3.4,-13.7,No precipitation,6,,,,
21.01.2020 02:00,-7.6,565.6,766.6,-0.2,66,Wind blowing from the north-northwest,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-0.2,,,2500 or more  or no clouds.,,,4.5,-13.0,No precipitation,12,,,,
20.01.2020 23:00,-5.3,565.8,767.8,,62,Wind blowing from the west-northwest,2,,7,,Haze. ,,,-10.4,-0.2,,,,,,4.7,-11.6,No precipitation,6,,,,
20.01.2020 20:00,-3.0,565.2,766.9,,48,Wind blowing from the west,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-0.2,,,600-1000,,,7.0,-12.5,No precipitation,12,,,,
20.01.2020 17:00,-0.8,564.1,764.4,,40,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%, ,,,-10.4,-0.2,,,600-1000,,,9.0,-12.7,No precipitation,6,,,,
20.01.2020 14:00,-3.4,565.2,766.7,-2.4,51,Wind blowing from the north-east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-2.0,,,600-1000,,,4.7,-12.3,No precipitation,12,,,,
20.01.2020 11:00,-8.0,567.6,771.6,,77,Wind blowing from the north-east,2,,5,90  or more  but not 100%, ,,,-10.4,,,,1000-1500,,,2.6,-11.3,No precipitation,6,,,,
20.01.2020 08:00,-10.0,567.6,771.6,-0.1,88,Wind blowing from the south-west,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-2.0,,,2500 or more  or no clouds.,,,3.0,-11.6,Trace of precipitation,12,,,,
20.01.2020 05:00,-9.7,567.7,769.9,,88,Wind blowing from the west-northwest,1,,8,,Mist. ,,,-11.9,-2.0,,,,,,2.6,-11.3,No precipitation,6,,,,
20.01.2020 02:00,-9.0,568.3,771.1,-0.7,83,Wind blowing from the north-west,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-2.0,,,2500 or more  or no clouds.,,,3.1,-11.4,No precipitation,12,,,,
19.01.2020 23:00,-8.4,569.0,773.8,,79,Wind blowing from the east-southeast,3,,8,,Haze. ,,,-11.9,-2.0,,,,,,5.0,-11.4,No precipitation,6,,,,
19.01.2020 20:00,-6.3,568.5,773.7,0.7,64,Wind blowing from the south-east,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-2.0,,,600-1000,,,7.0,-12.0,No precipitation,12,,,,
19.01.2020 17:00,-2.4,567.8,770.3,,45,Wind blowing from the east-southeast,1,,5,40%., ,,,-11.9,-2.0,,,600-1000,,,7.0,-12.7,No precipitation,6,,,,
19.01.2020 14:00,-3.9,568.4,771.1,-1.9,52,Wind blowing from the east,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-2.3,,,600-1000,,,4.9,-12.5,No precipitation,12,,,,
19.01.2020 11:00,-8.5,570.3,775.5,,74,Wind blowing from the north-west,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,3.9,-12.3,,,,,,
19.01.2020 08:00,-11.8,569.9,775.8,0.2,83,Wind blowing from the west-northwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-2.3,,,2500 or more  or no clouds.,,,4.3,-14.2,No precipitation,12,,,,
19.01.2020 05:00,-10.3,569.7,773.4,,80,Wind blowing from the north-northeast,1,,9,,Haze. ,,,-10.6,-2.3,,,,,,6.0,-13.2,No precipitation,6,,,,
19.01.2020 02:00,-8.9,570.5,773.8,-0.7,70,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-2.3,,,2500 or more  or no clouds.,,,8.0,-13.4,No precipitation,12,,,,
18.01.2020 23:00,-8.4,571.2,776.0,,68,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,11.0,-13.4,,,,,,
18.01.2020 20:00,-6.9,570.8,776.1,1.2,59,Wind blowing from the south-east,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-2.3,,,2500 or more  or no clouds.,,,12.0,-13.6,Trace of precipitation,12,,,,
18.01.2020 17:00,-3.7,569.6,773.2,,54,Wind blowing from the south-east,3,,,90  or more  but not 100%, ,,,-10.2,-0.6,,,2500 or more  or no clouds.,,,8.0,-11.7,No precipitation,6,,,,
18.01.2020 14:00,-3.4,570.1,773.3,-1.3,53,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-0.6,,,2500 or more  or no clouds.,,,11.0,-11.6,Trace of precipitation,12,,,,
18.01.2020 11:00,-6.9,571.4,775.2,,72,Wind blowing from the east,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-0.6,,,2500 or more  or no clouds.,,,4.2,-11.1,Trace of precipitation,6,,,,
18.01.2020 08:00,-9.7,570.3,774.1,1.4,82,Wind blowing from the east-northeast,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-0.6,,,2500 or more  or no clouds.,,,2.7,-12.3,No precipitation,12,,,,
18.01.2020 05:00,-10.0,568.9,771.0,,80,Wind blowing from the west,2,,6,,Haze. ,,,-10.8,-0.6,,,,,,3.3,-12.9,No precipitation,6,,,,
18.01.2020 02:00,-9.0,568.5,770.8,-0.3,75,Wind blowing from the north-east,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-0.6,,,2500 or more  or no clouds.,,,2.8,-12.6,No precipitation,12,,,,
17.01.2020 23:00,-5.9,568.8,772.8,,63,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,7.0,-11.8,,,,,,
17.01.2020 20:00,-3.9,568.3,771.7,1.6,55,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-0.6,,,2500 or more  or no clouds.,,,7.0,-11.6,No precipitation,12,,,,
17.01.2020 17:00,-0.8,566.7,768.0,,42,Wind blowing from the south-east,1,,4,10%  or less  but not 0, ,,,-10.8,2.9,,,600-1000,,,8.0,-12.1,No precipitation,6,,,,
17.01.2020 14:00,-2.6,567.9,770.2,-2.4,53,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,3.1,,,2500 or more  or no clouds.,,,4.4,-10.9,No precipitation,12,,,,
17.01.2020 11:00,-9.5,570.3,776.1,,89,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,,,,,600-1000,,,1.3,-11.0,,,,,,
17.01.2020 08:00,-10.4,570.1,775.0,-0.1,92,Wind blowing from the north-east,1,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,,,,2500 or more  or no clouds.,,,1.1,-11.4,No precipitation,12,,,,
17.01.2020 05:00,-10.1,570.2,771.2,,89,Wind blowing from the east-northeast,1,,11,,Mist. ,,,-10.1,3.1,,,,,,2.4,-11.6,No precipitation,6,,,,
17.01.2020 02:00,-9.4,570.3,772.5,0.3,90,Wind blowing from the west-southwest,2,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,3.1,,,2500 or more  or no clouds.,,,2.9,-10.7,No precipitation,12,,,,
16.01.2020 23:00,-8.5,570.0,774.3,,89,Wind blowing from the south,3,,11,,Mist. ,,,-9.5,3.1,,,,,,3.2,-10.0,No precipitation,6,,,,
16.01.2020 20:00,-6.0,568.3,772.0,1.5,77,Wind blowing from the south-southeast,6,,10,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,3.1,,,2500 or more  or no clouds.,,,4.3,-9.5,No precipitation,12,,,,
16.01.2020 17:00,2.9,566.8,765.3,,34,Wind blowing from the south-east,3,,6,no clouds, ,,,-9.5,3.1,,,,,,5.0,-11.4,No precipitation,6,,,,
16.01.2020 14:00,-0.4,567.5,767.5,-2.2,51,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-0.4,,,,,,3.3,-9.5,No precipitation,12,,,,
16.01.2020 11:00,-6.4,569.7,773.0,,70,Wind blowing from the north-northeast,3,,,no clouds, ,,,,,,,,,,2.2,-11.0,,,,,,
16.01.2020 08:00,-9.0,569.1,772.8,0.6,80,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-3.5,,,2500 or more  or no clouds.,,,2.2,-11.8,No precipitation,12,,,,
16.01.2020 05:00,-6.8,568.5,770.4,,83,Wind blowing from the north,1,,4,,Mist. ,,,-8.5,-3.5,,,,,,2.6,-9.2,No precipitation,6,,,,
16.01.2020 02:00,-6.8,569.1,771.8,-0.5,83,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-3.5,,,2500 or more  or no clouds.,,,2.9,-9.2,No precipitation,12,,,,
15.01.2020 23:00,-6.7,569.6,773.0,,83,Wind blowing from the east-northeast,1,,8,,Mist. ,,,-8.5,-3.5,,,,,,3.6,-9.1,No precipitation,6,,,,
15.01.2020 20:00,-5.4,569.1,772.3,1.7,78,Wind blowing from the east-northeast,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-0.3,,,2500 or more  or no clouds.,,,4.3,-8.6,No precipitation,12,,,,
15.01.2020 17:00,-3.8,567.4,769.1,,70,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,5.0,-8.6,,,,,,
15.01.2020 14:00,-5.2,566.7,767.8,-0.2,76,Wind blowing from the north-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,,,,2500 or more  or no clouds.,,,3.4,-8.9,No precipitation,12,,,,
15.01.2020 11:00,-6.7,566.9,768.3,,83,Wind blowing from the east-southeast,5,,,100%., ,,,,,,,2500 or more  or no clouds.,,,3.4,-9.1,,,,,,
15.01.2020 08:00,-8.1,565.2,765.0,0.8,88,Wind blowing from the south-southeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,4.8,,,1000-1500,,,3.0,-9.7,No precipitation,12,,,,
15.01.2020 05:00,-7.3,564.4,761.5,,80,Wind blowing from the south-east,2,,11,,Haze. ,,,-11.7,4.8,,,,,,3.6,-10.2,No precipitation,6,,,,
15.01.2020 02:00,-5.3,564.9,762.6,0.2,70,Wind blowing from the south-east,1,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,4.8,,,2500 or more  or no clouds.,,,4.7,-9.9,No precipitation,12,,,,
14.01.2020 23:00,-4.1,564.7,765.1,,61,Wind blowing from the south-southeast,5,,11,,Haze. ,,,-11.7,4.8,,,,,,7.0,-10.5,No precipitation,6,,,,
14.01.2020 20:00,-0.3,563.1,763.4,2.1,45,Wind blowing from the south-southeast,4,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,4.8,,,2500 or more  or no clouds.,,,8.0,-10.8,No precipitation,12,,,,
14.01.2020 17:00,4.6,561.0,758.2,,28,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%, ,,,-11.7,4.8,,,600-1000,,,9.0,-12.3,No precipitation,6,,,,
14.01.2020 14:00,1.4,561.6,759.7,-2.2,35,Wind blowing from the east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.4,,,600-1000,,,4.6,-12.7,No precipitation,12,,,,
14.01.2020 11:00,-6.2,563.8,764.2,,61,Wind blowing from the east,2,,6,20–30%., ,,,-11.7,0.2,,,600-1000,,,2.5,-12.5,No precipitation,6,,,,
14.01.2020 08:00,-11.0,564.5,766.4,-0.9,87,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,0.2,,,1000-1500,,,2.3,-12.7,No precipitation,12,,,,
14.01.2020 05:00,-10.3,565.4,766.0,,81,Wind blowing from the east-northeast,1,,6,,Mist. ,,,-11.6,0.2,,,,,,3.4,-12.9,No precipitation,6,,,,
14.01.2020 02:00,-8.8,566.4,767.7,-0.6,76,Wind blowing from the west,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,0.2,,,2500 or more  or no clouds.,,,3.4,-12.3,No precipitation,12,,,,
13.01.2020 23:00,-5.0,567.0,769.3,,60,Wind blowing from the south,3,,,, ,,,,,,,,,,9.0,-11.6,,,,,,
13.01.2020 20:00,-3.0,565.9,768.4,1.0,48,Wind blowing from the south,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,0.2,,,2500 or more  or no clouds.,,,7.0,-12.5,No precipitation,12,,,,
13.01.2020 17:00,0.1,564.9,765.4,,39,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%, ,,,-11.6,0.9,,,600-1000,,,10.0,-12.5,No precipitation,6,,,,
13.01.2020 14:00,-2.4,565.4,766.2,-1.7,47,Wind blowing from the east,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.9,,,2500 or more  or no clouds.,,,8.0,-12.4,No precipitation,12,,,,
13.01.2020 11:00,-7.9,567.1,770.1,,61,Wind blowing from the east-northeast,2,,,no clouds, ,,,,,,,,,,5.0,-14.1,,,,,,
13.01.2020 08:00,-11.3,566.7,770.1,0.6,82,Wind blowing from the west,1,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,1.9,,,2500 or more  or no clouds.,,,6.0,-13.8,No precipitation,12,,,,
13.01.2020 05:00,-10.4,566.1,766.8,,76,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,8.0,-13.8,,,,,,
13.01.2020 02:00,-8.3,565.8,765.9,0.0,69,Wind blowing from the east-southeast,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.9,,,2500 or more  or no clouds.,,,9.0,-13.1,No precipitation,12,,,,
12.01.2020 23:00,-6.4,565.8,767.8,,62,Wind blowing from the south-southeast,7,,,, ,,,,,,,,,,11.0,-12.5,,,,,,
12.01.2020 20:00,-4.5,564.9,767.3,0.9,49,Wind blowing from the south,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.9,,,,,,15.0,-13.6,No precipitation,12,,,,
12.01.2020 17:00,0.7,564.0,763.3,,28,Wind blowing from the east-southeast,3,,9,10%  or less  but not 0, ,,,-11.1,1.9,,,600-1000,,,22.0,-15.7,No precipitation,6,,,,
12.01.2020 14:00,-0.2,565.2,765.4,-2.4,31,Wind blowing from the east-southeast,3,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,0.3,,,2500 or more  or no clouds.,,,20.0,-15.3,No precipitation,12,,,,
12.01.2020 11:00,-6.9,567.6,770.5,,57,Wind blowing from the east-northeast,2,,5,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,,,,2500 or more  or no clouds.,,,4.6,-14.0,No precipitation,6,,,,
12.01.2020 08:00,-10.5,566.5,769.4,0.7,72,Wind blowing from the east,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,0.3,,,,,,7.0,-14.7,No precipitation,12,,,,
12.01.2020 05:00,-8.9,565.8,765.9,,59,Wind blowing from the east-northeast,1,,5,, ,,,-14.8,0.3,,,,,,8.0,-15.5,No precipitation,6,,,,
12.01.2020 02:00,-9.1,566.3,768.0,-0.8,64,Wind blowing from the south-southeast,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,0.3,,,2500 or more  or no clouds.,,,7.0,-14.7,No precipitation,12,,,,
11.01.2020 23:00,-7.0,567.1,771.2,,58,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,10.0,-13.9,,,,,,
11.01.2020 20:00,-4.1,566.8,771.7,0.5,45,Wind blowing from the west,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,0.3,,,2500 or more  or no clouds.,,,12.0,-14.3,No precipitation,12,,,,
11.01.2020 17:00,0.1,566.3,768.0,,29,Wind blowing from the east-northeast,0,,5,10%  or less  but not 0, ,,,-14.8,0.3,,,2500 or more  or no clouds.,,,13.0,-15.8,No precipitation,6,,,,
11.01.2020 14:00,-2.9,566.8,769.3,-2.2,44,Wind blowing from the east-northeast,2,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-2.7,,,2500 or more  or no clouds.,,,4.5,-13.7,No precipitation,12,,,,
11.01.2020 11:00,-9.9,569.0,774.4,,84,Wind blowing from the east-northeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-3.3,,,,,,1.9,-12.1,No precipitation,6,,,,
11.01.2020 08:00,-14.7,568.8,775.4,-0.1,88,Wind blowing from the west,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-3.3,,,2500 or more  or no clouds.,,,1.4,-16.2,No precipitation,12,,,,
