Local time in Dunhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 23:00,-2.7,673.8,778.0,,48,Wind blowing from the south-west,4,,,, ,,,,,,,,,,18.0,-12.4,,,,,,
23.01.2020 20:00,-3.3,672.8,778.2,1.2,50,Wind blowing from the north,0,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,3.5,,,2500 or more  or no clouds.,,,11.0,-12.4,No precipitation,12,,,,
23.01.2020 17:00,3.0,671.6,775.6,,30,Wind blowing from the west-northwest,2,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,29.0,-13.2,,,,,,
23.01.2020 14:00,0.1,671.4,775.5,0.1,37,Wind blowing from the east-northeast,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,1.8,,,2500 or more  or no clouds.,,,22.0,-13.1,No precipitation,12,,,,
23.01.2020 11:00,-7.0,671.3,776.2,,65,Wind blowing from the north-northeast,2,,,no clouds, ,,,,,,,,,,6.0,-12.6,,,,,,
23.01.2020 08:00,-13.0,670.0,774.6,0.6,81,Wind blowing from the north,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.8,,,2500 or more  or no clouds.,,,11.0,-15.6,No precipitation,12,,,,
23.01.2020 05:00,-13.3,669.4,773.3,,79,Wind blowing from the south-southeast,1,,5,, ,,,-15.2,1.8,,,,,,7.0,-16.2,No precipitation,6,,,,
23.01.2020 02:00,-11.5,669.6,773.5,-0.2,80,Wind blowing from the east,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.8,,,2500 or more  or no clouds.,,,4.4,-14.3,No precipitation,12,,,,
22.01.2020 23:00,-8.4,669.8,774.4,,69,Wind blowing from the north-east,0,,6,,Haze. ,,,-15.2,1.8,,,,,,4.9,-13.2,No precipitation,6,,,,
22.01.2020 20:00,-1.9,670.0,775.0,0.6,49,Wind blowing from the west,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.8,,,2500 or more  or no clouds.,,,18.0,-11.4,No precipitation,12,,,,
22.01.2020 17:00,1.2,669.4,773.3,,39,Wind blowing from the west,3,,6,50%., ,,,-15.2,1.8,,,2500 or more  or no clouds.,,,24.0,-11.5,No precipitation,6,,,,
22.01.2020 14:00,-0.2,669.7,773.8,-0.3,42,Wind blowing from the west,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,0.1,,,2500 or more  or no clouds.,,,19.0,-11.8,No precipitation,12,,,,
22.01.2020 11:00,-6.6,670.0,774.8,,72,Wind blowing from the west-northwest,1,,,no clouds, ,,,,,,,,,,8.0,-10.9,,,,,,
22.01.2020 08:00,-14.6,668.0,772.9,1.0,81,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,0.1,,,,,,8.0,-17.2,No precipitation,12,,,,
22.01.2020 05:00,-13.4,667.0,770.9,,82,Wind blowing from the east-northeast,1,,5,, ,,,-13.6,0.1,,,,,,10.0,-15.9,No precipitation,6,,,,
22.01.2020 02:00,-12.2,667.6,771.7,-0.7,83,Wind blowing from the east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,0.1,,,2500 or more  or no clouds.,,,5.0,-14.5,No precipitation,12,,,,
21.01.2020 23:00,-9.4,668.3,772.4,,73,Calm  no wind,0,,,,Haze. ,,,-9.4,0.1,,,,,,5.0,-13.4,No precipitation,6,,,,
21.01.2020 20:00,-2.7,668.4,771.6,0.9,52,Wind blowing from the west,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,0.1,,,2500 or more  or no clouds.,,,17.0,-11.4,No precipitation,12,,,,
21.01.2020 17:00,-0.4,667.5,769.9,,45,Wind blowing from the west,3,,7,10%  or less  but not 0, ,,,-8.6,0.7,,,2500 or more  or no clouds.,,,22.0,-11.1,No precipitation,6,,,,
21.01.2020 14:00,-1.9,667.9,770.8,-0.7,52,Wind blowing from the west,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,1.0,,,2500 or more  or no clouds.,,,21.0,-10.6,No precipitation,12,,,,
21.01.2020 11:00,-4.3,668.6,772.6,,63,Wind blowing from the south-west,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,16.0,-10.4,,,,,,
21.01.2020 08:00,-6.4,668.0,771.7,1.5,68,Wind blowing from the south-west,4,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,21.0,-11.4,No precipitation,12,,,,
21.01.2020 05:00,-5.8,666.5,768.7,,65,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,20.0,-11.4,,,,,,
21.01.2020 02:00,-5.9,666.0,768.5,-0.1,65,Wind blowing from the west-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,1.0,,,2500 or more  or no clouds.,,,15.0,-11.5,No precipitation,12,,,,
20.01.2020 23:00,-8.2,666.1,770.3,,74,Wind blowing from the west,2,,4,,Haze. ,,,-14.5,1.0,,,,,,6.0,-12.1,No precipitation,6,,,,
20.01.2020 20:00,-5.1,665.8,770.8,,64,Wind blowing from the north-east,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,1.0,,,2500 or more  or no clouds.,,,15.0,-11.0,No precipitation,12,,,,
20.01.2020 17:00,0.5,665.5,768.9,,45,Wind blowing from the east,1,,4,no clouds, ,,,-14.5,1.0,,,,,,19.0,-10.3,No precipitation,6,,,,
20.01.2020 14:00,-1.7,666.4,770.1,-1.2,52,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,0.9,,,,,,17.0,-10.4,No precipitation,12,,,,
20.01.2020 11:00,-7.7,667.6,771.9,,78,Wind blowing from the north,1,,2,no clouds, ,,,-14.5,0.9,,,,,,7.0,-10.9,No precipitation,6,,,,
20.01.2020 08:00,-14.1,667.6,772.3,-0.4,84,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,0.9,,,,,,7.0,-16.3,No precipitation,12,,,,
20.01.2020 05:00,-13.0,668.0,771.9,,84,Wind blowing from the east-southeast,1,,5,,Mist. ,,,-13.7,0.9,,,,,,5.0,-15.2,No precipitation,6,,,,
20.01.2020 02:00,-11.4,668.8,772.9,-1.2,83,Wind blowing from the south,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.9,,,2500 or more  or no clouds.,,,5.0,-13.8,No precipitation,12,,,,
19.01.2020 23:00,-7.5,670.0,774.4,,74,Wind blowing from the south-west,1,,5,, ,,,-13.7,0.9,,,,,,10.0,-11.4,No precipitation,6,,,,
19.01.2020 20:00,-2.5,671.0,776.0,0.1,57,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.9,,,,,,18.0,-10.0,No precipitation,12,,,,
19.01.2020 17:00,0.5,670.9,775.0,,44,Wind blowing from the west,2,,5,no clouds, ,,,-13.7,0.9,,,,,,22.0,-10.6,No precipitation,6,,,,
19.01.2020 14:00,-1.3,671.8,776.0,-1.5,53,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.9,,,,,,18.0,-9.8,No precipitation,12,,,,
19.01.2020 11:00,-6.2,673.3,777.3,,76,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,6.0,-9.8,,,,,,
19.01.2020 08:00,-13.3,672.8,778.6,0.2,86,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,0.9,,,,,,10.0,-15.2,No precipitation,12,,,,
19.01.2020 05:00,-12.3,672.6,776.9,,87,Wind blowing from the east,1,,,, ,,,-12.6,0.9,,,,,,8.0,-14.1,No precipitation,6,,,,
19.01.2020 02:00,-10.0,673.3,777.7,-1.0,79,Wind blowing from the south-east,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.9,,,2500 or more  or no clouds.,,,6.0,-13.0,No precipitation,12,,,,
18.01.2020 23:00,-3.4,674.3,778.3,,60,Wind blowing from the south-west,2,,5,, ,,,-11.9,0.9,,,,,,19.0,-10.2,No precipitation,6,,,,
18.01.2020 20:00,-4.7,674.4,779.2,-0.1,70,Wind blowing from the south,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.9,,,,,,17.0,-9.4,No precipitation,12,,,,
18.01.2020 17:00,0.7,674.5,777.9,,46,Wind blowing from the south-southeast,1,,7,no clouds, ,,,-11.9,0.9,,,,,,23.0,-9.8,No precipitation,6,,,,
18.01.2020 14:00,-1.3,675.9,779.8,-1.6,54,Wind blowing from the south-southeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.9,,,,,,20.0,-9.6,0.6,12,,,,
18.01.2020 11:00,-4.8,677.5,782.2,,66,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,9.0,-10.3,,,,,,
18.01.2020 08:00,-8.0,677.4,782.0,0.0,78,Wind blowing from the west-southwest,1,,11,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.9,,,2500 or more  or no clouds.,,,18.0,-11.2,0.9,12,,,,
18.01.2020 05:00,-6.4,677.4,781.3,,84,Wind blowing from the west-southwest,4,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,-13.0,0.9,,,,,,10.0,-8.7,0.7,6,,,,
18.01.2020 02:00,-5.9,677.3,781.4,0.7,87,Wind blowing from the west-southwest,4,,11,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,0.9,,,2500 or more  or no clouds.,,,4.2,-7.8,0.3,12,,,,
17.01.2020 23:00,-4.5,676.6,781.3,,87,Wind blowing from the west-southwest,4,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,-13.0,0.9,,,,,,5.0,-6.4,0.1,6,,,,
17.01.2020 20:00,-1.2,674.8,779.9,2.7,48,Wind blowing from the west-southwest,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,0.9,,,2500 or more  or no clouds.,,,20.0,-11.0,No precipitation,12,,,,
17.01.2020 17:00,0.7,672.1,776.2,,42,Wind blowing from the west-northwest,3,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,20.0,-11.0,,,,,,
17.01.2020 14:00,-0.8,670.7,774.9,-0.5,46,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.2,,,2500 or more  or no clouds.,,,18.0,-11.2,No precipitation,12,,,,
17.01.2020 11:00,-6.1,671.2,776.1,,66,Wind blowing from the west-northwest,1,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-11.5,,,,,,
17.01.2020 08:00,-12.6,670.2,775.3,0.5,81,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.2,,,2500 or more  or no clouds.,,,6.0,-15.2,No precipitation,12,,,,
17.01.2020 05:00,-11.6,669.7,773.5,,81,Wind blowing from the north-northwest,1,,2,,Mist. ,,,-13.0,1.2,,,,,,6.0,-14.3,No precipitation,6,,,,
17.01.2020 02:00,-11.3,669.9,774.1,-0.7,75,Wind blowing from the east-southeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.2,,,2500 or more  or no clouds.,,,4.1,-14.9,No precipitation,12,,,,
16.01.2020 23:00,-8.9,670.6,775.9,,68,Wind blowing from the south,1,,3,,Haze. ,,,-13.0,1.2,,,,,,3.1,-13.8,No precipitation,6,,,,
16.01.2020 20:00,-4.6,670.9,776.2,0.3,57,Wind blowing from the north,0,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.2,,,2500 or more  or no clouds.,,,12.0,-12.0,No precipitation,12,,,,
16.01.2020 17:00,0.7,670.6,774.6,,41,Wind blowing from the north,1,,3,70 – 80%., ,,,-13.0,1.1,,,2500 or more  or no clouds.,,,15.0,-11.3,No precipitation,6,,,,
16.01.2020 14:00,-1.6,671.2,775.3,-1.0,49,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,0.8,,,2500 or more  or no clouds.,,,12.0,-11.1,No precipitation,12,,,,
16.01.2020 11:00,-8.5,672.2,776.8,,81,Wind blowing from the south-southeast,0,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,7.0,-11.2,,,,,,
16.01.2020 08:00,-12.4,671.5,776.5,0.3,83,Wind blowing from the south,0,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,0.8,,,2500 or more  or no clouds.,,,8.0,-14.7,No precipitation,12,,,,
16.01.2020 05:00,-11.8,671.2,775.3,,80,Wind blowing from the north-northeast,1,,8,, ,,,-11.8,0.8,,,,,,9.0,-14.6,No precipitation,6,,,,
16.01.2020 02:00,-10.3,671.3,775.5,-0.9,79,Wind blowing from the east,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,0.8,,,2500 or more  or no clouds.,,,6.0,-13.3,No precipitation,12,,,,
15.01.2020 23:00,-4.6,672.2,776.4,,65,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,14.0,-10.3,,,,,,
15.01.2020 20:00,-3.1,672.0,775.8,1.4,56,Wind blowing from the west,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,0.8,,,2500 or more  or no clouds.,,,15.0,-10.8,No precipitation,12,,,,
15.01.2020 17:00,0.0,670.6,773.5,,41,Wind blowing from the west,4,,,60%., ,,,,,,,2500 or more  or no clouds.,,,16.0,-11.9,,,,,,
15.01.2020 14:00,-1.3,670.1,773.5,-0.5,40,Wind blowing from the west-northwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,-1.3,,,2500 or more  or no clouds.,,,12.0,-13.4,No precipitation,12,,,,
15.01.2020 11:00,-6.2,670.6,774.6,,58,Wind blowing from the east-southeast,0,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-13.2,,,,,,
15.01.2020 08:00,-6.1,669.6,772.9,0.9,53,Wind blowing from the west,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-2.3,,,2500 or more  or no clouds.,,,12.0,-14.3,No precipitation,12,,,,
15.01.2020 05:00,-6.5,668.7,772.0,,57,Wind blowing from the south,1,,,, ,,,,,,,,,,11.0,-13.7,,,,,,
15.01.2020 02:00,-7.1,667.9,771.5,-0.1,57,Wind blowing from the south-east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-2.3,,,2500 or more  or no clouds.,,,11.0,-14.3,No precipitation,12,,,,
14.01.2020 23:00,-5.4,668.0,771.7,,50,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,15.0,-14.4,,,,,,
14.01.2020 20:00,-2.8,667.7,771.7,2.1,42,Wind blowing from the west,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-2.3,,,2500 or more  or no clouds.,,,16.0,-14.1,No precipitation,12,,,,
14.01.2020 17:00,-2.7,665.6,768.8,,42,Wind blowing from the west,5,,,100%., ,,,,,,,2500 or more  or no clouds.,,,16.0,-14.1,,,,,,
14.01.2020 14:00,-4.6,663.6,766.6,0.8,46,Wind blowing from the west-southwest,7,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-2.1,,,2500 or more  or no clouds.,,,10.0,-14.7,No precipitation,12,,,,
14.01.2020 11:00,-6.4,662.8,765.8,,54,Wind blowing from the west-southwest,3,,,40%., ,,,,,,,2500 or more  or no clouds.,,,13.0,-14.3,,,,,,
14.01.2020 08:00,-10.3,660.4,763.7,0.5,66,Wind blowing from the south-west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.1,,,2500 or more  or no clouds.,,,13.0,-15.5,No precipitation,12,,,,
14.01.2020 05:00,-8.4,659.9,762.1,,59,Calm  no wind,0,,,, ,,,-11.7,-2.1,,,,,,16.0,-15.1,No precipitation,6,,,,
14.01.2020 02:00,-6.9,661.1,763.3,-0.2,54,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.1,,,2500 or more  or no clouds.,,,13.0,-14.8,No precipitation,12,,,,
13.01.2020 23:00,-6.1,661.3,764.5,,53,Wind blowing from the east-northeast,2,,6,, ,,,-11.7,-2.1,,,,,,14.0,-14.3,No precipitation,6,,,,
13.01.2020 20:00,-5.3,663.0,766.9,0.6,49,Wind blowing from the north,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.1,,,,,,13.0,-14.5,No precipitation,12,,,,
13.01.2020 17:00,-2.4,662.4,765.1,,41,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,-11.7,2.2,,,2500 or more  or no clouds.,,,14.0,-14.1,No precipitation,6,,,,
13.01.2020 14:00,-2.8,663.9,766.6,-1.9,46,Wind blowing from the west-southwest,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,2.2,,,2500 or more  or no clouds.,,,12.0,-13.0,No precipitation,12,,,,
13.01.2020 11:00,-8.5,665.8,769.7,,58,Calm  no wind,0,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,13.0,-15.4,,,,,,
13.01.2020 08:00,-11.4,664.3,767.8,0.3,67,Wind blowing from the north,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,2.2,,,2500 or more  or no clouds.,,,15.0,-16.4,No precipitation,12,,,,
13.01.2020 05:00,-9.2,664.0,766.2,,60,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,17.0,-15.7,,,,,,
13.01.2020 02:00,-7.6,663.9,766.3,-1.1,58,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,2.2,,,2500 or more  or no clouds.,,,16.0,-14.6,No precipitation,12,,,,
12.01.2020 23:00,-5.8,665.0,768.4,,51,Wind blowing from the north-east,2,,8,, ,,,-13.2,2.2,,,,,,18.0,-14.5,No precipitation,6,,,,
12.01.2020 20:00,-2.2,665.3,769.3,0.1,41,Wind blowing from the east,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,2.2,,,2500 or more  or no clouds.,,,17.0,-13.9,No precipitation,12,,,,
12.01.2020 17:00,2.0,665.2,767.8,,34,Wind blowing from the east-northeast,4,,8,10%  or less  but not 0, ,,,-13.2,2.1,,,2500 or more  or no clouds.,,,21.0,-12.2,No precipitation,6,,,,
12.01.2020 14:00,-1.4,666.2,768.7,-2.6,45,Wind blowing from the east,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,1.2,,,,,,19.0,-12.0,No precipitation,12,,,,
12.01.2020 11:00,-6.8,668.8,772.3,,65,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,11.0,-12.4,,,,,,
12.01.2020 08:00,-13.1,668.7,773.2,-0.4,81,Wind blowing from the north-east,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,1.2,,,2500 or more  or no clouds.,,,9.0,-15.7,No precipitation,12,,,,
12.01.2020 05:00,-11.0,669.1,772.8,,74,Wind blowing from the north,1,,7,, ,,,-11.2,1.2,,,,,,10.0,-14.8,No precipitation,6,,,,
12.01.2020 02:00,-5.5,669.7,772.6,-0.4,59,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.2,,,2500 or more  or no clouds.,,,15.0,-12.4,No precipitation,12,,,,
11.01.2020 23:00,-3.5,670.1,773.5,,50,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,20.0,-12.6,,,,,,
11.01.2020 20:00,-1.9,669.4,773.0,0.8,43,Wind blowing from the west,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.2,,,2500 or more  or no clouds.,,,22.0,-13.0,No precipitation,12,,,,
11.01.2020 17:00,0.0,668.6,771.7,,38,Wind blowing from the west,4,,,100%., ,,,,,,,2500 or more  or no clouds.,,,22.0,-12.9,,,,,,
11.01.2020 14:00,-0.6,667.8,770.5,-0.9,40,Wind blowing from the west,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,2.6,,,2500 or more  or no clouds.,,,22.0,-12.8,No precipitation,12,,,,
11.01.2020 11:00,-5.0,668.7,772.0,,53,Wind blowing from the west,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,14.0,-13.3,,,,,,
11.01.2020 08:00,-8.8,667.6,770.9,0.7,65,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,2.6,,,2500 or more  or no clouds.,,,13.0,-14.3,No precipitation,12,,,,
11.01.2020 05:00,-8.4,666.9,769.3,,65,Wind blowing from the south,1,,3,, ,,,-10.8,2.6,,,,,,9.0,-13.9,No precipitation,6,,,,
11.01.2020 02:00,-6.3,666.9,769.2,-0.2,59,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,2.6,,,2500 or more  or no clouds.,,,13.0,-13.1,No precipitation,12,,,,
10.01.2020 23:00,-4.2,667.1,770.5,,51,Wind blowing from the east-northeast,1,,,, ,,,-10.8,2.6,,,,,,11.0,-13.0,No precipitation,6,,,,
10.01.2020 20:00,-1.7,668.2,771.7,-0.1,43,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,2.6,,,2500 or more  or no clouds.,,,8.0,-12.9,No precipitation,12,,,,
10.01.2020 17:00,1.7,668.3,770.8,,32,Wind blowing from the north-east,2,,4,70 – 80%., ,,,-10.8,2.6,,,2500 or more  or no clouds.,,,19.0,-13.2,No precipitation,6,,,,
10.01.2020 14:00,0.5,668.9,771.7,-1.5,37,Wind blowing from the north-west,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,1.2,,,2500 or more  or no clouds.,,,20.0,-12.8,No precipitation,12,,,,
10.01.2020 11:00,-6.7,670.4,774.2,,63,Wind blowing from the north-east,0,,,60%., ,,,,,,,2500 or more  or no clouds.,,,3.3,-12.7,,,,,,
10.01.2020 08:00,-9.3,670.2,774.3,-0.4,66,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-0.5,,,2500 or more  or no clouds.,,,11.0,-14.6,No precipitation,12,,,,
