Local time in Dongfang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.01.2020 02:00,19.7,759.7,760.5,,88,Wind blowing from the north-northeast,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,28.1,,,2500 or more  or no clouds.,,,26.0,17.7,No precipitation,12,,,,
25.01.2020 23:00,21.7,759.6,760.3,,87,Wind blowing from the north-northeast,5,,11,, ,,,20.2,28.1,,,,,,22.0,19.4,No precipitation,6,,,,
25.01.2020 20:00,23.8,757.9,758.6,,84,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,28.1,,,600-1000,,,20.0,20.9,No precipitation,12,,,,
25.01.2020 17:00,25.4,756.9,757.6,,71,Wind blowing from the north,4,,9,90  or more  but not 100%, ,,,20.2,28.1,,,600-1000,,,30.0,19.8,No precipitation,6,,,,
25.01.2020 14:00,27.3,757.8,758.5,-1.9,54,Wind blowing from the north-west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,28.1,,,600-1000,,,30.0,17.2,No precipitation,12,,,,
25.01.2020 11:00,26.3,759.7,760.4,,58,Wind blowing from the south,3,,8,90  or more  but not 100%, ,,,20.2,27.2,,,600-1000,,,30.0,17.4,No precipitation,6,,,,
25.01.2020 08:00,20.6,760.0,760.7,1.2,83,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,27.2,,,600-1000,,,16.0,17.6,No precipitation,12,,,,
25.01.2020 05:00,21.2,758.8,759.5,,85,Wind blowing from the east,1,,6,, ,,,20.2,27.2,,,,,,23.0,18.6,No precipitation,6,,,,
25.01.2020 02:00,21.4,759.7,760.5,-0.5,89,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,27.2,,,2500 or more  or no clouds.,,,11.0,19.5,No precipitation,12,,,,
24.01.2020 23:00,23.8,760.2,760.9,,82,Wind blowing from the east-northeast,3,,6,, ,,,20.2,27.2,,,,,,22.0,20.5,No precipitation,6,,,,
24.01.2020 20:00,24.6,759.4,760.2,0.9,80,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,27.2,,,600-1000,,,30.0,20.9,No precipitation,12,,,,
24.01.2020 17:00,26.1,758.5,759.2,,70,Wind blowing from the west,2,,6,100%., ,,,20.2,27.2,,,600-1000,,,30.0,20.2,No precipitation,6,,,,
24.01.2020 14:00,26.6,760.5,761.2,-1.9,65,Wind blowing from the north-west,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,27.4,,,600-1000,,,30.0,19.5,No precipitation,12,,,,
24.01.2020 11:00,25.6,762.4,763.1,,73,Calm  no wind,0,,,90  or more  but not 100%, ,,,20.2,27.6,,,600-1000,,,21.0,20.4,No precipitation,6,,,,
24.01.2020 08:00,20.8,761.4,762.1,1.4,84,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,27.6,,,2500 or more  or no clouds.,,,16.0,18.0,No precipitation,12,,,,
24.01.2020 05:00,20.8,760.0,760.7,,86,Wind blowing from the north-east,2,,8,, ,,,20.2,27.6,,,,,,16.0,18.4,No precipitation,6,,,,
24.01.2020 02:00,22.0,760.4,761.2,,83,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,27.6,,,2500 or more  or no clouds.,,,16.0,19.0,No precipitation,12,,,,
23.01.2020 20:00,24.9,759.7,760.5,0.6,72,Wind blowing from the south-southeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,27.6,,,,,,26.0,19.5,No precipitation,12,,,,
23.01.2020 17:00,26.4,759.1,759.8,,67,Wind blowing from the south-southwest,5,,9,no clouds, ,,,20.2,27.6,,,,,,30.0,19.8,No precipitation,6,,,,
23.01.2020 14:00,26.9,760.2,760.9,-2.2,59,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,27.6,,,,,,28.0,18.2,No precipitation,12,,,,
23.01.2020 11:00,26.6,762.4,763.1,,59,Wind blowing from the east-southeast,2,,5,10%  or less  but not 0, ,,,20.2,27.4,,,600-1000,,,27.0,17.9,No precipitation,6,,,,
23.01.2020 08:00,20.9,761.4,762.1,1.3,88,Wind blowing from the east-southeast,1,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,27.4,,,600-1000,,,13.0,18.8,No precipitation,12,,,,
23.01.2020 05:00,20.8,760.1,760.9,,89,Wind blowing from the south-southeast,2,,6,, ,,,19.7,27.4,,,,,,13.0,18.9,No precipitation,6,,,,
23.01.2020 02:00,22.0,761.1,761.8,,82,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.4,,,2500 or more  or no clouds.,,,19.0,18.8,No precipitation,12,,,,
22.01.2020 23:00,21.9,761.5,762.2,,87,Wind blowing from the south-east,2,,6,, ,,,19.7,27.4,,,,,,17.0,19.6,No precipitation,6,,,,
22.01.2020 20:00,24.4,760.9,761.7,0.5,78,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.4,,,,,,26.0,20.3,No precipitation,12,,,,
22.01.2020 17:00,26.4,760.4,761.2,,66,Wind blowing from the west-southwest,2,,6,no clouds, ,,,19.7,27.4,,,,,,26.0,19.5,No precipitation,6,,,,
22.01.2020 14:00,26.6,761.5,762.2,,63,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.4,,,,,,19.0,19.0,No precipitation,12,,,,
22.01.2020 11:00,26.0,763.7,764.5,,64,Wind blowing from the east,3,,6,no clouds, ,,,19.7,27.1,,,,,,22.0,18.7,No precipitation,6,,,,
22.01.2020 08:00,20.1,762.8,763.6,1.0,85,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.1,,,,,,17.0,17.5,No precipitation,12,,,,
22.01.2020 05:00,20.5,761.8,762.6,,87,Wind blowing from the east-northeast,1,,7,, ,,,19.0,27.1,,,,,,19.0,18.3,No precipitation,6,,,,
22.01.2020 02:00,21.6,762.6,763.3,,86,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.1,,,2500 or more  or no clouds.,,,13.0,19.2,No precipitation,12,,,,
21.01.2020 23:00,22.6,763.6,764.3,,80,Wind blowing from the east-northeast,3,,7,, ,,,19.0,27.1,,,,,,21.0,19.0,No precipitation,6,,,,
21.01.2020 20:00,24.5,762.5,763.3,0.4,72,Wind blowing from the south,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.1,,,600-1000,,,25.0,19.1,No precipitation,12,,,,
21.01.2020 17:00,25.3,762.1,762.9,,74,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%, ,,,19.0,27.1,,,600-1000,,,23.0,20.3,No precipitation,6,,,,
21.01.2020 14:00,26.6,763.3,764.0,,55,Wind blowing from the west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.1,,,600-1000,,,27.0,16.8,No precipitation,12,,,,
21.01.2020 11:00,25.1,765.3,766.0,,65,Wind blowing from the south-west,2,,3,90  or more  but not 100%, ,,,19.0,25.6,,,600-1000,,,23.0,18.1,No precipitation,6,,,,
21.01.2020 08:00,19.8,764.2,765.0,0.9,85,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,25.6,,,600-1000,,,19.0,17.2,No precipitation,12,,,,
21.01.2020 05:00,19.7,763.3,764.0,,89,Wind blowing from the south-east,1,,,, ,,,19.7,25.6,,,,,,13.0,17.8,No precipitation,6,,,,
21.01.2020 02:00,20.6,763.6,764.4,-0.5,88,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,25.6,,,2500 or more  or no clouds.,,,12.0,18.5,No precipitation,12,,,,
20.01.2020 23:00,22.1,764.1,764.8,,80,Wind blowing from the east,2,,7,, ,,,19.6,25.6,,,,,,18.0,18.5,No precipitation,6,,,,
20.01.2020 20:00,24.0,763.3,764.0,,75,Wind blowing from the east-southeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.6,,,600-1000,,,20.0,19.3,No precipitation,12,,,,
20.01.2020 17:00,25.1,762.4,763.2,,69,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%, ,,,19.4,25.6,,,600-1000,,,23.0,19.0,No precipitation,6,,,,
20.01.2020 14:00,24.8,763.3,764.1,-1.5,65,Wind blowing from the north-west,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.0,,,600-1000,,,25.0,17.8,No precipitation,12,,,,
20.01.2020 11:00,24.1,764.8,765.5,,74,Wind blowing from the north,2,,4,90  or more  but not 100%, ,,,19.4,24.2,,,600-1000,,,13.0,19.2,No precipitation,6,,,,
20.01.2020 08:00,20.1,763.8,764.5,1.3,94,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,600-1000,,,4.8,19.1,1.0,12,,,,
20.01.2020 05:00,19.8,762.5,763.3,,94,Wind blowing from the north-east,3,,9,,Mist. ,,,19.4,23.5,,,,,,3.3,18.8,No precipitation,6,,,,
20.01.2020 02:00,19.7,763.0,763.8,-0.6,94,Wind blowing from the north-east,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,23.5,,,2500 or more  or no clouds.,,,3.9,18.7,1.0,12,,,,
19.01.2020 23:00,19.6,763.6,764.4,,93,Wind blowing from the east-northeast,2,,9,,Mist. ,,,19.4,24.1,,,,,,4.1,18.4,1.0,6,,,,
19.01.2020 20:00,20.0,763.6,764.4,1.3,88,Wind blowing from the north-east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,24.5,,,600-1000,,,6.0,18.0,1.0,12,,,,
19.01.2020 17:00,21.5,762.3,763.0,,83,Wind blowing from the north-northeast,4,,8,90  or more  but not 100%, ,,,21.0,,,,600-1000,,,8.0,18.5,No precipitation,6,,,,
19.01.2020 14:00,22.9,762.7,763.4,-1.8,82,Wind blowing from the north,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,,,,600-1000,,,7.0,19.7,1.0,12,,,,
19.01.2020 11:00,21.8,764.5,765.2,,91,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,26.4,,,600-1000,,,10.0,20.3,1.0,6,,,,
19.01.2020 08:00,22.0,763.0,763.8,1.5,85,Wind blowing from the north-east,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,26.4,,,600-1000,,,10.0,19.4,No precipitation,12,,,,
19.01.2020 05:00,21.1,761.5,762.2,,90,Wind blowing from the east-northeast,2,,8,, ,,,20.0,26.4,,,,,,9.0,19.4,No precipitation,6,,,,
19.01.2020 02:00,21.5,761.8,762.5,-0.5,88,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,26.4,,,2500 or more  or no clouds.,,,9.0,19.4,No precipitation,12,,,,
18.01.2020 23:00,24.1,762.3,763.0,,78,Wind blowing from the south,4,,8,, ,,,,26.4,,,,,,19.0,20.0,No precipitation,6,,,,
18.01.2020 20:00,24.5,761.5,762.2,1.3,80,Wind blowing from the south-southwest,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,26.4,,,Less than  50,,,21.0,20.8,No precipitation,12,,,,
18.01.2020 17:00,25.7,760.2,760.9,,71,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%, ,,,20.0,26.4,,,600-1000,,,15.0,20.0,No precipitation,6,,,,
18.01.2020 14:00,26.0,760.9,761.7,-2.0,66,Wind blowing from the west,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,26.4,,,600-1000,,,13.0,19.2,No precipitation,12,,,,
18.01.2020 11:00,24.6,762.9,763.6,,74,Calm  no wind,0,,,20–30%., ,,,20.0,26.1,,,600-1000,,,10.0,19.7,No precipitation,6,,,,
18.01.2020 08:00,20.2,762.4,763.2,1.0,90,Wind blowing from the east-southeast,1,,7,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,600-1000,,,6.0,18.5,No precipitation,12,,,,
18.01.2020 05:00,20.6,761.4,762.1,,88,Wind blowing from the east,1,,8,,Mist. ,,,20.1,26.1,,,,,,7.0,18.5,No precipitation,6,,,,
18.01.2020 02:00,20.7,762.4,763.2,-0.8,90,Wind blowing from the east-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,26.1,,,2500 or more  or no clouds.,,,8.0,19.0,No precipitation,12,,,,
17.01.2020 23:00,21.0,763.2,763.9,,88,Wind blowing from the north-east,2,,9,, ,,,20.5,26.1,,,,,,9.0,18.9,No precipitation,6,,,,
17.01.2020 20:00,21.4,762.4,763.2,1.1,85,Wind blowing from the north-east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,26.1,,,600-1000,,,8.0,18.8,No precipitation,12,,,,
17.01.2020 17:00,22.8,761.3,762.1,,82,Calm  no wind,0,,,90  or more  but not 100%, ,,,20.5,26.1,,,600-1000,,,8.0,19.6,No precipitation,6,,,,
17.01.2020 14:00,24.8,761.7,762.4,-2.2,74,Wind blowing from the north,5,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,26.4,,,600-1000,,,9.0,19.9,No precipitation,12,,,,
17.01.2020 11:00,23.9,763.9,764.7,,75,Wind blowing from the north-northeast,3,,8,20–30%., ,,,20.5,26.9,,,600-1000,,,10.0,19.2,No precipitation,6,,,,
17.01.2020 08:00,20.6,763.1,763.9,1.1,88,Wind blowing from the north-east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,26.9,,,600-1000,,,8.0,18.5,No precipitation,12,,,,
17.01.2020 05:00,21.0,762.0,762.7,,88,Wind blowing from the east-northeast,4,,8,, ,,,18.1,26.9,,,,,,8.0,18.9,No precipitation,6,,,,
17.01.2020 02:00,21.3,762.1,762.9,-0.1,87,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,26.9,,,2500 or more  or no clouds.,,,8.0,19.0,No precipitation,12,,,,
16.01.2020 23:00,22.9,762.2,763.0,,71,Wind blowing from the east-northeast,2,,8,, ,,,18.1,26.9,,,,,,18.0,17.4,No precipitation,6,,,,
16.01.2020 20:00,23.7,761.1,761.8,1.4,68,Wind blowing from the east-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,26.9,,,,,,18.0,17.4,No precipitation,12,,,,
16.01.2020 17:00,25.4,759.7,760.4,,66,Wind blowing from the north,3,,8,no clouds, ,,,18.1,26.9,,,,,,20.0,18.6,No precipitation,6,,,,
16.01.2020 14:00,26.2,760.5,761.2,-1.7,62,Wind blowing from the north,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,27.3,,,600-1000,,,24.0,18.3,No precipitation,12,,,,
16.01.2020 11:00,24.8,762.2,763.0,,58,Wind blowing from the north-northeast,3,,5,20–30%., ,,,18.1,27.3,,,2500 or more  or no clouds.,,,16.0,16.0,No precipitation,6,,,,
16.01.2020 08:00,18.3,760.9,761.6,0.8,82,Wind blowing from the south-southeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,27.3,,,600-1000,,,16.0,15.2,No precipitation,12,,,,
16.01.2020 05:00,18.9,760.1,760.9,,79,Wind blowing from the east-northeast,1,,10,, ,,,18.4,27.3,,,,,,24.0,15.2,No precipitation,6,,,,
16.01.2020 02:00,20.1,760.0,760.7,-0.3,82,Wind blowing from the east-southeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.3,,,2500 or more  or no clouds.,,,12.0,16.9,No precipitation,12,,,,
15.01.2020 23:00,22.1,760.3,761.1,,73,Wind blowing from the east-southeast,1,,10,, ,,,18.7,27.3,,,,,,21.0,17.0,No precipitation,6,,,,
15.01.2020 20:00,24.7,759.4,760.2,0.6,51,Wind blowing from the south,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.3,,,600-1000,,,30.0,13.9,No precipitation,12,,,,
15.01.2020 17:00,25.7,758.8,759.6,,63,Wind blowing from the south-southwest,5,,9,10%  or less  but not 0, ,,,18.7,27.3,,,600-1000,,,28.0,18.1,No precipitation,6,,,,
15.01.2020 14:00,26.2,759.6,760.3,-2.4,56,Wind blowing from the west-southwest,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.7,,,600-1000,,,26.0,16.7,No precipitation,12,,,,
15.01.2020 11:00,25.8,762.0,762.7,,53,Wind blowing from the south,3,,6,10%  or less  but not 0, ,,,18.7,27.7,,,600-1000,,,30.0,15.5,No precipitation,6,,,,
15.01.2020 08:00,19.4,761.5,762.3,1.2,77,Wind blowing from the east-southeast,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.7,,,600-1000,,,26.0,15.3,No precipitation,12,,,,
15.01.2020 05:00,19.2,760.3,761.0,,76,Wind blowing from the south-east,1,,10,, ,,,18.9,27.7,,,,,,19.0,14.9,No precipitation,6,,,,
15.01.2020 02:00,20.6,760.8,761.5,-0.2,78,Wind blowing from the south-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,27.7,,,2500 or more  or no clouds.,,,7.0,16.6,No precipitation,12,,,,
14.01.2020 23:00,22.4,761.0,761.8,,76,Wind blowing from the south-east,1,,10,, ,,,18.9,27.7,,,,,,23.0,18.0,No precipitation,6,,,,
14.01.2020 20:00,23.9,759.9,760.6,1.0,68,Wind blowing from the south-east,2,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,27.7,,,600-1000,,,25.0,17.6,No precipitation,12,,,,
14.01.2020 17:00,26.2,758.9,759.7,,69,Wind blowing from the south-southwest,6,,,10%  or less  but not 0, ,,,18.9,27.7,,,600-1000,,,22.0,20.1,No precipitation,6,,,,
14.01.2020 14:00,27.6,760.0,760.7,-2.2,64,Wind blowing from the south-west,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,27.7,,,600-1000,,,22.0,20.2,No precipitation,12,,,,
14.01.2020 11:00,26.2,762.2,763.0,,58,Wind blowing from the north-northwest,1,,4,20–30%., ,,,18.9,27.4,,,2500 or more  or no clouds.,,,29.0,17.3,No precipitation,6,,,,
14.01.2020 08:00,19.3,761.5,762.2,1.0,83,Wind blowing from the south-east,2,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,27.4,,,2500 or more  or no clouds.,,,16.0,16.3,No precipitation,12,,,,
14.01.2020 05:00,20.2,760.5,761.2,,84,Wind blowing from the east,2,,8,, ,,,18.5,27.4,,,,,,15.0,17.4,No precipitation,6,,,,
14.01.2020 02:00,21.2,760.6,761.4,0.0,88,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,27.4,,,2500 or more  or no clouds.,,,13.0,19.1,No precipitation,12,,,,
13.01.2020 23:00,22.4,760.6,761.4,,83,Wind blowing from the south-southeast,2,,,, ,,,18.5,27.4,,,,,,16.0,19.4,No precipitation,6,,,,
13.01.2020 20:00,24.6,759.6,760.3,0.7,73,Wind blowing from the south,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,27.4,,,600-1000,,,19.0,19.4,No precipitation,12,,,,
13.01.2020 17:00,25.0,758.9,759.7,,71,Wind blowing from the west,3,,7,90  or more  but not 100%, ,,,18.5,27.4,,,600-1000,,,24.0,19.4,No precipitation,6,,,,
13.01.2020 14:00,26.0,759.6,760.3,-1.9,65,Wind blowing from the west-southwest,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,27.4,,,600-1000,,,19.0,18.9,No precipitation,12,,,,
13.01.2020 11:00,25.4,761.5,762.3,,64,Wind blowing from the east-northeast,2,,8,70 – 80%., ,,,18.5,25.4,,,600-1000,,,17.0,18.1,No precipitation,6,,,,
13.01.2020 08:00,18.9,761.1,761.8,0.8,90,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,,,,600-1000,,,10.0,17.2,No precipitation,12,,,,
13.01.2020 05:00,19.9,760.3,761.0,,88,Wind blowing from the north-east,2,,8,, ,,,19.0,23.4,,,,,,11.0,17.9,No precipitation,6,,,,
13.01.2020 02:00,19.2,760.4,761.2,-0.7,86,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,23.4,,,2500 or more  or no clouds.,,,11.0,16.8,No precipitation,12,,,,
12.01.2020 23:00,20.0,761.1,761.8,,83,Wind blowing from the north-northeast,3,,9,, ,,,19.2,23.4,,,,,,8.0,17.0,No precipitation,6,,,,
12.01.2020 20:00,20.3,760.3,761.1,0.4,81,Wind blowing from the north-northeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,23.6,,,600-1000,,,9.0,16.9,No precipitation,12,,,,
12.01.2020 17:00,21.2,759.9,760.6,,76,Wind blowing from the north-east,5,,9,90  or more  but not 100%, ,,,19.2,25.6,,,600-1000,,,11.0,16.8,No precipitation,6,,,,
12.01.2020 14:00,23.1,760.6,761.3,-2.0,70,Wind blowing from the north-northeast,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.9,,,600-1000,,,13.0,17.3,No precipitation,12,,,,
12.01.2020 11:00,21.1,762.6,763.3,,77,Wind blowing from the north-east,4,,10,90  or more  but not 100%, ,,,19.2,,,,600-1000,,,11.0,16.9,No precipitation,6,,,,
12.01.2020 08:00,19.3,761.3,762.1,1.0,87,Wind blowing from the north-east,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.9,,,600-1000,,,10.0,17.1,No precipitation,12,,,,
