Local time in Sunwu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,-17.5,751.4,775.5,,44,Wind blowing from the south-west,3,,6,, ,,,-22.8,-12.0,,,,,,23.0,-26.8,No precipitation,6,,,,
24.01.2020 14:00,-12.1,750.4,774.1,-1.0,30,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-11.2,,,2500 or more  or no clouds.,,,30.0,-26.2,No precipitation,12,,,,
24.01.2020 11:00,-15.1,751.4,775.2,,34,Wind blowing from the west-southwest,2,,6,no clouds, ,,,-22.8,-11.2,,,,,,30.0,-27.5,No precipitation,6,,,,
24.01.2020 08:00,-21.7,751.3,775.3,0.9,54,Wind blowing from the south-west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-11.2,,,2500 or more  or no clouds.,,,3.1,-28.5,No precipitation,12,,,,
24.01.2020 05:00,-19.6,750.4,774.2,,48,Wind blowing from the west-southwest,3,,6,, ,,,-19.6,-11.2,,,,,,30.0,-27.8,No precipitation,6,,,,
24.01.2020 02:00,-18.1,749.1,772.7,,47,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-11.2,,,2500 or more  or no clouds.,,,30.0,-26.7,No precipitation,12,,,,
23.01.2020 20:00,-15.4,745.0,768.7,2.0,52,Wind blowing from the west-southwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-11.2,,,,,,8.0,-23.0,No precipitation,12,,,,
23.01.2020 17:00,-14.1,743.0,766.5,,56,Wind blowing from the west-southwest,3,,10,no clouds, ,,,-22.2,-11.2,,,,,,5.0,-21.0,No precipitation,6,,,,
23.01.2020 14:00,-11.5,740.5,763.9,-0.4,56,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-11.5,,,,,,19.0,-18.7,0.1,12,,,,
23.01.2020 11:00,-14.3,740.9,764.5,,64,Wind blowing from the west-southwest,5,,10,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-12.3,,,2500 or more  or no clouds.,,,14.0,-19.6,0.1,6,,,,
23.01.2020 08:00,-16.7,742.5,766.3,-0.4,75,Wind blowing from the south-west,1,,6,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-12.3,,,2500 or more  or no clouds.,,,6.0,-20.1,0.1,12,,,,
23.01.2020 05:00,-17.5,742.9,766.6,,66,Wind blowing from the south-west,3,,5,, ,,,-26.0,-12.3,,,,,,20.0,-22.3,No precipitation,6,,,,
23.01.2020 02:00,-20.1,744.2,767.8,,73,Wind blowing from the south-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-12.3,,,2500 or more  or no clouds.,,,16.0,-23.8,No precipitation,12,,,,
22.01.2020 20:00,-20.5,745.7,770.0,0.7,71,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-12.3,,,2500 or more  or no clouds.,,,7.0,-24.4,No precipitation,12,,,,
22.01.2020 17:00,-16.4,745.0,769.0,,63,Wind blowing from the south-west,3,,5,no clouds, ,,,-26.0,-12.3,,,,,,5.0,-21.8,No precipitation,6,,,,
22.01.2020 14:00,-12.7,743.5,767.2,,56,Wind blowing from the south-west,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-12.3,,,2500 or more  or no clouds.,,,21.0,-19.7,No precipitation,12,,,,
22.01.2020 11:00,-16.6,743.4,767.1,,71,Wind blowing from the east-northeast,1,,2,no clouds, ,,,-26.0,-14.3,,,,,,2.9,-20.6,No precipitation,6,,,,
22.01.2020 08:00,-25.2,742.9,766.9,0.8,77,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-14.3,,,,,,1.0,-28.1,0.5,12,,,,
22.01.2020 05:00,-24.6,742.1,766.0,,76,Wind blowing from the west-southwest,1,,2,,Haze. ,,,-24.6,-14.3,,,,,,4.8,-27.6,0.2,6,,,,
22.01.2020 02:00,-21.7,741.9,765.6,,78,Wind blowing from the west,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-14.3,,,2500 or more  or no clouds.,,,5.0,-24.5,1.0,12,,,,
21.01.2020 20:00,-15.1,741.1,764.8,-0.2,82,Wind blowing from the north-northeast,1,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-14.3,,,2500 or more  or no clouds.,,,2.6,-17.5,0.9,12,,,,
21.01.2020 17:00,-14.6,741.3,764.9,,79,Wind blowing from the south,1,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-14.3,,,,,,2.4,-17.4,0.2,6,,,,
21.01.2020 14:00,-15.1,741.7,765.3,-1.2,68,Wind blowing from the south-west,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-14.9,,,2500 or more  or no clouds.,,,6.0,-19.7,No precipitation,12,,,,
21.01.2020 11:00,-17.2,742.9,766.6,,71,Wind blowing from the south-west,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-14.9,,,,,,7.0,-21.2,No precipitation,6,,,,
21.01.2020 08:00,-21.7,743.5,767.3,0.9,75,Wind blowing from the south-west,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-14.9,,,2500 or more  or no clouds.,,,4.8,-24.9,No precipitation,12,,,,
21.01.2020 05:00,-21.1,742.6,766.6,,74,Wind blowing from the south-west,4,,7,, ,,,-27.5,-14.9,,,,,,8.0,-24.5,No precipitation,6,,,,
21.01.2020 02:00,-20.2,742.6,766.3,,74,Wind blowing from the south-west,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-14.9,,,2500 or more  or no clouds.,,,12.0,-23.6,No precipitation,12,,,,
20.01.2020 20:00,-16.5,742.0,766.0,0.7,69,Wind blowing from the south-west,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-14.9,,,,,,5.0,-20.9,No precipitation,12,,,,
20.01.2020 17:00,-19.0,741.3,765.4,,69,Wind blowing from the south-west,1,,2,no clouds, ,,,-27.8,-14.9,,,,,,1.6,-23.3,No precipitation,6,,,,
20.01.2020 14:00,-15.0,740.6,764.5,-0.7,59,Wind blowing from the east-northeast,2,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-14.9,,,,,,10.0,-21.2,No precipitation,12,,,,
20.01.2020 11:00,-19.7,741.3,765.4,,64,Wind blowing from the east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-16.5,,,,,,4.3,-24.9,No precipitation,6,,,,
20.01.2020 08:00,-27.1,741.6,766.0,0.7,75,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,,,,2500 or more  or no clouds.,,,0.9,-30.2,No precipitation,12,,,,
20.01.2020 05:00,-27.5,740.9,765.1,,73,Wind blowing from the south,1,,2,, ,,,-27.8,-16.5,,,,,,7.0,-30.9,No precipitation,6,,,,
20.01.2020 02:00,-26.6,741.0,765.0,,74,Wind blowing from the south-southwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-16.5,,,2500 or more  or no clouds.,,,7.0,-29.8,No precipitation,12,,,,
19.01.2020 20:00,-23.9,740.9,765.2,-0.2,78,Wind blowing from the south-west,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-16.5,,,2500 or more  or no clouds.,,,4.1,-26.6,No precipitation,12,,,,
19.01.2020 17:00,-20.4,741.1,765.2,,72,Wind blowing from the east-southeast,1,,2,no clouds, ,,,-26.2,-15.3,,,,,,1.4,-24.1,No precipitation,6,,,,
19.01.2020 14:00,-16.6,740.4,764.2,-0.7,64,Wind blowing from the east-southeast,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-12.7,,,2500 or more  or no clouds.,,,10.0,-21.8,No precipitation,12,,,,
19.01.2020 11:00,-19.3,741.1,765.1,,67,Wind blowing from the south,1,,2,20–30%., ,,,-26.2,-12.7,,,2500 or more  or no clouds.,,,4.1,-23.9,No precipitation,6,,,,
19.01.2020 08:00,-26.2,741.6,765.7,0.5,77,Wind blowing from the east-southeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-12.7,,,2500 or more  or no clouds.,,,1.3,-29.0,No precipitation,12,,,,
19.01.2020 05:00,-25.6,741.1,765.0,,74,Wind blowing from the west-southwest,1,,4,,Haze. ,,,-25.6,-12.7,,,,,,6.0,-28.9,No precipitation,6,,,,
19.01.2020 02:00,-24.1,741.4,765.1,,76,Wind blowing from the south-southwest,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-12.7,,,2500 or more  or no clouds.,,,6.0,-27.1,No precipitation,12,,,,
18.01.2020 20:00,-17.9,741.9,765.7,0.3,76,Wind blowing from the south-west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-12.7,,,2500 or more  or no clouds.,,,4.8,-21.1,No precipitation,12,,,,
18.01.2020 17:00,-15.2,741.6,765.3,,68,Wind blowing from the south-west,3,,6,90  or more  but not 100%, ,,,-23.4,-12.7,,,,,,5.0,-19.9,No precipitation,6,,,,
18.01.2020 14:00,-13.0,741.4,765.1,-1.3,60,Wind blowing from the south-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-13.0,,,2500 or more  or no clouds.,,,10.0,-19.3,No precipitation,12,,,,
18.01.2020 11:00,-15.5,742.7,766.4,,68,Wind blowing from the south-west,3,,4,90  or more  but not 100%, ,,,-23.4,-12.6,,,,,,7.0,-20.2,No precipitation,6,,,,
18.01.2020 08:00,-22.0,743.3,767.4,0.1,76,Wind blowing from the south-southwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,,,,2500 or more  or no clouds.,,,2.5,-25.1,No precipitation,12,,,,
18.01.2020 05:00,-21.0,743.2,767.1,,74,Wind blowing from the south-west,2,,4,,Haze. ,,,-25.4,-12.6,,,,,,6.0,-24.4,No precipitation,6,,,,
18.01.2020 02:00,-21.4,744.1,767.8,,74,Wind blowing from the south-southwest,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-12.6,,,2500 or more  or no clouds.,,,5.0,-24.9,No precipitation,12,,,,
17.01.2020 20:00,-20.5,745.1,769.2,0.1,71,Wind blowing from the south-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-12.6,,,,,,4.5,-24.4,No precipitation,12,,,,
17.01.2020 17:00,-17.2,745.0,769.1,,63,Wind blowing from the south-west,3,,7,no clouds, ,,,-25.4,-12.6,,,,,,6.0,-22.7,No precipitation,6,,,,
17.01.2020 14:00,-13.0,744.5,768.2,,52,Wind blowing from the south-southwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-11.1,,,2500 or more  or no clouds.,,,22.0,-20.8,No precipitation,12,,,,
17.01.2020 11:00,-16.0,745.7,769.6,,58,Wind blowing from the south-west,4,,5,no clouds, ,,,-25.4,-11.1,,,,,,13.0,-22.4,No precipitation,6,,,,
17.01.2020 08:00,-22.1,746.1,770.2,0.0,73,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,,,,,,,8.0,-25.6,No precipitation,12,,,,
17.01.2020 05:00,-24.9,746.1,770.2,,75,Wind blowing from the south-west,1,,5,, ,,,-26.7,-11.1,,,,,,16.0,-28.0,No precipitation,6,,,,
17.01.2020 02:00,-21.6,746.2,769.9,,72,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-11.1,,,2500 or more  or no clouds.,,,23.0,-25.4,No precipitation,12,,,,
16.01.2020 20:00,-20.6,746.5,770.8,0.9,71,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-11.1,,,,,,4.4,-24.5,No precipitation,12,,,,
16.01.2020 17:00,-15.9,745.6,769.6,,61,Wind blowing from the south-west,3,,5,no clouds, ,,,-26.7,-11.1,,,,,,8.0,-21.7,No precipitation,6,,,,
16.01.2020 14:00,-11.5,745.4,769.2,-1.1,47,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-11.4,,,,,,30.0,-20.6,No precipitation,12,,,,
16.01.2020 11:00,-17.4,746.5,770.5,,62,Wind blowing from the south-west,1,,3,no clouds, ,,,-26.7,-12.7,,,,,,9.0,-22.9,No precipitation,6,,,,
16.01.2020 08:00,-25.8,746.9,771.2,0.1,75,Wind blowing from the west-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-12.7,,,,,,2.2,-28.9,No precipitation,12,,,,
16.01.2020 05:00,-25.7,746.8,770.9,,74,Wind blowing from the south-southwest,1,,3,,Haze. ,,,-25.7,-12.7,,,,,,6.0,-29.0,No precipitation,6,,,,
16.01.2020 02:00,-24.2,747.0,770.9,,76,Wind blowing from the south-west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-12.7,,,2500 or more  or no clouds.,,,6.0,-27.2,No precipitation,12,,,,
15.01.2020 20:00,-20.4,747.6,771.7,0.5,76,Wind blowing from the south-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-12.7,,,,,,5.0,-23.5,No precipitation,12,,,,
15.01.2020 17:00,-16.6,747.1,771.1,,66,Wind blowing from the south-southwest,1,,6,no clouds, ,,,-22.2,-12.7,,,,,,4.1,-21.5,No precipitation,6,,,,
15.01.2020 14:00,-12.8,746.8,770.5,,55,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-8.5,,,,,,12.0,-20.0,No precipitation,12,,,,
15.01.2020 11:00,-16.3,747.7,771.4,,66,Wind blowing from the south-southwest,3,,7,no clouds, ,,,-22.2,-8.5,,,,,,7.0,-21.3,No precipitation,6,,,,
15.01.2020 08:00,-21.7,747.9,771.9,-0.1,76,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,,,,,,,4.8,-24.8,No precipitation,12,,,,
15.01.2020 05:00,-21.8,748.0,771.9,,76,Wind blowing from the south-west,1,,7,, ,,,-25.0,-8.5,,,,,,8.0,-24.9,No precipitation,6,,,,
15.01.2020 02:00,-19.7,748.4,772.0,,71,Wind blowing from the south-west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-8.5,,,2500 or more  or no clouds.,,,8.0,-23.6,No precipitation,12,,,,
14.01.2020 20:00,-17.5,748.0,772.2,0.6,66,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-8.5,,,,,,14.0,-22.3,No precipitation,12,,,,
14.01.2020 17:00,-13.6,747.4,771.4,,57,Wind blowing from the south,1,,6,no clouds, ,,,-25.0,-8.5,,,,,,7.0,-20.3,No precipitation,6,,,,
14.01.2020 14:00,-8.5,746.8,770.5,-0.6,47,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-8.5,,,,,,30.0,-18.0,No precipitation,12,,,,
14.01.2020 11:00,-16.3,747.4,771.4,,66,Wind blowing from the east-northeast,0,,2,no clouds, ,,,-25.0,-9.6,,,,,,12.0,-21.2,No precipitation,6,,,,
14.01.2020 08:00,-24.5,748.0,772.3,0.6,76,Wind blowing from the south-west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,,,,,,,1.6,-27.5,No precipitation,12,,,,
14.01.2020 05:00,-24.5,747.4,771.5,,75,Wind blowing from the south-west,1,,3,, ,,,-24.5,-9.6,,,,,,14.0,-27.7,No precipitation,6,,,,
14.01.2020 02:00,-23.2,747.3,771.0,,76,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-9.6,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,12,,,,
13.01.2020 20:00,-20.9,745.9,770.0,0.9,74,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-9.6,,,,,,6.0,-24.3,No precipitation,12,,,,
13.01.2020 17:00,-16.6,745.0,768.9,,68,Wind blowing from the south-west,1,,4,no clouds, ,,,-21.3,-9.6,,,,,,1.9,-21.1,No precipitation,6,,,,
13.01.2020 14:00,-9.8,743.4,766.8,0.3,44,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-9.7,,,,,,28.0,-19.8,No precipitation,12,,,,
13.01.2020 11:00,-12.5,743.1,766.4,,63,Wind blowing from the north-northwest,2,,3,no clouds, ,,,-21.3,-12.3,,,,,,30.0,-18.1,No precipitation,6,,,,
13.01.2020 08:00,-20.0,742.3,766.0,1.4,79,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-12.6,,,,,,2.7,-22.7,0.3,12,,,,
13.01.2020 05:00,-20.3,740.9,764.5,,78,Wind blowing from the west-southwest,2,,5,, ,,,-24.4,-12.6,,,,,,12.0,-23.1,0.1,6,,,,
13.01.2020 02:00,-19.0,740.2,763.6,,79,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-12.6,,,2500 or more  or no clouds.,,,30.0,-21.7,0.3,12,,,,
12.01.2020 20:00,-15.0,739.6,763.3,0.6,78,Wind blowing from the south-west,3,,6,no clouds,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-12.6,,,,,,5.0,-18.0,No precipitation,12,,,,
12.01.2020 17:00,-13.5,739.0,762.7,,60,Wind blowing from the south-west,3,,6,90  or more  but not 100%, ,,,-24.4,-12.6,,,,,,4.7,-19.6,No precipitation,6,,,,
12.01.2020 14:00,-12.8,739.0,762.6,-1.1,58,Wind blowing from the south-west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-7.7,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
12.01.2020 11:00,-14.9,740.1,763.6,,62,Wind blowing from the south-west,4,,5,90  or more  but not 100%, ,,,-24.4,-7.7,,,,,,26.0,-20.6,No precipitation,6,,,,
12.01.2020 08:00,-23.4,741.3,765.2,-0.4,77,Wind blowing from the south-west,1,,2,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,,,,2500 or more  or no clouds.,,,3.1,-26.3,No precipitation,12,,,,
12.01.2020 05:00,-23.6,741.7,765.4,,75,Wind blowing from the south-west,1,,3,, ,,,-23.6,-7.7,,,,,,19.0,-26.8,No precipitation,6,,,,
12.01.2020 02:00,-22.4,742.9,766.4,,75,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-7.7,,,2500 or more  or no clouds.,,,30.0,-25.6,No precipitation,12,,,,
11.01.2020 20:00,-17.9,743.9,767.8,1.0,67,Wind blowing from the south-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-7.7,,,,,,8.0,-22.5,No precipitation,12,,,,
11.01.2020 17:00,-13.2,742.9,766.5,,59,Wind blowing from the west-southwest,2,,5,no clouds, ,,,-21.2,-7.7,,,,,,2.4,-19.5,No precipitation,6,,,,
11.01.2020 14:00,-8.1,742.3,765.7,-0.4,44,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-8.1,,,,,,30.0,-18.2,No precipitation,12,,,,
11.01.2020 11:00,-11.5,742.7,766.2,,60,Wind blowing from the west-northwest,2,,5,no clouds, ,,,-21.2,-11.4,,,,,,30.0,-17.7,No precipitation,6,,,,
11.01.2020 08:00,-20.8,742.6,766.4,1.0,80,Wind blowing from the west-northwest,0,,3,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-12.7,,,2500 or more  or no clouds.,,,1.7,-23.3,No precipitation,12,,,,
11.01.2020 05:00,-19.1,741.6,765.1,,78,Wind blowing from the west,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,-20.6,-12.7,,,,,,7.0,-22.0,No precipitation,6,,,,
11.01.2020 02:00,-19.8,742.0,765.5,,79,Wind blowing from the west-southwest,1,,7,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-12.7,,,2500 or more  or no clouds.,,,13.0,-22.5,No precipitation,12,,,,
10.01.2020 20:00,-16.5,741.9,765.4,0.8,76,Wind blowing from the south-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-12.7,,,,,,7.0,-19.7,No precipitation,12,,,,
10.01.2020 17:00,-14.6,741.1,764.5,,71,Wind blowing from the south-west,3,,8,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-10.4,,,,,,4.8,-18.7,No precipitation,6,,,,
10.01.2020 14:00,-12.8,740.6,763.9,-1.1,66,Wind blowing from the south-west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-8.8,,,2500 or more  or no clouds.,,,10.0,-17.8,No precipitation,12,,,,
10.01.2020 11:00,-14.5,741.7,765.1,,70,Wind blowing from the south-southwest,4,,7,60%., ,,,-17.9,,,,2500 or more  or no clouds.,,,10.0,-18.8,No precipitation,6,,,,
10.01.2020 08:00,-17.1,742.9,766.4,0.1,74,Wind blowing from the south-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-8.7,,,2500 or more  or no clouds.,,,9.0,-20.6,No precipitation,12,,,,
10.01.2020 05:00,-17.3,742.8,766.1,,75,Wind blowing from the south-west,2,,7,, ,,,-22.9,-8.7,,,,,,13.0,-20.7,No precipitation,6,,,,
