Local time in Shenzhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.01.2020 17:00,24.4,757.2,762.8,,70,Wind blowing from the south,2,,5,50%., ,,,17.2,25.6,,,1000-1500,,,16.0,18.5,No precipitation,6,,,,
22.01.2020 14:00,24.5,757.9,763.5,,64,Wind blowing from the east,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,25.2,,,2500 or more  or no clouds.,,,23.0,17.2,No precipitation,12,,,,
22.01.2020 11:00,21.4,760.4,766.1,,74,Wind blowing from the north-northeast,2,,5,100%., ,,,17.2,22.6,,,1000-1500,,,17.0,16.5,No precipitation,6,,,,
22.01.2020 08:00,17.6,759.8,765.5,0.7,82,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,,,,2500 or more  or no clouds.,,,10.0,14.4,No precipitation,12,,,,
22.01.2020 05:00,17.9,759.1,764.8,,81,Wind blowing from the north-northeast,2,,8,,Rain (not freezing) not falling as shower(s). ,,,15.2,22.6,,,,,,12.0,14.6,No precipitation,6,,,,
22.01.2020 02:00,18.1,759.4,765.1,-1.2,76,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,22.6,,,2500 or more  or no clouds.,,,15.0,13.8,No precipitation,12,,,,
21.01.2020 23:00,17.9,760.6,766.3,,80,Wind blowing from the east-northeast,2,,8,, ,,,15.2,22.6,,,,,,15.0,14.4,No precipitation,6,,,,
21.01.2020 20:00,17.5,760.6,766.4,0.3,80,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,22.6,,,2500 or more  or no clouds.,,,18.0,14.0,No precipitation,12,,,,
21.01.2020 17:00,19.9,760.3,766.0,,66,Wind blowing from the east,2,,8,90  or more  but not 100%, ,,,15.2,22.6,,,,,,27.0,13.3,No precipitation,6,,,,
21.01.2020 14:00,21.7,760.6,766.3,,62,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,22.1,,,2500 or more  or no clouds.,,,27.0,14.1,No precipitation,12,,,,
21.01.2020 11:00,19.8,762.9,768.6,,69,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%, ,,,15.2,21.6,,,,,,20.0,13.9,No precipitation,6,,,,
21.01.2020 08:00,16.6,762.2,768.0,1.5,87,Wind blowing from the north-east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,,,2500 or more  or no clouds.,,,11.0,14.4,No precipitation,12,,,,
21.01.2020 05:00,15.6,760.7,766.4,,88,Wind blowing from the north-east,1,,,, ,,,13.6,21.6,,,,,,9.0,13.6,No precipitation,6,,,,
21.01.2020 02:00,16.0,760.7,766.4,,84,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,21.6,,,2500 or more  or no clouds.,,,15.0,13.3,No precipitation,12,,,,
20.01.2020 23:00,16.7,761.5,767.3,,80,Wind blowing from the north-northeast,1,,5,, ,,,13.6,21.6,,,,,,15.0,13.2,No precipitation,6,,,,
20.01.2020 20:00,17.7,761.2,767.0,1.2,72,Wind blowing from the south-west,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,21.6,,,2000-2500,,,16.0,12.5,No precipitation,12,,,,
20.01.2020 17:00,19.4,760.0,765.8,,63,Wind blowing from the south-southwest,2,,6,70 – 80%., ,,,13.6,21.6,,,2500 or more  or no clouds.,,,21.0,12.1,No precipitation,6,,,,
20.01.2020 14:00,20.3,760.1,765.8,-2.3,57,Wind blowing from the north,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,20.4,,,2500 or more  or no clouds.,,,27.0,11.5,No precipitation,12,,,,
20.01.2020 11:00,17.0,762.4,768.2,,63,Wind blowing from the north-east,1,,7,100%., ,,,13.6,17.2,,,1500-2000,,,30.0,9.9,No precipitation,6,,,,
20.01.2020 08:00,13.9,761.8,767.5,1.3,71,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,,,,1500-2000,,,30.0,8.7,No precipitation,12,,,,
20.01.2020 05:00,13.8,760.5,766.3,,68,Wind blowing from the north-northeast,2,,7,, ,,,13.7,17.2,,,,,,30.0,8.0,No precipitation,6,,,,
20.01.2020 02:00,14.2,760.7,766.5,,68,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,17.4,,,2500 or more  or no clouds.,,,28.0,8.3,No precipitation,12,,,,
19.01.2020 23:00,14.8,761.5,767.3,,72,Wind blowing from the north,2,,7,, ,,,14.5,17.5,,,,,,17.0,9.8,No precipitation,6,,,,
19.01.2020 20:00,14.5,761.1,766.9,1.0,74,Wind blowing from the north-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,17.5,,,1500-2000,,,16.0,9.9,No precipitation,12,,,,
19.01.2020 17:00,15.3,760.1,765.9,,70,Wind blowing from the north,3,,7,90  or more  but not 100%, ,,,15.1,19.4,,,1500-2000,,,15.0,9.8,No precipitation,6,,,,
19.01.2020 14:00,16.5,760.0,765.7,-1.9,65,Wind blowing from the north,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,,,,1500-2000,,,12.0,9.9,No precipitation,12,,,,
19.01.2020 11:00,15.3,761.9,767.7,,69,Wind blowing from the north-northeast,4,,7,100%., ,,,15.1,21.8,,,1000-1500,,,14.0,9.6,No precipitation,6,,,,
19.01.2020 08:00,15.7,760.9,766.6,1.6,72,Wind blowing from the north-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,,,,1000-1500,,,17.0,10.6,No precipitation,12,,,,
19.01.2020 05:00,17.0,759.3,765.0,,79,Wind blowing from the north-northeast,2,,6,, ,,,14.0,21.8,,,,,,23.0,13.3,No precipitation,6,,,,
19.01.2020 02:00,17.4,759.6,765.3,,79,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,21.8,,,2500 or more  or no clouds.,,,25.0,13.7,No precipitation,12,,,,
18.01.2020 23:00,17.4,759.5,765.2,,79,Wind blowing from the north-east,1,,6,, ,,,14.0,21.8,,,,,,30.0,13.7,No precipitation,6,,,,
18.01.2020 20:00,17.1,758.8,764.6,1.0,78,Wind blowing from the east,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,21.8,,,2500 or more  or no clouds.,,,30.0,13.2,No precipitation,12,,,,
18.01.2020 17:00,19.3,757.8,763.5,,67,Wind blowing from the east-northeast,2,,6,70 – 80%., ,,,14.0,21.8,,,600-1000,,,30.0,13.0,No precipitation,6,,,,
18.01.2020 14:00,20.4,757.9,763.6,-2.5,56,Wind blowing from the north-east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,20.7,,,2500 or more  or no clouds.,,,30.0,11.3,No precipitation,12,,,,
18.01.2020 11:00,17.0,760.4,766.2,,58,Wind blowing from the north-northeast,2,,7,70 – 80%., ,,,14.0,19.1,,,2500 or more  or no clouds.,,,30.0,8.6,No precipitation,6,,,,
18.01.2020 08:00,14.1,760.3,766.1,0.9,61,Wind blowing from the north-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,19.1,,,2500 or more  or no clouds.,,,30.0,6.7,No precipitation,12,,,,
18.01.2020 05:00,14.7,759.4,765.1,,59,Wind blowing from the north-east,2,,7,, ,,,13.2,19.1,,,,,,30.0,6.7,No precipitation,6,,,,
18.01.2020 02:00,15.0,759.7,765.5,,58,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,19.1,,,2500 or more  or no clouds.,,,30.0,6.8,No precipitation,12,,,,
17.01.2020 23:00,16.6,760.3,766.0,,54,Wind blowing from the north-northeast,3,,7,, ,,,13.2,19.6,,,,,,30.0,7.2,No precipitation,6,,,,
17.01.2020 20:00,17.1,759.7,765.4,1.0,54,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,19.9,,,1500-2000,,,30.0,7.7,No precipitation,12,,,,
17.01.2020 17:00,18.2,758.7,764.4,,54,Wind blowing from the north,2,,7,70 – 80%., ,,,13.2,22.5,,,1000-1500,,,30.0,8.7,No precipitation,6,,,,
17.01.2020 14:00,17.7,759.0,764.7,-2.2,54,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,25.3,,,2500 or more  or no clouds.,,,30.0,8.2,0.2,12,,,,
17.01.2020 11:00,15.5,761.2,766.9,,64,Wind blowing from the north,3,,7,100%., ,,,13.2,25.3,,,1000-1500,,,30.0,8.7,0.2,6,,,,
17.01.2020 08:00,13.2,760.6,766.4,1.5,83,Wind blowing from the north-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,25.3,,,600-1000,,,9.0,10.3,0.2,12,,,,
17.01.2020 05:00,15.8,759.1,764.8,,74,Wind blowing from the north,3,,6,, ,,,15.8,25.3,,,,,,21.0,11.1,No precipitation,6,,,,
17.01.2020 02:00,18.1,758.8,764.5,,75,Wind blowing from the north,2,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,25.3,,,2500 or more  or no clouds.,,,17.0,13.6,No precipitation,12,,,,
16.01.2020 23:00,19.5,758.5,764.1,,84,Wind blowing from the east-northeast,1,,6,, ,,,17.4,25.3,,,,,,10.0,16.7,No precipitation,6,,,,
16.01.2020 20:00,19.9,757.6,763.3,1.1,83,Wind blowing from the north-east,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,25.3,,,600-1000,,,12.0,16.9,No precipitation,12,,,,
16.01.2020 17:00,22.5,756.5,762.1,,70,Wind blowing from the south-southwest,2,,8,20–30%., ,,,17.4,25.3,,,600-1000,,,13.0,16.7,No precipitation,6,,,,
16.01.2020 14:00,24.1,756.4,762.1,-2.2,63,Wind blowing from the south-southeast,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,24.1,,,600-1000,,,19.0,16.6,No precipitation,12,,,,
16.01.2020 11:00,21.3,758.6,764.3,,76,Wind blowing from the north,2,,8,70 – 80%., ,,,17.4,23.7,,,600-1000,,,16.0,16.9,No precipitation,6,,,,
16.01.2020 08:00,18.1,758.0,763.7,0.4,85,Wind blowing from the east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,,,,,,,10.0,15.5,No precipitation,12,,,,
16.01.2020 05:00,17.9,757.6,763.3,,86,Wind blowing from the north-east,1,,9,, ,,,16.4,,,,,,,8.0,15.5,No precipitation,6,,,,
16.01.2020 02:00,18.5,757.9,763.6,,85,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,23.7,,,2500 or more  or no clouds.,,,7.0,15.9,No precipitation,12,,,,
15.01.2020 23:00,18.8,757.6,763.3,,86,Wind blowing from the east,2,,9,, ,,,16.4,23.7,,,,,,8.0,16.4,No precipitation,6,,,,
15.01.2020 20:00,19.0,757.0,762.7,0.5,84,Wind blowing from the east-northeast,2,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,23.7,,,1500-2000,,,12.0,16.2,No precipitation,12,,,,
15.01.2020 17:00,20.3,756.5,762.2,,75,Wind blowing from the east,2,,9,60%., ,,,16.4,23.7,,,600-1000,,,18.0,15.7,No precipitation,6,,,,
15.01.2020 14:00,23.6,756.7,762.4,,61,Wind blowing from the south-east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,23.6,,,,,,27.0,15.6,No precipitation,12,,,,
15.01.2020 11:00,20.8,759.6,765.3,,66,Wind blowing from the south-east,2,,,20–30%., ,,,16.4,23.2,,,600-1000,,,20.0,14.2,No precipitation,6,,,,
15.01.2020 08:00,16.9,759.7,765.4,0.9,77,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,,,,,,,18.0,12.8,No precipitation,12,,,,
15.01.2020 05:00,16.8,758.8,764.5,,78,Wind blowing from the east,2,,7,, ,,,16.3,23.2,,,,,,20.0,12.9,No precipitation,6,,,,
15.01.2020 02:00,17.2,758.7,764.4,,80,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,23.2,,,2500 or more  or no clouds.,,,19.0,13.7,No precipitation,12,,,,
14.01.2020 23:00,17.8,758.8,764.5,,77,Wind blowing from the east-northeast,1,,6,, ,,,16.1,23.2,,,,,,18.0,13.7,No precipitation,6,,,,
14.01.2020 20:00,19.0,758.2,763.9,0.8,53,Wind blowing from the north,0,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,23.2,,,2500 or more  or no clouds.,,,30.0,9.2,No precipitation,12,,,,
14.01.2020 17:00,21.9,757.4,763.1,,44,Wind blowing from the south-east,2,,9,20–30%., ,,,16.1,23.2,,,2500 or more  or no clouds.,,,30.0,9.1,No precipitation,6,,,,
14.01.2020 14:00,22.0,757.6,763.3,,57,Wind blowing from the north-east,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,22.2,,,2000-2500,,,30.0,13.1,No precipitation,12,,,,
14.01.2020 11:00,20.3,759.8,765.5,,66,Wind blowing from the east-northeast,2,,9,no clouds, ,,,16.1,20.7,,,,,,21.0,13.7,No precipitation,6,,,,
14.01.2020 08:00,16.8,759.6,765.3,0.8,79,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,,,,,,,16.0,13.1,No precipitation,12,,,,
14.01.2020 05:00,16.8,758.8,764.5,,83,Wind blowing from the east-northeast,1,,6,, ,,,14.7,20.7,,,,,,16.0,13.9,No precipitation,6,,,,
14.01.2020 02:00,16.2,759.1,764.8,,86,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,20.7,,,2500 or more  or no clouds.,,,14.0,13.8,No precipitation,12,,,,
13.01.2020 23:00,16.6,758.7,764.4,,82,Wind blowing from the north,1,,6,, ,,,14.7,20.7,,,,,,19.0,13.5,No precipitation,6,,,,
13.01.2020 20:00,17.8,757.8,763.5,1.3,75,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,20.7,,,2500 or more  or no clouds.,,,23.0,13.3,No precipitation,12,,,,
13.01.2020 17:00,19.1,756.5,762.2,,71,Wind blowing from the south,1,,6,100%., ,,,14.7,20.7,,,600-1000,,,19.0,13.7,No precipitation,6,,,,
13.01.2020 14:00,20.3,756.4,762.1,,63,Wind blowing from the east-southeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,20.7,,,600-1000,,,30.0,13.0,No precipitation,12,,,,
13.01.2020 11:00,18.6,759.2,764.9,,61,Wind blowing from the north,2,,6,60%., ,,,14.7,19.8,,,600-1000,,,30.0,10.9,No precipitation,6,,,,
13.01.2020 08:00,15.0,758.3,764.1,0.2,66,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,19.8,,,1500-2000,,,30.0,8.7,No precipitation,12,,,,
13.01.2020 05:00,15.4,758.1,763.8,,61,Wind blowing from the north,2,,6,, ,,,13.2,19.8,,,,,,30.0,7.9,No precipitation,6,,,,
13.01.2020 02:00,16.5,757.9,763.6,,57,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,19.8,,,2500 or more  or no clouds.,,,30.0,7.9,No precipitation,12,,,,
12.01.2020 23:00,17.2,758.1,763.8,,56,Wind blowing from the north-northeast,1,,7,, ,,,13.2,19.8,,,,,,30.0,8.3,No precipitation,6,,,,
12.01.2020 20:00,17.8,757.2,763.0,1.0,50,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,20.7,,,,,,30.0,7.2,No precipitation,12,,,,
12.01.2020 17:00,19.2,756.2,761.9,,47,Wind blowing from the north,2,,7,10%  or less  but not 0, ,,,13.2,23.7,,,2500 or more  or no clouds.,,,30.0,7.6,No precipitation,6,,,,
12.01.2020 14:00,18.9,756.6,762.3,-2.7,46,Wind blowing from the north-northeast,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,25.3,,,1500-2000,,,30.0,7.0,No precipitation,12,,,,
12.01.2020 11:00,15.7,759.3,765.1,,54,Wind blowing from the north-northeast,3,,7,no clouds, ,,,13.2,,,,,,,30.0,6.4,No precipitation,6,,,,
12.01.2020 08:00,13.3,758.7,764.4,1.0,67,Wind blowing from the north,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,25.3,,,2500 or more  or no clouds.,,,30.0,7.3,No precipitation,12,,,,
12.01.2020 05:00,14.2,757.7,763.4,,67,Wind blowing from the north-northeast,3,,7,, ,,,14.1,25.3,,,,,,30.0,8.1,No precipitation,6,,,,
12.01.2020 02:00,15.8,757.4,763.0,0.0,67,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,25.3,,,2500 or more  or no clouds.,,,17.0,9.6,No precipitation,12,,,,
11.01.2020 23:00,17.1,757.4,763.1,,69,Wind blowing from the north-northwest,3,,7,, ,,,17.1,25.3,,,,,,12.0,11.3,No precipitation,6,,,,
11.01.2020 20:00,20.7,756.1,761.7,1.1,71,Wind blowing from the north-northwest,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,25.3,,,2500 or more  or no clouds.,,,7.0,15.2,No precipitation,12,,,,
11.01.2020 17:00,23.8,755.0,760.6,,62,Wind blowing from the north-west,1,,6,10%  or less  but not 0, ,,,17.6,25.3,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,25.0,16.0,No precipitation,6,,,,
11.01.2020 14:00,24.5,754.9,760.5,,64,Wind blowing from the south,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,25.3,,,600-1000,,,9.0,17.2,No precipitation,12,,,,
11.01.2020 11:00,22.3,757.2,762.8,,71,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%, ,,,17.6,25.2,,,,,,18.0,16.7,No precipitation,6,,,,
11.01.2020 08:00,18.2,756.7,762.4,0.8,90,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,,,,,,,8.0,16.5,No precipitation,12,,,,
11.01.2020 05:00,17.8,755.9,761.5,,91,Wind blowing from the south-east,1,,4,, ,,,17.7,25.2,,,,,,7.0,16.3,No precipitation,6,,,,
11.01.2020 02:00,17.9,756.1,761.8,0.0,91,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,25.2,,,2500 or more  or no clouds.,,,8.0,16.4,No precipitation,12,,,,
10.01.2020 23:00,18.3,756.1,761.8,,86,Wind blowing from the east,1,,,, ,,,18.1,25.2,,,,,,13.0,15.9,No precipitation,6,,,,
10.01.2020 20:00,19.5,755.7,761.4,0.6,78,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,25.2,,,,,,15.0,15.5,No precipitation,12,,,,
10.01.2020 17:00,23.7,755.1,760.7,,61,Wind blowing from the east,1,,6,no clouds, ,,,18.1,25.2,,,,,,26.0,15.7,No precipitation,6,,,,
10.01.2020 14:00,24.0,755.9,761.5,-2.3,60,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,24.4,,,2500 or more  or no clouds.,,,26.0,15.7,No precipitation,12,,,,
10.01.2020 11:00,21.9,758.2,763.9,,67,Wind blowing from the north-east,2,,6,90  or more  but not 100%, ,,,18.1,22.2,,,,,,22.0,15.5,No precipitation,6,,,,
10.01.2020 08:00,18.6,757.8,763.5,0.7,82,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,2500 or more  or no clouds.,,,14.0,15.4,No precipitation,12,,,,
10.01.2020 05:00,18.7,757.1,762.8,,82,Wind blowing from the east-northeast,1,,6,, ,,,17.7,22.2,,,,,,15.0,15.5,No precipitation,6,,,,
10.01.2020 02:00,18.5,757.0,762.6,-0.3,81,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,22.2,,,2500 or more  or no clouds.,,,16.0,15.1,No precipitation,12,,,,
09.01.2020 23:00,18.2,757.3,763.0,,79,Wind blowing from the east,2,,7,, ,,,17.7,22.2,,,,,,18.0,14.5,No precipitation,6,,,,
09.01.2020 20:00,18.6,757.2,762.9,0.3,75,Wind blowing from the east,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,22.2,,,1500-2000,,,21.0,14.0,No precipitation,12,,,,
09.01.2020 17:00,20.5,756.9,762.6,,69,Wind blowing from the east-southeast,2,,7,70 – 80%., ,,,17.7,24.1,,,1500-2000,,,23.0,14.6,No precipitation,6,,,,
09.01.2020 14:00,21.3,757.9,763.6,-1.8,65,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,26.3,,,2500 or more  or no clouds.,,,27.0,14.4,No precipitation,12,,,,
09.01.2020 11:00,20.1,759.7,765.4,,64,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%, ,,,17.7,,,,600-1000,,,25.0,13.0,No precipitation,6,,,,
09.01.2020 08:00,18.0,758.9,764.6,1.1,73,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,2500 or more  or no clouds.,,,27.0,13.0,No precipitation,12,,,,
09.01.2020 05:00,18.2,757.8,763.4,,73,Wind blowing from the east-northeast,2,,6,, ,,,18.0,26.3,,,,,,29.0,13.2,No precipitation,6,,,,
09.01.2020 02:00,18.2,758.1,763.7,-0.7,60,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,26.3,,,2500 or more  or no clouds.,,,30.0,10.3,No precipitation,12,,,,
08.01.2020 23:00,19.1,758.8,764.5,,69,Wind blowing from the east-southeast,1,,11,, ,,,19.1,26.3,,,,,,30.0,13.2,No precipitation,6,,,,
