Local time in Tongliao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.01.2020 14:00,-6.2,751.9,769.4,,53,Wind blowing from the north-east,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,1.5,,,2500 or more  or no clouds.,,,12.0,-14.4,No precipitation,12,,,,
22.01.2020 11:00,-7.4,752.7,770.2,,54,Wind blowing from the north-east,3,,7,40%., ,,,-10.3,1.6,,,2500 or more  or no clouds.,,,9.0,-15.3,No precipitation,6,,,,
22.01.2020 08:00,-9.7,752.1,769.6,1.1,56,Wind blowing from the north,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,1.6,,,2500 or more  or no clouds.,,,18.0,-17.0,No precipitation,12,,,,
22.01.2020 05:00,-9.8,751.0,768.4,,62,Wind blowing from the west,2,,6,, ,,,-10.3,1.6,,,,,,14.0,-15.7,No precipitation,6,,,,
22.01.2020 02:00,-6.6,750.4,767.5,,50,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.6,,,2500 or more  or no clouds.,,,25.0,-15.3,No precipitation,12,,,,
21.01.2020 23:00,-4.0,749.8,767.1,,50,Wind blowing from the north-northeast,3,,,, ,,,-12.8,1.6,,,,,,13.0,-12.9,No precipitation,6,,,,
21.01.2020 20:00,-2.7,748.4,765.7,1.3,52,Wind blowing from the south,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.6,,,,,,14.0,-11.4,No precipitation,12,,,,
21.01.2020 17:00,-0.4,747.1,764.3,,49,Wind blowing from the south-west,2,,10,40%., ,,,-12.8,1.6,,,2500 or more  or no clouds.,,,10.0,-9.8,No precipitation,6,,,,
21.01.2020 14:00,1.5,746.5,763.8,,42,Wind blowing from the south-west,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.6,,,2500 or more  or no clouds.,,,15.0,-10.3,No precipitation,12,,,,
21.01.2020 11:00,-3.6,747.9,765.3,,53,Wind blowing from the south-southwest,4,,,70 – 80%., ,,,-12.8,-3.6,,,2500 or more  or no clouds.,,,11.0,-12.0,No precipitation,6,,,,
21.01.2020 08:00,-7.6,749.1,766.6,-1.0,60,Wind blowing from the south,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-4.3,,,2500 or more  or no clouds.,,,10.0,-14.2,No precipitation,12,,,,
21.01.2020 05:00,-7.0,750.1,767.5,,48,Wind blowing from the south,4,,,, ,,,-14.4,-4.3,,,,,,13.0,-16.2,No precipitation,6,,,,
21.01.2020 02:00,-12.2,751.9,769.5,-0.3,66,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-4.3,,,2500 or more  or no clouds.,,,11.0,-17.4,No precipitation,12,,,,
20.01.2020 23:00,-10.6,752.2,769.9,,61,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,10.0,-16.7,,,,,,
20.01.2020 20:00,-8.3,752.2,769.9,,59,Wind blowing from the west-southwest,2,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-4.3,,,,,,6.0,-14.9,No precipitation,12,,,,
20.01.2020 17:00,-6.1,751.3,769.0,,54,Wind blowing from the west,2,,9,no clouds, ,,,-14.4,-4.3,,,,,,13.0,-14.1,No precipitation,6,,,,
20.01.2020 14:00,-5.2,750.4,768.1,0.3,46,Wind blowing from the west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.2,,,,,,21.0,-15.0,No precipitation,12,,,,
20.01.2020 11:00,-8.2,750.1,767.8,,50,Wind blowing from the west,4,,8,no clouds, ,,,-14.4,-7.5,,,,,,18.0,-17.0,No precipitation,6,,,,
20.01.2020 08:00,-13.9,748.6,766.5,1.6,67,Wind blowing from the west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-7.5,,,,,,10.0,-18.7,No precipitation,12,,,,
20.01.2020 05:00,-12.5,747.0,764.7,,65,Wind blowing from the west,3,,7,, ,,,-13.6,-7.5,,,,,,21.0,-17.7,No precipitation,6,,,,
20.01.2020 02:00,-12.0,746.5,764.1,-0.6,69,Wind blowing from the west-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-7.5,,,2500 or more  or no clouds.,,,14.0,-16.5,No precipitation,12,,,,
19.01.2020 23:00,-11.6,747.1,764.8,,73,Wind blowing from the south,1,,5,,Haze. ,,,-13.6,-7.5,,,,,,6.0,-15.5,No precipitation,6,,,,
19.01.2020 20:00,-11.4,747.4,765.1,0.3,68,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-6.3,,,,,,13.0,-16.1,Trace of precipitation,12,,,,
19.01.2020 17:00,-9.8,747.1,764.7,,63,Wind blowing from the south-southeast,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,10.0,-15.5,,,,,,
19.01.2020 14:00,-8.1,747.1,764.5,-0.4,57,Wind blowing from the west,3,,9,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-6.1,,,2500 or more  or no clouds.,,,15.0,-15.3,Trace of precipitation,12,,,,
19.01.2020 11:00,-11.0,747.5,765.1,,72,Wind blowing from the west,2,,9,40%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-6.1,,,2500 or more  or no clouds.,,,3.9,-15.1,Trace of precipitation,6,,,,
19.01.2020 08:00,-13.6,747.0,764.6,1.4,84,Wind blowing from the north-west,3,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-6.1,,,1500-2000,,,2.6,-15.7,Trace of precipitation,12,,,,
19.01.2020 05:00,-11.1,745.6,763.1,,79,Wind blowing from the west,2,,5,,Mist. ,,,,-6.1,,,,,,6.0,-14.0,No precipitation,6,,,,
19.01.2020 02:00,-7.7,744.6,762.0,0.2,77,Wind blowing from the north-west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.1,,,2500 or more  or no clouds.,,,2.0,-11.0,No precipitation,12,,,,
18.01.2020 23:00,-8.0,744.4,762.0,,81,Wind blowing from the south-southeast,1,,,,Mist. ,,,-18.5,-6.1,,,,,,1.5,-10.7,No precipitation,6,,,,
18.01.2020 20:00,-6.4,745.3,763.0,-0.6,70,Wind blowing from the south-southeast,1,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-6.1,,,2500 or more  or no clouds.,,,2.2,-11.0,No precipitation,12,,,,
18.01.2020 17:00,-6.5,745.9,763.6,,64,Wind blowing from the east,1,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-6.1,,,2500 or more  or no clouds.,,,3.2,-12.2,No precipitation,6,,,,
18.01.2020 14:00,-7.2,746.8,764.6,-2.4,58,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-7.2,,,2500 or more  or no clouds.,,,13.0,-14.1,No precipitation,12,,,,
18.01.2020 11:00,-12.1,749.2,767.2,,64,Wind blowing from the west-southwest,4,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-7.4,,,,,,4.4,-17.5,No precipitation,6,,,,
18.01.2020 08:00,-16.9,750.3,768.4,0.5,82,Wind blowing from the south-west,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,,,,,,,2.7,-19.2,No precipitation,12,,,,
18.01.2020 05:00,-18.3,749.8,767.8,,84,Wind blowing from the south-southeast,1,,3,,Mist. ,,,-18.3,-7.4,,,,,,5.0,-20.3,No precipitation,6,,,,
18.01.2020 02:00,-16.9,751.5,769.3,-0.7,85,Wind blowing from the west-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-7.4,,,2500 or more  or no clouds.,,,3.5,-18.8,No precipitation,12,,,,
17.01.2020 23:00,-16.2,752.2,770.1,,83,Wind blowing from the west-southwest,1,,,,Mist. ,,,-17.0,-7.4,,,,,,1.2,-18.4,No precipitation,6,,,,
17.01.2020 20:00,-14.4,752.2,770.4,-0.4,78,Wind blowing from the south-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-7.4,,,,,,1.6,-17.5,No precipitation,12,,,,
17.01.2020 17:00,-10.7,752.6,770.6,,63,Wind blowing from the south-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-7.4,,,,,,3.8,-16.4,No precipitation,6,,,,
17.01.2020 14:00,-7.7,752.5,770.3,-1.4,53,Wind blowing from the south-southeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-5.7,,,,,,4.9,-15.8,No precipitation,12,,,,
17.01.2020 11:00,-8.7,753.9,771.7,,53,Wind blowing from the south-southeast,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-5.7,,,,,,3.2,-16.6,No precipitation,6,,,,
17.01.2020 08:00,-16.5,754.0,772.1,0.1,79,Wind blowing from the west,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,,,,,,,7.0,-19.3,No precipitation,12,,,,
17.01.2020 05:00,-15.8,753.9,771.8,,75,Wind blowing from the west,1,,6,, ,,,-17.2,-5.7,,,,,,9.0,-19.2,No precipitation,6,,,,
17.01.2020 02:00,-14.7,754.8,772.6,-0.4,72,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-5.7,,,2500 or more  or no clouds.,,,12.0,-18.6,No precipitation,12,,,,
16.01.2020 23:00,-13.2,755.2,773.2,,68,Wind blowing from the south-southwest,2,,,,Haze. ,,,-17.2,-5.7,,,,,,4.0,-18.0,No precipitation,6,,,,
16.01.2020 20:00,-12.8,755.4,773.5,0.0,63,Wind blowing from the south-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-5.7,,,,,,7.0,-18.4,No precipitation,12,,,,
16.01.2020 17:00,-9.4,755.4,773.4,,54,Wind blowing from the south,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-5.7,,,,,,5.0,-17.0,No precipitation,6,,,,
16.01.2020 14:00,-6.3,755.7,773.5,-1.3,44,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-6.3,,,,,,14.0,-16.8,No precipitation,12,,,,
16.01.2020 11:00,-9.7,757.0,774.9,,52,Wind blowing from the west-northwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-9.4,,,,,,6.0,-17.9,No precipitation,6,,,,
16.01.2020 08:00,-16.8,756.7,774.9,0.5,71,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-9.4,,,,,,5.0,-20.8,No precipitation,12,,,,
16.01.2020 05:00,-16.0,756.2,774.3,,69,Wind blowing from the west,1,,5,, ,,,-18.2,-9.4,,,,,,26.0,-20.5,No precipitation,6,,,,
16.01.2020 02:00,-14.7,756.1,774.1,0.4,64,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-9.4,,,2500 or more  or no clouds.,,,22.0,-20.0,No precipitation,12,,,,
15.01.2020 23:00,-11.4,755.7,773.6,,58,Wind blowing from the west-northwest,2,,,, ,,,,-9.4,,,,,,9.0,-18.0,No precipitation,6,,,,
15.01.2020 20:00,-11.6,755.2,773.4,0.6,68,Wind blowing from the west,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-9.4,,,,,,5.0,-16.3,No precipitation,12,,,,
15.01.2020 17:00,-11.0,754.6,772.6,,63,Wind blowing from the west,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-9.4,,,,,,3.5,-16.7,No precipitation,6,,,,
15.01.2020 14:00,-10.5,754.2,772.2,-0.9,57,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-9.3,,,,,,8.0,-17.4,No precipitation,12,,,,
15.01.2020 11:00,-12.5,755.1,773.2,,58,Wind blowing from the south,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-9.3,,,,,,5.0,-19.1,No precipitation,6,,,,
15.01.2020 08:00,-18.1,755.2,773.5,0.2,78,Wind blowing from the west-southwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-9.3,,,,,,3.7,-21.0,No precipitation,12,,,,
15.01.2020 05:00,-17.1,755.0,773.1,,78,Wind blowing from the south,1,,4,, ,,,-19.4,-9.3,,,,,,8.0,-20.0,No precipitation,6,,,,
15.01.2020 02:00,-15.9,755.5,773.5,0.0,76,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-9.3,,,2500 or more  or no clouds.,,,8.0,-19.2,No precipitation,12,,,,
14.01.2020 23:00,-15.3,755.5,773.6,,71,Wind blowing from the south-southeast,1,,,,Haze. ,,,-19.4,-9.3,,,,,,5.0,-19.4,No precipitation,6,,,,
14.01.2020 20:00,-13.5,755.7,773.9,0.5,62,Wind blowing from the south-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-9.3,,,,,,6.0,-19.2,No precipitation,12,,,,
14.01.2020 17:00,-11.7,755.2,773.4,,56,Wind blowing from the south-east,1,,4,no clouds, ,,,-19.4,-9.3,,,,,,9.0,-18.7,No precipitation,6,,,,
14.01.2020 14:00,-10.4,755.2,773.2,-0.9,51,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-9.1,,,,,,7.0,-18.8,No precipitation,12,,,,
14.01.2020 11:00,-12.0,756.1,774.1,,50,Wind blowing from the south-west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-9.1,,,,,,4.9,-20.5,No precipitation,6,,,,
14.01.2020 08:00,-19.2,756.0,774.3,0.8,79,Wind blowing from the west-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-9.1,,,,,,3.3,-21.9,No precipitation,12,,,,
14.01.2020 05:00,-18.2,755.2,773.3,,80,Wind blowing from the west-southwest,1,,2,,Haze. ,,,-18.2,-9.1,,,,,,5.0,-20.9,No precipitation,6,,,,
14.01.2020 02:00,-17.0,755.6,773.7,0.6,77,Wind blowing from the west,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-9.1,,,2500 or more  or no clouds.,,,5.0,-20.1,No precipitation,12,,,,
13.01.2020 23:00,-14.3,755.0,773.0,,66,Wind blowing from the west,1,,,, ,,,-16.5,-9.1,,,,,,8.0,-19.3,No precipitation,6,,,,
13.01.2020 20:00,-13.6,754.3,772.4,1.1,64,Wind blowing from the west,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-9.1,,,,,,6.0,-19.1,No precipitation,12,,,,
13.01.2020 17:00,-11.1,753.2,771.2,,52,Wind blowing from the west,1,,6,no clouds, ,,,-16.5,-9.1,,,,,,13.0,-19.0,No precipitation,6,,,,
13.01.2020 14:00,-9.5,752.3,770.2,0.2,42,Wind blowing from the north,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-9.3,,,,,,30.0,-20.0,No precipitation,12,,,,
13.01.2020 11:00,-10.5,752.1,770.0,,48,Wind blowing from the north-northwest,2,,6,no clouds, ,,,-16.5,-10.0,,,,,,21.0,-19.6,No precipitation,6,,,,
13.01.2020 08:00,-14.0,750.8,768.8,1.4,59,Wind blowing from the west-northwest,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-10.0,,,2500 or more  or no clouds.,,,7.0,-20.3,No precipitation,12,,,,
13.01.2020 05:00,-15.9,749.4,767.3,,65,Wind blowing from the south-west,1,,4,, ,,,-16.4,-10.0,,,,,,22.0,-21.1,No precipitation,6,,,,
13.01.2020 02:00,-14.0,748.7,766.5,0.0,58,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-10.0,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
12.01.2020 23:00,-16.1,748.7,766.6,,67,Wind blowing from the west,1,,,,Haze. ,,,-16.4,-10.0,,,,,,5.0,-20.8,No precipitation,6,,,,
12.01.2020 20:00,-14.5,748.9,766.9,-0.5,65,Wind blowing from the south,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-10.0,,,,,,5.0,-19.6,No precipitation,12,,,,
12.01.2020 17:00,-11.7,749.4,767.3,,56,Wind blowing from the west-southwest,2,,6,no clouds, ,,,-16.4,-9.3,,,,,,9.0,-18.7,No precipitation,6,,,,
12.01.2020 14:00,-10.2,750.0,767.8,-1.4,51,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-7.2,,,,,,28.0,-18.6,No precipitation,12,,,,
12.01.2020 11:00,-12.1,751.4,769.3,,52,Wind blowing from the west-northwest,2,,6,40%., ,,,-16.4,-6.3,,,2500 or more  or no clouds.,,,15.0,-20.0,No precipitation,6,,,,
12.01.2020 08:00,-16.3,751.9,769.9,0.6,66,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,,,,,,,10.0,-21.2,No precipitation,12,,,,
12.01.2020 05:00,-15.2,751.3,769.1,,64,Wind blowing from the west-northwest,4,,6,, ,,,-15.4,-6.3,,,,,,24.0,-20.5,No precipitation,6,,,,
12.01.2020 02:00,-14.1,752.2,769.9,-0.4,63,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-6.3,,,2500 or more  or no clouds.,,,19.0,-19.6,No precipitation,12,,,,
11.01.2020 23:00,-12.4,752.6,770.4,,67,Wind blowing from the west-northwest,2,,,,Haze. ,,,-14.7,-6.3,,,,,,6.0,-17.4,No precipitation,6,,,,
11.01.2020 20:00,-13.9,753.0,771.0,0.2,81,Wind blowing from the west-southwest,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-6.3,,,,,,1.6,-16.5,No precipitation,12,,,,
11.01.2020 17:00,-9.3,752.8,770.6,,61,Wind blowing from the west-northwest,1,,6,20–30%., ,,,-14.7,-6.3,,,2500 or more  or no clouds.,,,11.0,-15.6,No precipitation,6,,,,
11.01.2020 14:00,-7.1,752.3,770.0,-0.8,52,Wind blowing from the north-northwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-6.3,,,2500 or more  or no clouds.,,,25.0,-15.5,No precipitation,12,,,,
11.01.2020 11:00,-7.9,753.1,770.9,,54,Wind blowing from the west-northwest,2,,5,10%  or less  but not 0, ,,,-14.7,-6.7,,,2500 or more  or no clouds.,,,14.0,-15.6,No precipitation,6,,,,
11.01.2020 08:00,-14.3,752.7,770.6,0.8,70,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-6.7,,,,,,6.0,-18.7,No precipitation,12,,,,
11.01.2020 05:00,-13.7,751.9,769.7,,69,Wind blowing from the west,2,,6,, ,,,-16.2,-6.7,,,,,,27.0,-18.3,No precipitation,6,,,,
11.01.2020 02:00,-12.3,751.8,769.5,0.5,62,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-6.7,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
10.01.2020 23:00,-12.2,751.3,769.0,,61,Wind blowing from the west,2,,,, ,,,-16.2,-6.7,,,,,,22.0,-18.2,No precipitation,6,,,,
10.01.2020 20:00,-9.9,750.8,768.7,0.5,68,Wind blowing from the west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-6.7,,,,,,5.0,-14.7,No precipitation,12,,,,
10.01.2020 17:00,-8.7,750.3,768.1,,60,Wind blowing from the west-southwest,2,,4,no clouds, ,,,-16.2,-6.7,,,,,,6.0,-15.1,No precipitation,6,,,,
10.01.2020 14:00,-7.2,749.8,767.5,-0.9,55,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-6.4,,,,,,12.0,-14.7,No precipitation,12,,,,
10.01.2020 11:00,-10.0,750.7,768.4,,62,Wind blowing from the west-northwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-6.4,,,,,,6.0,-15.9,No precipitation,6,,,,
10.01.2020 08:00,-16.1,750.8,768.8,0.1,82,Wind blowing from the west,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-6.4,,,,,,4.4,-18.5,No precipitation,12,,,,
10.01.2020 05:00,-14.9,750.7,768.5,,81,Wind blowing from the west-southwest,2,,4,,Mist. ,,,-16.3,-6.4,,,,,,7.0,-17.4,No precipitation,6,,,,
10.01.2020 02:00,-13.8,751.7,769.5,-0.5,80,Wind blowing from the west-southwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-6.4,,,2500 or more  or no clouds.,,,4.5,-16.5,No precipitation,12,,,,
09.01.2020 23:00,-12.1,752.2,769.9,,76,Wind blowing from the south-west,1,,,, ,,,-16.3,-6.4,,,,,,9.0,-15.5,No precipitation,6,,,,
09.01.2020 20:00,-12.8,752.5,770.5,-0.3,80,Wind blowing from the south-southeast,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-6.4,,,,,,4.4,-15.5,No precipitation,12,,,,
09.01.2020 17:00,-9.5,752.8,770.7,,67,Wind blowing from the south,1,,4,no clouds, ,,,-16.3,-6.1,,,,,,8.0,-14.5,No precipitation,6,,,,
09.01.2020 14:00,-7.6,753.0,770.7,-1.0,56,Wind blowing from the south-southwest,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-5.4,,,,,,13.0,-14.9,No precipitation,12,,,,
09.01.2020 11:00,-9.6,754.0,771.7,,65,Wind blowing from the west-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-5.4,,,,,,6.0,-15.1,No precipitation,6,,,,
