Local time in Langzhong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 17:00,11.0,733.3,768.1,,46,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-0.2,,,,,,
25.01.2020 14:00,10.8,734.4,769.2,-2.4,50,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.9,,,2500 or more  or no clouds.,,,30.0,0.8,No precipitation,12,,,,
25.01.2020 11:00,7.9,736.8,771.9,,63,Wind blowing from the north-northwest,2,,4,100%., ,,,6.1,8.8,,,2500 or more  or no clouds.,,,25.0,1.3,No precipitation,6,,,,
25.01.2020 08:00,6.3,736.0,771.1,0.0,75,Wind blowing from the north-northwest,1,,4,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.8,,,2500 or more  or no clouds.,,,21.0,2.2,0.1,12,,,,
25.01.2020 05:00,7.1,736.0,771.1,,75,Wind blowing from the north,1,,3,, ,,,7.0,8.8,,,,,,17.0,3.0,No precipitation,6,,,,
25.01.2020 02:00,7.1,735.4,770.5,,85,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,9.0,,,2500 or more  or no clouds.,,,10.0,4.8,0.1,12,,,,
24.01.2020 20:00,8.2,736.1,771.1,1.3,84,Wind blowing from the north-northwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,,,,2500 or more  or no clouds.,,,20.0,5.7,2.0,12,,,,
24.01.2020 17:00,8.6,734.8,769.7,,80,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,,,,2500 or more  or no clouds.,,,28.0,5.3,0.2,6,,,,
24.01.2020 14:00,7.9,734.8,769.7,-1.4,89,Wind blowing from the north-northwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.7,,,,2500 or more  or no clouds.,,,13.0,6.2,3.0,12,,,,
24.01.2020 11:00,8.2,736.2,771.1,,88,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.7,,,,2500 or more  or no clouds.,,,12.0,6.3,3.0,6,,,,
24.01.2020 08:00,7.9,734.9,769.7,1.8,87,Wind blowing from the north,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.9,,,2500 or more  or no clouds.,,,17.0,5.9,0.9,12,,,,
24.01.2020 05:00,8.5,733.1,767.7,,87,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.5,12.9,,,,,,10.0,6.5,0.1,6,,,,
24.01.2020 02:00,9.0,733.0,767.6,,82,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,12.9,,,2500 or more  or no clouds.,,,15.0,6.1,No precipitation,12,,,,
23.01.2020 20:00,10.7,732.3,766.9,2.3,70,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,12.9,,,2500 or more  or no clouds.,,,25.0,5.3,No precipitation,12,,,,
23.01.2020 17:00,12.7,730.0,764.4,,57,Wind blowing from the east,2,,,, ,,,,,,,,,,29.0,4.4,,,,,,
23.01.2020 14:00,12.0,730.5,764.9,-1.6,64,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,15.9,,,2500 or more  or no clouds.,,,16.0,5.4,No precipitation,12,,,,
23.01.2020 11:00,9.8,732.1,766.7,,76,Wind blowing from the east,1,,3,100%., ,,,8.6,,,,2500 or more  or no clouds.,,,12.0,5.8,No precipitation,6,,,,
23.01.2020 08:00,8.8,730.5,764.9,0.8,83,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,16.4,,,2500 or more  or no clouds.,,,12.0,6.1,No precipitation,12,,,,
23.01.2020 05:00,8.7,729.7,764.0,,84,Wind blowing from the north-west,2,,,, ,,,,,,,,,,12.0,6.2,,,,,,
23.01.2020 02:00,9.4,730.4,764.6,,81,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,16.4,,,2500 or more  or no clouds.,,,12.0,6.3,No precipitation,12,,,,
22.01.2020 20:00,12.1,730.5,765.1,1.9,69,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,16.4,,,2500 or more  or no clouds.,,,14.0,6.6,No precipitation,12,,,,
22.01.2020 17:00,13.5,728.6,763.0,,57,Wind blowing from the east-southeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,21.0,5.2,,,,,,
22.01.2020 14:00,15.8,729.0,763.2,-2.2,46,Wind blowing from the north-east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,16.4,,,1000-1500,,,20.0,4.2,No precipitation,12,,,,
22.01.2020 11:00,10.8,731.2,765.9,,68,Wind blowing from the north-northwest,1,,3,no clouds, ,,,6.3,14.2,,,,,,13.0,5.1,No precipitation,6,,,,
22.01.2020 08:00,6.7,730.5,765.2,1.1,88,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,,,,2500 or more  or no clouds.,,,12.0,4.9,No precipitation,12,,,,
22.01.2020 05:00,6.6,729.4,763.9,,87,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,12.0,4.6,,,,,,
22.01.2020 02:00,7.7,730.0,764.4,,80,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,14.2,,,2500 or more  or no clouds.,,,14.0,4.5,No precipitation,12,,,,
21.01.2020 20:00,9.1,729.6,764.3,1.7,73,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,14.2,,,2500 or more  or no clouds.,,,17.0,4.5,Trace of precipitation,12,,,,
21.01.2020 17:00,13.2,727.9,762.3,,46,Wind blowing from the south,1,,,50%., ,,,,,,,2500 or more  or no clouds.,,,25.0,1.8,,,,,,
21.01.2020 14:00,12.4,729.0,763.4,-2.6,52,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,13.8,,,2500 or more  or no clouds.,,,22.0,2.8,Trace of precipitation,12,,,,
21.01.2020 11:00,9.4,731.6,766.3,,73,Wind blowing from the south-east,1,,3,70 – 80%., ,,,6.6,13.8,,,2500 or more  or no clouds.,,,13.0,4.8,No precipitation,6,,,,
21.01.2020 08:00,6.8,730.9,765.7,0.9,84,Wind blowing from the west-northwest,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,,,,2500 or more  or no clouds.,,,13.0,4.3,No precipitation,12,,,,
21.01.2020 05:00,6.7,730.0,764.5,,84,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,12.0,4.2,,,,,,
21.01.2020 02:00,7.6,730.9,765.4,,80,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,13.8,,,2500 or more  or no clouds.,,,13.0,4.4,No precipitation,12,,,,
20.01.2020 20:00,8.4,730.9,765.8,1.1,69,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,13.8,,,,,,15.0,3.0,No precipitation,12,,,,
20.01.2020 17:00,12.4,729.8,764.4,,47,Wind blowing from the south-east,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,26.0,1.4,,,,,,
20.01.2020 14:00,13.2,730.8,765.4,-3.1,48,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,14.2,,,,,,17.0,2.4,No precipitation,12,,,,
20.01.2020 11:00,9.5,733.9,768.8,,62,Wind blowing from the north-east,1,,,no clouds, ,,,5.2,14.2,,,,,,19.0,2.4,No precipitation,6,,,,
20.01.2020 08:00,5.7,733.1,768.1,0.1,77,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,2500 or more  or no clouds.,,,20.0,2.0,No precipitation,12,,,,
20.01.2020 05:00,5.7,733.0,767.7,,80,Wind blowing from the north-west,1,,,, ,,,,,,,,,,19.0,2.5,,,,,,
20.01.2020 02:00,6.0,733.5,768.2,,78,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.2,,,2500 or more  or no clouds.,,,19.0,2.5,No precipitation,12,,,,
19.01.2020 20:00,7.8,733.0,768.1,1.3,63,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.2,,,,,,14.0,1.2,No precipitation,12,,,,
19.01.2020 17:00,13.4,731.7,766.3,,34,Wind blowing from the south,1,,,, ,,,,,,,,,,30.0,-2.1,,,,,,
19.01.2020 14:00,13.1,733.1,767.7,-3.1,35,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.4,,,,,,30.0,-2.0,No precipitation,12,,,,
19.01.2020 11:00,10.3,736.2,771.0,,54,Wind blowing from the north,1,,5,no clouds, ,,,4.1,10.7,,,,,,30.0,1.4,No precipitation,6,,,,
19.01.2020 08:00,4.1,735.6,770.8,0.8,80,Wind blowing from the north-northeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.7,,,2500 or more  or no clouds.,,,30.0,1.0,No precipitation,12,,,,
19.01.2020 05:00,6.6,734.8,769.7,,64,Calm  no wind,0,,,, ,,,,,,,,,,30.0,0.1,,,,,,
19.01.2020 02:00,8.1,735.8,770.7,,47,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,10.7,,,2500 or more  or no clouds.,,,30.0,-2.5,No precipitation,12,,,,
18.01.2020 20:00,8.6,735.0,769.9,2.3,74,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,10.7,,,2500 or more  or no clouds.,,,13.0,4.2,No precipitation,12,,,,
18.01.2020 17:00,10.7,732.7,767.5,,58,Wind blowing from the north-east,1,,5,100%., ,,,7.0,11.0,,,2500 or more  or no clouds.,,,18.0,2.8,No precipitation,6,,,,
18.01.2020 14:00,10.0,732.6,767.3,-1.9,63,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,11.5,,,2500 or more  or no clouds.,,,19.0,3.3,No precipitation,12,,,,
18.01.2020 11:00,8.5,734.5,769.5,,78,Wind blowing from the north-west,1,,3,100%., ,,,7.0,,,,2500 or more  or no clouds.,,,13.0,4.9,No precipitation,6,,,,
18.01.2020 08:00,7.1,733.0,767.8,1.2,87,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,11.5,,,2500 or more  or no clouds.,,,14.0,5.1,No precipitation,12,,,,
18.01.2020 05:00,7.1,731.8,766.4,,88,Wind blowing from the north-west,1,,,, ,,,,,,,,,,12.0,5.2,,,,,,
18.01.2020 02:00,7.4,732.8,767.5,,85,Wind blowing from the west-northwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,11.5,,,2500 or more  or no clouds.,,,15.0,5.0,No precipitation,12,,,,
17.01.2020 20:00,9.5,733.5,768.4,0.9,70,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,11.5,,,2500 or more  or no clouds.,,,18.0,4.3,No precipitation,12,,,,
17.01.2020 17:00,11.0,732.6,767.4,,56,Wind blowing from the west,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,2.6,,,,,,
17.01.2020 14:00,11.1,733.2,768.1,,59,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,13.0,,,2500 or more  or no clouds.,,,28.0,3.2,No precipitation,12,,,,
17.01.2020 11:00,8.4,735.9,771.0,,75,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,4.4,13.0,,,,,,18.0,4.2,No precipitation,6,,,,
17.01.2020 08:00,5.9,735.0,770.0,0.4,85,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,13.0,,,2500 or more  or no clouds.,,,23.0,3.6,No precipitation,12,,,,
17.01.2020 05:00,5.3,734.6,769.4,,91,Wind blowing from the north-east,1,,,, ,,,,,,,,,,21.0,4.0,,,,,,
17.01.2020 02:00,4.9,735.1,770.0,,91,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,13.0,,,2500 or more  or no clouds.,,,22.0,3.6,No precipitation,12,,,,
16.01.2020 20:00,9.3,734.4,769.5,1.9,70,Wind blowing from the north-northeast,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,13.0,,,2500 or more  or no clouds.,,,24.0,4.1,No precipitation,12,,,,
16.01.2020 17:00,12.6,732.5,767.2,,47,Wind blowing from the south-southeast,1,,,no clouds, ,,,,,,,,,,30.0,1.6,,,,,,
16.01.2020 14:00,12.5,733.4,768.1,-2.4,51,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,12.5,,,1000-1500,,,30.0,2.6,No precipitation,12,,,,
16.01.2020 11:00,8.4,735.8,770.8,,74,Wind blowing from the north-east,1,,,no clouds, ,,,4.3,8.4,,,,,,21.0,4.0,No precipitation,6,,,,
16.01.2020 08:00,4.5,735.1,770.2,1.1,94,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,8.2,,,,,,14.0,3.6,No precipitation,12,,,,
16.01.2020 05:00,6.4,734.0,769.0,,87,Wind blowing from the west-southwest,1,,3,, ,,,6.4,8.2,,,,,,29.0,4.4,No precipitation,6,,,,
16.01.2020 02:00,6.8,734.0,769.0,,82,Wind blowing from the south-southwest,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,8.2,,,2500 or more  or no clouds.,,,30.0,3.9,No precipitation,12,,,,
15.01.2020 20:00,7.9,732.3,767.2,2.1,82,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,8.2,,,2000-2500,,,20.0,5.0,Trace of precipitation,12,,,,
15.01.2020 17:00,8.2,730.2,765.0,,82,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,8.4,,,2500 or more  or no clouds.,,,30.0,5.3,No precipitation,6,,,,
15.01.2020 14:00,7.6,729.4,764.2,-1.7,87,Wind blowing from the east-northeast,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,,,,2500 or more  or no clouds.,,,28.0,5.6,Trace of precipitation,12,,,,
15.01.2020 11:00,6.9,731.1,766.0,,94,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.9,,,,2500 or more  or no clouds.,,,5.0,6.0,No precipitation,6,,,,
15.01.2020 08:00,7.0,730.1,764.9,1.0,89,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,8.7,,,2500 or more  or no clouds.,,,14.0,5.3,Trace of precipitation,12,,,,
15.01.2020 05:00,7.1,729.1,763.8,,87,Wind blowing from the north,1,,,, ,,,,,,,,,,16.0,5.1,,,,,,
15.01.2020 02:00,7.1,729.7,764.4,,88,Wind blowing from the north-northeast,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,8.7,,,2500 or more  or no clouds.,,,15.0,5.2,No precipitation,12,,,,
14.01.2020 20:00,7.7,729.5,764.2,0.9,78,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.3,,,2500 or more  or no clouds.,,,16.0,4.1,Trace of precipitation,12,,,,
14.01.2020 17:00,8.4,728.6,763.3,,69,Wind blowing from the south-southeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,26.0,3.0,,,,,,
14.01.2020 14:00,8.6,729.9,764.5,-2.6,64,Wind blowing from the east,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,2500 or more  or no clouds.,,,21.0,2.2,No precipitation,12,,,,
14.01.2020 11:00,8.5,732.5,767.3,,62,Wind blowing from the north-east,1,,,100%., ,,,7.3,,,,2500 or more  or no clouds.,,,29.0,1.6,No precipitation,6,,,,
14.01.2020 08:00,7.5,732.1,766.8,0.6,74,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,11.2,,,2500 or more  or no clouds.,,,24.0,3.2,No precipitation,12,,,,
14.01.2020 05:00,7.5,731.5,766.2,,86,Wind blowing from the west,1,,,, ,,,,,,,,,,15.0,5.3,,,,,,
14.01.2020 02:00,8.0,732.5,767.2,,81,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,11.2,,,2500 or more  or no clouds.,,,17.0,4.9,No precipitation,12,,,,
13.01.2020 20:00,9.4,730.9,765.7,2.1,72,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,11.2,,,2500 or more  or no clouds.,,,16.0,4.6,No precipitation,12,,,,
13.01.2020 17:00,10.9,728.8,763.3,,56,Wind blowing from the north-east,1,,4,100%., ,,,5.5,11.2,,,2500 or more  or no clouds.,,,26.0,2.5,No precipitation,6,,,,
13.01.2020 14:00,11.0,728.5,763.2,-2.1,59,Wind blowing from the east-northeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,11.2,,,2500 or more  or no clouds.,,,19.0,3.3,No precipitation,12,,,,
13.01.2020 11:00,9.5,730.6,765.2,,67,Wind blowing from the north-west,2,,3,, ,,,5.5,10.8,,,,,,17.0,3.7,No precipitation,6,,,,
13.01.2020 08:00,6.9,728.7,763.3,0.5,81,Wind blowing from the north-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,10.8,,,2500 or more  or no clouds.,,,14.0,3.9,No precipitation,12,,,,
13.01.2020 05:00,6.5,728.2,762.8,,88,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,13.0,4.7,,,,,,
13.01.2020 02:00,5.5,729.1,763.9,,92,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,10.8,,,2500 or more  or no clouds.,,,13.0,4.3,No precipitation,12,,,,
12.01.2020 20:00,9.3,729.5,764.5,0.9,72,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,10.8,,,2500 or more  or no clouds.,,,18.0,4.5,No precipitation,12,,,,
12.01.2020 17:00,10.5,728.6,763.4,,64,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,28.0,4.0,,,,,,
12.01.2020 14:00,9.9,729.4,764.2,-3.0,67,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,13.9,,,2500 or more  or no clouds.,,,23.0,4.1,No precipitation,12,,,,
12.01.2020 11:00,5.8,732.4,767.5,,87,Wind blowing from the north-west,1,,2,, ,,,3.0,,,,,,,11.0,3.8,No precipitation,6,,,,
12.01.2020 08:00,3.1,731.8,766.9,0.1,95,Wind blowing from the north,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,13.9,,,,,,11.0,2.4,No precipitation,12,,,,
12.01.2020 05:00,3.6,731.7,766.5,,94,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,13.0,2.7,,,,,,
12.01.2020 02:00,4.4,732.2,766.9,,90,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.9,,,2500 or more  or no clouds.,,,16.0,2.9,No precipitation,12,,,,
11.01.2020 20:00,8.3,732.5,767.6,1.1,70,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.9,,,,,,17.0,3.0,No precipitation,12,,,,
11.01.2020 17:00,12.9,731.4,766.0,,47,Wind blowing from the south-southeast,2,,,no clouds, ,,,,,,,,,,30.0,1.9,,,,,,
11.01.2020 14:00,13.1,732.2,766.8,-3.2,42,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.5,,,,,,27.0,0.5,No precipitation,12,,,,
11.01.2020 11:00,10.0,735.4,770.2,,63,Wind blowing from the east-southeast,1,,4,no clouds, ,,,3.5,10.0,,,,,,21.0,3.3,No precipitation,6,,,,
11.01.2020 08:00,3.7,734.7,769.9,1.1,92,Wind blowing from the north-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,9.8,,,,,,22.0,2.5,No precipitation,12,,,,
11.01.2020 05:00,5.4,733.6,768.6,,81,Wind blowing from the west,1,,4,, ,,,5.4,9.8,,,,,,30.0,2.4,No precipitation,6,,,,
11.01.2020 02:00,7.0,733.5,768.4,,73,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,9.8,,,2500 or more  or no clouds.,,,30.0,2.5,No precipitation,12,,,,
10.01.2020 20:00,7.6,732.0,766.9,1.4,76,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.8,,,2500 or more  or no clouds.,,,30.0,3.5,No precipitation,12,,,,
10.01.2020 17:00,9.6,730.6,765.3,,64,Wind blowing from the east-southeast,2,,5,100%., ,,,7.4,9.8,,,2500 or more  or no clouds.,,,30.0,3.1,No precipitation,6,,,,
10.01.2020 14:00,9.5,730.3,764.9,-2.0,66,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.7,,,2500 or more  or no clouds.,,,14.0,3.3,No precipitation,12,,,,
10.01.2020 11:00,9.1,732.3,767.0,,63,Wind blowing from the east-northeast,2,,5,100%., ,,,7.4,9.1,,,2500 or more  or no clouds.,,,30.0,2.4,No precipitation,6,,,,
