Local time in Mudanjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,-13.6,747.8,778.6,,34,Wind blowing from the west,3,,7,no clouds, ,,,-16.3,-7.2,,,,,,30.0,-26.1,No precipitation,6,,,,
24.01.2020 14:00,-8.7,747.1,777.4,-0.4,30,Wind blowing from the west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-2.4,,,,,,30.0,-23.2,No precipitation,12,,,,
24.01.2020 11:00,-11.1,747.5,778.0,,33,Wind blowing from the west-northwest,4,,10,no clouds, ,,,-16.3,,,,,,,30.0,-24.2,No precipitation,6,,,,
24.01.2020 08:00,-15.3,747.1,777.7,2.1,40,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,,,,,,,19.0,-25.9,No precipitation,12,,,,
24.01.2020 05:00,-14.1,745.0,775.3,,50,Wind blowing from the west,5,,14,, ,,,-15.6,-2.4,,,,,,30.0,-22.3,No precipitation,6,,,,
24.01.2020 02:00,-12.3,744.1,774.0,0.3,51,Wind blowing from the west-southwest,6,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-2.4,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
23.01.2020 23:00,-12.0,743.8,773.9,,51,Wind blowing from the west-southwest,4,,,, ,,,-15.6,-2.4,,,,,,30.0,-20.1,No precipitation,6,,,,
23.01.2020 20:00,-10.9,742.9,773.2,3.0,46,Wind blowing from the west,6,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-2.4,,,2500 or more  or no clouds.,,,30.0,-20.3,0.1,12,,,,
23.01.2020 17:00,-7.2,739.9,770.0,,56,Wind blowing from the west,6,,15,60%., ,,,-15.6,-2.4,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,6,,,,
23.01.2020 14:00,-2.6,736.9,766.5,0.0,63,Wind blowing from the west,4,,5,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.7,,,1000-1500,,,10.0,-8.7,0.4,12,,,,
23.01.2020 11:00,-8.9,736.9,766.6,,84,Wind blowing from the south-east,2,,,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.4,,,,,,4.8,-11.1,0.4,6,,,,
23.01.2020 08:00,-12.5,737.5,767.5,-0.1,87,Wind blowing from the north-northwest,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.4,,,2500 or more  or no clouds.,,,1.8,-14.2,0.3,12,,,,
23.01.2020 05:00,-15.6,737.6,767.5,,85,Wind blowing from the east-northeast,1,,,,Mist. ,,,-15.6,-1.4,,,,,,5.0,-17.5,No precipitation,6,,,,
23.01.2020 02:00,-13.7,739.0,768.7,-0.3,88,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-1.4,,,2500 or more  or no clouds.,,,3.7,-15.3,No precipitation,12,,,,
22.01.2020 23:00,-9.8,739.3,768.7,,80,Wind blowing from the east-southeast,1,,,, ,,,-13.4,-1.4,,,,,,9.0,-12.6,No precipitation,6,,,,
22.01.2020 20:00,-8.2,739.9,769.6,0.9,76,Wind blowing from the east-northeast,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-1.4,,,2500 or more  or no clouds.,,,9.0,-11.7,No precipitation,12,,,,
22.01.2020 17:00,-4.3,739.0,768.3,,62,Wind blowing from the west-southwest,2,,13,70 – 80%., ,,,-13.4,-1.4,,,2500 or more  or no clouds.,,,10.0,-10.5,No precipitation,6,,,,
22.01.2020 14:00,-2.0,737.8,767.0,-0.3,56,Wind blowing from the north-northwest,1,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-1.4,,,2500 or more  or no clouds.,,,11.0,-9.8,No precipitation,12,,,,
22.01.2020 11:00,-1.9,738.1,767.8,,51,Wind blowing from the west-southwest,4,,15,60%., ,,,-13.4,-1.9,,,2500 or more  or no clouds.,,,26.0,-10.7,No precipitation,6,,,,
22.01.2020 08:00,-5.5,738.4,768.1,1.4,50,Wind blowing from the west-southwest,4,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-4.9,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
22.01.2020 05:00,-5.6,737.0,766.5,,41,Wind blowing from the west-southwest,9,,15,, ,,,-20.2,-4.9,,,,,,30.0,-16.8,No precipitation,6,,,,
22.01.2020 02:00,-5.3,737.2,766.6,-0.6,37,Wind blowing from the south-west,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-4.9,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
21.01.2020 23:00,-13.2,737.8,768.0,,69,Wind blowing from the north,2,,,, ,,,-20.5,-6.8,,,,,,11.0,-17.7,No precipitation,6,,,,
21.01.2020 20:00,-11.7,738.4,768.9,-0.1,72,Wind blowing from the east-northeast,1,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-6.8,,,2500 or more  or no clouds.,,,9.0,-15.7,No precipitation,12,,,,
21.01.2020 17:00,-8.5,738.5,768.9,,58,Wind blowing from the west-northwest,2,,4,40%., ,,,-20.5,-6.8,,,2500 or more  or no clouds.,,,11.0,-15.3,No precipitation,6,,,,
21.01.2020 14:00,-7.0,739.3,769.6,-1.8,55,Wind blowing from the west-northwest,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-6.8,,,2500 or more  or no clouds.,,,14.0,-14.5,No precipitation,12,,,,
21.01.2020 11:00,-12.9,741.1,771.7,,71,Wind blowing from the north-northwest,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-9.4,,,,,,6.0,-17.1,No precipitation,6,,,,
21.01.2020 08:00,-18.9,741.9,772.6,1.0,83,Wind blowing from the north-northwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-9.4,,,,,,4.5,-21.1,No precipitation,12,,,,
21.01.2020 05:00,-19.7,740.9,771.6,,84,Wind blowing from the north-east,1,,6,, ,,,-20.5,-9.4,,,,,,15.0,-21.8,No precipitation,6,,,,
21.01.2020 02:00,-18.2,740.5,770.9,0.9,81,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-9.4,,,2500 or more  or no clouds.,,,15.0,-20.7,No precipitation,12,,,,
20.01.2020 23:00,-15.9,739.6,769.9,,81,Wind blowing from the south-southeast,1,,,, ,,,-17.9,-9.4,,,,,,14.0,-18.4,No precipitation,6,,,,
20.01.2020 20:00,-13.5,738.4,768.9,,75,Wind blowing from the south,1,,6,no clouds,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-9.4,,,,,,5.0,-17.0,Trace of precipitation,12,,,,
20.01.2020 17:00,-11.1,736.4,766.6,,74,Wind blowing from the west,4,,6,90  or more  but not 100%,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-9.4,,,,,,4.7,-14.8,No precipitation,6,,,,
20.01.2020 14:00,-10.0,734.9,765.0,0.2,75,Wind blowing from the south-west,4,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-7.7,,,2500 or more  or no clouds.,,,3.7,-13.7,Trace of precipitation,12,,,,
20.01.2020 11:00,-11.6,734.7,764.8,,81,Wind blowing from the west,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-7.7,,,,,,4.1,-14.2,No precipitation,6,,,,
20.01.2020 08:00,-16.8,734.6,764.9,1.2,84,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-7.7,,,2500 or more  or no clouds.,,,4.4,-18.9,Trace of precipitation,12,,,,
20.01.2020 05:00,-16.0,733.4,763.5,,85,Wind blowing from the east,1,,2,,Snow not falling as shower(s). ,,,-16.7,-7.7,,,,,,9.0,-17.9,No precipitation,6,,,,
20.01.2020 02:00,-15.0,733.7,763.6,0.4,87,Wind blowing from the south-southwest,1,,3,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-7.7,,,2500 or more  or no clouds.,,,5.0,-16.7,0.2,12,,,,
19.01.2020 23:00,-14.0,733.3,763.3,,88,Calm  no wind,0,,,,Mist. ,,,-16.8,-7.7,,,,,,5.0,-15.6,0.2,6,,,,
19.01.2020 20:00,-12.5,733.3,763.5,0.8,86,Wind blowing from the east-northeast,0,,3,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-7.7,,,2500 or more  or no clouds.,,,4.1,-14.4,0.7,12,,,,
19.01.2020 17:00,-10.4,732.5,762.6,,77,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-7.7,,,,,,6.0,-13.7,0.1,6,,,,
19.01.2020 14:00,-8.1,731.6,761.5,-1.1,70,Wind blowing from the west-northwest,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-8.1,,,2500 or more  or no clouds.,,,9.0,-12.6,0.5,12,,,,
19.01.2020 11:00,-10.9,732.7,762.7,,74,Wind blowing from the west-northwest,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-16.8,-9.7,,,2500 or more  or no clouds.,,,3.1,-14.6,0.4,6,,,,
19.01.2020 08:00,-15.1,733.3,763.5,0.1,80,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,2.8,-17.8,No precipitation,12,,,,
19.01.2020 05:00,-16.6,733.2,763.5,,79,Calm  no wind,0,,,,Haze. ,,,,-9.7,,,,,,6.0,-19.4,No precipitation,6,,,,
19.01.2020 02:00,-15.9,734.2,764.4,-0.7,77,Wind blowing from the east,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-9.7,,,2500 or more  or no clouds.,,,6.0,-19.0,No precipitation,12,,,,
18.01.2020 23:00,-15.8,734.9,765.4,,72,Wind blowing from the north-west,2,,,, ,,,-23.3,-9.7,,,,,,9.0,-19.7,No precipitation,6,,,,
18.01.2020 20:00,-14.5,736.1,766.9,-0.2,68,Wind blowing from the east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-9.7,,,2500 or more  or no clouds.,,,12.0,-19.1,No precipitation,12,,,,
18.01.2020 17:00,-14.0,736.3,767.1,,63,Wind blowing from the east,1,,4,20–30%., ,,,-23.3,-9.7,,,2500 or more  or no clouds.,,,7.0,-19.5,No precipitation,6,,,,
18.01.2020 14:00,-11.4,736.2,766.7,-2.0,53,Wind blowing from the north-northeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-9.9,,,2500 or more  or no clouds.,,,13.0,-19.1,No precipitation,12,,,,
18.01.2020 11:00,-15.8,738.2,769.0,,65,Wind blowing from the north-northwest,2,,4,70 – 80%., ,,,-23.3,-9.7,,,2500 or more  or no clouds.,,,12.0,-21.0,No precipitation,6,,,,
18.01.2020 08:00,-22.9,739.3,770.4,0.0,80,Wind blowing from the north-northwest,1,,2,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-9.7,,,2500 or more  or no clouds.,,,7.0,-25.4,No precipitation,12,,,,
18.01.2020 05:00,-22.9,739.3,770.2,,81,Wind blowing from the east,1,,3,, ,,,-23.1,-9.7,,,,,,27.0,-25.3,No precipitation,6,,,,
18.01.2020 02:00,-21.3,739.6,770.2,-0.7,79,Wind blowing from the east,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-9.7,,,2500 or more  or no clouds.,,,25.0,-24.0,No precipitation,12,,,,
17.01.2020 23:00,-19.5,740.3,771.2,,77,Wind blowing from the north-northwest,1,,,, ,,,-22.6,-9.7,,,,,,16.0,-22.5,No precipitation,6,,,,
17.01.2020 20:00,-16.8,740.8,771.8,0.0,70,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-9.7,,,,,,27.0,-21.1,No precipitation,12,,,,
17.01.2020 17:00,-14.3,740.8,771.8,,66,Wind blowing from the east-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-9.7,,,,,,5.0,-19.4,No precipitation,6,,,,
17.01.2020 14:00,-9.8,740.5,771.1,-1.4,52,Wind blowing from the west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-9.2,,,,,,13.0,-18.0,No precipitation,12,,,,
17.01.2020 11:00,-16.0,741.9,772.9,,65,Wind blowing from the east-northeast,1,,3,no clouds, ,,,-22.6,-8.6,,,,,,7.0,-21.1,No precipitation,6,,,,
17.01.2020 08:00,-21.0,742.7,773.9,0.3,82,Wind blowing from the east-northeast,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,,,,,,,10.0,-23.3,No precipitation,12,,,,
17.01.2020 05:00,-22.0,742.4,773.4,,79,Wind blowing from the south,1,,6,, ,,,-23.3,-8.6,,,,,,15.0,-24.7,No precipitation,6,,,,
17.01.2020 02:00,-20.6,742.3,772.9,0.3,77,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-8.6,,,2500 or more  or no clouds.,,,15.0,-23.6,No precipitation,12,,,,
16.01.2020 23:00,-19.5,742.0,772.9,,77,Wind blowing from the south-east,2,,,, ,,,-23.3,-8.6,,,,,,15.0,-22.5,No precipitation,6,,,,
16.01.2020 20:00,-17.6,741.7,772.9,0.6,76,Wind blowing from the south-east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-8.6,,,,,,9.0,-20.8,No precipitation,12,,,,
16.01.2020 17:00,-13.0,741.1,772.0,,60,Wind blowing from the north-northwest,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-8.6,,,,,,6.0,-19.3,No precipitation,6,,,,
16.01.2020 14:00,-9.4,740.0,770.6,-0.7,48,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-8.6,,,,,,30.0,-18.4,No precipitation,12,,,,
16.01.2020 11:00,-16.1,740.7,771.7,,67,Wind blowing from the north-northwest,3,,4,no clouds, ,,,-23.3,-12.6,,,,,,8.0,-20.8,No precipitation,6,,,,
16.01.2020 08:00,-22.2,741.2,772.5,0.0,81,Wind blowing from the east-northeast,0,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-12.6,,,2500 or more  or no clouds.,,,2.2,-24.6,No precipitation,12,,,,
16.01.2020 05:00,-22.1,741.2,772.3,,80,Calm  no wind,0,,,, ,,,-25.1,-12.6,,,,,,11.0,-24.6,No precipitation,6,,,,
16.01.2020 02:00,-21.1,741.4,772.3,-0.6,81,Wind blowing from the south-southwest,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-12.6,,,2500 or more  or no clouds.,,,19.0,-23.5,No precipitation,12,,,,
15.01.2020 23:00,-20.4,742.0,773.2,,81,Wind blowing from the south-southeast,1,,,, ,,,-25.1,-12.6,,,,,,29.0,-22.8,No precipitation,6,,,,
15.01.2020 20:00,-18.2,742.6,774.0,0.3,74,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-12.6,,,2500 or more  or no clouds.,,,25.0,-21.7,No precipitation,12,,,,
15.01.2020 17:00,-15.7,742.3,773.5,,67,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%, ,,,-25.1,-12.6,,,,,,7.0,-20.4,No precipitation,6,,,,
15.01.2020 14:00,-12.8,741.8,772.8,-1.2,58,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-10.1,,,,,,13.0,-19.5,No precipitation,12,,,,
15.01.2020 11:00,-18.1,743.0,774.2,,68,Wind blowing from the north-northwest,2,,3,50%., ,,,-25.1,-10.1,,,2500 or more  or no clouds.,,,9.0,-22.6,No precipitation,6,,,,
15.01.2020 08:00,-23.9,743.5,775.0,0.4,80,Wind blowing from the north,0,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-10.1,,,2500 or more  or no clouds.,,,1.7,-26.4,No precipitation,12,,,,
15.01.2020 05:00,-24.2,743.1,774.3,,80,Wind blowing from the north-west,1,,4,, ,,,-24.4,-10.1,,,,,,14.0,-26.7,No precipitation,6,,,,
15.01.2020 02:00,-22.8,743.5,774.4,0.3,80,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-10.1,,,2500 or more  or no clouds.,,,19.0,-25.3,No precipitation,12,,,,
14.01.2020 23:00,-19.8,743.2,774.2,,77,Wind blowing from the south-east,1,,,, ,,,-23.5,-10.1,,,,,,27.0,-22.9,No precipitation,6,,,,
14.01.2020 20:00,-18.9,743.2,774.5,0.6,76,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-10.1,,,,,,17.0,-22.1,No precipitation,12,,,,
14.01.2020 17:00,-14.7,742.6,773.6,,67,Wind blowing from the east,1,,3,70 – 80%., ,,,-23.5,-10.1,,,2500 or more  or no clouds.,,,8.0,-19.5,No precipitation,6,,,,
14.01.2020 14:00,-10.2,741.7,772.3,-0.7,52,Wind blowing from the west-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-9.9,,,,,,30.0,-18.2,No precipitation,12,,,,
14.01.2020 11:00,-15.4,742.4,773.3,,66,Wind blowing from the north,1,,4,60%., ,,,-23.5,-9.5,,,2500 or more  or no clouds.,,,8.0,-20.3,No precipitation,6,,,,
14.01.2020 08:00,-22.4,742.8,774.0,1.0,81,Wind blowing from the north,0,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-9.5,,,2500 or more  or no clouds.,,,3.4,-24.8,No precipitation,12,,,,
14.01.2020 05:00,-21.8,741.8,772.7,,79,Wind blowing from the south,1,,6,, ,,,-21.8,-9.5,,,,,,22.0,-24.5,No precipitation,6,,,,
14.01.2020 02:00,-19.3,741.3,771.9,0.8,79,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-9.5,,,2500 or more  or no clouds.,,,27.0,-22.0,No precipitation,12,,,,
13.01.2020 23:00,-18.4,740.5,771.1,,78,Wind blowing from the east,1,,,, ,,,-19.5,-9.5,,,,,,23.0,-21.3,No precipitation,6,,,,
13.01.2020 20:00,-16.2,739.6,770.5,1.2,72,Wind blowing from the south,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-9.5,,,,,,15.0,-20.1,No precipitation,12,,,,
13.01.2020 17:00,-13.2,738.4,769.0,,63,Wind blowing from the west,3,,7,50%., ,,,-19.5,-9.5,,,2500 or more  or no clouds.,,,23.0,-18.9,No precipitation,6,,,,
13.01.2020 14:00,-10.1,736.9,767.2,0.0,55,Wind blowing from the west-southwest,4,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-9.5,,,2500 or more  or no clouds.,,,21.0,-17.6,No precipitation,12,,,,
13.01.2020 11:00,-11.8,736.9,767.3,,60,Wind blowing from the west-southwest,2,,3,70 – 80%., ,,,-19.5,-9.6,,,2500 or more  or no clouds.,,,12.0,-18.0,No precipitation,6,,,,
13.01.2020 08:00,-18.0,736.4,767.2,1.0,81,Wind blowing from the north,2,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,6.0,-20.5,Trace of precipitation,12,,,,
13.01.2020 05:00,-19.1,735.4,766.0,,82,Calm  no wind,0,,,, ,,,,,,,,,,18.0,-21.4,,,,,,
13.01.2020 02:00,-18.6,735.4,765.7,0.2,82,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-9.6,,,2500 or more  or no clouds.,,,19.0,-21.0,No precipitation,12,,,,
12.01.2020 23:00,-18.6,735.2,765.7,,79,Wind blowing from the east,1,,,,Snow not falling as shower(s). ,,,-22.5,-9.6,,,,,,25.0,-21.3,No precipitation,6,,,,
12.01.2020 20:00,-17.7,735.2,766.1,0.3,76,Wind blowing from the south-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-9.6,,,1000-1500,,,30.0,-20.9,No precipitation,12,,,,
12.01.2020 17:00,-14.9,734.9,765.6,,71,Wind blowing from the east,1,,,20–30%., ,,,-22.5,-9.6,,,1500-2000,,,5.0,-19.0,No precipitation,6,,,,
12.01.2020 14:00,-10.1,735.1,765.5,-1.3,55,Wind blowing from the west-southwest,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-8.6,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
12.01.2020 11:00,-14.4,736.4,766.9,,68,Wind blowing from the north-west,1,,7,70 – 80%., ,,,-22.5,-8.6,,,2500 or more  or no clouds.,,,9.0,-19.0,No precipitation,6,,,,
12.01.2020 08:00,-21.4,737.5,768.4,0.3,82,Wind blowing from the east-southeast,1,,7,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-8.6,,,2500 or more  or no clouds.,,,2.9,-23.7,No precipitation,12,,,,
12.01.2020 05:00,-20.9,737.2,767.9,,82,Wind blowing from the east-southeast,1,,7,, ,,,-21.6,-8.6,,,,,,26.0,-23.2,No precipitation,6,,,,
12.01.2020 02:00,-19.7,737.9,768.3,-0.1,78,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-8.6,,,2500 or more  or no clouds.,,,28.0,-22.6,No precipitation,12,,,,
11.01.2020 23:00,-17.9,738.0,768.6,,80,Wind blowing from the east-southeast,1,,,, ,,,-21.6,-8.6,,,,,,23.0,-20.5,No precipitation,6,,,,
11.01.2020 20:00,-16.2,738.6,769.5,1.1,74,Wind blowing from the south-southeast,4,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-8.6,,,2500 or more  or no clouds.,,,17.0,-19.8,No precipitation,12,,,,
11.01.2020 17:00,-12.5,737.5,768.2,,64,Wind blowing from the west,3,,8,70 – 80%., ,,,-21.6,-8.6,,,2500 or more  or no clouds.,,,16.0,-17.9,No precipitation,6,,,,
