Local time in Shaoguan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 11:00,17.8,755.3,766.2,,73,Wind blowing from the north-west,2,,5,100%., ,,,15.8,,,,1000-1500,,,24.0,12.9,No precipitation,6,,,,
24.01.2020 08:00,16.4,754.6,765.4,2.0,86,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,26.1,,,1000-1500,,,15.0,14.0,Trace of precipitation,12,,,,
24.01.2020 05:00,15.9,752.6,763.3,,99,Wind blowing from the south-southeast,1,,4,,Mist. ,,,15.9,26.1,,,,,,5.0,15.7,No precipitation,6,,,,
24.01.2020 02:00,17.4,752.4,763.1,,98,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,26.1,,,2500 or more  or no clouds.,,,8.0,17.0,No precipitation,12,,,,
23.01.2020 20:00,20.9,751.1,761.9,1.1,83,Wind blowing from the south-southeast,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,26.1,,,2500 or more  or no clouds.,,,21.0,17.9,No precipitation,12,,,,
23.01.2020 17:00,25.7,750.0,760.7,,57,Wind blowing from the south,2,,,70 – 80%., ,,,16.3,26.1,,,2500 or more  or no clouds.,,,30.0,16.5,No precipitation,6,,,,
23.01.2020 14:00,24.5,750.8,761.5,-2.0,64,Wind blowing from the south-west,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,25.1,,,2500 or more  or no clouds.,,,27.0,17.2,No precipitation,12,,,,
23.01.2020 11:00,23.6,752.8,763.6,,69,Wind blowing from the south-west,3,,5,50%., ,,,16.3,24.5,,,2500 or more  or no clouds.,,,17.0,17.5,No precipitation,6,,,,
23.01.2020 08:00,16.4,752.7,763.5,0.8,99,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,24.5,,,1000-1500,,,7.0,16.2,No precipitation,12,,,,
23.01.2020 05:00,17.1,751.9,762.7,,97,Wind blowing from the south,2,,6,, ,,,13.4,24.5,,,,,,15.0,16.6,No precipitation,6,,,,
23.01.2020 02:00,17.7,752.8,763.6,,94,Wind blowing from the south-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,24.5,,,2500 or more  or no clouds.,,,19.0,16.7,No precipitation,12,,,,
22.01.2020 23:00,18.1,752.8,763.6,,91,Wind blowing from the south-southeast,1,,9,, ,,,13.1,24.5,,,,,,20.0,16.6,No precipitation,6,,,,
22.01.2020 20:00,20.8,752.5,763.4,0.7,75,Wind blowing from the south-southwest,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,24.5,,,2500 or more  or no clouds.,,,28.0,16.2,No precipitation,12,,,,
22.01.2020 17:00,21.8,751.8,762.7,,70,Wind blowing from the south,4,,,90  or more  but not 100%, ,,,13.1,24.5,,,,,,30.0,16.0,No precipitation,6,,,,
22.01.2020 14:00,23.0,752.4,763.2,,64,Wind blowing from the south-southwest,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,23.3,,,1000-1500,,,30.0,15.8,No precipitation,12,,,,
22.01.2020 11:00,19.3,755.4,766.3,,75,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,13.1,19.3,,,1000-1500,,,16.0,14.7,No precipitation,6,,,,
22.01.2020 08:00,13.9,754.8,765.8,0.5,95,Wind blowing from the south-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,,,,1000-1500,,,11.0,13.1,No precipitation,12,,,,
22.01.2020 05:00,13.4,754.3,765.2,,96,Wind blowing from the east,0,,6,, ,,,11.7,19.0,,,,,,9.0,12.7,No precipitation,6,,,,
22.01.2020 02:00,13.8,755.0,766.0,,93,Wind blowing from the south-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,19.0,,,2500 or more  or no clouds.,,,12.0,12.6,No precipitation,12,,,,
21.01.2020 23:00,14.3,756.0,767.0,,89,Wind blowing from the north,1,,6,, ,,,11.7,19.0,,,,,,13.0,12.5,No precipitation,6,,,,
21.01.2020 20:00,15.1,754.9,765.9,0.3,86,Wind blowing from the south-southeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,19.0,,,1000-1500,,,16.0,12.7,No precipitation,12,,,,
21.01.2020 17:00,18.5,754.6,765.6,,65,Wind blowing from the south-west,4,,6,100%., ,,,11.7,19.0,,,1000-1500,,,23.0,11.8,No precipitation,6,,,,
21.01.2020 14:00,18.2,755.3,766.3,,60,Wind blowing from the south,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,18.2,,,1000-1500,,,21.0,10.3,No precipitation,12,,,,
21.01.2020 11:00,13.9,757.9,769.0,,72,Wind blowing from the south,1,,2,100%., ,,,11.4,15.8,,,1000-1500,,,20.0,8.9,No precipitation,6,,,,
21.01.2020 08:00,11.9,757.2,768.3,1.3,92,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.8,,,1000-1500,,,19.0,10.6,No precipitation,12,,,,
21.01.2020 05:00,11.8,755.9,767.0,,91,Wind blowing from the south,1,,3,, ,,,9.4,15.8,,,,,,20.0,10.3,No precipitation,6,,,,
21.01.2020 02:00,12.6,756.7,767.8,-0.3,84,Wind blowing from the south,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,15.8,,,2500 or more  or no clouds.,,,22.0,9.9,No precipitation,12,,,,
20.01.2020 23:00,13.1,757.0,768.1,,79,Wind blowing from the south-southeast,1,,4,, ,,,9.4,15.8,,,,,,22.0,9.5,No precipitation,6,,,,
20.01.2020 20:00,13.9,756.6,767.8,,70,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,15.8,,,1000-1500,,,20.0,8.5,Trace of precipitation,12,,,,
20.01.2020 17:00,15.1,755.6,766.7,,57,Wind blowing from the north-west,2,,4,100%., ,,,9.4,15.8,,,1500-2000,,,23.0,6.6,No precipitation,6,,,,
20.01.2020 14:00,14.7,756.0,767.1,-2.5,56,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,14.7,,,1000-1500,,,20.0,6.0,No precipitation,12,,,,
20.01.2020 11:00,11.4,758.5,769.7,,66,Wind blowing from the north-northwest,1,,4,100%., ,,,8.2,11.6,,,1000-1500,,,21.0,5.2,No precipitation,6,,,,
20.01.2020 08:00,9.7,757.9,769.2,0.9,79,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.6,,,1000-1500,,,20.0,6.2,No precipitation,12,,,,
20.01.2020 05:00,9.5,757.0,768.1,,74,Wind blowing from the north-northwest,1,,5,, ,,,6.9,11.6,,,,,,24.0,5.1,No precipitation,6,,,,
20.01.2020 02:00,9.5,757.5,768.7,-0.5,79,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,11.6,,,2500 or more  or no clouds.,,,26.0,6.0,No precipitation,12,,,,
19.01.2020 23:00,9.6,758.0,769.3,,85,Wind blowing from the north-northwest,1,,5,, ,,,6.9,11.6,,,,,,30.0,7.2,No precipitation,6,,,,
19.01.2020 20:00,10.4,757.6,768.9,0.9,73,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,11.6,,,1000-1500,,,30.0,5.7,0.2,12,,,,
19.01.2020 17:00,11.4,756.7,767.9,,68,Wind blowing from the north,3,,5,100%., ,,,6.9,11.6,,,1000-1500,,,30.0,5.7,0.1,6,,,,
19.01.2020 14:00,10.1,757.0,768.3,-2.4,74,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,10.2,,,1000-1500,,,30.0,5.6,0.6,12,,,,
19.01.2020 11:00,8.2,759.4,770.7,,87,Wind blowing from the north-northeast,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.4,,,2500 or more  or no clouds.,,,27.0,6.1,0.6,6,,,,
19.01.2020 08:00,7.1,758.5,769.9,1.1,96,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.4,,,1000-1500,,,18.0,6.5,0.8,12,,,,
19.01.2020 05:00,7.3,757.4,768.7,,88,Wind blowing from the north-northwest,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.2,9.4,,,,,,30.0,5.4,0.4,6,,,,
19.01.2020 02:00,7.4,757.6,769.0,0.3,95,Wind blowing from the north-northeast,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,9.4,,,2500 or more  or no clouds.,,,6.0,6.6,0.4,12,,,,
18.01.2020 23:00,8.3,757.3,768.6,,79,Wind blowing from the north-northeast,2,,4,, ,,,7.3,9.4,,,,,,18.0,4.8,No precipitation,6,,,,
18.01.2020 20:00,8.5,755.9,767.2,0.7,75,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.4,,,1000-1500,,,23.0,4.3,No precipitation,12,,,,
18.01.2020 17:00,9.0,755.2,766.5,,71,Wind blowing from the north,2,,4,100%., ,,,7.3,9.4,,,1000-1500,,,25.0,4.0,No precipitation,6,,,,
18.01.2020 14:00,9.1,755.4,766.6,-2.1,68,Wind blowing from the north-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.7,,,1000-1500,,,25.0,3.5,No precipitation,12,,,,
18.01.2020 11:00,8.4,757.5,768.8,,71,Wind blowing from the north-west,2,,5,100%., ,,,7.3,9.7,,,1000-1500,,,25.0,3.4,No precipitation,6,,,,
18.01.2020 08:00,7.4,757.3,768.7,0.7,75,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,9.7,,,1000-1500,,,25.0,3.2,No precipitation,12,,,,
18.01.2020 05:00,7.4,756.6,767.9,,73,Wind blowing from the north,2,,6,, ,,,6.8,9.7,,,,,,30.0,2.8,No precipitation,6,,,,
18.01.2020 02:00,7.6,757.6,768.9,-0.4,74,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,9.7,,,2500 or more  or no clouds.,,,30.0,3.2,No precipitation,12,,,,
17.01.2020 23:00,7.9,758.0,769.3,,75,Calm  no wind,0,,,, ,,,6.8,9.7,,,,,,30.0,3.7,No precipitation,6,,,,
17.01.2020 20:00,8.3,757.6,768.9,0.7,77,Wind blowing from the north,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,9.7,,,1000-1500,,,30.0,4.5,No precipitation,12,,,,
17.01.2020 17:00,8.8,756.9,768.2,,76,Wind blowing from the north,4,,7,100%., ,,,6.8,9.7,,,1000-1500,,,30.0,4.8,No precipitation,6,,,,
17.01.2020 14:00,8.9,757.3,768.6,-2.1,76,Wind blowing from the north,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,9.7,,,1000-1500,,,30.0,4.9,No precipitation,12,,,,
17.01.2020 11:00,8.1,759.4,770.8,,80,Wind blowing from the north,3,,7,100%., ,,,6.8,,,,1000-1500,,,30.0,4.8,No precipitation,6,,,,
17.01.2020 08:00,7.0,758.9,770.3,1.2,85,Wind blowing from the north,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,1000-1500,,,30.0,4.6,0.1,12,,,,
17.01.2020 05:00,7.0,757.7,769.0,,80,Wind blowing from the north-northwest,4,,10,, ,,,7.0,,,,,,,30.0,3.7,0.1,6,,,,
17.01.2020 02:00,7.1,758.2,769.6,0.0,82,Wind blowing from the north-northwest,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.1,,,2500 or more  or no clouds.,,,30.0,4.2,1.0,12,,,,
16.01.2020 23:00,7.3,758.2,769.5,,85,Wind blowing from the north-northwest,4,,10,,Rain (not freezing) not falling as shower(s). ,,,7.1,15.0,,,,,,30.0,4.9,1.0,6,,,,
16.01.2020 20:00,7.4,757.3,768.6,1.4,90,Wind blowing from the north-northwest,2,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,15.7,,,600-1000,,,30.0,5.8,1.0,12,,,,
16.01.2020 17:00,8.5,755.9,767.1,,81,Wind blowing from the north-northwest,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,18.2,,,1000-1500,,,30.0,5.4,No precipitation,6,,,,
16.01.2020 14:00,9.8,755.3,766.5,-1.0,77,Wind blowing from the north-northwest,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,20.1,,,1000-1500,,,30.0,5.9,0.3,12,,,,
16.01.2020 11:00,10.1,756.3,767.4,,87,Wind blowing from the north-northwest,4,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,20.1,,,1000-1500,,,30.0,8.0,0.3,6,,,,
16.01.2020 08:00,12.8,754.5,765.5,1.8,73,Wind blowing from the north,4,,6,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,20.1,,,1000-1500,,,30.0,8.0,Trace of precipitation,12,,,,
16.01.2020 05:00,13.9,752.7,763.6,,83,Wind blowing from the north-northeast,1,,4,, ,,,9.3,20.1,,,,,,12.0,11.0,No precipitation,6,,,,
16.01.2020 02:00,13.2,752.7,763.6,-0.1,91,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,20.1,,,2500 or more  or no clouds.,,,11.0,11.7,No precipitation,12,,,,
15.01.2020 23:00,15.0,752.8,763.8,,76,Wind blowing from the west,0,,5,, ,,,9.3,20.1,,,,,,15.0,10.8,No precipitation,6,,,,
15.01.2020 20:00,15.5,752.0,763.0,1.0,73,Wind blowing from the north,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,20.1,,,1000-1500,,,15.0,10.6,No precipitation,12,,,,
15.01.2020 17:00,18.2,751.0,761.9,,57,Wind blowing from the north-northwest,2,,5,70 – 80%., ,,,9.3,20.1,,,1500-2000,,,21.0,9.5,No precipitation,6,,,,
15.01.2020 14:00,19.9,751.9,762.8,-3.2,51,Wind blowing from the west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,19.9,,,1000-1500,,,21.0,9.4,No precipitation,12,,,,
15.01.2020 11:00,13.5,755.1,766.2,,62,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%, ,,,9.3,13.6,,,1000-1500,,,16.0,6.3,No precipitation,6,,,,
15.01.2020 08:00,9.8,755.5,766.6,1.4,82,Wind blowing from the south-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,12.2,,,1000-1500,,,15.0,6.8,Trace of precipitation,12,,,,
15.01.2020 05:00,9.9,754.1,765.3,,80,Wind blowing from the west,1,,5,, ,,,9.9,12.4,,,,,,15.0,6.6,No precipitation,6,,,,
15.01.2020 02:00,10.6,755.2,766.4,-0.6,73,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,12.4,,,2500 or more  or no clouds.,,,18.0,5.9,No precipitation,12,,,,
14.01.2020 23:00,11.0,755.8,767.0,,69,Wind blowing from the north-northwest,2,,5,, ,,,11.0,12.4,,,,,,25.0,5.5,No precipitation,6,,,,
14.01.2020 20:00,11.3,755.5,766.6,0.7,66,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,12.5,,,1000-1500,,,26.0,5.1,Trace of precipitation,12,,,,
14.01.2020 17:00,11.8,754.8,765.9,,64,Wind blowing from the north-northwest,3,,5,100%., ,,,11.1,,,,1000-1500,,,26.0,5.2,No precipitation,6,,,,
14.01.2020 14:00,11.8,755.2,766.3,-2.1,68,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,,,,1000-1500,,,27.0,6.0,Trace of precipitation,12,,,,
14.01.2020 11:00,11.4,757.3,768.4,,73,Wind blowing from the north,3,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,21.0,6.7,No precipitation,6,,,,
14.01.2020 08:00,12.2,755.8,766.9,1.3,65,Wind blowing from the north-northwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,27.0,5.8,Trace of precipitation,12,,,,
14.01.2020 05:00,12.2,754.5,765.5,,76,Wind blowing from the west,1,,3,, ,,,4.7,17.1,,,,,,14.0,8.1,No precipitation,6,,,,
14.01.2020 02:00,12.2,754.8,765.8,0.1,81,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,17.1,,,2500 or more  or no clouds.,,,17.0,9.0,No precipitation,12,,,,
13.01.2020 23:00,12.0,754.7,765.9,,79,Wind blowing from the south-southeast,2,,5,, ,,,4.5,17.1,,,,,,14.0,8.4,No precipitation,6,,,,
13.01.2020 20:00,12.2,753.4,764.6,1.5,74,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,17.1,,,1500-2000,,,15.0,7.7,No precipitation,12,,,,
13.01.2020 17:00,17.0,751.9,763.0,,48,Wind blowing from the west-northwest,1,,5,20–30%., ,,,4.5,17.1,,,2500 or more  or no clouds.,,,30.0,5.9,No precipitation,6,,,,
13.01.2020 14:00,15.0,752.9,764.1,-3.1,48,Wind blowing from the north-northwest,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,15.0,,,2500 or more  or no clouds.,,,28.0,4.0,No precipitation,12,,,,
13.01.2020 11:00,10.0,756.0,767.2,,61,Wind blowing from the north,1,,3,70 – 80%., ,,,4.5,12.6,,,2500 or more  or no clouds.,,,24.0,2.8,No precipitation,6,,,,
13.01.2020 08:00,5.2,755.5,766.8,0.3,97,Wind blowing from the south-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,12.6,,,,,,12.0,4.7,No precipitation,12,,,,
13.01.2020 05:00,4.7,755.2,766.5,,98,Wind blowing from the south-southeast,2,,5,, ,,,4.5,12.6,,,,,,12.0,4.4,No precipitation,6,,,,
13.01.2020 02:00,5.7,755.5,766.8,-0.3,94,Wind blowing from the west-northwest,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,12.6,,,2500 or more  or no clouds.,,,18.0,4.8,No precipitation,12,,,,
12.01.2020 23:00,7.1,755.8,767.0,,82,Wind blowing from the north,1,,8,, ,,,6.9,12.6,,,,,,30.0,4.2,No precipitation,6,,,,
12.01.2020 20:00,8.6,754.3,765.6,0.7,69,Wind blowing from the north-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,12.6,,,,,,30.0,3.2,No precipitation,12,,,,
12.01.2020 17:00,11.4,753.6,764.8,,56,Wind blowing from the north,3,,8,no clouds, ,,,7.3,12.6,,,,,,30.0,2.9,No precipitation,6,,,,
12.01.2020 14:00,11.6,754.3,765.4,-2.9,56,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,11.7,,,1000-1500,,,30.0,3.1,0.2,12,,,,
12.01.2020 11:00,9.1,757.2,768.5,,70,Wind blowing from the north,3,,8,100%., ,,,7.3,9.6,,,1000-1500,,,30.0,3.9,No precipitation,6,,,,
12.01.2020 08:00,7.6,757.3,768.6,0.9,74,Wind blowing from the north-northwest,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,1000-1500,,,30.0,3.2,0.6,12,,,,
12.01.2020 05:00,7.5,756.4,767.8,,75,Wind blowing from the north-northwest,4,,8,, ,,,7.3,,,,,,,30.0,3.3,0.2,6,,,,
12.01.2020 02:00,7.3,755.9,767.2,-0.8,80,Wind blowing from the north-east,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,2500 or more  or no clouds.,,,30.0,4.0,0.7,12,,,,
11.01.2020 23:00,7.9,756.7,768.0,,78,Wind blowing from the north-northwest,3,,9,, ,,,7.7,,,,,,,30.0,4.3,0.6,6,,,,
11.01.2020 20:00,8.0,756.1,767.4,0.9,78,Wind blowing from the north-northwest,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,600-1000,,,30.0,4.4,0.3,12,,,,
11.01.2020 17:00,7.9,755.2,766.3,,81,Wind blowing from the north,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,600-1000,,,30.0,4.8,0.1,6,,,,
11.01.2020 14:00,8.9,754.5,765.6,-1.6,73,Wind blowing from the north,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,23.1,,,1000-1500,,,30.0,4.3,Trace of precipitation,12,,,,
11.01.2020 11:00,9.3,756.1,767.2,,72,Wind blowing from the north,6,,10,100%., ,,,9.3,23.1,,,1000-1500,,,30.0,4.5,No precipitation,6,,,,
11.01.2020 08:00,10.8,754.1,765.1,1.7,70,Wind blowing from the north,6,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,23.1,,,1000-1500,,,29.0,5.5,No precipitation,12,,,,
11.01.2020 05:00,12.7,752.4,763.3,,72,Wind blowing from the north-west,3,,6,, ,,,12.7,23.1,,,,,,26.0,7.7,No precipitation,6,,,,
11.01.2020 02:00,14.2,751.7,762.6,0.6,70,Wind blowing from the north,5,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,23.1,,,2500 or more  or no clouds.,,,21.0,8.8,No precipitation,12,,,,
10.01.2020 23:00,18.0,751.1,761.9,,69,Wind blowing from the north,3,,4,,Haze. ,,,16.7,23.1,,,,,,7.0,12.2,No precipitation,6,,,,
10.01.2020 20:00,19.9,750.3,761.1,0.8,69,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,23.1,,,1000-1500,,,9.0,14.0,No precipitation,12,,,,
10.01.2020 17:00,22.5,749.5,760.3,,60,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%, ,,,16.7,23.1,,,1500-2000,,,20.0,14.3,No precipitation,6,,,,
10.01.2020 14:00,21.7,750.4,761.2,-2.8,60,Wind blowing from the north,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,23.9,,,1000-1500,,,20.0,13.6,No precipitation,12,,,,
