Local time in Bengbu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 05:00,4.1,770.8,773.4,,77,Wind blowing from the north-east,4,,10,, ,,,4.1,6.7,,,,,,18.0,0.3,No precipitation,6,,,,
25.01.2020 02:00,4.5,771.1,773.7,-1.2,79,Wind blowing from the north-east,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,6.7,,,2500 or more  or no clouds.,,,14.0,1.2,No precipitation,12,,,,
24.01.2020 23:00,5.3,772.3,774.9,,78,Wind blowing from the north-east,4,,8,, ,,,5.1,6.7,,,,,,15.0,1.8,No precipitation,6,,,,
24.01.2020 20:00,5.7,771.6,774.2,0.8,83,Wind blowing from the north-east,4,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,6.7,,,2500 or more  or no clouds.,,,3.3,3.0,Trace of precipitation,12,,,,
24.01.2020 17:00,6.7,770.8,773.5,,81,Wind blowing from the north-east,4,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,3.0,3.7,No precipitation,6,,,,
24.01.2020 14:00,6.0,770.9,773.5,-0.8,89,Wind blowing from the north-east,4,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,1.7,4.3,Trace of precipitation,12,,,,
24.01.2020 11:00,5.9,771.7,774.3,,88,Wind blowing from the north-northeast,4,,9,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,2.6,4.1,No precipitation,6,,,,
24.01.2020 08:00,5.4,771.1,773.8,1.2,93,Wind blowing from the east-northeast,5,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,4.4,4.4,No precipitation,12,,,,
24.01.2020 05:00,5.4,769.9,772.6,,92,Wind blowing from the north-east,4,,8,,Mist. ,,,4.5,10.0,,,,,,6.0,4.2,No precipitation,6,,,,
24.01.2020 02:00,5.8,769.4,772.0,0.1,88,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.0,,,2500 or more  or no clouds.,,,9.0,4.0,No precipitation,12,,,,
23.01.2020 23:00,6.6,769.3,771.9,,83,Wind blowing from the east-northeast,5,,9,, ,,,4.5,10.0,,,,,,10.0,3.9,No precipitation,6,,,,
23.01.2020 20:00,5.5,768.1,770.7,1.2,88,Wind blowing from the north-east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,10.0,,,2500 or more  or no clouds.,,,9.0,3.7,No precipitation,12,,,,
23.01.2020 17:00,8.9,766.9,769.5,,67,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%, ,,,6.4,10.0,,,1000-1500,,,18.0,3.1,No precipitation,6,,,,
23.01.2020 14:00,9.9,766.1,768.7,-1.3,68,Wind blowing from the east-northeast,6,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.9,,,1000-1500,,,14.0,4.3,No precipitation,12,,,,
23.01.2020 11:00,8.2,767.4,770.0,,87,Wind blowing from the east-northeast,5,,7,90  or more  but not 100%, ,,,5.1,8.3,,,1000-1500,,,8.0,6.2,No precipitation,6,,,,
23.01.2020 08:00,6.6,766.2,768.8,0.8,99,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.0,,,2500 or more  or no clouds.,,,3.3,6.5,Trace of precipitation,12,,,,
23.01.2020 05:00,6.5,765.4,768.0,,99,Wind blowing from the north-northeast,2,,5,,Rain (not freezing) not falling as shower(s). ,,,,7.0,,,,,,1.6,6.4,No precipitation,6,,,,
23.01.2020 02:00,6.4,765.9,768.5,0.2,98,Wind blowing from the north,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.0,,,2500 or more  or no clouds.,,,1.5,6.1,No precipitation,12,,,,
22.01.2020 23:00,6.7,765.7,768.3,,96,Wind blowing from the north-northwest,1,,6,,Mist. ,,,,7.0,,,,,,2.9,6.1,No precipitation,6,,,,
22.01.2020 20:00,6.7,765.3,767.9,1.7,96,Wind blowing from the north-northeast,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,7.0,,,2500 or more  or no clouds.,,,2.7,6.1,Trace of precipitation,12,,,,
22.01.2020 17:00,6.7,763.6,766.3,,95,Wind blowing from the north-northeast,3,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,7.0,,,2500 or more  or no clouds.,,,3.7,6.0,No precipitation,6,,,,
22.01.2020 14:00,6.6,764.0,766.6,-1.4,92,Wind blowing from the west-northwest,3,,5,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,7.0,,,2500 or more  or no clouds.,,,3.1,5.4,No precipitation,12,,,,
22.01.2020 11:00,5.1,765.4,768.0,,99,Wind blowing from the west,2,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,6.1,,,2500 or more  or no clouds.,,,1.8,5.0,No precipitation,6,,,,
22.01.2020 08:00,1.8,764.1,766.7,0.3,99,Wind blowing from the west,1,,3,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,6.1,,,2500 or more  or no clouds.,,,less than 0.1,1.7,No precipitation,12,,,,
22.01.2020 05:00,4.2,763.8,766.4,,97,Calm  no wind,0,,,,Mist. ,,,,6.1,,,,,,1.3,3.8,No precipitation,6,,,,
22.01.2020 02:00,4.3,764.5,767.1,-0.4,98,Wind blowing from the east,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.1,,,2500 or more  or no clouds.,,,1.2,4.0,0.1,12,,,,
21.01.2020 23:00,4.9,764.9,767.5,,94,Wind blowing from the east-northeast,1,,7,,Mist. ,,,,6.1,,,,,,1.8,4.0,No precipitation,6,,,,
21.01.2020 20:00,5.0,764.8,767.5,-0.2,95,Wind blowing from the east-northeast,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,6.1,,,2500 or more  or no clouds.,,,1.5,4.3,0.1,12,,,,
21.01.2020 17:00,5.5,765.0,767.6,,90,Wind blowing from the north-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,10.2,,,2500 or more  or no clouds.,,,2.0,4.0,0.1,6,,,,
21.01.2020 14:00,5.9,764.8,767.5,-2.3,83,Wind blowing from the east-northeast,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,12.2,,,2500 or more  or no clouds.,,,2.7,3.2,No precipitation,12,,,,
21.01.2020 11:00,4.7,767.1,769.7,,80,Wind blowing from the east-northeast,4,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,,,,2500 or more  or no clouds.,,,3.4,1.5,No precipitation,6,,,,
21.01.2020 08:00,0.8,767.2,769.9,0.6,84,Wind blowing from the east-northeast,3,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,2500 or more  or no clouds.,,,4.3,-1.6,No precipitation,12,,,,
21.01.2020 05:00,1.0,766.6,769.3,,77,Wind blowing from the east-northeast,4,,5,,Mist. ,,,-2.4,12.2,,,,,,5.0,-2.6,No precipitation,6,,,,
21.01.2020 02:00,2.2,767.8,770.4,-0.6,72,Wind blowing from the east,3,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.2,,,2500 or more  or no clouds.,,,6.0,-2.3,No precipitation,12,,,,
20.01.2020 23:00,2.3,768.4,771.1,,76,Wind blowing from the east,3,,4,,Mist. ,,,-2.7,12.2,,,,,,6.0,-1.5,No precipitation,6,,,,
20.01.2020 20:00,3.7,767.8,770.5,,77,Wind blowing from the east,3,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.2,,,2500 or more  or no clouds.,,,5.0,0.0,No precipitation,12,,,,
20.01.2020 17:00,10.2,766.9,769.6,,50,Wind blowing from the east,1,,3,40%., ,,,-2.7,12.2,,,2500 or more  or no clouds.,,,8.0,0.2,No precipitation,6,,,,
20.01.2020 14:00,11.4,766.6,769.2,-1.5,47,Wind blowing from the north,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,11.5,,,2500 or more  or no clouds.,,,9.0,0.5,No precipitation,12,,,,
20.01.2020 11:00,8.3,768.1,770.7,,61,Wind blowing from the west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,9.2,,,,,,6.0,1.2,No precipitation,6,,,,
20.01.2020 08:00,-1.2,767.4,770.1,1.4,98,Wind blowing from the east,1,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,9.2,,,2500 or more  or no clouds.,,,1.4,-1.5,No precipitation,12,,,,
20.01.2020 05:00,-2.3,766.0,768.7,,99,Calm  no wind,0,,,,Fog or ice fog. ,,,-2.7,9.2,,,,,,1.7,-2.4,No precipitation,6,,,,
20.01.2020 02:00,-0.4,766.2,768.8,0.1,98,Wind blowing from the south-west,0,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.2,,,2500 or more  or no clouds.,,,0.8,-0.7,No precipitation,12,,,,
19.01.2020 23:00,1.9,766.1,768.7,,95,Calm  no wind,0,,,,Mist. ,,,-0.2,9.2,,,,,,1.8,1.2,No precipitation,6,,,,
19.01.2020 20:00,3.1,765.7,768.4,0.9,93,Wind blowing from the south-southeast,1,,7,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,9.2,,,2500 or more  or no clouds.,,,2.1,2.1,No precipitation,12,,,,
19.01.2020 17:00,7.0,764.8,767.4,,74,Wind blowing from the west,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,9.2,,,,,,3.8,2.7,No precipitation,6,,,,
19.01.2020 14:00,8.6,764.8,767.4,-2.0,64,Wind blowing from the west,4,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,8.7,,,,,,4.9,2.2,No precipitation,12,,,,
19.01.2020 11:00,5.4,766.8,769.4,,76,Wind blowing from the west,3,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,5.9,,,,,,4.3,1.5,No precipitation,6,,,,
19.01.2020 08:00,0.8,766.1,768.8,0.9,92,Wind blowing from the south-southwest,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,5.9,,,,,,3.2,-0.4,No precipitation,12,,,,
19.01.2020 05:00,-0.2,765.2,767.8,,91,Wind blowing from the south,1,,3,,Mist. ,,,-0.2,5.9,,,,,,3.5,-1.5,No precipitation,6,,,,
19.01.2020 02:00,1.4,766.0,768.7,-0.8,88,Wind blowing from the south-southwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,5.9,,,2500 or more  or no clouds.,,,3.6,-0.4,No precipitation,12,,,,
18.01.2020 23:00,1.8,766.8,769.4,,91,Wind blowing from the south-west,1,,5,,Mist. ,,,0.9,5.9,,,,,,2.8,0.5,No precipitation,6,,,,
18.01.2020 20:00,2.1,766.6,769.3,0.6,87,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,5.9,,,2500 or more  or no clouds.,,,3.5,0.2,No precipitation,12,,,,
18.01.2020 17:00,5.2,766.0,768.7,,67,Wind blowing from the west,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,5.9,,,2500 or more  or no clouds.,,,5.0,-0.4,No precipitation,6,,,,
18.01.2020 14:00,5.5,766.6,769.3,-2.3,63,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,5.7,,,2500 or more  or no clouds.,,,5.0,-1.0,No precipitation,12,,,,
18.01.2020 11:00,4.6,768.9,771.5,,67,Wind blowing from the west,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,5.0,,,1000-1500,,,5.0,-1.0,No precipitation,6,,,,
18.01.2020 08:00,1.2,768.4,771.1,0.7,98,Wind blowing from the north,1,,2,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,4.0,,,1000-1500,,,1.6,0.9,Trace of precipitation,12,,,,
18.01.2020 05:00,1.7,767.7,770.4,,96,Calm  no wind,0,,,,Mist. ,,,0.8,4.0,,,,,,2.2,1.1,No precipitation,6,,,,
18.01.2020 02:00,2.2,768.4,771.1,-0.4,91,Wind blowing from the north-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,4.0,,,2500 or more  or no clouds.,,,3.1,0.9,No precipitation,12,,,,
17.01.2020 23:00,2.8,768.8,771.5,,89,Wind blowing from the north-west,1,,4,,Mist. ,,,0.8,4.0,,,,,,3.8,1.2,No precipitation,6,,,,
17.01.2020 20:00,3.1,768.9,771.6,0.8,88,Wind blowing from the west,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,4.0,,,2500 or more  or no clouds.,,,3.9,1.3,Trace of precipitation,12,,,,
17.01.2020 17:00,3.4,768.1,770.8,,84,Wind blowing from the west-northwest,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,4.0,,,2500 or more  or no clouds.,,,4.4,1.0,No precipitation,6,,,,
17.01.2020 14:00,3.9,768.3,771.0,-2.3,77,Wind blowing from the west,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,3.9,,,1000-1500,,,7.0,0.2,No precipitation,12,,,,
17.01.2020 11:00,2.7,770.6,773.3,,87,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,2.7,,,1000-1500,,,4.0,0.8,No precipitation,6,,,,
17.01.2020 08:00,1.0,770.2,772.9,0.9,92,Wind blowing from the north-west,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.8,2.2,,,2500 or more  or no clouds.,,,3.1,-0.2,0.1,12,,,,
17.01.2020 05:00,0.9,769.3,772.0,,94,Wind blowing from the north,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,0.8,2.2,,,,,,2.8,0.0,No precipitation,6,,,,
17.01.2020 02:00,0.9,770.2,772.9,-0.3,95,Wind blowing from the north,2,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,2.2,,,2500 or more  or no clouds.,,,2.4,0.2,0.2,12,,,,
16.01.2020 23:00,1.1,770.5,773.2,,96,Wind blowing from the north,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,0.8,2.2,,,,,,2.7,0.5,0.2,6,,,,
16.01.2020 20:00,1.6,770.1,772.8,1.1,96,Wind blowing from the north-east,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.6,2.2,,,300-600,,,3.0,1.0,1.0,12,,,,
16.01.2020 17:00,2.1,769.0,771.7,,94,Wind blowing from the north-east,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,2.2,,,300-600,,,3.8,1.2,0.6,6,,,,
16.01.2020 14:00,2.1,768.7,771.4,-1.2,96,Wind blowing from the north-northeast,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Drizzle.,0.6,3.0,,,300-600,,,5.0,1.5,3.0,12,,,,
16.01.2020 11:00,1.7,769.9,772.6,,97,Wind blowing from the north-east,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.6,,,,300-600,,,5.0,1.3,1.0,6,,,,
16.01.2020 08:00,1.4,769.1,771.8,1.0,97,Wind blowing from the north-northeast,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,,,,,300-600,,,8.0,1.0,4.0,12,,,,
16.01.2020 05:00,1.3,768.1,770.8,,98,Wind blowing from the north-east,4,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,,,,,,,,5.0,1.0,2.0,6,,,,
16.01.2020 02:00,0.9,768.4,771.1,-0.3,98,Wind blowing from the north-east,4,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.0,,,2500 or more  or no clouds.,,,3.4,0.6,4.0,12,,,,
15.01.2020 23:00,1.0,768.7,771.4,,99,Wind blowing from the north-northeast,3,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,,3.0,,,,,,2.4,0.9,3.0,6,,,,
15.01.2020 20:00,0.8,768.4,771.1,0.6,98,Wind blowing from the north-east,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-3.0,3.0,,,300-600,,,1.9,0.5,2.0,12,,,,
15.01.2020 17:00,1.6,767.8,770.5,,89,Wind blowing from the east,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,3.0,,,2500 or more  or no clouds.,,,4.2,0.0,No precipitation,6,,,,
15.01.2020 14:00,2.5,767.3,770.0,-2.6,71,Wind blowing from the north-east,5,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.5,,,2500 or more  or no clouds.,,,8.0,-2.2,No precipitation,12,,,,
15.01.2020 11:00,1.8,769.9,772.6,,70,Wind blowing from the east,4,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.5,,,2500 or more  or no clouds.,,,7.0,-3.1,No precipitation,6,,,,
15.01.2020 08:00,-0.6,769.0,771.7,0.2,79,Wind blowing from the east,4,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.5,,,2500 or more  or no clouds.,,,6.0,-3.8,No precipitation,12,,,,
15.01.2020 05:00,-2.6,768.8,771.5,,93,Wind blowing from the east-northeast,2,,6,,Mist. ,,,-2.7,4.5,,,,,,2.3,-3.6,No precipitation,6,,,,
15.01.2020 02:00,-2.3,769.7,772.4,0.3,88,Wind blowing from the east-northeast,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,4.5,,,2500 or more  or no clouds.,,,2.8,-4.0,No precipitation,12,,,,
14.01.2020 23:00,-0.5,769.4,772.1,,86,Wind blowing from the east-northeast,3,,6,,Mist. ,,,-1.7,4.5,,,,,,3.3,-2.6,No precipitation,6,,,,
14.01.2020 20:00,-0.3,770.1,772.8,1.2,86,Wind blowing from the north-east,2,,6,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,4.7,,,2500 or more  or no clouds.,,,3.3,-2.4,No precipitation,12,,,,
14.01.2020 17:00,2.4,768.9,771.6,,67,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,5.5,,,2500 or more  or no clouds.,,,5.0,-3.1,No precipitation,6,,,,
14.01.2020 14:00,4.3,769.0,771.7,-1.7,63,Wind blowing from the north,2,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,6.4,,,2500 or more  or no clouds.,,,4.3,-2.3,No precipitation,12,,,,
14.01.2020 11:00,2.1,770.7,773.4,,78,Wind blowing from the north-northeast,2,,8,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,6.4,,,2500 or more  or no clouds.,,,2.9,-1.3,No precipitation,6,,,,
14.01.2020 08:00,-1.5,769.8,772.5,0.9,91,Wind blowing from the north,3,,8,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,6.4,,,2500 or more  or no clouds.,,,1.9,-2.8,No precipitation,12,,,,
14.01.2020 05:00,-0.4,768.9,771.6,,86,Wind blowing from the north-northwest,1,,8,,Mist. ,,,-0.4,6.4,,,,,,2.6,-2.5,No precipitation,6,,,,
14.01.2020 02:00,1.6,768.3,771.0,0.5,82,Wind blowing from the north,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,6.4,,,2500 or more  or no clouds.,,,3.3,-1.1,No precipitation,12,,,,
13.01.2020 23:00,4.5,767.8,770.5,,86,Wind blowing from the north,4,,8,,Mist. ,,,0.3,6.4,,,,,,2.4,2.4,No precipitation,6,,,,
13.01.2020 20:00,4.6,766.5,769.2,1.2,89,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,6.4,,,2500 or more  or no clouds.,,,2.9,2.9,No precipitation,12,,,,
13.01.2020 17:00,5.6,765.3,767.9,,80,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,6.4,,,2500 or more  or no clouds.,,,4.0,2.4,No precipitation,6,,,,
13.01.2020 14:00,5.2,765.1,767.8,-1.5,84,Wind blowing from the south,1,,4,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,5.3,,,2500 or more  or no clouds.,,,3.3,2.6,No precipitation,12,,,,
13.01.2020 11:00,2.4,766.6,769.3,,99,Wind blowing from the east-southeast,2,,4,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,2.4,,,2500 or more  or no clouds.,,,1.2,2.3,No precipitation,6,,,,
13.01.2020 08:00,0.9,766.3,769.0,1.3,99,Wind blowing from the east-northeast,1,,,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,1.6,,,2500 or more  or no clouds.,,,0.3,0.8,No precipitation,12,,,,
13.01.2020 05:00,0.3,765.0,767.7,,99,Wind blowing from the east-northeast,2,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,,1.6,,,,,,0.6,0.2,No precipitation,6,,,,
13.01.2020 02:00,1.0,765.7,768.4,-0.5,99,Wind blowing from the east,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.6,,,2500 or more  or no clouds.,,,0.1,0.9,No precipitation,12,,,,
12.01.2020 23:00,0.5,766.2,768.9,,99,Wind blowing from the west-southwest,0,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,,2.2,,,,,,less than 0.1,0.4,No precipitation,6,,,,
12.01.2020 20:00,0.5,766.4,769.1,0.7,99,Wind blowing from the east-southeast,1,,5,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-1.9,,,,2500 or more  or no clouds.,,,less than 0.1,0.4,No precipitation,12,,,,
12.01.2020 17:00,0.8,765.7,768.4,,99,Wind blowing from the north-east,1,,5,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-1.9,4.9,,,1000-1500,,,0.6,0.7,No precipitation,6,,,,
12.01.2020 14:00,1.2,765.7,768.4,-1.8,99,Wind blowing from the west-northwest,2,,5,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-1.9,5.1,,,1000-1500,,,0.1,1.1,No precipitation,12,,,,
12.01.2020 11:00,0.9,767.5,770.2,,99,Wind blowing from the west-southwest,2,,3,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-1.9,5.1,,,1000-1500,,,0.1,0.8,No precipitation,6,,,,
