Local time in Mengshan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 14:00,11.4,748.5,765.0,-2.1,89,Wind blowing from the north-west,5,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,,,,300-600,,,11.0,9.7,Trace of precipitation,12,,,,
24.01.2020 11:00,11.4,750.6,767.1,,87,Wind blowing from the north-west,5,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,,,,300-600,,,11.0,9.3,No precipitation,6,,,,
24.01.2020 08:00,12.5,749.5,765.8,2.1,82,Wind blowing from the north-west,6,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,23.5,,,300-600,,,13.0,9.5,No precipitation,12,,,,
24.01.2020 05:00,13.5,747.4,763.6,,82,Wind blowing from the north-northwest,4,,10,, ,,,13.5,23.5,,,,,,11.0,10.5,No precipitation,6,,,,
24.01.2020 02:00,14.6,747.2,763.5,,80,Wind blowing from the north-northwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,23.5,,,2500 or more  or no clouds.,,,12.0,11.2,No precipitation,12,,,,
23.01.2020 20:00,19.9,745.3,761.5,1.0,90,Wind blowing from the north,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,23.5,,,2000-2500,,,5.0,18.2,Trace of precipitation,12,,,,
23.01.2020 17:00,22.8,744.3,760.3,,75,Wind blowing from the south-southeast,2,,4,100%., ,,,16.4,23.5,,,2000-2500,,,15.0,18.1,No precipitation,6,,,,
23.01.2020 14:00,20.1,745.4,761.5,-2.5,89,Wind blowing from the south,2,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,20.1,,,1500-2000,,,4.8,18.2,Trace of precipitation,12,,,,
23.01.2020 11:00,18.0,747.9,764.2,,95,Wind blowing from the north-northeast,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,19.7,,,1500-2000,,,3.5,17.2,No precipitation,6,,,,
23.01.2020 08:00,16.5,746.8,763.0,0.9,98,Wind blowing from the east-southeast,0,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,19.7,,,1500-2000,,,2.3,16.2,Trace of precipitation,12,,,,
23.01.2020 05:00,16.6,745.9,762.1,,97,Calm  no wind,0,,,,Mist. ,,,15.4,19.7,,,,,,2.3,16.1,No precipitation,6,,,,
23.01.2020 02:00,16.9,746.9,763.1,,96,Wind blowing from the east,2,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,19.7,,,2500 or more  or no clouds.,,,3.8,16.3,No precipitation,12,,,,
22.01.2020 20:00,18.0,745.9,762.2,0.3,90,Wind blowing from the north,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,19.7,,,2000-2500,,,4.7,16.3,No precipitation,12,,,,
22.01.2020 17:00,19.5,745.6,761.8,,81,Wind blowing from the south,1,,2,100%., ,,,15.0,19.7,,,1500-2000,,,10.0,16.2,No precipitation,6,,,,
22.01.2020 14:00,18.9,746.8,763.0,-2.4,81,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,18.9,,,1500-2000,,,10.0,15.6,No precipitation,12,,,,
22.01.2020 11:00,17.3,749.2,765.6,,87,Wind blowing from the south-east,1,,3,100%., ,,,12.0,17.5,,,1500-2000,,,8.0,15.1,No precipitation,6,,,,
22.01.2020 08:00,15.8,748.4,764.8,0.5,96,Wind blowing from the south-west,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,4.9,15.2,0.1,12,,,,
22.01.2020 05:00,15.5,747.9,764.2,,95,Wind blowing from the south,1,,3,,Mist. ,,,,17.5,,,,,,4.8,14.7,No precipitation,6,,,,
22.01.2020 02:00,15.2,748.6,765.0,,96,Wind blowing from the south,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,17.5,,,2500 or more  or no clouds.,,,2.6,14.6,0.1,12,,,,
21.01.2020 20:00,15.9,748.2,764.7,0.3,90,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,17.5,,,1500-2000,,,7.0,14.3,No precipitation,12,,,,
21.01.2020 17:00,17.5,747.9,764.3,,78,Wind blowing from the south,1,,3,100%., ,,,10.1,17.5,,,1500-2000,,,9.0,13.6,No precipitation,6,,,,
21.01.2020 14:00,15.0,749.0,765.6,,83,Wind blowing from the south-southeast,2,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,15.1,,,1500-2000,,,6.0,12.1,No precipitation,6,,,,
21.01.2020 11:00,12.0,751.6,768.3,,94,Wind blowing from the south-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,12.0,,,300-600,,,4.1,11.1,No precipitation,6,,,,
21.01.2020 08:00,10.7,750.7,767.5,0.8,98,Wind blowing from the south-southwest,1,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,300-600,,,1.2,10.4,1.0,12,,,,
21.01.2020 05:00,10.4,749.9,766.6,,98,Wind blowing from the west-southwest,0,,2,,Rain (not freezing) not falling as shower(s). ,,,,,,,,,,0.8,10.1,1.0,6,,,,
21.01.2020 02:00,10.3,750.7,767.4,,98,Wind blowing from the north,0,,2,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,11.9,,,2500 or more  or no clouds.,,,1.1,10.0,1.0,12,,,,
20.01.2020 20:00,10.2,750.8,767.5,1.0,97,Wind blowing from the north-west,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,11.9,,,300-600,,,0.9,9.7,0.4,12,,,,
20.01.2020 17:00,10.2,749.8,766.6,,96,Wind blowing from the south-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,11.9,,,1000-1500,,,1.6,9.6,0.3,6,,,,
20.01.2020 14:00,11.1,750.6,767.3,-2.1,80,Wind blowing from the north-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,11.9,,,1000-1500,,,7.0,7.8,No precipitation,12,,,,
20.01.2020 11:00,10.7,752.7,769.5,,80,Wind blowing from the north-east,1,,2,100%., ,,,8.1,11.9,,,1500-2000,,,7.0,7.4,No precipitation,6,,,,
20.01.2020 08:00,9.6,751.6,768.3,1.2,90,Wind blowing from the north-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.9,,,1500-2000,,,7.0,8.0,0.1,12,,,,
20.01.2020 05:00,9.7,750.4,767.1,,86,Wind blowing from the east-southeast,1,,4,, ,,,6.1,11.9,,,,,,9.0,7.5,0.1,6,,,,
20.01.2020 02:00,9.7,751.0,767.7,,87,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.9,,,2500 or more  or no clouds.,,,9.0,7.6,0.1,12,,,,
19.01.2020 20:00,10.6,751.3,768.1,0.9,73,Wind blowing from the north,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,11.9,,,1000-1500,,,11.0,6.0,Trace of precipitation,12,,,,
19.01.2020 17:00,11.4,750.4,767.2,,67,Wind blowing from the north-west,3,,8,90  or more  but not 100%, ,,,6.1,11.9,,,1000-1500,,,14.0,5.5,No precipitation,6,,,,
19.01.2020 14:00,11.5,751.2,768.0,-2.8,68,Wind blowing from the north-west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,11.6,,,1000-1500,,,15.0,5.8,0.3,12,,,,
19.01.2020 11:00,8.1,754.0,771.0,,80,Wind blowing from the north-west,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,8.1,,,300-600,,,9.0,4.9,0.2,6,,,,
19.01.2020 08:00,6.3,752.9,769.9,1.0,90,Wind blowing from the north-west,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,8.0,,,300-600,,,8.0,4.8,0.3,12,,,,
19.01.2020 05:00,6.4,751.9,768.8,,89,Wind blowing from the north-west,4,,8,, ,,,6.3,8.0,,,,,,14.0,4.7,0.1,6,,,,
19.01.2020 02:00,6.5,752.0,769.0,,91,Wind blowing from the north-west,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.0,,,2500 or more  or no clouds.,,,9.0,5.1,No precipitation,12,,,,
18.01.2020 20:00,7.2,750.1,767.0,1.2,85,Wind blowing from the north-west,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.0,,,1500-2000,,,5.0,4.9,No precipitation,12,,,,
18.01.2020 17:00,7.7,748.9,765.7,,82,Wind blowing from the north-west,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.4,,,1500-2000,,,4.7,4.7,No precipitation,6,,,,
18.01.2020 14:00,7.8,749.4,766.3,-2.0,80,Wind blowing from the north-northwest,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.5,,,1500-2000,,,5.0,4.6,No precipitation,12,,,,
18.01.2020 11:00,7.4,751.4,768.4,,80,Wind blowing from the north-northwest,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.5,,,1000-1500,,,5.0,4.2,No precipitation,6,,,,
18.01.2020 08:00,6.4,751.1,768.1,0.7,80,Wind blowing from the north-west,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,8.5,,,300-600,,,5.0,3.2,Trace of precipitation,12,,,,
18.01.2020 05:00,6.5,750.4,767.3,,80,Wind blowing from the north-northwest,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.8,8.5,,,,,,5.0,3.3,No precipitation,6,,,,
18.01.2020 02:00,7.2,751.2,768.1,,77,Wind blowing from the north-west,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,8.5,,,2500 or more  or no clouds.,,,6.0,3.3,No precipitation,12,,,,
17.01.2020 20:00,7.9,751.0,768.0,0.5,75,Wind blowing from the north-west,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,8.5,,,1000-1500,,,8.0,3.7,No precipitation,12,,,,
17.01.2020 17:00,8.4,750.5,767.5,,74,Wind blowing from the west-northwest,3,,8,100%., ,,,5.8,8.5,,,1000-1500,,,8.0,4.0,No precipitation,6,,,,
17.01.2020 14:00,8.1,751.5,768.4,,75,Wind blowing from the north-west,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,8.1,,,300-600,,,8.0,3.9,No precipitation,12,,,,
17.01.2020 11:00,6.8,753.7,770.8,,78,Wind blowing from the north-west,3,,9,100%., ,,,5.8,7.6,,,300-600,,,8.0,3.2,No precipitation,6,,,,
17.01.2020 08:00,5.8,752.8,769.9,1.1,81,Wind blowing from the north-west,5,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,7.8,,,300-600,,,11.0,2.8,Trace of precipitation,12,,,,
17.01.2020 05:00,6.0,751.7,768.7,,84,Wind blowing from the north-west,4,,10,, ,,,6.0,8.6,,,,,,18.0,3.5,No precipitation,6,,,,
17.01.2020 02:00,6.3,752.3,769.3,,86,Wind blowing from the north-west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,9.7,,,2500 or more  or no clouds.,,,22.0,4.1,0.1,12,,,,
16.01.2020 20:00,6.7,751.5,768.4,1.3,88,Wind blowing from the north-west,5,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,300-600,,,23.0,4.9,2.0,12,,,,
16.01.2020 17:00,7.3,750.2,767.1,,90,Wind blowing from the north-west,5,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,300-600,,,23.0,5.8,1.0,6,,,,
16.01.2020 14:00,7.5,750.0,766.8,-1.5,92,Wind blowing from the north-west,5,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,12.9,,,300-600,,,11.0,6.3,3.0,12,,,,
16.01.2020 11:00,7.6,751.5,768.3,,93,Wind blowing from the north-west,4,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,12.9,,,300-600,,,9.0,6.5,2.0,6,,,,
16.01.2020 08:00,7.8,750.0,766.8,1.5,94,Wind blowing from the north-west,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,12.9,,,300-600,,,4.5,6.9,0.8,12,,,,
16.01.2020 05:00,8.6,748.5,765.1,,92,Wind blowing from the north-west,5,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.7,12.9,,,,,,4.4,7.4,0.3,6,,,,
16.01.2020 02:00,9.7,748.0,764.6,,91,Wind blowing from the north-northwest,5,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,12.9,,,2500 or more  or no clouds.,,,6.0,8.3,,,,,,
15.01.2020 20:00,11.1,746.2,762.8,1.2,92,Wind blowing from the north,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,12.9,,,1500-2000,,,4.3,9.9,No precipitation,12,,,,
15.01.2020 17:00,12.8,745.0,761.5,,90,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,12.9,,,1500-2000,,,5.0,11.2,No precipitation,6,,,,
15.01.2020 14:00,11.7,745.9,762.6,-2.8,87,Wind blowing from the south-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.7,,,1500-2000,,,9.0,9.6,0.6,12,,,,
15.01.2020 11:00,9.7,748.7,765.5,,95,Wind blowing from the south-southwest,1,,5,100%., ,,,7.5,9.7,,,300-600,,,8.0,8.9,0.1,6,,,,
15.01.2020 08:00,8.2,748.9,765.7,1.2,97,Wind blowing from the south,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,8.2,,,200-300,,,8.0,7.8,4.0,12,,,,
15.01.2020 05:00,8.0,747.7,764.5,,98,Wind blowing from the north-northwest,2,,6,,Mist. ,,,7.5,9.0,,,,,,3.7,7.7,3.0,6,,,,
15.01.2020 02:00,7.6,748.7,765.5,,97,Wind blowing from the north-west,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,2500 or more  or no clouds.,,,2.8,7.2,6.0,12,,,,
14.01.2020 20:00,7.6,748.9,765.7,0.4,95,Wind blowing from the north-west,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,300-600,,,3.8,6.9,4.0,12,,,,
14.01.2020 17:00,8.0,748.5,765.3,,93,Wind blowing from the north-west,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,,,,300-600,,,13.0,6.9,2.0,6,,,,
14.01.2020 14:00,8.0,748.9,765.6,-2.4,92,Wind blowing from the north-west,4,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,15.8,,,300-600,,,13.0,6.8,3.0,12,,,,
14.01.2020 11:00,7.8,751.3,768.0,,93,Wind blowing from the north-west,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,16.0,,,300-600,,,7.0,6.7,2.0,6,,,,
14.01.2020 08:00,8.0,750.3,766.9,1.6,92,Wind blowing from the north-west,5,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,16.0,,,300-600,,,8.0,6.8,0.6,12,,,,
14.01.2020 05:00,9.0,748.7,765.3,,85,Wind blowing from the north-west,5,,9,,Mist. ,,,9.0,16.0,,,,,,5.0,6.6,No precipitation,6,,,,
14.01.2020 02:00,11.8,748.5,765.0,,68,Wind blowing from the north-northwest,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,16.0,,,2500 or more  or no clouds.,,,7.0,6.1,No precipitation,12,,,,
13.01.2020 20:00,14.4,746.8,763.4,1.1,68,Wind blowing from the north-northwest,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,16.0,,,2000-2500,,,7.0,8.6,No precipitation,12,,,,
13.01.2020 17:00,15.4,745.7,762.1,,61,Wind blowing from the south,2,,7,100%., ,,,9.3,16.0,,,2000-2500,,,18.0,7.9,No precipitation,6,,,,
13.01.2020 14:00,15.7,746.5,763.0,-2.7,56,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,16.8,,,1000-1500,,,18.0,7.0,No precipitation,12,,,,
13.01.2020 11:00,12.6,749.2,765.7,,60,Wind blowing from the east-southeast,1,,7,100%., ,,,9.3,16.8,,,2000-2500,,,13.0,5.0,No precipitation,6,,,,
13.01.2020 08:00,9.6,749.0,765.7,1.3,70,Wind blowing from the north-northwest,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,11.0,4.4,No precipitation,12,,,,
13.01.2020 05:00,10.7,747.7,764.2,,68,Calm  no wind,0,,,, ,,,6.2,16.8,,,,,,15.0,5.0,No precipitation,6,,,,
13.01.2020 02:00,10.9,748.0,764.5,,75,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,16.8,,,2500 or more  or no clouds.,,,20.0,6.5,No precipitation,12,,,,
12.01.2020 20:00,11.1,747.4,764.1,0.9,72,Wind blowing from the north-northwest,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,16.8,,,2500 or more  or no clouds.,,,12.0,6.2,No precipitation,12,,,,
12.01.2020 17:00,15.7,746.5,763.0,,48,Wind blowing from the west-northwest,3,,9,no clouds, ,,,6.2,16.8,,,,,,24.0,4.7,No precipitation,6,,,,
12.01.2020 14:00,14.9,747.7,764.4,-3.6,47,Wind blowing from the north-northwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,15.0,,,,,,30.0,3.7,No precipitation,12,,,,
12.01.2020 11:00,10.1,751.3,768.1,,66,Wind blowing from the north-west,3,,10,10%  or less  but not 0, ,,,6.2,10.2,,,600-1000,,,19.0,4.0,No precipitation,6,,,,
12.01.2020 08:00,6.3,750.9,767.8,0.2,83,Wind blowing from the north-west,4,,10,60%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,7.9,,,300-600,,,15.0,3.6,2.0,12,,,,
12.01.2020 05:00,6.7,750.7,767.6,,81,Wind blowing from the north-west,4,,10,, ,,,6.6,8.2,,,,,,19.0,3.7,1.0,6,,,,
12.01.2020 02:00,6.8,750.7,767.7,,85,Wind blowing from the north-west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,2500 or more  or no clouds.,,,19.0,4.5,7.0,12,,,,
11.01.2020 20:00,7.6,750.2,767.1,,83,Wind blowing from the north-northwest,4,,13,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,300-600,,,22.0,4.9,6.0,12,,,,
11.01.2020 17:00,7.0,749.8,766.6,,90,Wind blowing from the north-northwest,3,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,300-600,,,10.0,5.5,6.0,6,,,,
11.01.2020 14:00,7.0,749.3,766.1,-2.2,88,Wind blowing from the north-west,5,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,300-600,,,11.0,5.2,0.4,12,,,,
11.01.2020 11:00,7.6,751.5,768.3,,80,Wind blowing from the north-west,7,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,300-600,,,21.0,4.4,No precipitation,6,,,,
11.01.2020 08:00,7.3,749.6,766.3,1.9,87,Wind blowing from the north-west,6,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,19.0,,,300-600,,,10.0,5.3,No precipitation,12,,,,
11.01.2020 05:00,8.2,747.7,764.2,,85,Wind blowing from the west-northwest,5,,12,, ,,,8.2,19.0,,,,,,10.0,5.8,No precipitation,6,,,,
11.01.2020 02:00,9.7,747.1,763.6,,81,Wind blowing from the north-west,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,19.0,,,2500 or more  or no clouds.,,,7.0,6.6,No precipitation,12,,,,
10.01.2020 20:00,13.0,745.9,762.3,2.0,70,Wind blowing from the north-west,6,,12,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,19.9,,,1000-1500,,,5.0,7.7,No precipitation,12,,,,
10.01.2020 17:00,17.6,743.9,760.1,,60,Wind blowing from the north-northwest,5,,7,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,22.0,,,1000-1500,,,6.0,9.8,No precipitation,6,,,,
10.01.2020 14:00,17.4,745.0,761.2,-2.4,62,Wind blowing from the north-northwest,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,22.1,,,1000-1500,,,6.0,10.1,No precipitation,12,,,,
10.01.2020 11:00,14.6,747.4,763.6,,71,Wind blowing from the north,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,,,1500-2000,,,5.0,9.4,No precipitation,6,,,,
10.01.2020 08:00,13.9,746.6,762.9,1.2,75,Wind blowing from the north,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,22.1,,,1500-2000,,,6.0,9.5,No precipitation,12,,,,
10.01.2020 05:00,15.1,745.4,761.5,,70,Wind blowing from the north,4,,8,,Mist. ,,,13.8,22.1,,,,,,6.0,9.7,No precipitation,6,,,,
10.01.2020 02:00,16.5,745.5,761.6,,69,Wind blowing from the north,4,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,22.1,,,2500 or more  or no clouds.,,,7.0,10.8,No precipitation,12,,,,
09.01.2020 20:00,19.9,745.1,761.3,0.4,80,Wind blowing from the north-northwest,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,22.1,,,2000-2500,,,6.0,16.3,No precipitation,12,,,,
09.01.2020 17:00,22.0,744.7,760.8,,68,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%, ,,,13.8,22.7,,,2000-2500,,,11.0,15.8,No precipitation,6,,,,
