Local time in Naqu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 11:00,-17.6,435.9,772.9,,59,Wind blowing from the north-northwest,1,,,90  or more  but not 100%, ,,,-22.0,-6.2,,,1500-2000,,,8.0,-23.7,No precipitation,6,,,,
23.01.2020 08:00,-21.8,434.9,773.2,,71,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-6.2,,,2500 or more  or no clouds.,,,13.0,-25.6,No precipitation,12,,,,
23.01.2020 05:00,-19.8,435.1,768.4,,65,Wind blowing from the north-northeast,1,,,, ,,,-19.8,-6.2,,,,,,30.0,-24.7,No precipitation,6,,,,
23.01.2020 02:00,-16.7,436.1,767.4,-0.7,58,Wind blowing from the north-northeast,2,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-6.2,,,2500 or more  or no clouds.,,,28.0,-23.0,No precipitation,12,,,,
22.01.2020 23:00,-13.1,436.8,768.8,,51,Wind blowing from the east-southeast,2,,,, ,,,-16.5,-6.2,,,,,,21.0,-21.3,No precipitation,6,,,,
22.01.2020 20:00,-11.4,436.6,770.8,,40,Wind blowing from the north-west,3,,18,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-6.2,,,2500 or more  or no clouds.,,,26.0,-22.3,No precipitation,12,,,,
22.01.2020 17:00,-7.2,436.0,766.5,,22,Wind blowing from the north-west,7,,,100%., ,,,-16.5,-6.2,,,1500-2000,,,27.0,-25.3,No precipitation,6,,,,
22.01.2020 14:00,-6.8,436.5,765.1,,20,Wind blowing from the west-northwest,8,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-6.1,,,2500 or more  or no clouds.,,,30.0,-26.0,Trace of precipitation,12,,,,
22.01.2020 11:00,-10.7,437.1,766.9,,54,Wind blowing from the south-southwest,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-6.1,,,,,,5.0,-18.2,No precipitation,6,,,,
22.01.2020 08:00,-15.2,435.9,767.8,0.1,78,Wind blowing from the south-southeast,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-6.1,,,1500-2000,,,30.0,-18.2,Trace of precipitation,12,,,,
22.01.2020 05:00,-15.3,435.8,765.6,,76,Wind blowing from the east,1,,,, ,,,-18.9,-6.1,,,,,,30.0,-18.6,No precipitation,6,,,,
22.01.2020 02:00,-13.0,436.7,765.6,-0.6,74,Wind blowing from the south-east,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-6.1,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
21.01.2020 23:00,-10.0,437.3,768.9,,55,Wind blowing from the north,2,,,, ,,,-19.2,-6.1,,,,,,14.0,-17.5,No precipitation,6,,,,
21.01.2020 20:00,-9.4,436.9,771.8,0.5,34,Wind blowing from the north,2,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-6.1,,,2500 or more  or no clouds.,,,13.0,-22.4,No precipitation,12,,,,
21.01.2020 17:00,-6.6,436.4,769.5,,20,Wind blowing from the west-northwest,5,,,90  or more  but not 100%, ,,,-19.2,-6.1,,,,,,30.0,-25.9,No precipitation,6,,,,
21.01.2020 14:00,-6.9,437.2,769.7,-0.6,20,Wind blowing from the west-northwest,6,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-6.7,,,1500-2000,,,30.0,-26.1,No precipitation,12,,,,
21.01.2020 11:00,-12.7,437.8,775.0,,43,Wind blowing from the east,1,,,20–30%., ,,,-19.2,-8.8,,,1500-2000,,,16.0,-22.7,No precipitation,6,,,,
21.01.2020 08:00,-17.8,436.2,772.5,0.6,54,Wind blowing from the west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-8.8,,,1500-2000,,,30.0,-24.9,No precipitation,12,,,,
21.01.2020 05:00,-18.9,435.6,770.3,,57,Wind blowing from the north-northeast,2,,12,, ,,,-19.2,-8.8,,,,,,30.0,-25.3,No precipitation,6,,,,
21.01.2020 02:00,-17.0,436.3,770.9,,50,Wind blowing from the north-northeast,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-8.8,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,12,,,,
20.01.2020 23:00,-16.4,436.7,773.3,,51,Wind blowing from the north,1,,17,, ,,,-16.9,-8.8,,,,,,9.0,-24.2,No precipitation,6,,,,
20.01.2020 20:00,-11.7,436.4,769.5,0.2,41,Wind blowing from the west-southwest,2,,17,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-8.8,,,1500-2000,,,21.0,-22.3,Trace of precipitation,12,,,,
20.01.2020 17:00,-9.2,436.2,766.9,,29,Wind blowing from the west-southwest,6,,17,70 – 80%., ,,,-14.3,-4.2,,,1500-2000,,,30.0,-24.0,No precipitation,6,,,,
20.01.2020 14:00,-10.4,437.0,769.0,-0.1,28,Wind blowing from the west-southwest,8,,15,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,,,,1500-2000,,,30.0,-25.4,Trace of precipitation,12,,,,
20.01.2020 11:00,-13.1,437.1,770.8,,58,Wind blowing from the west,4,,8,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,,,,1500-2000,,,30.0,-19.6,Trace of precipitation,6,,,,
20.01.2020 08:00,-13.8,435.6,768.1,0.3,68,Wind blowing from the west,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,30.0,-18.4,No precipitation,12,,,,
20.01.2020 05:00,-13.5,435.3,761.4,,78,Wind blowing from the south-southwest,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-18.3,-4.0,,,,,,4.8,-16.5,No precipitation,6,,,,
20.01.2020 02:00,-13.2,435.7,763.2,,70,Wind blowing from the west-southwest,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-4.0,,,2500 or more  or no clouds.,,,8.0,-17.5,No precipitation,12,,,,
19.01.2020 23:00,-12.3,435.3,767.2,,60,Wind blowing from the north,4,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-18.3,-4.0,,,,,,9.0,-18.5,No precipitation,6,,,,
19.01.2020 20:00,-11.6,433.5,767.0,1.0,61,Wind blowing from the north,6,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-4.0,,,1500-2000,,,30.0,-17.6,No precipitation,12,,,,
19.01.2020 17:00,-4.2,432.5,757.3,,24,Wind blowing from the west-southwest,4,,,90  or more  but not 100%, ,,,-18.3,-2.2,,,,,,27.0,-21.8,No precipitation,6,,,,
19.01.2020 14:00,-5.8,434.4,759.7,,32,Wind blowing from the north-northwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-0.9,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
19.01.2020 11:00,-12.8,436.0,766.7,,47,Wind blowing from the north-northeast,2,,6,60%., ,,,-18.3,-0.9,,,1500-2000,,,14.0,-21.8,No precipitation,6,,,,
19.01.2020 08:00,-17.2,435.7,767.8,0.2,59,Wind blowing from the north-northeast,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-0.9,,,1500-2000,,,25.0,-23.3,No precipitation,12,,,,
19.01.2020 05:00,-14.4,435.5,760.9,,58,Wind blowing from the south-east,1,,11,, ,,,-14.6,-0.9,,,,,,30.0,-20.9,No precipitation,6,,,,
19.01.2020 02:00,-11.7,435.6,760.1,,51,Wind blowing from the south-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.9,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
18.01.2020 23:00,-10.0,435.4,761.1,,49,Wind blowing from the north,3,,12,, ,,,-11.5,-0.9,,,,,,30.0,-18.9,No precipitation,6,,,,
18.01.2020 20:00,-7.6,434.9,760.8,0.3,43,Wind blowing from the north,3,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-0.9,,,1500-2000,,,29.0,-18.0,Trace of precipitation,12,,,,
18.01.2020 17:00,-2.1,434.6,754.4,,21,Wind blowing from the west,5,,12,90  or more  but not 100%, ,,,-11.5,3.0,,,,,,30.0,-21.5,Trace of precipitation,6,,,,
18.01.2020 14:00,-3.5,436.2,756.0,-1.0,29,Wind blowing from the west,5,,10,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,3.2,,,2500 or more  or no clouds.,,,20.0,-19.0,Trace of precipitation,12,,,,
18.01.2020 11:00,-7.0,437.2,759.7,,55,Wind blowing from the west,3,,,, ,,,-12.6,3.2,,,,,,15.0,-14.7,No precipitation,6,,,,
18.01.2020 08:00,-10.2,435.6,758.5,0.2,59,Wind blowing from the north-east,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,3.2,,,1500-2000,,,26.0,-16.7,No precipitation,12,,,,
18.01.2020 05:00,-8.0,435.4,752.2,,53,Wind blowing from the south-west,2,,,, ,,,,3.2,,,,,,22.0,-15.9,No precipitation,6,,,,
18.01.2020 02:00,-4.8,435.3,753.5,0.1,51,Wind blowing from the south-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.2,,,2500 or more  or no clouds.,,,21.0,-13.6,No precipitation,12,,,,
17.01.2020 23:00,-4.1,435.2,760.5,,45,Wind blowing from the west-southwest,3,,,, ,,,,3.2,,,,,,16.0,-14.3,No precipitation,6,,,,
17.01.2020 20:00,-3.0,434.7,763.5,0.1,41,Wind blowing from the west-southwest,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,3.2,,,2500 or more  or no clouds.,,,17.0,-14.4,No precipitation,12,,,,
17.01.2020 17:00,2.8,434.6,756.9,,21,Wind blowing from the west,7,,,90  or more  but not 100%, ,,,-18.9,3.2,,,1500-2000,,,30.0,-17.4,No precipitation,6,,,,
17.01.2020 14:00,-2.3,436.6,762.2,,37,Wind blowing from the north-northeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-2.3,,,1500-2000,,,30.0,-15.0,No precipitation,12,,,,
17.01.2020 11:00,-12.6,437.7,768.9,,49,Wind blowing from the north-northeast,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-2.3,,,,,,4.5,-21.1,No precipitation,6,,,,
17.01.2020 08:00,-18.7,436.8,769.0,0.6,66,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-2.3,,,,,,30.0,-23.5,No precipitation,12,,,,
17.01.2020 05:00,-16.2,436.2,763.6,,65,Wind blowing from the north-northeast,2,,,, ,,,-22.5,-2.3,,,,,,30.0,-21.3,No precipitation,6,,,,
17.01.2020 02:00,-13.4,436.2,764.2,,63,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.3,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
16.01.2020 23:00,-9.1,436.1,769.3,,54,Wind blowing from the east-northeast,1,,,, ,,,-22.5,-2.3,,,,,,8.0,-16.9,No precipitation,6,,,,
16.01.2020 20:00,-5.4,436.2,769.2,-0.3,34,Wind blowing from the east-northeast,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-2.3,,,2000-2500,,,23.0,-18.8,No precipitation,12,,,,
16.01.2020 17:00,-2.3,436.5,767.1,,26,Wind blowing from the north-northeast,2,,,, ,,,-22.5,-0.6,,,,,,30.0,-19.2,No precipitation,6,,,,
16.01.2020 14:00,-5.8,438.5,771.7,-1.5,29,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,,,,,,,30.0,-21.0,No precipitation,12,,,,
16.01.2020 11:00,-16.7,440.0,779.6,,49,Wind blowing from the north-east,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,,,,,,,6.0,-24.9,No precipitation,6,,,,
16.01.2020 08:00,-20.2,439.2,776.4,1.2,65,Wind blowing from the north-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,,,,2000-2500,,,21.0,-25.1,No precipitation,12,,,,
16.01.2020 05:00,-20.0,438.0,768.7,,57,Wind blowing from the north-east,1,,,, ,,,-20.5,-0.5,,,,,,30.0,-26.3,No precipitation,6,,,,
16.01.2020 02:00,-17.9,437.9,769.0,,52,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-0.5,,,2500 or more  or no clouds.,,,26.0,-25.4,No precipitation,12,,,,
15.01.2020 23:00,-13.4,438.1,775.2,,52,Wind blowing from the east-southeast,1,,,,Haze. ,,,-20.5,-0.5,,,,,,3.9,-21.2,No precipitation,6,,,,
15.01.2020 20:00,-7.6,437.6,773.1,0.2,33,Wind blowing from the north-east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-0.5,,,,,,8.0,-21.1,No precipitation,12,,,,
15.01.2020 17:00,-0.8,437.4,765.7,,17,Wind blowing from the west-northwest,3,,,no clouds, ,,,-20.5,2.3,,,,,,30.0,-22.8,No precipitation,6,,,,
15.01.2020 14:00,-3.7,438.6,768.4,,24,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,,,,,,,17.0,-21.3,No precipitation,12,,,,
15.01.2020 11:00,-15.3,439.4,775.9,,51,Wind blowing from the north-east,2,,,10%  or less  but not 0, ,,,-20.5,,,,1500-2000,,,8.0,-23.2,No precipitation,6,,,,
15.01.2020 08:00,-19.7,438.0,771.0,0.9,62,Wind blowing from the north-northeast,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,,,,1500-2000,,,22.0,-25.1,No precipitation,12,,,,
15.01.2020 05:00,-17.8,437.1,762.9,,59,Wind blowing from the north-east,2,,,, ,,,-19.6,2.3,,,,,,30.0,-23.9,No precipitation,6,,,,
15.01.2020 02:00,-15.6,436.9,763.4,,58,Wind blowing from the north-east,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,2.3,,,2500 or more  or no clouds.,,,24.0,-22.0,No precipitation,12,,,,
14.01.2020 23:00,-11.6,436.5,767.6,,56,Wind blowing from the west-northwest,1,,,,Haze. ,,,-19.6,2.3,,,,,,4.4,-18.8,No precipitation,6,,,,
14.01.2020 20:00,-4.0,435.3,765.1,-0.1,35,Wind blowing from the west-southwest,1,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,2.3,,,,,,11.0,-17.2,No precipitation,12,,,,
14.01.2020 17:00,2.2,435.4,759.1,,16,Wind blowing from the west,4,,,no clouds, ,,,-19.6,3.4,,,,,,30.0,-21.0,No precipitation,6,,,,
14.01.2020 14:00,-1.0,436.7,760.9,-1.6,30,Wind blowing from the south-west,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,,,,1500-2000,,,26.0,-16.4,No precipitation,12,,,,
14.01.2020 11:00,-11.4,438.3,769.5,,57,Wind blowing from the east-southeast,1,,,, ,,,-19.6,,,,,,,10.0,-18.4,No precipitation,6,,,,
14.01.2020 08:00,-18.2,437.0,768.5,0.5,74,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,,,,,,,14.0,-21.8,No precipitation,12,,,,
14.01.2020 05:00,-16.5,436.5,760.9,,75,Wind blowing from the north-east,2,,,, ,,,-21.4,3.4,,,,,,30.0,-20.0,No precipitation,6,,,,
14.01.2020 02:00,-12.8,437.3,764.2,-0.1,71,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.4,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
13.01.2020 23:00,-9.9,437.4,772.2,,63,Wind blowing from the north-east,2,,,, ,,,-21.4,3.4,,,,,,8.0,-15.6,No precipitation,6,,,,
13.01.2020 20:00,-4.7,436.8,770.5,-0.3,52,Wind blowing from the north-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,3.4,,,1500-2000,,,13.0,-13.1,No precipitation,12,,,,
13.01.2020 17:00,2.3,437.1,764.6,,31,Wind blowing from the east-southeast,1,,,20–30%., ,,,-21.4,2.6,,,1500-2000,,,12.0,-13.1,No precipitation,6,,,,
13.01.2020 14:00,-3.9,439.0,771.8,,43,Wind blowing from the north-east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-3.9,,,1500-2000,,,9.0,-14.9,No precipitation,12,,,,
13.01.2020 11:00,-16.6,440.1,781.8,,59,Wind blowing from the north-northeast,2,,,no clouds, ,,,-21.4,,,,,,,10.0,-22.7,No precipitation,6,,,,
13.01.2020 08:00,-21.0,439.2,780.2,0.0,72,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-6.0,,,,,,30.0,-24.7,No precipitation,12,,,,
13.01.2020 05:00,-20.1,439.2,775.9,,70,Wind blowing from the north-east,2,,,, ,,,-26.6,-6.0,,,,,,30.0,-24.2,No precipitation,6,,,,
13.01.2020 02:00,-18.7,439.5,778.1,-0.5,67,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-6.0,,,2500 or more  or no clouds.,,,30.0,-23.3,No precipitation,12,,,,
12.01.2020 23:00,-15.8,440.0,785.5,,69,Wind blowing from the north-northeast,1,,,, ,,,-26.6,-6.0,,,,,,12.0,-20.3,No precipitation,6,,,,
12.01.2020 20:00,-11.6,439.4,784.8,0.0,53,Wind blowing from the east-northeast,2,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-6.0,,,1500-2000,,,4.2,-19.3,No precipitation,12,,,,
12.01.2020 17:00,-7.1,439.4,780.3,,47,Wind blowing from the north,3,,,20–30%., ,,,-26.6,-6.7,,,1500-2000,,,23.0,-16.5,No precipitation,6,,,,
12.01.2020 14:00,-10.5,441.1,783.9,-0.7,46,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-9.5,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
12.01.2020 11:00,-21.3,441.8,792.6,,61,Wind blowing from the north-east,2,,,, ,,,-26.6,,,,,,,9.0,-26.8,No precipitation,6,,,,
12.01.2020 08:00,-25.9,441.0,791.5,-0.3,71,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.8,-9.5,,,,,,30.0,-29.6,No precipitation,12,,,,
12.01.2020 05:00,-25.1,441.3,787.0,,69,Wind blowing from the north-east,2,,,, ,,,-28.8,-9.5,,,,,,30.0,-29.1,No precipitation,6,,,,
12.01.2020 02:00,-22.3,441.0,787.6,0.5,69,Wind blowing from the north-northeast,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.8,-9.5,,,2500 or more  or no clouds.,,,30.0,-26.4,No precipitation,12,,,,
11.01.2020 23:00,-20.2,440.5,793.7,,70,Wind blowing from the north-east,1,,,, ,,,-28.8,-9.5,,,,,,11.0,-24.3,No precipitation,6,,,,
11.01.2020 20:00,-16.0,440.1,791.9,0.0,65,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.8,-9.5,,,,,,7.0,-21.1,No precipitation,12,,,,
11.01.2020 17:00,-11.0,440.1,785.8,,45,Wind blowing from the north,3,,,no clouds, ,,,-28.8,-9.5,,,,,,20.0,-20.6,No precipitation,6,,,,
11.01.2020 14:00,-15.0,441.0,788.8,-0.3,48,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.8,-10.2,,,,,,28.0,-23.6,No precipitation,12,,,,
11.01.2020 11:00,-25.2,441.3,796.0,,59,Wind blowing from the north-east,2,,,no clouds, ,,,-28.8,,,,,,,8.0,-30.9,No precipitation,6,,,,
11.01.2020 08:00,-28.1,439.9,790.5,0.5,68,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.2,-10.2,,,,,,30.0,-32.2,No precipitation,12,,,,
11.01.2020 05:00,-26.3,439.4,784.5,,65,Wind blowing from the north,2,,,, ,,,-26.3,-10.2,,,,,,30.0,-30.9,No precipitation,6,,,,
11.01.2020 02:00,-23.8,439.6,783.5,-0.6,61,Wind blowing from the north-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-9.6,,,2500 or more  or no clouds.,,,30.0,-29.2,No precipitation,12,,,,
10.01.2020 23:00,-21.0,440.2,784.7,,56,Wind blowing from the north-northeast,1,,,, ,,,-21.0,-8.9,,,,,,16.0,-27.5,No precipitation,6,,,,
10.01.2020 20:00,-14.9,439.7,779.0,0.2,43,Wind blowing from the north-east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-7.1,,,,,,8.0,-24.7,No precipitation,12,,,,
10.01.2020 17:00,-10.8,439.5,773.1,,33,Wind blowing from the west,4,,,20–30%., ,,,-16.8,-5.6,,,2000-2500,,,23.0,-24.0,No precipitation,6,,,,
10.01.2020 14:00,-11.7,440.1,772.6,-0.2,35,Wind blowing from the west,4,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-4.6,,,2000-2500,,,30.0,-24.1,1.0,12,,,,
10.01.2020 11:00,-14.7,440.3,775.1,,40,Wind blowing from the south-west,2,,,, ,,,-16.8,-3.8,,,,,,22.0,-25.3,No precipitation,6,,,,
10.01.2020 08:00,-15.1,438.3,770.3,2.0,63,Wind blowing from the west-southwest,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-3.8,,,2500 or more  or no clouds.,,,22.0,-20.7,1.0,12,,,,
10.01.2020 05:00,-12.4,436.3,763.5,,67,Wind blowing from the west-northwest,3,,,,Snow not falling as shower(s). ,,,-15.8,-3.8,,,,,,24.0,-17.3,1.0,6,,,,
10.01.2020 02:00,-9.6,434.2,757.1,0.4,84,Wind blowing from the south-southwest,1,,14,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-3.8,,,2500 or more  or no clouds.,,,3.0,-11.9,Trace of precipitation,12,,,,
