Local time in Delingha,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 20:00,-9.2,531.8,776.2,0.0,48,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-3.0,,,2500 or more  or no clouds.,,,10.0,-18.4,No precipitation,12,,,,
24.01.2020 17:00,-3.5,531.8,772.9,,29,Wind blowing from the south-southwest,2,,,40%., ,,,-13.2,-3.0,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,6,,,,
24.01.2020 14:00,-4.6,532.5,774.6,-1.1,31,Wind blowing from the east,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-4.1,,,2500 or more  or no clouds.,,,28.0,-19.2,No precipitation,12,,,,
24.01.2020 11:00,-9.4,533.6,778.6,,31,Wind blowing from the east,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-23.4,,,,,,
24.01.2020 08:00,-12.9,532.8,778.2,0.5,37,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
24.01.2020 05:00,-12.3,532.3,774.4,,38,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,30.0,-23.7,,,,,,
24.01.2020 02:00,-12.5,532.1,774.4,,43,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-4.1,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
23.01.2020 20:00,-10.0,531.0,776.1,1.1,49,Wind blowing from the north-northwest,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-4.1,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
23.01.2020 17:00,-5.0,529.9,771.1,,27,Wind blowing from the west-southwest,1,,,90  or more  but not 100%, ,,,-15.6,-1.9,,,,,,30.0,-21.1,No precipitation,6,,,,
23.01.2020 14:00,-5.4,530.0,770.6,-0.5,28,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.1,,,2500 or more  or no clouds.,,,27.0,-21.1,No precipitation,12,,,,
23.01.2020 11:00,-8.6,530.5,772.2,,26,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-24.7,,,,,,
23.01.2020 08:00,-14.1,529.3,771.6,0.7,36,Wind blowing from the north-northeast,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-1.1,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
23.01.2020 05:00,-12.6,528.6,767.5,,35,Wind blowing from the east-northeast,2,,,, ,,,-13.7,-1.1,,,,,,30.0,-24.9,No precipitation,6,,,,
23.01.2020 02:00,-11.1,528.7,767.4,,34,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-1.1,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
22.01.2020 20:00,-6.1,528.3,769.0,0.8,30,Wind blowing from the south-east,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-1.1,,,2500 or more  or no clouds.,,,30.0,-20.9,No precipitation,12,,,,
22.01.2020 17:00,-1.9,527.5,766.3,,20,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,-13.7,-1.1,,,,,,30.0,-21.9,No precipitation,6,,,,
22.01.2020 14:00,-2.9,528.3,767.2,,22,Wind blowing from the east,2,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-2.2,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
22.01.2020 11:00,-9.7,529.4,772.0,,32,Wind blowing from the east,3,,,50%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-23.3,,,,,,
22.01.2020 08:00,-12.2,528.6,770.9,0.1,38,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.2,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
22.01.2020 05:00,-13.3,528.5,768.1,,45,Wind blowing from the north-east,2,,,, ,,,-14.3,-2.2,,,,,,30.0,-22.7,No precipitation,6,,,,
22.01.2020 02:00,-11.8,529.1,768.7,,46,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.2,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
21.01.2020 20:00,-8.6,529.0,772.3,1.1,49,Wind blowing from the north-west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.2,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
21.01.2020 17:00,-2.6,527.9,767.1,,31,Wind blowing from the west-southwest,2,,,40%., ,,,-14.3,-2.2,,,1000-1500,,,30.0,-17.4,No precipitation,6,,,,
21.01.2020 14:00,-3.5,527.9,767.1,-0.8,28,Wind blowing from the east,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-3.4,,,1000-1500,,,30.0,-19.4,No precipitation,12,,,,
21.01.2020 11:00,-10.3,528.7,771.7,,41,Wind blowing from the east,4,,,40%., ,,,,,,,1000-1500,,,30.0,-21.0,,,,,,
21.01.2020 08:00,-13.8,528.0,771.8,0.3,46,Wind blowing from the north-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,,,,,,,30.0,-22.9,No precipitation,12,,,,
21.01.2020 05:00,-13.0,527.7,767.8,,46,Wind blowing from the east-northeast,2,,,, ,,,-15.8,-4.1,,,,,,30.0,-22.4,No precipitation,6,,,,
21.01.2020 02:00,-12.1,528.1,768.3,,45,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-4.1,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
20.01.2020 20:00,-10.4,528.7,773.8,1.1,56,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-4.1,,,,,,21.0,-17.5,No precipitation,12,,,,
20.01.2020 17:00,-4.5,527.6,768.1,,33,Wind blowing from the south-southeast,1,,,60%., ,,,-15.8,-4.1,,,1000-1500,,,30.0,-18.3,No precipitation,6,,,,
20.01.2020 14:00,-5.2,528.6,770.3,-1.2,35,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-4.8,,,2500 or more  or no clouds.,,,22.0,-18.3,No precipitation,12,,,,
20.01.2020 11:00,-11.4,529.8,774.8,,39,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-22.6,,,,,,
20.01.2020 08:00,-15.6,529.1,774.7,0.3,52,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-4.8,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
20.01.2020 05:00,-14.0,528.8,770.2,,47,Wind blowing from the east,1,,,, ,,,-15.7,-4.8,,,,,,30.0,-22.9,No precipitation,6,,,,
20.01.2020 02:00,-14.7,529.0,771.6,,59,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-4.8,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
19.01.2020 20:00,-10.8,529.5,773.9,0.4,57,Wind blowing from the north,0,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-4.8,,,2500 or more  or no clouds.,,,28.0,-17.7,No precipitation,12,,,,
19.01.2020 17:00,-5.0,529.1,770.9,,38,Wind blowing from the south-southwest,2,,,90  or more  but not 100%, ,,,-15.5,-4.8,,,,,,30.0,-17.4,No precipitation,6,,,,
19.01.2020 14:00,-6.3,529.8,771.9,-1.0,40,Wind blowing from the south,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-6.1,,,2500 or more  or no clouds.,,,29.0,-17.7,No precipitation,12,,,,
19.01.2020 11:00,-9.1,530.8,775.5,,40,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-20.2,,,,,,
19.01.2020 08:00,-13.1,530.3,775.3,-0.7,49,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
19.01.2020 05:00,-14.6,531.0,774.5,,63,Wind blowing from the north,1,,,, ,,,-15.5,-6.2,,,,,,30.0,-20.1,No precipitation,6,,,,
19.01.2020 02:00,-13.2,531.7,775.6,,60,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-6.2,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
18.01.2020 20:00,-11.4,532.7,779.5,0.3,58,Wind blowing from the north,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-6.2,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
18.01.2020 17:00,-6.6,532.4,774.3,,38,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,-14.4,0.9,,,,,,30.0,-18.6,No precipitation,6,,,,
18.01.2020 14:00,-8.0,533.0,775.0,-0.4,50,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,2.1,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,12,,,,
18.01.2020 11:00,-9.6,533.4,776.6,,54,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,,,,,1000-1500,,,28.0,-17.2,,,,,,
18.01.2020 08:00,-14.3,531.3,775.0,1.5,62,Wind blowing from the north,0,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,2.1,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
18.01.2020 05:00,-10.3,529.8,766.6,,41,Wind blowing from the east,1,,,, ,,,-10.9,2.1,,,,,,30.0,-21.0,No precipitation,6,,,,
18.01.2020 02:00,-8.7,529.8,766.7,,41,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,2.1,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
17.01.2020 20:00,-6.9,528.9,769.3,0.9,48,Wind blowing from the east,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,2.1,,,,,,17.0,-16.1,No precipitation,12,,,,
17.01.2020 17:00,0.9,528.0,764.1,,19,Wind blowing from the north-northwest,2,,,20–30%., ,,,-11.1,2.1,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,6,,,,
17.01.2020 14:00,-1.0,528.5,766.0,,22,Wind blowing from the east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-0.1,,,,,,30.0,-20.0,No precipitation,12,,,,
17.01.2020 11:00,-7.4,529.7,770.2,,31,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,30.0,-21.6,,,,,,
17.01.2020 08:00,-10.0,529.3,770.2,-0.4,35,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,12,,,,
17.01.2020 05:00,-10.5,529.7,767.3,,39,Wind blowing from the east,2,,,, ,,,-14.0,-0.1,,,,,,30.0,-21.8,No precipitation,6,,,,
17.01.2020 02:00,-10.8,530.2,769.0,,48,Wind blowing from the north,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.1,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
16.01.2020 20:00,-7.6,530.5,773.9,0.7,58,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.1,,,2500 or more  or no clouds.,,,23.0,-14.6,No precipitation,12,,,,
16.01.2020 17:00,-0.6,529.8,769.0,,35,Wind blowing from the north-northwest,1,,,90  or more  but not 100%, ,,,-14.0,-0.4,,,,,,28.0,-14.2,No precipitation,6,,,,
16.01.2020 14:00,-2.0,530.5,768.8,-1.6,38,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.8,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
16.01.2020 11:00,-7.3,532.1,772.5,,56,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,,,,27.0,-14.6,,,,,,
16.01.2020 08:00,-13.7,531.7,774.4,1.0,84,Wind blowing from the north,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.8,,,2500 or more  or no clouds.,,,15.0,-15.8,No precipitation,12,,,,
16.01.2020 05:00,-13.3,530.7,770.9,,86,Calm  no wind,0,,,, ,,,,,,,,,,22.0,-15.1,,,,,,
16.01.2020 02:00,-9.6,530.6,769.2,,84,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-0.8,,,2500 or more  or no clouds.,,,23.0,-11.8,No precipitation,12,,,,
15.01.2020 20:00,-5.2,529.8,768.0,1.2,65,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.3,,,2500 or more  or no clouds.,,,26.0,-10.9,No precipitation,12,,,,
15.01.2020 17:00,-1.9,528.6,764.0,,46,Wind blowing from the north-west,2,,,90  or more  but not 100%, ,,,,,,,,,,27.0,-12.0,,,,,,
15.01.2020 14:00,-2.5,528.1,762.6,,41,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,4.2,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
15.01.2020 11:00,-5.1,528.7,764.5,,42,Wind blowing from the south-west,2,,,100%., ,,,,,,,1000-1500,,,30.0,-16.0,,,,,,
15.01.2020 08:00,-6.7,527.3,761.5,2.0,53,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,4.2,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
15.01.2020 05:00,-5.9,525.3,756.2,,60,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,29.0,-12.4,,,,,,
15.01.2020 02:00,-3.8,524.2,754.6,,48,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,4.2,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
14.01.2020 20:00,0.3,523.5,755.7,0.9,38,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,4.2,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
14.01.2020 17:00,4.2,522.6,752.5,,28,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,-8.5,4.2,,,,,,30.0,-12.7,No precipitation,6,,,,
14.01.2020 14:00,2.2,522.8,753.7,-1.3,28,Wind blowing from the east,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,2.3,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
14.01.2020 11:00,-4.6,524.1,759.1,,37,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,-8.5,,,,,,,30.0,-17.1,No precipitation,6,,,,
14.01.2020 08:00,-6.2,524.1,760.2,-1.0,40,Wind blowing from the east-northeast,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,30.0,-17.6,No precipitation,12,,,,
14.01.2020 05:00,-6.2,525.1,758.4,,39,Wind blowing from the east,4,,,, ,,,-15.2,0.0,,,,,,30.0,-17.9,No precipitation,6,,,,
14.01.2020 02:00,-6.1,526.4,761.0,,39,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,0.0,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
13.01.2020 20:00,-6.9,527.5,769.3,0.1,46,Wind blowing from the west,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,0.0,,,,,,30.0,-16.8,No precipitation,12,,,,
13.01.2020 17:00,-0.3,527.4,763.6,,26,Wind blowing from the north,1,,,60%., ,,,-15.2,-0.1,,,1000-1500,,,30.0,-17.5,No precipitation,6,,,,
13.01.2020 14:00,-2.0,527.9,765.7,-0.7,29,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-2.0,,,1000-1500,,,30.0,-17.7,No precipitation,12,,,,
13.01.2020 11:00,-7.4,528.6,769.3,,36,Wind blowing from the east,2,,,20–30%., ,,,,,,,1500-2000,,,30.0,-19.9,,,,,,
13.01.2020 08:00,-13.8,527.9,772.2,0.4,55,Wind blowing from the south-east,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.7,,,2500 or more  or no clouds.,,,30.0,-20.9,No precipitation,12,,,,
13.01.2020 05:00,-10.0,527.5,766.3,,41,Wind blowing from the east,2,,,, ,,,-21.5,-4.7,,,,,,30.0,-20.8,No precipitation,6,,,,
13.01.2020 02:00,-11.1,528.0,768.7,,45,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-4.7,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
12.01.2020 20:00,-11.4,528.6,777.5,0.0,57,Wind blowing from the north-west,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-4.7,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
12.01.2020 17:00,-5.2,528.6,772.2,,29,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,-21.5,-4.7,,,,,,30.0,-20.5,No precipitation,6,,,,
12.01.2020 14:00,-7.2,529.2,771.3,-1.0,40,Wind blowing from the east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-5.0,,,,,,30.0,-18.5,No precipitation,12,,,,
12.01.2020 11:00,-12.5,530.2,775.3,,49,Wind blowing from the east-southeast,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-21.0,,,,,,
12.01.2020 08:00,-21.5,529.5,779.5,0.4,81,Wind blowing from the north,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-5.0,,,2500 or more  or no clouds.,,,15.0,-23.9,No precipitation,12,,,,
12.01.2020 05:00,-18.1,529.1,774.1,,73,Wind blowing from the east,1,,,, ,,,-18.1,-5.0,,,,,,30.0,-21.8,No precipitation,6,,,,
12.01.2020 02:00,-12.8,529.2,772.0,,58,Wind blowing from the north-east,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-5.0,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
11.01.2020 20:00,-12.7,530.0,777.2,-0.1,65,Wind blowing from the north,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-5.0,,,2500 or more  or no clouds.,,,20.0,-17.9,No precipitation,12,,,,
11.01.2020 17:00,-7.2,530.1,774.7,,46,Wind blowing from the west-southwest,1,,,90  or more  but not 100%, ,,,-17.6,-5.0,,,,,,19.0,-16.9,No precipitation,6,,,,
11.01.2020 14:00,-8.5,530.1,774.4,-0.7,39,Wind blowing from the north-northeast,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-8.5,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
11.01.2020 11:00,-13.7,530.8,779.4,,46,Wind blowing from the east,2,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-22.8,,,,,,
11.01.2020 08:00,-16.0,530.2,779.6,-0.3,52,Wind blowing from the north-east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
11.01.2020 05:00,-16.4,530.5,776.5,,66,Wind blowing from the north-northeast,2,,,, ,,,-16.8,-9.2,,,,,,30.0,-21.4,No precipitation,6,,,,
11.01.2020 02:00,-14.8,531.6,777.7,,69,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-9.2,,,2500 or more  or no clouds.,,,30.0,-19.2,0.2,12,,,,
10.01.2020 20:00,-16.3,532.3,780.1,0.7,81,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-9.2,,,2500 or more  or no clouds.,,,13.0,-18.8,3.0,12,,,,
10.01.2020 17:00,-9.6,531.6,775.5,,71,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,,,,,,,17.0,-14.0,2.0,6,,,,
10.01.2020 14:00,-10.4,531.2,776.3,0.0,76,Wind blowing from the south-east,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.7,,,,1000-1500,,,1.5,-13.8,4.0,12,,,,
10.01.2020 11:00,-11.8,531.2,777.1,,81,Wind blowing from the south,1,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.7,,,,1000-1500,,,0.9,-14.4,2.0,6,,,,
10.01.2020 08:00,-11.4,529.6,772.5,1.3,82,Wind blowing from the south-west,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-3.4,,,1000-1500,,,1.8,-13.9,0.9,12,,,,
10.01.2020 05:00,-11.6,528.3,767.9,,71,Wind blowing from the east,1,,,, ,,,,,,,,,,24.0,-15.8,,,,,,
