Local time in Akqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 14:00,-4.8,604.1,775.2,-0.5,43,Wind blowing from the south,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-4.8,,,1500-2000,,,17.0,-15.7,No precipitation,12,,,,
24.01.2020 11:00,-11.1,604.6,778.1,,67,Wind blowing from the west,3,,8,20–30%., ,,,-11.1,-6.3,,,1500-2000,,,13.0,-16.0,No precipitation,6,,,,
24.01.2020 08:00,-10.2,604.2,777.4,-0.9,68,Wind blowing from the west-southwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-6.3,,,1500-2000,,,15.0,-15.0,Trace of precipitation,12,,,,
24.01.2020 05:00,-7.5,605.1,777.2,,64,Wind blowing from the west,1,,6,, ,,,,-6.3,,,,,,17.0,-13.3,No precipitation,6,,,,
24.01.2020 02:00,-7.0,605.3,777.7,,66,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.3,,,2500 or more  or no clouds.,,,14.0,-12.3,No precipitation,12,,,,
23.01.2020 20:00,-7.1,604.3,777.3,1.0,73,Wind blowing from the east,2,,7,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-5.2,,,1500-2000,,,12.0,-11.1,Trace of precipitation,12,,,,
23.01.2020 17:00,-6.5,603.3,774.9,,74,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%, ,,,-11.3,-3.8,,,1500-2000,,,9.0,-10.5,No precipitation,6,,,,
23.01.2020 14:00,-7.5,604.1,776.2,1.2,81,Wind blowing from the north-east,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-3.2,,,1500-2000,,,6.0,-10.3,No precipitation,12,,,,
23.01.2020 11:00,-10.5,602.9,775.3,,81,Wind blowing from the south-west,2,,4,10%  or less  but not 0, ,,,-11.3,-3.2,,,1000-1500,,,10.0,-13.1,No precipitation,6,,,,
23.01.2020 08:00,-9.6,601.8,773.3,0.2,79,Wind blowing from the west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-3.2,,,1500-2000,,,7.0,-12.6,No precipitation,12,,,,
23.01.2020 05:00,-7.4,601.6,771.9,,78,Wind blowing from the east-northeast,2,,6,, ,,,-12.1,-3.2,,,,,,10.0,-10.7,No precipitation,6,,,,
23.01.2020 02:00,-7.1,601.3,771.5,,63,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.2,,,2500 or more  or no clouds.,,,11.0,-13.1,No precipitation,12,,,,
22.01.2020 20:00,-5.2,600.3,772.0,0.5,48,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-3.2,,,1500-2000,,,16.0,-14.5,No precipitation,12,,,,
22.01.2020 17:00,-4.0,599.8,771.1,,38,Wind blowing from the east,3,,6,90  or more  but not 100%, ,,,-13.6,-3.2,,,1500-2000,,,22.0,-16.2,No precipitation,6,,,,
22.01.2020 14:00,-4.3,600.6,772.3,,39,Wind blowing from the east,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-3.5,,,1500-2000,,,25.0,-16.2,No precipitation,12,,,,
22.01.2020 11:00,-10.9,600.6,774.0,,59,Wind blowing from the west,1,,6,70 – 80%., ,,,,,,,1500-2000,,,29.0,-17.5,No precipitation,6,,,,
22.01.2020 08:00,-11.2,599.4,771.4,-0.4,57,Wind blowing from the south-west,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-3.6,,,1500-2000,,,23.0,-18.2,No precipitation,12,,,,
22.01.2020 05:00,-11.6,599.8,771.1,,62,Wind blowing from the west-southwest,1,,6,, ,,,-15.0,-3.6,,,,,,22.0,-17.4,No precipitation,6,,,,
22.01.2020 02:00,-12.2,600.2,772.8,,75,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-3.6,,,2500 or more  or no clouds.,,,13.0,-15.7,No precipitation,12,,,,
21.01.2020 20:00,-6.5,599.1,771.4,0.6,57,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-3.6,,,1500-2000,,,11.0,-13.8,No precipitation,12,,,,
21.01.2020 17:00,-3.9,598.5,769.9,,47,Wind blowing from the east,3,,6,70 – 80%., ,,,-15.0,-3.7,,,1500-2000,,,13.0,-13.8,No precipitation,6,,,,
21.01.2020 14:00,-6.8,599.4,771.4,0.3,61,Wind blowing from the east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-3.7,,,1500-2000,,,9.0,-13.1,No precipitation,12,,,,
21.01.2020 11:00,-14.5,599.1,774.1,,80,Calm  no wind,0,,,40%., ,,,-15.0,,,,1500-2000,,,9.0,-17.2,No precipitation,6,,,,
21.01.2020 08:00,-12.4,597.7,769.8,-0.5,69,Wind blowing from the west-northwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.7,,,1500-2000,,,17.0,-16.9,No precipitation,12,,,,
21.01.2020 05:00,-13.3,598.2,769.6,,80,Wind blowing from the west-southwest,1,,8,, ,,,-14.6,-3.7,,,,,,8.0,-16.0,No precipitation,6,,,,
21.01.2020 02:00,-11.5,598.1,769.9,,73,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-3.7,,,2500 or more  or no clouds.,,,10.0,-15.4,No precipitation,12,,,,
20.01.2020 20:00,-7.2,597.5,769.3,1.0,58,Wind blowing from the east-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-3.7,,,1500-2000,,,11.0,-14.1,No precipitation,12,,,,
20.01.2020 17:00,-4.1,596.5,767.0,,45,Wind blowing from the east,4,,9,90  or more  but not 100%, ,,,-13.7,-3.7,,,1500-2000,,,14.0,-14.3,No precipitation,6,,,,
20.01.2020 14:00,-6.8,597.7,769.5,-0.5,52,Wind blowing from the east,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-5.3,,,1500-2000,,,13.0,-15.0,No precipitation,12,,,,
20.01.2020 11:00,-11.8,598.2,772.3,,75,Wind blowing from the east,1,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,7.0,-15.3,No precipitation,6,,,,
20.01.2020 08:00,-11.7,597.5,769.6,-1.3,77,Wind blowing from the west-southwest,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-5.3,,,1500-2000,,,8.0,-14.9,No precipitation,12,,,,
20.01.2020 05:00,-12.0,598.8,770.5,,78,Wind blowing from the west,2,,6,, ,,,-16.1,-5.3,,,,,,8.0,-15.1,No precipitation,6,,,,
20.01.2020 02:00,-11.8,599.9,772.7,,75,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-5.3,,,2500 or more  or no clouds.,,,9.0,-15.3,No precipitation,12,,,,
19.01.2020 20:00,-8.3,600.4,774.5,0.0,59,Wind blowing from the east-northeast,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-5.3,,,1500-2000,,,13.0,-14.9,No precipitation,12,,,,
19.01.2020 17:00,-5.3,600.4,772.8,,45,Wind blowing from the east,3,,6,20–30%., ,,,-16.1,-3.4,,,1500-2000,,,14.0,-15.4,No precipitation,6,,,,
19.01.2020 14:00,-8.0,602.4,775.3,-0.3,60,Wind blowing from the east-southeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.1,,,1500-2000,,,10.0,-14.4,No precipitation,12,,,,
19.01.2020 11:00,-14.4,602.7,778.5,,75,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%, ,,,-16.1,-3.1,,,1500-2000,,,10.0,-17.9,No precipitation,6,,,,
19.01.2020 08:00,-14.6,602.6,777.0,-0.4,79,Wind blowing from the south-west,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-3.1,,,1500-2000,,,9.0,-17.4,No precipitation,12,,,,
19.01.2020 05:00,-13.0,603.0,775.5,,77,Wind blowing from the west-southwest,1,,7,, ,,,-13.0,-3.1,,,,,,9.0,-16.3,No precipitation,6,,,,
19.01.2020 02:00,-9.8,604.2,776.8,,72,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.1,,,2500 or more  or no clouds.,,,8.0,-13.9,No precipitation,12,,,,
18.01.2020 20:00,-7.4,604.6,778.0,-0.1,54,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.1,,,,,,12.0,-15.1,No precipitation,12,,,,
18.01.2020 17:00,-3.4,604.7,776.0,,29,Wind blowing from the east,3,,6,no clouds, ,,,-12.4,-2.9,,,,,,26.0,-18.9,No precipitation,6,,,,
18.01.2020 14:00,-5.9,607.0,779.5,-0.8,33,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-2.9,,,,,,21.0,-19.6,No precipitation,12,,,,
18.01.2020 11:00,-11.9,607.8,782.7,,55,Wind blowing from the west-southwest,2,,6,no clouds, ,,,-12.4,-2.9,,,,,,15.0,-19.1,No precipitation,6,,,,
18.01.2020 08:00,-10.4,607.5,781.3,-0.3,64,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-2.9,,,,,,10.0,-15.9,Trace of precipitation,12,,,,
18.01.2020 05:00,-8.4,607.8,779.9,,63,Wind blowing from the west,2,,5,, ,,,-10.3,-2.9,,,,,,10.0,-14.2,No precipitation,6,,,,
18.01.2020 02:00,-7.3,608.5,781.2,,69,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-2.9,,,2500 or more  or no clouds.,,,9.0,-12.0,No precipitation,12,,,,
17.01.2020 20:00,-6.1,606.1,778.9,1.2,58,Wind blowing from the east-northeast,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-2.9,,,1500-2000,,,10.0,-13.2,Trace of precipitation,12,,,,
17.01.2020 17:00,-3.3,604.9,776.5,,44,Wind blowing from the east,3,,8,10%  or less  but not 0, ,,,-10.3,-3.1,,,1500-2000,,,12.0,-13.8,No precipitation,6,,,,
17.01.2020 14:00,-5.5,605.8,778.0,,55,Wind blowing from the south,3,,8,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-4.0,,,,,,10.0,-13.1,No precipitation,12,,,,
17.01.2020 11:00,-8.8,604.9,777.7,,85,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,5.0,-10.9,No precipitation,6,,,,
17.01.2020 08:00,-8.9,602.5,774.4,0.7,91,Wind blowing from the east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-4.0,,,1500-2000,,,2.3,-10.1,No precipitation,12,,,,
17.01.2020 05:00,-9.2,601.8,772.9,,82,Wind blowing from the north-east,1,,7,,Mist. ,,,-14.0,-4.0,,,,,,7.0,-11.7,No precipitation,6,,,,
17.01.2020 02:00,-8.3,602.0,773.6,,79,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-4.0,,,2500 or more  or no clouds.,,,7.0,-11.4,No precipitation,12,,,,
16.01.2020 20:00,-6.4,601.5,774.3,0.3,66,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-4.0,,,1500-2000,,,9.0,-11.7,No precipitation,12,,,,
16.01.2020 17:00,-4.6,601.2,772.3,,55,Wind blowing from the east-northeast,3,,7,50%., ,,,-14.0,-3.4,,,1500-2000,,,13.0,-12.3,No precipitation,6,,,,
16.01.2020 14:00,-6.6,603.0,774.9,-0.2,64,Wind blowing from the east-northeast,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.4,,,1500-2000,,,11.0,-12.3,No precipitation,12,,,,
16.01.2020 11:00,-12.1,603.2,777.7,,81,Wind blowing from the west,1,,7,90  or more  but not 100%, ,,,-14.0,-3.4,,,1500-2000,,,8.0,-14.7,No precipitation,6,,,,
16.01.2020 08:00,-12.0,602.4,775.3,0.3,77,Wind blowing from the west-northwest,1,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-3.4,,,1500-2000,,,9.0,-15.2,No precipitation,12,,,,
16.01.2020 05:00,-9.4,602.1,773.1,,71,Wind blowing from the west-southwest,3,,6,, ,,,-11.8,-3.4,,,,,,11.0,-13.7,No precipitation,6,,,,
16.01.2020 02:00,-8.4,603.2,774.7,,73,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-3.4,,,2500 or more  or no clouds.,,,11.0,-12.5,No precipitation,12,,,,
15.01.2020 20:00,-5.9,601.8,773.4,0.9,62,Wind blowing from the east-northeast,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-3.4,,,1500-2000,,,12.0,-12.0,No precipitation,12,,,,
15.01.2020 17:00,-3.5,600.9,771.6,,54,Wind blowing from the east-northeast,3,,6,20–30%., ,,,-11.8,-3.4,,,1500-2000,,,11.0,-11.5,No precipitation,6,,,,
15.01.2020 14:00,-5.3,601.8,773.4,,64,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-5.3,,,1500-2000,,,9.0,-11.2,No precipitation,12,,,,
15.01.2020 11:00,-11.2,601.8,775.3,,86,Wind blowing from the south-west,0,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,,,,1500-2000,,,4.8,-13.1,No precipitation,6,,,,
15.01.2020 08:00,-8.8,600.6,772.0,0.0,79,Wind blowing from the west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-3.5,,,1500-2000,,,5.0,-11.9,No precipitation,12,,,,
15.01.2020 05:00,-9.7,600.6,772.3,,79,Wind blowing from the west,2,,6,,Mist. ,,,-10.9,-3.5,,,,,,5.0,-12.7,No precipitation,6,,,,
15.01.2020 02:00,-9.7,600.5,772.3,,79,Wind blowing from the west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-3.5,,,2500 or more  or no clouds.,,,5.0,-12.7,No precipitation,12,,,,
14.01.2020 20:00,-6.8,599.2,768.7,1.7,72,Wind blowing from the east-northeast,1,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-3.5,,,1500-2000,,,5.0,-11.0,No precipitation,12,,,,
14.01.2020 17:00,-6.4,597.5,766.3,,71,Wind blowing from the north-east,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-1.2,,,1500-2000,,,5.0,-10.8,No precipitation,6,,,,
14.01.2020 14:00,-7.1,597.3,767.5,1.5,76,Wind blowing from the east,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-1.2,,,1500-2000,,,4.9,-10.6,No precipitation,12,,,,
14.01.2020 11:00,-3.8,595.8,763.9,,58,Wind blowing from the west,1,,6,90  or more  but not 100%, ,,,-7.7,-1.2,,,1500-2000,,,13.0,-10.9,No precipitation,6,,,,
14.01.2020 08:00,-4.2,594.7,762.6,-0.4,59,Wind blowing from the west-southwest,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-1.2,,,1500-2000,,,23.0,-11.2,No precipitation,12,,,,
14.01.2020 05:00,-4.2,595.1,761.5,,55,Wind blowing from the west-southwest,3,,6,, ,,,-8.9,-1.2,,,,,,10.0,-12.1,No precipitation,6,,,,
14.01.2020 02:00,-7.6,595.3,764.1,,77,Wind blowing from the north-northwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-1.2,,,2500 or more  or no clouds.,,,4.6,-10.9,No precipitation,12,,,,
13.01.2020 20:00,-5.8,595.1,764.5,0.4,63,Wind blowing from the east,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-1.2,,,1500-2000,,,7.0,-11.7,No precipitation,12,,,,
13.01.2020 17:00,-1.2,594.7,762.6,,32,Wind blowing from the north-northwest,1,,6,100%., ,,,-9.0,-1.2,,,1500-2000,,,28.0,-15.8,No precipitation,6,,,,
13.01.2020 14:00,-4.5,595.7,764.4,-0.5,54,Wind blowing from the south-southwest,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-3.2,,,1500-2000,,,8.0,-12.4,No precipitation,12,,,,
13.01.2020 11:00,-6.8,596.2,766.1,,66,Wind blowing from the north,1,,4,100%., ,,,-10.7,-3.2,,,1500-2000,,,9.0,-12.1,No precipitation,6,,,,
13.01.2020 08:00,-8.4,595.8,765.6,-0.8,76,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-3.2,,,1500-2000,,,6.0,-12.0,No precipitation,12,,,,
13.01.2020 05:00,-8.8,596.6,765.7,,77,Wind blowing from the west,1,,5,,Mist. ,,,-11.7,-3.2,,,,,,6.0,-12.1,No precipitation,6,,,,
13.01.2020 02:00,-7.2,597.3,767.2,,71,Wind blowing from the west-southwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-3.2,,,2500 or more  or no clouds.,,,6.0,-11.7,No precipitation,12,,,,
12.01.2020 20:00,-6.1,597.5,767.5,0.2,62,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-3.2,,,1500-2000,,,8.0,-12.2,No precipitation,12,,,,
12.01.2020 17:00,-3.4,597.3,766.6,,49,Wind blowing from the north-east,2,,6,100%., ,,,-11.7,-3.2,,,1500-2000,,,11.0,-12.6,No precipitation,6,,,,
12.01.2020 14:00,-6.3,599.3,770.5,0.0,66,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,,,,1500-2000,,,7.0,-11.6,No precipitation,12,,,,
12.01.2020 11:00,-10.7,599.3,772.3,,80,Wind blowing from the east-northeast,2,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,,,,1500-2000,,,4.8,-13.5,No precipitation,6,,,,
12.01.2020 08:00,-7.7,598.2,768.9,-1.7,69,Wind blowing from the west,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,,,,1500-2000,,,7.0,-12.4,No precipitation,12,,,,
12.01.2020 05:00,-8.5,599.9,769.8,,76,Wind blowing from the west-southwest,2,,8,,Mist. ,,,-13.0,6.4,,,,,,6.0,-12.0,No precipitation,6,,,,
12.01.2020 02:00,-9.7,600.3,768.6,,82,Wind blowing from the west,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,6.4,,,2500 or more  or no clouds.,,,5.0,-12.3,No precipitation,12,,,,
11.01.2020 20:00,-7.5,600.3,773.2,0.9,68,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,6.4,,,1500-2000,,,7.0,-12.4,No precipitation,12,,,,
11.01.2020 17:00,-3.2,599.4,769.9,,49,Wind blowing from the east-northeast,5,,8,40%., ,,,-13.0,6.4,,,1500-2000,,,9.0,-12.6,No precipitation,6,,,,
11.01.2020 14:00,2.7,600.0,769.0,0.3,21,Wind blowing from the west,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,2.7,,,1500-2000,,,30.0,-17.5,No precipitation,12,,,,
11.01.2020 11:00,-6.8,599.7,771.2,,41,Wind blowing from the west,2,,6,10%  or less  but not 0, ,,,-14.3,-5.1,,,1500-2000,,,29.0,-17.9,No precipitation,6,,,,
11.01.2020 08:00,-12.3,599.0,771.9,0.3,83,Wind blowing from the west-southwest,1,,6,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-5.1,,,1500-2000,,,6.0,-14.6,No precipitation,12,,,,
11.01.2020 05:00,-10.3,598.7,769.6,,75,Wind blowing from the west-southwest,3,,7,, ,,,-14.7,-5.1,,,,,,8.0,-14.0,No precipitation,6,,,,
11.01.2020 02:00,-12.1,599.5,771.9,,81,Wind blowing from the east-northeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-5.1,,,2500 or more  or no clouds.,,,6.0,-14.8,No precipitation,12,,,,
10.01.2020 20:00,-8.4,599.2,771.9,0.3,65,Wind blowing from the east,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-5.1,,,1500-2000,,,8.0,-13.8,No precipitation,12,,,,
10.01.2020 17:00,-5.4,598.9,770.1,,56,Wind blowing from the east,3,,6,40%., ,,,-14.7,-3.9,,,1000-1500,,,10.0,-13.0,No precipitation,6,,,,
10.01.2020 14:00,-6.9,600.3,773.2,-0.1,60,Wind blowing from the south-southeast,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-0.5,,,2500 or more  or no clouds.,,,8.0,-13.4,No precipitation,12,,,,
10.01.2020 11:00,-14.3,600.4,775.6,,84,Wind blowing from the west,0,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,,,,1500-2000,,,5.0,-16.4,No precipitation,6,,,,
10.01.2020 08:00,-11.5,599.8,772.4,-1.0,78,Wind blowing from the west,1,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-0.5,,,1500-2000,,,7.0,-14.6,No precipitation,12,,,,
10.01.2020 05:00,-10.7,600.8,772.0,,78,Wind blowing from the west-southwest,1,,7,,Mist. ,,,-13.5,-0.5,,,,,,6.0,-13.9,No precipitation,6,,,,
