Local time in Changling Economic Development Area,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,-13.5,760.0,779.5,,56,Wind blowing from the south-southeast,2,,5,, ,,,-22.1,-8.7,,,,,,14.0,-20.5,No precipitation,6,,,,
24.01.2020 14:00,-11.4,760.6,779.9,-0.9,44,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-6.0,,,,,,25.0,-21.2,No precipitation,12,,,,
24.01.2020 11:00,-14.1,761.5,780.9,,51,Wind blowing from the west,1,,6,, ,,,-22.1,-5.7,,,,,,16.0,-22.2,No precipitation,6,,,,
24.01.2020 08:00,-22.0,761.8,781.3,1.2,76,Wind blowing from the west-southwest,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-5.7,,,,,,5.0,-25.1,No precipitation,12,,,,
24.01.2020 05:00,-20.4,760.6,779.9,,69,Wind blowing from the west,1,,6,, ,,,-20.4,-5.7,,,,,,27.0,-24.7,No precipitation,6,,,,
24.01.2020 02:00,-16.2,759.9,778.9,,54,Wind blowing from the north-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-5.7,,,2500 or more  or no clouds.,,,29.0,-23.5,No precipitation,12,,,,
23.01.2020 20:00,-12.0,757.3,776.5,1.8,50,Wind blowing from the north-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-5.7,,,,,,20.0,-20.5,No precipitation,12,,,,
23.01.2020 17:00,-9.1,755.5,774.6,,60,Wind blowing from the west,2,,7,no clouds, ,,,-15.9,-5.7,,,,,,15.0,-15.6,No precipitation,6,,,,
23.01.2020 14:00,-6.0,754.3,773.1,1.4,55,Wind blowing from the west-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-5.7,,,,,,29.0,-13.7,No precipitation,12,,,,
23.01.2020 11:00,-11.3,752.9,771.9,,68,Wind blowing from the west-northwest,3,,7,no clouds, ,,,-15.9,-8.4,,,,,,13.0,-16.1,No precipitation,6,,,,
23.01.2020 08:00,-15.3,750.8,769.9,1.9,83,Wind blowing from the west-southwest,4,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-8.4,,,,,,5.0,-17.6,No precipitation,12,,,,
23.01.2020 05:00,-14.6,748.9,767.8,,86,Wind blowing from the west-southwest,3,,5,,Mist. ,,,-15.9,-8.4,,,,,,6.0,-16.5,No precipitation,6,,,,
23.01.2020 02:00,-12.9,748.9,767.6,,79,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-8.4,,,2500 or more  or no clouds.,,,8.0,-15.8,No precipitation,12,,,,
22.01.2020 20:00,-11.8,750.4,769.4,-0.8,67,Wind blowing from the east,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-2.9,,,2500 or more  or no clouds.,,,8.0,-16.8,No precipitation,12,,,,
22.01.2020 17:00,-10.5,751.2,770.2,,66,Wind blowing from the east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-2.4,,,,,,7.0,-15.7,No precipitation,6,,,,
22.01.2020 14:00,-8.6,750.8,769.6,,60,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-2.4,,,,,,13.0,-15.1,No precipitation,12,,,,
22.01.2020 11:00,-11.4,751.6,770.2,,66,Wind blowing from the north-northeast,3,,4,, ,,,-14.9,-2.4,,,,,,10.0,-16.6,No precipitation,6,,,,
22.01.2020 08:00,-14.7,750.7,769.4,1.5,83,Wind blowing from the east-northeast,2,,10,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-2.4,,,,,,7.0,-17.0,No precipitation,12,,,,
22.01.2020 05:00,-14.3,749.2,767.8,,79,Wind blowing from the north,1,,10,, ,,,-14.3,-2.4,,,,,,18.0,-17.2,No precipitation,6,,,,
22.01.2020 02:00,-10.7,748.9,767.4,,70,Wind blowing from the west-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-2.4,,,2500 or more  or no clouds.,,,22.0,-15.2,No precipitation,12,,,,
21.01.2020 20:00,-2.9,747.4,765.9,1.2,74,Wind blowing from the south-west,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-2.4,,,,,,17.0,-7.0,No precipitation,12,,,,
21.01.2020 17:00,-3.0,746.2,764.8,,72,Wind blowing from the south-southwest,3,,13,no clouds, ,,,-14.4,-3.0,,,,,,17.0,-7.4,No precipitation,6,,,,
21.01.2020 14:00,-4.2,745.9,764.5,-1.8,59,Wind blowing from the south-west,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-4.2,,,,,,19.0,-11.1,No precipitation,12,,,,
21.01.2020 11:00,-7.1,747.7,766.3,,55,Wind blowing from the south,4,,10,no clouds, ,,,-14.4,-7.1,,,,,,22.0,-14.7,No precipitation,6,,,,
21.01.2020 08:00,-12.0,749.3,768.1,-0.8,71,Wind blowing from the south,3,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-11.3,,,2500 or more  or no clouds.,,,14.0,-16.3,No precipitation,12,,,,
21.01.2020 05:00,-13.3,750.1,769.1,,74,Wind blowing from the south,3,,7,, ,,,-15.3,-11.3,,,,,,15.0,-17.0,No precipitation,6,,,,
21.01.2020 02:00,-14.0,751.1,770.1,,75,Wind blowing from the south,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-11.3,,,2500 or more  or no clouds.,,,15.0,-17.5,No precipitation,12,,,,
20.01.2020 20:00,-11.3,750.8,769.8,0.6,71,Wind blowing from the south-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-11.3,,,2500 or more  or no clouds.,,,17.0,-15.6,No precipitation,12,,,,
20.01.2020 17:00,-13.3,750.2,769.3,,80,Wind blowing from the west,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-11.3,,,,,,5.0,-16.1,No precipitation,6,,,,
20.01.2020 14:00,-11.4,748.5,767.4,0.9,77,Wind blowing from the west-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-11.3,,,2500 or more  or no clouds.,,,13.0,-14.7,No precipitation,12,,,,
20.01.2020 11:00,-12.3,747.6,766.6,,82,Wind blowing from the west,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-12.3,,,,,,6.0,-14.8,No precipitation,6,,,,
20.01.2020 08:00,-14.9,746.6,765.7,1.3,85,Wind blowing from the south,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-12.4,,,2500 or more  or no clouds.,,,4.1,-16.9,No precipitation,12,,,,
20.01.2020 05:00,-14.1,745.3,764.2,,85,Wind blowing from the south,2,,4,,Mist. ,,,-16.7,-10.1,,,,,,6.0,-16.1,No precipitation,6,,,,
20.01.2020 02:00,-13.7,745.9,764.8,,84,Wind blowing from the south-west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-8.5,,,2500 or more  or no clouds.,,,6.0,-15.9,No precipitation,12,,,,
19.01.2020 20:00,-15.8,746.4,765.4,0.3,84,Wind blowing from the south-west,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-8.0,,,2500 or more  or no clouds.,,,4.3,-17.9,No precipitation,12,,,,
19.01.2020 17:00,-14.8,746.1,764.9,,79,Wind blowing from the west,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-8.0,,,,,,4.4,-17.7,No precipitation,6,,,,
19.01.2020 14:00,-13.2,745.3,764.0,0.0,76,Wind blowing from the west-northwest,3,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-8.0,,,2500 or more  or no clouds.,,,6.0,-16.6,2.0,12,,,,
19.01.2020 11:00,-14.7,745.3,764.1,,82,Wind blowing from the north-west,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-8.0,,,,,,5.0,-17.1,,,,,,
19.01.2020 08:00,-12.4,744.7,763.3,1.2,88,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-8.0,,,2500 or more  or no clouds.,,,3.2,-14.0,2.0,12,,,,
19.01.2020 05:00,-10.0,743.5,762.1,,90,Calm  no wind,0,,,,Snow not falling as shower(s). ,,,,-8.0,,,,,,3.0,-11.4,No precipitation,6,,,,
19.01.2020 02:00,-8.5,743.5,762.1,,91,Wind blowing from the north,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.0,,,2500 or more  or no clouds.,,,3.0,-9.7,No precipitation,12,,,,
18.01.2020 20:00,-9.0,744.9,763.7,-0.7,72,Wind blowing from the south,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-8.7,,,2500 or more  or no clouds.,,,5.0,-13.2,No precipitation,12,,,,
18.01.2020 17:00,-9.7,745.6,764.4,,74,Wind blowing from the south,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-8.7,,,,,,6.0,-13.5,No precipitation,6,,,,
18.01.2020 14:00,-9.1,746.3,765.1,-1.4,70,Wind blowing from the south,3,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-8.7,,,2500 or more  or no clouds.,,,6.0,-13.6,No precipitation,12,,,,
18.01.2020 11:00,-11.7,747.7,766.7,,75,Wind blowing from the south,3,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-10.0,,,,,,6.0,-15.3,No precipitation,6,,,,
18.01.2020 08:00,-16.1,749.5,768.7,0.5,86,Wind blowing from the south,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,,,,,,,3.3,-17.9,No precipitation,12,,,,
18.01.2020 05:00,-15.8,749.0,768.0,,87,Wind blowing from the south-southeast,2,,3,,Mist. ,,,-18.8,-10.0,,,,,,4.6,-17.5,No precipitation,6,,,,
18.01.2020 02:00,-16.4,750.3,769.3,,86,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-10.0,,,2500 or more  or no clouds.,,,5.0,-18.2,No precipitation,12,,,,
17.01.2020 20:00,-14.8,751.4,770.7,-0.3,81,Wind blowing from the west,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-10.0,,,,,,4.2,-17.4,No precipitation,12,,,,
17.01.2020 17:00,-12.0,751.7,770.8,,72,Wind blowing from the west-southwest,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-10.0,,,,,,4.6,-16.1,No precipitation,6,,,,
17.01.2020 14:00,-10.5,751.5,770.5,,60,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-10.5,,,,,,10.0,-16.9,No precipitation,12,,,,
17.01.2020 11:00,-13.6,752.7,771.8,,70,Wind blowing from the west-southwest,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-12.1,,,,,,7.0,-18.0,No precipitation,6,,,,
17.01.2020 08:00,-18.4,752.7,772.0,-0.1,81,Wind blowing from the south,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-12.1,,,,,,4.9,-20.9,No precipitation,12,,,,
17.01.2020 05:00,-17.3,752.8,772.0,,77,Wind blowing from the south,2,,5,, ,,,-21.7,-12.1,,,,,,8.0,-20.4,No precipitation,6,,,,
17.01.2020 02:00,-15.0,753.8,772.9,,71,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-12.1,,,2500 or more  or no clouds.,,,9.0,-19.2,No precipitation,12,,,,
16.01.2020 20:00,-16.0,754.6,774.1,-0.1,75,Wind blowing from the south,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-12.1,,,,,,5.0,-19.5,No precipitation,12,,,,
16.01.2020 17:00,-14.1,754.7,774.1,,68,Wind blowing from the south,2,,,, ,,,,,,,,,,10.0,-18.8,,,,,,
16.01.2020 14:00,-12.6,754.7,774.0,-0.8,60,Wind blowing from the west-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-10.8,,,,,,14.0,-18.9,No precipitation,12,,,,
16.01.2020 11:00,-16.0,755.5,774.9,,75,Wind blowing from the west-northwest,1,,3,no clouds, ,,,-21.7,-10.8,,,,,,11.0,-19.5,No precipitation,6,,,,
16.01.2020 08:00,-21.3,754.9,774.4,0.3,83,Wind blowing from the west-southwest,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-10.8,,,,,,3.1,-23.5,No precipitation,12,,,,
16.01.2020 05:00,-21.1,754.6,773.9,,83,Wind blowing from the west-southwest,1,,4,,Mist. ,,,-21.1,-10.8,,,,,,4.6,-23.3,No precipitation,6,,,,
16.01.2020 02:00,-18.3,754.3,773.5,,86,Wind blowing from the west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-10.8,,,2500 or more  or no clouds.,,,4.1,-20.1,No precipitation,12,,,,
15.01.2020 20:00,-12.8,753.9,773.1,0.5,76,Wind blowing from the south-west,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-10.8,,,,,,6.0,-16.2,No precipitation,12,,,,
15.01.2020 17:00,-12.8,753.4,772.6,,73,Wind blowing from the south-west,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-10.8,,,,,,5.0,-16.7,No precipitation,6,,,,
15.01.2020 14:00,-10.9,753.1,772.3,,66,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-10.9,,,,,,9.0,-16.1,No precipitation,12,,,,
15.01.2020 11:00,-13.3,753.8,773.0,,71,Wind blowing from the south,3,,5,, ,,,-18.1,-11.6,,,,,,7.0,-17.5,No precipitation,6,,,,
15.01.2020 08:00,-17.6,754.3,773.6,0.2,80,Wind blowing from the south,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,5.0,-20.3,No precipitation,12,,,,
15.01.2020 05:00,-17.1,754.1,773.4,,77,Wind blowing from the south,2,,5,,Mist. ,,,-23.6,-11.6,,,,,,6.0,-20.2,No precipitation,6,,,,
15.01.2020 02:00,-17.6,754.7,773.9,,78,Wind blowing from the south-southeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-11.6,,,2500 or more  or no clouds.,,,7.0,-20.6,No precipitation,12,,,,
14.01.2020 20:00,-15.6,754.9,774.4,0.3,74,Wind blowing from the south-southeast,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-11.6,,,,,,5.0,-19.2,No precipitation,12,,,,
14.01.2020 17:00,-13.5,754.6,774.1,,72,Wind blowing from the south-southeast,2,,5,no clouds, ,,,-23.6,-11.6,,,,,,8.0,-17.5,No precipitation,6,,,,
14.01.2020 14:00,-11.6,754.3,773.6,-0.6,64,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-11.6,,,,,,14.0,-17.1,No precipitation,12,,,,
14.01.2020 11:00,-13.8,754.9,774.3,,68,Wind blowing from the south,2,,4,, ,,,-23.6,-13.3,,,,,,13.0,-18.5,No precipitation,6,,,,
14.01.2020 08:00,-22.2,754.8,774.4,0.8,82,Wind blowing from the south-southeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-13.3,,,,,,2.1,-24.5,No precipitation,12,,,,
14.01.2020 05:00,-23.3,754.0,773.5,,81,Calm  no wind,0,,,,Mist. ,,,-23.3,-13.3,,,,,,7.0,-25.7,No precipitation,6,,,,
14.01.2020 02:00,-21.8,754.2,773.6,,83,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-13.3,,,2500 or more  or no clouds.,,,9.0,-23.9,No precipitation,12,,,,
13.01.2020 20:00,-18.8,752.9,772.5,1.0,79,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-13.3,,,,,,15.0,-21.6,No precipitation,12,,,,
13.01.2020 17:00,-16.2,751.9,771.3,,71,Wind blowing from the west-northwest,1,,4,no clouds, ,,,-21.0,-13.3,,,,,,8.0,-20.3,No precipitation,6,,,,
13.01.2020 14:00,-13.5,750.6,769.7,0.6,60,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-13.5,,,,,,18.0,-19.7,No precipitation,12,,,,
13.01.2020 11:00,-17.0,750.0,769.2,,67,Wind blowing from the north-northwest,2,,5,no clouds, ,,,-21.0,-13.7,,,,,,14.0,-21.8,No precipitation,6,,,,
13.01.2020 08:00,-21.0,748.6,767.9,1.2,81,Wind blowing from the west,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-13.7,,,,,,5.0,-23.4,No precipitation,12,,,,
13.01.2020 05:00,-18.2,747.4,766.6,,76,Wind blowing from the west-southwest,1,,5,, ,,,-18.2,-13.7,,,,,,17.0,-21.4,No precipitation,6,,,,
13.01.2020 02:00,-16.4,747.1,766.1,,72,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-13.7,,,2500 or more  or no clouds.,,,20.0,-20.3,No precipitation,12,,,,
12.01.2020 20:00,-15.8,747.7,766.9,0.0,75,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-13.7,,,,,,15.0,-19.3,No precipitation,12,,,,
12.01.2020 17:00,-15.3,747.7,766.9,,75,Wind blowing from the west-southwest,2,,4,no clouds, ,,,-20.8,-13.6,,,,,,10.0,-18.8,No precipitation,6,,,,
12.01.2020 14:00,-13.8,748.1,767.3,-1.2,73,Wind blowing from the west,2,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-10.9,,,2500 or more  or no clouds.,,,13.0,-17.7,No precipitation,12,,,,
12.01.2020 11:00,-15.4,749.3,768.6,,82,Wind blowing from the west-northwest,1,,3,, ,,,-20.8,-9.9,,,,,,9.0,-17.8,No precipitation,6,,,,
12.01.2020 08:00,-17.2,749.7,768.9,0.2,86,Wind blowing from the west-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-9.9,,,2500 or more  or no clouds.,,,5.0,-19.0,No precipitation,12,,,,
12.01.2020 05:00,-16.2,749.5,768.6,,87,Wind blowing from the south,1,,3,, ,,,-20.8,-9.9,,,,,,7.0,-17.9,No precipitation,6,,,,
12.01.2020 02:00,-20.1,750.3,769.4,,84,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-9.9,,,2500 or more  or no clouds.,,,6.0,-22.1,No precipitation,12,,,,
11.01.2020 20:00,-16.2,751.6,771.0,0.3,83,Wind blowing from the south-west,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-9.9,,,,,,7.0,-18.5,No precipitation,12,,,,
11.01.2020 17:00,-13.6,751.3,770.5,,73,Wind blowing from the west-southwest,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-9.9,,,,,,5.0,-17.5,No precipitation,6,,,,
11.01.2020 14:00,-10.9,750.9,769.9,-0.3,62,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-9.9,,,,,,21.0,-16.9,No precipitation,12,,,,
11.01.2020 11:00,-13.4,751.2,770.3,,65,Wind blowing from the north-west,2,,5,no clouds, ,,,-19.8,-11.6,,,,,,19.0,-18.7,No precipitation,6,,,,
11.01.2020 08:00,-19.3,751.0,770.2,1.5,82,Wind blowing from the west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-11.6,,,,,,8.0,-21.6,No precipitation,12,,,,
11.01.2020 05:00,-19.3,749.5,768.7,,80,Wind blowing from the north-west,1,,7,, ,,,-19.3,-11.6,,,,,,18.0,-21.9,No precipitation,6,,,,
11.01.2020 02:00,-17.6,749.2,768.2,,77,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-11.6,,,2500 or more  or no clouds.,,,21.0,-20.7,No precipitation,12,,,,
10.01.2020 20:00,-12.0,748.6,767.5,0.1,72,Wind blowing from the west-southwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-11.6,,,,,,11.0,-16.1,No precipitation,12,,,,
10.01.2020 17:00,-12.8,748.5,767.5,,72,Wind blowing from the west-southwest,3,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-11.6,,,,,,6.0,-16.9,No precipitation,6,,,,
10.01.2020 14:00,-11.7,748.0,767.0,-1.1,71,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-10.1,,,,,,9.0,-16.0,No precipitation,12,,,,
10.01.2020 11:00,-13.7,749.1,768.2,,86,Wind blowing from the west-southwest,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-10.1,,,,,,5.0,-15.6,No precipitation,6,,,,
10.01.2020 08:00,-15.4,749.6,768.7,0.0,86,Wind blowing from the south-west,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,,,,,,,4.0,-17.3,No precipitation,12,,,,
10.01.2020 05:00,-16.9,749.6,768.7,,85,Wind blowing from the south-southeast,2,,5,,Mist. ,,,-19.4,-10.1,,,,,,4.0,-18.9,No precipitation,6,,,,
