Local time in Garze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 14:00,-2.7,503.1,764.9,-1.8,52,Wind blowing from the south,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,3.1,,,1500-2000,,,30.0,-11.4,No precipitation,12,,,,
24.01.2020 11:00,-5.1,504.9,768.1,,62,Wind blowing from the south-southwest,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,,,,1500-2000,,,10.0,-11.4,No precipitation,6,,,,
24.01.2020 08:00,-8.2,504.0,766.7,0.7,77,Wind blowing from the west,1,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,3.1,,,1500-2000,,,10.0,-11.5,0.5,12,,,,
24.01.2020 05:00,-7.4,503.3,763.1,,75,Wind blowing from the east,0,,12,, ,,,-7.8,3.1,,,,,,30.0,-11.2,No precipitation,6,,,,
24.01.2020 02:00,-6.8,503.1,762.4,,85,Wind blowing from the south-southwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.1,,,2500 or more  or no clouds.,,,30.0,-8.9,0.5,12,,,,
23.01.2020 20:00,-1.9,502.1,763.0,1.4,53,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.1,,,1500-2000,,,30.0,-10.4,No precipitation,12,,,,
23.01.2020 17:00,1.6,500.7,759.1,,22,Wind blowing from the west,2,,6,100%., ,,,-7.8,3.1,,,1500-2000,,,30.0,-17.8,No precipitation,6,,,,
23.01.2020 14:00,1.9,501.7,758.7,-2.0,21,Wind blowing from the west-southwest,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.4,,,1500-2000,,,30.0,-18.1,No precipitation,12,,,,
23.01.2020 11:00,-3.3,503.7,764.0,,65,Wind blowing from the east,1,,,100%., ,,,-7.8,3.4,,,1500-2000,,,30.0,-9.1,No precipitation,6,,,,
23.01.2020 08:00,-6.9,503.1,764.5,0.3,85,Wind blowing from the north,0,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,3.4,,,1500-2000,,,30.0,-9.1,No precipitation,12,,,,
23.01.2020 05:00,-7.4,502.8,761.9,,78,Wind blowing from the east,1,,14,, ,,,-10.0,3.4,,,,,,30.0,-10.6,No precipitation,6,,,,
23.01.2020 02:00,-4.0,503.4,761.2,,69,Wind blowing from the south-east,2,,14,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,3.4,,,2500 or more  or no clouds.,,,22.0,-9.0,No precipitation,12,,,,
22.01.2020 23:00,-2.8,503.6,764.0,,56,Wind blowing from the north-east,1,,14,, ,,,-10.0,3.4,,,,,,30.0,-10.4,No precipitation,6,,,,
22.01.2020 20:00,-1.8,503.1,766.3,1.2,49,Wind blowing from the west,7,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,3.4,,,1500-2000,,,30.0,-11.1,No precipitation,12,,,,
22.01.2020 17:00,2.4,501.9,761.5,,21,Wind blowing from the west,4,,8,90  or more  but not 100%, ,,,-10.0,3.4,,,,,,30.0,-17.7,No precipitation,6,,,,
22.01.2020 14:00,1.9,502.7,762.8,,25,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,2.5,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
22.01.2020 11:00,-3.7,505.2,767.9,,36,Wind blowing from the west-southwest,1,,3,20–30%., ,,,-10.0,2.5,,,1500-2000,,,30.0,-16.6,No precipitation,6,,,,
22.01.2020 08:00,-10.0,504.6,769.0,0.7,63,Wind blowing from the east,0,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,2.5,,,2000-2500,,,29.0,-15.7,No precipitation,12,,,,
22.01.2020 05:00,-9.2,503.9,765.4,,67,Wind blowing from the south,1,,5,, ,,,-9.5,2.5,,,,,,30.0,-14.2,No precipitation,6,,,,
22.01.2020 02:00,-8.7,504.3,765.9,,53,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,2.5,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
21.01.2020 23:00,-5.3,504.0,766.3,,37,Wind blowing from the west-northwest,1,,10,, ,,,-9.5,2.5,,,,,,30.0,-17.7,No precipitation,6,,,,
21.01.2020 20:00,-2.5,503.4,766.3,1.8,50,Wind blowing from the north-east,1,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,2.5,,,1500-2000,,,15.0,-11.5,No precipitation,12,,,,
21.01.2020 17:00,1.0,501.6,760.3,,36,Wind blowing from the west,3,,10,90  or more  but not 100%, ,,,-9.5,2.5,,,1500-2000,,,30.0,-12.4,No precipitation,6,,,,
21.01.2020 14:00,0.7,502.6,761.7,,44,Wind blowing from the south-southeast,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,1.0,,,1500-2000,,,30.0,-10.4,No precipitation,12,,,,
21.01.2020 11:00,-4.3,504.4,766.0,,64,Wind blowing from the south-southwest,1,,5,70 – 80%., ,,,-9.5,3.6,,,1500-2000,,,30.0,-10.1,No precipitation,6,,,,
21.01.2020 08:00,-8.7,503.5,766.8,0.3,79,Wind blowing from the north,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,3.6,,,1500-2000,,,30.0,-11.7,0.4,12,,,,
21.01.2020 05:00,-6.4,503.2,764.1,,85,Wind blowing from the east-northeast,1,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,-7.9,3.6,,,,,,7.0,-8.5,0.4,6,,,,
21.01.2020 02:00,-5.8,504.0,763.6,0.1,87,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.6,,,2500 or more  or no clouds.,,,8.0,-7.6,0.4,12,,,,
20.01.2020 23:00,-3.5,503.9,762.1,,66,Wind blowing from the west,2,,15,,Snow not falling as shower(s). ,,,-7.9,3.6,,,,,,30.0,-9.1,No precipitation,6,,,,
20.01.2020 20:00,-2.8,502.4,764.2,,63,Wind blowing from the west,6,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.6,,,2500 or more  or no clouds.,,,30.0,-8.9,Trace of precipitation,12,,,,
20.01.2020 17:00,-1.3,500.6,760.1,,59,Wind blowing from the west,5,,15,90  or more  but not 100%,Rain and snow or ice pellets not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,4.9,,,,,,27.0,-8.3,Trace of precipitation,6,,,,
20.01.2020 14:00,1.0,500.0,756.7,-0.8,44,Wind blowing from the west,9,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,8.3,,,2500 or more  or no clouds.,,,13.0,-9.9,No precipitation,12,,,,
20.01.2020 11:00,1.1,500.8,757.3,,35,Wind blowing from the west-southwest,2,,4,50%., ,,,-7.9,8.6,,,1500-2000,,,30.0,-12.7,No precipitation,6,,,,
20.01.2020 08:00,-7.2,500.4,758.6,0.6,73,Wind blowing from the west,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.6,,,1500-2000,,,30.0,-11.2,No precipitation,12,,,,
20.01.2020 05:00,-6.4,499.8,755.5,,84,Wind blowing from the south-southwest,1,,12,, ,,,-9.1,8.6,,,,,,30.0,-8.7,No precipitation,6,,,,
20.01.2020 02:00,-4.3,500.9,754.0,-0.1,72,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.6,,,2500 or more  or no clouds.,,,29.0,-8.6,No precipitation,12,,,,
19.01.2020 23:00,-3.3,501.0,759.2,,68,Wind blowing from the north,1,,12,, ,,,-9.1,8.6,,,,,,30.0,-8.5,No precipitation,6,,,,
19.01.2020 20:00,1.6,500.4,759.4,0.5,49,Wind blowing from the north-northwest,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.6,,,1500-2000,,,30.0,-8.0,No precipitation,12,,,,
19.01.2020 17:00,4.9,499.9,756.2,,25,Wind blowing from the west,2,,10,90  or more  but not 100%, ,,,-9.1,8.9,,,,,,30.0,-13.5,No precipitation,6,,,,
19.01.2020 14:00,8.4,500.4,754.1,-2.1,14,Wind blowing from the south,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,10.8,,,1500-2000,,,30.0,-17.6,No precipitation,12,,,,
19.01.2020 11:00,-1.8,502.5,761.5,,45,Wind blowing from the south-west,2,,4,20–30%., ,,,-9.1,,,,1500-2000,,,30.0,-12.2,No precipitation,6,,,,
19.01.2020 08:00,-8.5,502.1,761.2,0.5,80,Wind blowing from the west-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,,,,1500-2000,,,30.0,-11.3,No precipitation,12,,,,
19.01.2020 05:00,-7.5,501.6,756.5,,64,Wind blowing from the east-northeast,1,,,, ,,,-8.9,10.8,,,,,,30.0,-13.3,No precipitation,6,,,,
19.01.2020 02:00,-6.0,501.9,756.1,0.3,60,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,10.8,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
18.01.2020 23:00,-3.2,501.6,759.1,,42,Wind blowing from the north,0,,10,, ,,,-8.9,10.8,,,,,,30.0,-14.3,No precipitation,6,,,,
18.01.2020 20:00,2.8,500.2,758.5,0.9,24,Wind blowing from the north,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,10.8,,,1500-2000,,,24.0,-15.8,No precipitation,12,,,,
18.01.2020 17:00,9.0,499.3,752.7,,13,Wind blowing from the south,2,,10,90  or more  but not 100%, ,,,-8.9,10.8,,,,,,30.0,-18.0,No precipitation,6,,,,
18.01.2020 14:00,9.0,500.4,753.7,-2.2,15,Wind blowing from the east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,11.1,,,1500-2000,,,30.0,-16.3,No precipitation,12,,,,
18.01.2020 11:00,-0.2,502.6,760.4,,42,Wind blowing from the south,1,,3,10%  or less  but not 0, ,,,-8.9,,,,1500-2000,,,21.0,-11.6,No precipitation,6,,,,
18.01.2020 08:00,-8.7,502.2,761.4,0.9,77,Wind blowing from the north-northeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,,,,1500-2000,,,30.0,-12.0,No precipitation,12,,,,
18.01.2020 05:00,-6.9,501.3,754.7,,66,Wind blowing from the north-west,1,,4,, ,,,-10.5,11.1,,,,,,30.0,-12.2,No precipitation,6,,,,
18.01.2020 02:00,-5.7,501.6,757.3,0.0,55,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,11.1,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
17.01.2020 23:00,-2.6,501.6,760.1,,48,Wind blowing from the east-southeast,0,,4,, ,,,-10.5,11.1,,,,,,15.0,-12.1,No precipitation,6,,,,
17.01.2020 20:00,3.1,501.3,760.9,0.3,24,Wind blowing from the north,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,11.1,,,1500-2000,,,19.0,-15.5,No precipitation,12,,,,
17.01.2020 17:00,10.9,501.0,755.3,,14,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-10.5,11.1,,,,,,30.0,-15.6,No precipitation,6,,,,
17.01.2020 14:00,5.7,502.5,759.4,-2.5,19,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,9.1,,,,,,30.0,-16.1,No precipitation,12,,,,
17.01.2020 11:00,-2.5,505.0,766.4,,38,Wind blowing from the south-east,1,,2,, ,,,-10.5,,,,,,,30.0,-14.9,No precipitation,6,,,,
17.01.2020 08:00,-10.3,504.3,766.9,0.9,70,Wind blowing from the north,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,,,,1500-2000,,,30.0,-14.7,No precipitation,12,,,,
17.01.2020 05:00,-8.8,503.4,760.0,,57,Calm  no wind,0,,,, ,,,-10.7,9.1,,,,,,30.0,-15.8,No precipitation,6,,,,
17.01.2020 02:00,-7.1,503.8,762.4,-0.3,55,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,9.1,,,2500 or more  or no clouds.,,,27.0,-14.6,No precipitation,12,,,,
16.01.2020 23:00,-4.5,504.1,765.4,,39,Wind blowing from the north-east,1,,,, ,,,-10.7,9.1,,,,,,15.0,-16.4,No precipitation,6,,,,
16.01.2020 20:00,0.6,503.8,766.3,0.8,22,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,9.1,,,,,,20.0,-18.7,No precipitation,12,,,,
16.01.2020 17:00,8.9,503.0,759.4,,10,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-10.7,9.1,,,,,,30.0,-21.1,No precipitation,6,,,,
16.01.2020 14:00,3.9,504.3,762.7,-2.9,20,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,9.8,,,,,,30.0,-17.0,No precipitation,12,,,,
16.01.2020 11:00,-3.0,507.2,769.4,,38,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-10.7,,,,,,,30.0,-15.3,No precipitation,6,,,,
16.01.2020 08:00,-10.4,506.1,769.0,0.9,63,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,,,,,,,30.0,-16.1,No precipitation,12,,,,
16.01.2020 05:00,-9.0,505.2,763.3,,63,Calm  no wind,0,,,, ,,,-9.1,9.8,,,,,,30.0,-14.8,No precipitation,6,,,,
16.01.2020 02:00,-6.4,505.0,761.3,0.6,48,Wind blowing from the east-northeast,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,9.8,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,12,,,,
15.01.2020 23:00,-3.5,504.4,764.0,,37,Wind blowing from the north-east,1,,16,, ,,,-8.9,9.8,,,,,,16.0,-16.1,No precipitation,6,,,,
15.01.2020 20:00,2.0,503.1,763.3,1.5,17,Wind blowing from the north-northwest,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,9.8,,,,,,28.0,-20.5,No precipitation,12,,,,
15.01.2020 17:00,8.0,501.6,756.7,,9,Wind blowing from the west,6,,16,60%., ,,,-8.9,11.7,,,1500-2000,,,30.0,-23.0,No precipitation,6,,,,
15.01.2020 14:00,8.5,501.4,755.1,-1.9,14,Wind blowing from the south,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,,,,1500-2000,,,30.0,-17.5,No precipitation,12,,,,
15.01.2020 11:00,-0.9,503.3,761.4,,34,Wind blowing from the north-northwest,1,,3,10%  or less  but not 0, ,,,-8.9,,,,1500-2000,,,30.0,-14.8,No precipitation,6,,,,
15.01.2020 08:00,-8.6,502.5,760.1,0.8,76,Wind blowing from the south-west,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,,,,2000-2500,,,23.0,-12.1,No precipitation,12,,,,
15.01.2020 05:00,-7.1,501.7,754.9,,69,Wind blowing from the west-southwest,1,,10,, ,,,-9.4,12.5,,,,,,30.0,-11.8,No precipitation,6,,,,
15.01.2020 02:00,-4.9,501.9,757.0,0.3,47,Wind blowing from the east-northeast,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,12.5,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
14.01.2020 23:00,-1.8,501.6,758.7,,29,Wind blowing from the north,1,,10,, ,,,-9.4,12.5,,,,,,30.0,-17.5,No precipitation,6,,,,
14.01.2020 20:00,5.9,500.1,756.8,1.5,14,Wind blowing from the west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,12.5,,,,,,30.0,-19.6,No precipitation,12,,,,
14.01.2020 17:00,11.7,498.6,750.5,,9,Wind blowing from the west,6,,10,20–30%., ,,,-9.4,12.5,,,1500-2000,,,30.0,-20.2,No precipitation,6,,,,
14.01.2020 14:00,6.4,499.8,754.0,-3.2,17,Wind blowing from the south,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,11.6,,,1500-2000,,,30.0,-16.9,No precipitation,12,,,,
14.01.2020 11:00,-0.7,503.0,761.5,,33,Wind blowing from the east-northeast,1,,2,20–30%., ,,,-9.4,,,,1500-2000,,,30.0,-15.0,No precipitation,6,,,,
14.01.2020 08:00,-9.2,502.7,763.2,-0.1,74,Wind blowing from the north,0,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,,,,1500-2000,,,30.0,-13.0,No precipitation,12,,,,
14.01.2020 05:00,-7.4,502.8,757.0,,61,Wind blowing from the east,1,,,, ,,,-11.7,11.6,,,,,,30.0,-13.8,No precipitation,6,,,,
14.01.2020 02:00,-5.4,503.5,760.1,-0.2,52,Wind blowing from the north-west,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,11.6,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
13.01.2020 23:00,-2.9,503.7,763.9,,36,Wind blowing from the south-southeast,1,,14,, ,,,-11.7,11.6,,,,,,24.0,-15.9,No precipitation,6,,,,
13.01.2020 20:00,1.7,502.1,763.7,1.1,22,Wind blowing from the east,1,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,11.6,,,1500-2000,,,11.0,-17.8,No precipitation,12,,,,
13.01.2020 17:00,11.4,501.0,755.8,,8,Wind blowing from the west,4,,14,10%  or less  but not 0, ,,,-11.7,11.5,,,1500-2000,,,30.0,-21.7,No precipitation,6,,,,
13.01.2020 14:00,5.6,502.2,760.3,-2.6,13,Wind blowing from the east-northeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,5.6,,,1500-2000,,,30.0,-20.7,No precipitation,12,,,,
13.01.2020 11:00,-3.2,504.8,767.9,,23,Wind blowing from the east-southeast,1,,3,10%  or less  but not 0, ,,,-11.7,4.2,,,1500-2000,,,30.0,-21.4,No precipitation,6,,,,
13.01.2020 08:00,-11.7,504.0,769.7,0.6,67,Wind blowing from the north,0,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,4.2,,,1500-2000,,,30.0,-16.6,No precipitation,12,,,,
13.01.2020 05:00,-10.2,503.4,764.0,,58,Wind blowing from the east-southeast,1,,12,, ,,,-14.8,4.2,,,,,,30.0,-16.9,No precipitation,6,,,,
13.01.2020 02:00,-9.5,503.7,764.2,-0.9,43,Wind blowing from the north,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,4.2,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
12.01.2020 23:00,-6.9,504.6,769.5,,41,Wind blowing from the north,1,,17,, ,,,-14.8,4.2,,,,,,23.0,-18.2,No precipitation,6,,,,
12.01.2020 20:00,-3.5,504.4,772.1,0.5,18,Wind blowing from the south-southwest,1,,17,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,4.2,,,1500-2000,,,10.0,-24.4,No precipitation,12,,,,
12.01.2020 17:00,3.3,503.9,766.6,,5,Wind blowing from the west,8,,17,70 – 80%., ,,,-14.8,4.2,,,1500-2000,,,30.0,-32.9,No precipitation,6,,,,
12.01.2020 14:00,2.9,504.4,766.4,-3.1,7,Wind blowing from the west,8,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,3.0,,,1500-2000,,,15.0,-29.6,No precipitation,12,,,,
12.01.2020 11:00,-6.5,507.5,774.9,,32,Wind blowing from the north-east,1,,2,no clouds, ,,,-14.8,1.6,,,,,,30.0,-20.5,No precipitation,6,,,,
12.01.2020 08:00,-14.7,506.9,775.9,0.2,56,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,1.6,,,,,,30.0,-21.7,No precipitation,12,,,,
12.01.2020 05:00,-13.5,506.7,772.0,,64,Calm  no wind,0,,,, ,,,-13.5,1.6,,,,,,30.0,-19.0,No precipitation,6,,,,
12.01.2020 02:00,-11.4,506.6,771.4,-0.4,44,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.6,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
11.01.2020 23:00,-8.5,507.0,774.4,,28,Calm  no wind,0,,,, ,,,-13.3,1.6,,,,,,30.0,-23.8,No precipitation,6,,,,
11.01.2020 20:00,-3.4,506.0,773.4,1.1,13,Wind blowing from the west,2,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.6,,,1500-2000,,,22.0,-27.9,No precipitation,12,,,,
11.01.2020 17:00,1.3,504.9,767.6,,7,Wind blowing from the west,4,,12,70 – 80%., ,,,-13.3,4.2,,,1500-2000,,,30.0,-30.8,No precipitation,6,,,,
11.01.2020 14:00,0.1,505.5,766.9,-2.6,9,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,7.4,,,,,,30.0,-29.1,No precipitation,12,,,,
11.01.2020 11:00,-6.9,508.1,772.4,,26,Wind blowing from the south,1,,,no clouds, ,,,-13.3,,,,,,,30.0,-23.2,No precipitation,6,,,,
11.01.2020 08:00,-12.9,507.8,774.1,0.7,40,Wind blowing from the north,0,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,7.4,,,1500-2000,,,30.0,-23.7,No precipitation,12,,,,
11.01.2020 05:00,-10.5,507.1,769.3,,29,Wind blowing from the north,1,,12,, ,,,-10.5,7.4,,,,,,30.0,-25.1,No precipitation,6,,,,
11.01.2020 02:00,-6.6,507.0,765.7,1.0,21,Wind blowing from the east-southeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,7.4,,,2500 or more  or no clouds.,,,30.0,-25.3,No precipitation,12,,,,
10.01.2020 23:00,-2.4,506.0,763.0,,11,Wind blowing from the west,6,,12,, ,,,-2.4,7.4,,,,,,30.0,-28.9,No precipitation,6,,,,
