Local time in Aral,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 20:00,-2.1,680.3,774.1,-1.1,47,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,2.7,,,2500 or more  or no clouds.,,,17.0,-11.9,No precipitation,12,,,,
24.01.2020 17:00,1.8,681.4,774.3,,39,Wind blowing from the east,2,,4,, ,,,-13.7,2.8,,,,,,19.0,-10.7,No precipitation,6,,,,
24.01.2020 14:00,1.6,684.3,777.4,-0.6,41,Wind blowing from the south-east,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,2.8,,,2500 or more  or no clouds.,,,16.0,-10.5,No precipitation,12,,,,
24.01.2020 11:00,-11.0,684.9,780.0,,88,Wind blowing from the west-northwest,0,,2,, ,,,-13.7,,,,,,,8.0,-12.6,No precipitation,6,,,,
24.01.2020 08:00,-13.0,684.5,778.8,0.1,84,Wind blowing from the west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,2.8,,,2500 or more  or no clouds.,,,8.0,-15.1,No precipitation,12,,,,
24.01.2020 05:00,-11.3,684.4,777.6,,76,Wind blowing from the east-northeast,1,,,, ,,,-11.3,2.8,,,,,,11.0,-14.7,No precipitation,6,,,,
24.01.2020 02:00,-9.8,685.0,778.3,,74,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,2.8,,,2500 or more  or no clouds.,,,10.0,-13.6,No precipitation,12,,,,
23.01.2020 20:00,-1.6,683.6,776.8,0.7,45,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,2.8,,,2500 or more  or no clouds.,,,20.0,-12.0,No precipitation,12,,,,
23.01.2020 17:00,2.4,682.9,775.4,,35,Wind blowing from the east,2,,,, ,,,-10.6,2.6,,,,,,22.0,-11.5,No precipitation,6,,,,
23.01.2020 14:00,0.8,683.8,776.7,0.7,42,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,2.6,,,2500 or more  or no clouds.,,,17.0,-10.7,No precipitation,12,,,,
23.01.2020 11:00,-8.9,683.1,776.7,,81,Calm  no wind,0,,,, ,,,-10.6,,,,,,,7.0,-11.6,No precipitation,6,,,,
23.01.2020 08:00,-7.9,681.4,774.4,0.3,69,Wind blowing from the north-east,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,2.6,,,2500 or more  or no clouds.,,,17.0,-12.6,No precipitation,12,,,,
23.01.2020 05:00,-9.0,681.1,773.4,,74,Wind blowing from the east,1,,,, ,,,-9.7,2.6,,,,,,13.0,-12.9,No precipitation,6,,,,
23.01.2020 02:00,-8.2,680.8,773.0,,70,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,2.6,,,2500 or more  or no clouds.,,,14.0,-12.7,No precipitation,12,,,,
22.01.2020 20:00,-2.0,679.0,771.7,0.2,49,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,2.6,,,2500 or more  or no clouds.,,,19.0,-11.3,No precipitation,12,,,,
22.01.2020 17:00,2.2,678.8,770.8,,37,Wind blowing from the north,2,,5,, ,,,-9.7,2.9,,,,,,20.0,-11.0,No precipitation,6,,,,
22.01.2020 14:00,1.9,680.3,772.0,,39,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,2.9,,,2500 or more  or no clouds.,,,18.0,-10.6,No precipitation,12,,,,
22.01.2020 11:00,-7.6,680.2,773.8,,69,Wind blowing from the south-west,1,,4,, ,,,-10.5,,,,,,,12.0,-12.3,No precipitation,6,,,,
22.01.2020 08:00,-8.2,679.1,772.0,0.3,71,Wind blowing from the south-west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,2.9,,,2500 or more  or no clouds.,,,17.0,-12.5,No precipitation,12,,,,
22.01.2020 05:00,-8.7,678.8,770.8,,65,Wind blowing from the south,1,,3,, ,,,-13.2,2.9,,,,,,19.0,-14.1,No precipitation,6,,,,
22.01.2020 02:00,-5.7,679.0,770.9,,59,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,2.9,,,2500 or more  or no clouds.,,,16.0,-12.6,No precipitation,12,,,,
21.01.2020 20:00,-2.8,677.8,771.3,0.2,46,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,2.9,,,2500 or more  or no clouds.,,,19.0,-12.8,No precipitation,12,,,,
21.01.2020 17:00,2.2,677.6,769.9,,35,Wind blowing from the south,2,,4,, ,,,-13.2,2.9,,,,,,20.0,-11.7,No precipitation,6,,,,
21.01.2020 14:00,0.0,678.9,770.8,0.5,42,Wind blowing from the west-southwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,1.9,,,2500 or more  or no clouds.,,,17.0,-11.4,No precipitation,12,,,,
21.01.2020 11:00,-10.6,678.4,771.6,,85,Wind blowing from the north-west,0,,5,, ,,,-13.2,1.9,,,,,,7.0,-12.6,No precipitation,6,,,,
21.01.2020 08:00,-12.7,677.7,771.2,0.6,79,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.9,,,2500 or more  or no clouds.,,,12.0,-15.6,No precipitation,12,,,,
21.01.2020 05:00,-11.4,677.1,769.6,,73,Calm  no wind,0,,,, ,,,-11.4,1.9,,,,,,13.0,-15.3,No precipitation,6,,,,
21.01.2020 02:00,-6.2,677.4,769.6,,58,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.9,,,2500 or more  or no clouds.,,,19.0,-13.3,No precipitation,12,,,,
20.01.2020 20:00,-2.8,676.1,768.7,-0.1,45,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.9,,,2500 or more  or no clouds.,,,21.0,-13.1,No precipitation,12,,,,
20.01.2020 17:00,1.1,676.2,767.7,,36,Wind blowing from the south-west,3,,7,, ,,,-9.4,2.1,,,,,,22.0,-12.3,No precipitation,6,,,,
20.01.2020 14:00,-2.7,677.9,770.5,-0.1,52,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,2.1,,,2500 or more  or no clouds.,,,19.0,-11.4,No precipitation,12,,,,
20.01.2020 11:00,-8.6,678.0,771.7,,70,Wind blowing from the south-west,2,,5,, ,,,-9.4,,,,,,,14.0,-13.1,No precipitation,6,,,,
20.01.2020 08:00,-8.9,677.5,770.2,-0.4,72,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,2.1,,,2500 or more  or no clouds.,,,13.0,-13.0,No precipitation,12,,,,
20.01.2020 05:00,-6.7,677.9,769.6,,62,Wind blowing from the south-west,2,,6,, ,,,-9.1,2.1,,,,,,15.0,-12.8,No precipitation,6,,,,
20.01.2020 02:00,-7.8,679.0,771.4,,74,Wind blowing from the west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,2.1,,,2500 or more  or no clouds.,,,6.0,-11.6,No precipitation,12,,,,
19.01.2020 20:00,-2.5,679.8,772.1,-0.7,52,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,2.1,,,2500 or more  or no clouds.,,,16.0,-11.2,No precipitation,12,,,,
19.01.2020 17:00,1.4,680.5,772.0,,41,Wind blowing from the south-west,3,,6,, ,,,-6.0,2.2,,,,,,19.0,-10.7,No precipitation,6,,,,
19.01.2020 14:00,-1.0,682.6,774.7,-0.1,51,Wind blowing from the south-southwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,2.2,,,2500 or more  or no clouds.,,,16.0,-9.9,No precipitation,12,,,,
19.01.2020 11:00,-5.6,682.7,775.5,,68,Wind blowing from the south-west,2,,5,, ,,,-6.0,,,,,,,14.0,-10.7,No precipitation,6,,,,
19.01.2020 08:00,-5.1,682.6,775.0,-0.4,68,Wind blowing from the south-southwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.2,,,2500 or more  or no clouds.,,,17.0,-10.1,No precipitation,12,,,,
19.01.2020 05:00,-3.9,683.0,774.8,,66,Wind blowing from the south-southeast,2,,5,, ,,,-6.6,2.2,,,,,,19.0,-9.3,No precipitation,6,,,,
19.01.2020 02:00,-3.3,684.1,776.3,,64,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.2,,,2500 or more  or no clouds.,,,20.0,-9.3,No precipitation,12,,,,
18.01.2020 20:00,-1.3,685.0,777.9,-0.6,57,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.2,,,2500 or more  or no clouds.,,,16.0,-8.9,No precipitation,12,,,,
18.01.2020 17:00,1.5,685.6,778.2,,49,Wind blowing from the north,2,,4,, ,,,-7.3,3.3,,,,,,14.0,-8.3,No precipitation,6,,,,
18.01.2020 14:00,-0.1,687.9,780.7,-0.4,66,Wind blowing from the south-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,3.3,,,2500 or more  or no clouds.,,,16.0,-5.7,No precipitation,12,,,,
18.01.2020 11:00,-4.8,688.3,782.2,,86,Wind blowing from the south-southeast,1,,3,, ,,,-7.3,,,,,,,9.0,-6.8,No precipitation,6,,,,
18.01.2020 08:00,-5.7,687.8,781.0,-0.1,81,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,3.3,,,2500 or more  or no clouds.,,,10.0,-8.4,No precipitation,12,,,,
18.01.2020 05:00,-6.3,687.9,780.7,,82,Wind blowing from the north-west,1,,4,, ,,,-7.3,3.3,,,,,,10.0,-8.9,No precipitation,6,,,,
18.01.2020 02:00,-4.2,687.9,780.7,,78,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,3.3,,,2500 or more  or no clouds.,,,15.0,-7.5,No precipitation,12,,,,
17.01.2020 20:00,-0.4,686.0,778.7,1.2,46,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,3.3,,,2500 or more  or no clouds.,,,16.0,-10.6,No precipitation,12,,,,
17.01.2020 17:00,2.4,684.8,776.7,,40,Wind blowing from the east,1,,4,, ,,,-5.9,2.6,,,,,,19.0,-9.8,No precipitation,6,,,,
17.01.2020 14:00,0.4,685.3,777.5,,47,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.2,,,2500 or more  or no clouds.,,,13.0,-9.6,No precipitation,12,,,,
17.01.2020 11:00,-3.9,684.2,777.4,,64,Wind blowing from the east-northeast,2,,3,, ,,,-6.5,,,,,,,11.0,-9.7,No precipitation,6,,,,
17.01.2020 08:00,-4.5,682.0,774.4,0.9,74,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.2,,,2500 or more  or no clouds.,,,7.0,-8.4,No precipitation,12,,,,
17.01.2020 05:00,-3.7,681.1,772.6,,74,Wind blowing from the west-northwest,0,,4,, ,,,-11.1,2.2,,,,,,7.0,-7.8,No precipitation,6,,,,
17.01.2020 02:00,-2.9,681.1,772.9,,77,Wind blowing from the north-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,2.2,,,2500 or more  or no clouds.,,,6.0,-6.5,No precipitation,12,,,,
16.01.2020 20:00,-1.8,680.9,774.2,-0.1,57,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,2.2,,,2500 or more  or no clouds.,,,11.0,-9.4,No precipitation,12,,,,
16.01.2020 17:00,1.8,681.0,773.5,,46,Wind blowing from the north-northeast,1,,4,, ,,,-11.1,1.9,,,,,,13.0,-8.6,No precipitation,6,,,,
16.01.2020 14:00,-0.6,682.6,775.4,0.0,60,Wind blowing from the north-northwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.8,,,2500 or more  or no clouds.,,,9.0,-7.6,No precipitation,12,,,,
16.01.2020 11:00,-6.5,682.6,776.2,,81,Wind blowing from the west,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,,,,,,,6.0,-9.2,No precipitation,6,,,,
16.01.2020 08:00,-10.3,681.9,775.0,0.2,86,Wind blowing from the east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.8,,,2500 or more  or no clouds.,,,5.0,-12.2,No precipitation,12,,,,
16.01.2020 05:00,-9.7,681.7,774.4,,87,Wind blowing from the north,1,,3,,Mist. ,,,-9.7,1.8,,,,,,2.6,-11.5,No precipitation,6,,,,
16.01.2020 02:00,-7.8,682.0,774.7,,87,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,1.8,,,2500 or more  or no clouds.,,,3.0,-9.6,No precipitation,12,,,,
15.01.2020 20:00,-0.1,680.9,772.7,0.5,63,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,1.8,,,2500 or more  or no clouds.,,,9.0,-6.3,No precipitation,12,,,,
15.01.2020 17:00,1.3,680.4,771.9,,50,Wind blowing from the west,2,,5,, ,,,-6.2,1.4,,,,,,12.0,-8.0,No precipitation,6,,,,
15.01.2020 14:00,0.0,681.4,773.6,,50,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,0.1,,,2500 or more  or no clouds.,,,13.0,-9.4,No precipitation,12,,,,
15.01.2020 11:00,-3.3,681.1,773.5,,85,Wind blowing from the east-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-0.2,,,,,,4.6,-5.5,No precipitation,6,,,,
15.01.2020 08:00,-3.7,679.9,772.0,0.4,87,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-0.2,,,2500 or more  or no clouds.,,,5.0,-5.5,No precipitation,12,,,,
15.01.2020 05:00,-3.8,679.5,771.1,,91,Wind blowing from the east,1,,,,Mist. ,,,-6.2,-0.2,,,,,,4.2,-5.1,No precipitation,6,,,,
15.01.2020 02:00,-5.4,679.6,771.9,,94,Wind blowing from the west-northwest,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-0.2,,,2500 or more  or no clouds.,,,0.1,-6.2,No precipitation,12,,,,
14.01.2020 20:00,-2.0,677.8,769.6,1.8,80,Wind blowing from the north,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,-0.2,,,2500 or more  or no clouds.,,,4.9,-5.1,No precipitation,12,,,,
14.01.2020 17:00,-0.4,676.0,767.5,,53,Wind blowing from the north-northwest,2,,4,, ,,,-5.4,-0.2,,,,,,11.0,-9.0,No precipitation,6,,,,
14.01.2020 14:00,-1.7,676.0,767.7,1.0,64,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,-1.1,,,2500 or more  or no clouds.,,,11.0,-7.6,No precipitation,12,,,,
14.01.2020 11:00,-4.1,675.0,766.9,,82,Wind blowing from the north-northeast,1,,3,, ,,,-6.0,,,,,,,9.0,-6.7,No precipitation,6,,,,
14.01.2020 08:00,-4.7,673.2,764.5,0.2,65,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-1.1,,,2500 or more  or no clouds.,,,13.0,-10.3,No precipitation,12,,,,
14.01.2020 05:00,-4.8,673.0,764.1,,74,Wind blowing from the south-southeast,1,,3,, ,,,-7.1,-1.1,,,,,,13.0,-8.7,No precipitation,6,,,,
14.01.2020 02:00,-5.0,673.6,765.1,,69,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-1.1,,,2500 or more  or no clouds.,,,12.0,-9.8,No precipitation,12,,,,
13.01.2020 20:00,-1.9,673.9,765.7,0.2,49,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-1.1,,,2500 or more  or no clouds.,,,15.0,-11.4,No precipitation,12,,,,
13.01.2020 17:00,-1.4,673.7,764.9,,48,Wind blowing from the south,1,,4,, ,,,-7.1,1.2,,,,,,15.0,-11.0,No precipitation,6,,,,
13.01.2020 14:00,-2.0,674.5,765.7,-0.7,51,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,1.2,,,2500 or more  or no clouds.,,,16.0,-10.8,No precipitation,12,,,,
13.01.2020 11:00,-6.0,675.2,767.0,,62,Wind blowing from the west-southwest,1,,4,, ,,,-8.9,1.2,,,,,,12.0,-12.1,No precipitation,6,,,,
13.01.2020 08:00,-6.6,674.5,766.3,-1.4,62,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.2,,,2500 or more  or no clouds.,,,15.0,-12.7,No precipitation,12,,,,
13.01.2020 05:00,-4.6,675.9,767.1,,58,Wind blowing from the south,1,,3,, ,,,-10.6,1.2,,,,,,17.0,-11.8,No precipitation,6,,,,
13.01.2020 02:00,-3.1,676.0,767.2,,50,Wind blowing from the south-southeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.2,,,2500 or more  or no clouds.,,,17.0,-12.1,No precipitation,12,,,,
12.01.2020 20:00,-1.5,676.0,768.6,-0.3,48,Wind blowing from the east-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.2,,,2500 or more  or no clouds.,,,17.0,-11.3,No precipitation,12,,,,
12.01.2020 17:00,0.4,676.3,768.4,,44,Wind blowing from the east,2,,3,, ,,,-10.6,3.1,,,,,,13.0,-10.7,No precipitation,6,,,,
12.01.2020 14:00,-0.5,678.1,770.5,-0.8,45,Wind blowing from the south-southeast,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,3.1,,,2500 or more  or no clouds.,,,12.0,-11.0,No precipitation,12,,,,
12.01.2020 11:00,-8.9,678.9,772.4,,75,Wind blowing from the south,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,,,,,,,4.4,-12.5,No precipitation,6,,,,
12.01.2020 08:00,-10.3,677.9,771.1,-0.5,77,Wind blowing from the north-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,3.1,,,2500 or more  or no clouds.,,,9.0,-13.6,No precipitation,12,,,,
12.01.2020 05:00,-9.0,678.4,770.4,,71,Wind blowing from the north-northwest,1,,3,, ,,,-11.8,3.1,,,,,,13.0,-13.3,No precipitation,6,,,,
12.01.2020 02:00,-8.8,679.6,772.2,,71,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,3.1,,,2500 or more  or no clouds.,,,8.0,-13.1,No precipitation,12,,,,
11.01.2020 20:00,-3.4,679.6,773.2,1.1,54,Wind blowing from the south-southeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,3.1,,,2500 or more  or no clouds.,,,15.0,-11.4,No precipitation,12,,,,
11.01.2020 17:00,2.2,678.5,770.6,,36,Wind blowing from the east-northeast,1,,,, ,,,-11.8,3.0,,,,,,19.0,-11.3,No precipitation,6,,,,
11.01.2020 14:00,-0.1,679.8,772.5,0.2,47,Wind blowing from the east-southeast,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,2.0,,,2500 or more  or no clouds.,,,11.0,-10.3,No precipitation,12,,,,
11.01.2020 11:00,-10.8,679.6,773.9,,85,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,,,,,,,5.0,-12.8,No precipitation,6,,,,
11.01.2020 08:00,-11.3,678.5,772.0,0.1,85,Wind blowing from the north-east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,2.0,,,2500 or more  or no clouds.,,,5.0,-13.3,No precipitation,12,,,,
11.01.2020 05:00,-9.4,678.4,770.6,,82,Wind blowing from the east,1,,3,,Mist. ,,,-14.5,2.0,,,,,,5.0,-12.0,No precipitation,6,,,,
11.01.2020 02:00,-9.6,678.6,771.3,,80,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,2.0,,,2500 or more  or no clouds.,,,5.0,-12.4,No precipitation,12,,,,
10.01.2020 20:00,-3.8,678.3,772.3,-0.1,58,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,2.0,,,2500 or more  or no clouds.,,,10.0,-10.9,No precipitation,12,,,,
10.01.2020 17:00,1.6,678.4,771.2,,41,Wind blowing from the north-northwest,1,,3,, ,,,-14.5,2.3,,,,,,12.0,-10.5,No precipitation,6,,,,
10.01.2020 14:00,-0.9,680.0,772.9,-0.2,53,Wind blowing from the west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,2.3,,,2500 or more  or no clouds.,,,9.0,-9.5,No precipitation,12,,,,
10.01.2020 11:00,-11.5,680.2,774.9,,88,Wind blowing from the north-east,1,,1,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,,,,,,,3.7,-13.1,No precipitation,6,,,,
10.01.2020 08:00,-13.9,679.4,773.5,-0.5,83,Wind blowing from the west,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,2.3,,,2500 or more  or no clouds.,,,4.7,-16.2,No precipitation,12,,,,
10.01.2020 05:00,-12.5,679.9,772.8,,82,Wind blowing from the east-northeast,1,,,,Mist. ,,,-12.5,2.3,,,,,,5.0,-14.9,No precipitation,6,,,,
10.01.2020 02:00,-9.8,680.5,773.5,,86,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,2.3,,,2500 or more  or no clouds.,,,4.0,-11.7,No precipitation,12,,,,
