Local time in Gaoyao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 14:00,22.9,757.6,763.0,-2.1,82,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,27.6,,,1000-1500,,,8.0,19.6,No precipitation,12,,,,
24.01.2020 11:00,21.7,759.7,765.1,,93,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,27.6,,,1000-1500,,,7.0,20.5,No precipitation,6,,,,
24.01.2020 08:00,19.3,759.1,764.5,,99,Wind blowing from the north,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,27.6,,,1000-1500,,,2.3,19.1,No precipitation,12,,,,
24.01.2020 05:00,18.6,757.5,762.8,,99,Wind blowing from the east,3,,,,Mist. ,,,18.3,27.6,,,,,,2.0,18.4,No precipitation,6,,,,
24.01.2020 02:00,19.1,757.5,762.8,-0.4,100,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,27.6,,,2500 or more  or no clouds.,,,8.0,19.1,No precipitation,12,,,,
23.01.2020 23:00,21.8,757.9,763.2,,79,Wind blowing from the south-southeast,1,,7,, ,,,18.4,27.6,,,,,,20.0,18.0,No precipitation,6,,,,
23.01.2020 20:00,24.2,756.7,762.0,1.2,67,Wind blowing from the east-southeast,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,27.6,,,1000-1500,,,27.0,17.6,No precipitation,12,,,,
23.01.2020 17:00,25.6,755.5,760.8,,61,Wind blowing from the south,3,,7,70 – 80%., ,,,18.4,27.6,,,1000-1500,,,30.0,17.5,No precipitation,6,,,,
23.01.2020 14:00,27.2,756.1,761.5,-2.6,53,Wind blowing from the south-southeast,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,27.6,,,,,,30.0,16.7,No precipitation,12,,,,
23.01.2020 11:00,24.3,758.7,764.0,,74,Wind blowing from the east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,24.4,,,,,,7.0,19.3,No precipitation,6,,,,
23.01.2020 08:00,18.8,758.1,763.5,0.8,99,Wind blowing from the east,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,22.6,,,1000-1500,,,2.4,18.6,No precipitation,12,,,,
23.01.2020 05:00,19.6,757.3,762.7,,99,Wind blowing from the south-west,0,,4,,Mist. ,,,16.3,22.6,,,,,,3.7,19.4,No precipitation,6,,,,
23.01.2020 02:00,20.2,757.9,763.3,-0.3,93,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.6,,,2500 or more  or no clouds.,,,4.6,19.0,No precipitation,12,,,,
22.01.2020 23:00,20.1,758.2,763.6,,92,Wind blowing from the east,2,,4,,Mist. ,,,16.3,22.6,,,,,,4.4,18.7,No precipitation,6,,,,
22.01.2020 20:00,21.2,757.7,763.1,0.3,81,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,22.6,,,1000-1500,,,6.0,17.8,No precipitation,12,,,,
22.01.2020 17:00,22.1,757.4,762.8,,79,Wind blowing from the east-northeast,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,22.6,,,600-1000,,,6.0,18.2,No precipitation,6,,,,
22.01.2020 14:00,21.4,758.5,763.9,,81,Wind blowing from the south-southeast,1,,3,100%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,22.4,,,1000-1500,,,4.8,18.0,0.4,12,,,,
22.01.2020 11:00,18.4,760.9,766.4,,94,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,,,,600-1000,,,3.5,17.4,0.3,6,,,,
22.01.2020 08:00,16.4,760.3,765.7,0.8,100,Wind blowing from the east-southeast,2,,4,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Drizzle.,14.7,22.6,,,600-1000,,,0.5,16.4,0.4,12,,,,
22.01.2020 05:00,16.5,759.5,764.9,,99,Wind blowing from the east,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.5,22.6,,,,,,2.2,16.3,0.1,6,,,,
22.01.2020 02:00,16.8,760.1,765.5,-0.7,99,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.6,,,2500 or more  or no clouds.,,,8.0,16.6,No precipitation,12,,,,
21.01.2020 23:00,17.7,760.8,766.3,,87,Wind blowing from the north,1,,8,,Mist. ,,,14.5,22.6,,,,,,5.0,15.5,No precipitation,6,,,,
21.01.2020 20:00,19.4,759.9,765.4,0.5,78,Wind blowing from the east,2,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.6,,,1000-1500,,,6.0,15.4,No precipitation,12,,,,
21.01.2020 17:00,20.6,759.4,764.9,,69,Wind blowing from the east-northeast,3,,8,100%., ,,,14.5,22.6,,,1000-1500,,,8.0,14.7,No precipitation,6,,,,
21.01.2020 14:00,22.1,760.5,765.9,,61,Wind blowing from the east-southeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.6,,,1000-1500,,,10.0,14.2,No precipitation,12,,,,
21.01.2020 11:00,18.2,763.0,768.4,,68,Wind blowing from the east,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,18.2,,,600-1000,,,7.0,12.2,No precipitation,6,,,,
21.01.2020 08:00,14.7,762.3,767.8,1.4,95,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,17.0,,,1000-1500,,,6.0,13.9,No precipitation,12,,,,
21.01.2020 05:00,14.7,760.9,766.3,,89,Wind blowing from the west,2,,4,,Mist. ,,,12.0,17.0,,,,,,7.0,12.9,No precipitation,6,,,,
21.01.2020 02:00,14.8,761.4,766.9,,84,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,17.0,,,2500 or more  or no clouds.,,,9.0,12.1,No precipitation,12,,,,
20.01.2020 23:00,15.5,761.9,767.4,,78,Wind blowing from the east,1,,,, ,,,12.0,17.0,,,,,,11.0,11.6,No precipitation,6,,,,
20.01.2020 20:00,15.9,761.5,767.0,0.9,72,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,17.0,,,600-1000,,,9.0,10.8,No precipitation,12,,,,
20.01.2020 17:00,16.7,760.6,766.1,,68,Wind blowing from the east-northeast,2,,5,100%., ,,,12.0,17.0,,,600-1000,,,13.0,10.7,No precipitation,6,,,,
20.01.2020 14:00,16.5,761.2,766.8,-2.1,61,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,16.8,,,600-1000,,,17.0,8.9,No precipitation,12,,,,
20.01.2020 11:00,14.8,763.3,768.8,,66,Wind blowing from the south-east,2,,5,100%., ,,,12.0,14.8,,,600-1000,,,22.0,8.5,No precipitation,6,,,,
20.01.2020 08:00,12.3,762.5,768.1,1.1,81,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,,,,600-1000,,,16.0,9.1,No precipitation,12,,,,
20.01.2020 05:00,12.1,761.4,766.9,,78,Wind blowing from the south-east,0,,5,, ,,,12.0,14.3,,,,,,17.0,8.3,No precipitation,6,,,,
20.01.2020 02:00,12.2,761.9,767.5,,76,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,14.3,,,2500 or more  or no clouds.,,,22.0,8.1,No precipitation,12,,,,
19.01.2020 23:00,12.4,762.3,767.8,,74,Wind blowing from the east,2,,,, ,,,12.2,14.7,,,,,,30.0,7.9,No precipitation,6,,,,
19.01.2020 20:00,13.0,762.1,767.6,1.0,72,Wind blowing from the north-east,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,15.2,,,1000-1500,,,29.0,8.0,Trace of precipitation,12,,,,
19.01.2020 17:00,13.7,761.1,766.6,,73,Wind blowing from the east,2,,,100%., ,,,12.2,,,,600-1000,,,13.0,8.9,No precipitation,6,,,,
19.01.2020 14:00,13.7,761.4,766.9,-2.1,71,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,,,,1000-1500,,,14.0,8.5,Trace of precipitation,12,,,,
19.01.2020 11:00,12.9,763.5,769.0,,78,Wind blowing from the south-east,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,,,,1000-1500,,,13.0,9.1,No precipitation,6,,,,
19.01.2020 08:00,13.3,762.1,767.7,1.8,74,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,,,,1000-1500,,,10.0,8.7,No precipitation,12,,,,
19.01.2020 05:00,14.0,760.3,765.7,,70,Wind blowing from the north-northeast,2,,5,, ,,,11.8,18.1,,,,,,12.0,8.6,No precipitation,6,,,,
19.01.2020 02:00,14.2,760.6,766.1,,70,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,18.1,,,2500 or more  or no clouds.,,,13.0,8.8,No precipitation,12,,,,
18.01.2020 23:00,14.7,760.3,765.7,,72,Wind blowing from the east,1,,6,, ,,,11.8,18.1,,,,,,14.0,9.7,No precipitation,6,,,,
18.01.2020 20:00,15.1,759.2,764.8,1.0,73,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,18.1,,,1000-1500,,,13.0,10.3,No precipitation,12,,,,
18.01.2020 17:00,16.9,758.2,763.7,,59,Wind blowing from the north-east,3,,6,70 – 80%., ,,,11.8,18.1,,,1000-1500,,,14.0,8.8,No precipitation,6,,,,
18.01.2020 14:00,17.1,758.8,764.2,-2.6,55,Wind blowing from the east-northeast,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,17.6,,,1000-1500,,,20.0,8.0,No precipitation,12,,,,
18.01.2020 11:00,14.4,761.4,766.9,,62,Wind blowing from the north-east,2,,5,70 – 80%., ,,,11.8,16.4,,,1500-2000,,,23.0,7.2,No precipitation,6,,,,
18.01.2020 08:00,11.9,761.2,766.8,0.7,75,Wind blowing from the east,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,16.4,,,1000-1500,,,19.0,7.6,No precipitation,12,,,,
18.01.2020 05:00,12.3,760.5,766.0,,70,Wind blowing from the north-northeast,2,,8,, ,,,11.2,16.4,,,,,,28.0,6.9,No precipitation,6,,,,
18.01.2020 02:00,12.7,760.9,766.4,,70,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,16.4,,,2500 or more  or no clouds.,,,21.0,7.3,No precipitation,12,,,,
17.01.2020 23:00,13.5,761.2,766.8,,68,Wind blowing from the east-northeast,2,,8,, ,,,11.2,16.4,,,,,,30.0,7.7,No precipitation,6,,,,
17.01.2020 20:00,14.2,760.7,766.3,0.9,65,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,17.6,,,1000-1500,,,29.0,7.7,No precipitation,12,,,,
17.01.2020 17:00,15.7,759.8,765.4,,62,Wind blowing from the north-east,2,,9,100%., ,,,11.2,22.9,,,1000-1500,,,30.0,8.4,No precipitation,6,,,,
17.01.2020 14:00,15.4,760.5,766.0,-2.3,60,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,,,,1000-1500,,,30.0,7.6,0.4,12,,,,
17.01.2020 11:00,12.4,762.8,768.4,,67,Wind blowing from the north-northeast,5,,9,100%., ,,,11.2,,,,1000-1500,,,30.0,6.4,No precipitation,6,,,,
17.01.2020 08:00,11.3,762.4,768.0,1.6,79,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,24.2,,,1000-1500,,,30.0,7.7,1.0,12,,,,
17.01.2020 05:00,11.3,760.8,766.3,,93,Wind blowing from the north-northeast,5,,9,, ,,,11.3,24.2,,,,,,30.0,10.2,0.8,6,,,,
17.01.2020 02:00,12.3,761.0,766.5,,96,Wind blowing from the north-west,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,24.2,,,2500 or more  or no clouds.,,,8.0,11.6,0.6,12,,,,
16.01.2020 23:00,13.9,760.4,765.9,,99,Wind blowing from the north-west,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.9,24.2,,,,,,9.0,13.7,0.2,6,,,,
16.01.2020 20:00,17.7,758.5,763.9,1.8,78,Wind blowing from the north-east,4,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,24.2,,,1000-1500,,,10.0,13.8,Trace of precipitation,12,,,,
16.01.2020 17:00,22.9,756.7,762.1,,72,Wind blowing from the north-east,2,,4,100%., ,,,17.5,24.2,,,1000-1500,,,10.0,17.5,No precipitation,6,,,,
16.01.2020 14:00,23.4,757.0,762.3,-2.0,69,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.4,,,1000-1500,,,8.0,17.3,No precipitation,12,,,,
16.01.2020 11:00,20.8,759.0,764.4,,80,Wind blowing from the north-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,22.3,,,1000-1500,,,5.0,17.2,No precipitation,6,,,,
16.01.2020 08:00,18.0,758.3,763.7,0.9,100,Wind blowing from the east,2,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.3,,,2500 or more  or no clouds.,,,2.3,18.0,No precipitation,12,,,,
16.01.2020 05:00,18.4,757.4,762.8,,96,Wind blowing from the east,2,,6,,Mist. ,,,12.9,22.3,,,,,,4.5,17.7,No precipitation,6,,,,
16.01.2020 02:00,19.3,757.9,763.3,,86,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.3,,,2500 or more  or no clouds.,,,7.0,16.9,No precipitation,12,,,,
15.01.2020 23:00,19.6,757.7,763.1,,85,Wind blowing from the east-northeast,2,,7,, ,,,,22.3,,,,,,9.0,17.0,No precipitation,6,,,,
15.01.2020 20:00,20.9,756.5,761.9,0.9,77,Wind blowing from the south-east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,22.3,,,600-1000,,,18.0,16.7,No precipitation,12,,,,
15.01.2020 17:00,22.0,755.6,761.0,,66,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%, ,,,12.9,22.3,,,1000-1500,,,8.0,15.3,No precipitation,6,,,,
15.01.2020 14:00,21.4,756.6,762.0,,64,Wind blowing from the east-northeast,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,21.4,,,600-1000,,,8.0,14.3,No precipitation,12,,,,
15.01.2020 11:00,18.6,759.7,765.1,,70,Wind blowing from the east-northeast,4,,6,100%., ,,,12.9,18.9,,,600-1000,,,8.0,13.0,No precipitation,6,,,,
15.01.2020 08:00,13.0,759.7,765.2,0.9,88,Wind blowing from the south-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,18.5,,,600-1000,,,6.0,11.0,No precipitation,12,,,,
15.01.2020 05:00,13.0,758.8,764.3,,89,Wind blowing from the east-northeast,3,,5,, ,,,12.9,18.5,,,,,,8.0,11.2,No precipitation,6,,,,
15.01.2020 02:00,14.2,759.1,764.6,,81,Wind blowing from the south-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,18.5,,,2500 or more  or no clouds.,,,9.0,10.9,No precipitation,12,,,,
14.01.2020 23:00,16.2,759.1,764.5,,75,Wind blowing from the east-northeast,1,,6,, ,,,14.5,18.5,,,,,,10.0,11.7,No precipitation,6,,,,
14.01.2020 20:00,17.0,758.5,764.0,0.6,73,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,18.5,,,1000-1500,,,9.0,12.1,No precipitation,12,,,,
14.01.2020 17:00,17.7,757.9,763.3,,71,Wind blowing from the east-northeast,3,,6,100%., ,,,14.5,18.5,,,1000-1500,,,8.0,12.3,No precipitation,6,,,,
14.01.2020 14:00,18.2,758.0,763.5,-2.2,75,Wind blowing from the east,3,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,19.1,,,1000-1500,,,5.0,13.7,No precipitation,12,,,,
14.01.2020 11:00,18.1,760.2,765.7,,77,Wind blowing from the east,4,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,19.1,,,1000-1500,,,6.0,14.0,No precipitation,6,,,,
14.01.2020 08:00,15.2,759.7,765.2,0.9,87,Wind blowing from the north-east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,5.0,13.0,No precipitation,12,,,,
14.01.2020 05:00,15.1,758.8,764.2,,76,Wind blowing from the east-northeast,1,,7,,Haze. ,,,12.0,19.1,,,,,,7.0,10.9,No precipitation,6,,,,
14.01.2020 02:00,14.8,759.1,764.6,,78,Wind blowing from the south-southeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.1,,,2500 or more  or no clouds.,,,7.0,11.0,No precipitation,12,,,,
13.01.2020 23:00,15.0,758.9,764.4,,75,Wind blowing from the east,1,,7,, ,,,12.0,19.1,,,,,,7.0,10.6,No precipitation,6,,,,
13.01.2020 20:00,15.4,757.6,763.1,0.9,68,Wind blowing from the north-east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.1,,,,,,12.0,9.5,No precipitation,12,,,,
13.01.2020 17:00,17.6,756.7,762.2,,59,Wind blowing from the east,3,,6,no clouds, ,,,12.0,19.1,,,,,,14.0,9.5,No precipitation,6,,,,
13.01.2020 14:00,18.3,757.3,762.7,,52,Wind blowing from the east-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,18.5,,,1000-1500,,,22.0,8.2,Trace of precipitation,12,,,,
13.01.2020 11:00,15.9,759.8,765.3,,54,Wind blowing from the east,2,,,100%., ,,,12.0,16.6,,,1000-1500,,,30.0,6.6,No precipitation,6,,,,
13.01.2020 08:00,12.4,759.2,764.8,0.7,76,Wind blowing from the east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,16.6,,,1500-2000,,,26.0,8.2,Trace of precipitation,12,,,,
13.01.2020 05:00,13.9,758.5,764.0,,67,Wind blowing from the east,1,,4,, ,,,,16.6,,,,,,29.0,7.8,No precipitation,6,,,,
13.01.2020 02:00,14.6,758.5,764.0,,68,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.6,,,2500 or more  or no clouds.,,,21.0,8.7,No precipitation,12,,,,
12.01.2020 23:00,15.0,758.9,764.4,,63,Wind blowing from the east-northeast,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.4,16.6,,,,,,24.0,8.0,No precipitation,6,,,,
12.01.2020 20:00,15.1,758.0,763.6,0.7,61,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.6,,,1000-1500,,,22.0,7.6,No precipitation,12,,,,
12.01.2020 17:00,16.0,757.3,762.8,,55,Wind blowing from the north,1,,8,100%., ,,,10.4,16.6,,,1000-1500,,,30.0,6.9,No precipitation,6,,,,
12.01.2020 14:00,15.7,757.8,763.3,-3.4,55,Wind blowing from the west-southwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,1000-1500,,,30.0,6.6,No precipitation,12,,,,
12.01.2020 11:00,12.9,761.2,766.7,,60,Wind blowing from the north-east,2,,8,40%., ,,,10.4,,,,1500-2000,,,30.0,5.3,No precipitation,6,,,,
12.01.2020 08:00,10.6,760.7,766.3,1.0,73,Wind blowing from the north,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,1000-1500,,,30.0,5.9,No precipitation,12,,,,
12.01.2020 05:00,11.4,759.7,765.2,,71,Wind blowing from the north,4,,10,, ,,,11.4,,,,,,,30.0,6.3,No precipitation,6,,,,
12.01.2020 02:00,12.0,759.7,765.2,0.3,74,Wind blowing from the north-northeast,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,24.9,,,2500 or more  or no clouds.,,,30.0,7.5,No precipitation,12,,,,
11.01.2020 23:00,13.3,759.4,764.9,,74,Wind blowing from the north-northeast,3,,10,, ,,,13.3,24.9,,,,,,30.0,8.7,No precipitation,6,,,,
11.01.2020 20:00,14.5,758.6,764.1,1.7,77,Wind blowing from the west,2,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,24.9,,,600-1000,,,24.0,10.5,No precipitation,12,,,,
11.01.2020 17:00,16.5,756.9,762.3,,82,Wind blowing from the north-east,6,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,24.9,,,,,,7.0,13.4,No precipitation,6,,,,
11.01.2020 14:00,22.9,755.5,760.8,,72,Wind blowing from the north-northwest,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,25.9,,,600-1000,,,12.0,17.5,No precipitation,12,,,,
11.01.2020 11:00,21.3,757.9,763.3,,84,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,25.9,,,600-1000,,,4.8,18.4,No precipitation,6,,,,
11.01.2020 08:00,18.3,757.2,762.6,1.1,99,Wind blowing from the north-east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,25.9,,,600-1000,,,2.7,18.1,No precipitation,12,,,,
11.01.2020 05:00,17.7,756.1,761.4,,99,Wind blowing from the south-southeast,2,,6,,Mist. ,,,17.5,25.9,,,,,,2.8,17.5,No precipitation,6,,,,
11.01.2020 02:00,18.7,755.8,761.2,-0.2,100,Wind blowing from the east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.9,,,2500 or more  or no clouds.,,,6.0,18.7,No precipitation,12,,,,
10.01.2020 23:00,20.4,756.0,761.3,,85,Wind blowing from the east-southeast,2,,,, ,,,18.5,25.9,,,,,,9.0,17.7,No precipitation,6,,,,
