Local time in Darhan Muminggan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 17:00,-7.0,651.6,778.9,,63,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-20.6,-4.1,,,,,,27.0,-13.0,No precipitation,6,,,,
23.01.2020 14:00,-7.3,651.3,778.0,-0.4,56,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-2.5,,,,,,21.0,-14.6,No precipitation,12,,,,
23.01.2020 11:00,-14.6,651.7,779.9,,67,Wind blowing from the south-east,2,,4,20–30%., ,,,-20.6,,,,2500 or more  or no clouds.,,,13.0,-19.4,No precipitation,6,,,,
23.01.2020 08:00,-20.4,650.8,779.2,1.0,79,Wind blowing from the south-east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-2.5,,,2500 or more  or no clouds.,,,9.0,-23.1,No precipitation,12,,,,
23.01.2020 05:00,-18.5,649.8,775.9,,77,Wind blowing from the east-southeast,1,,,, ,,,-18.8,-2.5,,,,,,10.0,-21.5,No precipitation,6,,,,
23.01.2020 02:00,-16.4,649.6,775.0,,75,Wind blowing from the south-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-2.5,,,2500 or more  or no clouds.,,,15.0,-19.8,No precipitation,12,,,,
22.01.2020 20:00,-9.4,648.3,775.3,1.9,70,Wind blowing from the east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-2.5,,,2500 or more  or no clouds.,,,16.0,-13.9,No precipitation,12,,,,
22.01.2020 17:00,-4.0,646.4,771.8,,56,Wind blowing from the west-southwest,2,,10,50%., ,,,-18.8,-2.5,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,6,,,,
22.01.2020 14:00,-3.2,645.5,769.6,,51,Wind blowing from the south-west,4,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-2.7,,,2500 or more  or no clouds.,,,26.0,-11.9,No precipitation,12,,,,
22.01.2020 11:00,-9.3,646.6,772.3,,65,Wind blowing from the south-west,3,,5,50%., ,,,-18.8,-2.7,,,2500 or more  or no clouds.,,,10.0,-14.8,No precipitation,6,,,,
22.01.2020 08:00,-17.7,646.0,773.0,0.4,79,Wind blowing from the east-southeast,2,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-2.7,,,2500 or more  or no clouds.,,,5.0,-20.5,No precipitation,12,,,,
22.01.2020 05:00,-18.1,645.6,771.1,,78,Wind blowing from the south-east,1,,5,,Haze. ,,,-18.1,-2.7,,,,,,6.0,-21.1,No precipitation,6,,,,
22.01.2020 02:00,-14.5,646.1,770.4,,73,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-2.7,,,2500 or more  or no clouds.,,,11.0,-18.3,No precipitation,12,,,,
21.01.2020 20:00,-10.8,645.7,771.7,0.9,72,Wind blowing from the south-southeast,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.7,,,2500 or more  or no clouds.,,,10.0,-14.9,No precipitation,12,,,,
21.01.2020 17:00,-4.8,644.8,768.7,,57,Wind blowing from the west,3,,7,20–30%., ,,,-14.3,-2.7,,,2500 or more  or no clouds.,,,17.0,-12.2,No precipitation,6,,,,
21.01.2020 14:00,-3.3,644.5,767.3,-1.1,57,Wind blowing from the south-west,3,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-3.2,,,2500 or more  or no clouds.,,,17.0,-10.6,No precipitation,12,,,,
21.01.2020 11:00,-7.9,645.6,769.1,,58,Wind blowing from the south,2,,14,60%., ,,,-14.3,-4.7,,,2500 or more  or no clouds.,,,17.0,-14.9,No precipitation,6,,,,
21.01.2020 08:00,-13.8,645.0,770.1,0.1,73,Wind blowing from the south-southeast,1,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-4.7,,,,,,15.0,-17.6,No precipitation,12,,,,
21.01.2020 05:00,-12.8,644.9,769.4,,71,Wind blowing from the south-southeast,1,,14,, ,,,,-4.7,,,,,,19.0,-17.0,No precipitation,6,,,,
21.01.2020 02:00,-9.7,644.8,768.1,,66,Wind blowing from the south-west,6,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.7,,,2500 or more  or no clouds.,,,27.0,-15.0,No precipitation,12,,,,
20.01.2020 20:00,-8.2,644.8,772.4,0.4,64,Wind blowing from the south-southwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-4.7,,,,,,30.0,-13.8,No precipitation,12,,,,
20.01.2020 17:00,-6.9,644.4,771.6,,57,Wind blowing from the south-southwest,7,,14,no clouds, ,,,-25.3,-4.7,,,,,,21.0,-14.0,No precipitation,6,,,,
20.01.2020 14:00,-5.3,645.3,771.8,-2.2,53,Wind blowing from the south-southwest,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-5.2,,,,,,30.0,-13.4,No precipitation,12,,,,
20.01.2020 11:00,-11.7,647.5,775.5,,57,Wind blowing from the south,3,,6,60%., ,,,-25.3,-7.2,,,2500 or more  or no clouds.,,,17.0,-18.5,No precipitation,6,,,,
20.01.2020 08:00,-23.6,648.0,778.2,0.0,72,Wind blowing from the south-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-7.2,,,2500 or more  or no clouds.,,,30.0,-27.2,No precipitation,12,,,,
20.01.2020 05:00,-23.6,648.0,776.5,,71,Wind blowing from the east-southeast,1,,5,, ,,,-23.6,-7.2,,,,,,30.0,-27.4,No precipitation,6,,,,
20.01.2020 02:00,-21.9,648.9,776.7,,71,Wind blowing from the south-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-7.2,,,2500 or more  or no clouds.,,,30.0,-25.7,No precipitation,12,,,,
19.01.2020 20:00,-15.2,649.1,777.4,1.4,65,Wind blowing from the east,2,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-7.2,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
19.01.2020 17:00,-9.1,647.7,774.1,,55,Wind blowing from the west,3,,11,20–30%., ,,,-17.9,-7.2,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,6,,,,
19.01.2020 14:00,-7.4,646.8,772.7,-0.2,51,Wind blowing from the west-northwest,6,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-7.3,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
19.01.2020 11:00,-10.1,647.0,774.0,,56,Wind blowing from the west-southwest,4,,10,20–30%., ,,,-17.9,-7.8,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,6,,,,
19.01.2020 08:00,-15.6,645.7,772.7,1.1,67,Wind blowing from the south-southwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,,,,,,,22.0,-20.3,No precipitation,12,,,,
19.01.2020 05:00,-16.1,644.6,770.8,,66,Wind blowing from the south-west,4,,10,, ,,,-17.9,-7.8,,,,,,19.0,-21.0,No precipitation,6,,,,
19.01.2020 02:00,-16.4,646.3,772.6,,61,Wind blowing from the south-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-7.8,,,2500 or more  or no clouds.,,,22.0,-22.2,No precipitation,12,,,,
18.01.2020 20:00,-13.4,647.9,774.1,0.4,63,Wind blowing from the west-southwest,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-7.8,,,,,,17.0,-19.1,No precipitation,12,,,,
18.01.2020 17:00,-10.6,647.5,773.3,,65,Wind blowing from the west-southwest,5,,13,no clouds, ,,,-16.1,-7.8,,,,,,14.0,-15.9,No precipitation,6,,,,
18.01.2020 14:00,-9.2,646.9,772.4,-1.0,61,Wind blowing from the west,7,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-7.8,,,2500 or more  or no clouds.,,,7.0,-15.5,No precipitation,12,,,,
18.01.2020 11:00,-8.9,647.9,774.1,,65,Wind blowing from the west-southwest,5,,11,50%., ,,,-16.1,-7.8,,,2500 or more  or no clouds.,,,9.0,-14.3,No precipitation,6,,,,
18.01.2020 08:00,-10.7,646.9,772.9,0.4,76,Wind blowing from the south-west,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-7.8,,,2500 or more  or no clouds.,,,11.0,-14.1,No precipitation,12,,,,
18.01.2020 05:00,-12.4,646.5,772.0,,79,Wind blowing from the south-west,4,,7,,Haze. ,,,-16.7,-7.8,,,,,,6.0,-15.4,No precipitation,6,,,,
18.01.2020 02:00,-13.2,648.0,773.7,,79,Wind blowing from the south-southwest,4,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-7.8,,,2500 or more  or no clouds.,,,5.0,-16.1,No precipitation,12,,,,
17.01.2020 20:00,-13.7,648.7,776.6,-0.1,80,Wind blowing from the south-southeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-7.8,,,2500 or more  or no clouds.,,,5.0,-16.4,No precipitation,12,,,,
17.01.2020 17:00,-10.1,648.8,774.6,,70,Wind blowing from the south-southwest,2,,7,70 – 80%., ,,,-16.7,-7.8,,,2500 or more  or no clouds.,,,9.0,-14.5,No precipitation,6,,,,
17.01.2020 14:00,-8.8,648.9,774.1,,67,Wind blowing from the south-west,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-8.8,,,2500 or more  or no clouds.,,,15.0,-13.8,0.7,12,,,,
17.01.2020 11:00,-14.2,650.2,777.4,,74,Wind blowing from the south,4,,6,70 – 80%., ,,,-18.1,-9.0,,,2500 or more  or no clouds.,,,10.0,-17.8,0.1,6,,,,
17.01.2020 08:00,-16.4,649.9,777.1,0.9,81,Wind blowing from the west-southwest,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-9.0,,,1000-1500,,,8.0,-19.0,1.0,12,,,,
17.01.2020 05:00,-11.7,649.0,774.6,,83,Wind blowing from the south,1,,6,,Rain and snow or ice pellets not falling as shower(s). ,,,,-9.0,,,,,,6.0,-14.0,1.0,6,,,,
17.01.2020 02:00,-10.9,649.3,775.4,,83,Wind blowing from the south-southeast,1,,6,,Rain and snow or ice pellets not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.0,,,2500 or more  or no clouds.,,,3.3,-13.2,0.4,12,,,,
16.01.2020 20:00,-10.2,649.8,778.9,0.6,67,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-9.0,,,1000-1500,,,17.0,-15.2,No precipitation,12,,,,
16.01.2020 17:00,-9.4,649.2,778.1,,62,Wind blowing from the south-east,1,,4,90  or more  but not 100%, ,,,-24.3,-9.0,,,1000-1500,,,17.0,-15.5,No precipitation,6,,,,
16.01.2020 14:00,-11.5,649.3,778.4,-1.9,59,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-8.8,,,1000-1500,,,24.0,-17.9,No precipitation,12,,,,
16.01.2020 11:00,-18.2,651.2,781.7,,65,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%, ,,,-24.3,-8.8,,,1000-1500,,,7.0,-23.3,No precipitation,6,,,,
16.01.2020 08:00,-23.6,651.1,782.1,0.1,72,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-8.8,,,1000-1500,,,6.0,-27.2,No precipitation,12,,,,
16.01.2020 05:00,-24.0,651.0,780.9,,76,Wind blowing from the south-east,1,,5,, ,,,-27.0,-8.8,,,,,,11.0,-27.0,No precipitation,6,,,,
16.01.2020 02:00,-22.2,651.6,780.7,,80,Wind blowing from the south-east,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-8.8,,,2500 or more  or no clouds.,,,9.0,-24.8,No precipitation,12,,,,
15.01.2020 20:00,-15.6,651.6,783.2,1.1,71,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-8.8,,,2500 or more  or no clouds.,,,9.0,-19.7,No precipitation,12,,,,
15.01.2020 17:00,-11.7,650.5,781.1,,61,Wind blowing from the south-east,1,,3,90  or more  but not 100%, ,,,-27.2,-8.8,,,1000-1500,,,11.0,-17.7,No precipitation,6,,,,
15.01.2020 14:00,-9.9,650.1,779.8,,49,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-7.5,,,1000-1500,,,12.0,-18.6,No precipitation,12,,,,
15.01.2020 11:00,-18.8,650.8,782.1,,64,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%, ,,,-27.2,,,,1000-1500,,,13.0,-23.9,No precipitation,6,,,,
15.01.2020 08:00,-25.9,650.2,782.0,0.9,71,Wind blowing from the south,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,,,,2500 or more  or no clouds.,,,10.0,-29.6,No precipitation,12,,,,
15.01.2020 05:00,-27.0,649.3,779.4,,72,Wind blowing from the south-southeast,2,,4,, ,,,-27.2,-7.5,,,,,,18.0,-30.5,No precipitation,6,,,,
15.01.2020 02:00,-25.7,649.4,778.9,,75,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-7.5,,,2500 or more  or no clouds.,,,13.0,-28.8,No precipitation,12,,,,
14.01.2020 20:00,-17.2,648.4,779.5,1.2,71,Wind blowing from the south-east,1,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-7.5,,,2500 or more  or no clouds.,,,10.0,-21.2,No precipitation,12,,,,
14.01.2020 17:00,-10.4,647.2,776.8,,56,Wind blowing from the south-west,2,,7,20–30%., ,,,-27.9,-7.5,,,2500 or more  or no clouds.,,,21.0,-17.5,No precipitation,6,,,,
14.01.2020 14:00,-9.3,646.5,775.9,-1.6,54,Wind blowing from the south-southwest,4,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-9.3,,,2500 or more  or no clouds.,,,23.0,-16.9,No precipitation,12,,,,
14.01.2020 11:00,-16.9,648.1,779.5,,77,Wind blowing from the south-east,1,,5,40%., ,,,-27.9,-14.0,,,2500 or more  or no clouds.,,,6.0,-20.0,No precipitation,6,,,,
14.01.2020 08:00,-24.6,648.3,781.0,0.2,76,Wind blowing from the south-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,,,,,,,9.0,-27.6,No precipitation,12,,,,
14.01.2020 05:00,-26.9,648.1,779.3,,75,Wind blowing from the south-east,1,,5,, ,,,-27.9,-14.0,,,,,,23.0,-30.0,No precipitation,6,,,,
14.01.2020 02:00,-27.6,649.0,780.7,,75,Wind blowing from the south-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-14.0,,,2500 or more  or no clouds.,,,30.0,-30.7,No precipitation,12,,,,
13.01.2020 20:00,-23.1,649.8,782.0,0.5,78,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-14.0,,,,,,16.0,-25.9,Trace of precipitation,12,,,,
13.01.2020 17:00,-15.5,649.3,779.3,,69,Wind blowing from the south-east,1,,5,no clouds, ,,,-22.8,-14.0,,,,,,30.0,-19.9,No precipitation,6,,,,
13.01.2020 14:00,-15.6,649.0,778.7,-1.0,68,Wind blowing from the south,3,,5,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-12.5,,,2500 or more  or no clouds.,,,28.0,-20.2,Trace of precipitation,12,,,,
13.01.2020 11:00,-19.1,650.0,780.8,,72,Wind blowing from the south,2,,4,50%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,,,,2500 or more  or no clouds.,,,6.0,-22.9,No precipitation,6,,,,
13.01.2020 08:00,-21.6,649.0,780.7,0.5,76,Wind blowing from the south-east,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,,,,2500 or more  or no clouds.,,,9.0,-24.7,No precipitation,12,,,,
13.01.2020 05:00,-21.5,648.5,778.1,,79,Wind blowing from the south,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,-22.8,-12.5,,,,,,9.0,-24.2,No precipitation,6,,,,
13.01.2020 02:00,-20.5,648.5,777.6,,75,Wind blowing from the south-southeast,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-12.5,,,2500 or more  or no clouds.,,,13.0,-23.8,No precipitation,12,,,,
12.01.2020 20:00,-21.7,648.5,779.9,0.8,78,Wind blowing from the south-southeast,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-11.5,,,2500 or more  or no clouds.,,,6.0,-24.5,No precipitation,12,,,,
12.01.2020 17:00,-14.7,647.7,776.8,,74,Wind blowing from the north,1,,4,60%., ,,,-21.6,-9.6,,,2500 or more  or no clouds.,,,25.0,-18.3,No precipitation,6,,,,
12.01.2020 14:00,-13.9,647.6,776.2,-1.4,66,Wind blowing from the west-southwest,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-8.0,,,2500 or more  or no clouds.,,,18.0,-18.9,0.1,12,,,,
12.01.2020 11:00,-17.5,649.0,778.1,,67,Wind blowing from the south-east,1,,4,70 – 80%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,,,,1000-1500,,,5.0,-22.2,No precipitation,6,,,,
12.01.2020 08:00,-21.0,648.1,776.6,0.8,76,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-21.6,-8.0,,,1000-1500,,,8.0,-24.1,0.1,12,,,,
12.01.2020 05:00,-20.2,647.3,774.9,,76,Wind blowing from the south-east,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,-20.2,-8.0,,,,,,6.0,-23.3,0.1,6,,,,
12.01.2020 02:00,-19.1,647.4,774.5,,78,Wind blowing from the south,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-8.0,,,2500 or more  or no clouds.,,,9.0,-22.0,0.1,12,,,,
11.01.2020 20:00,-11.5,647.4,775.1,0.7,79,Wind blowing from the west-southwest,1,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-8.0,,,1000-1500,,,2.7,-14.4,0.1,12,,,,
11.01.2020 17:00,-9.6,646.7,774.0,,75,Wind blowing from the west,2,,6,90  or more  but not 100%, ,,,-21.9,-8.0,,,1000-1500,,,8.0,-13.2,No precipitation,6,,,,
11.01.2020 14:00,-8.8,646.6,774.1,-1.7,57,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-8.8,,,1000-1500,,,30.0,-15.8,No precipitation,12,,,,
11.01.2020 11:00,-14.9,648.3,777.7,,67,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%, ,,,-21.9,-9.3,,,1000-1500,,,19.0,-19.8,No precipitation,6,,,,
11.01.2020 08:00,-18.8,648.3,778.2,-0.7,73,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-22.4,No precipitation,12,,,,
11.01.2020 05:00,-19.3,649.0,777.3,,73,Wind blowing from the east-southeast,2,,5,, ,,,-26.4,-9.3,,,,,,30.0,-22.9,No precipitation,6,,,,
11.01.2020 02:00,-21.4,650.1,778.9,,76,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-9.3,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
10.01.2020 20:00,-18.7,651.4,784.0,0.6,73,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-9.3,,,2500 or more  or no clouds.,,,15.0,-22.3,No precipitation,12,,,,
10.01.2020 17:00,-11.9,650.8,781.1,,62,Wind blowing from the south-east,1,,6,20–30%., ,,,-26.4,-9.3,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,6,,,,
10.01.2020 14:00,-10.9,650.1,779.1,-1.6,55,Wind blowing from the west,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-10.3,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
10.01.2020 11:00,-18.0,651.7,782.3,,80,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-26.4,-10.3,,,,,,8.0,-20.7,No precipitation,6,,,,
10.01.2020 08:00,-26.2,650.8,782.8,0.3,77,Wind blowing from the south-east,1,,3,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-10.3,,,2500 or more  or no clouds.,,,4.6,-29.0,Trace of precipitation,12,,,,
10.01.2020 05:00,-25.4,650.5,780.9,,78,Wind blowing from the south-east,1,,3,, ,,,-25.5,-10.3,,,,,,8.0,-28.1,No precipitation,6,,,,
10.01.2020 02:00,-22.2,651.0,780.4,,80,Wind blowing from the south-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-10.3,,,2500 or more  or no clouds.,,,4.0,-24.7,No precipitation,12,,,,
09.01.2020 20:00,-17.1,649.8,781.2,0.8,79,Wind blowing from the south-east,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-10.3,,,2500 or more  or no clouds.,,,7.0,-19.9,No precipitation,12,,,,
09.01.2020 17:00,-12.2,649.0,778.6,,71,Wind blowing from the east-southeast,1,,4,50%., ,,,-24.9,-10.3,,,2500 or more  or no clouds.,,,9.0,-16.4,No precipitation,6,,,,
09.01.2020 14:00,-11.4,648.4,777.4,-1.4,64,Wind blowing from the south-east,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-10.0,,,2500 or more  or no clouds.,,,8.0,-17.0,No precipitation,12,,,,
09.01.2020 11:00,-18.4,649.8,780.7,,69,Wind blowing from the south-east,2,,4,40%., ,,,-24.9,-10.0,,,2500 or more  or no clouds.,,,6.0,-22.7,No precipitation,6,,,,
