Local time in Siping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 05:00,-25.8,761.6,780.3,,79,Wind blowing from the south-southeast,1,,3,, ,,,-25.8,-6.0,,,,,,14.0,-28.4,No precipitation,6,,,,
24.01.2020 02:00,-22.3,761.0,779.4,,85,Wind blowing from the south-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-6.0,,,2500 or more  or no clouds.,,,7.0,-24.2,No precipitation,12,,,,
23.01.2020 20:00,-18.5,758.7,776.9,1.1,81,Wind blowing from the south-southeast,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-6.0,,,,,,7.0,-21.0,No precipitation,12,,,,
23.01.2020 17:00,-10.6,757.6,775.4,,68,Wind blowing from the south-west,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-6.0,,,,,,3.8,-15.4,No precipitation,6,,,,
23.01.2020 14:00,-6.6,755.8,773.6,1.2,56,Wind blowing from the west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.7,,,,,,27.0,-14.1,No precipitation,12,,,,
23.01.2020 11:00,-8.1,754.6,772.5,,76,Wind blowing from the west-southwest,2,,7,no clouds, ,,,,,,,,,,8.0,-11.7,No precipitation,6,,,,
23.01.2020 08:00,-7.1,752.7,770.6,2.3,96,Wind blowing from the west-southwest,4,,7,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.1,,,1000-1500,,,3.6,-7.7,No precipitation,12,,,,
23.01.2020 05:00,-6.4,750.4,768.1,,97,Wind blowing from the south-west,3,,5,,Mist. ,,,-14.0,-3.1,,,,,,0.7,-6.8,No precipitation,6,,,,
23.01.2020 02:00,-7.4,750.1,767.7,,90,Wind blowing from the south-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-2.2,,,2500 or more  or no clouds.,,,4.1,-8.8,No precipitation,12,,,,
22.01.2020 20:00,-13.6,751.0,768.8,-0.4,90,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-1.7,,,,,,1.9,-14.9,No precipitation,12,,,,
22.01.2020 17:00,-8.1,751.4,769.0,,83,Wind blowing from the north-east,0,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-1.7,,,2500 or more  or no clouds.,,,6.0,-10.5,No precipitation,6,,,,
22.01.2020 14:00,-3.9,751.1,768.5,,75,Wind blowing from the south-west,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,-0.5,,,2500 or more  or no clouds.,,,11.0,-7.8,No precipitation,12,,,,
22.01.2020 11:00,-3.4,751.5,768.9,,78,Wind blowing from the west-southwest,3,,8,90  or more  but not 100%, ,,,-5.4,-0.5,,,1500-2000,,,12.0,-6.8,No precipitation,6,,,,
22.01.2020 08:00,-4.4,750.6,768.0,0.7,87,Wind blowing from the south-southwest,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.5,,,1500-2000,,,5.0,-6.3,No precipitation,12,,,,
22.01.2020 05:00,-3.3,749.9,767.2,,78,Wind blowing from the west,1,,9,, ,,,,-0.5,,,,,,30.0,-6.7,No precipitation,6,,,,
22.01.2020 02:00,-2.3,750.3,767.5,,73,Wind blowing from the south-west,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.5,,,2500 or more  or no clouds.,,,30.0,-6.6,No precipitation,12,,,,
21.01.2020 20:00,-4.0,750.0,767.7,0.7,53,Wind blowing from the south,4,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.5,,,,,,30.0,-12.3,No precipitation,12,,,,
21.01.2020 17:00,-1.8,749.3,767.2,,54,Wind blowing from the south-southwest,5,,16,no clouds, ,,,,-0.5,,,,,,30.0,-10.0,No precipitation,6,,,,
21.01.2020 14:00,-0.6,748.5,766.4,-1.9,52,Wind blowing from the south-southwest,9,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-0.6,,,,,,30.0,-9.4,No precipitation,12,,,,
21.01.2020 11:00,-2.9,750.4,768.3,,46,Wind blowing from the south,7,,12,20–30%., ,,,-23.8,-2.9,,,1000-1500,,,30.0,-13.1,No precipitation,6,,,,
21.01.2020 08:00,-13.6,751.9,770.2,-0.6,79,Calm  no wind,0,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-10.1,,,2500 or more  or no clouds.,,,5.0,-16.5,No precipitation,12,,,,
21.01.2020 05:00,-20.1,752.5,770.9,,83,Wind blowing from the south-southeast,1,,3,, ,,,-23.8,-10.1,,,,,,7.0,-22.3,No precipitation,6,,,,
21.01.2020 02:00,-22.8,753.7,772.0,,82,Wind blowing from the south-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-10.1,,,2500 or more  or no clouds.,,,19.0,-25.1,No precipitation,12,,,,
20.01.2020 20:00,-19.3,753.1,771.5,1.0,84,Wind blowing from the east-southeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-10.1,,,,,,5.0,-21.4,0.1,12,,,,
20.01.2020 17:00,-14.9,752.1,770.5,,76,Wind blowing from the south-southwest,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-10.1,,,,,,6.0,-18.2,0.1,6,,,,
20.01.2020 14:00,-10.6,750.4,768.6,1.2,71,Wind blowing from the south-west,3,,6,60%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-9.4,,,1500-2000,,,21.0,-14.9,0.1,12,,,,
20.01.2020 11:00,-12.5,749.2,767.5,,79,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%, ,,,-22.7,-7.7,,,2500 or more  or no clouds.,,,8.0,-15.4,No precipitation,6,,,,
20.01.2020 08:00,-15.9,747.7,766.0,1.2,86,Wind blowing from the south-west,3,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-7.0,,,2500 or more  or no clouds.,,,5.0,-17.7,No precipitation,12,,,,
20.01.2020 05:00,-21.9,746.5,764.7,,82,Calm  no wind,0,,,,Mist. ,,,-22.7,-5.4,,,,,,5.0,-24.2,No precipitation,6,,,,
20.01.2020 02:00,-21.6,747.4,765.5,,82,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-5.4,,,2500 or more  or no clouds.,,,6.0,-23.9,No precipitation,12,,,,
19.01.2020 20:00,-17.1,748.0,765.9,0.4,88,Calm  no wind,0,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-5.4,,,2500 or more  or no clouds.,,,0.4,-18.6,0.5,12,,,,
19.01.2020 17:00,-11.0,747.6,765.2,,88,Wind blowing from the south-west,2,,7,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-5.4,,,1500-2000,,,5.0,-12.6,0.4,6,,,,
19.01.2020 14:00,-9.4,746.5,764.0,0.4,83,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-5.4,,,1500-2000,,,7.0,-11.8,2.0,12,,,,
19.01.2020 11:00,-7.9,746.1,763.6,,85,Wind blowing from the west,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-5.4,,,1000-1500,,,2.5,-10.0,0.6,6,,,,
19.01.2020 08:00,-7.0,744.9,762.4,1.4,93,Wind blowing from the west-northwest,2,,5,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.4,,,1000-1500,,,2.7,-8.0,2.0,12,,,,
19.01.2020 05:00,-5.5,743.5,760.9,,95,Wind blowing from the west-southwest,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-5.5,,,,,,2.5,-6.2,2.0,6,,,,
19.01.2020 02:00,-5.8,744.2,761.6,,93,Wind blowing from the south,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.5,,,2500 or more  or no clouds.,,,2.5,-6.7,0.9,12,,,,
18.01.2020 20:00,-8.6,746.2,764.3,-0.9,73,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-5.5,,,1000-1500,,,5.0,-12.6,No precipitation,12,,,,
18.01.2020 17:00,-9.2,747.1,765.3,,67,Wind blowing from the south,1,,6,, ,,,-23.8,-5.5,,,,,,7.0,-14.3,No precipitation,6,,,,
18.01.2020 14:00,-6.4,748.1,766.1,-1.7,62,Wind blowing from the south-west,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-5.5,,,2500 or more  or no clouds.,,,20.0,-12.6,No precipitation,12,,,,
18.01.2020 11:00,-8.5,749.8,768.0,,58,Wind blowing from the south-west,2,,3,20–30%., ,,,-23.8,-7.0,,,1000-1500,,,11.0,-15.4,No precipitation,6,,,,
18.01.2020 08:00,-22.8,750.8,769.3,0.4,81,Wind blowing from the south-southeast,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,,,,,,,3.0,-25.2,No precipitation,12,,,,
18.01.2020 05:00,-22.0,750.4,768.7,,83,Wind blowing from the south-southeast,1,,2,, ,,,-25.3,-7.0,,,,,,16.0,-24.1,No precipitation,6,,,,
18.01.2020 02:00,-21.0,751.8,769.9,,83,Wind blowing from the east-southeast,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-7.0,,,2500 or more  or no clouds.,,,8.0,-23.2,No precipitation,12,,,,
17.01.2020 20:00,-17.7,752.5,771.1,-0.2,79,Wind blowing from the south-southeast,0,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-7.0,,,2500 or more  or no clouds.,,,3.6,-20.5,No precipitation,12,,,,
17.01.2020 17:00,-12.4,752.7,771.1,,64,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-7.0,,,2500 or more  or no clouds.,,,5.0,-17.9,No precipitation,6,,,,
17.01.2020 14:00,-7.2,752.9,771.2,,50,Wind blowing from the south-southwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-7.2,,,,,,14.0,-16.0,No precipitation,12,,,,
17.01.2020 11:00,-10.1,754.3,772.6,,60,Wind blowing from the south,1,,2,no clouds, ,,,-26.2,-10.1,,,,,,9.0,-16.5,No precipitation,6,,,,
17.01.2020 08:00,-22.2,754.0,772.9,-0.6,82,Wind blowing from the east-southeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,,,,,,,1.6,-24.5,No precipitation,12,,,,
17.01.2020 05:00,-24.6,754.6,773.3,,79,Calm  no wind,0,,,, ,,,-26.2,-12.1,,,,,,7.0,-27.2,No precipitation,6,,,,
17.01.2020 02:00,-24.6,755.2,773.8,,80,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-12.1,,,2500 or more  or no clouds.,,,8.0,-27.1,No precipitation,12,,,,
16.01.2020 20:00,-22.8,755.8,774.8,-0.3,82,Wind blowing from the south-east,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-12.1,,,,,,2.4,-25.1,No precipitation,12,,,,
16.01.2020 17:00,-17.2,756.1,774.8,,74,Wind blowing from the east-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-12.1,,,,,,3.9,-20.8,No precipitation,6,,,,
16.01.2020 14:00,-12.4,756.1,774.5,-0.9,65,Wind blowing from the south-west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-8.8,,,,,,6.0,-17.7,No precipitation,12,,,,
16.01.2020 11:00,-15.4,757.0,775.6,,77,Wind blowing from the south-west,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-8.8,,,,,,3.4,-18.6,No precipitation,6,,,,
16.01.2020 08:00,-24.6,756.5,775.3,0.7,82,Wind blowing from the north,0,,2,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-8.8,,,2500 or more  or no clouds.,,,1.7,-26.8,No precipitation,12,,,,
16.01.2020 05:00,-24.1,755.8,774.4,,82,Wind blowing from the south-southwest,1,,2,,Mist. ,,,-25.9,-8.8,,,,,,4.8,-26.3,No precipitation,6,,,,
16.01.2020 02:00,-22.3,755.3,773.7,,84,Wind blowing from the east-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-8.8,,,2500 or more  or no clouds.,,,6.0,-24.3,No precipitation,12,,,,
15.01.2020 20:00,-18.4,755.2,774.0,0.4,84,Wind blowing from the east-southeast,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-8.8,,,,,,5.0,-20.5,No precipitation,12,,,,
15.01.2020 17:00,-16.0,754.8,773.5,,74,Wind blowing from the south-southeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-8.8,,,,,,4.3,-19.6,No precipitation,6,,,,
15.01.2020 14:00,-9.1,754.7,773.1,,64,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-9.1,,,,,,9.0,-14.8,No precipitation,12,,,,
15.01.2020 11:00,-11.1,755.5,773.9,,65,Wind blowing from the south-west,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-8.9,,,,,,5.0,-16.5,No precipitation,6,,,,
15.01.2020 08:00,-24.0,755.7,774.6,0.2,80,Calm  no wind,0,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,,,,2500 or more  or no clouds.,,,6.0,-26.5,No precipitation,12,,,,
15.01.2020 05:00,-25.5,755.5,774.3,,80,Wind blowing from the south-east,2,,2,, ,,,-28.4,-8.9,,,,,,21.0,-28.0,No precipitation,6,,,,
15.01.2020 02:00,-24.0,755.8,774.3,,81,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.4,-8.9,,,2500 or more  or no clouds.,,,5.0,-26.4,No precipitation,12,,,,
14.01.2020 20:00,-22.6,755.9,774.9,0.3,84,Wind blowing from the east-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.4,-8.9,,,,,,1.7,-24.6,No precipitation,12,,,,
14.01.2020 17:00,-16.9,755.6,774.4,,79,Wind blowing from the south-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.4,-8.9,,,,,,3.7,-19.7,No precipitation,6,,,,
14.01.2020 14:00,-9.5,754.9,773.4,-0.8,61,Wind blowing from the west-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.4,-8.9,,,,,,23.0,-15.7,No precipitation,12,,,,
14.01.2020 11:00,-12.3,755.7,774.3,,65,Wind blowing from the south-west,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.4,-12.3,,,2500 or more  or no clouds.,,,7.0,-17.6,No precipitation,6,,,,
14.01.2020 08:00,-25.8,756.0,775.0,0.8,79,Wind blowing from the south-east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.4,,,,,,,4.2,-28.4,No precipitation,12,,,,
14.01.2020 05:00,-27.5,755.2,774.1,,79,Wind blowing from the south-east,1,,2,, ,,,-28.2,-13.3,,,,,,7.0,-30.1,No precipitation,6,,,,
14.01.2020 02:00,-26.2,755.0,773.6,,79,Wind blowing from the north,0,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-13.3,,,2500 or more  or no clouds.,,,6.0,-28.7,No precipitation,12,,,,
13.01.2020 20:00,-23.3,753.9,772.7,1.0,83,Wind blowing from the south,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-13.3,,,,,,3.2,-25.4,No precipitation,12,,,,
13.01.2020 17:00,-18.4,752.9,771.6,,72,Wind blowing from the west-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-13.3,,,,,,5.0,-22.3,No precipitation,6,,,,
13.01.2020 14:00,-13.4,751.6,770.0,0.6,64,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-13.3,,,,,,11.0,-18.9,No precipitation,12,,,,
13.01.2020 11:00,-15.0,751.0,769.6,,72,Wind blowing from the south-west,3,,4,no clouds, ,,,-25.0,-14.4,,,,,,9.0,-19.0,No precipitation,6,,,,
13.01.2020 08:00,-22.4,750.1,768.7,1.4,81,Wind blowing from the south,1,,2,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,,,,1500-2000,,,4.0,-24.8,No precipitation,12,,,,
13.01.2020 05:00,-23.4,748.7,767.2,,82,Wind blowing from the south-southeast,1,,2,, ,,,-26.4,-14.4,,,,,,14.0,-25.6,No precipitation,6,,,,
13.01.2020 02:00,-23.6,748.9,767.3,,83,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-14.4,,,2500 or more  or no clouds.,,,11.0,-25.7,0.1,12,,,,
12.01.2020 20:00,-21.3,749.5,768.2,0.0,85,Wind blowing from the south-southeast,1,,4,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-14.4,,,1000-1500,,,3.6,-23.2,0.1,12,,,,
12.01.2020 17:00,-16.7,749.5,768.1,,81,Wind blowing from the south-west,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-14.4,,,1000-1500,,,5.0,-19.2,No precipitation,6,,,,
12.01.2020 14:00,-14.4,749.6,768.1,-0.9,77,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-11.8,,,1500-2000,,,7.0,-17.6,No precipitation,12,,,,
12.01.2020 11:00,-15.9,750.5,769.0,,85,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-11.5,,,1500-2000,,,4.2,-17.9,No precipitation,6,,,,
12.01.2020 08:00,-23.4,750.8,769.6,0.2,82,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,,,,,,,7.0,-25.6,No precipitation,12,,,,
12.01.2020 05:00,-25.5,750.6,769.2,,81,Calm  no wind,0,,,, ,,,-26.3,-11.5,,,,,,9.0,-27.8,No precipitation,6,,,,
12.01.2020 02:00,-23.7,751.6,769.9,,83,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-11.5,,,2500 or more  or no clouds.,,,6.0,-25.8,No precipitation,12,,,,
11.01.2020 20:00,-22.0,752.9,771.7,0.4,84,Wind blowing from the south-east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-11.5,,,,,,3.1,-24.0,No precipitation,12,,,,
11.01.2020 17:00,-16.9,752.5,771.1,,78,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-11.5,,,2500 or more  or no clouds.,,,5.0,-19.9,No precipitation,6,,,,
11.01.2020 14:00,-12.1,751.8,770.1,-0.8,64,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-7.6,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
11.01.2020 11:00,-14.3,752.6,771.0,,85,Wind blowing from the south-southwest,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-6.7,,,,,,6.0,-16.3,No precipitation,6,,,,
11.01.2020 08:00,-21.8,752.2,770.8,1.1,82,Wind blowing from the south-east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,,,,,,,5.0,-24.1,No precipitation,12,,,,
11.01.2020 05:00,-21.8,751.1,769.4,,81,Wind blowing from the south,1,,2,,Mist. ,,,-23.1,-6.7,,,,,,3.6,-24.2,No precipitation,6,,,,
11.01.2020 02:00,-20.9,751.0,769.1,,82,Wind blowing from the north,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-6.7,,,2500 or more  or no clouds.,,,4.0,-23.2,No precipitation,12,,,,
10.01.2020 20:00,-20.1,750.7,769.2,0.6,87,Wind blowing from the south-southeast,1,,7,no clouds,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-6.7,,,,,,0.1,-21.7,No precipitation,12,,,,
10.01.2020 17:00,-11.5,750.1,768.3,,87,Wind blowing from the west-southwest,2,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-6.7,,,,,,3.1,-13.3,No precipitation,6,,,,
10.01.2020 14:00,-7.6,749.5,767.7,-0.9,78,Wind blowing from the south-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-6.7,,,,,,8.0,-10.8,No precipitation,12,,,,
10.01.2020 11:00,-8.6,750.4,768.5,,93,Wind blowing from the south-southwest,1,,2,no clouds, ,,,-21.8,-7.3,,,,,,8.0,-9.6,No precipitation,6,,,,
10.01.2020 08:00,-19.2,751.3,769.8,-0.1,83,Calm  no wind,0,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,,,,1000-1500,,,2.1,-21.4,No precipitation,12,,,,
10.01.2020 05:00,-20.1,751.4,769.9,,83,Wind blowing from the south-east,1,,2,,Mist. ,,,-21.7,-7.3,,,,,,7.0,-22.3,No precipitation,6,,,,
10.01.2020 02:00,-21.7,752.3,770.5,,82,Wind blowing from the south-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-7.3,,,2500 or more  or no clouds.,,,7.0,-24.0,No precipitation,12,,,,
