Local time in Fujin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 20:00,-14.5,759.7,766.6,1.3,84,Wind blowing from the south-west,4,,6,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-10.7,,,2500 or more  or no clouds.,,,4.6,-16.7,No precipitation,12,,,,
23.01.2020 17:00,-12.9,758.4,765.2,,84,Wind blowing from the west-northwest,2,,,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-10.7,,,2500 or more  or no clouds.,,,3.3,-15.0,No precipitation,6,,,,
23.01.2020 14:00,-11.2,757.6,764.3,-1.8,65,Wind blowing from the south-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-8.4,,,2500 or more  or no clouds.,,,7.0,-16.5,No precipitation,12,,,,
23.01.2020 11:00,-13.3,759.4,766.1,,72,Wind blowing from the south-east,2,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-8.1,,,2500 or more  or no clouds.,,,6.0,-17.4,No precipitation,6,,,,
23.01.2020 08:00,-17.2,760.9,767.7,-0.5,78,Wind blowing from the east,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-8.1,,,2500 or more  or no clouds.,,,1.9,-20.1,No precipitation,12,,,,
23.01.2020 05:00,-20.8,761.4,768.2,,82,Wind blowing from the south-west,1,,,,Mist. ,,,-22.0,-8.1,,,,,,5.0,-23.1,No precipitation,6,,,,
23.01.2020 02:00,-17.4,761.8,768.5,-0.1,71,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-8.1,,,2500 or more  or no clouds.,,,9.0,-21.4,No precipitation,12,,,,
22.01.2020 23:00,-15.5,761.9,768.7,,74,Wind blowing from the west,3,,,, ,,,-15.7,-8.1,,,,,,9.0,-19.2,No precipitation,6,,,,
22.01.2020 20:00,-12.0,761.6,768.4,1.3,64,Wind blowing from the west-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-8.1,,,,,,11.0,-17.4,No precipitation,12,,,,
22.01.2020 17:00,-11.6,760.3,767.1,,70,Wind blowing from the south-west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-8.1,,,,,,1.5,-16.0,No precipitation,6,,,,
22.01.2020 14:00,-8.4,759.3,766.0,0.5,61,Wind blowing from the west,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-8.1,,,,,,9.0,-14.6,No precipitation,12,,,,
22.01.2020 11:00,-9.9,758.8,765.5,,71,Wind blowing from the west,4,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-9.0,,,2500 or more  or no clouds.,,,6.0,-14.3,No precipitation,6,,,,
22.01.2020 08:00,-15.4,758.3,765.1,1.8,82,Wind blowing from the west,2,,6,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-9.0,,,2500 or more  or no clouds.,,,4.6,-17.8,No precipitation,12,,,,
22.01.2020 05:00,-10.9,756.5,763.2,,71,Wind blowing from the west,2,,,,Haze. ,,,-18.3,-9.0,,,,,,5.0,-15.1,No precipitation,6,,,,
22.01.2020 02:00,-9.5,756.8,763.4,-1.3,74,Wind blowing from the south-southeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-9.3,,,2500 or more  or no clouds.,,,12.0,-13.3,No precipitation,12,,,,
21.01.2020 23:00,-13.1,758.1,764.8,,76,Wind blowing from the east-southeast,3,,,, ,,,-18.5,-9.3,,,,,,8.0,-16.4,No precipitation,6,,,,
21.01.2020 20:00,-15.6,760.0,766.8,-0.6,78,Wind blowing from the south-east,3,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-9.3,,,,,,5.0,-18.6,No precipitation,12,,,,
21.01.2020 17:00,-14.1,760.6,767.5,,75,Wind blowing from the south-east,3,,,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-9.3,,,2500 or more  or no clouds.,,,4.3,-17.6,No precipitation,6,,,,
21.01.2020 14:00,-9.4,760.9,767.7,-1.0,63,Wind blowing from the south-west,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-9.3,,,2500 or more  or no clouds.,,,6.0,-15.3,No precipitation,12,,,,
21.01.2020 11:00,-12.0,761.9,768.7,,70,Wind blowing from the west,5,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-12.0,,,,,,3.7,-16.4,No precipitation,6,,,,
21.01.2020 08:00,-16.1,761.8,768.6,1.3,75,Wind blowing from the west-southwest,3,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-12.2,,,,,,2.0,-19.5,No precipitation,12,,,,
21.01.2020 05:00,-16.4,760.5,767.3,,77,Wind blowing from the west,5,,,,Haze. ,,,-18.7,-12.2,,,,,,2.3,-19.6,No precipitation,6,,,,
21.01.2020 02:00,-18.2,760.0,766.9,1.0,80,Wind blowing from the west,5,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-12.2,,,2500 or more  or no clouds.,,,1.8,-20.8,No precipitation,12,,,,
20.01.2020 23:00,-16.4,759.0,765.8,,71,Wind blowing from the west,4,,,, ,,,-18.7,-12.2,,,,,,7.0,-20.4,No precipitation,6,,,,
20.01.2020 20:00,-15.3,757.9,764.8,,65,Wind blowing from the west-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-12.2,,,,,,13.0,-20.4,No precipitation,12,,,,
20.01.2020 17:00,-14.5,756.7,763.6,,67,Wind blowing from the west,6,,,no clouds, ,,,-18.7,-12.0,,,,,,9.0,-19.3,No precipitation,6,,,,
20.01.2020 14:00,-12.5,755.8,762.6,0.0,62,Wind blowing from the west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-10.5,,,,,,9.0,-18.3,No precipitation,12,,,,
20.01.2020 11:00,-13.9,755.8,762.5,,66,Wind blowing from the west-northwest,6,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-10.4,,,,,,7.0,-18.9,No precipitation,6,,,,
20.01.2020 08:00,-18.6,755.8,762.7,0.6,76,Wind blowing from the west,3,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-10.4,,,2500 or more  or no clouds.,,,3.1,-21.8,No precipitation,12,,,,
20.01.2020 05:00,-16.8,755.2,761.9,,76,Wind blowing from the west,3,,,,Haze. ,,,-22.9,-10.4,,,,,,6.0,-20.0,No precipitation,6,,,,
20.01.2020 02:00,-15.6,755.3,762.1,0.0,84,Wind blowing from the west,3,,6,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-10.4,,,2500 or more  or no clouds.,,,6.0,-17.7,No precipitation,12,,,,
19.01.2020 23:00,-15.1,755.3,762.1,,87,Wind blowing from the west,3,,,,Mist. ,,,-22.9,-10.4,,,,,,3.9,-16.8,No precipitation,6,,,,
19.01.2020 20:00,-14.6,755.6,762.4,0.1,81,Wind blowing from the south-southwest,1,,4,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-10.4,,,2500 or more  or no clouds.,,,2.0,-17.1,No precipitation,12,,,,
19.01.2020 17:00,-12.0,755.5,762.4,,72,Wind blowing from the west,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-10.4,,,2500 or more  or no clouds.,,,1.7,-16.0,No precipitation,6,,,,
19.01.2020 14:00,-10.5,755.2,761.9,-1.0,63,Wind blowing from the west-northwest,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-10.4,,,2500 or more  or no clouds.,,,9.0,-16.2,No precipitation,12,,,,
19.01.2020 11:00,-14.2,756.2,763.0,,83,Wind blowing from the south,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-11.9,,,2500 or more  or no clouds.,,,2.0,-16.5,No precipitation,6,,,,
19.01.2020 08:00,-22.4,756.7,763.6,0.0,80,Wind blowing from the south-southeast,1,,2,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-11.9,,,2500 or more  or no clouds.,,,2.5,-24.9,No precipitation,12,,,,
19.01.2020 05:00,-22.3,756.7,763.6,,81,Wind blowing from the south-southeast,1,,,,Mist. ,,,-24.0,-11.9,,,,,,5.0,-24.7,No precipitation,6,,,,
19.01.2020 02:00,-21.2,757.4,764.2,-0.5,82,Wind blowing from the south-east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-11.9,,,2500 or more  or no clouds.,,,4.1,-23.5,No precipitation,12,,,,
18.01.2020 23:00,-19.4,757.9,764.8,,82,Wind blowing from the south-east,1,,,,Mist. ,,,-24.0,-11.9,,,,,,3.5,-21.7,No precipitation,6,,,,
18.01.2020 20:00,-18.7,758.7,765.6,-0.1,84,Wind blowing from the south,1,,6,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-11.9,,,2500 or more  or no clouds.,,,3.3,-20.7,No precipitation,12,,,,
18.01.2020 17:00,-15.3,758.8,765.7,,74,Wind blowing from the south-southeast,2,,,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-11.9,,,2500 or more  or no clouds.,,,6.0,-18.9,No precipitation,6,,,,
18.01.2020 14:00,-12.1,758.8,765.7,-1.2,63,Wind blowing from the west-southwest,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-11.6,,,2500 or more  or no clouds.,,,8.0,-17.7,No precipitation,12,,,,
18.01.2020 11:00,-13.1,760.0,766.9,,66,Wind blowing from the west,4,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-11.6,,,2500 or more  or no clouds.,,,7.0,-18.1,No precipitation,6,,,,
18.01.2020 08:00,-21.6,760.7,767.7,-0.1,81,Wind blowing from the south,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,,,,2500 or more  or no clouds.,,,3.3,-24.0,No precipitation,12,,,,
18.01.2020 05:00,-22.8,760.8,767.7,,80,Wind blowing from the south-southeast,1,,,,Haze. ,,,-22.9,-11.6,,,,,,7.0,-25.3,No precipitation,6,,,,
18.01.2020 02:00,-22.1,761.2,768.1,-0.3,80,Wind blowing from the south,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-11.6,,,2500 or more  or no clouds.,,,6.0,-24.6,No precipitation,12,,,,
17.01.2020 23:00,-20.7,761.5,768.4,,81,Wind blowing from the south-southwest,1,,,,Mist. ,,,-21.0,-11.6,,,,,,7.0,-23.1,No precipitation,6,,,,
17.01.2020 20:00,-18.4,761.8,768.7,-0.2,77,Wind blowing from the south-southeast,1,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-11.6,,,,,,5.0,-21.4,No precipitation,12,,,,
17.01.2020 17:00,-13.9,762.0,768.8,,65,Wind blowing from the west-southwest,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-11.6,,,,,,3.1,-19.1,No precipitation,6,,,,
17.01.2020 14:00,-11.9,761.6,768.4,-0.8,58,Wind blowing from the west,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-11.8,,,,,,9.0,-18.5,No precipitation,12,,,,
17.01.2020 11:00,-14.3,762.4,769.2,,62,Wind blowing from the west,7,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-11.9,,,,,,6.0,-20.0,No precipitation,6,,,,
17.01.2020 08:00,-18.1,762.7,769.6,0.8,68,Wind blowing from the west,7,,12,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,,,,,,,3.3,-22.6,No precipitation,12,,,,
17.01.2020 05:00,-18.6,761.9,768.7,,70,Wind blowing from the west,6,,,,Haze. ,,,-19.5,-11.9,,,,,,4.2,-22.7,No precipitation,6,,,,
17.01.2020 02:00,-18.3,761.8,768.6,0.6,70,Wind blowing from the west,6,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-11.9,,,2500 or more  or no clouds.,,,4.7,-22.4,No precipitation,12,,,,
16.01.2020 23:00,-17.4,761.2,768.1,,71,Wind blowing from the west,5,,,,Haze. ,,,-19.5,-11.9,,,,,,4.4,-21.4,No precipitation,6,,,,
16.01.2020 20:00,-16.4,761.2,768.1,0.3,75,Wind blowing from the west,5,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-11.9,,,,,,3.5,-19.9,No precipitation,12,,,,
16.01.2020 17:00,-14.1,760.9,767.8,,68,Wind blowing from the west,6,,,, ,,,-19.5,-11.9,,,,,,13.0,-18.7,No precipitation,6,,,,
16.01.2020 14:00,-11.9,760.0,766.9,-1.0,62,Wind blowing from the west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-10.4,,,,,,13.0,-17.7,No precipitation,12,,,,
16.01.2020 11:00,-13.8,761.0,767.8,,68,Wind blowing from the west,5,,,40%., ,,,-19.5,-10.4,,,2500 or more  or no clouds.,,,11.0,-18.4,No precipitation,6,,,,
16.01.2020 08:00,-18.3,761.5,768.4,0.0,75,Wind blowing from the west,4,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,,,,,,,5.0,-21.6,No precipitation,12,,,,
16.01.2020 05:00,-18.5,761.5,768.3,,73,Wind blowing from the west,4,,,, ,,,-19.4,-10.4,,,,,,8.0,-22.1,No precipitation,6,,,,
16.01.2020 02:00,-18.0,762.0,768.8,-0.4,73,Wind blowing from the west,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-10.4,,,2500 or more  or no clouds.,,,8.0,-21.7,No precipitation,12,,,,
15.01.2020 23:00,-17.1,762.4,769.2,,71,Wind blowing from the west,3,,,,Haze. ,,,-19.7,-10.4,,,,,,6.0,-21.1,No precipitation,6,,,,
15.01.2020 20:00,-15.6,762.9,769.8,-0.1,69,Wind blowing from the west,4,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-10.4,,,,,,5.0,-20.0,No precipitation,12,,,,
15.01.2020 17:00,-13.7,763.0,769.8,,69,Wind blowing from the west-southwest,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-10.4,,,,,,3.0,-18.2,No precipitation,6,,,,
15.01.2020 14:00,-10.4,762.8,769.6,-0.8,61,Wind blowing from the west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-10.4,,,,,,9.0,-16.5,No precipitation,12,,,,
15.01.2020 11:00,-13.2,763.6,770.5,,68,Wind blowing from the west,6,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-13.0,,,,,,7.0,-17.9,No precipitation,6,,,,
15.01.2020 08:00,-19.1,764.5,771.4,0.1,74,Wind blowing from the west,1,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,,,,,,,2.4,-22.6,No precipitation,12,,,,
15.01.2020 05:00,-18.3,764.4,771.3,,74,Wind blowing from the west,5,,,,Haze. ,,,-21.1,-13.0,,,,,,4.0,-21.8,No precipitation,6,,,,
15.01.2020 02:00,-18.9,764.7,771.6,0.1,75,Wind blowing from the west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-13.0,,,2500 or more  or no clouds.,,,3.6,-22.2,No precipitation,12,,,,
14.01.2020 23:00,-19.6,764.6,771.5,,75,Wind blowing from the west,2,,,,Haze. ,,,-21.1,-13.0,,,,,,4.4,-22.9,No precipitation,6,,,,
14.01.2020 20:00,-19.2,764.7,771.7,0.5,68,Wind blowing from the west-southwest,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-13.0,,,,,,5.0,-23.6,No precipitation,12,,,,
14.01.2020 17:00,-15.0,764.2,771.1,,62,Wind blowing from the west-southwest,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-13.0,,,,,,3.3,-20.7,No precipitation,6,,,,
14.01.2020 14:00,-13.2,763.9,770.8,-0.2,57,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-11.6,,,,,,30.0,-19.9,No precipitation,12,,,,
14.01.2020 11:00,-15.6,764.1,771.0,,66,Wind blowing from the west-northwest,4,,,no clouds, ,,,-21.1,-11.6,,,,,,19.0,-20.5,No precipitation,6,,,,
14.01.2020 08:00,-21.1,763.9,770.8,1.2,75,Wind blowing from the west-northwest,4,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-11.6,,,,,,5.0,-24.4,No precipitation,12,,,,
14.01.2020 05:00,-20.2,762.7,769.6,,76,Wind blowing from the west,3,,,, ,,,-21.1,-11.6,,,,,,13.0,-23.3,No precipitation,6,,,,
14.01.2020 02:00,-19.2,762.1,769.0,1.1,73,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-11.6,,,2500 or more  or no clouds.,,,15.0,-22.8,No precipitation,12,,,,
13.01.2020 23:00,-17.5,761.0,767.8,,72,Wind blowing from the west-northwest,4,,,, ,,,-18.0,-11.6,,,,,,10.0,-21.3,No precipitation,6,,,,
13.01.2020 20:00,-15.7,760.2,767.0,1.2,70,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-11.6,,,,,,8.0,-19.9,No precipitation,12,,,,
13.01.2020 17:00,-14.2,759.0,765.8,,70,Wind blowing from the west-southwest,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-11.6,,,,,,3.0,-18.6,No precipitation,6,,,,
13.01.2020 14:00,-11.6,758.0,764.8,0.7,60,Wind blowing from the west-northwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-11.6,,,,,,16.0,-17.8,No precipitation,12,,,,
13.01.2020 11:00,-12.8,757.3,764.1,,66,Wind blowing from the west,5,,,no clouds, ,,,-17.6,-11.8,,,,,,12.0,-17.8,No precipitation,6,,,,
13.01.2020 08:00,-16.9,756.9,763.6,1.2,74,Wind blowing from the west-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-11.8,,,,,,10.0,-20.4,No precipitation,12,,,,
13.01.2020 05:00,-16.9,755.7,762.4,,74,Wind blowing from the west,3,,,, ,,,-17.9,-11.8,,,,,,8.0,-20.4,No precipitation,6,,,,
13.01.2020 02:00,-16.9,755.2,761.9,0.3,73,Wind blowing from the west,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-11.8,,,2500 or more  or no clouds.,,,6.0,-20.6,No precipitation,12,,,,
12.01.2020 23:00,-14.9,754.9,761.7,,71,Wind blowing from the west,4,,,,Haze. ,,,-17.9,-11.8,,,,,,6.0,-19.1,No precipitation,6,,,,
12.01.2020 20:00,-13.4,754.8,761.5,-0.1,67,Wind blowing from the west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-11.8,,,,,,7.0,-18.2,No precipitation,12,,,,
12.01.2020 17:00,-12.8,754.9,761.7,,68,Wind blowing from the west-southwest,5,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-11.8,,,,,,4.0,-17.6,No precipitation,6,,,,
12.01.2020 14:00,-11.8,755.4,762.1,-1.0,62,Wind blowing from the west,5,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-10.2,,,,,,7.0,-17.6,No precipitation,12,,,,
12.01.2020 11:00,-13.7,756.4,763.1,,66,Wind blowing from the west,5,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-10.2,,,,,,5.0,-18.7,No precipitation,6,,,,
12.01.2020 08:00,-17.7,757.3,764.2,0.6,74,Wind blowing from the west,6,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,,,,,,,3.0,-21.2,No precipitation,12,,,,
12.01.2020 05:00,-16.5,756.7,763.4,,71,Wind blowing from the west,6,,,,Haze. ,,,-16.9,-10.2,,,,,,7.0,-20.5,No precipitation,6,,,,
12.01.2020 02:00,-16.3,757.1,763.9,-0.4,73,Wind blowing from the west,6,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-10.2,,,2500 or more  or no clouds.,,,6.0,-20.0,No precipitation,12,,,,
11.01.2020 23:00,-16.9,757.5,764.2,,75,Wind blowing from the west,6,,,,Haze. ,,,-17.7,-10.2,,,,,,7.0,-20.3,No precipitation,6,,,,
11.01.2020 20:00,-14.8,757.6,764.4,0.9,77,Wind blowing from the west,6,,11,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-10.2,,,2500 or more  or no clouds.,,,7.0,-17.9,No precipitation,12,,,,
11.01.2020 17:00,-12.8,756.7,763.4,,69,Wind blowing from the west-northwest,3,,,60%., ,,,-17.8,-10.2,,,2500 or more  or no clouds.,,,15.0,-17.3,No precipitation,6,,,,
11.01.2020 14:00,-10.3,756.1,762.7,0.1,64,Wind blowing from the west-northwest,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-8.3,,,2500 or more  or no clouds.,,,13.0,-15.8,No precipitation,12,,,,
11.01.2020 11:00,-12.0,756.0,762.7,,68,Wind blowing from the west,6,,,70 – 80%., ,,,-17.8,-8.3,,,2500 or more  or no clouds.,,,9.0,-16.7,No precipitation,6,,,,
11.01.2020 08:00,-14.3,756.4,763.1,0.6,76,Wind blowing from the west,4,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-8.3,,,2500 or more  or no clouds.,,,6.0,-17.6,No precipitation,12,,,,
11.01.2020 05:00,-14.1,755.8,762.5,,76,Wind blowing from the west,4,,,, ,,,-17.8,-8.3,,,,,,9.0,-17.4,No precipitation,6,,,,
11.01.2020 02:00,-13.7,756.0,762.7,-0.4,76,Wind blowing from the west,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-8.3,,,2500 or more  or no clouds.,,,9.0,-17.0,No precipitation,12,,,,
