Local time in Anda,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 11:00,-13.6,753.7,768.9,,69,Wind blowing from the west-southwest,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-11.4,,,,,,3.5,-18.2,No precipitation,6,,,,
23.01.2020 08:00,-19.5,752.5,767.8,0.9,81,Wind blowing from the south,1,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-11.4,,,2500 or more  or no clouds.,,,1.2,-21.9,No precipitation,12,,,,
23.01.2020 05:00,-17.2,751.6,766.8,,76,Wind blowing from the east-northeast,2,,3,,Haze. ,,,,,,,,,,2.7,-20.4,No precipitation,6,,,,
23.01.2020 02:00,-15.9,752.7,767.8,,72,Wind blowing from the north-east,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-11.4,,,2500 or more  or no clouds.,,,2.8,-19.9,No precipitation,12,,,,
22.01.2020 20:00,-17.2,755.3,770.7,-0.1,74,Wind blowing from the north-east,1,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-11.4,,,1500-2000,,,1.1,-20.7,No precipitation,12,,,,
22.01.2020 17:00,-15.6,755.4,770.8,,68,Wind blowing from the south-southeast,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-8.9,,,1500-2000,,,1.6,-20.2,No precipitation,6,,,,
22.01.2020 14:00,-12.2,754.7,769.9,,58,Wind blowing from the south-west,2,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-7.5,,,1500-2000,,,2.6,-18.8,No precipitation,12,,,,
22.01.2020 11:00,-16.1,755.4,770.6,,72,Wind blowing from the west-southwest,2,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-7.4,,,2500 or more  or no clouds.,,,1.7,-20.1,No precipitation,6,,,,
22.01.2020 08:00,-20.1,754.9,770.1,1.5,80,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-7.4,,,2500 or more  or no clouds.,,,2.0,-22.7,No precipitation,12,,,,
22.01.2020 05:00,-22.0,753.4,768.6,,79,Wind blowing from the south,0,,5,,Haze. ,,,-22.1,-7.4,,,,,,2.2,-24.7,No precipitation,6,,,,
22.01.2020 02:00,-20.6,752.7,767.8,,81,Wind blowing from the north-east,0,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-7.4,,,,,,3.3,-23.0,No precipitation,6,,,,
21.01.2020 20:00,-12.4,750.1,765.2,1.8,82,Wind blowing from the west-southwest,3,,9,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-7.4,,,,,,5.0,-14.8,No precipitation,12,,,,
21.01.2020 17:00,-8.9,748.3,763.3,,69,Wind blowing from the south-southwest,3,,9,40%., ,,,-22.1,-7.4,,,2500 or more  or no clouds.,,,9.0,-13.7,No precipitation,6,,,,
21.01.2020 14:00,-7.6,748.3,763.3,-2.6,61,Wind blowing from the south-southeast,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-7.4,,,2500 or more  or no clouds.,,,10.0,-14.0,No precipitation,12,,,,
21.01.2020 11:00,-10.3,750.9,766.0,,68,Wind blowing from the south,4,,7,90  or more  but not 100%, ,,,-22.1,-10.3,,,,,,8.0,-15.2,No precipitation,6,,,,
21.01.2020 08:00,-19.8,752.5,767.9,-0.6,81,Wind blowing from the east-southeast,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,,,,,,,3.4,-22.2,No precipitation,12,,,,
21.01.2020 05:00,-21.1,753.1,768.4,,80,Wind blowing from the south,2,,3,,Mist. ,,,-21.6,-12.5,,,,,,4.3,-23.6,No precipitation,6,,,,
21.01.2020 02:00,-20.9,753.6,768.8,,81,Wind blowing from the south-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-12.5,,,2500 or more  or no clouds.,,,2.1,-23.3,No precipitation,12,,,,
20.01.2020 20:00,-19.2,753.3,768.7,,81,Wind blowing from the south,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-12.5,,,,,,1.2,-21.6,No precipitation,12,,,,
20.01.2020 17:00,-15.8,752.5,767.8,,72,Wind blowing from the south-southwest,2,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-12.5,,,2500 or more  or no clouds.,,,2.1,-19.8,No precipitation,6,,,,
20.01.2020 14:00,-12.7,751.1,766.3,0.1,62,Wind blowing from the south-west,2,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-11.3,,,2500 or more  or no clouds.,,,1.7,-18.5,No precipitation,12,,,,
20.01.2020 11:00,-16.9,751.0,766.4,,79,Wind blowing from the south-west,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-11.3,,,2500 or more  or no clouds.,,,1.3,-19.7,No precipitation,6,,,,
20.01.2020 08:00,-20.0,750.4,765.8,1.1,80,Wind blowing from the south-west,1,,4,no clouds,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,,,,,,,1.0,-22.6,No precipitation,12,,,,
20.01.2020 05:00,-20.3,749.3,764.5,,81,Wind blowing from the south-southwest,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,-22.7,-11.3,,,,,,1.2,-22.7,No precipitation,6,,,,
20.01.2020 02:00,-22.5,749.4,764.5,,80,Wind blowing from the south-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-11.3,,,2500 or more  or no clouds.,,,1.2,-25.0,No precipitation,12,,,,
19.01.2020 20:00,-19.3,749.0,764.3,0.5,79,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-11.3,,,,,,0.8,-22.0,No precipitation,12,,,,
19.01.2020 17:00,-14.1,748.5,763.6,,71,Wind blowing from the north-west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-11.3,,,,,,2.3,-18.2,No precipitation,6,,,,
19.01.2020 14:00,-11.5,747.7,762.7,-0.4,67,Wind blowing from the north-northwest,2,,4,no clouds,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-10.6,,,,,,3.6,-16.4,0.2,12,,,,
19.01.2020 11:00,-13.3,748.1,763.2,,66,Wind blowing from the south,1,,,no clouds,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-10.6,,,,,,1.9,-18.3,No precipitation,6,,,,
19.01.2020 08:00,-18.2,748.2,763.3,0.8,83,Wind blowing from the west-northwest,1,,3,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,,,,2500 or more  or no clouds.,,,0.9,-20.4,0.2,12,,,,
19.01.2020 05:00,-16.5,747.4,762.5,,81,Wind blowing from the north-northeast,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,,,,,,,,1.4,-19.0,0.2,6,,,,
19.01.2020 02:00,-16.8,748.0,763.0,,83,Wind blowing from the north-east,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.6,,,2500 or more  or no clouds.,,,1.4,-19.1,No precipitation,12,,,,
18.01.2020 20:00,-16.6,749.1,764.3,-0.5,80,Wind blowing from the east,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-10.6,,,2500 or more  or no clouds.,,,1.1,-19.2,No precipitation,12,,,,
18.01.2020 17:00,-14.7,749.6,765.0,,76,Wind blowing from the east-northeast,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-10.6,,,,,,1.9,-18.0,No precipitation,6,,,,
18.01.2020 14:00,-12.2,750.2,765.4,-1.4,72,Wind blowing from the east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-12.2,,,1500-2000,,,2.1,-16.2,No precipitation,12,,,,
18.01.2020 11:00,-14.2,751.6,766.9,,73,Wind blowing from the east,2,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-14.2,,,2500 or more  or no clouds.,,,2.0,-18.1,No precipitation,6,,,,
18.01.2020 08:00,-20.2,752.6,768.1,-0.4,81,Wind blowing from the south-east,2,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-14.8,,,2500 or more  or no clouds.,,,1.1,-22.6,No precipitation,12,,,,
18.01.2020 05:00,-26.5,753.0,768.6,,76,Wind blowing from the north-east,2,,2,,Haze. ,,,-26.7,-14.8,,,,,,1.5,-29.5,No precipitation,6,,,,
18.01.2020 02:00,-24.3,754.0,769.4,,78,Wind blowing from the south-east,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-14.8,,,2500 or more  or no clouds.,,,1.3,-27.0,No precipitation,12,,,,
17.01.2020 20:00,-22.0,754.8,770.5,-0.4,80,Wind blowing from the east-northeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-14.8,,,,,,0.7,-24.5,No precipitation,12,,,,
17.01.2020 17:00,-18.0,755.2,770.7,,74,Wind blowing from the south,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-14.8,,,,,,2.1,-21.5,No precipitation,6,,,,
17.01.2020 14:00,-15.2,755.0,770.4,-0.9,65,Wind blowing from the south-southwest,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-14.8,,,,,,4.0,-20.3,No precipitation,12,,,,
17.01.2020 11:00,-18.1,755.9,771.4,,73,Wind blowing from the south-southwest,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-14.8,,,,,,2.9,-21.8,No precipitation,6,,,,
17.01.2020 08:00,-24.7,756.2,772.0,0.0,77,Wind blowing from the east-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,,,,,,,0.6,-27.6,No precipitation,12,,,,
17.01.2020 05:00,-23.6,756.2,771.7,,77,Wind blowing from the east,1,,3,,Haze. ,,,-26.4,-14.8,,,,,,3.9,-26.5,No precipitation,6,,,,
17.01.2020 02:00,-22.2,756.8,772.3,,80,Wind blowing from the south-southeast,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-14.8,,,2500 or more  or no clouds.,,,3.1,-24.8,No precipitation,12,,,,
16.01.2020 20:00,-22.8,757.5,773.3,-0.1,77,Wind blowing from the south-east,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-14.8,,,,,,1.3,-25.7,No precipitation,12,,,,
16.01.2020 17:00,-18.1,757.6,773.2,,71,Wind blowing from the south-southwest,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-14.8,,,,,,3.6,-22.1,No precipitation,6,,,,
16.01.2020 14:00,-15.2,757.4,772.9,-0.5,63,Wind blowing from the south-west,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-13.7,,,,,,7.0,-20.7,No precipitation,12,,,,
16.01.2020 11:00,-20.8,757.9,773.5,,76,Wind blowing from the west-southwest,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-13.0,,,,,,1.9,-23.9,No precipitation,6,,,,
16.01.2020 08:00,-26.4,757.7,773.5,0.7,76,Wind blowing from the south-west,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-13.0,,,,,,1.6,-29.4,No precipitation,12,,,,
16.01.2020 05:00,-25.4,757.0,772.6,,77,Wind blowing from the south-west,1,,3,,Haze. ,,,-27.0,-13.0,,,,,,1.9,-28.3,No precipitation,6,,,,
16.01.2020 02:00,-24.0,756.9,772.3,,78,Wind blowing from the west-southwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-13.0,,,2500 or more  or no clouds.,,,1.7,-26.7,No precipitation,12,,,,
15.01.2020 20:00,-20.8,757.0,772.7,0.3,82,Wind blowing from the west,0,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-13.0,,,,,,0.9,-23.1,No precipitation,12,,,,
15.01.2020 17:00,-17.9,756.7,772.3,,73,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-13.0,,,,,,2.4,-21.6,No precipitation,6,,,,
15.01.2020 14:00,-13.6,756.4,771.8,,65,Wind blowing from the south-west,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-13.0,,,,,,4.4,-18.8,No precipitation,6,,,,
15.01.2020 11:00,-16.1,757.3,772.7,,73,Wind blowing from the south-southeast,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-13.4,,,,,,2.8,-19.8,No precipitation,6,,,,
15.01.2020 08:00,-26.3,757.7,773.5,0.1,76,Wind blowing from the north-east,1,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-13.4,,,2500 or more  or no clouds.,,,0.5,-29.3,No precipitation,12,,,,
15.01.2020 05:00,-26.1,757.6,773.2,,76,Wind blowing from the north-east,1,,,,Haze. ,,,-26.5,-13.4,,,,,,1.9,-29.1,No precipitation,6,,,,
15.01.2020 02:00,-24.0,758.3,773.8,,78,Wind blowing from the south-southeast,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-13.4,,,2500 or more  or no clouds.,,,2.2,-26.7,No precipitation,12,,,,
14.01.2020 20:00,-20.4,758.4,774.1,0.3,81,Wind blowing from the south,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-13.4,,,,,,1.4,-22.8,No precipitation,12,,,,
14.01.2020 17:00,-17.5,758.1,773.7,,77,Wind blowing from the south,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-13.4,,,,,,1.4,-20.6,No precipitation,6,,,,
14.01.2020 14:00,-14.0,757.6,773.1,-0.6,67,Wind blowing from the south-southwest,3,,4,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-10.7,,,,,,6.0,-18.8,No precipitation,12,,,,
14.01.2020 11:00,-17.8,758.2,773.7,,75,Wind blowing from the south-west,2,,4,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-10.7,,,,,,1.4,-21.2,No precipitation,6,,,,
14.01.2020 08:00,-24.1,758.0,773.7,0.6,78,Wind blowing from the south,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,,,,,,,0.6,-26.8,No precipitation,12,,,,
14.01.2020 05:00,-24.9,757.4,773.0,,77,Wind blowing from the south-west,1,,4,,Haze. ,,,-24.9,-10.7,,,,,,4.6,-27.8,No precipitation,6,,,,
14.01.2020 02:00,-24.3,757.0,772.4,,78,Wind blowing from the south,0,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-10.7,,,2500 or more  or no clouds.,,,3.1,-27.0,No precipitation,12,,,,
13.01.2020 20:00,-20.2,755.8,771.4,0.9,78,Wind blowing from the west-northwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-10.7,,,,,,1.9,-23.0,No precipitation,12,,,,
13.01.2020 17:00,-17.2,754.9,770.2,,73,Wind blowing from the south-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-10.7,,,,,,1.1,-20.9,No precipitation,6,,,,
13.01.2020 14:00,-10.8,753.4,768.4,0.5,60,Wind blowing from the north-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-10.8,,,,,,6.0,-17.2,No precipitation,12,,,,
13.01.2020 11:00,-14.6,752.9,768.1,,65,Wind blowing from the south-west,1,,3,50%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-13.3,,,1500-2000,,,2.2,-19.7,No precipitation,6,,,,
13.01.2020 08:00,-20.2,752.2,767.5,1.7,81,Wind blowing from the west-southwest,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-13.3,,,1500-2000,,,1.9,-22.6,No precipitation,12,,,,
13.01.2020 05:00,-18.9,750.5,765.7,,78,Wind blowing from the south-southwest,1,,4,,Haze. ,,,-21.7,-13.3,,,,,,7.0,-21.8,No precipitation,6,,,,
13.01.2020 02:00,-17.8,750.4,765.4,,75,Wind blowing from the south-west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-13.3,,,,,,7.0,-21.2,No precipitation,6,,,,
12.01.2020 20:00,-17.0,750.1,765.4,-0.1,73,Wind blowing from the south-southwest,2,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-13.3,,,2500 or more  or no clouds.,,,5.0,-20.7,No precipitation,12,,,,
12.01.2020 17:00,-16.9,750.2,765.5,,70,Wind blowing from the south-southwest,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-13.3,,,2500 or more  or no clouds.,,,6.0,-21.2,No precipitation,6,,,,
12.01.2020 14:00,-13.4,750.4,765.7,-1.4,64,Wind blowing from the south-southwest,3,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-10.4,,,2500 or more  or no clouds.,,,13.0,-18.9,No precipitation,12,,,,
12.01.2020 11:00,-16.7,751.8,767.1,,76,Wind blowing from the south-west,2,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-10.4,,,1500-2000,,,2.4,-19.9,No precipitation,6,,,,
12.01.2020 08:00,-21.1,752.8,768.2,0.3,81,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,,,,1500-2000,,,2.3,-23.5,No precipitation,12,,,,
12.01.2020 05:00,-21.1,752.5,767.8,,80,Wind blowing from the south-west,1,,4,,Haze. ,,,-25.8,-10.4,,,,,,4.0,-23.6,No precipitation,6,,,,
12.01.2020 02:00,-23.1,753.6,768.8,,78,Wind blowing from the south-west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-10.4,,,2500 or more  or no clouds.,,,3.0,-25.9,No precipitation,12,,,,
11.01.2020 20:00,-18.4,754.6,770.1,0.7,75,Wind blowing from the south-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-10.4,,,,,,2.7,-21.7,No precipitation,12,,,,
11.01.2020 17:00,-15.2,753.9,769.3,,72,Wind blowing from the south-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-10.4,,,,,,5.0,-19.1,No precipitation,6,,,,
11.01.2020 14:00,-11.0,753.1,768.4,-0.9,63,Wind blowing from the south-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-11.0,,,,,,3.2,-16.7,No precipitation,12,,,,
11.01.2020 11:00,-16.1,754.0,769.3,,81,Wind blowing from the south-west,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-13.4,,,,,,1.4,-18.7,No precipitation,6,,,,
11.01.2020 08:00,-25.0,753.3,768.9,1.0,77,Wind blowing from the west,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-13.4,,,2500 or more  or no clouds.,,,0.8,-27.9,No precipitation,12,,,,
11.01.2020 05:00,-23.6,752.3,767.8,,81,Wind blowing from the west-southwest,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-25.1,-13.4,,,,,,1.3,-25.9,No precipitation,6,,,,
11.01.2020 02:00,-23.1,752.1,767.4,,79,Wind blowing from the west-southwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-13.4,,,2500 or more  or no clouds.,,,1.4,-25.7,No precipitation,12,,,,
10.01.2020 20:00,-19.3,751.5,766.9,0.4,83,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-13.4,,,2500 or more  or no clouds.,,,1.8,-21.5,No precipitation,12,,,,
10.01.2020 17:00,-17.6,751.1,766.4,,78,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-13.4,,,2500 or more  or no clouds.,,,1.2,-20.5,No precipitation,6,,,,
10.01.2020 14:00,-14.2,750.9,766.0,-1.1,67,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-12.4,,,2500 or more  or no clouds.,,,4.1,-19.0,No precipitation,12,,,,
10.01.2020 11:00,-15.4,752.0,767.2,,77,Wind blowing from the south-southwest,3,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-12.2,,,2500 or more  or no clouds.,,,3.4,-18.5,No precipitation,6,,,,
10.01.2020 08:00,-19.8,752.8,768.0,-0.1,83,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-12.2,,,2500 or more  or no clouds.,,,0.7,-21.9,No precipitation,12,,,,
10.01.2020 05:00,-19.9,752.9,768.1,,84,Wind blowing from the south,1,,3,,Mist. ,,,-20.4,-12.2,,,,,,2.4,-21.9,No precipitation,6,,,,
10.01.2020 02:00,-16.9,753.9,769.0,,82,Wind blowing from the south,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-12.2,,,2500 or more  or no clouds.,,,4.5,-19.2,No precipitation,12,,,,
09.01.2020 20:00,-13.5,754.7,769.9,-0.1,80,Wind blowing from the south-southwest,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-12.2,,,2500 or more  or no clouds.,,,4.0,-16.2,No precipitation,12,,,,
