Local time in Jiexiu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 11:00,-1.5,704.2,772.9,,100,Wind blowing from the north-northeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,5.2,,,,,,2.7,-1.5,No precipitation,6,,,,
23.01.2020 08:00,-5.4,703.3,772.6,1.5,100,Wind blowing from the south,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,5.2,,,2500 or more  or no clouds.,,,3.4,-5.4,No precipitation,12,,,,
23.01.2020 05:00,-4.8,701.8,770.5,,100,Wind blowing from the north-northwest,1,,3,, ,,,-6.5,5.2,,,,,,19.0,-4.8,No precipitation,6,,,,
23.01.2020 02:00,-2.2,701.8,769.9,,100,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.2,,,2500 or more  or no clouds.,,,24.0,-2.2,No precipitation,12,,,,
22.01.2020 20:00,-0.5,700.8,769.9,1.5,94,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.2,,,2500 or more  or no clouds.,,,25.0,-1.4,No precipitation,12,,,,
22.01.2020 17:00,2.6,699.3,767.7,,72,Wind blowing from the north,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.2,,,2500 or more  or no clouds.,,,3.8,-2.0,No precipitation,6,,,,
22.01.2020 14:00,4.7,699.6,767.5,,58,Wind blowing from the north,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,4.8,,,2500 or more  or no clouds.,,,3.5,-3.0,No precipitation,12,,,,
22.01.2020 11:00,-1.4,701.9,770.8,,99,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,4.7,,,2500 or more  or no clouds.,,,3.5,-1.6,No precipitation,6,,,,
22.01.2020 08:00,-5.9,700.3,769.3,0.9,100,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,4.7,,,2500 or more  or no clouds.,,,4.1,-5.9,No precipitation,12,,,,
22.01.2020 05:00,-5.0,699.4,767.8,,100,Wind blowing from the east-northeast,0,,3,, ,,,-5.2,4.7,,,,,,20.0,-5.0,No precipitation,6,,,,
22.01.2020 02:00,-3.3,699.8,767.9,,92,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.7,,,2500 or more  or no clouds.,,,22.0,-4.5,No precipitation,12,,,,
21.01.2020 20:00,-0.3,699.6,768.1,1.7,82,Wind blowing from the south-southwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.7,,,2500 or more  or no clouds.,,,24.0,-3.1,No precipitation,12,,,,
21.01.2020 17:00,2.8,697.9,766.0,,59,Wind blowing from the north-northeast,2,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.7,,,,,,5.0,-4.6,No precipitation,6,,,,
21.01.2020 14:00,3.7,698.7,766.6,-2.5,55,Wind blowing from the north,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.6,,,2500 or more  or no clouds.,,,3.3,-4.7,No precipitation,12,,,,
21.01.2020 11:00,0.4,701.2,769.8,,78,Wind blowing from the north-west,2,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.6,,,,,,3.5,-3.1,No precipitation,6,,,,
21.01.2020 08:00,-3.3,700.8,769.6,0.5,100,Wind blowing from the west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,,,,2500 or more  or no clouds.,,,17.0,-3.3,No precipitation,12,,,,
21.01.2020 05:00,-3.9,700.3,768.7,,99,Wind blowing from the north-east,1,,,, ,,,-7.7,4.6,,,,,,21.0,-4.1,No precipitation,6,,,,
21.01.2020 02:00,-2.8,701.2,769.4,,96,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.6,,,2500 or more  or no clouds.,,,24.0,-3.4,No precipitation,12,,,,
20.01.2020 20:00,-1.6,701.6,771.1,1.0,81,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.6,,,2500 or more  or no clouds.,,,24.0,-4.5,No precipitation,12,,,,
20.01.2020 17:00,1.8,700.6,769.0,,54,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.6,,,,,,7.0,-6.7,No precipitation,6,,,,
20.01.2020 14:00,3.6,701.2,769.2,-2.4,40,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,5.3,,,2500 or more  or no clouds.,,,7.0,-9.0,No precipitation,12,,,,
20.01.2020 11:00,-0.2,703.6,772.1,,47,Wind blowing from the north,1,,5,no clouds, ,,,-7.7,5.3,,,,,,8.0,-10.3,No precipitation,6,,,,
20.01.2020 08:00,-7.1,703.3,772.6,1.1,88,Wind blowing from the west-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,5.3,,,,,,7.0,-8.8,No precipitation,12,,,,
20.01.2020 05:00,-3.5,702.2,770.6,,58,Wind blowing from the south-west,1,,12,, ,,,-4.1,5.3,,,,,,21.0,-10.7,No precipitation,6,,,,
20.01.2020 02:00,-1.2,702.3,770.2,,49,Wind blowing from the south-west,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,5.3,,,2500 or more  or no clouds.,,,24.0,-10.7,No precipitation,12,,,,
19.01.2020 20:00,1.0,702.1,770.8,1.8,41,Wind blowing from the west-southwest,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,5.3,,,,,,25.0,-11.0,No precipitation,12,,,,
19.01.2020 17:00,3.4,700.3,768.4,,29,Wind blowing from the west,7,,,no clouds, ,,,-3.6,5.3,,,,,,9.0,-13.3,No precipitation,6,,,,
19.01.2020 14:00,4.7,700.5,768.3,-2.3,31,Wind blowing from the west,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,4.8,,,,,,10.0,-11.3,No precipitation,12,,,,
19.01.2020 11:00,1.3,702.8,771.1,,34,Wind blowing from the west-southwest,6,,9,no clouds, ,,,-3.6,4.5,,,,,,9.0,-12.8,No precipitation,6,,,,
19.01.2020 08:00,-3.6,703.0,771.9,0.5,46,Wind blowing from the west-southwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.5,,,,,,9.0,-13.7,No precipitation,12,,,,
19.01.2020 05:00,-2.6,702.5,770.8,,39,Wind blowing from the south-west,4,,,, ,,,-5.7,4.5,,,,,,22.0,-14.9,No precipitation,6,,,,
19.01.2020 02:00,-1.7,703.2,771.4,,40,Wind blowing from the west-southwest,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,4.5,,,2500 or more  or no clouds.,,,24.0,-13.8,No precipitation,12,,,,
18.01.2020 20:00,0.6,702.9,771.7,1.4,51,Wind blowing from the west-southwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,4.5,,,,,,25.0,-8.5,No precipitation,12,,,,
18.01.2020 17:00,2.9,701.5,770.2,,44,Wind blowing from the west,7,,12,70 – 80%., ,,,-6.0,4.5,,,2500 or more  or no clouds.,,,9.0,-8.4,No precipitation,6,,,,
18.01.2020 14:00,4.0,701.7,770.0,-1.9,44,Wind blowing from the west,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,4.1,,,2500 or more  or no clouds.,,,9.0,-7.4,No precipitation,12,,,,
18.01.2020 11:00,1.8,703.6,772.2,,50,Wind blowing from the west-southwest,5,,9,10%  or less  but not 0, ,,,-6.0,4.1,,,2500 or more  or no clouds.,,,8.0,-7.7,No precipitation,6,,,,
18.01.2020 08:00,-3.1,703.3,772.2,1.0,63,Wind blowing from the west-southwest,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,4.1,,,2500 or more  or no clouds.,,,7.0,-9.3,No precipitation,12,,,,
18.01.2020 05:00,-5.6,702.3,771.1,,85,Wind blowing from the west,2,,7,, ,,,-6.0,4.1,,,,,,21.0,-7.8,No precipitation,6,,,,
18.01.2020 02:00,-4.3,703.1,771.6,,66,Wind blowing from the south-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,4.1,,,2500 or more  or no clouds.,,,21.0,-9.8,No precipitation,12,,,,
17.01.2020 20:00,-0.2,703.0,771.6,0.9,58,Wind blowing from the west-southwest,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,4.1,,,2500 or more  or no clouds.,,,25.0,-7.6,No precipitation,12,,,,
17.01.2020 17:00,2.4,702.1,770.2,,46,Wind blowing from the west,4,,7,no clouds, ,,,-2.3,4.1,,,,,,8.0,-8.2,No precipitation,6,,,,
17.01.2020 14:00,3.9,702.0,769.9,,43,Wind blowing from the west-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,3.9,,,2500 or more  or no clouds.,,,8.0,-7.8,No precipitation,12,,,,
17.01.2020 11:00,1.5,704.2,772.7,,61,Wind blowing from the west-northwest,5,,7,20–30%., ,,,-2.3,1.5,,,2500 or more  or no clouds.,,,7.0,-5.3,No precipitation,6,,,,
17.01.2020 08:00,-0.7,703.3,772.1,0.3,72,Wind blowing from the west-southwest,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.6,,,2500 or more  or no clouds.,,,7.0,-5.2,No precipitation,12,,,,
17.01.2020 05:00,-0.6,703.0,771.5,,76,Wind blowing from the south-southwest,3,,7,,Mist. ,,,,0.6,,,,,,6.0,-4.4,No precipitation,6,,,,
17.01.2020 02:00,-0.9,703.7,772.3,,89,Wind blowing from the south-west,4,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,0.6,,,2500 or more  or no clouds.,,,4.5,-2.5,No precipitation,12,,,,
16.01.2020 20:00,-1.4,704.2,773.5,0.9,83,Wind blowing from the south-southwest,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,0.6,,,2500 or more  or no clouds.,,,2.8,-4.0,No precipitation,12,,,,
16.01.2020 17:00,-0.2,703.3,772.3,,73,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,0.6,,,2500 or more  or no clouds.,,,3.6,-4.5,No precipitation,6,,,,
16.01.2020 14:00,0.3,703.3,772.2,-2.1,64,Wind blowing from the west-northwest,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,0.3,,,2500 or more  or no clouds.,,,3.6,-5.8,No precipitation,12,,,,
16.01.2020 11:00,-1.8,705.4,774.8,,79,Wind blowing from the north-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-1.8,,,2500 or more  or no clouds.,,,3.5,-5.0,No precipitation,6,,,,
16.01.2020 08:00,-4.3,704.7,774.3,1.0,94,Wind blowing from the north-northwest,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.4,,,2500 or more  or no clouds.,,,3.8,-5.2,No precipitation,12,,,,
16.01.2020 05:00,-4.1,703.7,773.2,,85,Wind blowing from the east-northeast,1,,2,,Mist. ,,,,-2.4,,,,,,3.8,-6.3,No precipitation,6,,,,
16.01.2020 02:00,-4.0,704.2,773.7,,93,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.4,,,2500 or more  or no clouds.,,,3.6,-5.0,No precipitation,12,,,,
15.01.2020 20:00,-3.3,704.2,774.7,1.4,71,Wind blowing from the south-southwest,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-2.4,,,2500 or more  or no clouds.,,,4.7,-7.9,No precipitation,12,,,,
15.01.2020 17:00,-3.0,702.8,773.1,,54,Wind blowing from the north-east,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-2.4,,,2500 or more  or no clouds.,,,6.0,-11.2,No precipitation,6,,,,
15.01.2020 14:00,-3.3,702.4,772.7,,58,Wind blowing from the north,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-3.2,,,2500 or more  or no clouds.,,,5.0,-10.5,No precipitation,12,,,,
15.01.2020 11:00,-6.3,704.5,775.3,,82,Wind blowing from the north,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-3.5,,,2500 or more  or no clouds.,,,4.0,-8.9,No precipitation,6,,,,
15.01.2020 08:00,-11.3,703.8,774.9,0.6,100,Wind blowing from the west-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-3.5,,,2500 or more  or no clouds.,,,3.0,-11.3,No precipitation,12,,,,
15.01.2020 05:00,-11.1,703.2,773.8,,100,Wind blowing from the north-west,1,,3,,Mist. ,,,-14.7,-3.5,,,,,,3.4,-11.1,No precipitation,6,,,,
15.01.2020 02:00,-10.6,703.6,774.2,,96,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-3.5,,,2500 or more  or no clouds.,,,4.1,-11.1,No precipitation,12,,,,
14.01.2020 20:00,-7.8,702.9,774.3,1.2,77,Wind blowing from the south,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-3.5,,,2500 or more  or no clouds.,,,4.6,-11.2,No precipitation,12,,,,
14.01.2020 17:00,-4.8,701.7,772.3,,63,Wind blowing from the north-east,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-2.3,,,2500 or more  or no clouds.,,,7.0,-10.9,No precipitation,6,,,,
14.01.2020 14:00,-4.6,701.5,771.7,-4.0,65,Wind blowing from the north-east,3,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-0.2,,,2500 or more  or no clouds.,,,6.0,-10.3,No precipitation,12,,,,
14.01.2020 11:00,-9.2,705.5,776.5,,97,Wind blowing from the north-northwest,1,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-0.2,,,2500 or more  or no clouds.,,,2.7,-9.6,No precipitation,6,,,,
14.01.2020 08:00,-14.2,704.9,776.2,0.6,100,Wind blowing from the north-northwest,0,,7,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-0.2,,,2500 or more  or no clouds.,,,4.5,-14.2,No precipitation,12,,,,
14.01.2020 05:00,-12.8,704.3,774.9,,98,Wind blowing from the west,1,,7,,Mist. ,,,-13.1,-0.2,,,,,,5.0,-13.1,No precipitation,6,,,,
14.01.2020 02:00,-9.8,704.6,774.6,,76,Wind blowing from the south-southwest,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-0.2,,,2500 or more  or no clouds.,,,6.0,-13.3,No precipitation,12,,,,
13.01.2020 20:00,-4.9,703.8,773.8,1.8,59,Wind blowing from the west-southwest,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-0.2,,,2500 or more  or no clouds.,,,8.0,-11.8,No precipitation,12,,,,
13.01.2020 17:00,-2.2,702.0,771.4,,50,Wind blowing from the west,5,,8,, ,,,-8.4,-0.2,,,,,,9.0,-11.4,No precipitation,6,,,,
13.01.2020 14:00,-0.6,701.2,770.6,-1.5,42,Wind blowing from the west-southwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-0.5,,,2500 or more  or no clouds.,,,9.0,-12.2,No precipitation,12,,,,
13.01.2020 11:00,-2.9,702.7,772.0,,54,Wind blowing from the west-southwest,4,,8,20–30%., ,,,-8.4,-1.5,,,2500 or more  or no clouds.,,,8.0,-11.1,No precipitation,6,,,,
13.01.2020 08:00,-5.9,701.8,771.4,1.2,76,Wind blowing from the west-southwest,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-1.5,,,2500 or more  or no clouds.,,,7.0,-9.5,No precipitation,12,,,,
13.01.2020 05:00,-5.9,700.6,770.2,,100,Wind blowing from the west-southwest,3,,7,,Mist. ,,,-11.1,-1.5,,,,,,5.0,-5.9,No precipitation,6,,,,
13.01.2020 02:00,-7.7,700.6,770.3,,100,Wind blowing from the north-west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-1.5,,,2500 or more  or no clouds.,,,2.7,-7.7,No precipitation,12,,,,
12.01.2020 20:00,-3.7,700.0,769.7,0.6,100,Wind blowing from the south-west,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-1.5,,,2500 or more  or no clouds.,,,2.5,-3.7,No precipitation,12,,,,
12.01.2020 17:00,-4.0,699.4,769.5,,91,Wind blowing from the north-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-1.5,,,,,,3.1,-5.2,No precipitation,6,,,,
12.01.2020 14:00,-4.0,699.7,769.5,-2.4,100,Wind blowing from the north-west,2,,3,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.6,,,,,,2.9,-4.0,No precipitation,12,,,,
12.01.2020 11:00,-6.8,702.1,772.1,,100,Wind blowing from the north-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,,,,,,,1.8,-6.8,No precipitation,6,,,,
12.01.2020 08:00,-7.9,701.5,771.7,0.6,100,Wind blowing from the west-southwest,2,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.6,,,2500 or more  or no clouds.,,,0.5,-7.9,No precipitation,12,,,,
12.01.2020 05:00,-10.9,700.9,770.8,,100,Wind blowing from the north-northwest,1,,5,, ,,,-11.0,1.6,,,,,,17.0,-10.9,No precipitation,6,,,,
12.01.2020 02:00,-9.0,700.6,769.9,,100,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,1.6,,,2500 or more  or no clouds.,,,18.0,-9.0,No precipitation,12,,,,
11.01.2020 20:00,-5.6,701.2,770.8,0.7,100,Wind blowing from the west-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,1.6,,,2500 or more  or no clouds.,,,20.0,-5.6,2.0,12,,,,
11.01.2020 17:00,-2.2,700.5,769.6,,91,Wind blowing from the north,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,1.6,,,2500 or more  or no clouds.,,,4.2,-3.5,0.1,6,,,,
11.01.2020 14:00,0.4,700.2,768.8,-2.3,74,Wind blowing from the west,1,,4,50%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,1.5,,,600-1000,,,8.0,-3.8,3.0,12,,,,
11.01.2020 11:00,-2.8,702.5,771.7,,100,Wind blowing from the west,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,,,,,,,4.9,-2.8,3.0,6,,,,
11.01.2020 08:00,-4.3,702.3,771.7,0.5,100,Wind blowing from the west,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,,,,2500 or more  or no clouds.,,,2.4,-4.3,1.0,12,,,,
11.01.2020 05:00,-5.3,701.8,770.8,,100,Wind blowing from the north,1,,4,, ,,,-5.7,1.5,,,,,,20.0,-5.3,No precipitation,6,,,,
11.01.2020 02:00,-4.1,702.6,771.4,,100,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,1.5,,,2500 or more  or no clouds.,,,21.0,-4.1,No precipitation,12,,,,
10.01.2020 20:00,-3.6,702.5,771.8,0.8,100,Wind blowing from the west-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,1.5,,,2500 or more  or no clouds.,,,22.0,-3.6,No precipitation,12,,,,
10.01.2020 17:00,0.0,701.7,770.4,,87,Wind blowing from the north-northeast,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,1.5,,,2500 or more  or no clouds.,,,3.7,-2.0,No precipitation,6,,,,
10.01.2020 14:00,1.2,701.7,770.2,-1.9,82,Wind blowing from the north,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,1.2,,,2500 or more  or no clouds.,,,3.8,-1.6,No precipitation,12,,,,
10.01.2020 11:00,-1.7,703.6,772.8,,100,Wind blowing from the north,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,-1.7,,,2500 or more  or no clouds.,,,3.7,-1.7,No precipitation,6,,,,
10.01.2020 08:00,-3.2,702.3,771.5,0.4,100,Wind blowing from the north,2,,2,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.8,,,2500 or more  or no clouds.,,,3.3,-3.2,1.0,12,,,,
10.01.2020 05:00,-3.2,701.9,771.1,,100,Wind blowing from the north,1,,2,, ,,,-4.3,-2.8,,,,,,22.0,-3.2,0.6,6,,,,
10.01.2020 02:00,-3.3,702.6,771.9,,100,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,-2.8,,,2500 or more  or no clouds.,,,24.0,-3.3,2.0,12,,,,
09.01.2020 20:00,-3.4,702.1,771.5,0.1,100,Wind blowing from the north,2,,4,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,-2.8,,,2500 or more  or no clouds.,,,23.0,-3.4,0.6,12,,,,
09.01.2020 17:00,-2.8,702.0,771.2,,100,Wind blowing from the east,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,-2.8,,,,,,3.7,-2.8,No precipitation,6,,,,
