Local time in Tianjin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 05:00,-5.7,775.5,775.9,,91,Calm  no wind,0,,,, ,,,-5.8,4.5,,,,,,7.0,-6.9,No precipitation,6,,,,
25.01.2020 02:00,-4.4,776.8,777.2,,89,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,4.5,,,2500 or more  or no clouds.,,,16.0,-5.9,No precipitation,12,,,,
24.01.2020 20:00,-1.5,777.6,778.0,0.5,69,Wind blowing from the south-southeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,4.5,,,,,,30.0,-6.6,No precipitation,12,,,,
24.01.2020 17:00,1.3,777.1,777.5,,54,Wind blowing from the south-southeast,3,,5,20–30%., ,,,-4.6,7.4,,,2500 or more  or no clouds.,,,11.0,-7.0,No precipitation,6,,,,
24.01.2020 14:00,4.1,777.8,778.3,-1.9,43,Wind blowing from the south-southeast,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,9.1,,,2500 or more  or no clouds.,,,14.0,-7.4,No precipitation,12,,,,
24.01.2020 11:00,2.2,779.7,780.1,,49,Wind blowing from the east,3,,,50%., ,,,-4.6,9.1,,,2500 or more  or no clouds.,,,10.0,-7.4,No precipitation,6,,,,
24.01.2020 08:00,-4.5,779.3,779.8,1.0,72,Wind blowing from the north-northwest,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,9.1,,,2500 or more  or no clouds.,,,10.0,-8.8,No precipitation,12,,,,
24.01.2020 05:00,-1.0,778.3,778.7,,61,Wind blowing from the east-northeast,2,,11,, ,,,-5.3,9.1,,,,,,18.0,-7.6,No precipitation,6,,,,
24.01.2020 02:00,0.8,777.4,777.8,,61,Wind blowing from the east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,9.1,,,2500 or more  or no clouds.,,,16.0,-5.9,No precipitation,12,,,,
23.01.2020 20:00,2.1,774.3,774.7,2.1,68,Wind blowing from the east-southeast,4,,11,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,9.1,,,,,,4.8,-3.2,No precipitation,12,,,,
23.01.2020 17:00,7.5,772.2,772.6,,29,Wind blowing from the east-northeast,1,,6,50%., ,,,-5.3,9.1,,,2500 or more  or no clouds.,,,12.0,-9.4,No precipitation,6,,,,
23.01.2020 14:00,8.4,770.5,770.8,-1.1,30,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,8.5,,,,,,8.0,-8.2,No precipitation,12,,,,
23.01.2020 11:00,4.7,771.6,772.0,,51,Wind blowing from the west-northwest,2,,4,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.7,,,,,,2.5,-4.8,No precipitation,6,,,,
23.01.2020 08:00,-4.5,770.2,770.7,1.5,93,Wind blowing from the north,1,,2,no clouds,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.7,,,,,,0.7,-5.5,No precipitation,12,,,,
23.01.2020 05:00,-4.2,768.7,769.2,,91,Wind blowing from the north-west,1,,2,,Mist. ,,,-4.9,5.7,,,,,,0.8,-5.4,No precipitation,6,,,,
23.01.2020 02:00,-4.1,768.7,769.2,,92,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,5.7,,,2500 or more  or no clouds.,,,0.8,-5.2,No precipitation,12,,,,
22.01.2020 20:00,-0.5,767.7,768.1,0.8,80,Wind blowing from the north-west,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,5.7,,,,,,1.8,-3.5,No precipitation,12,,,,
22.01.2020 17:00,3.3,766.9,767.3,,64,Wind blowing from the south-west,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,5.7,,,,,,2.5,-2.9,No precipitation,6,,,,
22.01.2020 14:00,5.4,766.9,767.2,,58,Wind blowing from the west-northwest,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,5.4,,,,,,2.4,-2.2,No precipitation,12,,,,
22.01.2020 11:00,2.0,768.4,768.8,,70,Wind blowing from the north-west,2,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.4,,,2500 or more  or no clouds.,,,3.8,-2.9,No precipitation,6,,,,
22.01.2020 08:00,-3.8,767.1,767.5,0.3,92,Wind blowing from the north,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.4,,,2500 or more  or no clouds.,,,1.7,-4.9,No precipitation,12,,,,
22.01.2020 05:00,-3.6,766.8,767.2,,89,Wind blowing from the north-northwest,2,,2,,Mist. ,,,-5.5,4.4,,,,,,2.1,-5.1,No precipitation,6,,,,
22.01.2020 02:00,-2.4,767.5,767.9,,86,Wind blowing from the south,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,4.4,,,2500 or more  or no clouds.,,,2.9,-4.4,No precipitation,12,,,,
21.01.2020 20:00,0.1,768.1,768.5,0.7,66,Wind blowing from the south-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,4.4,,,2500 or more  or no clouds.,,,11.0,-5.5,No precipitation,12,,,,
21.01.2020 17:00,3.0,767.4,767.8,,50,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%, ,,,-5.9,4.4,,,,,,15.0,-6.4,No precipitation,6,,,,
21.01.2020 14:00,4.0,768.0,768.4,-2.2,45,Wind blowing from the east,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,6.0,,,2500 or more  or no clouds.,,,16.0,-7.1,No precipitation,12,,,,
21.01.2020 11:00,1.8,770.2,770.7,,53,Wind blowing from the south,1,,3,20–30%., ,,,-5.9,6.0,,,2500 or more  or no clouds.,,,20.0,-6.8,No precipitation,6,,,,
21.01.2020 08:00,-3.4,770.1,770.5,0.2,70,Wind blowing from the south-southeast,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,6.0,,,2500 or more  or no clouds.,,,22.0,-8.1,No precipitation,12,,,,
21.01.2020 05:00,-5.5,769.9,770.3,,64,Wind blowing from the east-southeast,1,,5,, ,,,-5.9,6.0,,,,,,30.0,-11.4,No precipitation,6,,,,
21.01.2020 02:00,-5.3,771.1,771.6,,65,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,6.0,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
20.01.2020 20:00,-1.1,771.0,771.4,0.9,32,Wind blowing from the south-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,6.0,,,,,,30.0,-15.7,No precipitation,12,,,,
20.01.2020 17:00,4.3,770.1,770.5,,16,Wind blowing from the east-northeast,1,,8,no clouds, ,,,-3.6,6.0,,,,,,30.0,-19.3,No precipitation,6,,,,
20.01.2020 14:00,5.1,770.4,770.8,-1.5,17,Wind blowing from the east-northeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,5.9,,,,,,30.0,-18.0,No precipitation,12,,,,
20.01.2020 11:00,3.4,771.9,772.3,,22,Wind blowing from the north-northeast,5,,10,no clouds, ,,,-3.6,5.9,,,,,,30.0,-16.3,No precipitation,6,,,,
20.01.2020 08:00,-0.4,770.1,770.5,1.5,30,Wind blowing from the north,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,30.0,-15.9,No precipitation,12,,,,
20.01.2020 05:00,0.0,768.6,769.0,,30,Wind blowing from the north,5,,10,, ,,,-8.2,5.9,,,,,,30.0,-15.5,No precipitation,6,,,,
20.01.2020 02:00,0.6,767.8,768.2,,31,Wind blowing from the north,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,5.9,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
19.01.2020 20:00,-0.7,766.3,766.8,1.4,45,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,5.9,,,,,,8.0,-11.2,No precipitation,12,,,,
19.01.2020 17:00,4.4,764.9,765.4,,26,Wind blowing from the west,1,,8,no clouds, ,,,-8.2,5.9,,,,,,12.0,-13.4,No precipitation,6,,,,
19.01.2020 14:00,5.1,765.1,765.5,-2.6,24,Wind blowing from the south-west,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,5.2,,,,,,10.0,-13.8,No precipitation,12,,,,
19.01.2020 11:00,0.6,767.7,768.1,,55,Wind blowing from the west-southwest,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,0.7,,,,,,3.6,-7.4,No precipitation,6,,,,
19.01.2020 08:00,-7.4,767.6,768.1,1.0,89,Wind blowing from the north-west,0,,4,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-1.8,,,,,,2.0,-8.9,No precipitation,12,,,,
19.01.2020 05:00,-8.0,766.6,767.1,,90,Wind blowing from the south-southwest,2,,4,,Mist. ,,,-8.2,-1.8,,,,,,1.5,-9.3,No precipitation,6,,,,
19.01.2020 02:00,-5.8,766.7,767.2,,94,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,-1.8,,,2500 or more  or no clouds.,,,0.7,-6.6,No precipitation,12,,,,
18.01.2020 20:00,-3.2,766.3,766.7,0.3,87,Wind blowing from the west-southwest,1,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,-0.9,,,2500 or more  or no clouds.,,,1.5,-5.1,No precipitation,12,,,,
18.01.2020 17:00,-1.9,766.0,766.5,,81,Wind blowing from the west,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,1.8,,,,,,1.5,-4.7,No precipitation,6,,,,
18.01.2020 14:00,-2.4,766.6,767.1,-2.8,83,Wind blowing from the south-west,3,,6,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-5.5,,,,2500 or more  or no clouds.,,,1.4,-4.9,No precipitation,12,,,,
18.01.2020 11:00,-4.9,769.4,769.9,,94,Wind blowing from the south-west,2,,5,100%.,Fog or ice fog. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-5.5,,,,2500 or more  or no clouds.,,,0.7,-5.7,No precipitation,6,,,,
18.01.2020 08:00,-5.3,769.4,769.9,0.4,95,Wind blowing from the west,2,,5,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,3.9,,,2500 or more  or no clouds.,,,0.2,-6.0,No precipitation,12,,,,
18.01.2020 05:00,-5.3,769.0,769.5,,95,Wind blowing from the south-west,2,,5,,Intermittent fall of snowflakes  heavy at time of observation. ,,,-6.3,3.9,,,,,,0.2,-6.0,0.1,6,,,,
18.01.2020 02:00,-4.8,770.3,770.8,,95,Wind blowing from the west-southwest,3,,5,,Intermittent fall of snowflakes  heavy at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,3.9,,,2500 or more  or no clouds.,,,0.2,-5.5,No precipitation,12,,,,
17.01.2020 20:00,-0.8,770.3,770.8,1.2,60,Wind blowing from the west-southwest,3,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,3.9,,,2500 or more  or no clouds.,,,1.8,-7.6,No precipitation,12,,,,
17.01.2020 17:00,1.8,769.1,769.6,,40,Wind blowing from the west-southwest,2,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,3.9,,,2500 or more  or no clouds.,,,3.8,-10.4,No precipitation,6,,,,
17.01.2020 14:00,3.6,769.3,769.7,,36,Wind blowing from the south-west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,3.6,,,,,,3.9,-10.1,No precipitation,12,,,,
17.01.2020 11:00,0.0,771.7,772.2,,59,Wind blowing from the north-northwest,2,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,2.8,,,,,,1.7,-7.1,No precipitation,6,,,,
17.01.2020 08:00,-5.9,771.5,772.0,0.5,90,Calm  no wind,0,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,2.8,,,2500 or more  or no clouds.,,,0.7,-7.3,No precipitation,12,,,,
17.01.2020 05:00,-5.5,771.0,771.4,,91,Calm  no wind,0,,,,Mist. ,,,-6.9,2.8,,,,,,0.7,-6.7,No precipitation,6,,,,
17.01.2020 02:00,-3.5,772.0,772.5,,82,Wind blowing from the south-west,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,2.8,,,2500 or more  or no clouds.,,,1.1,-6.1,No precipitation,12,,,,
16.01.2020 20:00,-1.6,772.9,773.4,0.4,68,Wind blowing from the north,0,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,2.8,,,2500 or more  or no clouds.,,,1.5,-6.9,No precipitation,12,,,,
16.01.2020 17:00,0.1,772.5,772.9,,57,Wind blowing from the south-southwest,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,2.8,,,2500 or more  or no clouds.,,,1.9,-7.4,No precipitation,6,,,,
16.01.2020 14:00,2.6,772.7,773.2,-1.7,45,Wind blowing from the south,2,,3,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,2.6,,,2500 or more  or no clouds.,,,2.0,-8.4,No precipitation,12,,,,
16.01.2020 11:00,-1.5,774.4,774.8,,70,Wind blowing from the north-east,1,,4,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,2.0,,,2500 or more  or no clouds.,,,1.3,-6.3,No precipitation,6,,,,
16.01.2020 08:00,-6.7,773.8,774.3,1.1,92,Wind blowing from the north-west,1,,4,60%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,2.0,,,2500 or more  or no clouds.,,,0.6,-7.8,No precipitation,12,,,,
16.01.2020 05:00,-6.4,772.7,773.2,,89,Calm  no wind,0,,,,Fog or ice fog. ,,,-8.9,2.0,,,,,,0.8,-7.9,No precipitation,6,,,,
16.01.2020 02:00,-4.6,773.2,773.7,,81,Wind blowing from the north-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,2.0,,,2500 or more  or no clouds.,,,1.1,-7.4,No precipitation,12,,,,
15.01.2020 20:00,-1.6,773.0,773.5,0.9,54,Wind blowing from the west,1,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,2.0,,,2500 or more  or no clouds.,,,2.8,-9.9,No precipitation,12,,,,
15.01.2020 17:00,0.3,772.1,772.6,,46,Wind blowing from the west,2,,5,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,2.0,,,2500 or more  or no clouds.,,,2.9,-10.0,No precipitation,6,,,,
15.01.2020 14:00,1.5,772.1,772.6,,38,Wind blowing from the west-northwest,3,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,2.0,,,2500 or more  or no clouds.,,,3.7,-11.3,No precipitation,12,,,,
15.01.2020 11:00,-1.5,774.0,774.4,,62,Wind blowing from the west,2,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,2.0,,,2500 or more  or no clouds.,,,2.0,-8.0,No precipitation,6,,,,
15.01.2020 08:00,-7.5,773.2,773.6,0.5,76,Wind blowing from the north,1,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,2.0,,,2500 or more  or no clouds.,,,3.0,-11.0,No precipitation,12,,,,
15.01.2020 05:00,-8.0,772.7,773.2,,72,Wind blowing from the south,1,,4,,Mist. ,,,-8.2,2.0,,,,,,5.0,-12.2,No precipitation,6,,,,
15.01.2020 02:00,-7.1,773.4,773.8,,64,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,2.0,,,2500 or more  or no clouds.,,,9.0,-12.9,No precipitation,12,,,,
14.01.2020 20:00,-3.4,772.6,773.1,,39,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,2.0,,,,,,18.0,-15.4,No precipitation,12,,,,
14.01.2020 17:00,0.0,771.9,772.3,,26,Wind blowing from the north-northwest,1,,,no clouds, ,,,,,,,,,,30.0,-17.2,,,,,,
14.01.2020 14:00,1.2,771.9,772.3,-1.8,25,Wind blowing from the north-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,1.4,,,,,,27.0,-16.7,No precipitation,12,,,,
14.01.2020 11:00,-1.0,773.7,774.1,,41,Wind blowing from the north-east,2,,5,no clouds, ,,,-7.4,0.8,,,,,,17.0,-12.6,No precipitation,6,,,,
14.01.2020 08:00,-6.0,772.9,773.3,0.8,41,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,0.8,,,,,,30.0,-17.1,No precipitation,12,,,,
14.01.2020 05:00,-6.6,772.1,772.6,,43,Wind blowing from the north,2,,,, ,,,,,,,,,,30.0,-17.1,,,,,,
14.01.2020 02:00,-5.2,772.1,772.6,,41,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,0.8,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
13.01.2020 20:00,-3.2,770.6,771.1,1.2,34,Wind blowing from the north-northwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,0.8,,,,,,28.0,-16.8,No precipitation,12,,,,
13.01.2020 17:00,-0.9,769.4,769.9,,26,Wind blowing from the north,3,,11,no clouds, ,,,-6.7,1.0,,,,,,30.0,-18.0,No precipitation,6,,,,
13.01.2020 14:00,0.4,768.7,769.2,-1.5,24,Wind blowing from the north,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,2.8,,,,,,30.0,-17.8,No precipitation,12,,,,
13.01.2020 11:00,-1.5,770.2,770.7,,28,Wind blowing from the north,7,,11,10%  or less  but not 0, ,,,-6.7,2.8,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,6,,,,
13.01.2020 08:00,-5.2,769.4,769.9,0.9,41,Wind blowing from the north,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,2.8,,,,,,30.0,-16.4,No precipitation,12,,,,
13.01.2020 05:00,-6.0,768.5,769.0,,47,Wind blowing from the north,2,,4,, ,,,-6.7,2.8,,,,,,30.0,-15.5,No precipitation,6,,,,
13.01.2020 02:00,-4.5,768.6,769.0,,51,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,2.8,,,2500 or more  or no clouds.,,,20.0,-13.3,No precipitation,12,,,,
12.01.2020 20:00,-2.5,768.4,768.9,0.6,50,Wind blowing from the south,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,2.8,,,,,,17.0,-11.7,No precipitation,12,,,,
12.01.2020 17:00,1.0,767.8,768.3,,34,Wind blowing from the north-northwest,2,,5,no clouds, ,,,-6.0,2.8,,,,,,24.0,-13.1,No precipitation,6,,,,
12.01.2020 14:00,2.5,767.5,767.9,-2.1,29,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,2.7,,,,,,27.0,-13.7,No precipitation,12,,,,
12.01.2020 11:00,0.7,769.6,770.1,,35,Wind blowing from the north-west,2,,4,no clouds, ,,,-6.0,1.1,,,,,,26.0,-13.0,No precipitation,6,,,,
12.01.2020 08:00,-5.6,769.0,769.5,0.6,65,Calm  no wind,0,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,1.1,,,2500 or more  or no clouds.,,,17.0,-11.3,No precipitation,12,,,,
12.01.2020 05:00,-4.3,768.4,768.9,,61,Wind blowing from the north-northwest,1,,2,, ,,,-4.4,1.1,,,,,,20.0,-10.7,No precipitation,6,,,,
12.01.2020 02:00,-2.3,769.2,769.6,,53,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,1.1,,,2500 or more  or no clouds.,,,16.0,-10.6,No precipitation,12,,,,
11.01.2020 20:00,-1.1,769.8,770.2,,49,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,1.1,,,2500 or more  or no clouds.,,,19.0,-10.7,No precipitation,12,,,,
11.01.2020 17:00,0.2,769.3,769.8,,49,Wind blowing from the south,2,,6,100%., ,,,-4.0,3.3,,,2500 or more  or no clouds.,,,17.0,-9.3,No precipitation,6,,,,
11.01.2020 14:00,0.5,769.6,770.1,-1.6,37,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,5.5,,,2500 or more  or no clouds.,,,26.0,-12.5,No precipitation,12,,,,
11.01.2020 11:00,-0.3,771.2,771.7,,32,Wind blowing from the north-northeast,2,,10,90  or more  but not 100%, ,,,-4.0,5.5,,,,,,30.0,-15.0,No precipitation,6,,,,
11.01.2020 08:00,-3.6,770.9,771.4,0.8,45,Wind blowing from the north-northwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
11.01.2020 05:00,-3.2,770.1,770.5,,45,Wind blowing from the north,3,,10,, ,,,-3.2,5.5,,,,,,30.0,-13.7,No precipitation,6,,,,
11.01.2020 02:00,-1.6,770.2,770.5,,42,Wind blowing from the north,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,5.5,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,12,,,,
10.01.2020 20:00,-0.8,768.7,769.2,0.4,63,Wind blowing from the north-west,2,,6,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,5.5,,,2500 or more  or no clouds.,,,4.7,-7.0,No precipitation,12,,,,
10.01.2020 17:00,3.4,768.3,768.7,,43,Wind blowing from the west,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-8.0,,,,,,
