Local time in Zaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 14:00,5.1,761.4,773.3,-1.6,83,Wind blowing from the north-northeast,3,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,,,,2500 or more  or no clouds.,,,5.0,2.5,2.0,12,,,,
24.01.2020 11:00,5.1,763.0,775.0,,89,Wind blowing from the north-northeast,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,3.3,3.4,0.6,6,,,,
24.01.2020 08:00,4.9,761.8,773.7,,91,Wind blowing from the north-northeast,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,8.7,,,2500 or more  or no clouds.,,,2.3,3.6,2.0,12,,,,
24.01.2020 05:00,5.3,760.3,772.1,,94,Wind blowing from the north,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,,8.7,,,,,,1.5,4.4,2.0,6,,,,
24.01.2020 02:00,5.5,760.4,772.3,,93,Wind blowing from the north-northeast,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.7,,,2500 or more  or no clouds.,,,1.9,4.5,0.8,12,,,,
23.01.2020 20:00,7.6,758.9,770.9,2.2,80,Wind blowing from the north-west,0,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,8.7,,,2500 or more  or no clouds.,,,3.1,4.4,No precipitation,12,,,,
23.01.2020 17:00,8.2,756.7,768.7,,79,Wind blowing from the west,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,8.7,,,2500 or more  or no clouds.,,,3.3,4.8,No precipitation,6,,,,
23.01.2020 14:00,7.2,757.0,769.0,-2.1,75,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,8.5,,,2500 or more  or no clouds.,,,3.4,3.1,No precipitation,12,,,,
23.01.2020 11:00,1.5,759.1,771.2,,98,Wind blowing from the west,2,,3,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-1.1,,,,2500 or more  or no clouds.,,,0.4,1.2,No precipitation,6,,,,
23.01.2020 08:00,-0.8,757.3,769.3,0.9,98,Wind blowing from the west-northwest,2,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,8.5,,,2500 or more  or no clouds.,,,less than 0.1,-1.1,No precipitation,12,,,,
23.01.2020 05:00,0.2,756.4,768.3,,98,Wind blowing from the north-east,0,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-0.2,8.5,,,,,,less than 0.1,-0.1,No precipitation,6,,,,
23.01.2020 02:00,1.3,757.3,769.2,,95,Wind blowing from the south-west,0,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,8.5,,,2500 or more  or no clouds.,,,0.5,0.6,No precipitation,12,,,,
22.01.2020 20:00,4.5,756.4,768.4,1.4,85,Wind blowing from the west-southwest,0,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,8.5,,,2500 or more  or no clouds.,,,1.1,2.2,No precipitation,12,,,,
22.01.2020 17:00,7.9,755.0,766.9,,66,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,8.5,,,,,,2.7,1.9,No precipitation,6,,,,
22.01.2020 14:00,8.1,754.9,766.8,,59,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,8.3,,,2500 or more  or no clouds.,,,3.1,0.6,No precipitation,12,,,,
22.01.2020 11:00,3.7,757.1,769.0,,87,Wind blowing from the north-west,1,,4,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,8.3,,,2500 or more  or no clouds.,,,1.5,1.7,No precipitation,6,,,,
22.01.2020 08:00,0.5,755.7,767.7,1.1,97,Wind blowing from the north-east,2,,,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,8.3,,,100-200,,,0.5,0.1,No precipitation,12,,,,
22.01.2020 05:00,-0.2,754.6,766.5,,97,Wind blowing from the west-northwest,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-0.4,8.3,,,,,,less than 0.1,-0.6,No precipitation,6,,,,
22.01.2020 02:00,2.2,755.4,767.2,,94,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,8.3,,,2500 or more  or no clouds.,,,1.1,1.3,No precipitation,12,,,,
21.01.2020 20:00,4.5,756.1,768.1,1.7,84,Wind blowing from the north,0,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,8.3,,,2500 or more  or no clouds.,,,2.2,2.0,Trace of precipitation,12,,,,
21.01.2020 17:00,8.1,754.4,766.2,,67,Wind blowing from the east-southeast,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,11.0,,,2500 or more  or no clouds.,,,4.4,2.3,No precipitation,6,,,,
21.01.2020 14:00,7.8,754.8,766.6,,62,Wind blowing from the east,2,,4,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,2500 or more  or no clouds.,,,4.7,0.8,Trace of precipitation,12,,,,
21.01.2020 11:00,6.1,757.2,769.0,,71,Calm  no wind,0,,,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,2500 or more  or no clouds.,,,4.2,1.2,No precipitation,6,,,,
21.01.2020 08:00,5.1,756.7,768.5,0.9,66,Wind blowing from the east-northeast,0,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,6.0,-0.7,No precipitation,12,,,,
21.01.2020 05:00,5.3,755.8,767.5,,64,Wind blowing from the east,1,,,, ,,,,,,,,,,7.0,-1.0,,,,,,
21.01.2020 02:00,5.2,756.9,768.7,,67,Wind blowing from the east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,12.9,,,2500 or more  or no clouds.,,,6.0,-0.6,No precipitation,12,,,,
20.01.2020 20:00,6.4,757.6,769.6,1.2,59,Wind blowing from the east,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,12.9,,,,,,5.0,-1.0,No precipitation,12,,,,
20.01.2020 17:00,11.0,756.4,768.2,,47,Wind blowing from the north-northeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,12.9,,,,,,6.0,0.1,No precipitation,6,,,,
20.01.2020 14:00,11.8,757.4,769.3,-2.0,45,Wind blowing from the west,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,12.3,,,2500 or more  or no clouds.,,,5.0,0.0,No precipitation,12,,,,
20.01.2020 11:00,8.3,759.4,771.3,,60,Wind blowing from the south-southwest,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,11.3,,,2500 or more  or no clouds.,,,3.4,1.0,No precipitation,6,,,,
20.01.2020 08:00,-0.2,758.2,770.2,1.1,88,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,11.3,,,,,,3.1,-1.9,No precipitation,12,,,,
20.01.2020 05:00,0.6,757.1,769.0,,84,Wind blowing from the east-northeast,1,,2,,Mist. ,,,-2.0,11.3,,,,,,4.3,-1.8,No precipitation,6,,,,
20.01.2020 02:00,1.7,757.6,769.5,,82,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,11.3,,,2500 or more  or no clouds.,,,4.7,-1.0,No precipitation,12,,,,
19.01.2020 20:00,4.7,757.3,769.4,0.9,73,Wind blowing from the east-southeast,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,11.3,,,,,,3.6,0.3,No precipitation,12,,,,
19.01.2020 17:00,10.4,756.4,768.3,,43,Wind blowing from the north-west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,11.3,,,,,,9.0,-1.6,No precipitation,6,,,,
19.01.2020 14:00,10.2,757.1,769.0,-2.6,46,Wind blowing from the west-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,10.3,,,,,,8.0,-0.9,No precipitation,12,,,,
19.01.2020 11:00,5.3,759.7,771.7,,85,Wind blowing from the east,0,,2,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,6.5,,,,,,2.2,3.0,No precipitation,6,,,,
19.01.2020 08:00,-1.9,759.3,771.4,1.5,98,Wind blowing from the east,1,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,6.5,,,2500 or more  or no clouds.,,,less than 0.1,-2.2,No precipitation,12,,,,
19.01.2020 05:00,-1.0,757.8,769.9,,96,Wind blowing from the east-northeast,1,,3,,Fog or ice fog. ,,,-1.1,6.5,,,,,,0.8,-1.6,No precipitation,6,,,,
19.01.2020 02:00,0.1,758.3,770.3,,95,Wind blowing from the east-northeast,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.5,,,2500 or more  or no clouds.,,,0.1,-0.6,No precipitation,12,,,,
18.01.2020 20:00,3.4,758.6,770.7,1.2,90,Wind blowing from the west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.5,,,2500 or more  or no clouds.,,,1.1,1.9,No precipitation,12,,,,
18.01.2020 17:00,3.7,757.4,769.5,,88,Wind blowing from the west,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.5,,,2500 or more  or no clouds.,,,1.4,1.9,No precipitation,6,,,,
18.01.2020 14:00,6.0,757.8,769.8,-2.6,72,Wind blowing from the west-northwest,2,,3,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.3,,,2500 or more  or no clouds.,,,2.5,1.3,No precipitation,12,,,,
18.01.2020 11:00,2.3,760.4,772.5,,85,Wind blowing from the west,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.3,,,,,,1.9,0.0,No precipitation,6,,,,
18.01.2020 08:00,-0.5,759.5,771.7,1.3,94,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,,,,2500 or more  or no clouds.,,,1.5,-1.3,No precipitation,12,,,,
18.01.2020 05:00,-0.4,758.2,770.2,,92,Wind blowing from the east,1,,3,,Mist. ,,,-2.2,6.3,,,,,,1.6,-1.5,No precipitation,6,,,,
18.01.2020 02:00,-0.3,759.1,771.1,,91,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,6.3,,,2500 or more  or no clouds.,,,1.4,-1.6,No precipitation,12,,,,
17.01.2020 20:00,1.8,759.4,771.5,0.6,87,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,6.3,,,,,,1.1,-0.1,No precipitation,12,,,,
17.01.2020 17:00,5.5,758.8,770.8,,67,Wind blowing from the west-northwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,6.3,,,,,,3.3,-0.3,No precipitation,6,,,,
17.01.2020 14:00,5.5,759.7,771.7,-2.5,61,Wind blowing from the west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,5.6,,,,,,3.2,-1.4,No precipitation,12,,,,
17.01.2020 11:00,3.4,762.2,774.3,,78,Wind blowing from the west-southwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,4.8,,,,,,2.2,-0.2,No precipitation,6,,,,
17.01.2020 08:00,-2.1,761.8,774.0,0.9,95,Wind blowing from the east-northeast,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,4.8,,,,,,0.9,-2.8,No precipitation,12,,,,
17.01.2020 05:00,-1.9,760.9,773.1,,93,Calm  no wind,0,,,,Mist. ,,,-2.0,4.8,,,,,,1.0,-2.9,No precipitation,6,,,,
17.01.2020 02:00,-0.8,761.5,773.6,,91,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.8,,,2500 or more  or no clouds.,,,1.4,-2.1,No precipitation,12,,,,
16.01.2020 20:00,1.8,761.8,773.9,1.2,80,Wind blowing from the north,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,4.8,,,2500 or more  or no clouds.,,,2.1,-1.3,No precipitation,12,,,,
16.01.2020 17:00,3.9,760.6,772.6,,65,Wind blowing from the north,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,4.8,,,2500 or more  or no clouds.,,,5.0,-2.1,No precipitation,6,,,,
16.01.2020 14:00,4.3,760.6,772.6,-2.1,63,Wind blowing from the north,2,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,4.5,,,2500 or more  or no clouds.,,,5.0,-2.3,No precipitation,12,,,,
16.01.2020 11:00,1.5,762.7,774.8,,73,Wind blowing from the north-northwest,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,1.5,,,2500 or more  or no clouds.,,,3.8,-2.8,No precipitation,6,,,,
16.01.2020 08:00,-0.6,761.8,774.1,0.9,84,Wind blowing from the north-northeast,1,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,,,,2500 or more  or no clouds.,,,2.2,-3.0,No precipitation,12,,,,
16.01.2020 05:00,-0.4,760.9,773.0,,82,Calm  no wind,0,,,,Mist. ,,,-0.4,,,,,,,2.0,-3.1,No precipitation,6,,,,
16.01.2020 02:00,-0.2,761.2,773.3,,80,Wind blowing from the north-northeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,,,,2500 or more  or no clouds.,,,2.5,-3.2,0.2,12,,,,
15.01.2020 20:00,-0.1,760.3,772.4,1.6,87,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Snow and/or other types of solid precipitation,Rain.,-0.1,3.8,,,2500 or more  or no clouds.,,,2.8,-2.0,2.0,12,,,,
15.01.2020 17:00,0.1,758.7,770.8,,90,Wind blowing from the north,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.0,,,,2500 or more  or no clouds.,,,1.9,-1.3,0.8,6,,,,
15.01.2020 14:00,0.1,758.0,770.1,,92,Wind blowing from the north-northeast,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,0.0,,,,2500 or more  or no clouds.,,,1.0,-1.0,2.0,12,,,,
15.01.2020 11:00,0.1,760.0,772.1,,93,Wind blowing from the north-east,2,,4,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,0.1,,,,2500 or more  or no clouds.,,,0.9,-0.9,2.0,6,,,,
15.01.2020 08:00,2.0,758.5,770.5,0.9,79,Wind blowing from the east-northeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,,,,2500 or more  or no clouds.,,,2.6,-1.3,No precipitation,12,,,,
15.01.2020 05:00,2.0,757.6,769.5,,79,Wind blowing from the west,1,,4,,Haze. ,,,0.4,7.2,,,,,,2.8,-1.3,No precipitation,6,,,,
15.01.2020 02:00,2.4,758.3,770.2,,72,Wind blowing from the east-northeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,7.2,,,2500 or more  or no clouds.,,,3.2,-2.1,No precipitation,12,,,,
14.01.2020 20:00,3.6,758.5,770.6,0.2,72,Wind blowing from the east,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,7.2,,,2500 or more  or no clouds.,,,2.7,-1.0,No precipitation,12,,,,
14.01.2020 17:00,6.5,758.3,770.3,,50,Wind blowing from the east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,7.2,,,,,,4.3,-3.4,No precipitation,6,,,,
14.01.2020 14:00,6.6,758.9,770.9,,57,Wind blowing from the east-southeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,6.7,,,300-600,,,3.3,-1.5,No precipitation,12,,,,
14.01.2020 11:00,3.2,761.7,773.8,,79,Wind blowing from the east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,5.1,,,,,,1.9,-0.1,No precipitation,6,,,,
14.01.2020 08:00,0.7,760.6,772.6,0.8,98,Wind blowing from the east-southeast,1,,3,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,5.1,,,2500 or more  or no clouds.,,,0.9,0.4,No precipitation,12,,,,
14.01.2020 05:00,0.3,759.8,771.9,,99,Calm  no wind,0,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-0.1,5.1,,,,,,0.1,0.2,No precipitation,6,,,,
14.01.2020 02:00,0.5,760.5,772.6,,98,Calm  no wind,0,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,5.1,,,2500 or more  or no clouds.,,,less than 0.1,0.2,No precipitation,12,,,,
13.01.2020 20:00,4.1,758.8,770.7,1.8,96,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,5.1,,,2500 or more  or no clouds.,,,0.9,3.5,0.1,12,,,,
13.01.2020 17:00,4.9,757.0,768.9,,93,Wind blowing from the north-east,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,5.7,,,2500 or more  or no clouds.,,,1.2,3.9,0.1,6,,,,
13.01.2020 14:00,4.6,756.6,768.5,,94,Wind blowing from the north,0,,2,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,,,,2500 or more  or no clouds.,,,0.7,3.7,0.3,12,,,,
13.01.2020 11:00,4.9,757.9,769.8,,88,Wind blowing from the south,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,,,,2500 or more  or no clouds.,,,1.5,3.1,0.2,6,,,,
13.01.2020 08:00,4.3,756.3,768.2,0.5,95,Wind blowing from the east-southeast,0,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,1.2,3.6,0.2,12,,,,
13.01.2020 05:00,4.5,755.8,767.7,,92,Calm  no wind,0,,,,Mist. ,,,,,,,,,,2.0,3.3,No precipitation,6,,,,
13.01.2020 02:00,4.7,756.0,767.8,,90,Wind blowing from the south-west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,7.9,,,2500 or more  or no clouds.,,,2.2,3.2,No precipitation,12,,,,
12.01.2020 20:00,5.0,756.6,768.5,1.1,86,Wind blowing from the north,0,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,7.9,,,2500 or more  or no clouds.,,,2.7,2.9,No precipitation,12,,,,
12.01.2020 17:00,5.6,755.5,767.5,,85,Wind blowing from the west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,7.9,,,2500 or more  or no clouds.,,,2.5,3.3,No precipitation,6,,,,
12.01.2020 14:00,7.8,755.2,767.1,-2.6,73,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,7.9,,,2500 or more  or no clouds.,,,5.0,3.3,No precipitation,12,,,,
12.01.2020 11:00,5.8,757.8,769.7,,78,Wind blowing from the east-southeast,2,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,6.9,,,2500 or more  or no clouds.,,,3.9,2.3,No precipitation,6,,,,
12.01.2020 08:00,2.4,757.4,769.4,0.7,87,Wind blowing from the south-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,6.9,,,2500 or more  or no clouds.,,,2.8,0.5,No precipitation,12,,,,
12.01.2020 05:00,1.5,756.7,768.7,,91,Wind blowing from the east,1,,,,Mist. ,,,1.5,6.9,,,,,,2.6,0.2,No precipitation,6,,,,
12.01.2020 02:00,3.2,757.5,769.4,,83,Wind blowing from the east-southeast,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.9,,,2500 or more  or no clouds.,,,3.5,0.6,No precipitation,12,,,,
11.01.2020 20:00,4.5,757.9,769.9,0.9,82,Wind blowing from the south-east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.9,,,2500 or more  or no clouds.,,,3.0,1.7,No precipitation,12,,,,
11.01.2020 17:00,6.2,757.0,769.0,,75,Wind blowing from the east-northeast,0,,2,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.9,,,,,,3.6,2.1,No precipitation,6,,,,
11.01.2020 14:00,5.5,756.9,768.8,,76,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,5.5,,,2500 or more  or no clouds.,,,3.5,1.6,No precipitation,12,,,,
11.01.2020 11:00,3.7,759.5,771.5,,85,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,3.7,,,2500 or more  or no clouds.,,,2.8,1.4,No precipitation,6,,,,
11.01.2020 08:00,2.1,758.7,770.8,0.6,91,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.6,,,2500 or more  or no clouds.,,,2.3,0.8,No precipitation,12,,,,
11.01.2020 05:00,2.2,758.1,770.1,,91,Wind blowing from the north,1,,4,,Mist. ,,,,2.6,,,,,,2.0,0.9,No precipitation,6,,,,
11.01.2020 02:00,2.5,758.6,770.6,,94,Wind blowing from the north-west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.6,,,2500 or more  or no clouds.,,,1.6,1.6,No precipitation,12,,,,
10.01.2020 20:00,2.4,758.2,770.3,1.1,91,Wind blowing from the north-northwest,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,2.6,,,2500 or more  or no clouds.,,,2.0,1.1,1.0,12,,,,
