Local time in Simao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 11:00,18.4,654.4,762.1,,43,Wind blowing from the south-southeast,1,,2,20–30%., ,,,7.9,23.9,,,2500 or more  or no clouds.,,,21.0,5.6,No precipitation,6,,,,
24.01.2020 08:00,8.1,653.2,761.7,0.6,80,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,23.9,,,,,,20.0,4.9,No precipitation,12,,,,
24.01.2020 05:00,8.7,652.6,759.9,,71,Calm  no wind,0,,,, ,,,7.4,23.9,,,,,,24.0,3.7,No precipitation,6,,,,
24.01.2020 02:00,10.4,653.1,760.3,-0.1,64,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,23.9,,,2500 or more  or no clouds.,,,13.0,3.9,No precipitation,12,,,,
23.01.2020 23:00,13.6,653.2,760.6,,52,Calm  no wind,0,,,, ,,,7.4,23.9,,,,,,24.0,3.9,No precipitation,6,,,,
23.01.2020 20:00,18.6,652.0,760.5,0.6,33,Wind blowing from the south-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,23.9,,,,,,30.0,2.0,No precipitation,12,,,,
23.01.2020 17:00,23.5,651.4,758.5,,25,Wind blowing from the west-southwest,3,,8,no clouds, ,,,7.4,24.7,,,,,,30.0,2.4,No precipitation,6,,,,
23.01.2020 14:00,22.8,652.9,760.2,-1.9,27,Wind blowing from the south-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,24.9,,,,,,29.0,2.8,No precipitation,12,,,,
23.01.2020 11:00,18.7,654.8,762.7,,45,Wind blowing from the south,0,,2,no clouds, ,,,7.4,24.9,,,,,,16.0,6.5,No precipitation,6,,,,
23.01.2020 08:00,7.5,653.7,762.4,,82,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,24.9,,,,,,18.0,4.6,No precipitation,12,,,,
23.01.2020 05:00,8.5,653.0,760.3,,74,Wind blowing from the west,0,,6,, ,,,8.4,24.9,,,,,,27.0,4.1,No precipitation,6,,,,
23.01.2020 02:00,9.9,654.2,761.5,-0.2,67,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,24.9,,,2500 or more  or no clouds.,,,20.0,4.1,No precipitation,12,,,,
22.01.2020 23:00,12.9,654.4,762.3,,53,Wind blowing from the north-west,1,,8,, ,,,8.4,24.9,,,,,,9.0,3.6,No precipitation,6,,,,
22.01.2020 20:00,18.9,653.4,761.8,,29,Wind blowing from the west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,24.9,,,,,,28.0,0.5,No precipitation,12,,,,
22.01.2020 17:00,24.6,652.7,759.8,,25,Wind blowing from the west,3,,8,no clouds, ,,,8.4,24.9,,,,,,30.0,3.3,No precipitation,6,,,,
22.01.2020 14:00,23.8,654.2,761.5,,27,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,24.7,,,,,,30.0,3.7,No precipitation,12,,,,
22.01.2020 11:00,18.2,656.4,764.6,,49,Wind blowing from the east,1,,2,50%., ,,,8.4,24.7,,,600-1000,,,24.0,7.3,No precipitation,6,,,,
22.01.2020 08:00,8.4,654.9,763.9,0.5,84,Wind blowing from the west,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,24.7,,,,,,23.0,5.9,No precipitation,12,,,,
22.01.2020 05:00,9.0,654.4,761.8,,81,Wind blowing from the west,1,,6,, ,,,7.8,24.7,,,,,,30.0,5.9,No precipitation,6,,,,
22.01.2020 02:00,10.4,655.3,763.0,-0.3,74,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,24.7,,,2500 or more  or no clouds.,,,30.0,6.0,No precipitation,12,,,,
21.01.2020 23:00,12.8,655.6,763.6,,65,Wind blowing from the west-northwest,1,,8,, ,,,7.8,24.7,,,,,,22.0,6.4,No precipitation,6,,,,
21.01.2020 20:00,17.7,654.2,763.1,1.0,52,Wind blowing from the north-northwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,24.7,,,,,,14.0,7.7,No precipitation,12,,,,
21.01.2020 17:00,24.4,653.2,760.3,,29,Wind blowing from the west-southwest,2,,8,20–30%., ,,,7.8,24.7,,,600-1000,,,30.0,5.2,No precipitation,6,,,,
21.01.2020 14:00,22.8,654.7,762.3,-2.1,33,Wind blowing from the south-west,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,23.8,,,600-1000,,,30.0,5.7,No precipitation,12,,,,
21.01.2020 11:00,18.2,656.8,765.2,,46,Wind blowing from the south-west,1,,2,no clouds, ,,,7.8,23.8,,,,,,27.0,6.4,No precipitation,6,,,,
21.01.2020 08:00,8.0,655.3,764.5,0.9,80,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,23.8,,,2500 or more  or no clouds.,,,24.0,4.8,No precipitation,12,,,,
21.01.2020 05:00,9.1,654.4,761.9,,73,Wind blowing from the west-northwest,1,,6,, ,,,8.0,23.8,,,,,,30.0,4.5,No precipitation,6,,,,
21.01.2020 02:00,9.7,654.9,762.5,,71,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,23.8,,,2500 or more  or no clouds.,,,30.0,4.7,No precipitation,12,,,,
20.01.2020 23:00,11.9,655.3,763.7,,67,Wind blowing from the north-northwest,1,,8,, ,,,8.0,23.8,,,,,,24.0,5.8,No precipitation,6,,,,
20.01.2020 20:00,17.0,653.6,762.6,1.1,49,Wind blowing from the north-northwest,0,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,23.8,,,2500 or more  or no clouds.,,,13.0,6.2,No precipitation,12,,,,
20.01.2020 17:00,23.7,652.5,759.7,,27,Wind blowing from the west-southwest,2,,8,50%., ,,,8.0,23.8,,,2500 or more  or no clouds.,,,30.0,3.6,No precipitation,6,,,,
20.01.2020 14:00,23.0,653.9,761.2,-1.9,31,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,24.0,,,2500 or more  or no clouds.,,,30.0,5.0,No precipitation,12,,,,
20.01.2020 11:00,17.1,655.8,764.2,,61,Wind blowing from the north,1,,2,70 – 80%., ,,,8.0,24.0,,,2500 or more  or no clouds.,,,16.0,9.5,No precipitation,6,,,,
20.01.2020 08:00,8.0,654.4,763.6,0.9,89,Wind blowing from the north,0,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,24.0,,,2500 or more  or no clouds.,,,14.0,6.3,No precipitation,12,,,,
20.01.2020 05:00,9.0,653.5,760.9,,86,Wind blowing from the west,1,,4,, ,,,7.0,24.0,,,,,,20.0,6.8,No precipitation,6,,,,
20.01.2020 02:00,10.3,653.9,761.4,,81,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,24.0,,,2500 or more  or no clouds.,,,18.0,7.2,No precipitation,12,,,,
19.01.2020 23:00,12.6,654.0,761.9,,71,Wind blowing from the west-northwest,0,,7,, ,,,7.0,24.0,,,,,,18.0,7.5,No precipitation,6,,,,
19.01.2020 20:00,16.8,653.1,762.2,1.0,56,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,24.0,,,,,,14.0,8.0,No precipitation,12,,,,
19.01.2020 17:00,23.7,652.1,759.5,,33,Wind blowing from the west,2,,7,40%., ,,,7.0,24.2,,,600-1000,,,28.0,6.5,No precipitation,6,,,,
19.01.2020 14:00,22.5,653.7,761.2,,39,Wind blowing from the south-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,24.5,,,,,,25.0,7.9,No precipitation,12,,,,
19.01.2020 11:00,17.7,655.8,764.1,,46,Wind blowing from the east,1,,3,no clouds, ,,,7.0,24.5,,,,,,21.0,5.9,No precipitation,6,,,,
19.01.2020 08:00,7.1,654.4,763.7,0.9,89,Wind blowing from the north-northwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,24.5,,,,,,10.0,5.4,No precipitation,12,,,,
19.01.2020 05:00,7.7,653.5,761.2,,86,Wind blowing from the west,0,,7,, ,,,6.4,24.5,,,,,,22.0,5.5,No precipitation,6,,,,
19.01.2020 02:00,9.6,654.0,761.5,,79,Wind blowing from the west-northwest,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,24.5,,,2500 or more  or no clouds.,,,19.0,6.1,No precipitation,12,,,,
18.01.2020 23:00,12.2,654.2,762.1,,67,Wind blowing from the north-west,1,,8,, ,,,6.4,24.5,,,,,,16.0,6.3,No precipitation,6,,,,
18.01.2020 20:00,16.9,652.9,762.0,0.8,50,Wind blowing from the north,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,24.5,,,,,,12.0,6.4,No precipitation,12,,,,
18.01.2020 17:00,24.0,652.1,759.6,,27,Wind blowing from the south-west,2,,8,no clouds, ,,,6.4,24.5,,,,,,30.0,3.9,No precipitation,6,,,,
18.01.2020 14:00,23.0,653.6,761.2,-1.8,30,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,24.4,,,,,,30.0,4.5,No precipitation,12,,,,
18.01.2020 11:00,18.4,655.4,763.7,,44,Calm  no wind,0,,,, ,,,6.4,24.4,,,,,,21.0,5.9,No precipitation,6,,,,
18.01.2020 08:00,6.6,654.4,763.9,0.9,83,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,24.4,,,,,,22.0,3.9,No precipitation,12,,,,
18.01.2020 05:00,7.2,653.5,761.2,,80,Wind blowing from the west,1,,6,, ,,,7.2,24.4,,,,,,30.0,4.0,No precipitation,6,,,,
18.01.2020 02:00,8.7,654.6,762.4,-0.2,74,Wind blowing from the west,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,24.4,,,2500 or more  or no clouds.,,,29.0,4.3,No precipitation,12,,,,
17.01.2020 23:00,11.5,654.8,763.1,,66,Wind blowing from the north-west,1,,7,, ,,,7.2,24.4,,,,,,16.0,5.4,No precipitation,6,,,,
17.01.2020 20:00,16.5,653.9,763.1,0.7,49,Wind blowing from the north-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,24.4,,,,,,11.0,5.8,No precipitation,12,,,,
17.01.2020 17:00,24.0,653.2,760.6,,24,Wind blowing from the west-southwest,2,,7,no clouds, ,,,7.2,24.4,,,,,,30.0,2.2,No precipitation,6,,,,
17.01.2020 14:00,23.0,654.5,762.1,,26,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.9,,,,,,30.0,2.5,No precipitation,12,,,,
17.01.2020 11:00,17.8,656.4,764.8,,48,Wind blowing from the south,1,,2,no clouds, ,,,7.2,23.9,,,,,,23.0,6.7,No precipitation,6,,,,
17.01.2020 08:00,7.6,655.0,764.3,0.8,87,Wind blowing from the west-southwest,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,23.9,,,,,,20.0,5.6,No precipitation,12,,,,
17.01.2020 05:00,8.3,654.2,761.9,,81,Wind blowing from the west-northwest,0,,5,, ,,,7.0,23.9,,,,,,30.0,5.2,No precipitation,6,,,,
17.01.2020 02:00,9.7,654.9,762.7,,77,Wind blowing from the west,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,23.9,,,2500 or more  or no clouds.,,,28.0,5.9,No precipitation,12,,,,
16.01.2020 23:00,12.1,654.7,763.0,,66,Wind blowing from the west,1,,7,, ,,,7.0,23.9,,,,,,23.0,5.9,No precipitation,6,,,,
16.01.2020 20:00,17.0,653.5,762.7,0.9,49,Wind blowing from the west-northwest,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,23.9,,,,,,11.0,6.2,No precipitation,12,,,,
16.01.2020 17:00,23.6,652.6,760.0,,25,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%, ,,,7.0,23.9,,,,,,30.0,2.4,No precipitation,6,,,,
16.01.2020 14:00,22.4,653.5,760.9,-1.7,23,Wind blowing from the north-northwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,23.9,,,2500 or more  or no clouds.,,,30.0,0.3,No precipitation,12,,,,
16.01.2020 11:00,17.6,655.2,763.2,,47,Wind blowing from the south,1,,2,no clouds, ,,,7.0,23.9,,,,,,21.0,6.2,No precipitation,6,,,,
16.01.2020 08:00,7.2,653.8,762.4,0.8,87,Wind blowing from the north-west,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,23.9,,,,,,18.0,5.2,No precipitation,12,,,,
16.01.2020 05:00,8.4,653.0,760.5,,81,Wind blowing from the north-west,1,,8,, ,,,7.5,23.9,,,,,,23.0,5.3,No precipitation,6,,,,
16.01.2020 02:00,10.3,653.4,760.7,,71,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,23.9,,,2500 or more  or no clouds.,,,15.0,5.3,No precipitation,12,,,,
15.01.2020 23:00,13.6,653.3,760.9,,59,Wind blowing from the west,1,,8,, ,,,7.5,23.9,,,,,,22.0,5.7,No precipitation,6,,,,
15.01.2020 20:00,19.7,652.5,760.8,0.9,31,Wind blowing from the west-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,23.9,,,,,,30.0,2.1,No precipitation,12,,,,
15.01.2020 17:00,23.5,651.6,758.8,,28,Wind blowing from the west-southwest,3,,7,no clouds, ,,,7.5,23.9,,,,,,30.0,4.0,No precipitation,6,,,,
15.01.2020 14:00,22.8,652.6,759.8,,29,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,23.9,,,,,,30.0,3.9,No precipitation,12,,,,
15.01.2020 11:00,18.3,654.4,762.3,,47,Wind blowing from the south-west,1,,3,no clouds, ,,,7.5,23.9,,,,,,17.0,6.8,No precipitation,6,,,,
15.01.2020 08:00,7.7,653.4,762.3,0.9,86,Wind blowing from the west-northwest,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,23.9,,,,,,18.0,5.5,No precipitation,12,,,,
15.01.2020 05:00,8.8,652.5,759.7,,84,Wind blowing from the west-northwest,1,,6,,Mist. ,,,8.7,23.9,,,,,,3.2,6.2,No precipitation,6,,,,
15.01.2020 02:00,10.3,653.1,760.4,,81,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.9,,,2500 or more  or no clouds.,,,22.0,7.2,No precipitation,12,,,,
14.01.2020 23:00,13.0,653.1,760.9,,70,Wind blowing from the north-northwest,1,,6,, ,,,8.7,23.9,,,,,,17.0,7.7,No precipitation,6,,,,
14.01.2020 20:00,17.5,651.7,760.1,0.6,51,Wind blowing from the south-southwest,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.9,,,,,,24.0,7.3,No precipitation,12,,,,
14.01.2020 17:00,23.9,651.1,757.9,,28,Wind blowing from the south-west,2,,6,no clouds, ,,,8.7,23.9,,,,,,30.0,4.3,No precipitation,6,,,,
14.01.2020 14:00,22.3,651.8,758.8,-2.1,38,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.7,,,,,,30.0,7.3,No precipitation,12,,,,
14.01.2020 11:00,17.2,653.9,761.8,,69,Wind blowing from the west,1,,2,no clouds, ,,,8.7,23.7,,,,,,11.0,11.5,No precipitation,6,,,,
14.01.2020 08:00,8.8,652.9,761.3,1.0,93,Wind blowing from the north-west,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,23.7,,,2500 or more  or no clouds.,,,10.0,7.7,No precipitation,12,,,,
14.01.2020 05:00,9.7,651.9,758.9,,93,Wind blowing from the west,0,,4,, ,,,7.2,23.7,,,,,,9.0,8.6,No precipitation,6,,,,
14.01.2020 02:00,10.8,652.5,759.7,,89,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.7,,,2500 or more  or no clouds.,,,14.0,9.1,No precipitation,12,,,,
13.01.2020 23:00,13.0,652.6,760.5,,80,Wind blowing from the west-northwest,1,,7,, ,,,7.2,23.7,,,,,,15.0,9.6,No precipitation,6,,,,
13.01.2020 20:00,18.0,651.3,759.8,0.8,58,Wind blowing from the south-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.7,,,,,,16.0,9.6,No precipitation,12,,,,
13.01.2020 17:00,23.6,650.5,757.6,,34,Wind blowing from the west-southwest,2,,7,no clouds, ,,,7.2,23.7,,,,,,30.0,6.8,No precipitation,6,,,,
13.01.2020 14:00,22.1,651.5,758.9,,39,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,22.9,,,,,,30.0,7.5,No precipitation,12,,,,
13.01.2020 11:00,16.3,653.4,761.9,,53,Wind blowing from the south-southwest,1,,2,no clouds, ,,,7.2,22.9,,,,,,26.0,6.7,No precipitation,6,,,,
13.01.2020 08:00,7.3,652.5,761.9,0.4,86,Wind blowing from the west-northwest,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,22.9,,,,,,13.0,5.1,No precipitation,12,,,,
13.01.2020 05:00,7.9,652.1,759.7,,84,Wind blowing from the north-northwest,1,,4,, ,,,6.3,22.9,,,,,,26.0,5.4,No precipitation,6,,,,
13.01.2020 02:00,9.1,652.7,760.6,-0.3,76,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,22.9,,,2500 or more  or no clouds.,,,30.0,5.1,No precipitation,12,,,,
12.01.2020 23:00,10.8,653.0,761.6,,65,Wind blowing from the west,1,,4,, ,,,6.3,22.9,,,,,,18.0,4.5,No precipitation,6,,,,
12.01.2020 20:00,14.5,652.0,761.6,0.7,47,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,22.9,,,,,,13.0,3.3,No precipitation,12,,,,
12.01.2020 17:00,22.4,651.3,758.8,,23,Wind blowing from the south,2,,4,no clouds, ,,,6.3,23.2,,,,,,30.0,0.3,No precipitation,6,,,,
12.01.2020 14:00,20.2,652.7,760.6,-2.2,34,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,23.2,,,,,,30.0,3.9,No precipitation,12,,,,
12.01.2020 11:00,15.5,654.9,763.6,,51,Wind blowing from the west-southwest,2,,3,no clouds, ,,,6.3,23.2,,,,,,26.0,5.4,No precipitation,6,,,,
12.01.2020 08:00,6.3,654.1,763.8,0.9,85,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,23.2,,,2500 or more  or no clouds.,,,21.0,4.0,No precipitation,12,,,,
12.01.2020 05:00,7.7,653.2,760.9,,84,Wind blowing from the north-west,1,,4,, ,,,7.7,23.2,,,,,,24.0,5.2,No precipitation,6,,,,
12.01.2020 02:00,9.2,653.5,761.2,0.0,82,Wind blowing from the west,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,23.2,,,2500 or more  or no clouds.,,,19.0,6.3,No precipitation,12,,,,
11.01.2020 23:00,12.0,653.5,761.4,,72,Wind blowing from the west,1,,7,, ,,,9.3,23.2,,,,,,15.0,7.1,No precipitation,6,,,,
11.01.2020 20:00,15.9,652.2,760.9,0.8,57,Wind blowing from the north-northwest,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,23.2,,,600-1000,,,19.0,7.4,No precipitation,12,,,,
11.01.2020 17:00,23.1,651.4,758.4,,30,Wind blowing from the west-northwest,2,,7,10%  or less  but not 0, ,,,9.3,24.2,,,600-1000,,,30.0,4.6,No precipitation,6,,,,
11.01.2020 14:00,22.3,652.6,759.7,-1.9,36,Wind blowing from the west-northwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,24.7,,,600-1000,,,30.0,6.5,No precipitation,12,,,,
11.01.2020 11:00,18.4,654.5,762.2,,55,Wind blowing from the south-southeast,1,,2,no clouds, ,,,9.3,24.7,,,,,,15.0,9.2,No precipitation,6,,,,
11.01.2020 08:00,9.3,653.3,761.5,0.8,90,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,24.7,,,,,,14.0,7.7,No precipitation,12,,,,
11.01.2020 05:00,10.0,652.5,759.4,,87,Calm  no wind,0,,,, ,,,9.8,24.7,,,,,,19.0,7.9,No precipitation,6,,,,
11.01.2020 02:00,11.3,652.7,759.6,-0.2,83,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,24.7,,,2500 or more  or no clouds.,,,19.0,8.5,No precipitation,12,,,,
10.01.2020 23:00,13.6,652.9,760.4,,71,Wind blowing from the north-west,0,,8,, ,,,9.8,24.7,,,,,,17.0,8.4,No precipitation,6,,,,
10.01.2020 20:00,18.9,651.9,759.7,0.5,47,Wind blowing from the west-northwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,24.7,,,,,,12.0,7.4,No precipitation,12,,,,
10.01.2020 17:00,24.3,651.4,757.9,,29,Wind blowing from the west-southwest,3,,8,20–30%., ,,,9.8,24.7,,,600-1000,,,30.0,5.1,0.2,6,,,,
10.01.2020 14:00,23.5,652.4,759.0,-2.2,37,Wind blowing from the west-southwest,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,24.2,,,600-1000,,,30.0,8.0,No precipitation,12,,,,
10.01.2020 11:00,18.1,654.6,762.1,,60,Wind blowing from the west,1,,2,no clouds, ,,,9.8,24.2,,,,,,20.0,10.2,No precipitation,6,,,,
10.01.2020 08:00,10.0,653.4,761.5,0.8,94,Wind blowing from the west-northwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,24.2,,,,,,9.0,9.1,No precipitation,12,,,,
10.01.2020 05:00,10.9,652.6,759.4,,93,Wind blowing from the north-west,1,,5,, ,,,10.9,24.2,,,,,,5.0,9.8,No precipitation,6,,,,
