Local time in Mei County,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 23:00,18.5,754.1,764.4,,88,Wind blowing from the south-southwest,1,,5,, ,,,16.2,25.8,,,,,,12.0,16.4,No precipitation,6,,,,
24.01.2020 20:00,21.2,753.6,763.9,1.0,71,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,25.8,,,1000-1500,,,24.0,15.7,No precipitation,12,,,,
24.01.2020 17:00,24.4,752.6,762.9,,57,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%, ,,,16.2,26.7,,,1000-1500,,,30.0,15.3,No precipitation,6,,,,
24.01.2020 14:00,25.1,753.1,763.3,-2.1,58,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,27.8,,,600-1000,,,30.0,16.2,No precipitation,12,,,,
24.01.2020 11:00,23.8,755.2,765.5,,65,Wind blowing from the east,1,,3,60%., ,,,16.2,27.8,,,600-1000,,,30.0,16.8,No precipitation,6,,,,
24.01.2020 08:00,17.5,754.9,765.2,1.6,94,Wind blowing from the west-northwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,27.8,,,600-1000,,,17.0,16.5,No precipitation,12,,,,
24.01.2020 05:00,16.5,753.3,763.6,,96,Wind blowing from the west,1,,5,, ,,,16.5,27.8,,,,,,10.0,15.8,No precipitation,6,,,,
24.01.2020 02:00,17.6,753.7,764.0,0.3,92,Wind blowing from the west-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,27.8,,,2500 or more  or no clouds.,,,16.0,16.2,No precipitation,12,,,,
23.01.2020 23:00,19.6,753.4,763.6,,82,Wind blowing from the west-southwest,1,,5,, ,,,16.5,27.8,,,,,,25.0,16.4,No precipitation,6,,,,
23.01.2020 20:00,22.5,752.3,762.7,1.5,67,Wind blowing from the west-northwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,27.8,,,1000-1500,,,17.0,16.0,No precipitation,12,,,,
23.01.2020 17:00,26.7,750.8,761.0,,50,Wind blowing from the west-northwest,1,,3,20–30%., ,,,16.5,27.8,,,600-1000,,,30.0,15.4,No precipitation,6,,,,
23.01.2020 14:00,26.7,751.7,762.0,-2.4,53,Wind blowing from the north-east,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,27.0,,,600-1000,,,30.0,16.3,No precipitation,12,,,,
23.01.2020 11:00,23.3,754.1,764.5,,67,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,16.5,27.0,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,17.0,16.8,No precipitation,6,,,,
23.01.2020 08:00,16.8,754.0,764.3,1.1,96,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,27.0,,,1000-1500,,,12.0,16.1,No precipitation,12,,,,
23.01.2020 05:00,16.6,752.9,763.2,,95,Wind blowing from the west,1,,3,, ,,,15.4,27.0,,,,,,15.0,15.8,No precipitation,6,,,,
23.01.2020 02:00,16.8,753.4,763.7,-0.6,94,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,27.0,,,2500 or more  or no clouds.,,,14.0,15.9,No precipitation,12,,,,
22.01.2020 23:00,18.0,754.0,764.3,,89,Wind blowing from the west-northwest,2,,5,, ,,,15.0,27.0,,,,,,21.0,16.1,No precipitation,6,,,,
22.01.2020 20:00,21.0,753.4,763.9,0.9,73,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,27.0,,,,,,30.0,15.9,No precipitation,12,,,,
22.01.2020 17:00,26.0,752.5,762.8,,52,Wind blowing from the south,1,,5,50%., ,,,15.0,27.0,,,600-1000,,,30.0,15.3,No precipitation,6,,,,
22.01.2020 14:00,24.7,753.3,763.6,-3.1,53,Wind blowing from the north-east,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,25.1,,,600-1000,,,30.0,14.4,No precipitation,12,,,,
22.01.2020 11:00,19.2,756.4,766.8,,67,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%, ,,,15.0,20.7,,,1000-1500,,,12.0,12.9,No precipitation,6,,,,
22.01.2020 08:00,15.6,756.0,766.5,0.5,84,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,,,,1000-1500,,,15.0,12.9,Trace of precipitation,12,,,,
22.01.2020 05:00,15.5,755.5,766.0,,82,Wind blowing from the south-southeast,1,,4,, ,,,12.1,20.7,,,,,,17.0,12.4,No precipitation,6,,,,
22.01.2020 02:00,15.3,755.7,766.1,-0.7,83,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.7,,,2500 or more  or no clouds.,,,17.0,12.4,No precipitation,12,,,,
21.01.2020 23:00,15.9,756.4,766.9,,78,Wind blowing from the west-northwest,1,,4,, ,,,12.0,20.7,,,,,,19.0,12.0,No precipitation,6,,,,
21.01.2020 20:00,17.0,755.9,766.5,0.4,72,Wind blowing from the west,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.7,,,1000-1500,,,17.0,11.9,No precipitation,12,,,,
21.01.2020 17:00,20.0,755.5,766.0,,60,Wind blowing from the east-southeast,1,,3,60%., ,,,12.0,20.8,,,1000-1500,,,28.0,12.0,No precipitation,6,,,,
21.01.2020 14:00,20.1,756.1,766.6,-2.5,56,Wind blowing from the north,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,22.1,,,600-1000,,,26.0,11.0,No precipitation,12,,,,
21.01.2020 11:00,18.4,758.6,769.1,,58,Wind blowing from the east,2,,4,70 – 80%., ,,,12.0,22.1,,,1000-1500,,,22.0,10.0,No precipitation,6,,,,
21.01.2020 08:00,13.3,758.2,768.7,1.7,79,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,22.1,,,1000-1500,,,30.0,9.7,No precipitation,12,,,,
21.01.2020 05:00,12.4,756.5,767.0,,81,Wind blowing from the west-southwest,1,,4,, ,,,10.4,22.1,,,,,,30.0,9.2,No precipitation,6,,,,
21.01.2020 02:00,13.2,756.7,767.2,-0.2,79,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,22.1,,,2500 or more  or no clouds.,,,30.0,9.6,No precipitation,12,,,,
20.01.2020 23:00,14.9,756.9,767.5,,70,Wind blowing from the south-southeast,2,,4,, ,,,10.4,22.1,,,,,,30.0,9.4,No precipitation,6,,,,
20.01.2020 20:00,17.6,756.4,766.9,,54,Wind blowing from the west-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,22.1,,,1000-1500,,,30.0,8.1,No precipitation,12,,,,
20.01.2020 17:00,20.8,755.2,765.7,,44,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%, ,,,10.4,22.1,,,1000-1500,,,30.0,8.1,No precipitation,6,,,,
20.01.2020 14:00,19.9,755.5,766.0,-3.1,44,Wind blowing from the west-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.9,,,,,,30.0,7.3,No precipitation,12,,,,
20.01.2020 11:00,14.0,758.6,769.3,,58,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,10.4,14.1,,,1000-1500,,,30.0,5.8,No precipitation,6,,,,
20.01.2020 08:00,10.7,758.2,769.0,1.2,72,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,14.1,,,1000-1500,,,30.0,5.8,No precipitation,12,,,,
20.01.2020 05:00,10.7,757.0,767.7,,71,Wind blowing from the west-northwest,1,,4,, ,,,9.5,14.1,,,,,,30.0,5.6,No precipitation,6,,,,
20.01.2020 02:00,11.0,757.2,767.8,-0.8,69,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.1,,,2500 or more  or no clouds.,,,30.0,5.5,No precipitation,12,,,,
19.01.2020 23:00,11.8,758.0,768.7,,65,Wind blowing from the west-northwest,3,,6,, ,,,9.5,14.1,,,,,,30.0,5.4,No precipitation,6,,,,
19.01.2020 20:00,12.4,757.6,768.3,1.0,62,Wind blowing from the west-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.1,,,1000-1500,,,30.0,5.3,Trace of precipitation,12,,,,
19.01.2020 17:00,12.8,756.6,767.2,,63,Wind blowing from the north-west,2,,6,90  or more  but not 100%, ,,,9.5,14.1,,,1000-1500,,,30.0,5.9,No precipitation,6,,,,
19.01.2020 14:00,13.5,756.1,766.8,-2.5,61,Wind blowing from the south-southeast,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.9,,,1000-1500,,,30.0,6.1,Trace of precipitation,12,,,,
19.01.2020 11:00,10.8,758.6,769.3,,74,Wind blowing from the west-northwest,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.9,,,1000-1500,,,30.0,6.3,No precipitation,6,,,,
19.01.2020 08:00,9.6,757.9,768.6,1.3,86,Wind blowing from the west-northwest,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,13.9,,,1000-1500,,,12.0,7.3,Trace of precipitation,12,,,,
19.01.2020 05:00,10.9,756.6,767.2,,71,Wind blowing from the west-northwest,4,,6,, ,,,8.8,13.9,,,,,,18.0,5.8,No precipitation,6,,,,
19.01.2020 02:00,12.0,756.2,766.9,0.1,64,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.9,,,2500 or more  or no clouds.,,,30.0,5.4,No precipitation,12,,,,
18.01.2020 23:00,12.1,756.1,766.8,,65,Wind blowing from the west,1,,4,, ,,,8.8,13.9,,,,,,30.0,5.7,No precipitation,6,,,,
18.01.2020 20:00,12.4,755.3,766.0,0.5,62,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,13.9,,,1000-1500,,,30.0,5.3,No precipitation,12,,,,
18.01.2020 17:00,13.0,754.8,765.4,,58,Wind blowing from the west-northwest,2,,4,100%., ,,,8.8,15.2,,,1000-1500,,,30.0,4.9,No precipitation,6,,,,
18.01.2020 14:00,13.3,755.0,765.7,-2.3,55,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,18.2,,,1000-1500,,,30.0,4.4,No precipitation,12,,,,
18.01.2020 11:00,11.2,757.3,768.0,,60,Wind blowing from the west-northwest,2,,6,100%., ,,,8.8,,,,1000-1500,,,30.0,3.7,No precipitation,6,,,,
18.01.2020 08:00,9.0,757.4,768.1,1.0,67,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,1000-1500,,,30.0,3.2,No precipitation,12,,,,
18.01.2020 05:00,8.8,756.4,767.1,,66,Wind blowing from the west-northwest,3,,7,, ,,,8.8,18.2,,,,,,30.0,2.8,No precipitation,6,,,,
18.01.2020 02:00,9.1,757.0,767.6,-0.5,65,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.2,,,2500 or more  or no clouds.,,,30.0,2.8,No precipitation,12,,,,
17.01.2020 23:00,9.9,757.5,768.2,,62,Wind blowing from the west-northwest,4,,7,, ,,,9.5,18.2,,,,,,30.0,2.9,No precipitation,6,,,,
17.01.2020 20:00,11.1,756.8,767.5,1.5,59,Wind blowing from the west-northwest,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,18.2,,,1000-1500,,,30.0,3.3,No precipitation,12,,,,
17.01.2020 17:00,15.2,755.3,766.0,,47,Wind blowing from the north-west,3,,7,90  or more  but not 100%, ,,,9.5,18.2,,,1000-1500,,,30.0,3.9,No precipitation,6,,,,
17.01.2020 14:00,16.9,755.3,765.9,-2.9,45,Wind blowing from the east-northeast,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,22.8,,,2500 or more  or no clouds.,,,30.0,4.9,No precipitation,12,,,,
17.01.2020 11:00,12.8,758.2,768.8,,53,Wind blowing from the west-southwest,2,,6,40%., ,,,9.5,,,,1500-2000,,,30.0,3.4,No precipitation,6,,,,
17.01.2020 08:00,9.8,757.9,768.7,0.9,63,Wind blowing from the north-northwest,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,1000-1500,,,30.0,3.1,No precipitation,12,,,,
17.01.2020 05:00,9.8,757.0,767.5,,64,Wind blowing from the west-northwest,3,,9,, ,,,9.8,23.5,,,,,,30.0,3.3,No precipitation,6,,,,
17.01.2020 02:00,10.8,756.8,767.3,0.3,64,Wind blowing from the west-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,23.5,,,2500 or more  or no clouds.,,,30.0,4.2,No precipitation,12,,,,
16.01.2020 23:00,11.8,756.5,767.0,,64,Wind blowing from the west-northwest,3,,9,, ,,,11.8,23.5,,,,,,30.0,5.2,No precipitation,6,,,,
16.01.2020 20:00,13.5,755.4,766.0,2.6,64,Wind blowing from the west-northwest,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,23.5,,,1000-1500,,,30.0,6.8,No precipitation,12,,,,
16.01.2020 17:00,18.0,752.8,763.3,,62,Wind blowing from the north-west,4,,9,100%., ,,,12.6,23.5,,,1000-1500,,,23.0,10.6,No precipitation,6,,,,
16.01.2020 14:00,22.8,752.0,762.4,-2.5,54,Wind blowing from the west-northwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,23.5,,,600-1000,,,27.0,13.0,No precipitation,12,,,,
16.01.2020 11:00,20.0,754.5,764.9,,61,Wind blowing from the south-southeast,1,,4,no clouds, ,,,12.6,22.6,,,,,,12.0,12.2,No precipitation,6,,,,
16.01.2020 08:00,13.0,754.6,765.1,1.2,94,Wind blowing from the west-northwest,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,22.6,,,,,,7.0,12.0,No precipitation,12,,,,
16.01.2020 05:00,13.5,753.4,763.8,,91,Wind blowing from the west-northwest,1,,4,, ,,,11.7,22.6,,,,,,9.0,12.0,No precipitation,6,,,,
16.01.2020 02:00,14.3,754.2,764.6,0.4,87,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,22.6,,,2500 or more  or no clouds.,,,11.0,12.1,No precipitation,12,,,,
15.01.2020 23:00,15.0,753.8,764.3,,82,Wind blowing from the west,1,,4,, ,,,11.3,22.6,,,,,,14.0,11.9,No precipitation,6,,,,
15.01.2020 20:00,18.7,752.6,763.1,0.7,64,Wind blowing from the south-southeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,22.6,,,600-1000,,,15.0,11.7,No precipitation,12,,,,
15.01.2020 17:00,22.1,751.9,762.3,,53,Wind blowing from the north-east,1,,4,90  or more  but not 100%, ,,,11.3,22.6,,,600-1000,,,30.0,12.0,No precipitation,6,,,,
15.01.2020 14:00,21.2,752.5,762.9,-3.3,50,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,22.0,,,600-1000,,,26.0,10.3,No precipitation,12,,,,
15.01.2020 11:00,16.8,755.8,766.3,,58,Wind blowing from the north-northwest,1,,3,no clouds, ,,,11.3,22.0,,,,,,19.0,8.5,No precipitation,6,,,,
15.01.2020 08:00,12.5,756.4,767.0,1.2,72,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,22.0,,,600-1000,,,28.0,7.5,No precipitation,12,,,,
15.01.2020 05:00,11.7,755.2,765.7,,75,Wind blowing from the west-northwest,1,,6,, ,,,8.5,22.0,,,,,,30.0,7.4,No precipitation,6,,,,
15.01.2020 02:00,11.7,755.2,765.7,0.4,70,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.0,,,2500 or more  or no clouds.,,,30.0,6.4,No precipitation,12,,,,
14.01.2020 23:00,13.8,754.8,765.3,,62,Wind blowing from the west-northwest,1,,6,, ,,,8.5,22.0,,,,,,30.0,6.6,No precipitation,6,,,,
14.01.2020 20:00,16.7,754.3,764.8,1.2,54,Wind blowing from the west-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.0,,,,,,30.0,7.3,No precipitation,12,,,,
14.01.2020 17:00,21.8,753.1,763.6,,40,Calm  no wind,0,,,no clouds, ,,,8.5,22.0,,,,,,30.0,7.6,No precipitation,6,,,,
14.01.2020 14:00,20.6,753.7,764.2,-2.8,44,Wind blowing from the north,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,20.6,,,2500 or more  or no clouds.,,,30.0,7.9,No precipitation,12,,,,
14.01.2020 11:00,16.2,756.5,767.1,,60,Wind blowing from the east,2,,3,no clouds, ,,,8.5,17.6,,,,,,22.0,8.4,No precipitation,6,,,,
14.01.2020 08:00,9.3,756.3,767.0,1.3,95,Wind blowing from the west-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,17.6,,,,,,13.0,8.5,No precipitation,12,,,,
14.01.2020 05:00,9.4,755.0,765.6,,94,Wind blowing from the west,2,,3,, ,,,9.1,17.6,,,,,,12.0,8.4,No precipitation,6,,,,
14.01.2020 02:00,11.2,755.5,766.1,0.5,85,Wind blowing from the east-southeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,17.6,,,2500 or more  or no clouds.,,,21.0,8.7,No precipitation,12,,,,
13.01.2020 23:00,11.5,755.0,765.7,,83,Wind blowing from the south-west,1,,4,, ,,,8.2,17.6,,,,,,25.0,8.7,No precipitation,6,,,,
13.01.2020 20:00,12.7,753.8,764.5,1.0,75,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,17.6,,,,,,20.0,8.3,No precipitation,12,,,,
13.01.2020 17:00,17.2,752.8,763.4,,54,Wind blowing from the east-northeast,1,,,70 – 80%., ,,,8.2,17.6,,,1000-1500,,,30.0,7.8,No precipitation,6,,,,
13.01.2020 14:00,16.9,752.8,763.3,-3.3,49,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,17.4,,,1000-1500,,,30.0,6.1,No precipitation,12,,,,
13.01.2020 11:00,12.3,756.1,766.8,,56,Wind blowing from the west-northwest,1,,4,100%., ,,,8.2,17.4,,,1000-1500,,,30.0,3.7,No precipitation,6,,,,
13.01.2020 08:00,9.6,755.9,766.6,0.7,66,Wind blowing from the west-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,,,,1000-1500,,,30.0,3.5,No precipitation,12,,,,
13.01.2020 05:00,9.1,755.2,765.9,,68,Wind blowing from the west-northwest,2,,4,, ,,,8.2,17.4,,,,,,30.0,3.5,No precipitation,6,,,,
13.01.2020 02:00,8.5,755.0,765.7,0.2,69,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,17.4,,,2500 or more  or no clouds.,,,30.0,3.1,No precipitation,12,,,,
12.01.2020 23:00,9.7,754.8,765.5,,65,Wind blowing from the west-northwest,2,,6,, ,,,8.3,17.4,,,,,,30.0,3.4,No precipitation,6,,,,
12.01.2020 20:00,12.0,753.7,764.4,1.0,62,Wind blowing from the west-northwest,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,17.4,,,1000-1500,,,30.0,4.9,No precipitation,12,,,,
12.01.2020 17:00,16.1,752.7,763.3,,44,Wind blowing from the south-southwest,1,,7,20–30%., ,,,8.3,17.4,,,1000-1500,,,30.0,3.8,No precipitation,6,,,,
12.01.2020 14:00,15.7,753.4,763.9,-3.3,47,Wind blowing from the north-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,19.6,,,,,,30.0,4.4,No precipitation,12,,,,
12.01.2020 11:00,11.5,756.7,767.4,,56,Wind blowing from the north,3,,7,90  or more  but not 100%, ,,,8.3,,,,1000-1500,,,30.0,3.0,No precipitation,6,,,,
12.01.2020 08:00,9.5,756.3,767.0,0.9,65,Wind blowing from the north-west,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,1000-1500,,,30.0,3.2,No precipitation,12,,,,
12.01.2020 05:00,8.7,755.4,766.0,,70,Wind blowing from the west-northwest,3,,9,, ,,,8.7,20.0,,,,,,30.0,3.5,No precipitation,6,,,,
12.01.2020 02:00,10.0,755.2,765.8,-0.3,68,Wind blowing from the west-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,20.0,,,2500 or more  or no clouds.,,,30.0,4.3,No precipitation,12,,,,
11.01.2020 23:00,10.9,755.5,766.1,,66,Wind blowing from the west-northwest,4,,9,, ,,,10.9,20.0,,,,,,30.0,4.8,No precipitation,6,,,,
11.01.2020 20:00,12.4,754.3,764.8,1.3,64,Wind blowing from the west-northwest,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,20.0,,,1000-1500,,,30.0,5.7,No precipitation,12,,,,
11.01.2020 17:00,15.0,753.0,763.5,,59,Wind blowing from the north-west,5,,9,100%., ,,,12.6,25.1,,,1000-1500,,,19.0,7.0,No precipitation,6,,,,
11.01.2020 14:00,19.7,751.6,762.0,-1.5,52,Wind blowing from the north,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.9,,,600-1000,,,17.0,9.5,No precipitation,12,,,,
11.01.2020 11:00,18.5,753.1,763.5,,71,Wind blowing from the north-west,1,,3,90  or more  but not 100%, ,,,12.6,25.9,,,1000-1500,,,12.0,13.1,No precipitation,6,,,,
11.01.2020 08:00,13.6,752.7,763.1,1.1,96,Wind blowing from the west-northwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.9,,,2500 or more  or no clouds.,,,12.0,12.9,No precipitation,12,,,,
11.01.2020 05:00,13.5,751.6,761.9,,95,Wind blowing from the west,1,,3,, ,,,13.5,25.9,,,,,,11.0,12.7,No precipitation,6,,,,
