Local time in Ejin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 05:00,-10.1,687.0,773.2,,66,Wind blowing from the east,2,,,, ,,,-11.5,2.5,,,,,,30.0,-15.4,No precipitation,6,,,,
25.01.2020 02:00,-8.4,687.8,774.3,-1.1,59,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,2.5,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
24.01.2020 23:00,-5.1,688.9,775.9,,49,Wind blowing from the east-southeast,2,,4,, ,,,-11.5,2.5,,,,,,30.0,-14.2,No precipitation,6,,,,
24.01.2020 20:00,-2.9,689.2,776.8,-0.2,45,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,2.5,,,,,,23.0,-13.2,No precipitation,12,,,,
24.01.2020 17:00,2.3,689.4,775.9,,31,Wind blowing from the west-southwest,2,,5,no clouds, ,,,-11.5,2.4,,,,,,30.0,-13.1,No precipitation,6,,,,
24.01.2020 14:00,0.0,690.3,776.8,-1.0,37,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,1.1,,,,,,30.0,-13.0,No precipitation,12,,,,
24.01.2020 11:00,-6.0,691.3,778.8,,52,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,30.0,-14.3,,,,,,
24.01.2020 08:00,-11.3,690.9,778.5,,66,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,1.1,,,,,,30.0,-16.4,No precipitation,12,,,,
24.01.2020 05:00,-9.4,690.3,777.1,,61,Wind blowing from the south-west,1,,,, ,,,,,,,,,,30.0,-15.7,,,,,,
24.01.2020 02:00,-7.2,690.1,776.8,0.0,55,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,1.1,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
23.01.2020 23:00,-5.8,690.1,777.7,,50,Wind blowing from the north-west,2,,,, ,,,,,,,,,,24.0,-14.6,,,,,,
23.01.2020 20:00,-1.5,689.3,776.8,1.3,42,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,1.1,,,,,,30.0,-13.0,No precipitation,12,,,,
23.01.2020 17:00,0.8,688.0,774.3,,34,Wind blowing from the west,3,,5,no clouds, ,,,-12.1,2.2,,,,,,30.0,-13.6,No precipitation,6,,,,
23.01.2020 14:00,-1.0,688.0,774.5,-0.7,39,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,2.2,,,,,,30.0,-13.2,No precipitation,12,,,,
23.01.2020 11:00,-7.6,688.7,775.9,,60,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,27.0,-14.2,,,,,,
23.01.2020 08:00,-11.7,687.5,774.7,1.1,70,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,2.2,,,,,,30.0,-16.2,No precipitation,12,,,,
23.01.2020 05:00,-8.0,686.4,772.3,,61,Wind blowing from the west-northwest,2,,7,, ,,,-10.6,2.2,,,,,,30.0,-14.2,No precipitation,6,,,,
23.01.2020 02:00,-7.2,686.5,772.7,0.4,55,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,2.2,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
22.01.2020 23:00,-4.5,686.1,772.8,,49,Wind blowing from the west,1,,,, ,,,,,,,,,,10.0,-13.8,,,,,,
22.01.2020 20:00,-1.5,685.6,772.3,1.5,38,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,2.2,,,,,,30.0,-14.0,No precipitation,12,,,,
22.01.2020 17:00,2.1,684.1,769.9,,30,Wind blowing from the west,4,,8,no clouds, ,,,-10.6,2.1,,,,,,30.0,-13.7,No precipitation,6,,,,
22.01.2020 14:00,-0.3,684.4,770.4,,40,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-0.2,,,,,,30.0,-12.3,No precipitation,12,,,,
22.01.2020 11:00,-6.5,684.9,771.5,,58,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,29.0,-13.4,,,,,,
22.01.2020 08:00,-9.8,683.5,770.1,0.2,67,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-0.2,,,,,,30.0,-14.8,No precipitation,12,,,,
22.01.2020 05:00,-8.7,683.3,769.3,,64,Wind blowing from the west,3,,5,, ,,,-11.8,-0.2,,,,,,30.0,-14.3,No precipitation,6,,,,
22.01.2020 02:00,-8.2,683.5,769.8,-0.2,59,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.2,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
21.01.2020 23:00,-5.0,683.7,770.4,,47,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,30.0,-14.6,,,,,,
21.01.2020 20:00,-2.3,683.2,770.0,1.0,41,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.2,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
21.01.2020 17:00,-0.4,682.2,768.2,,37,Wind blowing from the west,3,,8,90  or more  but not 100%, ,,,-11.8,0.1,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,6,,,,
21.01.2020 14:00,-2.7,682.5,768.7,,44,Wind blowing from the west,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,0.2,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
21.01.2020 11:00,-8.0,683.1,769.9,,63,Wind blowing from the west,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-13.8,,,,,,
21.01.2020 08:00,-11.1,681.9,768.6,0.7,75,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,0.2,,,2500 or more  or no clouds.,,,27.0,-14.7,No precipitation,12,,,,
21.01.2020 05:00,-9.6,681.2,767.1,,71,Wind blowing from the west,3,,6,, ,,,-11.0,0.2,,,,,,28.0,-14.0,No precipitation,6,,,,
21.01.2020 02:00,-7.9,681.3,767.1,,66,Wind blowing from the west,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,0.2,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
20.01.2020 23:00,-5.6,681.4,767.7,,50,Wind blowing from the west,3,,,, ,,,,,,,,,,30.0,-14.6,,,,,,
20.01.2020 20:00,-3.0,681.2,767.7,0.6,40,Wind blowing from the west-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,0.2,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
20.01.2020 17:00,0.0,680.6,766.3,,37,Wind blowing from the west,2,,5,10%  or less  but not 0, ,,,-11.0,0.2,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,6,,,,
20.01.2020 14:00,-1.6,681.3,766.9,-1.6,45,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,0.3,,,,,,30.0,-12.0,No precipitation,12,,,,
20.01.2020 11:00,-6.8,682.9,769.6,,61,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,28.0,-13.1,,,,,,
20.01.2020 08:00,-10.3,682.9,769.6,0.0,75,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,0.3,,,,,,23.0,-13.9,No precipitation,12,,,,
20.01.2020 05:00,-9.1,682.9,768.8,,74,Wind blowing from the west,3,,5,, ,,,-9.7,0.3,,,,,,26.0,-13.0,No precipitation,6,,,,
20.01.2020 02:00,-7.0,683.9,769.9,-0.9,58,Wind blowing from the west-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,0.3,,,2500 or more  or no clouds.,,,24.0,-13.9,No precipitation,12,,,,
19.01.2020 23:00,-6.3,684.8,771.6,,37,Wind blowing from the south-southwest,1,,9,, ,,,-9.7,0.3,,,,,,26.0,-18.6,No precipitation,6,,,,
19.01.2020 20:00,-3.0,685.3,772.1,0.2,29,Wind blowing from the south-west,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,0.3,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
19.01.2020 17:00,0.0,685.1,771.2,,23,Wind blowing from the west,3,,10,20–30%., ,,,-9.7,0.3,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,6,,,,
19.01.2020 14:00,-1.3,685.8,772.0,-1.3,25,Wind blowing from the west-northwest,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-0.5,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
19.01.2020 11:00,-6.2,687.1,773.9,,54,Wind blowing from the west,5,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,25.0,-14.2,,,,,,
19.01.2020 08:00,-9.0,686.4,773.3,0.7,70,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.5,,,,,,24.0,-13.5,No precipitation,12,,,,
19.01.2020 05:00,-8.1,685.7,772.0,,70,Wind blowing from the west,5,,10,, ,,,-12.0,-0.5,,,,,,24.0,-12.6,No precipitation,6,,,,
19.01.2020 02:00,-7.0,685.7,772.2,-0.6,52,Wind blowing from the west,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.5,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
18.01.2020 23:00,-4.9,686.3,773.2,,53,Wind blowing from the west,4,,14,, ,,,-12.0,-0.5,,,,,,30.0,-13.0,No precipitation,6,,,,
18.01.2020 20:00,-3.3,686.8,774.2,-0.3,42,Wind blowing from the west,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.5,,,,,,27.0,-14.4,No precipitation,12,,,,
18.01.2020 17:00,-0.9,687.1,773.6,,32,Wind blowing from the west,5,,14,no clouds, ,,,-12.0,-0.5,,,,,,30.0,-15.5,No precipitation,6,,,,
18.01.2020 14:00,-3.1,688.6,775.8,-2.0,40,Wind blowing from the west,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-2.6,,,,,,22.0,-14.8,No precipitation,12,,,,
18.01.2020 11:00,-7.4,690.6,778.6,,52,Wind blowing from the west,5,,,no clouds, ,,,,,,,,,,27.0,-15.6,,,,,,
18.01.2020 08:00,-11.3,690.2,778.6,0.7,67,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.6,,,,,,17.0,-16.2,No precipitation,12,,,,
18.01.2020 05:00,-8.6,689.5,776.7,,63,Wind blowing from the west,5,,,, ,,,,,,,,,,16.0,-14.4,,,,,,
18.01.2020 02:00,-8.5,689.2,776.7,-0.2,62,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-2.6,,,2500 or more  or no clouds.,,,21.0,-14.5,No precipitation,12,,,,
17.01.2020 23:00,-8.2,689.4,777.5,,60,Wind blowing from the west,3,,,, ,,,,,,,,,,18.0,-14.6,,,,,,
17.01.2020 20:00,-6.4,688.2,776.3,1.7,55,Wind blowing from the west-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-2.6,,,2500 or more  or no clouds.,,,14.0,-14.0,No precipitation,12,,,,
17.01.2020 17:00,-2.9,686.5,773.8,,45,Wind blowing from the west,4,,8,10%  or less  but not 0, ,,,-11.8,-2.3,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,6,,,,
17.01.2020 14:00,-4.6,687.1,774.5,-1.4,54,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-2.3,,,,,,26.0,-12.7,No precipitation,12,,,,
17.01.2020 11:00,-8.5,688.5,776.5,,71,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,20.0,-12.8,,,,,,
17.01.2020 08:00,-11.5,687.8,775.7,0.9,77,Wind blowing from the west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-2.3,,,,,,21.0,-14.7,No precipitation,12,,,,
17.01.2020 05:00,-11.2,686.9,774.1,,76,Wind blowing from the west,3,,5,, ,,,-11.6,-2.3,,,,,,30.0,-14.6,No precipitation,6,,,,
17.01.2020 02:00,-9.4,687.4,774.7,,70,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-2.3,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
16.01.2020 23:00,-8.7,687.9,775.9,,64,Wind blowing from the west,2,,,, ,,,,,,,,,,30.0,-14.3,,,,,,
16.01.2020 20:00,-5.4,687.8,775.6,0.7,56,Wind blowing from the west-southwest,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-2.3,,,2500 or more  or no clouds.,,,30.0,-13.0,Trace of precipitation,12,,,,
16.01.2020 17:00,-2.3,687.1,774.1,,47,Wind blowing from the west,2,,7,20–30%., ,,,-11.6,-2.3,,,2500 or more  or no clouds.,,,30.0,-12.1,No precipitation,6,,,,
16.01.2020 14:00,-4.1,687.3,774.2,-1.4,60,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-3.6,,,2500 or more  or no clouds.,,,26.0,-10.9,No precipitation,12,,,,
16.01.2020 11:00,-8.7,688.7,776.5,,79,Wind blowing from the west,2,,,, ,,,,,,,,,,9.0,-11.7,,,,,,
16.01.2020 08:00,-10.9,687.5,775.2,0.6,62,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-3.6,,,2500 or more  or no clouds.,,,19.0,-16.9,No precipitation,12,,,,
16.01.2020 05:00,-10.0,686.9,774.2,,55,Wind blowing from the east-southeast,2,,4,, ,,,-10.0,-3.6,,,,,,20.0,-17.5,No precipitation,6,,,,
16.01.2020 02:00,-7.3,687.6,774.6,,49,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-3.6,,,2500 or more  or no clouds.,,,18.0,-16.2,No precipitation,12,,,,
15.01.2020 23:00,-6.4,688.2,775.4,,48,Wind blowing from the east-southeast,1,,4,, ,,,-8.5,-3.6,,,,,,17.0,-15.6,No precipitation,6,,,,
15.01.2020 20:00,-4.7,688.2,775.4,0.6,44,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-3.6,,,2500 or more  or no clouds.,,,18.0,-15.1,No precipitation,12,,,,
15.01.2020 17:00,-3.8,687.6,774.7,,43,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,20.0,-14.8,,,,,,
15.01.2020 14:00,-4.4,687.2,774.3,,39,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-2.8,,,2500 or more  or no clouds.,,,28.0,-16.3,No precipitation,12,,,,
15.01.2020 11:00,-6.3,688.3,775.6,,45,Wind blowing from the east-southeast,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,24.0,-16.3,,,,,,
15.01.2020 08:00,-7.9,687.1,774.2,1.2,53,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-2.8,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
15.01.2020 05:00,-8.5,685.9,772.6,,47,Wind blowing from the west,0,,,, ,,,,,,,,,,30.0,-17.8,,,,,,
15.01.2020 02:00,-8.0,685.5,772.3,-0.1,50,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-2.8,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,12,,,,
14.01.2020 23:00,-6.7,685.6,773.3,,48,Wind blowing from the north-west,1,,,, ,,,,,,,,,,23.0,-15.9,,,,,,
14.01.2020 20:00,-4.6,684.7,772.6,2.0,43,Wind blowing from the west-northwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-2.8,,,2500 or more  or no clouds.,,,28.0,-15.3,No precipitation,12,,,,
14.01.2020 17:00,-2.9,682.7,770.2,,39,Wind blowing from the north-east,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-14.9,,,,,,
14.01.2020 14:00,-4.5,682.3,769.6,,43,Wind blowing from the east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-4.4,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
14.01.2020 11:00,-10.9,683.4,771.7,,66,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-16.0,,,,,,
14.01.2020 08:00,-14.8,682.6,770.9,-0.2,76,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-5.0,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
14.01.2020 05:00,-15.2,682.8,770.7,,76,Wind blowing from the north-east,2,,6,, ,,,-16.9,-5.0,,,,,,30.0,-18.5,No precipitation,6,,,,
14.01.2020 02:00,-13.4,682.9,770.9,,77,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-5.0,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
13.01.2020 23:00,-11.0,684.0,772.9,,78,Wind blowing from the east,3,,6,, ,,,-16.9,-5.0,,,,,,30.0,-14.2,No precipitation,6,,,,
13.01.2020 20:00,-8.2,684.6,773.5,0.3,65,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-5.0,,,,,,30.0,-13.6,No precipitation,12,,,,
13.01.2020 17:00,-5.3,684.3,772.4,,53,Wind blowing from the east,3,,6,no clouds, ,,,-16.9,-5.0,,,,,,30.0,-13.4,No precipitation,6,,,,
13.01.2020 14:00,-7.9,685.3,773.9,,60,Wind blowing from the east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-5.9,,,,,,30.0,-14.3,No precipitation,12,,,,
13.01.2020 11:00,-14.4,686.6,775.9,,84,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,30.0,-16.6,,,,,,
13.01.2020 08:00,-16.4,686.2,775.5,0.2,81,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-5.9,,,,,,30.0,-18.9,No precipitation,12,,,,
13.01.2020 05:00,-15.1,686.0,774.5,,83,Wind blowing from the east,2,,4,, ,,,-15.2,-5.9,,,,,,30.0,-17.3,No precipitation,6,,,,
13.01.2020 02:00,-14.4,686.1,774.7,-1.0,84,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.9,,,2500 or more  or no clouds.,,,27.0,-16.5,No precipitation,12,,,,
12.01.2020 23:00,-11.1,687.1,775.9,,81,Wind blowing from the east,2,,,, ,,,,,,,,,,30.0,-13.7,,,,,,
12.01.2020 20:00,-9.2,686.8,775.8,0.6,64,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.9,,,,,,28.0,-14.9,Trace of precipitation,12,,,,
12.01.2020 17:00,-6.5,686.2,774.7,,53,Wind blowing from the east,2,,4,10%  or less  but not 0, ,,,-14.5,-2.8,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,6,,,,
12.01.2020 14:00,-7.6,686.2,774.3,-1.5,59,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-2.6,,,,,,30.0,-14.4,Trace of precipitation,12,,,,
12.01.2020 11:00,-11.8,687.7,776.3,,74,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-2.6,,,,,,21.0,-15.5,No precipitation,6,,,,
12.01.2020 08:00,-14.3,686.5,775.0,0.3,66,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.6,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
12.01.2020 05:00,-14.3,686.2,774.0,,63,Wind blowing from the north-west,2,,,, ,,,,,,,,,,30.0,-19.8,,,,,,
12.01.2020 02:00,-11.2,685.7,773.2,-0.3,66,Wind blowing from the east-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.6,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
11.01.2020 23:00,-9.1,686.0,774.4,,56,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,20.0,-16.3,,,,,,
11.01.2020 20:00,-6.6,685.4,773.8,0.7,51,Wind blowing from the south-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.6,,,2500 or more  or no clouds.,,,22.0,-15.1,No precipitation,12,,,,
11.01.2020 17:00,-2.9,684.7,771.9,,39,Wind blowing from the west-northwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-15.2,,,,,,
11.01.2020 14:00,-4.6,684.6,772.0,,41,Wind blowing from the west,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-4.0,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
11.01.2020 11:00,-12.1,685.6,774.0,,62,Wind blowing from the north-northwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-17.9,,,,,,
11.01.2020 08:00,-14.8,684.2,772.5,0.7,71,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-4.0,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
