Local time in Huma,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 14:00,-15.3,746.2,764.1,1.1,68,Wind blowing from the north,6,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.6,-14.8,,,2500 or more  or no clouds.,,,29.0,-20.0,0.5,12,,,,
23.01.2020 11:00,-15.8,745.1,763.0,,78,Wind blowing from the south,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-31.6,-15.8,,,2500 or more  or no clouds.,,,6.0,-18.8,0.5,6,,,,
23.01.2020 08:00,-20.1,745.7,763.8,-1.1,80,Wind blowing from the south-west,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.6,-19.5,,,2500 or more  or no clouds.,,,3.8,-22.7,0.2,12,,,,
23.01.2020 05:00,-25.0,746.8,765.1,,76,Wind blowing from the south-southwest,3,,5,, ,,,-34.0,-22.8,,,,,,30.0,-28.0,No precipitation,6,,,,
23.01.2020 02:00,-27.6,747.7,766.0,,76,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.0,-22.8,,,2500 or more  or no clouds.,,,29.0,-30.5,No precipitation,12,,,,
22.01.2020 23:00,-29.2,748.9,767.4,,75,Wind blowing from the south-southwest,3,,,, ,,,-34.0,-22.8,,,,,,19.0,-32.2,No precipitation,6,,,,
22.01.2020 20:00,-27.1,749.3,767.9,-0.4,79,Wind blowing from the south,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.0,-22.8,,,,,,5.0,-29.6,Trace of precipitation,12,,,,
22.01.2020 17:00,-28.5,749.7,768.3,,76,Wind blowing from the south-west,2,,3,20–30%., ,,,-34.0,-22.8,,,2500 or more  or no clouds.,,,14.0,-31.4,No precipitation,6,,,,
22.01.2020 14:00,-24.4,748.9,767.2,,63,Wind blowing from the south-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.0,-23.4,,,,,,7.0,-29.4,Trace of precipitation,12,,,,
22.01.2020 11:00,-27.5,749.2,767.6,,68,Wind blowing from the south-west,1,,,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.0,-23.4,,,2500 or more  or no clouds.,,,7.0,-31.6,No precipitation,6,,,,
22.01.2020 08:00,-32.3,749.1,767.6,0.9,74,Wind blowing from the south-southwest,1,,3,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.4,-23.4,,,2500 or more  or no clouds.,,,2.1,-35.4,Trace of precipitation,12,,,,
22.01.2020 05:00,-30.6,748.2,766.6,,74,Wind blowing from the south-southeast,1,,3,, ,,,-34.8,-23.4,,,,,,8.0,-33.7,No precipitation,6,,,,
22.01.2020 02:00,-30.1,748.2,766.6,,73,Wind blowing from the north,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.8,-23.4,,,2500 or more  or no clouds.,,,2.8,-33.4,No precipitation,12,,,,
21.01.2020 23:00,-28.7,747.7,766.1,,79,Calm  no wind,0,,,, ,,,-34.8,-23.4,,,,,,14.0,-31.2,No precipitation,6,,,,
21.01.2020 20:00,-26.3,748.0,766.6,0.6,74,Wind blowing from the north,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.8,-23.4,,,2500 or more  or no clouds.,,,12.0,-29.6,No precipitation,12,,,,
21.01.2020 17:00,-24.1,747.4,765.8,,69,Wind blowing from the north-northwest,1,,2,100%., ,,,-34.8,-23.4,,,2500 or more  or no clouds.,,,7.0,-28.2,No precipitation,6,,,,
21.01.2020 14:00,-23.7,747.5,766.0,,65,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.8,-23.7,,,2500 or more  or no clouds.,,,11.0,-28.4,No precipitation,12,,,,
21.01.2020 11:00,-28.2,748.4,766.9,,65,Wind blowing from the south-southwest,1,,2,70 – 80%., ,,,-34.8,-24.3,,,2500 or more  or no clouds.,,,12.0,-32.7,No precipitation,6,,,,
21.01.2020 08:00,-34.0,748.6,767.4,0.4,72,Wind blowing from the west,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.8,-24.3,,,2500 or more  or no clouds.,,,7.0,-37.3,No precipitation,12,,,,
21.01.2020 05:00,-33.8,748.2,766.9,,72,Wind blowing from the west-southwest,1,,2,, ,,,-35.4,-24.3,,,,,,10.0,-37.1,No precipitation,6,,,,
21.01.2020 02:00,-32.7,748.0,766.4,0.3,70,Wind blowing from the west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-35.4,-24.3,,,2500 or more  or no clouds.,,,23.0,-36.3,No precipitation,12,,,,
20.01.2020 23:00,-30.8,747.7,766.3,,73,Wind blowing from the west-northwest,1,,,, ,,,-35.4,-24.3,,,,,,11.0,-34.1,No precipitation,6,,,,
20.01.2020 20:00,-30.8,747.4,766.2,,70,Wind blowing from the south-west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-35.4,-24.3,,,,,,28.0,-34.5,No precipitation,12,,,,
20.01.2020 17:00,-28.9,747.0,765.7,,73,Wind blowing from the south,1,,2,20–30%., ,,,-35.4,-24.3,,,2500 or more  or no clouds.,,,23.0,-32.2,No precipitation,6,,,,
20.01.2020 14:00,-24.9,746.8,765.2,-0.7,64,Wind blowing from the south-southwest,2,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-35.4,-24.4,,,2500 or more  or no clouds.,,,9.0,-29.7,No precipitation,12,,,,
20.01.2020 11:00,-29.4,747.5,766.2,,69,Wind blowing from the west-southwest,1,,2,50%., ,,,-35.4,-24.4,,,2500 or more  or no clouds.,,,5.0,-33.3,No precipitation,6,,,,
20.01.2020 08:00,-34.5,747.4,766.2,0.4,69,Wind blowing from the north,0,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-35.4,,,,2500 or more  or no clouds.,,,15.0,-38.2,No precipitation,12,,,,
20.01.2020 05:00,-34.3,747.0,765.7,,71,Wind blowing from the west,1,,2,, ,,,-34.7,-24.4,,,,,,17.0,-37.7,No precipitation,6,,,,
20.01.2020 02:00,-33.3,747.1,765.6,0.0,74,Wind blowing from the south,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.5,-24.4,,,2500 or more  or no clouds.,,,16.0,-36.3,No precipitation,12,,,,
19.01.2020 23:00,-32.8,747.1,765.7,,74,Calm  no wind,0,,,, ,,,-34.5,-24.4,,,,,,16.0,-35.9,No precipitation,6,,,,
19.01.2020 20:00,-31.1,746.9,765.7,-0.2,71,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.5,-24.4,,,,,,30.0,-34.6,No precipitation,12,,,,
19.01.2020 17:00,-28.2,747.1,765.7,,74,Wind blowing from the south-southeast,1,,2,no clouds, ,,,-34.5,-24.4,,,,,,9.0,-31.4,No precipitation,6,,,,
19.01.2020 14:00,-24.7,747.0,765.4,-1.0,64,Wind blowing from the south-southwest,2,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.5,-21.9,,,,,,8.0,-29.6,No precipitation,12,,,,
19.01.2020 11:00,-29.3,748.0,766.6,,69,Wind blowing from the west,1,,1,no clouds, ,,,-34.5,-21.9,,,,,,2.4,-33.2,No precipitation,6,,,,
19.01.2020 08:00,-34.4,748.3,767.1,0.4,70,Wind blowing from the north,0,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.5,,,,2500 or more  or no clouds.,,,30.0,-38.0,No precipitation,12,,,,
19.01.2020 05:00,-33.7,747.9,766.5,,71,Wind blowing from the south,0,,2,, ,,,-34.4,-21.9,,,,,,12.0,-37.1,No precipitation,6,,,,
19.01.2020 02:00,-32.3,748.1,766.5,0.0,74,Wind blowing from the north-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.9,-21.9,,,2500 or more  or no clouds.,,,18.0,-35.4,No precipitation,12,,,,
18.01.2020 23:00,-31.1,748.1,766.6,,74,Wind blowing from the west,0,,,, ,,,-31.9,-21.9,,,,,,17.0,-34.2,No precipitation,6,,,,
18.01.2020 20:00,-29.8,748.4,767.0,0.4,76,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.9,-21.9,,,,,,23.0,-32.7,No precipitation,12,,,,
18.01.2020 17:00,-27.3,748.0,766.5,,73,Wind blowing from the west-northwest,0,,2,no clouds, ,,,-31.9,-21.9,,,,,,30.0,-30.7,No precipitation,6,,,,
18.01.2020 14:00,-22.1,747.7,766.0,-1.2,71,Wind blowing from the north-northwest,2,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.9,-20.4,,,2500 or more  or no clouds.,,,25.0,-25.9,No precipitation,12,,,,
18.01.2020 11:00,-26.0,748.9,767.3,,75,Wind blowing from the north,1,,2,90  or more  but not 100%, ,,,-31.9,-20.4,,,,,,16.0,-29.1,No precipitation,6,,,,
18.01.2020 08:00,-31.1,749.1,767.7,0.3,73,Wind blowing from the north-east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.0,,,,2500 or more  or no clouds.,,,14.0,-34.4,No precipitation,12,,,,
18.01.2020 05:00,-29.4,748.8,767.2,,74,Wind blowing from the south-east,0,,2,, ,,,-33.7,-20.4,,,,,,20.0,-32.6,No precipitation,6,,,,
18.01.2020 02:00,-29.9,749.2,767.5,-0.4,74,Wind blowing from the north-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.7,-20.4,,,2500 or more  or no clouds.,,,12.0,-33.0,No precipitation,12,,,,
17.01.2020 23:00,-29.4,749.6,768.1,,74,Wind blowing from the west,0,,,,Haze. ,,,-33.7,-20.4,,,,,,2.7,-32.6,No precipitation,6,,,,
17.01.2020 20:00,-28.9,749.6,768.2,-0.3,76,Wind blowing from the north,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.7,-20.4,,,,,,24.0,-31.8,No precipitation,12,,,,
17.01.2020 17:00,-24.5,749.9,768.4,,77,Wind blowing from the west,0,,2,no clouds, ,,,-33.7,-20.4,,,,,,14.0,-27.4,No precipitation,6,,,,
17.01.2020 14:00,-20.9,749.6,767.9,-1.3,59,Wind blowing from the south,1,,2,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.7,-20.6,,,2500 or more  or no clouds.,,,21.0,-26.8,No precipitation,12,,,,
17.01.2020 11:00,-26.7,750.9,769.4,,71,Calm  no wind,0,,,no clouds, ,,,-33.7,-22.4,,,,,,3.6,-30.4,No precipitation,6,,,,
17.01.2020 08:00,-31.3,751.0,769.6,0.3,75,Wind blowing from the south,2,,2,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.6,,,,2500 or more  or no clouds.,,,1.3,-34.3,No precipitation,12,,,,
17.01.2020 05:00,-33.3,750.7,769.4,,71,Wind blowing from the north-northwest,1,,2,, ,,,-34.9,-22.4,,,,,,11.0,-36.8,No precipitation,6,,,,
17.01.2020 02:00,-31.8,751.0,769.4,0.3,73,Wind blowing from the north,0,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.9,-22.4,,,2500 or more  or no clouds.,,,7.0,-35.0,No precipitation,12,,,,
16.01.2020 23:00,-30.2,750.7,769.3,,77,Calm  no wind,0,,,,Haze. ,,,-34.9,-22.4,,,,,,6.0,-32.9,No precipitation,6,,,,
16.01.2020 20:00,-29.6,750.9,769.7,0.1,76,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.9,-22.4,,,,,,4.0,-32.5,No precipitation,12,,,,
16.01.2020 17:00,-27.8,750.8,769.6,,73,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-34.9,-22.4,,,,,,13.0,-31.2,No precipitation,6,,,,
16.01.2020 14:00,-23.9,750.7,769.3,-1.2,65,Wind blowing from the south-southwest,2,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.9,-22.6,,,,,,15.0,-28.6,No precipitation,12,,,,
16.01.2020 11:00,-29.3,751.9,770.6,,71,Wind blowing from the west-northwest,1,,2,no clouds, ,,,-34.9,-22.6,,,,,,5.0,-32.9,No precipitation,6,,,,
16.01.2020 08:00,-34.5,752.5,771.3,0.1,69,Wind blowing from the north-west,1,,2,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.9,-22.6,,,2500 or more  or no clouds.,,,14.0,-38.1,No precipitation,12,,,,
16.01.2020 05:00,-34.1,752.4,771.1,,70,Wind blowing from the south-southwest,1,,2,, ,,,-34.1,-22.6,,,,,,21.0,-37.7,No precipitation,6,,,,
16.01.2020 02:00,-33.5,752.8,771.4,-0.6,72,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.8,-22.6,,,2500 or more  or no clouds.,,,22.0,-36.8,No precipitation,12,,,,
15.01.2020 23:00,-31.2,753.4,772.0,,76,Wind blowing from the north,1,,,, ,,,-33.8,-22.6,,,,,,8.0,-34.0,No precipitation,6,,,,
15.01.2020 20:00,-29.0,753.6,772.4,0.2,75,Wind blowing from the south-east,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.8,-22.6,,,2500 or more  or no clouds.,,,21.0,-32.0,No precipitation,12,,,,
15.01.2020 17:00,-27.7,753.4,772.2,,72,Wind blowing from the south-southwest,1,,3,20–30%., ,,,-33.8,-22.6,,,2500 or more  or no clouds.,,,14.0,-31.2,No precipitation,6,,,,
15.01.2020 14:00,-23.2,753.2,771.7,-0.9,65,Wind blowing from the south,1,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.8,-18.9,,,2500 or more  or no clouds.,,,7.0,-28.0,No precipitation,12,,,,
15.01.2020 11:00,-27.6,754.1,772.7,,73,Wind blowing from the west-southwest,1,,2,70 – 80%., ,,,-33.8,-18.3,,,2500 or more  or no clouds.,,,5.0,-31.0,No precipitation,6,,,,
15.01.2020 08:00,-33.4,754.0,772.8,0.4,71,Wind blowing from the west-southwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.8,,,,,,,30.0,-36.9,No precipitation,12,,,,
15.01.2020 05:00,-32.5,753.6,772.1,,72,Wind blowing from the north-northwest,0,,3,, ,,,-32.9,-18.3,,,,,,30.0,-35.8,No precipitation,6,,,,
15.01.2020 02:00,-30.6,753.7,772.0,0.6,74,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,-18.3,,,2500 or more  or no clouds.,,,25.0,-33.7,No precipitation,12,,,,
14.01.2020 23:00,-29.5,753.1,771.7,,76,Wind blowing from the west-northwest,1,,,, ,,,-31.5,-18.3,,,,,,11.0,-32.4,No precipitation,6,,,,
14.01.2020 20:00,-27.7,753.0,771.7,0.6,77,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,-18.3,,,,,,6.0,-30.5,No precipitation,12,,,,
14.01.2020 17:00,-23.5,752.4,770.8,,76,Wind blowing from the south-east,0,,2,20–30%., ,,,-31.5,-18.3,,,2500 or more  or no clouds.,,,9.0,-26.5,No precipitation,6,,,,
14.01.2020 14:00,-18.7,752.2,770.4,-0.6,60,Wind blowing from the south-east,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,-12.2,,,2500 or more  or no clouds.,,,12.0,-24.5,No precipitation,12,,,,
14.01.2020 11:00,-26.0,752.8,771.3,,74,Wind blowing from the west,1,,2,no clouds, ,,,-31.5,,,,,,,14.0,-29.3,No precipitation,6,,,,
14.01.2020 08:00,-30.9,753.1,771.7,0.6,73,Wind blowing from the south-west,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,,,,2500 or more  or no clouds.,,,5.0,-34.2,No precipitation,12,,,,
14.01.2020 05:00,-29.9,752.5,770.8,,75,Wind blowing from the north-northwest,1,,3,, ,,,-31.2,-12.2,,,,,,27.0,-32.9,No precipitation,6,,,,
14.01.2020 02:00,-29.9,752.4,770.5,0.5,74,Wind blowing from the south-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.2,-12.2,,,2500 or more  or no clouds.,,,9.0,-33.0,No precipitation,12,,,,
13.01.2020 23:00,-28.4,751.9,770.2,,76,Wind blowing from the north-west,1,,,,Haze. ,,,-31.2,-12.2,,,,,,8.0,-31.3,No precipitation,6,,,,
13.01.2020 20:00,-25.7,751.3,769.9,0.9,76,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.2,-12.2,,,,,,4.8,-28.7,No precipitation,12,,,,
13.01.2020 17:00,-20.2,750.4,768.6,,65,Wind blowing from the west-northwest,0,,3,no clouds, ,,,-31.2,-12.2,,,,,,11.0,-25.1,No precipitation,6,,,,
13.01.2020 14:00,-16.7,749.5,767.6,0.3,64,Wind blowing from the west-northwest,2,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.2,-14.4,,,600-1000,,,12.0,-21.9,No precipitation,12,,,,
13.01.2020 11:00,-21.9,749.2,767.3,,76,Wind blowing from the south,1,,2,70 – 80%., ,,,-31.2,-15.3,,,2500 or more  or no clouds.,,,9.0,-25.0,No precipitation,6,,,,
13.01.2020 08:00,-30.5,748.6,766.9,1.5,73,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.2,-15.3,,,,,,4.7,-33.8,No precipitation,12,,,,
13.01.2020 05:00,-27.7,747.1,765.2,,78,Wind blowing from the south-east,0,,2,,Haze. ,,,-30.1,-15.3,,,,,,5.0,-30.4,No precipitation,6,,,,
13.01.2020 02:00,-28.2,746.2,764.1,0.8,76,Wind blowing from the north,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.2,-15.3,,,2500 or more  or no clouds.,,,8.0,-31.1,No precipitation,12,,,,
12.01.2020 23:00,-25.2,745.4,763.4,,77,Wind blowing from the east-northeast,0,,,,Mist. ,,,-26.8,-15.3,,,,,,7.0,-28.1,No precipitation,6,,,,
12.01.2020 20:00,-22.4,744.8,762.8,0.7,78,Wind blowing from the north,2,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-15.3,,,2500 or more  or no clouds.,,,3.6,-25.2,No precipitation,12,,,,
12.01.2020 17:00,-19.2,744.1,762.1,,73,Calm  no wind,0,,,90  or more  but not 100%, ,,,-26.8,-13.3,,,,,,3.7,-22.8,No precipitation,6,,,,
12.01.2020 14:00,-16.5,743.7,761.4,-0.8,66,Wind blowing from the east-northeast,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-10.6,,,2500 or more  or no clouds.,,,16.0,-21.4,No precipitation,12,,,,
12.01.2020 11:00,-21.5,744.5,762.2,,71,Wind blowing from the north-west,1,,3,90  or more  but not 100%, ,,,-26.8,-10.6,,,,,,9.0,-25.4,No precipitation,6,,,,
12.01.2020 08:00,-24.5,745.3,763.1,-0.5,78,Wind blowing from the south,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-10.6,,,2500 or more  or no clouds.,,,8.0,-27.2,No precipitation,12,,,,
12.01.2020 05:00,-25.2,745.8,763.5,,76,Wind blowing from the south,2,,8,, ,,,-29.3,-10.6,,,,,,12.0,-28.2,No precipitation,6,,,,
12.01.2020 02:00,-22.4,746.9,764.5,-0.8,78,Wind blowing from the south-southeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-10.6,,,2500 or more  or no clouds.,,,15.0,-25.2,No precipitation,12,,,,
11.01.2020 23:00,-17.9,747.7,765.2,,59,Wind blowing from the south-west,2,,,, ,,,,-10.6,,,,,,30.0,-24.0,No precipitation,6,,,,
11.01.2020 20:00,-15.3,748.9,766.5,0.1,53,Wind blowing from the north,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.6,,,,,,25.0,-22.9,No precipitation,12,,,,
11.01.2020 17:00,-13.4,748.8,766.7,,50,Wind blowing from the west-northwest,5,,13,no clouds, ,,,-29.3,-10.6,,,,,,30.0,-21.6,No precipitation,6,,,,
11.01.2020 14:00,-10.7,748.3,766.0,-0.3,47,Wind blowing from the north-west,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-10.7,,,,,,30.0,-19.8,No precipitation,12,,,,
11.01.2020 11:00,-12.1,748.6,766.3,,55,Wind blowing from the north-west,8,,11,no clouds, ,,,-29.3,-12.0,,,,,,30.0,-19.3,No precipitation,6,,,,
11.01.2020 08:00,-15.6,748.5,766.2,1.1,64,Wind blowing from the north-northwest,5,,9,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-14.4,,,,,,30.0,-20.9,Trace of precipitation,12,,,,
11.01.2020 05:00,-28.5,747.4,765.5,,76,Wind blowing from the north-east,1,,2,,Haze. ,,,-28.6,-17.7,,,,,,6.0,-31.4,No precipitation,6,,,,
11.01.2020 02:00,-27.4,747.5,765.5,0.3,75,Wind blowing from the west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-17.7,,,2500 or more  or no clouds.,,,8.0,-30.5,0.3,12,,,,
10.01.2020 23:00,-24.2,747.2,765.3,,82,Wind blowing from the south-southeast,1,,,, ,,,-28.9,-17.7,,,,,,5.0,-26.4,0.3,6,,,,
10.01.2020 20:00,-20.6,747.6,765.7,0.2,81,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-28.9,-17.7,,,2500 or more  or no clouds.,,,3.4,-23.0,0.3,12,,,,
10.01.2020 17:00,-18.6,747.4,765.4,,82,Wind blowing from the south,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-28.9,-17.7,,,2500 or more  or no clouds.,,,1.6,-21.0,No precipitation,6,,,,
10.01.2020 14:00,-18.2,747.2,765.3,-0.8,76,Wind blowing from the west,0,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.9,-18.2,,,2500 or more  or no clouds.,,,11.0,-21.4,Trace of precipitation,12,,,,
10.01.2020 11:00,-23.4,748.0,766.2,,77,Wind blowing from the west,0,,2,90  or more  but not 100%, ,,,-28.9,-18.4,,,,,,4.9,-26.3,No precipitation,6,,,,
10.01.2020 08:00,-27.7,748.6,766.9,0.3,74,Wind blowing from the north-west,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.9,-18.4,,,2500 or more  or no clouds.,,,14.0,-30.9,No precipitation,12,,,,
