Local time in Xainza,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 20:00,-14.3,430.6,780.1,0.4,27,Wind blowing from the north-northwest,7,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-11.3,,,1500-2000,,,30.0,-29.2,No precipitation,12,,,,
24.01.2020 17:00,-11.7,430.2,775.7,,15,Wind blowing from the north-northwest,9,,15,50%., ,,,-19.3,-10.4,,,1500-2000,,,30.0,-33.2,No precipitation,6,,,,
24.01.2020 14:00,-12.6,430.8,778.3,0.1,19,Wind blowing from the north-northwest,9,,15,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-9.6,,,1500-2000,,,30.0,-31.5,No precipitation,12,,,,
24.01.2020 11:00,-15.6,430.7,779.4,,32,Wind blowing from the north-west,6,,10,60%., ,,,-19.3,,,,1500-2000,,,30.0,-28.6,No precipitation,6,,,,
24.01.2020 08:00,-17.7,429.0,776.7,0.4,59,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-9.6,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
24.01.2020 05:00,-16.1,428.6,772.0,,38,Wind blowing from the north,2,,13,, ,,,-17.6,-9.6,,,,,,30.0,-27.2,No precipitation,6,,,,
24.01.2020 02:00,-17.0,428.4,772.5,,39,Wind blowing from the north-west,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-9.6,,,2500 or more  or no clouds.,,,30.0,-27.7,No precipitation,12,,,,
23.01.2020 20:00,-13.7,426.8,770.5,0.6,34,Wind blowing from the north-west,4,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-9.6,,,1500-2000,,,30.0,-26.2,No precipitation,12,,,,
23.01.2020 17:00,-10.6,426.2,767.0,,18,Wind blowing from the north-northwest,9,,14,70 – 80%., ,,,-15.7,-5.0,,,1500-2000,,,30.0,-30.4,No precipitation,6,,,,
23.01.2020 14:00,-10.7,427.3,768.1,0.1,30,Wind blowing from the north-northwest,10,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-4.8,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,12,,,,
23.01.2020 11:00,-11.5,427.2,766.4,,18,Wind blowing from the north-northwest,4,,13,70 – 80%., ,,,-15.7,,,,1500-2000,,,30.0,-31.1,No precipitation,6,,,,
23.01.2020 08:00,-15.1,426.4,766.7,-0.1,23,Wind blowing from the north,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-4.8,,,2500 or more  or no clouds.,,,30.0,-31.6,No precipitation,12,,,,
23.01.2020 05:00,-15.4,426.5,763.4,,21,Wind blowing from the north-northwest,1,,20,, ,,,-15.4,-4.8,,,,,,30.0,-32.8,No precipitation,6,,,,
23.01.2020 02:00,-14.1,427.3,763.6,,23,Wind blowing from the north-northwest,3,,28,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-4.8,,,2500 or more  or no clouds.,,,30.0,-30.8,No precipitation,12,,,,
22.01.2020 20:00,-10.0,427.2,764.5,-0.2,34,Wind blowing from the north-west,4,,28,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-4.8,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
22.01.2020 17:00,-5.5,427.4,761.6,,12,Wind blowing from the north-west,14,,28,, ,,,-14.2,-4.8,,,,,,25.0,-30.5,No precipitation,6,,,,
22.01.2020 14:00,-5.3,428.9,763.0,-0.4,9,Wind blowing from the north-west,17,,,,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-5.2,,,2500 or more  or no clouds.,,,6.0,-33.3,No precipitation,12,,,,
22.01.2020 11:00,-8.8,429.3,767.2,,14,Wind blowing from the west-northwest,13,,19,50%., ,,,-14.2,-5.2,,,1500-2000,,,30.0,-31.5,No precipitation,6,,,,
22.01.2020 08:00,-10.8,427.8,764.2,0.1,21,Wind blowing from the west,9,,15,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.2,,,1500-2000,,,30.0,-28.9,No precipitation,12,,,,
22.01.2020 05:00,-11.2,427.7,762.2,,30,Wind blowing from the north-west,5,,17,, ,,,-14.7,-5.2,,,,,,30.0,-25.4,No precipitation,6,,,,
22.01.2020 02:00,-9.8,428.1,762.7,,61,Wind blowing from the west,6,,17,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-5.2,,,2500 or more  or no clouds.,,,18.0,-15.9,No precipitation,12,,,,
21.01.2020 20:00,-8.2,427.8,766.0,0.3,19,Wind blowing from the west-northwest,4,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-5.2,,,2500 or more  or no clouds.,,,30.0,-27.8,No precipitation,12,,,,
21.01.2020 17:00,-5.6,427.5,762.1,,11,Wind blowing from the west-northwest,12,,17,, ,,,-14.7,-5.3,,,,,,30.0,-31.5,No precipitation,6,,,,
21.01.2020 14:00,-6.8,428.7,765.9,-0.5,17,Wind blowing from the west,7,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-5.3,,,2500 or more  or no clouds.,,,30.0,-27.8,No precipitation,12,,,,
21.01.2020 11:00,-10.8,429.2,769.7,,24,Wind blowing from the north,4,,17,, ,,,-15.0,-6.7,,,,,,30.0,-27.5,No precipitation,6,,,,
21.01.2020 08:00,-13.2,428.1,769.0,0.5,30,Wind blowing from the north,8,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,12,,,,
21.01.2020 05:00,-11.3,427.6,763.9,,28,Wind blowing from the west-northwest,8,,17,, ,,,-17.9,-6.7,,,,,,30.0,-26.2,No precipitation,6,,,,
21.01.2020 02:00,-12.4,427.2,766.3,,27,Wind blowing from the north-west,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-6.7,,,2500 or more  or no clouds.,,,30.0,-27.6,No precipitation,12,,,,
20.01.2020 20:00,-11.1,427.1,770.9,-0.1,24,Wind blowing from the west-southwest,2,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-6.7,,,1500-2000,,,30.0,-27.7,No precipitation,12,,,,
20.01.2020 17:00,-7.8,427.2,766.5,,9,Wind blowing from the north-northwest,7,,17,20–30%., ,,,-17.9,-7.5,,,1500-2000,,,30.0,-35.3,No precipitation,6,,,,
20.01.2020 14:00,-10.6,428.6,770.5,-0.7,12,Wind blowing from the west-northwest,8,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-6.2,,,,,,30.0,-34.6,No precipitation,12,,,,
20.01.2020 11:00,-15.0,429.3,774.1,,25,Wind blowing from the west,7,,12,no clouds, ,,,-17.9,,,,,,,30.0,-30.7,No precipitation,6,,,,
20.01.2020 08:00,-17.6,428.1,773.6,0.3,32,Wind blowing from the west,6,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-6.2,,,2500 or more  or no clouds.,,,30.0,-30.3,No precipitation,12,,,,
20.01.2020 05:00,-15.3,427.8,768.1,,34,Wind blowing from the west,5,,14,, ,,,-16.1,-6.2,,,,,,30.0,-27.6,No precipitation,6,,,,
20.01.2020 02:00,-14.4,427.3,765.5,,39,Wind blowing from the west-northwest,7,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-6.2,,,2500 or more  or no clouds.,,,30.0,-25.3,No precipitation,12,,,,
19.01.2020 20:00,-12.1,426.2,767.6,1.6,37,Wind blowing from the north,3,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-6.2,,,1500-2000,,,30.0,-23.8,No precipitation,12,,,,
19.01.2020 17:00,-8.6,424.6,758.2,,26,Wind blowing from the north-west,9,,17,100%., ,,,-16.1,-2.1,,,1500-2000,,,30.0,-24.7,No precipitation,6,,,,
19.01.2020 14:00,-7.3,425.7,759.8,-1.4,11,Wind blowing from the north-west,5,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-2.0,,,1500-2000,,,30.0,-32.8,No precipitation,12,,,,
19.01.2020 11:00,-11.2,427.1,766.0,,20,Wind blowing from the west,1,,17,no clouds, ,,,-16.1,-2.0,,,,,,30.0,-29.8,No precipitation,6,,,,
19.01.2020 08:00,-14.6,426.6,763.6,-0.3,28,Wind blowing from the north-northeast,1,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-2.0,,,,,,30.0,-29.1,No precipitation,12,,,,
19.01.2020 05:00,-10.1,426.9,757.9,,14,Wind blowing from the west,4,,19,, ,,,-13.5,-2.0,,,,,,30.0,-32.6,No precipitation,6,,,,
19.01.2020 02:00,-11.0,427.2,760.0,,19,Wind blowing from the north-northwest,3,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-2.0,,,2500 or more  or no clouds.,,,30.0,-30.1,No precipitation,12,,,,
18.01.2020 20:00,-6.3,426.4,760.9,0.2,13,Wind blowing from the west,11,,19,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-2.0,,,1500-2000,,,30.0,-30.3,No precipitation,12,,,,
18.01.2020 17:00,-3.1,426.2,755.5,,9,Wind blowing from the west-northwest,10,,16,70 – 80%., ,,,-12.6,0.9,,,1500-2000,,,30.0,-31.6,No precipitation,6,,,,
18.01.2020 14:00,-4.2,427.9,759.2,-1.2,12,Wind blowing from the west,7,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.9,,,1500-2000,,,30.0,-29.4,No precipitation,12,,,,
18.01.2020 11:00,-9.3,429.1,762.3,,36,Wind blowing from the north,6,,14,, ,,,-12.6,,,,,,,30.0,-21.6,No precipitation,6,,,,
18.01.2020 08:00,-11.6,428.1,761.8,0.6,56,Wind blowing from the north,2,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.9,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
18.01.2020 05:00,-8.5,427.5,755.5,,71,Wind blowing from the north-northwest,4,,23,, ,,,-8.7,0.9,,,,,,30.0,-12.8,No precipitation,6,,,,
18.01.2020 02:00,-8.3,427.8,755.8,,56,Wind blowing from the north,2,,23,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,0.9,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
17.01.2020 20:00,-3.8,426.7,756.8,0.4,50,Wind blowing from the south-west,5,,23,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,0.9,,,1500-2000,,,30.0,-12.9,No precipitation,12,,,,
17.01.2020 17:00,-0.3,426.3,752.7,,25,Wind blowing from the south,10,,21,70 – 80%., ,,,-8.7,3.5,,,1500-2000,,,30.0,-17.9,No precipitation,6,,,,
17.01.2020 14:00,-0.2,427.4,753.4,,19,Wind blowing from the west,10,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,3.6,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
17.01.2020 11:00,-3.5,428.4,755.8,,30,Wind blowing from the south,6,,12,40%., ,,,-9.2,3.6,,,1500-2000,,,30.0,-18.6,No precipitation,6,,,,
17.01.2020 08:00,-8.3,427.8,757.8,0.0,40,Wind blowing from the north-northwest,2,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,3.6,,,1500-2000,,,30.0,-19.5,No precipitation,12,,,,
17.01.2020 05:00,-7.3,427.8,752.2,,33,Wind blowing from the east-southeast,1,,24,, ,,,-15.7,3.6,,,,,,30.0,-20.8,No precipitation,6,,,,
17.01.2020 02:00,-6.0,427.7,754.5,,28,Wind blowing from the east-northeast,1,,25,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,3.6,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
16.01.2020 20:00,-2.5,426.7,758.5,0.1,31,Wind blowing from the north-northwest,4,,25,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,3.6,,,1500-2000,,,30.0,-17.3,No precipitation,12,,,,
16.01.2020 17:00,3.6,426.6,753.3,,10,Wind blowing from the west,14,,25,50%., ,,,-15.7,3.6,,,1500-2000,,,11.0,-25.2,No precipitation,6,,,,
16.01.2020 14:00,-0.9,428.6,759.1,-1.8,10,Wind blowing from the north-northwest,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-0.2,,,2000-2500,,,30.0,-28.8,No precipitation,12,,,,
16.01.2020 11:00,-9.3,430.4,768.6,,19,Wind blowing from the west,1,,4,no clouds, ,,,-15.7,,,,,,,30.0,-28.7,No precipitation,6,,,,
16.01.2020 08:00,-11.8,429.9,766.0,-0.1,19,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-0.2,,,,,,30.0,-30.8,No precipitation,12,,,,
16.01.2020 05:00,-11.3,430.0,762.5,,21,Wind blowing from the east,2,,6,, ,,,-13.3,-0.2,,,,,,30.0,-29.3,No precipitation,6,,,,
16.01.2020 02:00,-9.9,429.6,763.0,,15,Wind blowing from the east,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-0.2,,,2500 or more  or no clouds.,,,30.0,-31.7,No precipitation,12,,,,
15.01.2020 20:00,-4.7,428.6,764.0,0.2,14,Wind blowing from the south-southwest,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-0.2,,,,,,30.0,-28.2,No precipitation,12,,,,
15.01.2020 17:00,-0.6,428.4,759.1,,8,Wind blowing from the west-northwest,4,,13,no clouds, ,,,-13.3,2.6,,,,,,30.0,-30.9,No precipitation,6,,,,
15.01.2020 14:00,-3.5,429.9,762.3,-0.8,15,Wind blowing from the north-northwest,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,2.8,,,2500 or more  or no clouds.,,,30.0,-26.4,No precipitation,12,,,,
15.01.2020 11:00,-8.1,430.7,765.9,,24,Wind blowing from the north,8,,10,, ,,,-13.3,,,,,,,30.0,-25.1,No precipitation,6,,,,
15.01.2020 08:00,-12.3,429.7,763.3,0.4,34,Wind blowing from the north,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,2.8,,,,,,30.0,-25.0,No precipitation,12,,,,
15.01.2020 05:00,-10.5,429.3,758.2,,31,Wind blowing from the north,5,,20,, ,,,-10.5,2.8,,,,,,30.0,-24.4,No precipitation,6,,,,
15.01.2020 02:00,-8.5,429.0,757.6,,29,Wind blowing from the north-northeast,3,,22,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,2.8,,,2500 or more  or no clouds.,,,30.0,-23.4,No precipitation,12,,,,
14.01.2020 20:00,-1.4,427.6,757.2,0.6,13,Wind blowing from the west-northwest,11,,22,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,2.8,,,1500-2000,,,30.0,-26.3,No precipitation,12,,,,
14.01.2020 17:00,2.5,427.0,751.9,,7,Wind blowing from the west,12,,22,20–30%., ,,,-10.3,5.8,,,1500-2000,,,30.0,-29.9,No precipitation,6,,,,
14.01.2020 14:00,0.5,428.7,755.2,-1.1,8,Wind blowing from the west,12,,19,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,6.7,,,1500-2000,,,30.0,-30.0,No precipitation,12,,,,
14.01.2020 11:00,-2.6,429.8,756.7,,11,Wind blowing from the west,10,,19,no clouds, ,,,-10.3,6.7,,,,,,30.0,-29.1,No precipitation,6,,,,
14.01.2020 08:00,-9.2,429.3,758.4,0.0,26,Wind blowing from the north-east,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,6.7,,,,,,30.0,-25.2,No precipitation,12,,,,
14.01.2020 05:00,-7.6,429.3,753.7,,25,Calm  no wind,0,,,, ,,,-15.2,6.7,,,,,,30.0,-24.2,No precipitation,6,,,,
14.01.2020 02:00,-6.1,429.7,755.1,,19,Wind blowing from the east-southeast,2,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.7,,,2500 or more  or no clouds.,,,30.0,-26.0,No precipitation,12,,,,
13.01.2020 20:00,1.0,429.0,760.0,0.6,13,Wind blowing from the west,6,,20,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,6.7,,,1500-2000,,,30.0,-24.4,No precipitation,12,,,,
13.01.2020 17:00,5.7,428.4,755.2,,8,Wind blowing from the north-west,13,,20,, ,,,-15.2,6.7,,,,,,30.0,-26.1,No precipitation,6,,,,
13.01.2020 14:00,3.2,430.5,758.5,-1.4,12,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,3.2,,,,,,30.0,-23.5,No precipitation,12,,,,
13.01.2020 11:00,-6.9,431.9,765.8,,30,Wind blowing from the south-southwest,1,,4,no clouds, ,,,-15.2,2.2,,,,,,26.0,-21.6,No precipitation,6,,,,
13.01.2020 08:00,-12.0,431.1,765.7,0.0,44,Wind blowing from the south-east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,2.2,,,,,,30.0,-22.0,No precipitation,12,,,,
13.01.2020 05:00,-11.8,431.1,764.2,,44,Wind blowing from the east,2,,17,, ,,,-19.5,2.2,,,,,,30.0,-21.6,No precipitation,6,,,,
13.01.2020 02:00,-8.9,431.4,764.2,,33,Wind blowing from the north-northeast,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.2,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
12.01.2020 20:00,-1.4,431.3,771.1,0.4,19,Wind blowing from the west,8,,17,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,2.2,,,1500-2000,,,30.0,-22.1,No precipitation,12,,,,
12.01.2020 17:00,0.2,430.9,768.7,,18,Wind blowing from the north-northwest,7,,15,100%., ,,,-19.5,1.6,,,1500-2000,,,30.0,-21.3,No precipitation,6,,,,
12.01.2020 14:00,-2.2,432.5,770.5,-1.3,14,Wind blowing from the north,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-2.2,,,1500-2000,,,30.0,-26.1,No precipitation,12,,,,
12.01.2020 11:00,-12.1,433.8,778.0,,27,Wind blowing from the north-east,1,,5,, ,,,-19.5,-3.8,,,,,,16.0,-27.3,No precipitation,6,,,,
12.01.2020 08:00,-18.4,433.2,780.8,-0.3,47,Wind blowing from the south,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-3.8,,,,,,30.0,-26.9,No precipitation,12,,,,
12.01.2020 05:00,-17.9,433.5,777.3,,52,Wind blowing from the north-west,1,,17,, ,,,-23.1,-3.8,,,,,,30.0,-25.4,No precipitation,6,,,,
12.01.2020 02:00,-14.2,433.2,775.9,,34,Wind blowing from the south,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-3.8,,,2500 or more  or no clouds.,,,30.0,-26.7,No precipitation,12,,,,
11.01.2020 20:00,-8.9,432.1,782.0,0.9,34,Wind blowing from the west-northwest,5,,17,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-3.8,,,1500-2000,,,30.0,-21.9,No precipitation,12,,,,
11.01.2020 17:00,-4.7,431.2,774.7,,11,Wind blowing from the north-northwest,10,,14,, ,,,-23.1,-4.4,,,,,,30.0,-30.7,No precipitation,6,,,,
11.01.2020 14:00,-7.4,432.1,777.9,-0.8,15,Wind blowing from the north-northwest,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-7.3,,,2500 or more  or no clouds.,,,30.0,-29.6,No precipitation,12,,,,
11.01.2020 11:00,-16.8,432.9,783.6,,31,Calm  no wind,0,,,10%  or less  but not 0, ,,,-23.1,-7.9,,,1500-2000,,,3.5,-30.0,No precipitation,6,,,,
11.01.2020 08:00,-22.2,431.7,784.6,0.9,51,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-7.9,,,2500 or more  or no clouds.,,,30.0,-29.6,No precipitation,12,,,,
11.01.2020 05:00,-19.7,430.8,776.9,,37,Wind blowing from the south,1,,8,, ,,,-20.5,-7.9,,,,,,30.0,-30.7,No precipitation,6,,,,
11.01.2020 02:00,-18.8,431.0,778.3,,46,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-7.9,,,2500 or more  or no clouds.,,,30.0,-27.6,No precipitation,12,,,,
10.01.2020 20:00,-12.7,430.4,777.1,0.2,30,Wind blowing from the west-southwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-5.7,,,,,,30.0,-26.7,No precipitation,12,,,,
10.01.2020 17:00,-8.1,430.2,771.0,,17,Wind blowing from the north,5,,13,, ,,,-17.9,-3.4,,,,,,30.0,-28.9,No precipitation,6,,,,
10.01.2020 14:00,-10.4,431.1,774.3,-0.6,20,Wind blowing from the north-northwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-2.8,,,,,,30.0,-29.1,No precipitation,12,,,,
10.01.2020 11:00,-14.5,431.7,773.2,,33,Wind blowing from the north-northwest,4,,18,, ,,,-17.9,,,,,,,30.0,-27.3,No precipitation,6,,,,
10.01.2020 08:00,-16.3,430.3,771.4,1.0,46,Wind blowing from the north,5,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-2.8,,,2500 or more  or no clouds.,,,30.0,-25.2,No precipitation,12,,,,
10.01.2020 05:00,-13.9,429.3,765.9,,44,Wind blowing from the north-northwest,8,,19,, ,,,-14.5,-2.8,,,,,,30.0,-23.5,No precipitation,6,,,,
10.01.2020 02:00,-13.6,428.1,763.7,,71,Wind blowing from the north-west,9,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-2.8,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
