Local time in Hotan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 20:00,2.7,651.8,772.9,0.4,31,Wind blowing from the east,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,5.3,,,,,,10.0,-12.7,No precipitation,12,,,,
23.01.2020 17:00,4.8,651.4,771.7,,27,Wind blowing from the north-east,3,,7,no clouds, ,,,-5.1,5.0,,,,,,13.0,-12.6,No precipitation,6,,,,
23.01.2020 14:00,2.9,652.4,773.2,0.1,32,Wind blowing from the east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,3.4,,,,,,8.0,-12.2,No precipitation,12,,,,
23.01.2020 11:00,-3.6,652.3,774.4,,53,Wind blowing from the south,1,,6,40%., ,,,-5.2,,,,2500 or more  or no clouds.,,,5.0,-12.0,No precipitation,6,,,,
23.01.2020 08:00,-3.8,651.1,772.7,0.3,50,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,3.4,,,2500 or more  or no clouds.,,,13.0,-12.9,No precipitation,12,,,,
23.01.2020 05:00,-2.8,650.8,771.6,,46,Wind blowing from the west,3,,9,, ,,,-5.4,3.4,,,,,,13.0,-12.8,No precipitation,6,,,,
23.01.2020 02:00,-1.9,650.4,771.4,1.1,43,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,3.4,,,2500 or more  or no clouds.,,,10.0,-12.8,No precipitation,12,,,,
22.01.2020 23:00,-1.2,649.3,771.3,,40,Wind blowing from the north,2,,11,, ,,,-5.4,3.4,,,,,,9.0,-13.1,No precipitation,6,,,,
22.01.2020 20:00,0.4,647.8,768.8,0.4,35,Wind blowing from the north-northwest,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,3.4,,,2500 or more  or no clouds.,,,7.0,-13.3,No precipitation,12,,,,
22.01.2020 17:00,2.4,647.4,767.7,,30,Wind blowing from the north-northeast,4,,11,90  or more  but not 100%, ,,,-5.4,2.5,,,,,,19.0,-13.4,No precipitation,6,,,,
22.01.2020 14:00,0.1,648.7,769.4,,37,Wind blowing from the north-northwest,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,2.3,,,2500 or more  or no clouds.,,,13.0,-12.9,No precipitation,12,,,,
22.01.2020 11:00,-5.3,649.1,771.2,,56,Wind blowing from the west,5,,9,90  or more  but not 100%, ,,,-6.0,2.3,,,,,,7.0,-12.9,No precipitation,6,,,,
22.01.2020 08:00,-4.0,648.1,769.3,-0.1,50,Wind blowing from the south-southwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,2.3,,,2500 or more  or no clouds.,,,9.0,-12.9,No precipitation,12,,,,
22.01.2020 05:00,-3.6,648.2,768.9,,51,Wind blowing from the west-northwest,1,,9,, ,,,-7.5,2.3,,,,,,14.0,-12.3,No precipitation,6,,,,
22.01.2020 02:00,-1.8,648.1,768.7,-0.3,42,Wind blowing from the east-southeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,2.3,,,2500 or more  or no clouds.,,,12.0,-13.0,No precipitation,12,,,,
21.01.2020 23:00,-1.9,648.4,770.5,,43,Wind blowing from the north-west,0,,10,, ,,,-7.5,2.3,,,,,,7.0,-12.8,No precipitation,6,,,,
21.01.2020 20:00,-0.2,647.2,768.9,0.7,38,Wind blowing from the north,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,2.3,,,2500 or more  or no clouds.,,,15.0,-12.8,No precipitation,12,,,,
21.01.2020 17:00,1.5,646.5,767.6,,33,Wind blowing from the north-east,2,,10,90  or more  but not 100%, ,,,-7.5,1.8,,,,,,19.0,-13.0,No precipitation,6,,,,
21.01.2020 14:00,-0.1,647.1,768.1,,38,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,1.6,,,2500 or more  or no clouds.,,,8.0,-12.7,No precipitation,12,,,,
21.01.2020 11:00,-6.0,646.6,768.4,,58,Wind blowing from the north-east,1,,7,90  or more  but not 100%, ,,,-7.5,1.6,,,,,,8.0,-13.1,No precipitation,6,,,,
21.01.2020 08:00,-6.7,646.5,767.9,0.3,61,Wind blowing from the west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,1.6,,,2500 or more  or no clouds.,,,5.0,-13.0,No precipitation,12,,,,
21.01.2020 05:00,-6.9,646.2,767.3,,60,Wind blowing from the west,4,,8,,Haze. ,,,-7.0,1.6,,,,,,4.9,-13.4,No precipitation,6,,,,
21.01.2020 02:00,-4.5,645.6,766.6,,49,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,1.6,,,2500 or more  or no clouds.,,,10.0,-13.6,No precipitation,12,,,,
20.01.2020 23:00,-1.7,646.0,767.6,,43,Wind blowing from the east-southeast,3,,8,, ,,,-7.0,1.6,,,,,,12.0,-12.9,No precipitation,6,,,,
20.01.2020 20:00,0.3,645.6,766.7,0.1,38,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,1.6,,,2500 or more  or no clouds.,,,8.0,-12.4,No precipitation,12,,,,
20.01.2020 17:00,1.5,645.5,766.5,,35,Wind blowing from the east,3,,9,90  or more  but not 100%, ,,,-7.0,2.6,,,,,,16.0,-12.3,No precipitation,6,,,,
20.01.2020 14:00,-1.2,647.2,768.8,-0.3,43,Wind blowing from the north-northeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,2.6,,,2500 or more  or no clouds.,,,9.0,-12.2,No precipitation,12,,,,
20.01.2020 11:00,-5.9,647.5,769.8,,60,Wind blowing from the north-northwest,1,,9,90  or more  but not 100%, ,,,-7.0,,,,,,,4.1,-12.4,No precipitation,6,,,,
20.01.2020 08:00,-6.4,647.5,769.0,-0.2,58,Wind blowing from the west,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,2.6,,,2500 or more  or no clouds.,,,12.0,-13.3,No precipitation,12,,,,
20.01.2020 05:00,-6.9,647.7,769.0,,61,Wind blowing from the west,3,,14,, ,,,-8.7,2.6,,,,,,9.0,-13.2,No precipitation,6,,,,
20.01.2020 02:00,-5.4,647.8,769.0,0.3,56,Wind blowing from the north-west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,2.6,,,2500 or more  or no clouds.,,,12.0,-12.8,No precipitation,12,,,,
19.01.2020 23:00,-3.3,647.5,769.8,,49,Wind blowing from the east,2,,15,, ,,,-8.7,2.6,,,,,,7.0,-12.7,No precipitation,6,,,,
19.01.2020 20:00,0.7,648.2,769.9,-1.1,37,Wind blowing from the east-northeast,5,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,2.6,,,,,,11.0,-12.3,No precipitation,12,,,,
19.01.2020 17:00,2.1,649.3,770.2,,33,Wind blowing from the east,6,,15,no clouds, ,,,-8.7,2.6,,,,,,17.0,-12.5,No precipitation,6,,,,
19.01.2020 14:00,0.4,651.4,773.1,-0.7,40,Wind blowing from the east,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,2.0,,,,,,13.0,-11.9,No precipitation,12,,,,
19.01.2020 11:00,-6.1,652.1,775.0,,70,Wind blowing from the north-east,1,,5,no clouds, ,,,-8.7,2.0,,,,,,2.6,-10.7,No precipitation,6,,,,
19.01.2020 08:00,-7.2,651.9,774.6,-0.9,68,Wind blowing from the east-southeast,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,2.0,,,2500 or more  or no clouds.,,,9.0,-12.1,No precipitation,12,,,,
19.01.2020 05:00,-4.0,652.8,774.4,,56,Wind blowing from the south-southeast,2,,7,, ,,,-7.3,2.0,,,,,,10.0,-11.5,No precipitation,6,,,,
19.01.2020 02:00,-4.0,653.5,775.6,-0.4,53,Wind blowing from the south-east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.0,,,2500 or more  or no clouds.,,,12.0,-12.2,No precipitation,12,,,,
18.01.2020 23:00,-2.1,653.9,776.6,,47,Wind blowing from the south-east,3,,10,, ,,,-7.3,2.0,,,,,,11.0,-11.9,No precipitation,6,,,,
18.01.2020 20:00,-0.5,654.2,777.0,-0.7,43,Wind blowing from the east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.0,,,2500 or more  or no clouds.,,,9.0,-11.8,No precipitation,12,,,,
18.01.2020 17:00,1.4,654.9,777.4,,37,Wind blowing from the north,4,,10,60%., ,,,-7.3,3.5,,,2500 or more  or no clouds.,,,20.0,-12.0,No precipitation,6,,,,
18.01.2020 14:00,0.6,656.8,779.2,-0.3,43,Wind blowing from the east,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,3.5,,,2500 or more  or no clouds.,,,9.0,-10.8,No precipitation,12,,,,
18.01.2020 11:00,-4.0,657.1,780.4,,61,Wind blowing from the west,3,,6,70 – 80%., ,,,-7.3,3.5,,,2500 or more  or no clouds.,,,8.0,-10.4,No precipitation,6,,,,
18.01.2020 08:00,-5.7,656.8,779.7,0.3,68,Wind blowing from the west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,3.5,,,2500 or more  or no clouds.,,,8.0,-10.8,No precipitation,12,,,,
18.01.2020 05:00,-6.0,656.5,778.9,,71,Wind blowing from the north,1,,9,, ,,,-6.2,3.5,,,,,,8.0,-10.4,No precipitation,6,,,,
18.01.2020 02:00,-3.6,656.0,778.3,0.6,61,Wind blowing from the east-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,3.5,,,2500 or more  or no clouds.,,,11.0,-10.2,No precipitation,12,,,,
17.01.2020 23:00,-1.9,655.4,778.0,,56,Wind blowing from the east,3,,9,, ,,,-4.3,3.5,,,,,,10.0,-9.5,No precipitation,6,,,,
17.01.2020 20:00,0.8,654.5,776.3,0.7,45,Wind blowing from the east,4,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,3.5,,,2500 or more  or no clouds.,,,10.0,-9.8,Trace of precipitation,12,,,,
17.01.2020 17:00,3.3,653.8,775.0,,37,Wind blowing from the north-east,3,,8,70 – 80%., ,,,-4.3,3.4,,,2500 or more  or no clouds.,,,12.0,-10.0,No precipitation,6,,,,
17.01.2020 14:00,0.7,654.4,776.6,0.6,51,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,2.8,,,2500 or more  or no clouds.,,,8.0,-8.3,Trace of precipitation,12,,,,
17.01.2020 11:00,-2.3,653.8,775.9,,62,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,,,,,,,7.0,-8.6,No precipitation,6,,,,
17.01.2020 08:00,-2.6,652.2,773.7,1.1,55,Wind blowing from the west-southwest,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,2.8,,,2500 or more  or no clouds.,,,12.0,-10.6,No precipitation,12,,,,
17.01.2020 05:00,-2.7,651.1,771.8,,52,Wind blowing from the west-southwest,2,,8,, ,,,-5.3,2.8,,,,,,9.0,-11.4,No precipitation,6,,,,
17.01.2020 02:00,-4.2,650.0,771.3,,55,Wind blowing from the south-west,2,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,2.8,,,2500 or more  or no clouds.,,,7.0,-11.9,No precipitation,12,,,,
16.01.2020 23:00,-1.5,649.7,771.4,,44,Wind blowing from the east-southeast,2,,8,, ,,,-5.3,2.8,,,,,,10.0,-12.2,No precipitation,6,,,,
16.01.2020 20:00,0.2,649.7,771.3,-0.3,41,Wind blowing from the north-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,2.8,,,,,,9.0,-11.5,No precipitation,12,,,,
16.01.2020 17:00,2.6,650.0,770.9,,38,Wind blowing from the north-east,3,,8,no clouds, ,,,-5.3,3.1,,,,,,14.0,-10.3,No precipitation,6,,,,
16.01.2020 14:00,1.2,651.6,773.0,,44,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,3.1,,,,,,7.0,-9.7,No precipitation,12,,,,
16.01.2020 11:00,-3.7,651.8,773.8,,61,Wind blowing from the west-southwest,5,,8,40%., ,,,-5.3,3.1,,,2500 or more  or no clouds.,,,5.0,-10.3,No precipitation,6,,,,
16.01.2020 08:00,-4.7,651.4,773.0,0.0,60,Wind blowing from the west-southwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,3.1,,,2500 or more  or no clouds.,,,10.0,-11.3,No precipitation,12,,,,
16.01.2020 05:00,-4.2,651.4,772.6,,60,Wind blowing from the west-southwest,3,,8,, ,,,-6.2,3.1,,,,,,9.0,-11.0,No precipitation,6,,,,
16.01.2020 02:00,-3.8,650.8,772.2,,55,Wind blowing from the north-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,3.1,,,2500 or more  or no clouds.,,,10.0,-11.7,No precipitation,12,,,,
15.01.2020 23:00,-1.3,650.2,772.4,,45,Wind blowing from the east,2,,11,, ,,,-6.2,3.1,,,,,,9.0,-11.7,No precipitation,6,,,,
15.01.2020 20:00,1.1,650.0,771.6,0.2,39,Wind blowing from the east-northeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,3.1,,,2500 or more  or no clouds.,,,10.0,-11.6,No precipitation,12,,,,
15.01.2020 17:00,2.0,649.8,770.7,,36,Wind blowing from the east,4,,11,90  or more  but not 100%, ,,,-6.2,3.1,,,,,,15.0,-11.5,No precipitation,6,,,,
15.01.2020 14:00,0.5,650.5,771.5,,49,Wind blowing from the north-west,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,1.3,,,2500 or more  or no clouds.,,,9.0,-9.2,No precipitation,12,,,,
15.01.2020 11:00,-5.3,650.1,772.3,,72,Wind blowing from the west,5,,9,90  or more  but not 100%, ,,,-6.2,1.3,,,,,,5.0,-9.7,No precipitation,6,,,,
15.01.2020 08:00,-5.6,649.4,771.2,1.0,74,Wind blowing from the west,4,,10,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,1.3,,,2500 or more  or no clouds.,,,5.0,-9.5,No precipitation,12,,,,
15.01.2020 05:00,-3.9,648.4,769.5,,63,Wind blowing from the north-northwest,2,,10,, ,,,-4.6,1.3,,,,,,10.0,-9.9,No precipitation,6,,,,
15.01.2020 02:00,-2.0,648.2,769.1,0.5,56,Wind blowing from the east-southeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,1.3,,,2500 or more  or no clouds.,,,11.0,-9.8,No precipitation,12,,,,
14.01.2020 23:00,-1.9,647.7,769.0,,57,Wind blowing from the east,4,,10,, ,,,-4.6,1.3,,,,,,9.0,-9.3,No precipitation,6,,,,
14.01.2020 20:00,-0.1,646.6,767.5,1.0,55,Wind blowing from the east-southeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,1.3,,,2500 or more  or no clouds.,,,7.0,-8.1,Trace of precipitation,12,,,,
14.01.2020 17:00,0.6,645.6,765.9,,53,Wind blowing from the east,3,,9,90  or more  but not 100%, ,,,-4.6,1.3,,,,,,8.0,-8.1,No precipitation,6,,,,
14.01.2020 14:00,-0.9,645.9,766.6,1.1,63,Wind blowing from the north-northeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,-0.3,,,2500 or more  or no clouds.,,,6.0,-7.1,0.4,12,,,,
14.01.2020 11:00,-3.2,644.8,765.9,,74,Wind blowing from the west,3,,9,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,,,,2500 or more  or no clouds.,,,8.0,-7.2,0.4,6,,,,
14.01.2020 08:00,-4.1,643.9,764.7,-0.2,84,Wind blowing from the west-southwest,3,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,-0.3,,,2500 or more  or no clouds.,,,9.0,-6.4,0.4,12,,,,
14.01.2020 05:00,-3.2,644.1,764.4,,51,Wind blowing from the west,2,,6,, ,,,-4.1,-0.3,,,,,,10.0,-11.9,No precipitation,6,,,,
14.01.2020 02:00,-3.3,643.6,764.2,,51,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,-0.3,,,2500 or more  or no clouds.,,,17.0,-12.0,No precipitation,12,,,,
13.01.2020 23:00,-2.9,643.4,764.3,,48,Wind blowing from the north-west,2,,9,, ,,,-4.1,-0.3,,,,,,13.0,-12.4,No precipitation,6,,,,
13.01.2020 20:00,-2.1,643.2,763.9,0.2,44,Wind blowing from the north,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,-0.3,,,2500 or more  or no clouds.,,,8.0,-12.7,No precipitation,12,,,,
13.01.2020 17:00,-0.6,643.0,763.2,,41,Wind blowing from the north,4,,9,90  or more  but not 100%, ,,,-4.1,1.9,,,,,,15.0,-12.5,No precipitation,6,,,,
13.01.2020 14:00,-2.0,644.4,764.9,,46,Wind blowing from the north-west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,,,,2500 or more  or no clouds.,,,11.0,-12.3,No precipitation,12,,,,
13.01.2020 11:00,-3.7,644.5,765.5,,53,Wind blowing from the west-southwest,4,,9,90  or more  but not 100%, ,,,-4.4,,,,,,,9.0,-12.1,No precipitation,6,,,,
13.01.2020 08:00,-3.8,643.7,764.1,-0.9,55,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.0,,,2500 or more  or no clouds.,,,8.0,-11.7,No precipitation,12,,,,
13.01.2020 05:00,-3.3,644.6,764.5,,51,Wind blowing from the north-northwest,2,,12,, ,,,-4.4,2.0,,,,,,11.0,-12.2,No precipitation,6,,,,
13.01.2020 02:00,-2.3,644.8,765.0,-1.2,44,Wind blowing from the south-east,2,,12,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.0,,,2500 or more  or no clouds.,,,5.0,-12.9,No precipitation,12,,,,
12.01.2020 23:00,-2.6,646.0,767.4,,44,Wind blowing from the east,2,,13,,Haze. ,,,-4.4,2.0,,,,,,6.0,-13.2,No precipitation,6,,,,
12.01.2020 20:00,-0.5,645.4,766.2,0.0,42,Wind blowing from the north-northeast,2,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.0,,,2500 or more  or no clouds.,,,9.0,-12.1,No precipitation,12,,,,
12.01.2020 17:00,1.9,645.4,765.5,,40,Wind blowing from the north-west,6,,13,90  or more  but not 100%, ,,,-4.4,2.2,,,,,,12.0,-10.3,No precipitation,6,,,,
12.01.2020 14:00,-0.7,647.5,768.3,,49,Wind blowing from the west,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.4,,,2500 or more  or no clouds.,,,10.0,-10.1,No precipitation,12,,,,
12.01.2020 11:00,-4.4,647.6,769.0,,64,Wind blowing from the west,5,,11,90  or more  but not 100%, ,,,-5.9,2.4,,,,,,6.0,-10.2,No precipitation,6,,,,
12.01.2020 08:00,-4.3,647.5,768.4,0.0,62,Wind blowing from the west,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,2.4,,,2500 or more  or no clouds.,,,12.0,-10.5,No precipitation,12,,,,
12.01.2020 05:00,-4.0,647.5,768.0,,60,Wind blowing from the west,4,,9,, ,,,-7.1,2.4,,,,,,14.0,-10.6,No precipitation,6,,,,
12.01.2020 02:00,-2.7,647.0,768.0,-0.1,53,Wind blowing from the west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,2.4,,,2500 or more  or no clouds.,,,7.0,-11.0,No precipitation,12,,,,
11.01.2020 23:00,-1.0,647.1,768.7,,47,Wind blowing from the south-east,3,,12,, ,,,-7.1,2.4,,,,,,8.0,-10.9,No precipitation,6,,,,
11.01.2020 20:00,0.7,647.9,769.6,0.2,44,Wind blowing from the east-northeast,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,2.4,,,2500 or more  or no clouds.,,,7.0,-10.2,No precipitation,12,,,,
11.01.2020 17:00,2.1,647.7,768.7,,42,Wind blowing from the east-northeast,4,,13,50%., ,,,-7.1,2.8,,,2500 or more  or no clouds.,,,11.0,-9.5,No precipitation,6,,,,
11.01.2020 14:00,-1.6,649.1,770.5,,54,Wind blowing from the west-northwest,3,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,2.8,,,2500 or more  or no clouds.,,,7.0,-9.7,No precipitation,12,,,,
11.01.2020 11:00,-5.9,648.7,771.1,,68,Wind blowing from the west-northwest,3,,13,90  or more  but not 100%, ,,,-7.1,2.8,,,,,,4.7,-11.0,No precipitation,6,,,,
11.01.2020 08:00,-7.0,648.4,770.3,0.4,72,Wind blowing from the west,4,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,2.8,,,2500 or more  or no clouds.,,,10.0,-11.2,No precipitation,12,,,,
11.01.2020 05:00,-6.2,648.0,769.0,,69,Wind blowing from the west,6,,11,, ,,,-7.0,2.8,,,,,,8.0,-11.0,No precipitation,6,,,,
11.01.2020 02:00,-2.8,647.8,768.9,0.0,58,Wind blowing from the west-southwest,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,2.8,,,2500 or more  or no clouds.,,,3.9,-9.9,No precipitation,12,,,,
10.01.2020 23:00,-2.6,647.8,770.1,,58,Calm  no wind,0,,,,Haze. ,,,-7.0,2.8,,,,,,3.6,-9.9,No precipitation,6,,,,
10.01.2020 20:00,-0.1,647.8,769.4,0.4,44,Wind blowing from the north-west,1,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,2.8,,,2500 or more  or no clouds.,,,2.9,-10.9,No precipitation,12,,,,
10.01.2020 17:00,2.4,647.4,768.0,,41,Wind blowing from the north-east,4,,13,20–30%., ,,,-7.0,4.5,,,2500 or more  or no clouds.,,,9.0,-9.5,No precipitation,6,,,,
