Local time in Shaowu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 23:00,11.5,747.9,767.8,,92,Wind blowing from the south-west,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.3,14.1,,,,,,4.2,10.2,0.7,6,,,,
24.01.2020 20:00,11.8,747.9,767.8,0.9,86,Wind blowing from the south,1,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,1000-1500,,,7.0,9.5,4.0,12,,,,
24.01.2020 17:00,12.3,747.0,766.8,,80,Wind blowing from the north-west,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,1000-1500,,,10.0,9.0,No precipitation,6,,,,
24.01.2020 14:00,12.2,746.8,766.6,-1.8,81,Wind blowing from the north,3,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,1000-1500,,,19.0,9.0,4.0,12,,,,
24.01.2020 11:00,10.7,748.6,768.4,,92,Wind blowing from the west,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,1000-1500,,,2.8,9.5,4.0,6,,,,
24.01.2020 08:00,12.3,747.1,766.8,1.6,86,Wind blowing from the south-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,,,,1500-2000,,,12.0,10.0,No precipitation,12,,,,
24.01.2020 05:00,12.2,745.5,765.0,,85,Wind blowing from the north-west,2,,5,,Mist. ,,,10.7,23.8,,,,,,7.0,9.8,No precipitation,6,,,,
24.01.2020 02:00,12.2,745.7,765.1,,89,Wind blowing from the west-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,23.8,,,2500 or more  or no clouds.,,,8.0,10.4,No precipitation,12,,,,
23.01.2020 20:00,15.5,744.3,763.9,1.6,78,Wind blowing from the west-northwest,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,23.8,,,1500-2000,,,8.0,11.7,No precipitation,12,,,,
23.01.2020 17:00,20.1,742.7,762.2,,65,Wind blowing from the north-west,2,,4,100%., ,,,10.0,23.8,,,1500-2000,,,13.0,13.3,No precipitation,6,,,,
23.01.2020 14:00,22.7,742.9,762.4,-2.7,60,Wind blowing from the north-west,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,22.8,,,1500-2000,,,10.0,14.5,No precipitation,12,,,,
23.01.2020 11:00,16.3,745.6,765.2,,79,Wind blowing from the south,1,,2,70 – 80%., ,,,10.0,20.7,,,1500-2000,,,6.0,12.7,No precipitation,6,,,,
23.01.2020 08:00,11.1,745.6,765.3,1.3,98,Wind blowing from the west,1,,2,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,100-200,,,0.5,10.8,No precipitation,12,,,,
23.01.2020 05:00,10.7,744.3,763.9,,97,Wind blowing from the south-southeast,0,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,6.2,20.7,,,,,,0.1,10.2,No precipitation,6,,,,
23.01.2020 02:00,10.5,745.0,764.6,,96,Wind blowing from the west-southwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,20.7,,,2500 or more  or no clouds.,,,2.4,9.9,No precipitation,12,,,,
22.01.2020 23:00,11.5,744.7,764.5,,95,Wind blowing from the west-northwest,1,,3,,Mist. ,,,6.2,20.7,,,,,,3.0,10.7,No precipitation,6,,,,
22.01.2020 20:00,13.7,744.3,764.2,0.8,91,Wind blowing from the south-southwest,1,,3,no clouds,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,20.7,,,,,,6.0,12.3,Trace of precipitation,12,,,,
22.01.2020 17:00,18.9,743.5,763.1,,69,Wind blowing from the east-southeast,1,,3,70 – 80%., ,,,6.2,20.7,,,1500-2000,,,7.0,13.1,No precipitation,6,,,,
22.01.2020 14:00,19.7,743.5,763.0,,60,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,19.7,,,2500 or more  or no clouds.,,,9.0,11.7,No precipitation,12,,,,
22.01.2020 11:00,13.7,746.2,766.0,,73,Wind blowing from the north-northwest,1,,3,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,16.3,,,1000-1500,,,6.0,9.0,No precipitation,6,,,,
22.01.2020 08:00,6.6,746.5,766.5,0.4,97,Wind blowing from the west-southwest,1,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,16.3,,,100-200,,,0.4,6.2,No precipitation,12,,,,
22.01.2020 05:00,6.6,746.1,766.0,,95,Wind blowing from the south-southwest,1,,5,,Mist. ,,,6.6,16.3,,,,,,2.7,5.9,No precipitation,6,,,,
22.01.2020 02:00,7.9,746.9,766.7,,94,Wind blowing from the south-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,16.3,,,2500 or more  or no clouds.,,,4.5,7.0,No precipitation,12,,,,
21.01.2020 23:00,9.5,747.3,767.2,,91,Wind blowing from the south-southwest,1,,5,,Mist. ,,,8.0,16.3,,,,,,7.0,8.1,No precipitation,6,,,,
21.01.2020 20:00,11.1,747.4,767.3,0.4,83,Wind blowing from the south,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,16.3,,,1000-1500,,,9.0,8.3,No precipitation,12,,,,
21.01.2020 17:00,15.3,747.0,766.8,,63,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,7.2,16.3,,,,,,11.0,8.3,No precipitation,6,,,,
21.01.2020 14:00,15.6,747.4,767.2,,58,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,16.0,,,2500 or more  or no clouds.,,,11.0,7.4,No precipitation,12,,,,
21.01.2020 11:00,13.2,750.2,770.2,,60,Wind blowing from the east-southeast,2,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,14.1,,,,,,10.0,5.6,No precipitation,6,,,,
21.01.2020 08:00,9.3,750.1,770.2,1.2,81,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,8.0,6.2,No precipitation,12,,,,
21.01.2020 05:00,8.5,748.9,768.9,,84,Wind blowing from the south-west,1,,2,,Rain (not freezing) not falling as shower(s). ,,,0.3,14.1,,,,,,8.0,6.0,No precipitation,6,,,,
21.01.2020 02:00,8.5,749.3,769.3,-0.6,81,Wind blowing from the west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,14.1,,,2500 or more  or no clouds.,,,8.0,5.3,No precipitation,12,,,,
20.01.2020 23:00,8.0,749.9,770.2,,82,Wind blowing from the south-east,1,,3,, ,,,0.3,14.1,,,,,,8.0,5.1,No precipitation,6,,,,
20.01.2020 20:00,7.3,749.1,769.5,,85,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,14.1,,,2500 or more  or no clouds.,,,7.0,4.9,No precipitation,12,,,,
20.01.2020 17:00,13.0,748.3,768.6,,54,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%, ,,,0.3,14.1,,,,,,10.0,3.9,No precipitation,6,,,,
20.01.2020 14:00,12.7,748.3,768.5,-2.6,38,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,12.9,,,2500 or more  or no clouds.,,,11.0,-1.2,No precipitation,12,,,,
20.01.2020 11:00,6.3,750.9,771.3,,79,Wind blowing from the north-northwest,1,,2,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,9.4,,,2500 or more  or no clouds.,,,6.0,2.8,No precipitation,6,,,,
20.01.2020 08:00,2.1,750.7,771.2,1.4,97,Wind blowing from the south-west,1,,4,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,9.4,,,200-300,,,0.8,1.7,No precipitation,12,,,,
20.01.2020 05:00,0.9,749.3,769.7,,95,Wind blowing from the south-west,1,,4,,Mist. ,,,0.8,9.4,,,,,,2.4,0.2,No precipitation,6,,,,
20.01.2020 02:00,2.7,749.8,770.1,-0.1,92,Wind blowing from the south-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,9.4,,,2500 or more  or no clouds.,,,5.0,1.5,No precipitation,12,,,,
19.01.2020 23:00,5.2,749.9,770.2,,84,Wind blowing from the south-southwest,1,,6,, ,,,5.2,9.4,,,,,,8.0,2.7,No precipitation,6,,,,
19.01.2020 20:00,6.4,749.4,769.6,0.6,75,Wind blowing from the west-southwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.4,,,1000-1500,,,9.0,2.3,No precipitation,12,,,,
19.01.2020 17:00,9.1,748.8,769.0,,65,Wind blowing from the west,1,,6,90  or more  but not 100%, ,,,6.5,9.5,,,,,,11.0,2.9,No precipitation,6,,,,
19.01.2020 14:00,8.9,748.4,768.6,-1.8,69,Wind blowing from the west-northwest,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,10.7,,,1000-1500,,,10.0,3.5,No precipitation,12,,,,
19.01.2020 11:00,8.8,750.2,770.4,,72,Wind blowing from the west,2,,6,100%., ,,,6.5,10.7,,,1000-1500,,,12.0,4.0,No precipitation,6,,,,
19.01.2020 08:00,6.5,749.7,769.9,1.2,83,Wind blowing from the west,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,1000-1500,,,12.0,3.7,No precipitation,12,,,,
19.01.2020 05:00,6.6,748.5,768.7,,83,Wind blowing from the west,2,,5,, ,,,5.0,10.7,,,,,,14.0,3.8,No precipitation,6,,,,
19.01.2020 02:00,7.0,748.5,768.6,0.5,80,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,10.7,,,2500 or more  or no clouds.,,,13.0,3.8,0.1,12,,,,
18.01.2020 23:00,7.5,748.0,768.2,,84,Wind blowing from the west,2,,4,,Mist. ,,,5.0,10.7,,,,,,7.0,5.0,0.1,6,,,,
18.01.2020 20:00,7.9,747.2,767.4,0.7,86,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,10.7,,,1000-1500,,,7.0,5.7,0.1,12,,,,
18.01.2020 17:00,9.6,746.5,766.7,,75,Wind blowing from the south-southwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,10.7,,,1000-1500,,,9.0,5.4,No precipitation,6,,,,
18.01.2020 14:00,10.3,746.7,766.8,-2.5,62,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,10.3,,,2500 or more  or no clouds.,,,10.0,3.3,No precipitation,12,,,,
18.01.2020 11:00,7.8,749.2,769.4,,73,Wind blowing from the west-southwest,1,,3,100%., ,,,5.0,8.2,,,1000-1500,,,9.0,3.3,No precipitation,6,,,,
18.01.2020 08:00,5.4,749.0,769.3,0.7,84,Wind blowing from the south-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,1000-1500,,,6.0,2.9,No precipitation,12,,,,
18.01.2020 05:00,5.1,748.3,768.7,,87,Wind blowing from the west-southwest,1,,4,,Mist. ,,,4.2,8.2,,,,,,6.0,3.1,No precipitation,6,,,,
18.01.2020 02:00,5.1,749.3,769.6,-0.8,86,Wind blowing from the west-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,8.2,,,2500 or more  or no clouds.,,,6.0,3.0,No precipitation,12,,,,
17.01.2020 23:00,5.4,750.1,770.4,,83,Wind blowing from the west,1,,5,,Mist. ,,,4.2,8.2,,,,,,6.0,2.7,No precipitation,6,,,,
17.01.2020 20:00,5.7,749.8,770.2,0.8,81,Wind blowing from the west,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,8.2,,,1500-2000,,,7.0,2.7,No precipitation,12,,,,
17.01.2020 17:00,6.8,749.0,769.3,,75,Wind blowing from the west,2,,5,100%., ,,,4.2,8.2,,,1500-2000,,,9.0,2.7,No precipitation,6,,,,
17.01.2020 14:00,8.0,748.7,769.0,-2.2,69,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,8.0,,,1500-2000,,,9.0,2.7,No precipitation,12,,,,
17.01.2020 11:00,6.6,750.9,771.3,,72,Wind blowing from the west-northwest,2,,4,100%., ,,,4.2,7.4,,,1500-2000,,,8.0,1.9,No precipitation,6,,,,
17.01.2020 08:00,4.7,750.7,771.1,,83,Wind blowing from the west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,,,,1000-1500,,,8.0,2.1,0.5,12,,,,
17.01.2020 02:00,4.8,750.2,770.5,0.5,88,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,2500 or more  or no clouds.,,,11.0,3.0,0.7,12,,,,
16.01.2020 23:00,4.8,749.7,770.0,,90,Wind blowing from the west,1,,7,,Rain (not freezing) not falling as shower(s). ,,,4.7,10.0,,,,,,10.0,3.3,0.5,6,,,,
16.01.2020 20:00,5.6,749.2,769.4,1.2,82,Wind blowing from the west,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,10.0,,,1000-1500,,,16.0,2.8,0.2,12,,,,
16.01.2020 17:00,6.1,748.0,768.1,,80,Wind blowing from the west,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,10.9,,,1000-1500,,,17.0,2.9,0.2,6,,,,
16.01.2020 14:00,6.6,747.2,767.3,-0.7,81,Wind blowing from the west-southwest,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,11.0,,,1000-1500,,,14.0,3.6,3.0,12,,,,
16.01.2020 11:00,7.1,747.9,768.0,,84,Wind blowing from the west,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,11.0,,,1000-1500,,,14.0,4.6,0.5,6,,,,
16.01.2020 08:00,8.7,746.6,766.6,1.3,91,Wind blowing from the west-northwest,3,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.0,,,1000-1500,,,9.0,7.3,4.0,12,,,,
16.01.2020 05:00,9.9,745.3,765.2,,96,Wind blowing from the west,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.7,11.0,,,,,,2.4,9.3,4.0,6,,,,
16.01.2020 02:00,9.9,746.1,766.0,-0.1,95,Wind blowing from the south-west,1,,2,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.0,,,2500 or more  or no clouds.,,,2.0,9.1,2.0,12,,,,
15.01.2020 23:00,9.9,746.2,766.1,,95,Wind blowing from the west-northwest,1,,3,,Rain (not freezing) not falling as shower(s). ,,,8.7,11.0,,,,,,3.4,9.1,0.5,6,,,,
15.01.2020 20:00,10.0,746.0,766.0,0.7,94,Wind blowing from the west-southwest,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.0,,,1000-1500,,,2.7,9.1,5.0,12,,,,
15.01.2020 17:00,10.9,745.3,765.2,,87,Wind blowing from the south-east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.0,,,1000-1500,,,5.0,8.8,0.2,6,,,,
15.01.2020 14:00,10.1,745.6,765.6,-2.4,91,Wind blowing from the east,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,1000-1500,,,5.0,8.7,8.0,12,,,,
15.01.2020 11:00,9.5,748.0,768.1,,93,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,1000-1500,,,2.7,8.4,5.0,6,,,,
15.01.2020 08:00,9.3,747.6,767.6,0.6,90,Wind blowing from the east,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,4.7,7.7,5.0,12,,,,
15.01.2020 05:00,8.8,747.0,766.9,,95,Wind blowing from the west-northwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,,12.5,,,,,,2.0,8.0,4.0,6,,,,
15.01.2020 02:00,8.9,747.4,767.4,-0.3,93,Wind blowing from the east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,12.5,,,2500 or more  or no clouds.,,,2.7,7.8,1.0,12,,,,
14.01.2020 23:00,9.0,747.7,767.7,,89,Wind blowing from the west-southwest,1,,4,,Mist. ,,,4.1,12.5,,,,,,4.9,7.3,0.1,6,,,,
14.01.2020 20:00,9.2,748.3,768.5,0.3,82,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,12.5,,,1000-1500,,,5.0,6.3,Trace of precipitation,12,,,,
14.01.2020 17:00,10.7,748.0,768.2,,75,Wind blowing from the west,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.9,,,1500-2000,,,5.0,6.5,No precipitation,6,,,,
14.01.2020 14:00,12.5,747.1,767.1,-2.0,61,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,16.1,,,1500-2000,,,8.0,5.2,No precipitation,12,,,,
14.01.2020 11:00,10.7,749.1,769.2,,71,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,16.1,,,,,,6.0,5.7,No precipitation,6,,,,
14.01.2020 08:00,6.4,749.3,769.5,1.3,92,Wind blowing from the south-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,16.1,,,1000-1500,,,4.9,5.2,No precipitation,12,,,,
14.01.2020 05:00,4.5,748.0,768.0,,95,Wind blowing from the south-southwest,1,,5,,Mist. ,,,2.6,16.1,,,,,,3.4,3.8,No precipitation,6,,,,
14.01.2020 02:00,5.8,747.8,767.8,0.7,92,Wind blowing from the south,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,16.1,,,2500 or more  or no clouds.,,,6.0,4.6,No precipitation,12,,,,
13.01.2020 23:00,6.0,747.1,767.2,,90,Wind blowing from the south,1,,5,,Mist. ,,,2.6,16.1,,,,,,6.0,4.5,No precipitation,6,,,,
13.01.2020 20:00,9.5,746.2,766.3,1.3,77,Wind blowing from the south-west,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,16.1,,,2500 or more  or no clouds.,,,10.0,5.7,No precipitation,12,,,,
13.01.2020 17:00,13.9,744.9,764.9,,59,Wind blowing from the west-southwest,2,,5,50%., ,,,2.6,16.1,,,1500-2000,,,13.0,6.0,No precipitation,6,,,,
13.01.2020 14:00,14.4,744.6,764.5,-2.6,52,Wind blowing from the north,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,14.4,,,2500 or more  or no clouds.,,,10.0,4.7,No precipitation,12,,,,
13.01.2020 11:00,9.8,747.2,767.4,,71,Wind blowing from the north-west,1,,3,60%., ,,,2.6,10.2,,,2500 or more  or no clouds.,,,9.0,4.8,No precipitation,6,,,,
13.01.2020 08:00,3.8,747.4,767.8,0.4,96,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,,,,2500 or more  or no clouds.,,,3.1,3.2,No precipitation,12,,,,
13.01.2020 05:00,3.0,747.0,767.2,,95,Wind blowing from the west-southwest,1,,3,,Mist. ,,,2.9,10.2,,,,,,3.4,2.3,No precipitation,6,,,,
13.01.2020 02:00,4.9,747.4,767.6,0.0,91,Wind blowing from the west-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,10.2,,,2500 or more  or no clouds.,,,6.0,3.6,No precipitation,12,,,,
12.01.2020 23:00,4.2,747.4,767.6,,94,Wind blowing from the east,1,,3,,Mist. ,,,3.5,10.2,,,,,,4.1,3.3,No precipitation,6,,,,
12.01.2020 20:00,4.4,747.1,767.5,1.0,88,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,10.2,,,,,,8.0,2.6,No precipitation,12,,,,
12.01.2020 17:00,9.3,746.1,766.2,,60,Wind blowing from the east-northeast,1,,3,70 – 80%., ,,,5.9,10.2,,,1000-1500,,,12.0,1.9,No precipitation,6,,,,
12.01.2020 14:00,9.6,746.2,766.3,-2.9,58,Wind blowing from the south,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,9.9,,,1500-2000,,,14.0,1.7,No precipitation,12,,,,
12.01.2020 11:00,8.0,749.1,769.3,,68,Wind blowing from the south-west,1,,4,100%., ,,,5.9,8.1,,,1500-2000,,,12.0,2.3,No precipitation,6,,,,
12.01.2020 08:00,6.4,748.9,769.1,1.0,75,Wind blowing from the west,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,1500-2000,,,10.0,2.3,No precipitation,12,,,,
12.01.2020 05:00,6.1,747.9,768.1,,81,Wind blowing from the west,1,,7,, ,,,5.9,,,,,,,8.0,3.1,No precipitation,6,,,,
12.01.2020 02:00,6.2,748.2,768.4,0.0,82,Wind blowing from the west-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,2500 or more  or no clouds.,,,10.0,3.4,1.0,12,,,,
11.01.2020 23:00,6.0,748.2,768.4,,84,Wind blowing from the west,2,,7,, ,,,5.9,,,,,,,12.0,3.5,No precipitation,6,,,,
11.01.2020 20:00,6.1,747.3,767.5,0.8,85,Wind blowing from the west,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,,,,600-1000,,,12.0,3.8,5.0,12,,,,
11.01.2020 17:00,6.1,746.5,766.7,,86,Wind blowing from the west,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.1,,,,600-1000,,,9.0,3.9,2.0,6,,,,
11.01.2020 14:00,6.7,745.6,765.7,-1.5,87,Wind blowing from the west,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,600-1000,,,7.0,4.7,4.0,12,,,,
11.01.2020 11:00,6.7,747.1,767.2,,87,Wind blowing from the west-northwest,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,6.4,,,,600-1000,,,14.0,4.7,4.0,6,,,,
11.01.2020 08:00,6.7,746.4,766.4,2.0,85,Wind blowing from the west-northwest,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,600-1000,,,9.0,4.4,0.5,12,,,,
11.01.2020 05:00,8.3,744.4,764.2,,79,Wind blowing from the north-west,3,,9,, ,,,8.3,18.7,,,,,,9.0,4.9,No precipitation,6,,,,
