Local time in Ankang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 23:00,5.0,748.6,775.7,,88,Wind blowing from the south-southeast,1,,4,, ,,,4.9,7.2,,,,,,14.0,3.2,No precipitation,6,,,,
24.01.2020 20:00,5.7,747.8,775.0,1.4,84,Wind blowing from the south-east,1,,4,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,5.2,7.2,,,600-1000,,,18.0,3.2,2.0,12,,,,
24.01.2020 17:00,7.1,746.4,773.5,,74,Wind blowing from the east-northeast,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,7.3,,,600-1000,,,24.0,2.8,2.0,6,,,,
24.01.2020 14:00,6.3,746.5,773.5,-1.2,85,Wind blowing from the north-northeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,7.9,,,600-1000,,,10.0,4.0,2.0,12,,,,
24.01.2020 11:00,6.4,747.7,774.7,,80,Wind blowing from the east-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,7.9,,,600-1000,,,7.0,3.2,0.3,6,,,,
24.01.2020 08:00,5.7,746.4,773.5,1.2,86,Wind blowing from the east,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.9,,,600-1000,,,7.0,3.5,0.6,12,,,,
24.01.2020 05:00,5.3,745.2,772.2,,95,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,,7.9,,,,,,3.1,4.6,0.3,6,,,,
24.01.2020 02:00,5.7,745.0,772.0,0.2,95,Wind blowing from the south-southeast,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.9,,,2500 or more  or no clouds.,,,3.0,5.0,0.5,12,,,,
23.01.2020 23:00,6.1,744.8,771.9,,94,Wind blowing from the south-east,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.8,7.9,,,,,,2.4,5.2,0.1,6,,,,
23.01.2020 20:00,6.7,743.2,770.3,2.1,88,Wind blowing from the south-east,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,7.9,,,600-1000,,,3.9,4.9,0.2,12,,,,
23.01.2020 17:00,7.3,741.1,768.1,,82,Wind blowing from the south-east,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,12.7,,,2500 or more  or no clouds.,,,4.0,4.4,0.2,6,,,,
23.01.2020 14:00,7.5,741.1,768.1,-2.1,71,Wind blowing from the north-west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,13.6,,,2500 or more  or no clouds.,,,6.0,2.6,No precipitation,12,,,,
23.01.2020 11:00,4.8,743.2,770.3,,82,Wind blowing from the west-southwest,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,,,,2500 or more  or no clouds.,,,6.0,2.0,No precipitation,6,,,,
23.01.2020 08:00,2.4,741.3,768.2,0.7,91,Wind blowing from the east-southeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,13.6,,,,,,5.0,1.1,No precipitation,12,,,,
23.01.2020 05:00,2.1,740.6,767.3,,91,Wind blowing from the north-northeast,1,,3,,Mist. ,,,2.1,13.6,,,,,,5.0,0.8,No precipitation,6,,,,
23.01.2020 02:00,3.4,740.8,767.6,,88,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,13.6,,,2500 or more  or no clouds.,,,5.0,1.6,No precipitation,12,,,,
22.01.2020 23:00,5.3,741.0,767.8,,80,Wind blowing from the east-northeast,1,,3,,Mist. ,,,2.3,13.6,,,,,,6.0,2.1,No precipitation,6,,,,
22.01.2020 20:00,8.0,739.9,766.7,2.3,69,Wind blowing from the east-southeast,1,,3,no clouds,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,13.6,,,,,,6.0,2.5,No precipitation,12,,,,
22.01.2020 17:00,12.7,737.6,764.2,,45,Wind blowing from the north-northeast,1,,,50%., ,,,,,,,2500 or more  or no clouds.,,,11.0,1.1,,,,,,
22.01.2020 14:00,10.7,739.0,765.5,,49,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,11.0,,,2500 or more  or no clouds.,,,9.0,0.4,No precipitation,12,,,,
22.01.2020 11:00,6.5,741.3,768.1,,67,Wind blowing from the east,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.2,,,,,,6.0,0.8,No precipitation,6,,,,
22.01.2020 08:00,2.9,740.5,767.3,1.9,84,Wind blowing from the south-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.2,,,2500 or more  or no clouds.,,,6.0,0.5,No precipitation,12,,,,
22.01.2020 05:00,2.8,738.6,765.4,,85,Wind blowing from the south-east,1,,3,,Mist. ,,,2.8,10.2,,,,,,6.0,0.5,No precipitation,6,,,,
22.01.2020 02:00,5.9,739.3,765.9,,72,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,10.2,,,2500 or more  or no clouds.,,,7.0,1.2,No precipitation,12,,,,
21.01.2020 23:00,7.4,740.3,767.0,,66,Wind blowing from the south-east,1,,3,,Haze. ,,,5.7,10.2,,,,,,6.0,1.5,No precipitation,6,,,,
21.01.2020 20:00,8.8,739.1,765.8,1.1,54,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,10.2,,,2500 or more  or no clouds.,,,7.0,-0.2,Trace of precipitation,12,,,,
21.01.2020 17:00,10.1,738.0,764.5,,45,Wind blowing from the north-east,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,11.0,-1.3,,,,,,
21.01.2020 14:00,9.6,738.4,765.0,,47,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,11.9,,,2500 or more  or no clouds.,,,11.0,-1.2,No precipitation,12,,,,
21.01.2020 11:00,7.2,741.3,768.1,,68,Wind blowing from the north-northeast,0,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,2500 or more  or no clouds.,,,7.0,1.7,No precipitation,6,,,,
21.01.2020 08:00,6.1,740.4,767.1,1.3,71,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.9,,,2500 or more  or no clouds.,,,9.0,1.2,No precipitation,12,,,,
21.01.2020 05:00,5.9,739.1,765.7,,73,Wind blowing from the north-east,1,,,, ,,,,,,,,,,14.0,1.4,,,,,,
21.01.2020 02:00,6.4,739.7,766.3,-0.7,69,Wind blowing from the west-northwest,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.9,,,2500 or more  or no clouds.,,,12.0,1.1,No precipitation,12,,,,
20.01.2020 23:00,7.3,740.4,767.3,,66,Wind blowing from the west-northwest,1,,3,, ,,,-1.0,11.9,,,,,,9.0,1.2,No precipitation,6,,,,
20.01.2020 20:00,8.9,740.1,767.2,,53,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.9,,,2500 or more  or no clouds.,,,10.0,-0.2,No precipitation,12,,,,
20.01.2020 17:00,11.2,738.7,765.5,,36,Wind blowing from the west,1,,,90  or more  but not 100%, ,,,,,,,,,,21.0,-3.3,,,,,,
20.01.2020 14:00,10.1,740.5,767.4,-3.3,42,Wind blowing from the west-southwest,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,10.1,,,2500 or more  or no clouds.,,,15.0,-2.2,No precipitation,12,,,,
20.01.2020 11:00,3.9,743.8,771.1,,66,Wind blowing from the north-northeast,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,14.0,-1.9,,,,,,
20.01.2020 08:00,-1.0,743.9,771.3,1.1,88,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,10.0,,,2500 or more  or no clouds.,,,8.0,-2.7,No precipitation,12,,,,
20.01.2020 05:00,-0.7,742.8,769.9,,87,Wind blowing from the south-east,1,,,, ,,,,,,,,,,12.0,-2.7,,,,,,
20.01.2020 02:00,-0.1,742.9,770.1,-0.1,82,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,10.0,,,2500 or more  or no clouds.,,,12.0,-2.8,No precipitation,12,,,,
19.01.2020 23:00,2.0,743.0,770.3,,75,Wind blowing from the east,1,,3,, ,,,0.8,10.0,,,,,,11.0,-2.1,No precipitation,6,,,,
19.01.2020 20:00,4.9,741.9,769.0,1.1,64,Wind blowing from the south-east,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,10.0,,,,,,7.0,-1.5,No precipitation,12,,,,
19.01.2020 17:00,9.4,740.8,767.8,,48,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,9.0,-1.3,,,,,,
19.01.2020 14:00,6.5,742.9,770.0,-3.2,69,Wind blowing from the north-east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,6.5,,,2500 or more  or no clouds.,,,5.0,1.2,No precipitation,12,,,,
19.01.2020 11:00,3.1,746.1,773.5,,86,Wind blowing from the east-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,5.9,,,2500 or more  or no clouds.,,,4.9,1.0,No precipitation,6,,,,
19.01.2020 08:00,1.8,745.3,772.6,0.5,91,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,5.9,,,2500 or more  or no clouds.,,,4.1,0.5,No precipitation,12,,,,
19.01.2020 05:00,1.0,744.8,772.1,,92,Wind blowing from the east-southeast,1,,2,,Mist. ,,,-0.4,5.9,,,,,,4.2,-0.2,No precipitation,6,,,,
19.01.2020 02:00,0.9,745.1,772.4,-0.1,93,Wind blowing from the east-northeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,5.9,,,2500 or more  or no clouds.,,,3.6,-0.1,No precipitation,12,,,,
18.01.2020 23:00,3.0,745.2,772.5,,88,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-0.4,5.9,,,,,,4.1,1.2,No precipitation,6,,,,
18.01.2020 20:00,5.1,744.7,772.1,1.7,80,Wind blowing from the south-east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,5.9,,,2500 or more  or no clouds.,,,4.6,1.9,No precipitation,12,,,,
18.01.2020 17:00,5.8,743.0,770.2,,73,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,10.5,,,2500 or more  or no clouds.,,,6.0,1.3,No precipitation,6,,,,
18.01.2020 14:00,5.2,742.4,769.6,-2.2,74,Wind blowing from the south-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,10.6,,,2500 or more  or no clouds.,,,6.0,0.8,No precipitation,12,,,,
18.01.2020 11:00,3.6,744.6,771.9,,78,Wind blowing from the north-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,,,,2500 or more  or no clouds.,,,6.0,0.1,No precipitation,6,,,,
18.01.2020 08:00,0.1,744.0,771.3,1.5,92,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,10.6,,,2500 or more  or no clouds.,,,6.0,-1.0,No precipitation,12,,,,
18.01.2020 05:00,-0.1,742.5,769.5,,91,Wind blowing from the north-east,1,,,,Mist. ,,,-0.8,10.6,,,,,,6.0,-1.4,No precipitation,6,,,,
18.01.2020 02:00,1.2,743.2,770.2,-0.3,87,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,10.6,,,2500 or more  or no clouds.,,,7.0,-0.7,No precipitation,12,,,,
17.01.2020 23:00,2.9,743.5,770.7,,78,Wind blowing from the east-northeast,1,,3,, ,,,-0.8,10.6,,,,,,8.0,-0.6,No precipitation,6,,,,
17.01.2020 20:00,5.7,742.6,769.9,1.0,65,Wind blowing from the east-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,10.6,,,,,,5.0,-0.4,No precipitation,12,,,,
17.01.2020 17:00,10.5,741.6,768.6,,42,Wind blowing from the north-west,1,,,50%., ,,,,,,,2500 or more  or no clouds.,,,15.0,-1.9,,,,,,
17.01.2020 14:00,8.4,742.9,770.0,-3.3,49,Wind blowing from the north-northeast,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,8.8,,,2500 or more  or no clouds.,,,10.0,-1.7,No precipitation,12,,,,
17.01.2020 11:00,3.1,746.2,773.6,,77,Wind blowing from the south,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,8.8,,,,,,5.0,-0.5,No precipitation,6,,,,
17.01.2020 08:00,-0.8,745.6,773.1,1.0,92,Wind blowing from the east-northeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,8.8,,,,,,5.0,-1.9,No precipitation,12,,,,
17.01.2020 05:00,-0.1,744.6,771.8,,91,Wind blowing from the east-northeast,1,,2,,Mist. ,,,-0.2,8.8,,,,,,5.0,-1.4,No precipitation,6,,,,
17.01.2020 02:00,1.2,745.3,772.4,-0.6,86,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,8.8,,,2500 or more  or no clouds.,,,6.0,-0.9,No precipitation,12,,,,
16.01.2020 23:00,2.9,745.9,773.1,,78,Wind blowing from the south-east,1,,4,,Mist. ,,,2.1,8.8,,,,,,7.0,-0.6,No precipitation,6,,,,
16.01.2020 20:00,4.8,745.0,772.3,1.8,67,Wind blowing from the south-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,8.8,,,,,,6.0,-0.8,No precipitation,12,,,,
16.01.2020 17:00,8.2,743.2,770.2,,48,Wind blowing from the north-west,1,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,12.0,-2.4,,,,,,
16.01.2020 14:00,7.7,743.8,770.8,-2.6,44,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,7.8,,,,,,12.0,-3.8,No precipitation,12,,,,
16.01.2020 11:00,4.9,746.4,773.7,,60,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%, ,,,2.1,4.9,,,,,,10.0,-2.4,No precipitation,6,,,,
16.01.2020 08:00,2.2,745.6,773.0,0.7,72,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,4.2,,,2500 or more  or no clouds.,,,9.0,-2.3,No precipitation,12,,,,
16.01.2020 05:00,2.4,744.9,772.2,,74,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,9.0,-1.9,,,,,,
16.01.2020 02:00,2.8,745.4,772.7,-0.2,65,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,4.4,,,2500 or more  or no clouds.,,,12.0,-3.3,No precipitation,12,,,,
15.01.2020 23:00,3.1,745.6,772.9,,60,Wind blowing from the east-northeast,1,,5,, ,,,3.1,5.0,,,,,,12.0,-3.9,No precipitation,6,,,,
15.01.2020 20:00,3.4,744.5,771.7,2.2,60,Wind blowing from the east-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,2500 or more  or no clouds.,,,11.0,-3.8,No precipitation,12,,,,
15.01.2020 17:00,3.7,742.3,769.5,,58,Wind blowing from the east-southeast,2,,5,100%., ,,,3.3,,,,2500 or more  or no clouds.,,,10.0,-3.8,No precipitation,6,,,,
15.01.2020 14:00,3.8,741.3,768.4,-1.7,61,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,2500 or more  or no clouds.,,,9.0,-3.2,0.1,12,,,,
15.01.2020 11:00,3.7,743.0,770.1,,64,Wind blowing from the east,2,,7,100%., ,,,3.3,,,,2500 or more  or no clouds.,,,7.0,-2.5,No precipitation,6,,,,
15.01.2020 08:00,3.5,742.0,769.0,1.3,69,Wind blowing from the east,1,,7,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,3.3,9.1,,,2500 or more  or no clouds.,,,7.0,-1.8,0.1,12,,,,
15.01.2020 05:00,3.5,740.7,767.6,,73,Wind blowing from the east-southeast,2,,8,,Mist. ,,,3.1,9.1,,,,,,4.8,-0.9,0.1,6,,,,
15.01.2020 02:00,4.4,741.1,768.0,-0.6,64,Wind blowing from the east-northeast,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,9.1,,,2500 or more  or no clouds.,,,5.0,-1.8,No precipitation,12,,,,
14.01.2020 23:00,5.0,741.7,768.6,,60,Wind blowing from the east,3,,8,,Haze. ,,,3.1,9.1,,,,,,6.0,-2.1,No precipitation,6,,,,
14.01.2020 20:00,5.5,740.8,767.8,1.5,64,Wind blowing from the east-northeast,3,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,9.1,,,2500 or more  or no clouds.,,,6.0,-0.8,No precipitation,12,,,,
14.01.2020 17:00,7.3,739.3,766.2,,59,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-0.2,,,,,,
14.01.2020 14:00,8.6,740.6,767.4,-2.7,54,Wind blowing from the east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,8.9,,,1000-1500,,,14.0,-0.2,No precipitation,12,,,,
14.01.2020 11:00,7.7,743.3,770.2,,56,Wind blowing from the east,2,,,60%., ,,,,,,,1000-1500,,,12.0,-0.5,,,,,,
14.01.2020 08:00,3.9,743.4,770.4,0.8,77,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,8.9,,,2500 or more  or no clouds.,,,11.0,0.2,No precipitation,12,,,,
14.01.2020 05:00,3.4,742.6,769.6,,82,Wind blowing from the south,1,,,, ,,,,,,,,,,13.0,0.5,,,,,,
14.01.2020 02:00,4.7,743.4,770.3,-0.1,71,Wind blowing from the east-southeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,8.9,,,2500 or more  or no clouds.,,,15.0,-0.1,No precipitation,12,,,,
13.01.2020 23:00,6.8,743.5,770.4,,60,Wind blowing from the east,2,,4,, ,,,4.0,8.9,,,,,,18.0,-0.4,No precipitation,6,,,,
13.01.2020 20:00,7.8,742.2,769.1,1.7,57,Wind blowing from the south-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,8.9,,,2500 or more  or no clouds.,,,15.0,-0.2,No precipitation,12,,,,
13.01.2020 17:00,8.4,740.5,767.3,,57,Wind blowing from the south,2,,3,100%., ,,,4.0,8.9,,,2500 or more  or no clouds.,,,18.0,0.4,No precipitation,6,,,,
13.01.2020 14:00,8.4,739.9,766.7,-2.1,61,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,8.5,,,2500 or more  or no clouds.,,,17.0,1.3,No precipitation,12,,,,
13.01.2020 11:00,6.1,742.0,769.0,,79,Wind blowing from the south,1,,3,90  or more  but not 100%, ,,,3.2,6.7,,,,,,8.0,2.7,No precipitation,6,,,,
13.01.2020 08:00,4.1,740.4,767.4,0.7,88,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,8.0,2.3,No precipitation,12,,,,
13.01.2020 05:00,4.2,739.7,766.6,,89,Wind blowing from the east-southeast,1,,3,, ,,,0.7,6.7,,,,,,7.0,2.6,No precipitation,6,,,,
13.01.2020 02:00,4.3,739.3,766.3,-1.7,88,Wind blowing from the south-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,6.7,,,2500 or more  or no clouds.,,,8.0,2.5,No precipitation,12,,,,
12.01.2020 23:00,4.4,741.0,768.1,,86,Wind blowing from the south-southeast,1,,3,, ,,,0.5,6.7,,,,,,8.0,2.3,No precipitation,6,,,,
12.01.2020 20:00,4.7,740.2,767.3,0.7,82,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,6.7,,,2500 or more  or no clouds.,,,9.0,1.9,No precipitation,12,,,,
12.01.2020 17:00,6.6,739.5,766.6,,70,Wind blowing from the south,1,,,60%., ,,,,,,,2000-2500,,,12.0,1.5,,,,,,
12.01.2020 14:00,5.7,740.0,767.1,-2.4,74,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,9.8,,,2500 or more  or no clouds.,,,10.0,1.4,No precipitation,12,,,,
12.01.2020 11:00,3.2,742.4,769.6,,88,Calm  no wind,0,,,, ,,,0.5,,,,,,,8.0,1.4,No precipitation,6,,,,
12.01.2020 08:00,1.2,741.7,768.9,0.6,98,Wind blowing from the south-southeast,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,9.8,,,2500 or more  or no clouds.,,,2.1,0.9,No precipitation,12,,,,
12.01.2020 05:00,0.7,741.1,768.1,,97,Wind blowing from the south-southeast,1,,3,,Mist. ,,,0.5,9.8,,,,,,1.6,0.3,No precipitation,6,,,,
12.01.2020 02:00,1.2,741.6,768.6,-0.3,92,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,9.8,,,2500 or more  or no clouds.,,,8.0,0.0,No precipitation,12,,,,
11.01.2020 23:00,2.6,741.9,769.0,,89,Wind blowing from the east-southeast,1,,,, ,,,2.6,9.8,,,,,,8.0,1.0,No precipitation,6,,,,
11.01.2020 20:00,5.1,741.7,768.7,0.9,78,Wind blowing from the east-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,9.8,,,,,,10.0,1.6,Trace of precipitation,12,,,,
11.01.2020 17:00,9.8,740.8,767.5,,54,Wind blowing from the south-west,1,,,no clouds, ,,,,,,,,,,18.0,0.9,,,,,,
11.01.2020 14:00,8.3,741.5,768.4,-2.9,60,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,8.7,,,2500 or more  or no clouds.,,,18.0,0.8,No precipitation,12,,,,
11.01.2020 11:00,6.0,744.4,771.4,,80,Wind blowing from the east,2,,3,90  or more  but not 100%, ,,,3.0,6.0,,,,,,9.0,2.8,No precipitation,6,,,,
11.01.2020 08:00,3.3,743.7,770.8,0.8,92,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,5.4,,,600-1000,,,8.0,2.1,Trace of precipitation,12,,,,
