Local time in Xiwuzhumuqin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 20:00,-22.8,685.0,783.9,1.1,76,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-8.9,,,,,,24.0,-25.9,No precipitation,12,,,,
23.01.2020 17:00,-13.8,683.9,780.1,,68,Wind blowing from the west,2,,7,no clouds, ,,,-20.5,-7.9,,,,,,30.0,-18.4,No precipitation,6,,,,
23.01.2020 14:00,-11.3,682.6,777.7,0.4,59,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-5.9,,,,,,30.0,-17.7,No precipitation,12,,,,
23.01.2020 11:00,-13.1,682.2,777.1,,63,Wind blowing from the west,3,,8,no clouds, ,,,-20.5,-5.9,,,,,,30.0,-18.8,No precipitation,6,,,,
23.01.2020 08:00,-20.0,681.0,776.5,1.6,81,Wind blowing from the west-northwest,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-5.9,,,,,,23.0,-22.4,No precipitation,12,,,,
23.01.2020 05:00,-17.0,679.4,774.0,,78,Wind blowing from the west,3,,14,, ,,,-24.8,-5.9,,,,,,26.0,-19.9,No precipitation,6,,,,
23.01.2020 02:00,-15.1,678.0,771.6,1.7,78,Wind blowing from the west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-5.9,,,2500 or more  or no clouds.,,,19.0,-18.1,No precipitation,12,,,,
22.01.2020 23:00,-12.3,676.3,770.5,,74,Wind blowing from the west-southwest,5,,14,, ,,,-24.8,-5.9,,,,,,19.0,-16.0,No precipitation,6,,,,
22.01.2020 20:00,-9.2,675.4,770.7,0.8,71,Wind blowing from the south-southwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-5.9,,,,,,20.0,-13.5,No precipitation,12,,,,
22.01.2020 17:00,-8.6,674.6,769.5,,70,Wind blowing from the south-southwest,2,,9,no clouds, ,,,-24.8,-5.9,,,,,,15.0,-13.1,No precipitation,6,,,,
22.01.2020 14:00,-6.1,674.7,769.3,,63,Wind blowing from the south-southwest,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-5.9,,,2500 or more  or no clouds.,,,18.0,-12.0,No precipitation,12,,,,
22.01.2020 11:00,-13.7,676.5,772.8,,78,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,13.0,-16.7,,,,,,
22.01.2020 08:00,-22.7,676.5,773.5,-0.1,81,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,,,,,,,13.0,-25.1,No precipitation,12,,,,
22.01.2020 05:00,-21.7,676.6,771.9,,79,Wind blowing from the east,1,,4,, ,,,-24.0,-5.9,,,,,,14.0,-24.4,No precipitation,6,,,,
22.01.2020 02:00,-23.0,677.0,772.0,-0.2,78,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-5.9,,,2500 or more  or no clouds.,,,15.0,-25.8,No precipitation,12,,,,
21.01.2020 23:00,-22.7,677.2,772.3,,79,Wind blowing from the east,1,,15,, ,,,-22.7,-5.9,,,,,,12.0,-25.3,No precipitation,6,,,,
21.01.2020 20:00,-17.3,676.6,770.7,1.2,82,Wind blowing from the north,0,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-5.9,,,,,,10.0,-19.6,No precipitation,12,,,,
21.01.2020 17:00,-9.5,675.4,768.0,,75,Wind blowing from the west,2,,16,no clouds, ,,,,-5.9,,,,,,17.0,-13.1,No precipitation,6,,,,
21.01.2020 14:00,-6.4,673.8,766.0,,62,Wind blowing from the west,6,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-6.0,,,,,,19.0,-12.5,No precipitation,12,,,,
21.01.2020 11:00,-7.3,673.4,765.8,,65,Wind blowing from the west-southwest,8,,16,no clouds, ,,,-14.8,-7.3,,,,,,20.0,-12.9,No precipitation,6,,,,
21.01.2020 08:00,-7.7,672.9,765.9,0.2,60,Wind blowing from the west-southwest,6,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-7.4,,,,,,28.0,-14.1,No precipitation,12,,,,
21.01.2020 05:00,-8.5,672.7,765.7,,61,Wind blowing from the south-west,5,,14,, ,,,-19.4,-7.8,,,,,,30.0,-14.7,No precipitation,6,,,,
21.01.2020 02:00,-10.4,673.3,766.4,,58,Wind blowing from the south,8,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-9.6,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
20.01.2020 23:00,-10.8,674.5,768.1,,46,Wind blowing from the south-southwest,8,,12,, ,,,-19.4,-10.8,,,,,,30.0,-20.2,No precipitation,6,,,,
20.01.2020 20:00,-14.3,675.7,771.1,-0.6,58,Wind blowing from the east,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-11.4,,,,,,30.0,-20.8,No precipitation,12,,,,
20.01.2020 17:00,-13.6,676.3,771.6,,65,Wind blowing from the south-west,6,,13,10%  or less  but not 0, ,,,-19.4,-11.4,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,6,,,,
20.01.2020 14:00,-11.6,676.5,771.5,-0.7,59,Wind blowing from the south-west,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-10.3,,,,,,30.0,-18.0,No precipitation,12,,,,
20.01.2020 11:00,-13.6,677.2,772.3,,57,Wind blowing from the west,4,,,no clouds, ,,,-19.4,-10.3,,,,,,30.0,-20.3,No precipitation,6,,,,
20.01.2020 08:00,-17.7,676.9,772.6,1.2,68,Wind blowing from the west-southwest,6,,13,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,,,,,,,30.0,-22.2,Trace of precipitation,12,,,,
20.01.2020 05:00,-18.1,675.7,771.1,,72,Wind blowing from the west-southwest,7,,13,, ,,,-20.8,-10.3,,,,,,30.0,-21.9,No precipitation,6,,,,
20.01.2020 02:00,-18.1,674.8,769.5,0.6,73,Wind blowing from the west-southwest,6,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-10.3,,,2500 or more  or no clouds.,,,30.0,-21.8,Trace of precipitation,12,,,,
19.01.2020 23:00,-16.3,674.2,768.8,,74,Wind blowing from the west-southwest,8,,13,,Intermittent fall of snowflakes  slight at time of observation. ,,,-20.8,-10.3,,,,,,8.0,-19.9,Trace of precipitation,6,,,,
19.01.2020 20:00,-15.4,673.6,769.4,1.4,75,Wind blowing from the west-southwest,5,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-10.3,,,2500 or more  or no clouds.,,,12.0,-18.8,Trace of precipitation,12,,,,
19.01.2020 17:00,-13.7,672.2,766.9,,71,Wind blowing from the west-southwest,5,,13,70 – 80%., ,,,-20.8,-10.3,,,2500 or more  or no clouds.,,,16.0,-17.8,No precipitation,6,,,,
19.01.2020 14:00,-10.9,671.8,765.8,-1.3,61,Wind blowing from the south-west,4,,10,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-8.9,,,2500 or more  or no clouds.,,,23.0,-17.1,0.1,12,,,,
19.01.2020 11:00,-12.9,673.1,767.5,,65,Wind blowing from the south-southwest,2,,,90  or more  but not 100%, ,,,-20.8,-8.5,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,6,,,,
19.01.2020 08:00,-20.3,673.3,768.6,-0.4,80,Wind blowing from the north-northeast,1,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-8.5,,,2500 or more  or no clouds.,,,30.0,-22.9,0.2,12,,,,
19.01.2020 05:00,-17.5,673.7,768.1,,74,Wind blowing from the west,3,,10,,Snow not falling as shower(s). ,,,-17.7,-8.5,,,,,,10.0,-21.0,0.1,6,,,,
19.01.2020 02:00,-17.2,674.1,768.1,0.6,78,Wind blowing from the west,2,,14,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-8.5,,,2500 or more  or no clouds.,,,3.3,-20.1,0.1,12,,,,
18.01.2020 23:00,-15.9,673.5,767.2,,80,Wind blowing from the west,5,,14,,Intermittent fall of snowflakes  slight at time of observation. ,,,-23.5,-8.5,,,,,,15.0,-18.6,0.1,6,,,,
18.01.2020 20:00,-13.3,672.6,766.1,1.0,79,Wind blowing from the west,5,,14,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.5,,,2500 or more  or no clouds.,,,9.0,-16.2,0.1,12,,,,
18.01.2020 17:00,-11.3,671.6,765.4,,76,Wind blowing from the west,5,,14,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-8.5,,,2500 or more  or no clouds.,,,8.0,-14.7,0.1,6,,,,
18.01.2020 14:00,-9.0,671.3,764.1,-2.0,77,Wind blowing from the west-southwest,6,,14,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-8.5,,,2500 or more  or no clouds.,,,1.6,-12.3,0.2,12,,,,
18.01.2020 11:00,-9.7,673.3,768.5,,73,Wind blowing from the south-west,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-9.7,,,2500 or more  or no clouds.,,,13.0,-13.6,0.1,6,,,,
18.01.2020 08:00,-11.7,673.9,769.3,-1.2,76,Wind blowing from the south-west,6,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,-10.1,,,2500 or more  or no clouds.,,,8.0,-15.1,0.1,12,,,,
18.01.2020 05:00,-15.9,675.1,769.8,,84,Wind blowing from the north-northwest,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-29.7,-10.1,,,,,,10.0,-18.0,No precipitation,6,,,,
18.01.2020 02:00,-12.9,676.6,770.5,-1.2,80,Wind blowing from the west-southwest,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-10.1,,,2500 or more  or no clouds.,,,29.0,-15.6,No precipitation,12,,,,
17.01.2020 23:00,-23.4,677.8,775.3,,77,Wind blowing from the north-west,1,,6,, ,,,-29.7,-10.1,,,,,,28.0,-26.3,No precipitation,6,,,,
17.01.2020 20:00,-22.0,678.4,777.8,0.3,78,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-10.1,,,,,,27.0,-24.8,No precipitation,12,,,,
17.01.2020 17:00,-13.2,678.1,775.9,,63,Wind blowing from the west,1,,6,no clouds, ,,,-29.7,-10.1,,,,,,30.0,-18.9,No precipitation,6,,,,
17.01.2020 14:00,-11.0,678.3,775.5,-1.4,53,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-10.1,,,,,,30.0,-18.9,No precipitation,12,,,,
17.01.2020 11:00,-18.0,679.7,778.5,,69,Wind blowing from the east-northeast,2,,3,no clouds, ,,,-29.7,,,,,,,28.0,-22.3,No precipitation,6,,,,
17.01.2020 08:00,-28.2,679.4,779.8,0.0,76,Wind blowing from the south-east,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,,,,2500 or more  or no clouds.,,,26.0,-31.1,No precipitation,12,,,,
17.01.2020 05:00,-28.9,679.4,778.0,,73,Wind blowing from the south-east,1,,2,, ,,,-30.0,-10.6,,,,,,24.0,-32.2,No precipitation,6,,,,
17.01.2020 02:00,-28.5,680.4,777.9,,75,Wind blowing from the north-northwest,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.1,-10.6,,,2500 or more  or no clouds.,,,28.0,-31.5,No precipitation,12,,,,
16.01.2020 23:00,-28.0,680.5,779.3,,75,Wind blowing from the south-southwest,1,,5,, ,,,-30.1,-10.6,,,,,,30.0,-31.1,No precipitation,6,,,,
16.01.2020 20:00,-25.7,681.1,781.9,0.3,77,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.1,-10.6,,,,,,30.0,-28.5,No precipitation,12,,,,
16.01.2020 17:00,-16.8,680.8,779.8,,65,Wind blowing from the south,1,,5,no clouds, ,,,-30.1,-10.6,,,,,,30.0,-21.8,No precipitation,6,,,,
16.01.2020 14:00,-10.9,681.4,778.9,-1.6,46,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.1,-10.6,,,,,,30.0,-20.3,No precipitation,12,,,,
16.01.2020 11:00,-17.7,683.0,782.2,,75,Wind blowing from the north-east,1,,4,no clouds, ,,,-30.1,-14.2,,,,,,27.0,-21.1,No precipitation,6,,,,
16.01.2020 08:00,-28.7,682.9,783.2,0.1,73,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.1,-14.2,,,,,,18.0,-32.0,No precipitation,12,,,,
16.01.2020 05:00,-29.6,682.8,782.2,,76,Wind blowing from the south-southeast,1,,5,, ,,,-30.1,-14.2,,,,,,30.0,-32.5,No precipitation,6,,,,
16.01.2020 02:00,-28.4,683.2,781.8,,77,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.5,-14.2,,,2500 or more  or no clouds.,,,30.0,-31.2,No precipitation,12,,,,
15.01.2020 23:00,-28.1,683.2,782.2,,74,Wind blowing from the east-northeast,1,,9,, ,,,-29.1,-14.2,,,,,,17.0,-31.3,No precipitation,6,,,,
15.01.2020 20:00,-22.7,682.9,783.1,0.9,75,Wind blowing from the north-east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.1,-14.2,,,,,,26.0,-25.9,No precipitation,12,,,,
15.01.2020 17:00,-17.7,682.0,780.9,,75,Wind blowing from the west,3,,9,no clouds, ,,,-29.1,-14.2,,,,,,24.0,-21.1,No precipitation,6,,,,
15.01.2020 14:00,-14.8,681.0,779.5,,67,Wind blowing from the west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.1,-11.6,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
15.01.2020 11:00,-16.6,681.2,779.6,,70,Wind blowing from the west,3,,9,no clouds, ,,,-29.1,-11.6,,,,,,29.0,-20.8,No precipitation,6,,,,
15.01.2020 08:00,-28.3,680.3,780.7,0.7,76,Wind blowing from the south-southwest,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.9,,,,2500 or more  or no clouds.,,,30.0,-31.2,No precipitation,12,,,,
15.01.2020 05:00,-27.8,679.6,778.3,,76,Wind blowing from the east-southeast,1,,3,, ,,,-32.5,-11.6,,,,,,30.0,-30.7,No precipitation,6,,,,
15.01.2020 02:00,-29.0,679.3,777.1,-0.1,74,Wind blowing from the north-west,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.0,-11.6,,,2500 or more  or no clouds.,,,30.0,-32.2,No precipitation,12,,,,
14.01.2020 23:00,-26.8,679.4,778.2,,77,Wind blowing from the east,1,,6,, ,,,-33.0,-11.6,,,,,,30.0,-29.6,No precipitation,6,,,,
14.01.2020 20:00,-25.1,679.3,780.4,0.4,77,Wind blowing from the north-east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.0,-11.6,,,2500 or more  or no clouds.,,,30.0,-28.0,No precipitation,12,,,,
14.01.2020 17:00,-17.9,678.9,778.3,,71,Wind blowing from the west,0,,6,, ,,,-33.0,-11.6,,,,,,30.0,-21.9,No precipitation,6,,,,
14.01.2020 14:00,-12.7,678.7,776.8,,61,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.0,-12.5,,,,,,30.0,-18.8,No precipitation,12,,,,
14.01.2020 11:00,-19.7,680.0,779.4,,77,Wind blowing from the east-northeast,2,,3,no clouds, ,,,-33.0,-16.5,,,,,,30.0,-22.8,No precipitation,6,,,,
14.01.2020 08:00,-31.9,679.9,781.6,0.0,72,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.0,,,,,,,30.0,-35.3,No precipitation,12,,,,
14.01.2020 05:00,-32.1,679.9,779.8,,72,Wind blowing from the east,0,,3,,Haze. ,,,-33.0,-16.5,,,,,,6.0,-35.5,No precipitation,6,,,,
14.01.2020 02:00,-31.1,680.3,779.5,,72,Wind blowing from the east-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.7,-16.5,,,2500 or more  or no clouds.,,,23.0,-34.5,No precipitation,12,,,,
13.01.2020 23:00,-29.1,680.5,779.5,,74,Wind blowing from the south-east,1,,9,, ,,,-30.1,-16.5,,,,,,13.0,-32.3,No precipitation,6,,,,
13.01.2020 20:00,-27.4,680.1,779.4,0.8,75,Wind blowing from the south-east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.4,-16.5,,,,,,30.0,-30.5,No precipitation,12,,,,
13.01.2020 17:00,-19.0,679.3,776.5,,63,Wind blowing from the west-southwest,1,,9,no clouds, ,,,-26.5,-16.5,,,,,,30.0,-24.3,No precipitation,6,,,,
13.01.2020 14:00,-16.9,678.2,774.9,,55,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-16.5,,,,,,30.0,-23.8,No precipitation,12,,,,
13.01.2020 11:00,-18.1,678.8,775.9,,59,Wind blowing from the west-southwest,3,,10,no clouds, ,,,,-16.5,,,,,,30.0,-24.3,No precipitation,6,,,,
13.01.2020 08:00,-20.9,677.9,775.1,1.0,71,Wind blowing from the north,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-16.5,,,,,,30.0,-24.8,No precipitation,12,,,,
13.01.2020 05:00,-19.9,676.9,773.9,,68,Wind blowing from the west-southwest,5,,10,, ,,,,,,,,,,30.0,-24.3,No precipitation,6,,,,
13.01.2020 02:00,-19.9,677.1,773.5,-0.1,69,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-16.5,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
12.01.2020 23:00,-20.4,677.2,774.6,,80,Wind blowing from the west,3,,9,, ,,,,-16.5,,,,,,30.0,-23.0,No precipitation,6,,,,
12.01.2020 20:00,-18.8,677.4,777.3,0.2,73,Wind blowing from the west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.5,-16.5,,,,,,30.0,-22.4,No precipitation,12,,,,
12.01.2020 17:00,-19.8,677.2,777.2,,75,Wind blowing from the west,3,,9,60%., ,,,-34.5,-16.5,,,2500 or more  or no clouds.,,,30.0,-23.1,No precipitation,6,,,,
12.01.2020 14:00,-16.9,677.2,776.4,-1.5,68,Wind blowing from the west-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.5,-16.6,,,,,,30.0,-21.4,No precipitation,12,,,,
12.01.2020 11:00,-21.2,678.7,778.5,,76,Wind blowing from the east-northeast,1,,2,no clouds, ,,,-34.5,-16.6,,,,,,15.0,-24.3,No precipitation,6,,,,
12.01.2020 08:00,-34.3,678.7,780.1,0.2,70,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.5,-16.6,,,,,,13.0,-37.9,No precipitation,12,,,,
12.01.2020 05:00,-34.0,678.5,778.6,,70,Wind blowing from the north-east,0,,5,,Haze. ,,,-34.0,-16.6,,,,,,4.5,-37.6,No precipitation,6,,,,
12.01.2020 02:00,-32.8,679.4,778.9,-0.5,71,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.9,-16.6,,,2500 or more  or no clouds.,,,15.0,-36.3,No precipitation,12,,,,
11.01.2020 23:00,-30.5,679.9,778.9,,73,Wind blowing from the east-northeast,1,,9,, ,,,-30.5,-16.6,,,,,,8.0,-33.8,No precipitation,6,,,,
11.01.2020 20:00,-24.8,680.2,778.5,0.3,81,Wind blowing from the east-northeast,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-16.6,,,,,,25.0,-27.1,Trace of precipitation,12,,,,
11.01.2020 17:00,-19.1,679.9,777.1,,74,Wind blowing from the west,3,,9,60%., ,,,-20.4,-16.6,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,6,,,,
11.01.2020 14:00,-16.7,679.5,775.9,,65,Wind blowing from the west-northwest,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-16.6,,,2500 or more  or no clouds.,,,30.0,-21.7,Trace of precipitation,12,,,,
11.01.2020 11:00,-16.8,680.9,777.5,,65,Wind blowing from the west,4,,10,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-16.6,,,2500 or more  or no clouds.,,,12.0,-21.8,No precipitation,6,,,,
11.01.2020 08:00,-18.8,680.8,777.7,0.3,70,Wind blowing from the west,3,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-16.6,,,2500 or more  or no clouds.,,,30.0,-22.9,Trace of precipitation,12,,,,
11.01.2020 05:00,-19.6,680.5,777.7,,73,Wind blowing from the west,3,,10,, ,,,,-16.6,,,,,,27.0,-23.2,No precipitation,6,,,,
11.01.2020 02:00,-17.8,680.7,777.2,0.2,73,Wind blowing from the west,5,,10,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-16.6,,,2500 or more  or no clouds.,,,16.0,-21.5,Trace of precipitation,12,,,,
10.01.2020 23:00,-18.0,680.5,777.3,,73,Wind blowing from the west,6,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-16.6,,,,,,12.0,-21.7,Trace of precipitation,6,,,,
10.01.2020 20:00,-17.8,680.0,777.3,0.7,73,Wind blowing from the west,5,,11,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-16.6,,,1000-1500,,,17.0,-21.5,Trace of precipitation,12,,,,
10.01.2020 17:00,-18.4,679.3,775.9,,74,Wind blowing from the west-southwest,4,,11,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-16.6,,,1000-1500,,,13.0,-22.0,Trace of precipitation,6,,,,
