Local time in Weifang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 23:00,1.6,772.7,774.9,,89,Wind blowing from the north,1,,6,,Fog or ice fog. ,,,-1.9,8.2,,,,,,0.9,0.0,No precipitation,6,,,,
23.01.2020 20:00,2.6,771.4,773.5,1.8,85,Wind blowing from the north,2,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,8.2,,,2500 or more  or no clouds.,,,0.9,0.3,No precipitation,12,,,,
23.01.2020 17:00,6.0,769.6,771.7,,70,Wind blowing from the north-northeast,2,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,8.2,,,2500 or more  or no clouds.,,,1.6,0.8,No precipitation,6,,,,
23.01.2020 14:00,7.9,768.6,770.8,-0.4,65,Wind blowing from the north,3,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,9.8,,,2500 or more  or no clouds.,,,1.8,1.7,No precipitation,12,,,,
23.01.2020 11:00,6.5,769.0,771.2,,69,Wind blowing from the north-northwest,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,9.8,,,,,,2.4,1.2,No precipitation,6,,,,
23.01.2020 08:00,-1.2,768.3,770.5,1.7,96,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,9.8,,,,,,1.3,-1.8,No precipitation,12,,,,
23.01.2020 05:00,-1.4,766.6,768.7,,95,Wind blowing from the south-east,1,,2,,Mist. ,,,-1.7,9.8,,,,,,1.4,-2.1,No precipitation,6,,,,
23.01.2020 02:00,-0.4,767.2,769.4,0.3,94,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,9.8,,,2500 or more  or no clouds.,,,1.7,-1.2,No precipitation,12,,,,
22.01.2020 23:00,2.0,766.9,769.0,,91,Calm  no wind,0,,,,Mist. ,,,-0.9,9.8,,,,,,2.3,0.7,No precipitation,6,,,,
22.01.2020 20:00,4.7,766.3,768.5,0.9,80,Wind blowing from the east-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,9.8,,,2500 or more  or no clouds.,,,3.5,1.5,No precipitation,12,,,,
22.01.2020 17:00,8.3,765.4,767.5,,63,Wind blowing from the north-east,1,,5,90  or more  but not 100%, ,,,-0.9,9.8,,,2500 or more  or no clouds.,,,7.0,1.5,No precipitation,6,,,,
22.01.2020 14:00,9.6,765.1,767.3,-1.8,55,Wind blowing from the west,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,9.6,,,2500 or more  or no clouds.,,,9.0,1.0,No precipitation,12,,,,
22.01.2020 11:00,7.6,766.9,769.1,,69,Wind blowing from the south-southwest,2,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,7.9,,,1500-2000,,,5.0,2.3,No precipitation,6,,,,
22.01.2020 08:00,-0.2,765.8,768.0,0.2,94,Wind blowing from the south-east,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,7.9,,,,,,2.0,-1.0,No precipitation,12,,,,
22.01.2020 05:00,0.1,765.6,767.8,,91,Wind blowing from the east,1,,,,Mist. ,,,-3.4,7.9,,,,,,2.4,-1.2,No precipitation,6,,,,
22.01.2020 02:00,1.7,766.6,768.8,-0.6,86,Wind blowing from the east-southeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.9,,,2500 or more  or no clouds.,,,3.2,-0.4,No precipitation,12,,,,
21.01.2020 23:00,4.4,767.2,769.3,,74,Wind blowing from the south-east,1,,8,,Mist. ,,,,7.9,,,,,,5.0,0.2,No precipitation,6,,,,
21.01.2020 20:00,5.4,767.2,769.3,0.1,67,Wind blowing from the south-southeast,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.9,,,1500-2000,,,5.0,-0.4,No precipitation,12,,,,
21.01.2020 17:00,6.7,767.1,769.3,,57,Wind blowing from the south-east,1,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.9,,,1500-2000,,,6.0,-1.2,No precipitation,6,,,,
21.01.2020 14:00,7.4,767.1,769.3,-2.5,49,Wind blowing from the south,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.9,,,1500-2000,,,7.0,-2.6,No precipitation,12,,,,
21.01.2020 11:00,5.5,769.6,771.7,,58,Wind blowing from the south,3,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,6.0,,,2500 or more  or no clouds.,,,6.0,-2.1,No precipitation,6,,,,
21.01.2020 08:00,-2.5,769.5,771.7,0.1,77,Wind blowing from the east-southeast,1,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,,,,2500 or more  or no clouds.,,,6.0,-6.1,No precipitation,12,,,,
21.01.2020 05:00,-1.9,769.4,771.6,,63,Wind blowing from the south-southeast,2,,4,, ,,,-4.5,6.0,,,,,,10.0,-8.0,No precipitation,6,,,,
21.01.2020 02:00,-1.1,770.3,772.5,-0.4,58,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,6.0,,,2500 or more  or no clouds.,,,17.0,-8.5,No precipitation,12,,,,
20.01.2020 23:00,-3.2,770.7,772.9,,75,Wind blowing from the east-southeast,1,,7,, ,,,-4.5,6.0,,,,,,9.0,-7.0,No precipitation,6,,,,
20.01.2020 20:00,-1.0,769.9,772.2,,68,Wind blowing from the south-east,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,6.0,,,,,,14.0,-6.3,No precipitation,12,,,,
20.01.2020 17:00,3.1,769.2,771.4,,42,Wind blowing from the north-northeast,2,,7,40%., ,,,-4.5,6.0,,,2500 or more  or no clouds.,,,30.0,-8.6,No precipitation,6,,,,
20.01.2020 14:00,5.3,768.5,770.7,-1.0,37,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,6.0,,,,,,23.0,-8.2,No precipitation,12,,,,
20.01.2020 11:00,3.9,769.5,771.7,,50,Wind blowing from the north-northwest,2,,6,no clouds, ,,,-4.5,6.0,,,,,,9.0,-5.8,No precipitation,6,,,,
20.01.2020 08:00,-1.4,768.1,770.2,1.9,65,Wind blowing from the west-northwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,,,,,,,3.5,-7.3,No precipitation,12,,,,
20.01.2020 05:00,-3.8,766.2,768.4,,75,Calm  no wind,0,,,,Mist. ,,,-3.8,6.0,,,,,,4.1,-7.7,No precipitation,6,,,,
20.01.2020 02:00,-3.1,766.2,768.4,0.4,74,Wind blowing from the west-southwest,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,6.0,,,2500 or more  or no clouds.,,,4.2,-7.2,No precipitation,12,,,,
19.01.2020 23:00,-2.2,765.8,768.0,,72,Calm  no wind,0,,,,Mist. ,,,-2.2,6.0,,,,,,4.1,-6.6,No precipitation,6,,,,
19.01.2020 20:00,-0.5,765.7,767.8,1.7,64,Wind blowing from the south-southeast,0,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,6.0,,,,,,2.8,-6.5,No precipitation,12,,,,
19.01.2020 17:00,4.4,764.0,766.2,,36,Wind blowing from the west-southwest,0,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,6.0,,,,,,6.0,-9.4,No precipitation,6,,,,
19.01.2020 14:00,5.4,764.7,766.9,-1.8,29,Wind blowing from the north-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.7,,,,,,8.0,-11.2,No precipitation,12,,,,
19.01.2020 11:00,3.6,766.5,768.7,,49,Wind blowing from the west-northwest,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.1,,,,,,3.1,-6.1,No precipitation,6,,,,
19.01.2020 08:00,-0.4,766.3,768.4,1.5,90,Wind blowing from the west,2,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,5.1,,,2500 or more  or no clouds.,,,0.8,-1.8,No precipitation,12,,,,
19.01.2020 05:00,0.6,764.8,767.0,,85,Wind blowing from the west,3,,7,,Mist. ,,,-0.8,5.1,,,,,,1.0,-1.6,No precipitation,6,,,,
19.01.2020 02:00,0.7,765.1,767.2,0.2,77,Wind blowing from the west-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,5.1,,,2500 or more  or no clouds.,,,1.5,-2.9,No precipitation,12,,,,
18.01.2020 23:00,2.7,764.9,767.1,,64,Wind blowing from the west,1,,4,,Haze. ,,,-2.0,5.1,,,,,,2.0,-3.6,No precipitation,6,,,,
18.01.2020 20:00,1.4,764.7,766.9,0.0,80,Wind blowing from the south,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,5.1,,,2500 or more  or no clouds.,,,1.1,-1.7,No precipitation,12,,,,
18.01.2020 17:00,3.3,764.7,766.9,,57,Wind blowing from the south,1,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,5.1,,,2500 or more  or no clouds.,,,2.3,-4.4,No precipitation,6,,,,
18.01.2020 14:00,4.9,766.2,768.4,-1.6,51,Wind blowing from the west-southwest,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,4.9,,,,,,2.3,-4.6,No precipitation,12,,,,
18.01.2020 11:00,1.5,767.8,770.0,,64,Wind blowing from the west,1,,7,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,3.4,,,2500 or more  or no clouds.,,,1.7,-4.6,No precipitation,6,,,,
18.01.2020 08:00,-0.7,768.4,770.5,0.7,78,Wind blowing from the west,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,2500 or more  or no clouds.,,,1.7,-4.1,No precipitation,12,,,,
18.01.2020 05:00,-0.6,767.7,769.9,,80,Wind blowing from the west-northwest,3,,7,,Mist. ,,,-2.0,3.4,,,,,,1.9,-3.6,No precipitation,6,,,,
18.01.2020 02:00,-0.8,768.7,770.9,-0.2,88,Wind blowing from the west-northwest,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,3.4,,,2500 or more  or no clouds.,,,1.0,-2.5,No precipitation,12,,,,
17.01.2020 23:00,-1.3,768.9,771.1,,82,Wind blowing from the west-northwest,2,,6,,Mist. ,,,-2.0,3.4,,,,,,1.2,-4.0,No precipitation,6,,,,
17.01.2020 20:00,-0.4,768.7,771.0,0.6,72,Wind blowing from the north,0,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,3.4,,,2500 or more  or no clouds.,,,1.3,-4.8,No precipitation,12,,,,
17.01.2020 17:00,2.0,768.1,770.2,,53,Wind blowing from the north-northwest,2,,6,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,3.4,,,2500 or more  or no clouds.,,,2.5,-6.8,No precipitation,6,,,,
17.01.2020 14:00,3.3,768.0,770.2,-2.4,44,Wind blowing from the north-northwest,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,3.3,,,,,,2.5,-7.8,No precipitation,12,,,,
17.01.2020 11:00,1.2,770.4,772.6,,63,Wind blowing from the north-west,3,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,2.8,,,2500 or more  or no clouds.,,,1.2,-5.1,No precipitation,6,,,,
17.01.2020 08:00,-1.8,769.8,772.0,0.4,85,Wind blowing from the west-northwest,1,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,2.8,,,2500 or more  or no clouds.,,,0.9,-4.0,No precipitation,12,,,,
17.01.2020 05:00,-1.2,769.4,771.6,,79,Wind blowing from the west,1,,4,,Mist. ,,,-3.8,2.8,,,,,,1.2,-4.4,No precipitation,6,,,,
17.01.2020 02:00,0.0,770.5,772.6,-0.3,73,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,2.8,,,2500 or more  or no clouds.,,,1.4,-4.3,No precipitation,12,,,,
16.01.2020 23:00,0.4,770.8,773.0,,71,Wind blowing from the west-northwest,1,,5,,Haze. ,,,,2.8,,,,,,1.6,-4.4,No precipitation,6,,,,
16.01.2020 20:00,0.7,770.8,773.0,0.4,66,Wind blowing from the north-northwest,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,2.8,,,2500 or more  or no clouds.,,,2.1,-4.9,No precipitation,12,,,,
16.01.2020 17:00,1.4,770.4,772.6,,56,Wind blowing from the north-east,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,2.8,,,2500 or more  or no clouds.,,,4.7,-6.6,No precipitation,6,,,,
16.01.2020 14:00,2.6,770.5,772.7,-1.8,46,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,2.6,,,2500 or more  or no clouds.,,,7.0,-8.1,No precipitation,12,,,,
16.01.2020 11:00,1.6,772.3,774.5,,47,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%, ,,,-3.8,2.5,,,2500 or more  or no clouds.,,,8.0,-8.5,No precipitation,6,,,,
16.01.2020 08:00,-3.6,771.6,773.8,0.8,81,Wind blowing from the south-west,0,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,2.5,,,2500 or more  or no clouds.,,,2.3,-6.5,No precipitation,12,,,,
16.01.2020 05:00,-2.5,770.8,773.1,,66,Wind blowing from the east-southeast,0,,2,,Haze. ,,,-7.6,2.5,,,,,,3.3,-8.0,No precipitation,6,,,,
16.01.2020 02:00,-1.8,771.4,773.6,-0.3,73,Wind blowing from the south-east,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,2.5,,,2500 or more  or no clouds.,,,2.5,-6.0,No precipitation,12,,,,
15.01.2020 23:00,-2.0,771.7,774.0,,74,Calm  no wind,0,,,,Mist. ,,,-7.6,2.5,,,,,,2.4,-6.0,No precipitation,6,,,,
15.01.2020 20:00,-1.1,771.6,773.8,1.1,65,Wind blowing from the north,0,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,2.5,,,2500 or more  or no clouds.,,,3.6,-7.0,No precipitation,12,,,,
15.01.2020 17:00,0.6,770.5,772.7,,53,Wind blowing from the east-northeast,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,2.5,,,2500 or more  or no clouds.,,,6.0,-8.1,No precipitation,6,,,,
15.01.2020 14:00,1.9,770.5,772.7,-1.7,40,Wind blowing from the north-east,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,2.5,,,2500 or more  or no clouds.,,,9.0,-10.3,No precipitation,12,,,,
15.01.2020 11:00,1.2,772.2,774.4,,44,Wind blowing from the south,1,,3,no clouds, ,,,-7.6,1.9,,,,,,9.0,-9.7,No precipitation,6,,,,
15.01.2020 08:00,-6.6,771.7,773.9,0.3,91,Wind blowing from the east-southeast,0,,1,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,1.9,,,2500 or more  or no clouds.,,,3.0,-7.8,No precipitation,12,,,,
15.01.2020 05:00,-6.9,771.4,773.7,,89,Wind blowing from the south-east,0,,3,,Mist. ,,,-6.9,1.9,,,,,,4.3,-8.4,No precipitation,6,,,,
15.01.2020 02:00,-5.7,772.0,774.3,0.6,86,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,1.9,,,2500 or more  or no clouds.,,,7.0,-7.7,No precipitation,12,,,,
14.01.2020 23:00,-4.2,771.4,773.7,,80,Wind blowing from the south,1,,6,, ,,,-4.4,1.9,,,,,,9.0,-7.1,No precipitation,6,,,,
14.01.2020 20:00,-3.2,771.6,773.8,1.2,79,Wind blowing from the south-southwest,0,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,1.9,,,,,,7.0,-6.3,No precipitation,12,,,,
14.01.2020 17:00,-0.3,770.4,772.6,,60,Wind blowing from the north-east,2,,6,20–30%., ,,,-4.4,1.9,,,1500-2000,,,15.0,-7.3,No precipitation,6,,,,
14.01.2020 14:00,1.2,770.5,772.7,-0.6,52,Wind blowing from the north,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.2,,,1500-2000,,,19.0,-7.6,No precipitation,12,,,,
14.01.2020 11:00,0.4,771.1,773.4,,58,Calm  no wind,0,,,no clouds, ,,,-4.4,2.2,,,,,,10.0,-7.1,No precipitation,6,,,,
14.01.2020 08:00,-4.1,770.5,772.8,0.9,64,Wind blowing from the west-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,2.2,,,,,,8.0,-9.9,No precipitation,12,,,,
14.01.2020 05:00,-3.5,769.6,771.8,,78,Wind blowing from the west-northwest,2,,6,,Mist. ,,,-5.8,2.2,,,,,,5.0,-6.9,No precipitation,6,,,,
14.01.2020 02:00,-2.4,769.4,771.6,0.2,64,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.2,,,2500 or more  or no clouds.,,,13.0,-8.3,No precipitation,12,,,,
13.01.2020 23:00,-1.3,769.2,771.4,,75,Wind blowing from the west-northwest,2,,6,, ,,,-5.8,2.2,,,,,,8.0,-5.3,No precipitation,6,,,,
13.01.2020 20:00,-1.3,768.4,770.6,1.4,86,Wind blowing from the north-west,2,,6,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.2,,,1500-2000,,,2.8,-3.3,Trace of precipitation,12,,,,
13.01.2020 17:00,1.0,767.0,769.3,,56,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.2,,,1500-2000,,,4.2,-7.0,No precipitation,6,,,,
13.01.2020 14:00,1.9,766.5,768.7,-1.6,57,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.6,,,1500-2000,,,3.4,-5.7,No precipitation,12,,,,
13.01.2020 11:00,0.1,768.1,770.3,,73,Wind blowing from the west,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.6,,,1500-2000,,,2.9,-4.3,No precipitation,6,,,,
13.01.2020 08:00,-5.3,767.3,769.6,1.0,92,Wind blowing from the south-east,1,,1,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.6,,,2500 or more  or no clouds.,,,1.8,-6.4,No precipitation,12,,,,
13.01.2020 05:00,-5.3,766.3,768.6,,91,Calm  no wind,0,,,,Mist. ,,,-5.3,2.6,,,,,,1.9,-6.5,No precipitation,6,,,,
13.01.2020 02:00,-4.5,767.0,769.2,0.1,89,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,2.6,,,2500 or more  or no clouds.,,,2.9,-6.0,No precipitation,12,,,,
12.01.2020 23:00,-3.3,766.9,769.1,,87,Wind blowing from the east,0,,,,Mist. ,,,-3.5,2.6,,,,,,2.7,-5.2,No precipitation,6,,,,
12.01.2020 20:00,-2.2,766.8,769.0,0.5,80,Wind blowing from the north,0,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,2.6,,,,,,4.0,-5.2,No precipitation,12,,,,
12.01.2020 17:00,0.6,766.3,768.4,,63,Wind blowing from the north-northeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,2.6,,,,,,6.0,-5.8,No precipitation,6,,,,
12.01.2020 14:00,2.2,766.0,768.1,-1.5,53,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,2.3,,,1500-2000,,,9.0,-6.4,No precipitation,12,,,,
12.01.2020 11:00,0.8,767.5,769.7,,63,Wind blowing from the north-west,2,,4,no clouds, ,,,-3.2,3.2,,,,,,13.0,-5.6,No precipitation,6,,,,
12.01.2020 08:00,-2.9,767.4,769.6,0.9,79,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,3.2,,,,,,10.0,-6.0,No precipitation,12,,,,
12.01.2020 05:00,-2.8,766.5,768.7,,78,Wind blowing from the west-northwest,1,,5,, ,,,-2.8,3.2,,,,,,18.0,-6.1,No precipitation,6,,,,
12.01.2020 02:00,-1.6,767.2,769.3,-0.1,76,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,3.2,,,2500 or more  or no clouds.,,,16.0,-5.4,No precipitation,12,,,,
11.01.2020 23:00,-1.4,767.3,769.5,,75,Wind blowing from the north-west,1,,8,, ,,,-2.1,3.2,,,,,,19.0,-5.3,No precipitation,6,,,,
11.01.2020 20:00,-0.5,767.5,769.7,0.7,72,Wind blowing from the north,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,3.2,,,2500 or more  or no clouds.,,,28.0,-4.9,No precipitation,12,,,,
11.01.2020 17:00,0.6,766.8,769.0,,74,Wind blowing from the north-northeast,2,,8,100%., ,,,-2.1,3.6,,,2500 or more  or no clouds.,,,15.0,-3.5,No precipitation,6,,,,
11.01.2020 14:00,2.1,766.1,768.3,-1.4,68,Wind blowing from the north-northeast,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,5.4,,,2500 or more  or no clouds.,,,9.0,-3.2,No precipitation,12,,,,
11.01.2020 11:00,1.5,767.5,769.7,,67,Wind blowing from the west,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,5.4,,,2500 or more  or no clouds.,,,2.6,-4.0,No precipitation,6,,,,
11.01.2020 08:00,-1.8,767.2,769.3,0.6,76,Wind blowing from the west-northwest,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,5.4,,,2500 or more  or no clouds.,,,1.6,-5.5,No precipitation,12,,,,
11.01.2020 05:00,-1.3,766.6,768.8,,79,Wind blowing from the west,3,,6,,Mist. ,,,-5.1,5.4,,,,,,1.5,-4.6,No precipitation,6,,,,
