Local time in Lincang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 20:00,13.9,626.2,760.7,0.9,37,Wind blowing from the south-southeast,2,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,19.4,,,1500-2000,,,30.0,-0.5,No precipitation,12,,,,
24.01.2020 17:00,18.0,625.3,758.5,,32,Wind blowing from the south-west,4,,,70 – 80%., ,,,6.1,20.2,,,1500-2000,,,30.0,1.1,No precipitation,6,,,,
24.01.2020 14:00,17.6,626.8,760.3,-1.6,35,Wind blowing from the south-southwest,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,21.4,,,1500-2000,,,30.0,2.0,No precipitation,12,,,,
24.01.2020 11:00,14.5,628.4,762.3,,51,Wind blowing from the north-northeast,1,,8,50%., ,,,6.1,21.4,,,1500-2000,,,18.0,4.5,No precipitation,6,,,,
24.01.2020 08:00,6.8,627.7,762.4,0.6,78,Wind blowing from the east-southeast,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,21.4,,,1500-2000,,,24.0,3.1,No precipitation,12,,,,
24.01.2020 05:00,7.0,627.1,760.2,,75,Wind blowing from the east-northeast,1,,8,,Rain (not freezing) not falling as shower(s). ,,,5.1,21.4,,,,,,19.0,2.9,No precipitation,6,,,,
24.01.2020 02:00,7.5,628.1,761.2,-0.2,66,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,21.4,,,2500 or more  or no clouds.,,,30.0,1.4,No precipitation,12,,,,
23.01.2020 23:00,10.5,628.3,762.7,,51,Wind blowing from the south-southeast,1,,10,, ,,,5.1,21.4,,,,,,29.0,0.8,No precipitation,6,,,,
23.01.2020 20:00,14.3,626.9,761.8,0.6,32,Wind blowing from the east-southeast,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,21.4,,,,,,30.0,-2.2,No precipitation,12,,,,
23.01.2020 17:00,20.0,626.3,759.4,,22,Wind blowing from the west,4,,10,no clouds, ,,,5.1,21.4,,,,,,30.0,-2.3,No precipitation,6,,,,
23.01.2020 14:00,20.0,627.5,760.3,-1.9,19,Wind blowing from the west-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,22.1,,,,,,30.0,-4.3,No precipitation,12,,,,
23.01.2020 11:00,12.1,629.4,763.7,,56,Wind blowing from the west,1,,3,no clouds, ,,,5.1,22.1,,,,,,29.0,3.6,No precipitation,6,,,,
23.01.2020 08:00,5.5,628.3,763.3,,74,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,22.1,,,,,,30.0,1.1,No precipitation,12,,,,
23.01.2020 05:00,6.5,627.9,760.9,,77,Wind blowing from the south,1,,8,, ,,,4.8,22.1,,,,,,23.0,2.8,No precipitation,6,,,,
23.01.2020 02:00,8.5,628.9,762.0,-0.5,66,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,22.1,,,2500 or more  or no clouds.,,,22.0,2.5,No precipitation,12,,,,
22.01.2020 23:00,11.7,629.4,763.9,,48,Wind blowing from the south-west,1,,10,, ,,,4.8,22.1,,,,,,30.0,1.1,No precipitation,6,,,,
22.01.2020 20:00,15.0,628.6,763.7,,32,Wind blowing from the south,2,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,22.1,,,1500-2000,,,30.0,-1.5,No precipitation,12,,,,
22.01.2020 17:00,21.1,627.8,760.9,,21,Wind blowing from the south-southwest,3,,,10%  or less  but not 0, ,,,4.8,22.1,,,1500-2000,,,30.0,-2.1,No precipitation,6,,,,
22.01.2020 14:00,20.2,629.0,762.1,,23,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,20.7,,,,,,30.0,-1.6,No precipitation,12,,,,
22.01.2020 11:00,11.6,631.0,766.0,,60,Wind blowing from the north-west,1,,3,no clouds, ,,,4.8,20.7,,,,,,25.0,4.1,No precipitation,6,,,,
22.01.2020 08:00,5.1,630.0,765.4,0.6,77,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,20.7,,,2500 or more  or no clouds.,,,30.0,1.4,No precipitation,12,,,,
22.01.2020 05:00,6.3,629.4,763.3,,76,Wind blowing from the south,1,,12,, ,,,4.4,20.7,,,,,,30.0,2.4,No precipitation,6,,,,
22.01.2020 02:00,8.2,630.1,763.5,-0.5,69,Wind blowing from the south-southeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,20.7,,,2500 or more  or no clouds.,,,30.0,2.7,No precipitation,12,,,,
21.01.2020 23:00,11.0,630.6,765.7,,60,Wind blowing from the north,1,,12,, ,,,4.4,20.7,,,,,,29.0,3.5,No precipitation,6,,,,
21.01.2020 20:00,15.2,629.3,764.7,1.0,43,Wind blowing from the south,1,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,20.7,,,1500-2000,,,30.0,2.7,No precipitation,12,,,,
21.01.2020 17:00,19.1,628.3,762.3,,33,Wind blowing from the west-northwest,3,,9,100%., ,,,4.4,20.7,,,1500-2000,,,30.0,2.5,No precipitation,6,,,,
21.01.2020 14:00,19.8,629.2,762.7,,40,Wind blowing from the south-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,21.2,,,2500 or more  or no clouds.,,,30.0,5.8,No precipitation,12,,,,
21.01.2020 11:00,10.9,630.8,766.3,,64,Wind blowing from the north-northwest,1,,3,10%  or less  but not 0, ,,,4.4,21.2,,,1500-2000,,,18.0,4.4,No precipitation,6,,,,
21.01.2020 08:00,4.5,629.8,765.7,0.7,88,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,21.2,,,,,,13.0,2.7,No precipitation,12,,,,
21.01.2020 05:00,5.5,629.1,763.0,,81,Wind blowing from the south-west,1,,8,, ,,,3.6,21.2,,,,,,30.0,2.5,No precipitation,6,,,,
21.01.2020 02:00,7.3,630.0,763.5,,73,Wind blowing from the south-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,21.2,,,2500 or more  or no clouds.,,,30.0,2.8,No precipitation,12,,,,
20.01.2020 23:00,9.8,630.1,765.7,,62,Wind blowing from the south-east,1,,9,, ,,,3.6,21.2,,,,,,30.0,2.9,No precipitation,6,,,,
20.01.2020 20:00,13.6,628.7,764.6,1.3,43,Wind blowing from the south-east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,21.2,,,,,,30.0,1.3,No precipitation,12,,,,
20.01.2020 17:00,19.6,627.4,761.1,,27,Wind blowing from the west-northwest,4,,9,no clouds, ,,,3.6,21.2,,,,,,30.0,0.1,No precipitation,6,,,,
20.01.2020 14:00,20.3,628.6,761.8,-1.8,28,Wind blowing from the south-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,21.8,,,,,,30.0,1.2,No precipitation,12,,,,
20.01.2020 11:00,10.2,630.4,765.9,,58,Wind blowing from the west-southwest,1,,4,no clouds, ,,,3.6,21.8,,,,,,24.0,2.3,No precipitation,6,,,,
20.01.2020 08:00,3.7,629.3,765.1,0.8,83,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,21.8,,,2500 or more  or no clouds.,,,24.0,1.1,No precipitation,12,,,,
20.01.2020 05:00,4.9,628.5,762.3,,78,Wind blowing from the north-west,1,,8,, ,,,3.4,21.8,,,,,,30.0,1.4,No precipitation,6,,,,
20.01.2020 02:00,7.1,629.1,762.7,,63,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,21.8,,,2500 or more  or no clouds.,,,30.0,0.5,No precipitation,12,,,,
19.01.2020 23:00,10.0,629.1,764.5,,49,Wind blowing from the south-southeast,2,,10,, ,,,3.4,21.8,,,,,,30.0,-0.2,No precipitation,6,,,,
19.01.2020 20:00,14.4,628.1,763.6,0.7,34,Wind blowing from the south-southeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,21.8,,,,,,30.0,-1.2,No precipitation,12,,,,
19.01.2020 17:00,20.4,627.4,760.9,,21,Wind blowing from the west-southwest,4,,10,no clouds, ,,,3.4,21.8,,,,,,30.0,-2.6,No precipitation,6,,,,
19.01.2020 14:00,19.3,628.3,761.7,,28,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,21.6,,,,,,30.0,0.4,No precipitation,12,,,,
19.01.2020 11:00,9.5,630.6,766.2,,64,Wind blowing from the west-southwest,1,,3,no clouds, ,,,3.4,21.6,,,,,,21.0,3.0,No precipitation,6,,,,
19.01.2020 08:00,3.7,629.5,765.3,1.0,90,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,21.6,,,2500 or more  or no clouds.,,,28.0,2.2,No precipitation,12,,,,
19.01.2020 05:00,5.2,628.5,762.1,,80,Wind blowing from the south-west,1,,7,, ,,,3.0,21.6,,,,,,30.0,2.0,No precipitation,6,,,,
19.01.2020 02:00,7.3,629.0,762.4,,70,Wind blowing from the south-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,21.6,,,2500 or more  or no clouds.,,,30.0,2.2,No precipitation,12,,,,
18.01.2020 23:00,10.4,629.2,764.5,,60,Wind blowing from the south,1,,,, ,,,3.0,21.6,,,,,,26.0,3.0,No precipitation,6,,,,
18.01.2020 20:00,14.5,628.0,763.7,0.8,43,Wind blowing from the north,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,21.6,,,,,,30.0,2.1,No precipitation,12,,,,
18.01.2020 17:00,20.5,627.2,760.9,,27,Wind blowing from the west-northwest,3,,9,no clouds, ,,,3.0,22.1,,,,,,30.0,0.9,No precipitation,6,,,,
18.01.2020 14:00,19.9,628.1,761.3,-2.0,27,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,22.9,,,,,,30.0,0.4,No precipitation,12,,,,
18.01.2020 11:00,9.3,630.1,765.7,,59,Wind blowing from the south-west,1,,3,no clouds, ,,,3.0,,,,,,,15.0,1.7,No precipitation,6,,,,
18.01.2020 08:00,3.2,629.2,764.9,0.6,79,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,22.9,,,,,,30.0,-0.1,No precipitation,12,,,,
18.01.2020 05:00,4.4,628.6,762.1,,69,Wind blowing from the west-southwest,0,,6,, ,,,4.4,22.9,,,,,,30.0,-0.8,No precipitation,6,,,,
18.01.2020 02:00,7.3,629.2,763.0,,58,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,22.9,,,2500 or more  or no clouds.,,,30.0,-0.4,No precipitation,12,,,,
17.01.2020 23:00,9.9,629.5,764.5,,55,Wind blowing from the south-southeast,1,,9,, ,,,4.7,22.9,,,,,,30.0,1.3,No precipitation,6,,,,
17.01.2020 20:00,15.0,628.9,764.1,0.7,39,Wind blowing from the north,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,22.9,,,,,,29.0,1.2,No precipitation,12,,,,
17.01.2020 17:00,21.8,628.2,761.3,,21,Wind blowing from the west,3,,9,no clouds, ,,,4.7,22.9,,,,,,30.0,-1.5,No precipitation,6,,,,
17.01.2020 14:00,19.0,628.9,762.5,,31,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,21.4,,,,,,30.0,1.5,No precipitation,12,,,,
17.01.2020 11:00,11.4,630.9,766.2,,66,Wind blowing from the west-northwest,1,,3,no clouds, ,,,4.7,21.4,,,,,,24.0,5.3,No precipitation,6,,,,
17.01.2020 08:00,4.9,629.8,765.4,0.9,89,Wind blowing from the south,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,21.4,,,,,,27.0,3.2,No precipitation,12,,,,
17.01.2020 05:00,6.0,628.9,762.4,,80,Wind blowing from the south-southeast,1,,6,, ,,,4.4,21.4,,,,,,30.0,2.8,No precipitation,6,,,,
17.01.2020 02:00,7.6,629.8,763.5,,72,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,21.4,,,2500 or more  or no clouds.,,,30.0,2.9,No precipitation,12,,,,
16.01.2020 23:00,9.9,629.5,764.6,,61,Wind blowing from the south-southeast,1,,,, ,,,4.4,21.4,,,,,,30.0,2.7,No precipitation,6,,,,
16.01.2020 20:00,14.4,628.4,763.9,1.0,42,Wind blowing from the west-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,21.4,,,,,,24.0,1.7,No precipitation,12,,,,
16.01.2020 17:00,20.8,627.4,760.5,,23,Wind blowing from the west,3,,8,10%  or less  but not 0, ,,,4.4,21.4,,,2500 or more  or no clouds.,,,30.0,-1.1,No precipitation,6,,,,
16.01.2020 14:00,18.9,628.1,761.4,-1.6,27,Wind blowing from the south-west,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,20.6,,,2500 or more  or no clouds.,,,30.0,-0.5,No precipitation,12,,,,
16.01.2020 11:00,11.3,629.7,764.4,,60,Wind blowing from the west,1,,3,no clouds, ,,,4.4,21.1,,,,,,27.0,3.8,No precipitation,6,,,,
16.01.2020 08:00,4.4,628.6,763.9,0.7,86,Wind blowing from the west,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,21.1,,,,,,30.0,2.3,No precipitation,12,,,,
16.01.2020 05:00,6.1,627.9,761.2,,75,Wind blowing from the south-east,1,,9,, ,,,5.5,21.1,,,,,,30.0,2.0,No precipitation,6,,,,
16.01.2020 02:00,8.1,628.3,761.3,,67,Wind blowing from the south-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,21.1,,,2500 or more  or no clouds.,,,30.0,2.3,No precipitation,12,,,,
15.01.2020 23:00,11.3,628.2,762.4,,59,Wind blowing from the south-southwest,1,,11,, ,,,5.5,21.1,,,,,,25.0,3.6,No precipitation,6,,,,
15.01.2020 20:00,15.2,627.6,762.4,0.8,41,Wind blowing from the south-west,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,21.1,,,,,,30.0,2.0,No precipitation,12,,,,
15.01.2020 17:00,20.4,626.8,759.7,,26,Wind blowing from the west,3,,11,no clouds, ,,,5.5,21.2,,,,,,30.0,0.3,No precipitation,6,,,,
15.01.2020 14:00,20.3,627.3,759.9,,27,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,22.5,,,,,,30.0,0.7,No precipitation,12,,,,
15.01.2020 11:00,12.1,628.8,762.9,,65,Wind blowing from the west,1,,3,no clouds, ,,,5.5,22.5,,,,,,28.0,5.7,No precipitation,6,,,,
15.01.2020 08:00,5.6,628.1,763.1,0.6,84,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,22.5,,,,,,30.0,3.1,No precipitation,12,,,,
15.01.2020 05:00,6.8,627.5,760.4,,78,Wind blowing from the south-west,1,,7,, ,,,5.2,22.5,,,,,,30.0,3.1,No precipitation,6,,,,
15.01.2020 02:00,8.7,627.8,760.5,,70,Wind blowing from the south-southeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,22.5,,,2500 or more  or no clouds.,,,30.0,3.5,No precipitation,12,,,,
14.01.2020 23:00,12.3,628.1,762.1,,57,Wind blowing from the west,1,,11,, ,,,5.2,22.5,,,,,,30.0,4.0,No precipitation,6,,,,
14.01.2020 20:00,14.7,626.7,761.4,1.0,47,Wind blowing from the south-east,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,22.5,,,,,,30.0,3.5,No precipitation,12,,,,
14.01.2020 17:00,21.2,625.7,758.3,,36,Wind blowing from the south-southwest,3,,11,no clouds, ,,,5.2,22.5,,,,,,30.0,5.6,No precipitation,6,,,,
14.01.2020 14:00,20.4,626.2,758.8,-2.1,41,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,22.3,,,2500 or more  or no clouds.,,,30.0,6.7,No precipitation,12,,,,
14.01.2020 11:00,11.7,628.3,762.8,,66,Wind blowing from the north-west,1,,3,no clouds, ,,,5.2,22.3,,,,,,22.0,5.6,No precipitation,6,,,,
14.01.2020 08:00,5.4,627.6,762.4,0.7,83,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,22.3,,,,,,30.0,2.7,No precipitation,12,,,,
14.01.2020 05:00,6.4,626.9,759.7,,74,Wind blowing from the south,1,,7,, ,,,3.4,22.3,,,,,,30.0,2.1,No precipitation,6,,,,
14.01.2020 02:00,8.0,627.4,760.3,,65,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,22.3,,,2500 or more  or no clouds.,,,30.0,1.8,No precipitation,12,,,,
13.01.2020 23:00,10.8,627.6,762.6,,61,Wind blowing from the south,1,,,, ,,,3.4,22.3,,,,,,29.0,3.6,No precipitation,6,,,,
13.01.2020 20:00,15.0,626.3,761.3,1.0,44,Wind blowing from the west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,22.3,,,,,,30.0,2.9,No precipitation,12,,,,
13.01.2020 17:00,21.5,625.3,758.2,,27,Wind blowing from the south-southwest,3,,9,no clouds, ,,,3.4,22.3,,,,,,30.0,1.7,No precipitation,6,,,,
13.01.2020 14:00,19.6,626.2,759.3,,39,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,20.1,,,,,,30.0,5.3,No precipitation,12,,,,
13.01.2020 11:00,9.1,628.1,763.6,,70,Wind blowing from the west,1,,2,no clouds, ,,,3.4,20.1,,,,,,27.0,3.9,No precipitation,6,,,,
13.01.2020 08:00,3.7,627.5,763.4,0.2,90,Wind blowing from the west-southwest,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,20.1,,,2500 or more  or no clouds.,,,26.0,2.2,No precipitation,12,,,,
13.01.2020 05:00,4.7,627.3,761.3,,87,Wind blowing from the south-southwest,1,,7,, ,,,2.6,20.1,,,,,,30.0,2.7,No precipitation,6,,,,
13.01.2020 02:00,6.7,628.0,762.1,-0.3,76,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,20.1,,,2500 or more  or no clouds.,,,30.0,2.8,No precipitation,12,,,,
12.01.2020 23:00,9.4,628.3,763.9,,64,Wind blowing from the south-southeast,1,,7,, ,,,2.6,20.1,,,,,,30.0,2.9,No precipitation,6,,,,
12.01.2020 20:00,12.8,626.8,762.7,1.2,48,Wind blowing from the south-east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,20.1,,,,,,30.0,2.1,No precipitation,12,,,,
12.01.2020 17:00,19.0,625.6,759.4,,42,Wind blowing from the south-southeast,4,,7,no clouds, ,,,2.6,20.1,,,,,,30.0,5.8,No precipitation,6,,,,
12.01.2020 14:00,17.6,627.3,761.2,-2.2,40,Wind blowing from the west-northwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,18.6,,,,,,30.0,3.9,No precipitation,12,,,,
12.01.2020 11:00,8.6,629.5,765.6,,65,Wind blowing from the west-northwest,1,,3,no clouds, ,,,2.6,18.6,,,,,,29.0,2.4,No precipitation,6,,,,
12.01.2020 08:00,2.9,629.5,766.2,0.9,89,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,18.6,,,2500 or more  or no clouds.,,,25.0,1.3,No precipitation,12,,,,
12.01.2020 05:00,4.0,628.6,763.2,,84,Calm  no wind,0,,,, ,,,4.0,18.6,,,,,,30.0,1.5,No precipitation,6,,,,
12.01.2020 02:00,6.4,628.9,763.4,-0.1,73,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,18.6,,,2500 or more  or no clouds.,,,30.0,1.9,No precipitation,12,,,,
11.01.2020 23:00,8.6,629.0,765.1,,64,Wind blowing from the south-east,2,,6,, ,,,7.2,18.6,,,,,,30.0,2.0,No precipitation,6,,,,
11.01.2020 20:00,12.2,627.7,762.7,1.0,53,Wind blowing from the east-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,18.6,,,,,,30.0,2.9,No precipitation,12,,,,
11.01.2020 17:00,18.2,626.7,759.8,,33,Wind blowing from the south-west,1,,6,no clouds, ,,,7.2,19.2,,,,,,30.0,1.7,No precipitation,6,,,,
11.01.2020 14:00,16.9,627.6,760.9,-2.0,39,Wind blowing from the north-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,19.9,,,2500 or more  or no clouds.,,,30.0,2.9,No precipitation,12,,,,
11.01.2020 11:00,8.6,629.6,765.1,,99,Wind blowing from the west,1,,5,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,2500 or more  or no clouds.,,,4.8,8.5,No precipitation,6,,,,
11.01.2020 08:00,7.5,628.6,763.1,0.8,100,Wind blowing from the south-southeast,0,,10,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,19.9,,,2500 or more  or no clouds.,,,0.1,7.5,0.9,12,,,,
11.01.2020 05:00,8.4,627.8,760.9,,99,Wind blowing from the north,1,,10,,Mist. ,,,6.8,19.9,,,,,,1.7,8.3,0.1,6,,,,
11.01.2020 02:00,9.6,628.0,760.8,-0.2,96,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,19.9,,,2500 or more  or no clouds.,,,10.0,9.0,0.9,12,,,,
10.01.2020 23:00,11.2,628.2,762.4,,87,Wind blowing from the east-northeast,3,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.8,19.9,,,,,,9.0,9.1,0.8,6,,,,
10.01.2020 20:00,15.2,627.1,761.4,0.6,54,Wind blowing from the south,1,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,19.9,,,1500-2000,,,30.0,6.0,No precipitation,12,,,,
