Local time in Dunhua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 11:00,-12.2,726.1,778.6,,41,Wind blowing from the north-northwest,1,,3,no clouds, ,,,-25.5,-7.8,,,,,,8.0,-22.8,No precipitation,6,,,,
25.01.2020 08:00,-22.5,726.7,780.0,0.2,65,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-7.8,,,,,,23.0,-27.3,No precipitation,12,,,,
25.01.2020 05:00,-25.2,726.5,779.4,,68,Wind blowing from the west-southwest,1,,5,, ,,,-25.3,-7.8,,,,,,29.0,-29.4,No precipitation,6,,,,
25.01.2020 02:00,-24.9,726.9,779.4,,67,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-7.8,,,2500 or more  or no clouds.,,,27.0,-29.3,No precipitation,12,,,,
24.01.2020 20:00,-17.8,727.6,780.5,0.0,47,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-7.8,,,,,,16.0,-26.4,No precipitation,12,,,,
24.01.2020 17:00,-11.9,727.6,779.8,,31,Wind blowing from the north-northwest,4,,7,no clouds, ,,,-21.1,-7.7,,,,,,30.0,-25.6,No precipitation,6,,,,
24.01.2020 14:00,-8.1,726.9,778.6,-0.6,28,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-2.4,,,,,,30.0,-23.4,No precipitation,12,,,,
24.01.2020 11:00,-9.8,727.5,779.2,,44,Wind blowing from the west-northwest,1,,,no clouds, ,,,,,,,,,,29.0,-19.8,,,,,,
24.01.2020 08:00,-19.5,727.5,780.1,1.4,72,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,,,,,,,6.0,-23.3,No precipitation,12,,,,
24.01.2020 05:00,-18.7,726.1,777.8,,71,Wind blowing from the north-west,2,,6,, ,,,-18.9,-1.1,,,,,,30.0,-22.7,No precipitation,6,,,,
24.01.2020 02:00,-17.0,725.3,776.2,,67,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-1.1,,,2500 or more  or no clouds.,,,30.0,-21.7,0.1,12,,,,
23.01.2020 20:00,-13.8,723.8,774.5,2.2,70,Wind blowing from the north-northwest,1,,10,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-1.1,,,,,,11.0,-18.1,1.0,12,,,,
23.01.2020 17:00,-7.7,721.6,771.8,,54,Wind blowing from the north-west,2,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.5,-1.1,,,1000-1500,,,30.0,-15.4,0.1,6,,,,
23.01.2020 14:00,-2.4,719.0,768.7,1.3,65,Wind blowing from the north-west,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.5,-0.7,,,1000-1500,,,7.0,-8.1,2.0,12,,,,
23.01.2020 11:00,-1.4,717.7,767.3,,84,Wind blowing from the west,2,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.5,-0.4,,,1000-1500,,,2.2,-3.8,2.0,6,,,,
23.01.2020 08:00,-4.2,718.0,767.5,0.6,89,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-0.4,,,1000-1500,,,1.6,-5.7,0.6,12,,,,
23.01.2020 05:00,-6.0,717.4,766.9,,87,Wind blowing from the south-southeast,1,,2,,Mist. ,,,-9.5,-0.4,,,,,,3.4,-7.8,0.1,6,,,,
23.01.2020 02:00,-7.8,718.5,767.9,,83,Wind blowing from the south-southwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-0.4,,,2500 or more  or no clouds.,,,5.0,-10.2,No precipitation,12,,,,
22.01.2020 20:00,-6.2,719.6,769.4,0.3,78,Wind blowing from the north-northeast,1,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-0.4,,,1000-1500,,,4.2,-9.4,No precipitation,12,,,,
22.01.2020 17:00,-3.7,719.3,769.0,,71,Wind blowing from the north-west,1,,6,50%., ,,,-8.8,-0.4,,,1000-1500,,,8.0,-8.2,No precipitation,6,,,,
22.01.2020 14:00,-0.8,718.0,767.2,,59,Wind blowing from the north-northwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-0.4,,,2500 or more  or no clouds.,,,10.0,-8.0,No precipitation,12,,,,
22.01.2020 11:00,-1.9,718.6,768.2,,62,Wind blowing from the south-southwest,2,,7,90  or more  but not 100%, ,,,-8.8,-1.9,,,2500 or more  or no clouds.,,,9.0,-8.4,No precipitation,6,,,,
22.01.2020 08:00,-5.0,719.1,768.8,0.6,58,Wind blowing from the south,2,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.1,,,2500 or more  or no clouds.,,,5.0,-12.0,No precipitation,12,,,,
22.01.2020 05:00,-6.7,718.5,768.1,,41,Wind blowing from the south-southwest,3,,7,, ,,,,-2.1,,,,,,30.0,-17.8,No precipitation,6,,,,
22.01.2020 02:00,-6.7,718.9,768.4,,34,Wind blowing from the south-southwest,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.1,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
21.01.2020 20:00,-6.5,719.2,769.8,0.5,34,Wind blowing from the south-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-2.1,,,,,,15.0,-19.8,No precipitation,12,,,,
21.01.2020 17:00,-4.5,718.7,769.6,,31,Wind blowing from the south,2,,8,no clouds, ,,,-18.3,-2.1,,,,,,7.0,-19.1,No precipitation,6,,,,
21.01.2020 14:00,-2.1,718.9,769.4,-2.1,26,Wind blowing from the south-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-2.1,,,,,,30.0,-19.1,No precipitation,12,,,,
21.01.2020 11:00,-6.6,721.0,771.7,,42,Wind blowing from the south-southwest,4,,8,no clouds, ,,,-18.3,-6.6,,,,,,14.0,-17.4,No precipitation,6,,,,
21.01.2020 08:00,-13.2,721.8,773.2,0.4,72,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-7.4,,,,,,2.3,-17.2,No precipitation,12,,,,
21.01.2020 05:00,-18.2,721.4,773.1,,78,Wind blowing from the south-southwest,2,,6,, ,,,-18.3,-7.4,,,,,,12.0,-21.1,No precipitation,6,,,,
21.01.2020 02:00,-16.7,721.0,772.1,,78,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-7.4,,,2500 or more  or no clouds.,,,11.0,-19.7,No precipitation,12,,,,
20.01.2020 20:00,-13.6,719.1,770.3,1.8,77,Wind blowing from the south-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-7.4,,,1000-1500,,,8.0,-16.8,No precipitation,12,,,,
20.01.2020 17:00,-10.9,717.3,768.4,,71,Wind blowing from the north-northwest,1,,7,90  or more  but not 100%, ,,,-16.1,-7.4,,,1000-1500,,,12.0,-15.1,No precipitation,6,,,,
20.01.2020 14:00,-7.5,715.1,765.5,0.3,54,Wind blowing from the north-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-4.4,,,1000-1500,,,30.0,-15.2,No precipitation,12,,,,
20.01.2020 11:00,-8.1,714.8,764.8,,54,Wind blowing from the west,2,,5,90  or more  but not 100%, ,,,-16.1,-3.4,,,1000-1500,,,13.0,-15.8,No precipitation,6,,,,
20.01.2020 08:00,-12.7,714.7,765.2,0.8,74,Wind blowing from the north-northwest,1,,4,100%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.4,,,1000-1500,,,4.7,-16.4,Trace of precipitation,12,,,,
20.01.2020 05:00,-16.1,713.9,764.5,,79,Wind blowing from the south-west,1,,4,,Haze. ,,,-16.1,-3.4,,,,,,3.7,-18.9,No precipitation,6,,,,
20.01.2020 02:00,-13.5,714.1,764.2,,79,Wind blowing from the north-west,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-3.4,,,2500 or more  or no clouds.,,,3.3,-16.4,No precipitation,12,,,,
19.01.2020 20:00,-9.4,713.5,763.6,0.8,78,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.4,,,1000-1500,,,4.2,-12.5,0.1,12,,,,
19.01.2020 17:00,-7.8,712.7,762.7,,69,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.4,,,1000-1500,,,5.0,-12.5,No precipitation,6,,,,
19.01.2020 14:00,-4.6,711.4,761.1,-0.6,71,Wind blowing from the north,1,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.4,,,1000-1500,,,9.0,-9.1,0.2,12,,,,
19.01.2020 11:00,-6.4,712.0,762.0,,69,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.4,-3.1,,,1000-1500,,,14.0,-11.2,0.2,6,,,,
19.01.2020 08:00,-10.3,712.5,762.8,-0.1,79,Wind blowing from the north,0,,2,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,2.9,-13.3,0.1,12,,,,
19.01.2020 05:00,-11.0,712.6,762.6,,66,Wind blowing from the south-southwest,1,,2,, ,,,,-3.1,,,,,,6.0,-16.1,No precipitation,6,,,,
19.01.2020 02:00,-11.6,713.5,763.2,,64,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-3.1,,,2500 or more  or no clouds.,,,10.0,-17.1,No precipitation,12,,,,
18.01.2020 20:00,-11.9,715.3,766.7,-0.1,60,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-3.1,,,2500 or more  or no clouds.,,,5.0,-18.1,No precipitation,12,,,,
18.01.2020 17:00,-8.2,715.4,766.6,,45,Wind blowing from the south-east,2,,3,no clouds, ,,,-21.5,-3.1,,,,,,17.0,-18.1,No precipitation,6,,,,
18.01.2020 14:00,-3.9,715.8,766.4,-1.9,35,Wind blowing from the north-northeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-3.1,,,,,,15.0,-17.1,No precipitation,12,,,,
18.01.2020 11:00,-9.0,717.7,769.0,,43,Wind blowing from the south,1,,3,no clouds, ,,,-21.5,-5.2,,,,,,15.0,-19.3,No precipitation,6,,,,
18.01.2020 08:00,-19.5,718.5,770.6,-0.1,75,Wind blowing from the south-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,,,,,,,3.8,-22.8,No precipitation,12,,,,
18.01.2020 05:00,-20.8,718.6,770.3,,75,Wind blowing from the south-southwest,1,,2,, ,,,-23.7,-5.2,,,,,,15.0,-24.1,No precipitation,6,,,,
18.01.2020 02:00,-19.1,719.2,770.3,,73,Wind blowing from the south-southwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-5.2,,,2500 or more  or no clouds.,,,12.0,-22.7,No precipitation,12,,,,
17.01.2020 20:00,-16.0,720.1,772.5,0.2,67,Wind blowing from the south-west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-5.2,,,,,,4.0,-20.7,No precipitation,12,,,,
17.01.2020 17:00,-10.8,719.9,772.0,,52,Wind blowing from the north-northwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-5.2,,,,,,2.9,-18.8,No precipitation,6,,,,
17.01.2020 14:00,-6.4,719.7,771.1,,35,Wind blowing from the east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-5.4,,,,,,18.0,-19.4,No precipitation,12,,,,
17.01.2020 11:00,-9.4,721.0,772.6,,44,Wind blowing from the south,1,,2,no clouds, ,,,-23.7,-7.6,,,,,,7.0,-19.4,No precipitation,6,,,,
17.01.2020 08:00,-21.0,722.0,774.6,0.1,74,Wind blowing from the south-southwest,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-7.6,,,,,,2.7,-24.4,No precipitation,12,,,,
17.01.2020 05:00,-23.3,721.9,774.3,,74,Wind blowing from the west,1,,3,, ,,,-23.3,-7.6,,,,,,8.0,-26.7,No precipitation,6,,,,
17.01.2020 02:00,-21.8,722.1,773.8,,76,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-7.6,,,2500 or more  or no clouds.,,,8.0,-24.9,No precipitation,12,,,,
16.01.2020 20:00,-16.4,721.8,774.4,0.1,70,Wind blowing from the south,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-7.6,,,,,,9.0,-20.6,No precipitation,12,,,,
16.01.2020 17:00,-12.6,721.7,774.0,,56,Wind blowing from the west,1,,8,no clouds, ,,,-23.2,-7.6,,,,,,20.0,-19.6,No precipitation,6,,,,
16.01.2020 14:00,-7.9,720.6,772.2,-0.5,44,Wind blowing from the north-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-7.6,,,,,,16.0,-18.0,No precipitation,12,,,,
16.01.2020 11:00,-8.9,721.1,772.8,,50,Wind blowing from the south-west,3,,6,no clouds, ,,,-23.2,-8.5,,,,,,11.0,-17.5,No precipitation,6,,,,
16.01.2020 08:00,-21.0,721.6,774.3,0.3,75,Wind blowing from the south-west,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,,,,,,,4.1,-24.3,No precipitation,12,,,,
16.01.2020 05:00,-22.1,721.3,773.6,,75,Wind blowing from the west,1,,3,, ,,,-24.7,-8.5,,,,,,15.0,-25.4,No precipitation,6,,,,
16.01.2020 02:00,-20.8,721.5,773.2,,71,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.7,-8.5,,,2500 or more  or no clouds.,,,15.0,-24.7,No precipitation,12,,,,
15.01.2020 20:00,-18.2,722.1,775.1,0.4,72,Wind blowing from the north,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.7,-8.5,,,,,,4.3,-22.0,No precipitation,12,,,,
15.01.2020 17:00,-13.9,721.7,774.3,,60,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.7,-8.5,,,,,,4.8,-20.0,No precipitation,6,,,,
15.01.2020 14:00,-9.4,721.2,773.1,,42,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.7,-9.1,,,,,,15.0,-20.0,No precipitation,12,,,,
15.01.2020 11:00,-13.3,722.2,774.4,,50,Wind blowing from the east-northeast,1,,2,no clouds, ,,,-24.7,-8.9,,,,,,13.0,-21.5,No precipitation,6,,,,
15.01.2020 08:00,-23.1,722.5,775.5,0.1,74,Wind blowing from the south-southwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.7,-8.9,,,,,,3.1,-26.5,No precipitation,12,,,,
15.01.2020 05:00,-23.7,722.4,775.0,,73,Wind blowing from the west,1,,2,, ,,,-23.8,-8.9,,,,,,12.0,-27.2,No precipitation,6,,,,
15.01.2020 02:00,-22.0,722.7,774.7,,72,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-8.9,,,2500 or more  or no clouds.,,,29.0,-25.7,No precipitation,12,,,,
14.01.2020 20:00,-17.5,722.2,775.1,0.6,71,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-8.9,,,,,,6.0,-21.5,No precipitation,12,,,,
14.01.2020 17:00,-13.8,721.6,774.1,,61,Wind blowing from the north-northeast,1,,3,no clouds, ,,,-23.8,-8.9,,,,,,10.0,-19.7,No precipitation,6,,,,
14.01.2020 14:00,-9.2,720.8,772.6,-0.8,44,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-8.9,,,,,,25.0,-19.2,No precipitation,12,,,,
14.01.2020 11:00,-12.6,721.6,773.6,,52,Wind blowing from the south,1,,2,no clouds, ,,,-23.8,-8.8,,,,,,12.0,-20.4,No precipitation,6,,,,
14.01.2020 08:00,-22.6,722.0,775.0,0.9,74,Wind blowing from the north,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,,,,,,,3.2,-26.0,No precipitation,12,,,,
14.01.2020 05:00,-22.7,721.1,773.5,,75,Wind blowing from the south-west,1,,3,, ,,,-23.2,-8.8,,,,,,11.0,-25.9,No precipitation,6,,,,
14.01.2020 02:00,-21.9,721.0,772.9,,73,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-8.8,,,2500 or more  or no clouds.,,,13.0,-25.5,No precipitation,12,,,,
13.01.2020 20:00,-18.3,719.5,771.3,1.1,70,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-8.8,,,,,,11.0,-22.4,No precipitation,12,,,,
13.01.2020 17:00,-13.9,718.4,769.8,,59,Wind blowing from the north-northwest,1,,6,no clouds, ,,,-16.0,-8.8,,,,,,7.0,-20.2,No precipitation,6,,,,
13.01.2020 14:00,-9.7,716.8,767.5,0.3,46,Wind blowing from the north-west,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-8.8,,,600-1000,,,28.0,-19.2,No precipitation,12,,,,
13.01.2020 11:00,-10.5,716.5,767.4,,50,Wind blowing from the south-west,3,,5,90  or more  but not 100%, ,,,-16.0,-9.3,,,1000-1500,,,19.0,-18.9,No precipitation,6,,,,
13.01.2020 08:00,-13.8,716.3,767.6,1.0,68,Wind blowing from the north-west,0,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,6.0,-18.4,No precipitation,12,,,,
13.01.2020 05:00,-14.4,715.3,766.5,,66,Wind blowing from the south-southwest,2,,5,, ,,,,,,,,,,18.0,-19.4,No precipitation,6,,,,
13.01.2020 02:00,-13.9,715.0,765.7,,71,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-9.3,,,2500 or more  or no clouds.,,,26.0,-18.0,No precipitation,12,,,,
12.01.2020 20:00,-15.0,715.2,767.2,0.3,69,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-9.3,,,,,,24.0,-19.4,No precipitation,12,,,,
12.01.2020 17:00,-14.4,714.9,766.9,,69,Wind blowing from the west,2,,6,40%., ,,,-22.7,-9.3,,,1000-1500,,,26.0,-18.9,No precipitation,6,,,,
12.01.2020 14:00,-9.6,714.6,765.8,-1.5,52,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-7.8,,,,,,29.0,-17.6,No precipitation,12,,,,
12.01.2020 11:00,-13.1,716.1,767.5,,58,Wind blowing from the south-southeast,1,,2,no clouds, ,,,-22.7,-7.2,,,,,,13.0,-19.6,No precipitation,6,,,,
12.01.2020 08:00,-22.0,717.1,769.3,0.1,75,Wind blowing from the south-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-7.2,,,,,,3.3,-25.3,No precipitation,12,,,,
12.01.2020 05:00,-22.0,717.0,768.9,,77,Calm  no wind,0,,,, ,,,-22.0,-7.2,,,,,,7.0,-25.0,No precipitation,6,,,,
12.01.2020 02:00,-19.6,717.7,769.0,,77,Wind blowing from the west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-7.2,,,2500 or more  or no clouds.,,,6.0,-22.6,No precipitation,12,,,,
11.01.2020 20:00,-14.4,718.6,770.2,1.1,71,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-7.2,,,,,,12.0,-18.5,No precipitation,12,,,,
11.01.2020 17:00,-12.1,717.5,769.1,,63,Wind blowing from the north-northwest,1,,7,no clouds, ,,,-19.4,-7.2,,,,,,9.0,-17.7,No precipitation,6,,,,
11.01.2020 14:00,-8.2,716.8,767.8,-0.3,51,Wind blowing from the north-northwest,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.6,,,600-1000,,,27.0,-16.6,No precipitation,12,,,,
11.01.2020 11:00,-8.5,717.1,768.0,,52,Wind blowing from the west-northwest,3,,5,20–30%., ,,,-19.4,-4.6,,,600-1000,,,30.0,-16.6,No precipitation,6,,,,
11.01.2020 08:00,-16.7,717.2,768.7,0.9,81,Wind blowing from the north-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.6,,,,,,2.7,-19.2,No precipitation,12,,,,
11.01.2020 05:00,-18.8,716.3,767.5,,80,Wind blowing from the north-west,1,,3,,Mist. ,,,-20.9,-4.6,,,,,,7.0,-21.4,No precipitation,6,,,,
11.01.2020 02:00,-18.2,716.5,767.2,,79,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.6,,,2500 or more  or no clouds.,,,12.0,-21.0,No precipitation,12,,,,
10.01.2020 20:00,-13.3,716.6,768.3,0.1,73,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.6,,,,,,12.0,-17.1,No precipitation,12,,,,
10.01.2020 17:00,-9.6,716.5,767.8,,64,Wind blowing from the south-west,1,,3,no clouds, ,,,-20.9,-4.6,,,,,,4.1,-15.2,No precipitation,6,,,,
10.01.2020 14:00,-4.9,716.4,767.0,-1.3,47,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.7,,,,,,24.0,-14.5,No precipitation,12,,,,
